,UKF259,ZH1007inf,ZH1007nec
LIF,0.008175535361420056,0.030624625557522465,-0.04440184171698679
IL17B,,0.07612501409800025,-0.05521035031443537
MMP1,,0.059337046962375524,0.013059455441619985
ADAM28,-0.01857905248544899,0.08040885150809113,-0.04935042570576896
TCN2,-0.005613799055837438,-0.05055550591676754,0.08190235248242951
THPO,-0.03302379818598778,,-0.05322935574145895
CUBN,0.009526397591319373,-0.03565900715097355,-0.07805704603380526
TIMP3,0.033740415836808695,-0.10647224922752664,-0.00031053516208131806
PIGF,0.005144890211173458,0.061301005273577756,0.01641049980658529
CRH,-0.0015028385675166652,,
BDNF,0.02326669623234412,0.16761660205601966,0.03637359197058234
CCL5,0.026610843479878153,0.03660039752176262,0.017198918171630356
GAD1,0.02090708534687297,0.05849442854970908,0.06497349954958956
COL14A1,-0.05122939607668493,0.004115630027408324,-0.0656321184916145
HLA-A,0.05274990880695202,0.07848901369528742,-0.05814324728879728
FGF18,-0.02024510097281034,,
ADM,-0.01928017490361145,0.04091871401108561,-0.06415202603794526
CCL15,,-0.024485963863013497,
GNAI2,-0.034215697070842245,0.015855981081907944,-0.03372354203420418
COL11A1,-0.024427861909981106,0.06348401809856516,0.1119124426183775
NUCB2,0.04772943348903713,0.07093314567671449,-0.06023946388053533
CXCL1,0.06294662608112035,-0.02622377540665244,-0.06892977057041522
VCAN,0.01788457524599561,-0.11630070513624065,0.022134237370069896
MMP7,0.0184183418237716,-0.04899093145670321,-0.0043350894712006404
PTPN6,0.012712344984167966,0.029649103598607007,-0.035135539341594434
PTGS2,0.03171478588066738,-0.03400326646158818,-0.08807414562413005
XCL1,-0.022027394396180674,,
CD58,-0.004766887589518793,0.07709483297607454,-0.046879714307205334
TNFSF14,-0.013431089616895453,0.06575971663637999,-0.03478412674288985
CNTN4,0.027478333881496012,-0.029118852542838376,
NTF4,0.003221797727302161,,
INSL3,-0.005439042737328946,,
BTLA,0.006515381809592514,,
MFNG,-0.007550030229749753,0.08603097987445901,0.0011737162550025872
ICAM1,0.006803189284748109,0.11078757184757855,-0.04816539590204007
PROS1,0.0219351194257656,0.11191079837807949,0.05417316564244347
CLCF1,0.020089062400320636,0.1325557933745236,0.015442232628752935
PSAP,0.07148866301878871,0.09731004500674996,-0.11174948530563286
EFEMP1,0.02364044600315042,0.10831421681428427,-0.042158816184283326
C1QTNF1,-0.012541206432247508,-0.028235706172834225,-0.0367121974780622
ALB,-0.018804166353361226,-0.033185389422287825,-0.09102587792494675
EFNA3,0.01894806735845044,-0.021559377393257802,0.04385069633758959
DRAXIN,0.05290262782472199,0.09035612914794457,-0.09036564156481704
NPTX2,0.03927914584732556,0.029983574741768205,-0.015035132861329334
FGF11,-0.048887520041724385,0.03030725135745609,0.08119880475387586
CD59,-0.007851948068977998,0.043044582803225165,-0.11762888309249436
COL9A2,0.042943876133265314,-0.06665331590559408,0.017260448570098803
DLL3,-0.03248744960205898,-0.0009315581618167686,0.01808917616715881
LIN7C,0.06838683613586127,-0.017876673067883195,0.01384675628884283
GDF7,-0.004541559183957266,,
PSPN,0.0003325875504434103,0.06362388931892553,-0.08095440002346559
ANGPT1,0.021764035758924487,0.021401592727699262,0.05253718423895099
PNOC,0.051947270537318235,,
L1CAM,-0.014780155355316318,-0.03812247782530957,-0.049363173890399355
APOA1,0.004668434702664623,-0.04684162865538433,0.04700620348089712
PSEN1,0.04633027562231368,0.000964260947978345,-0.05226210881472611
CALM2,-0.014989229423689987,-0.021908951211420422,0.11536382100029303
CLEC2B,-0.037300878374173195,0.02224426386383652,0.03572979219657346
NTNG1,-0.015674484608699496,-0.004435882457135898,-0.0006088150306532808
LRIG1,-0.0019460060780911515,-0.014863877564739532,-0.03708325337331088
CPAMD8,0.09694613006084407,-0.026223771964346596,
GHRL,-0.04494425900908842,0.11527232632799647,0.041146259951333926
NPY,-0.00031491171400824215,0.043508382852506494,-0.004923603386739766
MMP2,0.0162045722253707,0.05379524049152522,-0.0372750493691071
LHB,0.007203509362701026,,
PPY,-0.010998211891909174,,
ALKAL2,-0.020552454175532874,-0.005910690271010834,-0.06684619158944899
CSF1,-0.06996931337576387,0.0934564071521549,-0.05339176640590469
SEMA4C,0.04636373659693782,0.11938927487597009,-0.06244556285944207
ICAM2,0.007465187402034501,-0.027799832237095458,-0.011601478389525365
SYTL3,0.0986460680971198,-0.04504467314104148,0.08377260257352082
IL1A,-0.029724065586688588,0.004701057043382948,0.0386505903168587
HLA-G,0.0768640739367508,,-0.0538820786007044
PGF,0.021319594524428043,0.011119631568780592,0.05875732838608956
LGALS8,-0.0492102739233531,0.0602207599623725,0.06250441330670331
DKK3,0.047119055975890715,-0.009881589128004568,0.019439156255460926
COL16A1,0.012634987241804169,0.11702464829832625,-0.03447379995249847
TPH1,0.012830121392724972,,-0.05554414968392701
TNC,0.02459197449445909,0.003094987778726566,-0.04601160326913862
TNFSF9,0.10854536925429231,,
C4A,-0.02472534777530011,,0.11345135628016585
CNTN2,0.014108734324493204,-0.0711420742267418,-0.05790376982936467
LUM,0.014467371274393844,-0.010235890940681365,-0.04847716755635224
BTC,0.047026057677939166,,
APOC1,0.04778534517920577,0.10991078437767585,-0.10175027863069068
PKM,-0.015797476473313143,0.015745849990499505,-0.07589805607153378
TNF,-0.021561009525162145,0.11545292156679927,0.07588081026681184
GNAS,0.00791551982652507,0.1385527998110109,-0.08314606557634603
BMP8B,-0.003086660495016519,0.031005555559725114,0.07562241991327869
LIPH,-0.013056587739632315,,-0.08208148246371796
CCL28,,,-0.05851399902180537
PTPN11,-0.04041836318757576,0.020868587015114806,0.03265022308169048
ADAM12,0.013853598159157859,0.09396547660637744,-0.08864426793823967
EPO,0.005004539602890454,,
EDN3,-0.032558143560355725,,
CCL2,0.0059389603891103595,0.03251210754790149,0.07009816980970142
DSCAM,-0.03492084837932342,0.031777140653772906,-0.007595295849281851
ANG,0.004693432712980849,-0.030210392459468365,0.036040327226316206
FBLN2,-0.035947825914068955,-0.0013325513905771433,-0.04157951973745185
VTN,-0.004997535053305741,0.04322418043204085,-0.020723464169089996
VEGFA,-0.016502425494118334,0.06624023872772805,-0.053047508423194584
F10,,0.006036787174553492,
SERPINA1,-0.012662933579648422,0.05139643060876241,0.04821676115122285
VWF,0.008025580163602126,-0.009799039848061335,0.030545383560295746
GDNF,-0.014686484017224426,,
VASP,0.046782258021942816,-0.021413108615559416,-0.0010675087319318413
ADAM15,0.0025233459275354774,-0.07607272440189175,-0.06879046303350965
WNT2,,,-0.03864888069786127
OLFM2,0.06636629922712202,-0.011515965499779445,0.020766421210373462
MFAP2,0.010732712396184861,0.04877604026086609,-0.014716647032075321
HLA-C,0.07564192604441214,0.10013409698021286,-0.09455020130935461
THBS1,0.046646398982302405,-0.023427473928504035,-0.09975728648517913
HSPA4,-0.001269958294199099,-0.02441505617766881,-0.10710425391628715
LMAN1,-0.013030811383643918,-0.03379545312155594,-0.14649252481826486
LYPD3,-0.010660603331876036,-0.016204759201203053,-0.024739612415215682
APOE,0.03482863820299538,0.10751044738120917,-0.0630644444465527
ANXA1,0.01864594326599224,-0.053307298746121945,-0.02341648881764108
WNT2B,-0.02207776680510804,0.010788712525034036,-0.06294989673291655
AMH,-0.03253387025437441,,
GDF10,,0.1323287569978923,-0.03863484359682651
EFNB3,0.015277119432224902,0.006020716060368463,0.06864260750409544
LTB,-0.02275648310003598,0.0034792109684647693,-0.04626302296420184
ANGPT2,0.002231471116715902,0.022774659719995597,-0.0002084848132963993
ADAM17,0.009650109322551538,0.053725443423287195,0.012201519226004104
LRPAP1,-0.02543139453276995,0.12993967111225707,-0.12050573945612843
NID1,-0.062245714225498516,-0.00020405242858429192,-0.05876652662346025
MST1,0.041578125245230246,0.024025025892947915,0.03351013099492538
IL13,,,-0.006147406953078714
DCN,-0.0359510571218821,-0.04895511030823913,-0.01554297467686
COL7A1,0.027211966857707437,0.027671245174783275,0.017322411672907042
CALR,-0.003377859767054502,0.10952084223170716,-0.16610667682901517
PIGA,-0.010744273001043275,0.04129457317553746,-0.02223082309152418
CD200,-0.020291074529520146,-0.010100621587073234,-0.08439824753897199
GRP,,-0.038368198099964966,
CDH1,-0.00749494874905971,-0.034003289616207584,0.04549715481908131
LPL,-0.02144600155987967,0.15097930423261477,-0.03280831655368401
SEMA5A,-0.01739902933998079,-0.017126471157237342,-0.05998592176183207
SEMA7A,-0.00032731060866335104,-0.06142972154241332,0.06052561233970788
SEMA4G,0.00300729317516293,-0.04237661996353127,-0.03423644516656728
SEMA3B,0.04122248915001313,0.012039955106759552,0.005846512188840366
RPH3A,-0.0003227979120618741,0.0844551094044847,-0.0721910366303347
JAG2,0.0009257184746704002,0.017677608387042132,-0.003111005632345917
CGN,0.00012773068142238724,0.0986286522450746,-0.033186206846423975
GDF15,-0.021718292100431955,0.14793221525587366,-0.020801829368418703
SEMA4F,-0.032438942626603094,0.046772929735901254,0.00017493825725567162
NXPH1,-0.017821315326441888,-0.022650575439411,0.0064150725428705375
ARF1,0.0489011891241423,-0.014157018516693085,-0.015042802728399094
EBI3,0.030502022443677942,-0.007652139982690004,-0.020138936261596366
TIMP1,0.03970594372976768,0.15053844557033477,-0.10338279874829523
SEMA3C,0.0012416815594979691,0.00449899331803353,-0.06664598875468558
GAS6,0.005678544669027526,0.03525639614478769,0.02966642715714849
MEPE,-0.022425027652875032,-0.026223781602806372,
SERPINE1,0.020223797715633495,0.18756062411582858,-0.06930386693733803
RSPO2,0.049528082221528096,,
SHBG,0.024806044480279264,0.005749829014261206,0.01905322624243575
LGALS3BP,0.07648436182934513,0.01601768180796307,-0.06855457734392482
LAMB1,0.03373668073316795,0.028440950932659068,-0.04076900156961308
SPTBN2,0.00011975969740261254,0.13677356362706036,-0.0018683112529034734
COL1A2,0.004161526140262494,-0.04581654626431196,-0.025107485061616575
CEACAM16,,,0.10163222447140106
WNT11,0.05464565299326234,,
LGALS1,0.020840671371071203,0.013596924039889307,-0.006959087282704827
BCAN,-0.01918278753462759,-0.037166389473126414,-0.03482703645628508
ANOS1,0.005621893452446126,-0.080347415379548,0.14444021469021134
EDA,-0.012391583844556603,-0.03400327914149295,-0.015360714813722576
SHANK1,-0.006354548431652767,,
TGFB1,0.055187177728816955,0.06940211016583242,-0.009065048703263284
MSTN,0.0017773678425336663,0.03904272844717458,-0.009093488429089289
WNT4,,-0.02911885693969817,
TNFSF4,0.002861455169201817,0.010964601011530403,-0.03353064063890726
NTN1,0.0201728057790984,0.09875790371541363,-0.0791780405017243
CXCL12,-0.008878342571958433,0.007081611354928366,-0.1249098975532649
GNRH1,-0.0019473095785530056,0.051395126616370336,-0.06634514043602298
RIMS1,0.0009786477908106624,-0.03318535567614722,
FGF14,-0.020994262511902506,0.062980973245661,0.029321317225542397
IGF1,-0.005072954047921354,-0.02692625053283139,0.06265923902124126
TNFSF10,-0.002542224257455657,-0.00800924498203627,-0.05926564616845956
RGMA,-0.031118395408674678,0.0031176542566727834,-0.027870865461384536
WNT16,0.009505208467508984,,
CX3CL1,0.07217506085575823,0.07068910688732391,0.00658043137405145
FGF1,-0.02473506759262053,-0.03926196630124101,0.0008320595626782084
ALOX5AP,0.02596288333792814,0.02711398558042185,0.02929774818654424
IL1RN,-0.04055545931004876,,0.03172611472759482
NPW,-0.029640368585757398,-0.030327850118027445,-0.06652198136520734
CXCL9,0.043687835119768384,-0.037627244300150034,
ANGPTL4,-0.02086548751645477,-0.008457037945283569,-0.03516843829649077
UCN2,0.021705233837022372,,-0.00965879278242996
OBP2A,,-0.02849779644965908,0.06254941216083645
COL4A3,-0.03798645413722014,,
NRG3,0.056575181573982815,-0.055182232437140405,
IL23A,-0.023033778313399755,-0.02622377609511377,0.007936563357083405
COLQ,0.025542902358626617,-0.032630725416683985,-0.05709415850605189
TNFSF12,0.0017013946231418588,-0.016000344991393575,0.09056225875656711
DKK2,0.03644405442502329,,
FYN,-0.001667623789705176,0.014759150582033875,0.07363353486049153
ACE,-0.0069749213077374495,0.03788231652765811,-0.08503308832836265
IL18,-0.015894294134884163,0.044080166420814026,-0.0643464397025999
CCL27,0.015555322231889466,-0.02622377540665244,0.009994561559728754
SERPING1,0.04916704751826322,-0.07478988998122503,-0.00616212793372767
AZGP1,-0.010494620538495009,0.06992434833328275,-0.042922641752191425
INHA,-0.020169353318196533,,0.0940869901804055
SEMA3G,-0.03086963303105389,0.0791593075451484,0.029426089331131878
COL6A1,-0.006799722514596576,0.0817430021745518,-0.15214042744934517
FGF17,0.01654415231054934,,
TNFSF8,-0.02621766684708084,-0.03206809146342064,0.06458247174714354
FGF20,-0.027977006040594558,-0.022628813275567185,
ICAM3,0.034976420741411315,0.03931921119693992,0.1137167938593315
LAMA4,0.03717896903719911,-0.013326551679044554,-0.04385303253671296
DLL4,0.032581682821998185,0.04964014961004508,-0.08484733023833885
SEMA3A,0.003047222867798857,0.0705078642980564,-0.07637219566417351
RLN2,-0.0035182168257887154,,0.039752036026296976
C5,-0.025141210071617084,0.03661870766405846,-0.01410737362628337
C1QA,0.011968462044490511,0.010289116907199426,-0.09311253515670317
UTS2B,0.04278361116723337,,
COL9A3,-0.006181071349797548,0.06937994613185357,0.016711364898829472
DLK1,-0.01629770280051233,0.14612887309476186,-0.04857133749022858
HGF,0.025120016035525217,0.10193032259972523,-0.07559788494256005
P4HB,0.01524384489921633,0.04122827766383301,-0.15942229855288284
ADCYAP1,0.04229310956129448,0.07866275260188334,
GREM1,-0.022868593533563568,-0.017155313963609822,-0.05437060359258192
EGF,0.09786215647823335,0.09751074796298788,-0.043001381550446235
VEGFB,0.043889607094888546,0.022282519550552805,-0.06536120257144863
FARP2,0.04274869305472305,0.022276922703479148,-0.037929060200078434
LAMA2,-0.0009467762403921225,0.027945360330105865,-0.06511049486447046
NRG1,-0.046272080167241,-0.023387750965617786,-0.04319573561784607
SPINK1,-0.028545335685467816,,
EFEMP2,-0.006471236688503778,0.08709344265028697,-0.038246315738312456
SELPLG,-0.01196557007144165,-0.006593384016085019,0.0027821874733775045
GDF6,-0.029640371150209097,,
HLA-E,0.0427247283840946,-0.06247465062291076,-0.110704592828535
PTN,-0.053635218569065966,0.19354058024906995,-0.03701417084700222
CD274,-0.011149159832274732,-0.0033945548128005622,-0.15442259717060278
FGF10,,,0.018844060185770863
CD14,0.06827380237794761,0.09489605620764757,-0.012111252186418626
SFTPD,,-0.030029534336293923,-0.05116459493200241
SLIT1,-0.004595898718639375,0.0719132006891697,-0.004818918107166782
CNTF,-0.02085545092600918,,
BST1,0.03413902289654048,-0.03281464847085983,0.024554542030981875
AGTRAP,0.05793139116467468,0.10176398650030395,-0.06373454161410555
LAMC1,0.013811115031988865,0.02184567284259098,-0.12620152752261765
COL6A3,-0.03151398545284788,0.06636077213006088,0.03251299455127479
FN1,0.04136745040650651,-0.007631514581093575,-0.06859768397907699
MIF,0.038845360687513306,0.033854548093099596,0.05530645949975966
JAG1,0.020505752955645523,0.04127163461673562,-0.18963123754183475
NID2,0.023491071175598732,0.01513343310762337,0.00045685258899375166
EFNB1,0.004517675917363545,0.0688453560092427,-0.014393008469812946
COL4A2,0.005076884775886078,-0.011819795973651487,-0.13109446193693688
SPP1,0.06578745573046185,0.10226579766890198,-0.0007055478508531204
PODXL2,0.004988490216307816,0.04354045164420423,0.08899322873117224
FGF9,0.01811078525304102,,
ITIH2,-0.017601351466082323,,
ADAM10,0.0343697323302748,-0.0028943917356643923,-0.2166995619500686
CFH,0.0488988667620913,-0.032459474557721364,-0.035695332130923074
COL4A5,0.009262212634085722,0.09979756443251912,-0.08275922614821314
LTBP3,-0.0037770926336904783,0.05183182780802555,-0.011587127306592223
GNB3,-0.033254570408029205,0.010996467090999584,0.0828469872948897
COL6A2,0.08160559515797566,0.08201274484087069,-0.14762314251130995
GDF9,0.010576137177264891,-0.030623722658608795,-0.0393111998171223
NCAM1,0.03137296350722157,-0.03341396916081112,0.0061906099252877255
APOC2,-0.008696885610313782,0.09066630959093146,0.05996643516243496
BST2,0.016234320037311244,0.13059364014356192,0.08695263291565423
COL5A1,-0.0386226088162561,0.05914361900614237,-0.16292251061568339
CALM3,0.011956611882366124,-0.006733630913480456,-0.005341534746750338
THBS2,0.01343326463295964,-0.008821843588348994,0.00577956902663819
SERPINE2,-0.056786681037043776,0.05270298975016562,-0.12935163019467427
EFNB2,0.014289671839360371,0.08146713238848113,-0.09423403987615003
PROK1,0.030687980960251177,,
MMP9,0.0247292714123168,-0.003350494497171212,-0.051762915393360094
DMP1,,-0.0272188069100785,
NPPA,-0.01608806307739598,-0.01506490821751998,-0.041418552934348526
C4B,0.024296490458047097,0.003717655562168661,0.004391135711121082
NTNG2,-0.023143980870757194,0.09806801663255627,-0.057350777762659615
LAMA1,-0.008669612057128646,-0.03981776566518451,
UCN,0.003881511309176385,-0.03836816404501641,-0.07126439623023055
ARTN,-0.03539468613718919,,
PDGFD,0.04560125173316707,0.01670152228499003,-0.02925987336567429
EDN1,-0.009019450379843289,0.07426214069793896,-0.005256312538913224
ARPC5,0.023813944096886627,-0.03561250309770498,-0.06501337924023948
GSTO1,0.06863700204465632,0.00042125627144724414,0.02588794128602026
SYK,0.01613212913075786,0.09159520061046392,0.08778943528756165
ST6GAL1,-0.019594774912397077,-0.053513294181585395,-0.060360735896688396
WNT3,0.0557063931678733,-0.026890760356272494,0.0021775201754811613
HSP90B1,-0.06728597373167475,0.06592674896990947,-0.11696713637258198
ZP3,0.05109516567818022,-0.04052762786380697,-0.0339292022342651
NRG2,0.01896095824685194,-0.03591574557687501,0.09541677941431209
MELTF,-0.026438750006255198,0.12495838483548077,-0.10682895460820735
NLGN1,0.030596796729742737,0.08760459755501862,-0.044833933248965
SLIT3,-0.023342017180123683,0.03920820575653708,-0.06530763202345125
CCL8,0.09054901848448231,0.0507557502777553,0.06428779323626184
S100A4,-0.0037226791153000044,0.025381093678364695,-0.02631422790230586
TNFSF13B,0.018309390854020204,-0.058484153383243496,0.005110030044689791
HSPG2,-0.01918253140253109,0.059494687691535875,-0.08892095341707355
FAM3C,0.0327904653204589,0.04859725493280444,-0.03632367515405173
FLT3LG,-0.00846390679413262,0.06544289167021712,0.028769013558940314
A2M,0.010408438931034252,0.03188321383257193,-0.07406859850161043
VCL,-0.041052373233919616,-0.008058172510146337,-0.0628052850408709
FGF2,-0.022531226782601253,-0.005079360027650293,0.08396180078107432
AGRP,-0.04217927657397398,-0.03318540207711709,-0.022649870849820473
CNTN3,-0.03750906677375244,,
RNASE2,0.06939102450512485,0.0821599119296673,-0.04645868606221492
ADM2,-0.02234689152726275,,
GAL,0.07409849050403952,0.02253611049169,-0.07529561895716187
PDGFC,0.025101085989190995,0.018529765369081675,-0.06649815865006974
COL8A2,0.06894608848100856,-0.004777865154416694,0.017938569263421838
SPON2,0.03097051799722029,0.012214733640859267,-0.0046275332888366175
LCN2,0.07137116955127928,,
SEMA3D,0.0011109104173108765,-0.024485906032780204,
BMP6,0.016417585668730906,,
TIMP2,-0.02307136550649475,0.023472669135398375,-0.0778912709587741
EFNA1,0.026475411264906604,0.031430315553331645,-0.0551861823962647
S100A12,0.008006545866493927,,
TFPI,-0.016457112313704156,0.1136162344774678,-0.045172060026640155
GPC3,-0.02311124349786056,-0.0312082328822677,
NMU,,-0.05187913733634394,0.06825323849232447
SCGB3A2,,-0.02062006131574376,
LAMB3,-0.02906013190929042,0.021388465011648844,-0.007307349902437937
LGALS9,0.016444388837369876,0.05996586880805741,-0.016284599259249365
VIM,0.023998855926009734,0.05289259984194483,0.0264133272600543
PLAU,0.01553659056860125,0.10146275548670818,-0.1480109564911174
TGFB3,-0.01452797391795911,0.02861217373179934,-0.06465357052460681
APLN,-0.004295050397150981,-0.00557235501577284,-0.08873611953396394
SHANK2,-0.01778536267722692,,0.0024676106462067815
LTF,0.059209256219293134,-0.07151907982351753,0.06849581270218524
PENK,0.020530964787753885,-0.03996126296428937,
CTF1,0.009726894389097194,-0.03257198609854514,0.11436584369718455
COL3A1,0.02094467795657702,0.008850944129567691,-0.05242622297181405
S100A10,0.002117741254728953,-0.09081406327463504,0.032641781025060504
FGF13,-0.009070562365470438,-0.024485933849803302,
SEMA4A,-0.02636708808744634,0.10846021492151332,0.005750806181443966
EFNA4,-0.04143041215851795,0.013338357847406451,-0.00046713621273169385
HSPA8,0.0027051826601851635,-0.007359291022034094,0.03916850875718909
NPB,-0.0223111573739068,0.055314194509779965,-0.010388103143496155
