,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CTHRC1,0.05039124065337108,0.0013271375911800972,0.03840384192262711,0.028630742756371928,-0.020968009581731728,0.01801210129849512,0.047089393891046265,-0.07332385292495296,0.004569509409735002,0.021518732356756873,0.01623953873528178,0.005020122701373555,-0.005699712657117035,-0.03077129154253518,0.0868438290090861,0.04281183002584508,-0.032560582203197797,0.0010032599740692919,0.1815867503538139,0.0246267728259229,-0.03082815661759828,0.06111009272960598
PODXL,0.11035849894367138,0.020776358712925384,0.03628177470491451,0.00661688495296582,0.0030167409978328276,-0.020310512680519793,0.017227556862022885,-0.04797104888859198,0.0912215225247318,0.024284998995966214,0.007870093272984246,0.03480261077790862,0.050410959947373164,0.022946663473476445,0.0417185676837703,0.12602279137048675,-0.026392569879564027,0.08373039011537627,0.09203200381099143,0.04056628877216941,0.0030613222448322435,-0.035981357802496595
JAM3,-0.0045213444173728395,0.07040673029462802,-0.008028632412255285,0.0038965913118669403,0.04218019130798926,0.04534128672021168,0.07119949547560583,0.006411773770415184,0.0782799620215548,-0.006936137860203754,0.022956548404318846,0.02234728360718204,0.060833838334372684,-0.00036481168565665725,-0.016659493081932805,0.01444483153170653,0.010263174808072822,-0.016773256197427304,-0.046802265529914414,-0.1162086002108055,-0.12355095404623082,0.000932156845751079
TGFB2,-0.06476180632420839,0.042424070453364306,0.009868261832153223,-0.039148220803437266,-0.017591148355793583,-0.003025668172431868,0.08351774185029062,0.008682765060094752,0.06518757979195515,-0.04085303827406331,0.018468892183328464,0.0707986805171524,0.08299275655903551,0.004633412313953435,-0.009056843566515649,-0.013443318923837197,0.0650144764744329,0.11128156517664316,0.04185139135630607,0.044505244925062026,0.03698255391275867,-0.03454999757258073
COL18A1,0.020085447479362348,0.05904655207076527,0.07287424607377413,0.0028992884017388265,-0.030110309788820722,0.04464021580197572,0.06942865644067812,-0.03247133522795913,0.05259333683968605,0.010190016399877063,0.02305159942119421,0.01206631617394564,-0.006665651727917174,0.03212098324727325,-0.034727873939339654,0.1645017430898844,0.08199922949337093,-0.023627208849318185,0.10558831940477272,-0.001732571925275585,-0.11187246582360112,0.008469133639750841
NODAL,0.08979558433923734,,0.03940150195870621,-0.015711498972578408,,0.09186639628861958,-0.030896329646986995,-0.004402853556334017,-0.04440187480616457,,,,,-0.020644711190476086,0.07638161756955254,0.22999296152039037,0.08439974997426643,0.0826646346235399,-0.013521671199424696,-0.022607374166990244,0.11361052690754023,-0.008499299432634631
INHBB,0.01702354700986493,0.0742281556390436,-0.053743913237915865,0.005405727676244916,-0.035269241058826756,-0.06629062407201677,0.036135974641914086,0.036973734211460246,0.04579108240839202,0.005111030422655958,0.04260239869819969,-0.0032539923642186924,0.007061253513039571,0.03035772851740016,-0.033832292479426644,-0.03012287933322426,-0.004020127238532497,-0.01712838265067205,0.10224233783693222,-0.04452249645371595,0.1956785278083757,0.059938733489119496
LCN1,,,0.10255052600053974,,,,,,-0.022690446278192968,,,,,,0.050309638115145765,,,-0.02567670717422377,,,-0.01819453917225765,-0.004703755035061104
ARF4,-0.05310353737180271,0.010932680809215457,-0.0003882729021088117,0.02421925473723247,-0.04469353538198079,0.011363532499113432,-0.026300810708632535,-0.0036260053431901797,0.11570224862905834,-0.017188798152201052,0.0011824536917499498,-0.03455478661150448,0.05679752712036327,0.03850774803029617,-0.02041957092164585,0.1269812073458815,-0.07146532407162456,0.03318588911258562,0.03631359602720693,-0.016602073866361363,-0.06759731256132596,-0.039479071350614896
CXCL14,0.020048936009791764,0.009465222796940056,0.03658993462631908,-0.022308769644906683,0.1499982299966961,-0.021061641035942897,0.028779223706082935,0.06822817577288165,-0.049797414744926286,-0.006386522978358457,0.013660897990051326,-0.0069956047966804645,-0.04641095007885035,-0.03443626001872337,0.040600898201500674,-0.015335553447010767,-0.03407644688450223,-0.04739136546679079,0.13514765884562183,-0.04755055781858716,-0.0319855072680361,-0.022127281623007207
LIF,-0.01798027430601258,-0.0779500384746784,-0.012218523482149092,-0.01988200065983822,-0.003967220780178386,-0.03446733122489846,0.002494160363570574,-0.02227517304174749,0.06292312969169436,0.021099359339109485,-0.025640726572615027,0.07775852622121254,0.017876651138999826,0.01570378714739545,0.05976412646422765,-0.07947780349245068,-0.07040095128910104,-0.031201890882516996,0.07091995226076554,-0.013718586243338651,-0.07824433730331941,-0.024051317239683522
IL17B,,-0.0061976780013435345,,,-0.01784623887578247,,,,-0.007033883746662634,,,,0.10995553022535565,,0.10267709089307821,-0.016814789681841188,,-0.04111242539554743,,-0.028125674186701193,0.060179932654467694,-0.007286930435067939
MMP1,,,-0.034291405432026856,,-0.0594615361463055,,-0.012828062797709799,,,,,,-0.08224381204219541,,-0.05946471681800127,0.10267866154253068,,0.017205677615708768,,0.0530270218770791,-0.02611565356627098,0.04322313084488666
MATN1,,0.015552538561675985,-0.012101311341910373,,0.045344216022710694,,,0.01376962471776319,0.18887310689906864,-0.019653646786423114,,,0.010690856856407421,-0.012226924486197062,,,,-0.006799535811773041,0.011256697855845068,0.02132180672498892,-0.014543823932461316,0.015447322990294244
ADAM28,-0.01850923495754786,-0.02101031689456729,0.05176718547056819,0.021986969236362158,-0.06430258479125434,0.05376485268322408,-0.005803441275208653,-0.04425970135640421,0.09058510678482992,0.014599492981794096,0.022250917047544276,0.00628264417784272,-0.041509161353930096,0.056193246851444514,0.08635414016348544,0.018821834919954636,-0.03895946458790764,0.053523655382197416,-0.01422232001118333,-0.02886776890906421,0.03387976172081261,0.023855410566377622
TCN2,-0.004679793242091264,0.10807971289863906,0.07606785074042381,0.005009940933026025,-0.050513519809027345,0.015417161429542973,0.03169144674726349,0.03389474364350128,0.10147513515809913,0.01591106995451381,0.0003542628824295655,-0.005059841616744337,0.02097226580056138,-0.010719331771934409,0.07938684852814798,0.12349233520488052,-0.009676218717274684,0.05986795397123962,0.09729547775569575,0.00371098678191072,-0.014703023203542482,0.07122027695097298
THPO,,,0.017356260794773683,,,-0.04235305764158466,,-0.03057997631562801,-0.03751525298185187,0.01628719411470348,0.022276237772017607,-0.042694364127745764,,-0.012226925890734677,,0.08376275818967037,-0.028644974108054472,,,-0.025144469304397545,0.10745576964907232,-0.010129533077041621
CUBN,-0.016304222011520694,0.026458007503083223,0.027846853848603813,-0.02880422640961469,-0.027992110488354097,-0.005220775918839519,0.11117132983777943,0.04868708862475944,0.091619192144413,0.009547916175909816,-0.015749645804108224,0.10313149054865588,0.030147226686846593,0.04249221909412584,0.006137644792579272,0.003089255594231081,0.024599745793340764,0.050728897180674824,0.023024173324148654,-0.02367670045681645,0.15246874253294576,-0.015835356666503264
TIMP3,-0.025679024109440306,0.08805738507615617,-0.04347011259858907,0.007116800799302633,0.05071898020411389,0.016987662279201,0.04892605123073413,0.003218671358567576,0.05824625510452554,0.015481759088100521,-0.0037819378255516873,-0.0016134272454574974,-0.044042391101554355,0.001186135199917266,0.07689873489044875,0.05621194254617698,-0.07257918264559243,-0.060951243248978916,0.11174715272739733,-0.025894852501924,-0.07880214681234526,-0.0029619005746526713
PIGF,-0.04526038367789314,0.06549350535121819,7.66067184532134e-05,0.02222634295801094,-0.0516267304039524,0.018042932945751235,-0.004237422751374022,0.019892586074076027,0.08616680283953897,-0.02649778808511159,-0.014785918316482946,0.0038831361124997393,-0.001493883443651153,0.00793434635301043,0.011393561175494834,0.14798735157244974,-0.023451643021730625,0.06435412699400413,0.008863609868729848,0.013081603110977327,0.1139603602237326,0.03077224495134337
CRH,,,0.06342912281360703,-0.019717889781950642,,-0.02354736236197951,-0.01303565003403568,0.021756586330201076,-0.03489193961063869,0.016265484914046103,0.029697242403856922,0.021011415617421713,,0.06197185841186014,,,,-0.03274420849861569,-0.0011957968853682525,0.041410468469631326,-0.023991624554356827,-0.06376836362991728
BDNF,,0.04753422243280678,0.004883399320243608,-0.017638813377827148,-0.03508920507634297,0.017399309545761483,-0.02841977792758346,-0.0540057875293715,-0.11033270503363282,-0.03834859129412266,-0.006661672373086419,-0.01738854392518535,-0.023010176423316948,-0.013770658880054777,0.17230374610616694,0.017307835319182285,,0.021032189786273324,0.16341750752894565,0.0758863483372009,0.025489026628376807,-0.02201978109113312
CCL5,-0.017641282536581027,-0.08433592193620616,0.03602730598760371,-0.016145251021538343,,-0.00921180708683649,-0.017064830602789408,-0.026471499729254937,0.05153644441149753,0.04309305531583672,0.04154059928813144,0.03150429387098856,0.07873743339715197,-0.01658729532695374,0.0296847350214941,-0.018203712291826993,0.03695860517746693,-0.016393420481662806,0.019263353142403357,0.08677797643494084,0.029932063008535077,0.04351394605038766
GAD1,-0.057484680864422995,0.13170931596838675,-0.0082390647168766,-0.027815330746270735,0.052427976720941856,0.05876311454901663,-0.003979747820080626,0.037241640239254255,-0.11548745252421647,-0.011739984161400383,-0.02695652483253587,0.012511871137061922,-0.00505132458778633,-0.014245847050305254,-0.055921689043331634,0.05046365869876487,-0.03343490448911626,0.09265206428980705,0.04117859073221771,-0.016976055494250086,0.0559300048910222,-0.027723766787214565
COL14A1,-0.04649875131841599,0.0637350293937584,-0.0022559182733128194,0.015763392897573218,0.08618306465684594,0.006429768013641574,0.10487292973601095,-0.028053913116005094,-0.04025153986723467,0.009529369628630217,0.021388269989753607,0.042038317483166776,0.04289372440792004,0.04411243826429659,0.03441108314925839,0.11658693137941488,-0.005739576802727706,-0.019553190301934142,-0.00739521626005091,-0.07622404193898025,0.010124873818584281,0.04307088891704216
HLA-A,0.006941549480438442,0.058302548428787425,-0.12263117072521718,-0.03184430202864993,-0.03596869244871409,-0.03818165134648542,-0.016801636407330116,0.06314191323406769,0.11323119348457807,0.0827459307475441,0.004218612138172413,0.00536250423058277,-0.11466968044698124,0.055009839323701466,-0.015406413015073176,0.05512047396814723,0.05585732931714882,-0.10951907549792181,0.1255928829080511,-0.10482920673864793,-0.10123380047938915,-0.05443898541647414
CD5L,0.04973748742037046,,0.01933662446999652,-0.023903333447286606,,,,,,,,0.03329601485802671,,,,,-0.03269745077115258,,,,,
FGF18,,,0.04176628552247354,,0.039786609115784945,-0.01870820330400097,0.0031475456731424327,-0.025142815278815817,,-0.021059656824828243,,,-0.015489277834567945,,,,,-0.01896124829054296,,0.00806177312742958,-0.021467725407664347,0.03344606549186114
ADM,0.030131586936084455,-0.04857830891349265,-0.08315225528623599,-0.022025089544692684,-0.06384462654220652,-0.06995344345235723,-0.02041039398442504,0.002942883869595014,0.040712642740764554,0.02573109479322466,-0.014169213231903314,0.03555543796747242,-0.07079708511924601,0.02783680875790335,0.042415767469956664,-0.10360374954785039,-0.025807026867503843,-0.10663862175027851,0.09435932062869053,0.006553746922214715,-0.011563719115346961,-0.012042611659324786
CCL15,,,0.1015606031061292,,,,,,,,0.009973341079213476,,,,-0.02745518822724874,,,,,,-0.01708183265215229,
GNAI2,-0.02173916457100052,0.05935208565562993,0.04433617157033341,0.04072698672235477,-0.06702013406315492,-0.011031722409313693,0.052465035858109015,-0.018258679890728508,0.11646603294070001,0.03232460455133737,0.01689995819095307,0.03027942717604101,-0.07910401295965591,0.026592987915477304,0.034300267810271984,-0.04617245929272043,0.028366880204138023,-0.017336572402609475,0.04895426951987185,0.006602085977097115,-0.020103678953087813,-0.0007295738964270076
HDC,,,,,,,,,0.0823105016955601,,0.0004007641672082511,,,,,,,,,,0.13891563678402344,0.002973538472674051
COL11A1,-0.030208549197930694,,-0.028853176076493348,0.002209534870134265,0.017171253263247394,-0.004377351361252168,0.0390873152190769,-0.025725707285918335,0.04605983656587683,0.0022503708183059684,0.06621542308966642,-0.04372600557521154,-0.0008389059582865279,0.01033067730115026,-0.05682802521491786,0.017353206047062232,0.005317528147349098,-0.020245045705279855,0.012983490475630789,-0.07072258302384554,0.01960803061980831,-0.002415824231813303
NUCB2,-0.0021328794728552028,-0.04925252695869609,-0.039884896924512726,-0.029497001530239413,-0.024400071204227564,-0.036643074270321076,0.0043370468937115976,0.02489893215501687,-0.001121615273951257,0.0054408990073895385,-0.016416645385345447,0.04324995160758094,-0.00905900083400547,0.04013670708736586,-0.016367917809854353,-0.0245432033652708,-0.08936804755851648,-0.02026925123633524,-0.003516392802462219,-0.03761105393268677,0.01376869447201229,-0.03958934295012015
FGF16,,,,,,,,,,,,,,,,,,,,,,0.053080782188093256
CXCL1,,0.06299344856232722,0.06136829557592992,-0.021152580235397844,0.012370167819405552,0.017239424894469065,0.023670196788555788,,-0.037862806902569074,0.012106644756803678,0.05725858010318973,0.04305521383901156,-0.005871399356777128,-0.016587298139188928,-0.029403730800496693,0.10270497880318223,,-0.018368135057960946,-0.024196022113618983,-0.0040686052449234525,0.013286490988673492,0.041174665594296334
VCAN,-0.035036676497960634,0.07042853388082897,-0.041620163764569756,0.032791173805404944,0.014229566194629863,0.05986028265165859,-0.015520173080140818,-0.012607901516988344,0.08455462191931548,0.06285324660284854,0.02886927494376287,0.10509894446800519,0.036021922124262466,0.039503764334111784,-0.03569943303014332,0.06581653413094041,-0.04099482035226419,0.03305933457461211,-0.06086393716027103,0.0044759766392180236,-0.0896006231957665,-0.03154971997128578
MMP7,,-0.01364361972395274,0.004061479954106256,,,-0.005645515088216686,,-0.02227516678921682,-0.01656215451495507,0.0960134647081716,0.0734069278035083,-0.02622075658223044,-0.004615698871119374,-0.018897959623309157,0.05451585070660617,-0.06092859873297093,,-0.010860116908532365,,-0.08237991827923895,-0.06098530404474786,-0.10783910676295513
PTPN6,-0.07650235241877185,0.03252949008705458,0.036551750787028374,-0.03403169059105719,0.0016665504428858846,-0.031264711112321104,0.016044159508906336,0.0407432757800406,-0.0013509362965272512,0.0579591396362331,0.022748157179472005,0.04246479929812384,0.08976823775806918,0.02903244304600241,0.003733340052880135,-0.055408408553805244,0.0035606201495701675,0.05431136128145535,0.05463259479569549,-0.03401072383812269,0.11829741240131994,0.01922305675185571
PTGS2,-0.014177918819537868,-0.005731868306480113,-0.011871738386258955,-0.018877568276587833,-0.020901483748559966,0.008498373389119062,-0.010519320599586643,0.059075836896270766,-0.09375134036288199,0.013523949243088475,0.003459589668368099,0.02441837606438842,0.003475565929528451,0.05370271568491513,0.05985135626504491,0.03448773699658127,-0.05051753491470258,-0.07050022403061533,0.0009076603967909708,-0.005503552279354731,-0.04020832094461536,0.014965479619253147
XCL1,-0.02342381560465822,,0.044115020314150294,,,-0.02035519472956003,0.03879718675422483,,,0.0021540045542821915,,-0.017605337071973433,0.030690037633771445,,,,,,,,,-0.013346015828983447
CD58,0.004817210220247185,0.049490350614151836,0.028653027544110726,-0.04508936797541571,-0.051077867449107306,0.0037647336666278373,0.02287332257992009,-0.014438686541517603,0.04720590595382983,0.035088591007870755,0.03366133362989733,-0.014071661678646282,0.12311285373796262,0.026809878333539983,-0.015442012586890552,0.04544998882887281,0.010800379222492856,0.08575837640180607,0.04174566040632206,-0.024085920164292483,0.042423298741287335,0.011140202588566997
TNFSF14,-0.03831759034312551,0.01284315492132159,4.576273657071721e-05,-0.007118145134663962,0.09734293457453905,-0.035738275980179465,0.04925141685937072,,0.06775058442421397,-0.004180864504426311,-0.010334705619383655,0.03151430112637264,,,-0.03499259349355807,-0.04126544841819113,-0.004167411352626809,-0.034311628439756325,0.04606604644016742,0.02320046434546589,-0.0032920168617455916,0.04214079811231214
CNTN4,,0.043831720181228044,0.006502464086635328,0.05813809113478063,-0.020516162704726257,0.0112123046936467,0.04964549148340427,-0.008010862804648343,-0.058808789962809825,-0.03779017174881222,-0.011391720724675874,-0.031049464204711122,,-0.03845254096771439,-0.03264987165699173,,-0.02127588113874119,0.09217765980244173,-0.029208465565965548,-0.02471357356551808,-0.010708596010858405,0.05268941152272145
NTF4,,,,,,-0.0032158423755806655,,,,,,,,,,,,,,,,
INSL3,,,-0.028606919172615566,,,-0.018708199634496082,,,,0.015635219763522314,,,,,,,,0.04012892990909604,,-0.029408404827125624,0.000645294974034911,
BTLA,,,,,,-0.029695598325218783,0.03670327982681783,,,,-0.023987766739246588,,,,,,0.0802000595583975,,,,0.045025704234279165,
MFNG,-0.03289437643677315,-0.011500152634667278,0.015226498353515661,0.05933019257195928,0.03696983834122054,0.0006139632603898834,0.08252152254493701,-0.015392353047334438,0.06788065444644993,0.062045232064136834,0.04762136958176006,0.0923550346425748,-0.04609896123772384,0.0015474556515265722,0.012126910607417864,0.03092691988548544,-0.004619121364535363,0.03818574175376387,-0.025368916018213537,-0.009049273907153479,0.023282802282604327,0.056529902056041054
ICAM1,-0.015258367046169069,-0.027385692633748918,-0.053209491981251036,0.011455975827753637,-0.032805232033104384,-0.048593790733110105,-0.047321334463027255,0.03952506478540373,0.032196471928828276,0.028005812506560944,0.04608610532117906,0.06994290303940541,0.005882799245696421,0.004560728671741421,0.06908382615304225,-0.11163056413313306,-0.051453396491554185,-0.01350842635236433,0.1078673831342729,0.04967289674138268,0.041448664747444214,-0.042405623323346256
PROS1,0.020355517737586655,0.04520647697616761,-0.02601963650301097,0.031102415542072288,0.035724576018756865,0.01819290186745384,-0.0021078335871290176,-0.05660049545996001,0.07126492642128003,0.014039084146526177,0.053406283881452916,0.01571953036454858,-0.0014542954707253697,0.029120172426126238,0.02362991586940454,-0.0655454857154582,0.04833412157468131,-0.002886942473000995,0.046962660217508646,-0.07839921781247532,0.03932083069035832,-0.03984598881229272
CLCF1,0.046413860054058835,-0.01726061997396836,-0.00942152676557961,0.02042788502964976,0.05793034132968414,-0.06002077854725023,0.01153888686204712,-0.02070699193796267,0.052829813977740815,0.03042320524079709,0.041160143002091615,0.10002952966187673,0.023457043558735922,0.0015372632585964562,-0.012885632817111348,-0.12025341782008572,0.008385562573654163,0.07249517922563736,0.05536685502259339,-0.03384610303374422,-0.019913082867216103,0.009018523469571695
PSAP,0.040308830443667426,0.028128938090241983,-0.01335342714415355,-0.08660513358373152,-0.05850964509225984,-0.029483784991104208,0.003924633896398173,0.05879426435192653,-0.04540210359287857,-0.030579647671806643,-0.005225532151716027,-0.018068406373793835,-0.011524395978523984,-0.039938415976744156,0.03676912345084442,0.0822176341174735,-0.06716289337933845,-0.0021060331897093114,0.08961965466166474,-0.10494917128017738,-0.003344791286772849,-0.08344468405918638
EFEMP1,-0.034538215159812355,0.021603741499151834,-0.08923964959067783,0.10545461952439479,0.05870208258275002,-0.01552188849547986,0.02658945109366901,0.013957097479000454,0.09844120569957004,0.04730894830392116,0.05405531016069449,0.0276126018296594,0.017392837690009717,-0.004504600861026615,0.005014033919988421,-0.11605334572018133,0.024290464299609855,0.04435657448623798,0.05967537062618752,-0.06397964415266061,-0.08687390798623987,-0.10210056833935319
C1QTNF1,-0.05802083182957823,0.08941507235250053,-0.00468576587336652,-0.028452237492776408,0.07297323251582519,-0.019822624813795316,-0.027129836491331546,0.049739510828139565,-0.02307240691984142,0.02531644249814227,-0.014038583090865258,0.04800224363136386,-0.029249097962655977,0.043923516888640685,-0.010743767632185677,0.03921428708703593,-0.08657672655312183,-0.06196581924354056,0.05919201403764555,-0.07584308007813408,-0.07988139697098191,-0.04309063139025938
ALB,-0.021491523401435647,0.08619048343833206,-0.044227043536265484,-0.006931344527138672,,0.004451793823296186,-0.0007899723813131508,-0.02130751904645088,-0.02778093042620256,0.06699241463833036,0.037696570556992985,-0.04381632092882919,-0.014121225285990482,-0.02645293292845925,-0.0372095261628525,-0.04754099646354726,0.018936626760173977,0.025540406710546693,0.07150251398892632,-0.03406148318822027,0.05261015880960201,0.09734899482275663
CCL13,,,,,,,,,,,,,0.030747901036274932,,,,,,,0.05110998076162682,,
EFNA3,-0.010910585223921193,-0.029025809830101765,-0.0574571734871507,0.06409994584437105,0.0632485291526352,-0.032427547196633946,0.04737600058234939,0.01954481295166831,-0.11969167631223417,-0.03359714228514949,0.08940076801159455,-0.005189758713481775,-0.056605840504843186,-0.013446219473733069,-0.04464616508046064,0.009949347716115591,-0.010232088197190903,0.03692454264777335,-0.05144471459031502,0.04616821475335425,0.12007084088987155,0.08637337997395844
DRAXIN,-0.045707019646100064,0.15957017798633993,-0.01031522214600358,0.048720055083185894,-0.06713824666711711,0.0692902699363747,-0.005820696852251829,0.03425420976704732,0.05713514552144952,0.03512635498595643,-0.02761196595126046,0.07514645861306361,0.01497543675797213,0.02528750168691776,0.030579938881017527,-0.05840605615662028,0.029251244901758348,-0.08864073172934162,0.03740167735912013,0.0038007115785497285,0.06120062969976115,-0.024661597527851995
RAET1L,,,0.04102824826957971,,,,,,,,0.022760034414216763,,,,,,,0.00694934846665582,,-0.024372125575447413,,
NPTX2,-0.04645754008093596,0.010113068485491402,0.02634069057200187,-0.012201907135421948,-0.006044983314898262,0.015279153538557634,0.038365007551883296,-0.006708272397321209,-0.0984538711202112,-0.042769256093399904,-0.021533761834375435,0.018279030293941775,0.038947534580486054,0.046851187106782766,0.07799239276998114,0.01124524749456925,0.03399777893824677,0.05173802590697076,0.0739837014968876,0.0006836105538311539,0.023490956769554112,-0.018035842962961565
FGF11,0.0043425143112153656,0.08640939986837741,-0.019658885177263566,-0.003950236047488135,-0.05285522690501166,0.01352264718364525,0.004264269729135806,-0.03067969199339437,0.08981018670048502,0.026004882175853145,0.03624927626227226,0.047359488866577704,-0.03079891408328433,0.021656205691540673,0.08259977662520927,-0.009052530455906822,-0.007909822116494476,-0.04204681643328971,0.13074761065520707,-0.04608023588173355,0.11802852026878169,-0.013647691003043366
CD59,0.037783128392708226,0.02941381830287608,0.06704039118555635,0.023315328666019562,-0.07643580067517705,0.11257386181296472,0.05005845534472257,0.05739922002687558,-0.07544478312279446,0.04309999885670821,0.025679791793912814,0.04707280765301387,-0.008959980403938918,-0.013259735585895783,0.014549164608391882,0.08738086666066777,-0.016071695892305178,0.010781597410142008,0.10756106460736102,-0.05198917446442365,-0.08375835642080576,-0.005539718283562357
COL9A2,-0.04913121268445384,0.06927474257784672,-0.026148081564022187,0.07539165913562802,-0.004059632680187476,0.002824125082991,-0.012245553488552515,0.025600797778696047,0.043425510002311665,0.02497932677008257,-0.02013018132785174,-0.00475733864384675,0.12983713233622066,0.020339558876491724,-0.013374702568256383,0.07709012679870123,-0.02653260840139606,0.08493996360042735,0.07720826392026042,0.040280434428188794,0.15070322469798464,0.025330756622231294
DLL3,0.010201034064971552,0.11553685245868289,0.09406628194730789,0.035457359854537934,-0.014949979528004372,0.07690776150925245,0.011137190756526541,-0.009258975699731869,-0.04109997756316063,0.011661999290224996,0.017020445064022616,0.05966715255446598,-0.01809521536635126,0.023543456405613297,0.024849761524551914,0.04873070179428192,0.032548885090644394,0.10133734115392817,-0.03208241790507371,-0.006386482072091353,0.21368783488384768,0.01026189829782151
FGF5,,,,,,,,,-0.022121798506917322,,,-0.025217876595436988,-0.034068668771322794,,,,,,,,0.006875277173422224,0.0626531220438382
LIN7C,-0.00803343734975761,0.034884863687434826,-0.028521489451234235,0.012902300806076171,-0.03532321255272606,0.020842698935056823,0.0268132804432169,-0.024378890424530522,0.009693226427634363,0.022215909964279246,-0.02245076491778173,0.008289391982181472,0.06842607979768354,0.052255264187368936,0.01765776600850674,-0.039436946820908404,-0.027037358145684656,0.030345494983974628,0.0366881893632479,0.08543266924590792,0.07346543098940021,-0.030130317618574806
GDF7,-0.024262496385378144,0.033352588202572475,0.047113290765410015,-0.018531539574135107,,-0.03338089002148958,,-0.030436362901073256,0.08717238842081929,-0.01082586757164552,-0.02110622164027482,0.05149531168536788,,,,,0.03189070689090736,0.05629868340580585,0.059486774866509703,-0.02390731657109296,0.08876154320183359,-0.0034959404706836356
PSPN,0.0669654900397906,0.015461589032326292,0.002942162896781226,-0.01207180742721473,-0.051193844040385045,-0.023056759690012786,0.07229792586003557,0.0010197750424659287,0.022866929406927163,0.00658115037210773,-0.008695303254481644,-0.052854567543667644,0.03885505675643719,-0.046098930031638896,0.008458079531678906,0.07577995320668342,-0.059882312731326985,-0.0223057867942937,-0.021490682632225058,0.0033217741594926673,0.10875926514669904,-0.006739230459156822
ANGPT1,-0.0300153021627167,0.059516543862853974,-0.02437227448139474,-0.05056181813279088,0.003434626899140952,0.012616096067462218,-0.017110839686872634,0.026520193659824956,0.031889280990941425,0.0031300981495751405,-0.011778915189750735,0.07217906944859549,0.07901642217828703,-0.01937745034039775,0.07376067292890996,0.09006032740411118,0.026772710777331916,-0.011316734423501314,-0.019399923078724315,-0.026929891073878418,0.042468675185493736,0.07111487960130457
PNOC,-0.020455666014955184,0.054943085200967696,-0.003519209769671307,-0.030020608721930363,0.019360006865438595,0.06365757978270742,-0.025324246078081557,0.02938260892360373,-0.11247321186139776,-0.06582925933667078,0.005829608331986576,-0.009087569742495706,0.09336336425875295,-0.02419299116783744,,,,-0.023406923311763302,,0.06798776756378398,3.8710796596384146e-05,-0.02945921550390368
L1CAM,-0.010438710400427315,-0.024011004641490332,0.01764544015474466,0.003803797369401061,0.03444260672800475,0.012331779329662541,0.04547709930223159,-0.014994388737807658,-0.05378585988407875,-0.021227011257217054,-0.03571308714944669,-0.009409395608958,0.09131169423200287,-0.058288498797785485,-0.04274529727473744,-0.03661888107686762,-0.05915040819129458,-0.05063644937566986,0.06740106600525886,0.029137785611118804,0.010609654173256816,-0.02898459929500715
APOA1,0.007036341680129155,-0.004886959425973437,0.005397046787422806,-0.025663694499696164,0.06320956507248013,0.012316024868798278,0.13623824199258974,-0.010663864400365675,0.003659077347530589,-0.029144770556268258,-0.04034938716609234,-0.06720828599621864,0.027247860110537692,-0.028221002811782,0.010874290209174695,-0.06720845807874523,0.03292063101041152,0.004877593742277848,0.1506515408803015,-0.04857811374708788,0.09331630318594959,-0.013310041193561542
PSEN1,-0.02962752267329985,0.08591164658107919,0.01303322641205452,-0.04065260368613226,0.009697929627243501,0.003505269569651714,0.028416528709215776,-0.05631784021383327,0.04603281727709186,-0.027625407075777413,0.05192747514422867,-0.08462338137030073,0.0029936817565113455,-0.003025139331155074,0.0016100318800912484,0.04724523097814165,0.021756690822910537,0.05808738680887332,0.00558970312474013,0.038698397039422114,-0.0015241959933864496,0.028734203840608565
CALM2,-0.040655320332060534,0.06483246282564586,0.06121007229468116,-0.014583366611673932,0.025145273864446555,0.0354966162954573,0.01096893689177696,-0.017322204162211134,-0.12350647916413954,-0.034472471064333994,-0.028516600550837188,0.00742965371908086,0.05585831794636763,-0.026755793789058416,-0.09209328097227931,0.0631186724941379,0.06630056961778798,0.0855675997659238,-0.06495758891017214,0.01986675499477798,0.12521413559303665,0.044045007740853764
CLEC2B,-0.058663766160119486,-0.03641656489496616,0.011297513625944645,-0.04238106424366506,-0.004318223480594055,0.015871536945748863,-0.025618345897175175,0.011262552172377543,0.06931754831426988,-0.04070558825716474,0.002079055319269028,0.021608409983951745,-0.0016674328960641436,-0.030492963395461703,0.06946905239387856,-0.06979278350267817,-0.047830158436480655,-0.056712101540194834,0.09653718704696052,0.04446637168838191,0.062297829205793444,-0.024789520048523663
NTNG1,0.003370530479233895,-0.03571828862675298,0.070704175409637,-0.01842969367640983,,-0.032782482244111975,-0.024167027598574996,-0.04868690368301352,0.041944966292557055,-0.005665440626208238,0.03546456068556699,0.03877264677167907,0.04466209349053313,-0.03698256733100382,-0.0022633795532317103,-0.009399959274783704,-0.03192396238213846,0.09931904385300742,-0.03143582219848814,-0.048592181831847624,0.16587777188587483,-0.0073567023222800235
