,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.010709562906914901,-0.01605569711893098,-0.04135954266448919,-0.03335615033219299
NDP,-0.020228968281360355,0.053725666084268736,-0.005448693250240982,0.008722710842601886
TNFSF18,-0.010647508663312509,,,
RTN4,0.011533317887672704,-0.008890361926467744,-0.0006298322556013404,0.023945415421893462
HEBP1,-0.012075063497781188,-0.015399555829047076,0.023092854513658195,0.02552400134977068
WNT7B,-0.030520092431677647,-0.02076181542343383,0.02583575295070395,0.02881745450946917
PTMA,-0.010310539797005008,0.013108360220082235,-0.018895326628689826,0.0005177364247547542
CEACAM1,0.01660229957736234,-0.018763787371557396,-0.016893073170700663,0.023637892521674933
PDAP1,-0.03970337219478091,-0.027007354375927477,-0.0566282982662221,0.007476867485671089
QDPR,-0.022482054858140504,-0.047344499947082605,0.011321700150108523,-0.04886501807962287
POMC,-0.012354527067756282,-0.026226336002352198,0.005181049479377732,-0.003320360895601273
CCL18,,0.01610579729249941,-0.03138135668535585,-0.027544462130865525
CCL17,0.007187463495360613,0.1155014077527292,0.043992177428519894,
VEGFD,-0.014148201430736689,,-0.016893073170700663,
TNFSF13,,0.02622962936852028,0.03485980718854024,-0.020134279093453673
WNT5A,0.0005831681486498396,0.017707321946275816,0.011756229809686443,0.0031684941696777766
CXCL8,0.023215211255462057,-0.037781125002397206,-0.060967722585869875,-0.0720699022038258
GRN,-0.012993447810465705,0.019222053032281562,-0.04031157837611322,-0.0258395770488092
MIA,-0.026101064966381142,0.0019736786924866153,0.07458903689945062,0.031150661149750875
COL4A4,-0.01386422587761982,-0.03517406639306297,-0.027048451528844452,-0.025791117128657167
TAC1,-0.07756511923962435,,,-0.030934497460609466
RARRES2,-0.0008871351503018463,-0.009555276326124787,-0.06671274574521696,-0.026826822259939254
FGF7,0.014134698927168132,-0.026881718779954072,0.04174272332808125,-0.011523763291795875
EFNA2,,,-0.01605573551231141,
HBEGF,0.04979006979254167,-0.008391447845952459,0.003373824290594631,-0.0434051184093947
CSF3,,-0.006090322623760362,-0.04233472062072234,-0.025705220147063276
PI3,,0.021660718180888317,-0.10576351927306893,-0.02424377777444978
PCSK1N,0.03076613626106528,-0.032650580781763854,0.027321898936556014,-0.009656260576158336
NTS,0.052989433582649306,-0.031055507815989595,-0.019560866930408562,-0.025468473386874683
SFRP1,-0.010204855970152606,-0.027022964450801056,0.030916915356998382,0.026741990721897136
CXCL13,,0.030632222109136,-0.04125176154049432,-0.041930563209994505
MICA,0.03613956259201005,-0.02404888818887198,-0.019225618173831505,-0.036422434629533415
TG,0.007223895495045234,-0.017688318410457003,0.010324900366197149,-0.021155791182375934
ADA,-0.03669617120256656,-0.003451155116357081,0.0323522118400978,0.02650640692179032
LAMC3,0.03893808416415583,0.04043628145275488,0.046370078701386604,-0.01709307128149203
CCL7,,0.023665788681311032,,
NGF,,0.05207820913364365,0.03522790542838679,-0.02622304018472405
TNFSF15,,-0.019450587174517166,,-0.01596250040714691
HMGB1,-0.020503459890599842,0.03926915822598271,-0.04160616784199696,-0.010065786861185836
ITGB3BP,-0.02679600139807261,0.014980325100401932,-0.03973993946087293,-0.005376069484269881
AANAT,0.0784002908879594,-0.01750319863103479,0.015562133377506872,
RELN,0.019970588118638503,,,0.057313629354700045
IL15,0.0021161190191367565,-0.03206657702757842,-0.03917269423475769,0.11738243088116097
UTS2,,-0.014905254651221476,,
BSG,-0.02776985185306936,-0.023936827074192396,-0.041631866732293764,-0.04322272642535364
ADAMTS3,0.018206278005510668,-0.028563972389256568,0.051038378036051456,0.02984287056446917
CD34,-0.003087906939205153,0.008449864901481108,-0.03477603510085802,-0.06583932508227554
PLAT,0.023155301560385377,-0.0012202099431575344,0.1217254225395289,0.000537352820055976
NTF3,,-0.013571776782708175,0.045427936663321525,-0.016674595186996696
LTA,-0.011587552052364966,,,
CKLF,-0.003713896255169783,-0.0015203285779585808,0.04224578191268797,0.007433346162145139
CD24,0.04749255420146161,0.09744026222027323,0.07897299696311472,0.06760400632420697
HSP90AA1,0.06391807372222529,-0.08611683202435604,-0.09284026232884776,-0.08071310535306994
BMP4,-0.0332364642845732,0.019911759113354438,0.010461176736014377,-0.0016123579891037828
SCGB3A1,,0.041423738887103816,-0.017277908336320504,0.07219911569227609
IGFBP4,0.03042007556040731,0.020687848066605227,-0.03618693658323786,-0.08443837534267955
RSPO4,-0.013477028469113693,,,-0.02232449225809095
LEFTY2,0.003267922460140363,-0.016936664337933473,-0.018461211150843752,-0.030359834584477198
PF4,,,-0.014716193187386893,
ANGPTL2,-0.0412465730591613,0.05288098264966905,0.0502086496612933,0.009444471857217128
LRIG2,-0.0021946461933339146,0.03501990846337568,-0.026539237762112745,-0.039846068869995505
ICOSLG,0.025683070137852287,-0.046519752860276715,-0.008636540269489755,-0.011110877235720237
WIF1,-0.010399903656996688,,,0.10622606723418798
NPPC,-0.020286907603168057,-0.01555635655701711,0.0014714631684355918,0.0505586935863166
LYZ,-0.01112476282994417,0.0180040643365699,0.021806720529154347,0.028667019976674903
EREG,,0.028412641230656763,-0.04676133524921815,-0.02780553149996518
SPTAN1,-0.007060827231928123,-0.02492781207429567,0.0318297635480242,0.06525583556437756
PTH2,,,,0.043664903937841185
LIPC,-0.025196677192611504,,,
COL8A1,-0.013835203218461569,-0.01258123921122456,-0.03461476715427058,-0.014353776038205509
GSTM2,0.06698759541724013,0.04828437133967276,0.07386747390771815,0.023164918346231037
SPX,-0.05140971699653292,0.11133397205045847,0.003984743436906628,0.04290040328726053
MFGE8,-0.008313811407702137,0.045196384777387404,0.024652461798298404,-0.016816234191651236
TGFA,-0.019758743298107763,-0.016639097099774503,0.0765644333836145,-0.02499820760914333
SLIT2,-0.034681345404901025,0.05595166450448185,0.05409000964532032,0.018152131223668395
PLTP,0.03526721642775145,0.02134552448149889,0.01726346881915904,-0.056673001698675535
APOD,0.05009933133713007,0.03642036733828945,0.0807755415654819,-0.07151975930228643
B2M,0.08939424305999852,0.04574260709615242,-0.01854451121819186,-0.043167962264811836
OMG,0.026006870415056272,0.029584464828376143,0.06745283699262102,0.07078220911412332
CXCL3,-0.005773646301925395,-0.01980652560959929,-0.04691524242389167,-0.019965176951974653
CXCL10,0.07654352592243499,0.06652641389802812,-0.01973868123701542,-0.030504364313369177
RSPO3,-0.006531457047603264,-0.016188118826275535,0.14464936316261415,0.050030734314064906
CORT,-0.007787160630054719,-0.022750124459079247,0.011156960433391191,-0.01662817224618327
NCAN,-0.03946441160774196,0.028808925519869084,0.053800153914613576,0.05350019728481673
PRG4,-0.017223107365850816,0.018513747013010923,-0.02272327084765531,-0.053235427958901946
ZG16B,-0.009207362005990812,,,
TGM2,0.05371406075460391,0.01574011783664811,-0.07674258502780618,-0.06847770639534027
VEGFC,-0.024793154265943074,-0.008657020842210527,0.020663316111471968,-0.018224407850414327
WNT6,0.062042398107947413,-0.014569214167742425,-0.02862112034758116,-0.02962824456158949
NRG4,0.04415411307275537,,,-0.029480071251136008
PMCH,-0.013477027818701505,0.02362012296279134,-0.021606670607486684,0.02621139378326237
COL9A1,-0.01224461672570646,0.017373414194544787,0.045765783883568875,-0.004017397963530822
GDF11,-0.050130825704800916,0.01079974106597984,0.02427467382747897,-0.05431566919449331
IL24,,0.041675984521929374,-0.014481550969001727,
SORBS1,0.004553893718327622,0.0029378803684363022,0.045526921408745175,-0.021105885206797043
DLL1,0.002230570456046438,0.009316130396274982,0.10016400922286064,0.05978015444343712
TLN1,0.007320785611175629,0.04006708623406165,-0.04009410270472716,-0.004443953358715332
COL2A1,,0.0356402193122185,-0.037743351840141263,-0.01379664694529652
SHH,-0.03749449258635955,-0.0025940413484406657,0.05414666108703391,0.07733511215886706
PON2,-0.020152561235661486,0.054858590080125204,0.0893792573499911,0.017063139951684358
ICAM5,0.011239512710191853,0.09050803404544708,-0.0027158193750126732,0.04514477755133257
HPX,0.04381463279724858,-0.038291899285688935,0.028772129637600966,-0.004409549606861723
SFRP2,0.003372648299306294,0.006969756835456757,-0.005358661970328563,-0.032549142567847494
CFC1,-0.011587552752660595,,,
CD70,-0.021614843059514718,-0.009993236412609286,-0.018188566950763128,-0.03371991177513506
HP,0.02947316360993611,0.03842914853723694,-0.0322766880310535,-0.02187871776274836
CXCL2,0.0065314454584293035,0.022126318481926116,-0.04941709083834013,-0.055560548242799546
NPPB,-0.010146532440796495,-0.018532202168184447,-0.003619851641777969,-0.025368512333335067
CCK,-0.05176255157113269,-0.067072733290959,0.07094359596398939,0.07005389670529671
SEMA6A,-0.04548538330580935,0.015685384652261266,0.049984826917200555,0.019931788700777275
IRAK4,-0.02069493401035363,0.051064134747550484,0.0648129683569665,-0.03033298274345226
GSTP1,0.06037530629007634,-0.007282804085463493,0.05074310118457347,-5.073186419627548e-05
VCAM1,0.05794395994548399,0.027683264026448384,-0.042931969971643565,0.018662705647725538
NXPH3,-0.041309900556230725,0.021597468050592355,0.012666775156845621,-0.04343723768757881
MTMR4,0.06523632991767278,0.09189042140439875,-0.021832338853328477,0.02027576098833139
LAMC2,-0.012773352353338078,0.0976630820654932,-0.019018339867527025,-0.016475339806974774
IL10,0.0877958790183212,-0.011522938296762826,0.01083417383107896,-0.0028841126442887156
SEMA4D,0.0068794167276296425,-0.037280405839909846,0.08397926467715168,0.1110571381462472
TRH,0.030754007675935092,0.06622837434879726,0.014437441212496238,0.02515350940778201
SEMA6D,-0.04848383618581276,0.03997070822242777,-0.008154690955016525,-0.001103939539304206
CEL,,-0.022896726676776325,0.04477491322726218,-0.04170601731807604
PDCD1LG2,-0.008799213579374788,0.031431138155285386,-0.027478306767309495,0.04099268670501139
SPINT1,-0.022190908442086835,-0.01912282510824141,-0.025664686842098525,0.0020266910551718143
CTHRC1,0.024138040275634914,0.07127474792579178,0.010967946436186569,-0.07857913979540641
PODXL,0.02001186560197736,0.046970452753157116,-0.007305720602593599,0.07473310411946203
