,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
PTPN6,0.03414952844919362,-0.01679964074400189,0.0038145607977754085,0.02183993011041772,0.004150367120572993,-0.06967651907861633,0.03449799177831318,0.05873846756146562,-0.06308247588199867,0.04377867849501776,0.0064650484468401,0.10968229420150305,0.05189181985288783,-0.00267552599364159,0.0030181196855942854,-0.0027690942676268718,-0.01308304563783269
PTGS2,-0.06342910015370205,0.07883057548835827,0.00018537470922347574,0.0218457422336673,0.10589417284541605,0.17152900415371836,-0.03334922113913149,-0.005600848087180666,0.023160687276515126,-0.046794792393533756,0.01007808132742948,-0.12013673167058414,-0.06184758707804123,0.014112416346744174,-0.014369955839679196,-0.084626636587031,0.0004949039322699912
XCL1,-0.020701388195574703,,0.004826159925754899,-0.02314953202243831,,,-0.03355594481969754,,-0.02324210835159569,-0.03394161200677154,,,,,,0.038626500818949874,
CD58,0.031394318692161645,0.0656217643958249,0.03398464344808501,0.03156114886864868,0.06773598091455743,-0.15593382933052194,0.05815087011414227,0.006476632730930504,-0.013538207595019388,0.08871966325224165,-0.0474666795609969,0.06038582177613504,0.04391786500891311,0.03836797784848438,-0.04951455817961144,-0.047100326064906786,0.07123603007500125
TNFSF14,0.012398922777204427,0.010404941488540332,0.03255285247303423,-0.02070971323475274,,-0.04363982974362408,-0.007834959588291791,-0.012886730887343741,-0.04904833888940332,,,-0.05598146368648679,-0.07217215083986735,-0.01055475238023373,-0.04584239664162634,0.02263096405172702,-0.03205221233866988
CNTN4,0.04366421842361442,-0.020779754969057315,-0.02643727153709394,0.0510763215079767,-0.019891717487315885,0.18665449228240782,0.07708674405813744,0.03308654566395397,0.19736993686959067,,0.04603205904101224,0.1374337425062554,0.05442288865589341,-0.012182943688316591,0.04938526345831455,0.03638813770323907,0.008389084717222692
NTF4,,,0.013100662469338923,,,,,,,,,,,,,,
INSL3,0.05315128686229248,,0.11292940013814604,,,,0.06116056715186773,,,,,-0.025857208761727566,0.12006368001133083,,0.027872926288921157,,
BTLA,,,-0.008300637144883985,-0.024134157779004774,,,,0.009215007499959573,,,,,,,,,
MFNG,0.010241546525339214,0.008794950370494062,-0.021572554307245508,-0.047960586346237885,0.025134658428308757,-0.14256451786160942,0.03407553403304457,0.008618789145619457,-0.047578627211535,0.016922095952954963,0.03036636542960736,0.022902177067443526,-0.0015319645393929106,-0.030527032122364475,0.0006356951727824198,0.03402971847965417,0.10007874718764644
ICAM1,-0.0405754517894818,0.01058925014384974,0.034449067458972686,-0.08099626381939205,0.022436270271655318,-0.1415028534152123,0.013684607612830257,-0.0058931252637656,-0.07552522842380695,-0.04839032504726294,0.015616365438891652,-0.031961214973349826,-0.08928074516249859,0.006459184437370458,0.00899117220939345,-0.05519793802661343,0.04294453272608083
PROS1,0.06187514641137584,0.03006242031921096,0.052165294441331736,-0.01888339249341013,0.014139293132064967,-0.13328941971974329,-0.04800463768638743,-0.020777923568701832,-0.02761435682325975,0.06068347942562432,0.012260361434033239,0.056604662452463886,0.014211885550491873,0.02411044908558174,-0.03846853071591815,-0.04459359250796761,0.07770087920366259
CLCF1,0.016702725088906457,0.038434413802904195,0.0009426845677443734,-0.027697002222100545,0.030938412408758362,-0.019664100660668524,-0.004818001207892587,0.04700222423653303,-0.03672213975084139,-0.014633213674377723,-0.03523455099420395,0.018001532438868765,0.027442398814488227,0.010496627399359713,-0.024171315613866408,-0.1002430013106165,
PSAP,0.06873373825237439,-0.00022256933298108462,-0.005763030901239852,-0.0008570423247399654,0.035866283789059344,0.06270487417263264,0.07393424610389164,0.032364462146903104,-0.03509497691566955,0.08322163224715337,0.0406952127867737,-0.05520441382237543,-0.038696116923949746,0.016886855261269835,0.014796646936325366,0.09492753207536479,-0.01415646721898227
EFEMP1,0.020511270153483745,0.010906328425097814,0.05404082661182141,-0.07831530285402949,0.03510750136545584,-0.16707964504274647,0.010956873854168223,-0.019647257696994772,-0.18712515615958203,0.06976872182036113,-0.06198820315008835,-0.04421304570908839,0.03873869860911219,0.04312049237535655,-0.006479917905819733,-0.052047837034579214,0.0603915723776367
C1QTNF1,0.03539121254402111,0.028335008643559555,-0.0362013449614344,0.001978833257762983,-0.019332573195257368,-0.06717701221453622,-0.05358062484291512,-0.021160460643128303,0.05274839544866702,-0.010679631836586462,-0.08174437109690787,-0.11412531845160095,-0.12196407542442836,-0.0015943915176208196,-0.05917445039112425,-0.062091566027562,-0.048406808788548306
ALB,0.05558451257746075,-0.014669995199406913,-0.00037797106003681526,-0.015336046778263985,0.06556792060438914,0.04540607625389109,-0.025719423053842186,0.07451203702906269,-0.07510222894081352,-0.009696104913586823,-0.031382081786424106,0.020107445554341814,0.04252326286784474,-0.009185081379602715,0.0006010494825809961,-0.05327602224200661,-0.029095517587484247
CCL13,,,,,,,,,,-0.015630872019362634,,-0.030804299476021552,,,-0.052094658131919144,,
EFNA3,-0.014876276537791415,0.03205987752362755,0.009992000204842146,-0.049667891160558066,0.06679308358019263,0.19103351988765757,0.0025242783907311922,-0.009971055392207117,0.10723234546084914,0.015408907581460308,0.035289834681886456,0.0892861940188548,0.10651468470965286,0.050758806564104746,0.11863959939004992,0.07497939653008466,0.004792000913261396
DRAXIN,0.08124843937979073,-0.027576459868176303,-0.025266827824942946,-0.004070679517720313,0.059653197929144114,-0.12833168083541943,-0.06339152680015887,-0.02965976999648832,-0.05070841210989245,0.06735487442526977,-0.06455583728056317,-0.11256565252149105,-0.05351709969494636,-0.0394976859973006,-0.00906203182620807,0.04184077537916788,-0.04166073088364259
RAET1L,-0.014446441572346896,,,,,,,-0.0033184933646668506,,,,,0.1642384906775725,,0.07679730270233286,,
NPTX2,-0.006008156740237559,-0.05040608348164909,0.05330850572511018,0.05717703660491035,0.021903150220715754,0.20512326041086562,0.13478197143478776,0.027732518720273224,-0.023369164640393826,0.027180018952341588,-0.09021001224023723,0.001062917750633348,0.010041311238991367,0.01621314640596968,0.0016408071468367973,0.09170713396216883,0.02818873721218663
FGF11,0.002574298950889318,0.005783003878818593,0.07003085040067919,-0.029341496277514853,0.024791904711161498,-0.0680965488898452,-0.028072913441176236,-0.03993027559994479,0.0611023681251978,-0.012943744555668544,-0.04164199818454487,0.006509263148904747,-0.0029692291782495166,0.0112967933078918,0.025248386099257544,0.0015442372667653966,-0.043058772611243995
CD59,0.021781333831923464,-0.043867353172584195,-0.03596035551226524,0.01873700446376253,0.03927595800905879,0.05287244551244513,0.012697770766442577,-0.02567585822086905,-0.00042531732496480385,-0.053071492684368206,0.06945914004084307,0.016414353783154884,-0.029326637747872118,0.02183470440779742,-0.06980015522402828,0.04587898373833398,0.008284897683420294
COL9A2,0.03332981236661909,-0.07488235055446381,0.03297089648439421,-0.04704094611043182,-0.01873415041236455,-0.12119445405807293,0.021087143723150164,0.0689653816734706,-0.0666667732239826,0.0542064238061079,0.03596919257742251,0.15874637605165196,0.06742000474819712,0.004168172797064114,0.03270484198043486,-0.02037346387688672,0.04734710658161811
DLL3,0.05029343711421799,0.04247784266860534,-0.01599697568739071,0.03352545718541855,-0.03896558332044958,-0.08898432873854793,0.05750575628578824,0.04400244000890105,0.07223913539883282,-0.032366970717040436,0.023983597270349696,0.18661890370221015,0.12072065679465128,-0.02617227377991587,0.06959592571255731,0.039018495516196024,-0.02015884317805667
FGF5,,,,,,0.028054468654020417,,,0.009767496997655152,-0.007068559225792311,,,,,,-0.03139827277590359,
LIN7C,-0.006287604032218506,0.0037124540911530855,-0.029721846202812048,-0.0706810176321407,0.041738957919099616,-0.03414125905219833,-0.026592953853740647,0.025214652018661254,0.09212803811881468,0.06644126328693083,0.018163162737582807,0.09976175454395089,-9.21690360928345e-05,0.05190620999857247,0.08668888874230263,0.026003226832509736,0.10219123135915653
GDF7,-0.03406828816511592,0.007778748897582488,0.023456193186966637,,0.029908810199421303,0.0007837792486831027,-0.02182956652810209,0.03702842248357707,0.17503280048453315,,,,-0.010698841257652913,0.0344341181512268,0.003528208785834577,0.06673436973607938,
PSPN,0.009844765716160091,-0.023877097170745064,-0.020567736028423832,0.004563663966799558,0.0762934137519185,-0.038009189014673525,-0.029056590008187687,0.008696705594928064,0.02154354414460026,0.035876716649015795,0.04792437380826135,0.022614437264964666,0.050120499260007494,0.036138041208750644,0.08668001281308405,0.07987620190482904,0.04033162019710334
ANGPT1,-0.04481962567330204,0.017172546012848483,0.030778637152386868,0.023278616987121904,0.057020457759595015,-0.09755753035511779,0.07993144570243536,0.0007248589093207376,-0.03318441439067259,0.031576310098842396,-0.022988178023182742,0.0664977053093988,0.07205442425768775,-0.013510806476432713,-0.020123569588553852,0.02138907493579644,-0.024904243152340532
PNOC,0.07460246105373991,0.011564590557031709,0.05402221987156694,0.11945322099536188,0.06286324025336959,0.2281446507023073,0.1520105836165546,0.04386879104189153,0.18942210102332932,-0.025258681704905694,0.0189349635876658,,-0.03865997388946815,,2.159254654946155e-05,0.11443311152138878,-0.05049462513926484
L1CAM,-0.023318051970641775,0.05810928561990456,-0.03387912232458464,0.018903761154545014,0.04074769435227124,0.16993921561611286,0.1264820820634689,0.01466657614892642,0.19088959926765034,0.008323117542325937,0.0890935275959159,-0.050944991355960215,-0.049150997899414406,-0.0035918271955697966,0.007813208703746568,0.09806922802297083,-0.0087949292303477
APOA1,-0.04394945293516667,-0.009652579615661275,0.007016233438191126,0.03421296177759022,-0.026780379485618178,-0.05986968559866776,-0.03067693130866504,-0.028031495138533806,0.03620901357420037,-0.004264920103115571,0.03177596090720517,0.10287902468016018,0.05470392201131906,0.07570148646629499,0.07862223851537128,-0.02588064415274713,0.018972115359651417
PSEN1,-0.021978436673497942,0.019922370252623504,0.004416142241924271,0.015775883226527187,0.00879903561543924,-0.07907598485956019,-0.017225403020881172,0.024247649018105645,-0.12970702215487911,-0.01819277053268867,-0.03564368876336403,-0.03046989287248169,0.02569524823348336,-0.04346014083773201,-0.03586080707582698,-0.043066336228441277,0.03971258289319419
CALM2,0.01325464503496962,-0.0318730686811815,-0.03632411962871726,0.056570461514753895,0.021039325206691436,0.21955653056794366,0.09573597634701847,-0.04549436435064703,0.2280630281556129,0.06404494281904971,0.09520468534475106,0.15707417912419175,0.08138987783467748,-0.050133812354872166,0.13773722169490604,0.07087036966569295,-0.03909047281568533
CLEC2B,0.01630140684057073,-0.005931865255870411,0.027145535165261043,0.0720605311262413,0.02764890758720883,-0.13196834673483163,0.0023801067489223806,0.02281280233530166,-0.03983281797944606,0.01791560355802695,-0.034365309577460805,-0.028821278572032275,0.005082002793619013,0.013689946710084333,-0.01593605801715673,0.051191876516930655,0.0016485623762318474
NTNG1,-0.018550449299624138,-0.01744564775127385,-0.005986803632474926,0.015536904683564525,0.009569417863177127,0.011215026335452717,-0.06309620880241347,-0.05774132973140088,0.08349518889958962,0.00442988986314326,0.04238752367000019,0.08961371711558731,0.06235214523546203,0.010391184802366796,-0.018663412279654495,-0.07392740536084695,0.04895073009247204
LRIG1,-0.039273030580288325,0.01172456849174354,-0.009501088485018594,-0.0726649954020012,-0.12065547802074587,-0.15865464985703862,-0.038496623647688646,0.004157020970639964,-0.05804677040072766,-0.008644827953135792,-0.002060068746308951,0.17558309491877255,0.12864783323351986,0.04457294932835663,0.04121249395710898,-0.03646429003455518,-0.020072923155933512
CPAMD8,0.006711882005186036,,-0.015991936043140937,-0.00459245685199125,0.019342506737464883,-0.025306710326532613,0.005951902305058358,0.026540345786758936,0.0215139572056101,,-0.013341006804677629,,-0.02001434755412279,-0.009016727064536767,,-0.04078674654076204,0.18081334230269103
GHRL,0.06484555356353262,-0.004695868391239923,-0.021392793927609136,0.025992059735849397,0.023155523243094573,0.04114815905452061,0.08286585677813839,-0.02965976999648832,-0.039731242201588565,,-0.018512625075141807,,,-0.026968027973768096,0.022719997928077558,0.021155997052100882,
NPY,0.04817334769570168,-0.007513333610204289,0.004805749739557711,-0.01889823738986085,0.06436530528070425,0.15899931499015146,0.026822205072745218,0.051999682655800204,0.01917421191109734,,0.03274450269056963,-0.11405943443078992,-0.06794552280723004,0.017179427570540674,-0.005574256351298958,0.13340150940685516,-0.05781732298769033
MMP2,0.10539477604868894,0.004665141579999123,-0.027232867455483794,0.05205073858428661,0.01419274871797406,-0.1913555597481292,0.01764381304994885,-0.012723058249098924,-0.04098121935192027,-0.02290118542571636,-0.04220582824248202,0.04338219249062802,-0.013001014468815198,0.008290140113465735,0.007988840565506824,0.09104310734901526,-0.02238175502738325
LHB,,,-0.013927768578371625,,,,,,,,,,,,,,
PPY,0.03021181426772604,,-0.02424418301687646,,,,-0.01909789816093849,,,-0.023363154233826622,,0.044067480834215085,0.010263312742737831,,-0.009382968607697448,-0.05162913437406772,
ALKAL2,-0.02709203191056707,0.018920257066002838,-0.013725419824517577,,-0.005673508728101297,-0.014082304464782152,0.030729185503876197,0.06295723650205158,-0.06420114128366335,-0.018639920292214465,-0.019704417001418683,-0.00042262442613968135,-0.02551197917738985,0.04853029802974552,0.06684413396720419,-0.07070746964126638,0.004258463181428765
CSF1,0.038500274322607574,0.02922350389199548,0.07285436816034638,-0.038762272766171134,-0.0455435673328336,-0.19185598150839922,-0.00531576177224108,-0.012018756893997933,-0.07271674280122975,0.07674381459486329,-0.032499067434141625,-0.046259026058650766,-0.05861757132270956,-0.015622507242645372,-0.06198960171596009,-0.0995751058983159,-0.040788464438535885
SEMA4C,-0.003579794928111521,0.003360354625521841,-0.012606833311788116,0.02173311315989503,0.061846975179091955,0.028633482321762993,-0.014516135958356415,-0.03404355745647081,-0.005400106287410934,0.023854762902499098,-0.013013478934881879,0.04525173635720435,0.006500220627725781,-0.01904119960696026,0.027862270711172414,0.072846924942631,0.033592100881479556
ICAM2,0.0355248565325655,-0.02550980995859027,-0.0015559876250748896,0.05340252292291439,0.09161941704978745,-0.05103465498691296,-0.04267645561611251,0.009052013997026922,0.10040175412700594,0.03346720846059372,0.013293384721786212,0.054053723063034825,0.07545981781502252,0.0029047508085622885,-0.015606175399614208,0.06356338881413923,-0.06421806122906672
SYTL3,-0.03236635145652362,0.03175377974257845,-0.0031596248377154202,-0.031946361143433306,0.037502404127889556,-0.11247544628068117,-0.009438192493039626,-0.00025146345224885485,0.0495198004697094,-0.008933632998748104,0.036461387754574304,0.06617256843807075,0.005974467511187451,-0.005179198003272126,0.11746147244431011,-0.05744037921154493,
IL1A,-0.017539989556299082,-0.017406137673816897,-0.014469867980116414,-0.05407447217794035,-0.027303955925148952,-0.009189228518929638,-0.01828242514052233,-0.013274401750650892,-0.012963095526352617,,-0.027879054452952686,-0.08172487600503758,0.0013295885265415524,0.07312667928340057,0.015048722018173248,0.010022123290653169,0.01619819760771415
HLA-G,-0.02222962403003045,,-0.014710418806544098,,0.019170165582454626,,,,,,,0.008896105085024544,-0.002206392240508891,,-0.005395012391250679,,
PGF,0.014079305078254608,0.03372643874736753,-0.0022077862128607973,-0.04309830106841222,0.07758059983167936,-0.11836225832900779,-0.04083683677643003,-0.005049559466520191,0.06822088416974269,0.07471171452059823,-0.06160650533618989,0.0869994177903858,0.019111343897150107,-0.034466630225556176,0.010684900298827514,0.002345947251753967,-0.04622905726863041
LGALS8,0.006842664430941471,0.028659202102735013,0.03237865010860777,-0.02314602412487258,0.05553408946879683,0.043349156462741935,0.09956270987925284,-0.004020210650913822,0.08533618635911103,0.07270597927871285,-0.011232918501889264,0.04807855976171963,-0.022011229770060217,0.04253166883057224,0.015591042935553127,0.11721374561974632,-0.005703424153773406
DKK3,0.04436561139896502,0.02013711439759897,-0.007579499448830569,0.07497519361417745,0.013155578119893556,0.18053956254843614,0.06920200862245261,0.015329647178409619,0.2385093033354525,0.005770855138397217,0.07389193459292852,0.07037014223423155,0.07111528394459143,0.09254933842260378,0.0224720087084977,0.15631649391572647,0.06709967224656364
COL16A1,0.009538527645012267,0.04211555157134154,-0.01841348032113361,-0.09305341744034064,-0.0031186921039324843,-0.05389761672267886,0.00623665293929727,-0.0019905973682076417,-0.007632992836299191,0.04716404244066102,-0.039267169038923105,0.033404072786283566,0.05518993399429652,0.07863615848635012,-0.005293105084645856,0.1039172084616605,0.018194453885425458
TPH1,0.0686793887561618,,-0.004134581408835222,-0.028852161436757087,-0.039766266454646725,-0.03008329387731847,-0.016262473312749017,,,,-0.017456432592548463,0.05329050579226849,-0.010946409771165285,0.02272236106277902,0.07588860827873903,-0.03907334187186675,0.06636364602636857
TNC,-0.025880392682700187,-0.02388640679036309,0.059587991659488034,0.003447619009405217,-0.02801442963484729,-0.2376942980765735,-0.1483740375836526,-0.0018482151865800804,-0.17496036931895403,-0.03724760804664004,-0.06762120980441778,-0.12289018161034812,-0.12223545394224776,0.07038519020230115,-0.03932928292873152,-0.05121956422521958,0.02451572710763335
TNFSF9,0.03165137946630485,-0.02992940807029004,-0.02412391314608945,0.04503647129583942,0.0170402626590629,0.12915745454673255,0.05477233556920398,0.05417714759075023,-0.02440769216136853,0.07770110869622927,0.0069766364114026026,0.10960902407852897,0.0072254786780489594,-0.02727501643657527,-0.021172729002072153,0.013480841932555875,-0.055185986210187485
C4A,,-0.017637601185291,-0.016512177846244817,,,,-0.022639600343936975,,0.011950170885267156,0.000670660415398426,0.07350739592087474,0.002298925399112947,,0.007746601129258436,0.011172298905581603,,
CNTN2,0.043646518850616954,-0.01525284316139017,-0.04561866731404667,0.02088308615043365,-0.016764023612072694,-0.07552401364631503,-0.028212977223525424,0.03090588335117694,-0.18043907346100063,0.039736458210957705,-0.004587048737863179,0.14204332150635715,0.11020544749630999,-0.010487102843928217,0.12796754819989792,0.18528811047648563,-0.05494419842364363
F7,-0.015923526120903902,,,,0.07958792676681632,0.06798307509132887,,,,-0.00920977568121923,,0.011288781731404556,,,-0.019712996012262805,0.04456661622232931,
LUM,-0.019446223248139254,-0.013149762604737984,-0.0102712677765637,0.005795768105562066,0.0416645016708439,-0.13395173117629106,-0.019626400868880373,0.028871250128015363,-0.020392013856415744,-0.08892381872494584,-0.00043247739381367054,0.07647595895937404,0.028564599755803624,-0.030995730620562798,-0.010779627198100633,0.05398883390104037,
BTC,-0.014446435554939683,-0.027599713252340202,0.01686861384446386,0.008904590000642474,,,,0.07215135754237186,0.0021577090556907123,,,0.02492037116337317,0.05087980571361495,-0.021807264636243766,-0.0013282323748956039,-0.07628724765710172,
APOC1,0.07692055569063075,0.033080975774859814,0.012235491545274712,0.10176793655721485,-0.06016491139434322,-0.20782680821564462,0.038869768843253195,0.0016859663822113193,-0.2480855729611664,0.02706821988565643,-0.08028563726915873,0.11284989449636519,0.03366009018624506,-0.009367653678332297,0.008818587283018384,-0.010189147387688443,-0.00934222647253531
PKM,-0.045881846648512685,-0.0323618988796824,0.05684666381903912,-0.08020086648294067,0.05706175730098948,-0.030614539927159713,-0.022486365994603776,0.018479767797708897,0.19901433804790059,-0.08086851610433572,-0.03058119293448238,-0.1643965117647602,-0.10328781123748176,0.0004533214901006602,-0.03712166690716074,-0.0710277561601282,0.06768493059377417
TNF,0.02732320418262637,-0.006393836231200812,-0.02051833063933869,-0.049663271631062544,-0.006364447792511016,-0.014419300556976542,-0.05165062976873292,0.04780984783516983,-0.05552153887284976,0.007642046086289232,-0.0266328622367757,0.034844332367029426,-0.04240883929517079,,,0.027697213520421437,-0.05475229958107652
GNAS,-0.005897721994241385,0.006617434739887036,-0.011497739273302365,0.0805781380665895,0.02554316918162983,0.25157038527377734,0.0514716090392377,-0.008774516969490019,0.2490268765664333,-0.016062209108971208,-0.10079536178695477,-0.11985763467841788,-0.03328594146210612,-0.03322794966768116,0.0417574817559205,0.10743594207156597,-0.014530731550846377
BMP8B,0.1067353832486585,-0.027924055192588323,0.033699514804768516,-0.02825869365910021,0.07586496095406925,-0.031231183959402824,-0.03480075927112367,0.04149865313284312,-0.06561811970539158,-0.03769969458698634,0.04308240490782282,0.059187060211864206,0.007798501175800379,0.04369183778255985,-0.0002962792435814781,0.02915916570551183,-0.04885330367723985
LIPH,0.06698035748051472,,0.02132202616232099,,,,-0.01825370678547755,,,,,-0.04155679083307948,-0.0013577112283088928,,-0.032035350454999854,-0.05290331644112446,
CCL28,-0.0229591844102312,,,,0.02614809724513553,,0.06056975840948423,-0.0005619814151628615,-0.010645705723188072,,-0.013843709355892313,,,-0.02952360640378799,,0.0015057137105559564,
PTPN11,-0.04810946413410978,-0.004220756400493746,-0.04065392834681447,-0.05468968399303155,0.07771047606657043,-0.05861350946132081,0.0006678515037050884,-0.06033710842373948,-0.10110190839260998,0.04564239167979632,-0.056143341384799816,-0.007834808944295626,-0.07435641039811923,-0.051622510128786096,-0.04315191178711648,0.11155265526274767,-0.051776163364755184
ADAM12,-0.040801518363525496,0.02443971108160662,0.005045358893700823,0.0336824440447338,0.025213411957419246,-0.12839260692827703,-0.07875929260533213,-0.0230942830859287,0.014845185521500574,0.11327142151818358,0.03355701398213556,-0.06185262346547351,-0.014653524606830145,-0.05338878335697622,-0.05235412406714217,-0.07442924275020571,
EPO,0.04280659062695749,,-0.007534875855630027,0.10672317300161391,,,-0.019097898994565515,,,-0.022966171298074853,-0.01745643515608471,-0.04513173615232907,0.015192301068281993,,-0.0025112554609207885,,
EDN3,0.09452720711898267,-0.007304116303880188,-0.02654830245067954,0.07212359201107152,-0.003708338815164599,-0.008605974268858027,0.11717500961558709,0.0029390510866108797,0.07748395871410192,,0.13582278187883645,-0.005154518893735552,0.06679023314840211,-0.004170788974820543,0.07018204380661293,-0.026892045717928272,-0.042055502967441385
CCL22,,-0.007698138447733927,,,,,0.015704079260266842,,,,,-0.03286054368285229,0.012373984501339445,0.047019769597693224,0.00595446289921322,,
CCL2,0.028469143205593638,-0.00023299394188883927,-0.04160134634915047,-0.07304506003761106,-0.001451215871371152,0.002322280880695916,-0.07590731229834163,-0.026223904880514792,-0.1450555471531468,-0.021485510516999776,0.025144383624043726,-0.033078884537240394,-0.11736713256986106,-0.011805018552887262,-0.0152950777592901,-0.07231989966474106,-0.012739778494533232
DSCAM,-0.03393578310931811,0.003401675755539808,-0.023498810041440055,0.002767445363578085,0.044217416665924485,0.01726403374401199,0.016758757778376723,-0.04152580796879961,0.025793455571654116,-0.03378839938527608,-0.030674132440546033,0.11149333402175567,0.10513137812581844,-0.03134934958726884,0.01552564286057709,-0.01258882161965018,-0.04365543123629986
GPHA2,-0.0181919052246389,,,,,,,,,,,,,,,,
ANG,-0.005616115433233781,0.03301131403826647,0.024567714596567966,-0.0342941952613953,0.018122827692256382,-0.06359478459365647,0.033850786770331986,-0.011081611447753511,-0.00773964135599452,-0.05110982173698708,-0.045391513575695076,-0.02969863680554507,0.028716427613002256,0.04257762505134659,0.03368490759464134,-0.05302687981519264,
FBLN2,-0.021750653628345204,0.023580834422639044,-0.013572621851022872,0.1057815950792595,0.049097429735382246,0.006733718644111201,0.0085359146982534,0.057712534718199725,0.028554744191707577,0.0736965767661671,6.799044303303542e-06,0.09795763525145976,0.1262500851358738,0.09331614498447315,0.03223612209261375,0.07272718190125911,0.021667716832981625
VTN,0.012645219990287372,,0.047983772183924474,0.017042560700308386,-0.00869284172874335,0.03347851264088785,0.004516266513345449,0.0002747711010382348,,,-0.014505246624239576,-0.02365585264279651,-0.03453047357908121,,0.05053676620461918,-0.019127961627079897,
VEGFA,-0.07472781088007319,-0.007441815247065359,0.047412876791739014,-0.047528015414209764,0.001144754985203903,-0.06549921386618966,-0.11300147482916727,0.030523848374275304,0.09962379242937322,-0.1070188480992681,-0.09424227806615292,-0.1710924651853138,-0.08324659059360333,-0.0041161886040648145,-0.07956537988772228,-0.1029610902065823,-0.027707001151265186
F10,,-0.012375757122372575,,0.046789677061148706,0.0884228354583811,-0.04114922675447047,0.05959971258662363,0.008499282066580885,-0.018622242865848248,0.027222331334654064,,,0.026765724448661564,0.11179565317939087,-0.012650012244618744,0.03223482755625607,
SERPINA1,0.039034453137441485,-0.004725659510275466,0.007925948357574018,-0.018588661004672755,-0.012878695912250528,-0.14292678098572037,0.021619965754561977,0.0586825636406678,-0.1539225666098997,-0.005310485709987246,-0.022031951848262305,-0.08753414001102432,-0.10643824572915607,0.011706551471858314,-0.07319235770142613,-0.018813569033941466,0.024151738613706408
VWF,0.014973889445944872,-0.025481289891800197,0.00430037914837328,0.0741757367785711,0.07477710403354958,-0.17717870570124558,-0.055932754239831795,0.010929824704455,0.054866894799902234,0.09919888425381712,0.048299389081030084,0.10528803227088884,0.045480716151386186,-0.007925268542298981,-0.02882254301163279,0.08985927937437102,-0.022546812818861933
GDNF,-0.025561724975528822,,-0.017346429086690655,,0.01690833453808971,,,,,-0.07631283942195506,-0.01745643379663353,0.011163727003044,0.05075514415722564,,-0.007570783097372674,,-0.036232994507920224
VASP,-0.007492017147322923,0.03899189641857174,0.03824973841411966,-0.00621118688243212,0.02302771816436129,-0.08013010889495381,-0.02359387678450278,-0.002332568961416852,-0.10536517779116202,-0.041752324193399276,-0.026022478671193124,0.009821312437981164,0.006153778587582526,0.010908955819228693,-0.02848203789866953,-0.07283344610065136,-0.011111163662761615
ADAM15,0.05414121595854238,0.015667415918187367,0.02596120431110258,-0.028246650233966424,0.020119625695355497,-0.12876761680428372,-0.04337223844779958,0.007735244107236838,-0.0669039514540923,0.06956328844984769,0.0005746981843943742,-0.012420662019582843,0.009906096323748535,-0.03809397108585089,0.000783244193324607,-0.025099090675139456,-0.06807085329789343
WNT2,0.021522983579366755,,,0.09483906227204834,0.01614390453586254,0.12282986864794496,,0.05020442455247994,-0.03217166417518812,,0.004983928160953521,-0.017588751851649646,0.006790893211430372,,-0.05312859356491356,0.03663995968861942,
CALCB,,0.01985419750629777,,0.04691572277252949,0.05709342662969305,0.12501757526828985,,,0.06950400436436589,,,0.051580550729751797,0.12227107815135424,,0.07901951559680219,0.023093177890741435,
OLFM2,0.06464615764562288,-0.013014242653322452,-0.07639125043724004,0.004017401259036136,-0.025378496220624432,0.06495347075441742,-0.007191952817511686,-0.019824549188934858,0.10483563048360484,0.09421975141028936,0.030906726684788714,0.08775570226664606,0.051267070999261914,0.04505964227728877,0.04675092114601813,-0.012743376580473512,0.03645972625183254
MFAP2,0.009629010400366721,-0.026938030980314647,-0.03284956994718247,0.027418419329257225,0.03796630507957004,-0.09455432565537335,-0.013490471804232301,-0.02181037659348086,-0.03474187108529206,0.14236689475343858,-0.04085984447570693,0.06526720599929971,0.03794915870643285,-0.04117524899020383,0.004440179150641074,-0.009867616152077952,
HLA-C,0.04854378555240178,0.008983623145340866,-0.009572423958254842,-0.054266014395666945,-0.006253222631198062,-0.17909741229471318,0.039199201088413654,0.044883248264626814,-0.17372569272028093,0.03966995905981074,-0.05870126853579994,-0.0852692977711478,-0.018431410974628498,0.028119987376537425,-0.018131990395344848,0.05369859358644946,0.0007047282960010096
THBS1,0.006454441324575856,0.025050324576932254,-0.0372535254649662,0.0342023154355547,0.013308644689643094,-0.017319288373562416,-0.05977281318174083,0.040699269056920125,-0.020136651576984167,-0.039637335826408195,0.03389195430916797,-0.007198834119548142,-0.029375690870051,0.022444340694627203,-0.04231915370009612,-0.02954026679206949,-0.056166782029690124
HSPA4,0.03768074613454126,4.253947614067557e-05,0.010877225454946422,0.015428952738918783,-0.011408686002801679,-0.037724672036300075,-0.06100226876050432,-0.011440569136117577,0.026338353369645948,-0.0010308527987705637,-0.03692758009891142,0.028099075343729813,-0.026694008013805615,0.015224638971033648,0.01508340939264121,-0.0029384040059538827,-0.09185926892786256
