,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.0047046397959718935,-0.04986082701079707,-0.02142451150001534
NDP,-0.013268117600442974,0.01212991036421349,0.04859674553663524
RTN4,-0.04313328904496145,-0.09680349874212281,0.06648192606145124
HEBP1,0.004804136484994713,-0.009138087001078309,0.03881682427390633
WNT7B,-0.02402884408534399,-0.03112656407845665,0.051245551931785926
PTMA,-0.0022251644496904736,0.02496772478406669,-0.045655387217445415
CEACAM1,-0.020585074098892032,-0.019915040933194933,-0.01351765766452986
PDAP1,-0.013663012322722544,0.02303193154269546,0.025238777328449657
QDPR,-0.048017904580144884,0.05199007945941052,-0.02255030572495309
POMC,0.0617442225096899,0.024255551786586657,-0.02211311218353496
CCL18,-0.026052328291021602,-0.02005973300125482,0.01733332586651099
CCL17,-0.014604113727570943,-0.02874861184206262,
VEGFD,,0.05993217168906304,
TNFSF13,0.0036417095325236054,0.02202706180965129,-0.015179423569579693
WNT5A,0.03446937487758362,-0.012218401787612947,0.02475340618056214
CXCL8,0.0015526393871552616,-0.0457207029190465,-0.007121064500872154
GRN,-0.030009961294226176,-0.010635237921369587,-0.03427987926365973
MIA,0.06493670313898219,0.113392512158553,-0.08647441627054946
COL4A4,0.11325962358091136,0.006859310951514604,0.08328664949507165
TAC1,,,0.008829404297739247
RARRES2,-0.005007655904558723,-0.00991686549140564,-0.02799313318365302
FGF7,-0.012449066240266388,0.03357112005822974,-0.0074466916808020684
EFNA2,,-0.01892791363118042,
HBEGF,-0.031409126997110196,-0.0035369018758170325,0.01935626127824518
CSF3,0.022397364980051977,-0.08944698074168254,-0.019379408756106446
PI3,0.03681961567459623,-0.08005413817330483,-0.05825368201508078
PCSK1N,0.032392003036954935,-0.030214152012925113,0.012636775375356834
NTS,-0.034069877094210874,-0.023060070933896767,0.0014066263746322053
SFRP1,-0.04769882318596346,0.03901454381551343,-0.009184409008880833
CXCL13,-0.005497252845554091,-0.0486312058998361,-0.03161184845612294
MICA,0.05349134122957279,-0.04502029420258194,0.04513620729879877
TG,-0.019405215906250804,0.03035963238792335,-0.01594955120152648
ADA,-0.008028954390003137,0.04067631214438914,-0.021224752944540487
LAMC3,0.04184092991063747,0.01572835570575118,0.03852272998946688
CCL7,0.08027499155667248,,
NGF,-0.02527911897156781,0.09201421324872423,-0.03327020987398998
TNFSF15,0.01941013595106055,,-0.012034280134144542
HMGB1,-0.006425492206177332,0.005598228459678928,-0.033154812656207504
ITGB3BP,0.03788584583674085,0.008268610886610881,-0.004480179980407649
AANAT,-0.0192021276756544,-0.025471845204796156,
RELN,,,0.08610549272387481
IL15,0.0180527540403654,-0.008800528958241472,-0.004034678313981342
UTS2,0.03712948510725521,,
BSG,0.05033412465073706,-0.006618854233138036,-0.03955415605232678
ADAMTS3,-0.02227411307430499,0.005292307088758428,0.036023142197634306
CD34,0.06911428154895376,0.019022204139831193,0.07186917467387967
PLAT,-0.043088154861782656,0.03260438737303469,-0.02881418996287773
NTF3,-0.004052114730663118,0.05354914569560998,0.05831139518749658
CKLF,0.03658533506687014,0.11179929216148453,0.03957355530515573
CD24,0.07400584489158159,0.04263493054124803,0.04021367047334198
HSP90AA1,-0.05018907443642498,-0.1336931575636061,-0.028415668217716534
BMP4,-0.057487370463081534,0.010756105276761347,0.04229649823008974
SCGB3A1,0.021605353367573903,0.05522232465470524,0.0041748274196886015
IGFBP4,-0.00952097004582149,-0.010203896736520855,-0.02037749739489072
RSPO4,,,0.2071204932339038
LEFTY2,0.0774618421380862,-0.02176369995147302,-0.022888566634103626
PF4,,-0.017348743283485037,
ANGPTL2,-0.04024289830364976,0.0669302560016622,-0.03653200301160222
LRIG2,-0.0449761055889755,-0.01835584092193572,-0.015037807228744303
ICOSLG,-0.02730110416330139,0.0414411063446148,-0.004466551602638395
WIF1,,,-0.015645715708879966
NPPC,-0.03267513575002984,0.0050000465544734795,-0.05103454591317043
LYZ,-0.013237452691793165,0.00927716077216666,-0.038846552988982416
EREG,0.019656250706812994,-0.02092273994960554,-0.02096285336347065
SPTAN1,-0.004391326446937618,-0.019658257710545215,0.047721940419375816
PTH2,,,-0.026766334139950953
COL8A1,0.024240907661989854,0.0033343000464832635,0.024945920785091034
GSTM2,0.06661665406834325,0.07310559205741263,-0.03573212963512709
SPX,-0.02206869172904478,0.016200412515370383,0.022624930259718297
MFGE8,-0.04138280278614818,0.030386792494584546,0.02638182296287945
TGFA,-0.010684646714416301,-0.015910558831474318,0.01710948371072438
SLIT2,0.022879225547586136,0.006460167529214334,0.05216561730458892
PLTP,-0.016401566924548684,-0.05225397023149438,-0.02016263647407527
APOD,-0.0035923983780518825,0.07921881139781987,0.061554621098431545
B2M,0.03117745745348867,0.033505989494660986,0.00014376223559738323
OMG,0.0013284403389612815,0.09251229651388383,-0.007920090373758931
CXCL3,0.01693796121313389,-0.021284725996723604,-0.016337296883159977
CXCL10,0.05340056854847537,-0.004844183271090513,-0.022997528964617913
RSPO3,0.0332502405200438,0.03332696674720937,0.040938044559902666
CORT,-0.0074063824860352455,0.09418314954008336,0.08149543719230942
NCAN,-0.04193743576869234,0.07869561831376684,0.03820097618673787
PRG4,-0.02397363632194948,0.06668333147518689,0.02200270805138042
TGM2,0.01048195077728682,0.014646741921216408,0.03258014033502135
VEGFC,-0.02816885626021874,-0.03637515787978642,0.06424542777779751
WNT6,-0.0326751401584917,-0.03374109479763392,-0.022337013991709707
NRG4,,,-0.02222530473057149
PMCH,-0.02224784883876992,-0.0254718443015132,-0.012796412833528368
COL9A1,0.02136708065849827,0.016365873398589692,-0.010264261564605293
GDF11,-0.028519490300438172,-0.0054045505111539605,-0.005904894779131269
IL24,-0.01658745998932393,-0.017072126392255266,
SORBS1,-0.0026389577148595465,0.06881332715798619,-0.07770162413850261
DLL1,-0.04152579081216817,0.11807887828898622,0.03249967197215121
TLN1,-0.030400371558849885,-0.06734279882562742,-0.015630565514744506
COL2A1,0.02563443869472863,-0.007479273175104436,0.028415437270635783
SHH,0.06258843219633727,0.05632490779289954,-0.05211234478467615
PON2,0.07914542768360396,0.0002894809865772935,-0.05051630436240912
ICAM5,0.017386803701947447,0.02221919746372996,-0.04806241297425722
HPX,-0.03057094106942707,0.01212358722202294,0.018335844721813137
SFRP2,0.013880106896202296,-0.0019757598741886057,-0.009862073381858382
CD70,0.021310786973536597,-0.01748791067915784,0.03865854438964822
HP,0.06530808470974281,-0.019221107143601833,0.009453761090886338
CXCL2,0.04220055031501593,-0.004743929342936081,-0.04494694334684884
