,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.013609677180954967,,,,,,,,,,,0.03299636224436017,,-0.016203738567040993,
BMP1,0.012670927543661116,0.006932729956299546,-0.0732358168971544,0.076493260752407,-0.015740421741010736,-0.009193053869316565,0.062492724938258394,0.015147611855421734,0.02493946093069763,0.007260779632437234,0.02367884645168064,0.01003060488104028,0.10375748987701652,0.04295817595811784,-0.026439983892112977,0.03076522414457337,-0.07684114987867906,0.01584317904006945,-0.02134076383208261,-0.024902971695871686,0.012863141006602831
NDP,0.006756466250109367,0.015245934691166892,-0.011663573493048238,0.03172017591308973,-0.051534934609427124,-0.047742925957934564,0.04263708324072758,-0.010901702245191238,0.03515557926202205,-0.0052735711256328074,0.018176932138715567,0.04038667450023016,0.057313692563502334,0.057435604359155984,-0.02325121503314591,0.015158746656915438,0.09149076588525329,0.0025860933102186882,0.011123074467120474,0.11364829376717456,0.054451373389874796
TNFSF18,0.042814451985487695,0.08122404695691521,-0.03733445967695036,0.023854441004977366,,,0.03617814531371639,0.01790827438241341,,,,,-0.036982040103167906,,-0.02222507741517239,,,-0.032520268939916004,,-0.045948284649590325,0.046088838387613615
IL36G,,,,,,,,,,,,-0.023130657743971068,,,,,,,,,
RTN4,-0.0376339899818496,-0.031666874555442294,0.04620267480293742,-0.03915149889345154,-0.009033932247462824,-0.07329720566470166,-0.07013874964377907,0.002576222505280926,-0.004933851963333377,-0.08420596295058878,0.00933078505175779,-0.01671382381691618,-0.03308165952470346,0.002077577771816176,0.021251760193481316,0.031192845392915353,-0.04018461192244622,-0.02197248156132624,-0.001478724718298128,0.030513478458492872,-0.06072926126753698
HEBP1,0.05393627042113282,0.00822365546989991,0.06027326624706457,0.0065849565621593584,-0.05661100112251796,0.02979967043720211,0.06252795694453081,0.011878361905476276,0.009147177296066417,0.016780682020347843,0.062005491070551054,0.01777782578689397,0.01179480729711471,0.0792019122228232,-0.025986793638522486,0.034480551360220206,0.01016393607908469,-0.05725055657222491,0.04802306927408449,0.04236140678677876,-0.0033115732142493777
WNT7B,-0.0005700805054953737,-0.0010064979624425125,-0.04073078485068423,-0.0252654733105824,-0.020116127843766096,-0.04453652470810956,-0.05633003352034758,-0.034270328648120504,0.023602186289483663,,0.007951548232316077,-0.02542325846999363,0.03305585765242272,-0.05943800115374565,,0.014136722486587127,-0.024002626838189146,-0.036710656101023066,-0.02898652576516499,-0.007100242390125422,-0.0024614728879539974
PTMA,-0.024589043060362414,0.039569281291921714,-0.04061550957523169,0.02470514650728179,0.010481483276751179,0.011538538531195967,-0.04815145369022466,-0.02267836317171191,-0.032105428928741145,0.05861188853894532,-0.034071718506345924,0.018342375249091873,0.007286372705662954,-0.12165219992500315,0.005437716702066329,-0.00770492519497405,0.07302317205386095,0.008955859413139318,0.043057916170254874,-0.1230524918305133,-0.1707720879585496
FASLG,-0.0017043555485830167,,,,,,,,,,,,,,,,,,,0.0338829639502655,
CEACAM1,-0.03149594149984807,,-0.008960517766582654,0.04709951044582173,0.008714802841402788,-0.014989608750526384,-0.011539463593699896,-0.025633913256790816,,,,,,-0.026143152223341102,-0.005966788187992287,0.00737575626423696,0.034801948613931974,0.020014967910087826,0.06056937726468099,0.011129376916173831,
PDAP1,0.016912467234662654,-0.03917290010786817,-0.016152639142683847,0.03450696222438209,0.015996930917663157,-0.011507030986035022,0.049739456460369966,-0.004254422558202392,0.035247718436454065,-0.017798647624664505,-0.022502059381535974,0.03895159554344599,-0.007937966504891465,-0.02354821272810635,0.0057897062602492244,0.026926468369567913,-0.010937411930172865,-0.011450995214606375,0.022030069783400146,0.0023332091612107836,0.005203787177280559
QDPR,-0.039766670005848076,-0.026096498263937378,-0.017502441677407245,-0.005312394918925147,0.02023690379369386,-0.007929620761115069,-0.08159349861332822,-0.06731837208558032,-0.02017621851357051,0.042847421899979664,-0.021867686782670984,-0.002580209304733419,-0.025251065038275275,0.08339761069810768,-0.03675759967845477,0.010386506673229661,-0.010514956717804167,-0.014256220454036966,-0.025150045708683604,0.00574068446986135,0.05225501030834163
POMC,0.014641901297113544,0.046442629205453584,-0.042224705365232346,0.0038046707904145606,-0.009509079860556807,-0.030162637430838565,0.012033521662580019,0.07217219387552207,-0.019060957015662693,0.0010622432898542277,-0.026630964465569198,0.06452091868396043,0.12073407482205836,-0.02866510002480352,2.7188403646165427e-05,-0.025432164836410597,0.00841892669960687,0.07787499745229164,-0.03147211467436451,0.03430636709810462,0.04082852687271319
CCL18,,-0.03915187842511321,0.0531121037484547,,,,,,,0.03494127772150186,-0.01377835471058424,,,-0.03483872677705667,,0.05043373534244708,0.048773917278974455,,-0.028776715035743892,,
CCL17,,,,,0.03517942479888539,,,0.08829165373448061,0.0793515506744041,,,-0.021130512528268273,,,,-0.02763421248690278,-0.039432065342260035,-0.0015352649425160706,,0.027614142018392684,
VEGFD,,-0.05770789809937665,0.054379459105283266,-0.004813845133683397,-0.026947508989054837,0.011389672274192778,-0.02279985998914236,-0.02165734424430584,0.021318256436515682,0.048838188518083976,-0.01799295610847904,0.05257933728296292,,0.15401701931554992,-0.0006136786571668568,,0.01767835118303643,0.06090740159987009,,,
TNFSF13,,,-0.02237724877046053,,-0.01668397324155184,,,,,,,,,,,0.03874359103271414,-0.033227794495066874,0.10396679621236296,0.04833387043891161,0.04152815084665333,-0.050419197633177655
