,MGH258,UKF243,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
GAD1,0.020426635249617565,-0.06442474026070405,0.017044563665219503,0.024203839929997906,-0.024823376110064584,-0.0219623920128096,-0.029954447694715974,-0.0133487153907702,0.03680350656877158,0.10662679998087204,0.035761189087277455
COL14A1,-0.03450216449003461,-0.03343491045794274,0.01664481357710529,0.12016029096236006,-0.0240256562678456,0.038961742606165674,-0.02231727729841211,-0.0022732527878044748,-0.014299807117369591,0.016646574832236843,-0.0359416070553088
HLA-A,0.0003764287621710795,0.12530434892601944,0.006834342661865407,0.03824419299661699,0.038655188251671725,0.09278779340688409,0.06527325359586197,-0.03001081121420539,-0.10531662185520334,-0.06240241697595787,-0.049544830366492494
CD5L,-0.03402828208081347,,-0.012786648226118458,,,,,,,,
FGF18,,,,-0.012898950844026006,-0.02153256249838939,,0.03879480071609091,,-0.015179659249027536,0.039641229896378714,0.010862289957931792
ADM,0.027544875703650384,0.008393913399318628,-0.028804721979374812,0.04334842976532177,0.017760855109595255,0.030101033501881105,-0.047469652852675674,-0.008494932193446601,-0.03133273937663201,-0.03311085057147302,-0.06338437364491054
GNAI2,0.048593807077015244,0.06347531242932133,-0.006714277499631766,-0.024145074628773217,0.007043065478405613,0.10074048031759102,-0.0013286620083623243,-0.010175332267916566,0.037139634470877446,-0.07386770497609212,0.01427748956649305
HDC,,,,,,0.06204157371840397,,,,,
COL11A1,-0.022414802631904592,,0.011735340371012076,0.03749068701143866,0.08260502473625753,0.037802315808782884,-0.02102589664355989,0.012745147069878142,0.009467083552017372,0.04954736760594979,-0.02310984718366881
NUCB2,0.01738894383627932,0.0069247434648056945,0.025495874939883242,0.031224656590151167,0.031058533345170936,0.04324293656051881,-0.042603970899245655,0.028796788090394827,-0.031171349853175864,0.0031296404978670435,0.007628839276665107
CXCL1,,-0.028937887712633746,-0.01582517019928416,-0.01141474045715935,,0.0373212435314193,-0.01134533100516979,0.04508631902523175,-0.04201042588234359,-0.05521636132541652,0.01826047174563639
VCAN,0.046434577266918846,0.0027127275790254026,-0.03446226679611288,-0.030509816404611576,0.09485854477645987,0.0803387384189564,0.04013061838310489,0.06893327868134992,0.10594090099694144,-0.035926698512299265,0.05425779425413651
MMP7,,-0.059504022557060374,,0.06616182877719527,0.05688230915372475,-0.01772001059347633,-0.01014653335551743,0.03651622334006063,-0.07628341240163446,0.025758959531033954,0.05798167012398825
PTPN6,0.006321468486615541,-0.06464920988427554,0.015532971359166283,0.004583350015428584,0.04060553151956614,0.05655790673610329,0.035767892345605186,0.0072807820222886505,0.012277817016822202,0.06445529442037447,0.023768258906007433
PTGS2,-0.03857465419014818,0.04779062105183608,-0.014123134274923177,0.05594846352725122,-0.007431048888521234,-0.0848690986752381,-0.009324400135139743,-0.03467966851221809,-0.062097393699434796,-0.06392482836356796,0.020499525509056097
XCL1,0.0926598852463673,,,-0.014034520149832901,,,0.09987908398064327,,,,
CD58,-0.019571886290683384,0.07403823772240825,-0.010140004870407062,0.043538455008241564,0.030508677120865517,0.06734071892017196,0.00515281757989433,0.016339837039927734,0.08789044317325942,0.017355689601339343,-0.028277711190663014
TNFSF14,-0.028431727033424226,0.001864273270351379,0.003319711212994237,0.017383434098937212,,-0.036922246228867965,0.015254389804563402,,-0.030780116519060218,0.06458462423131961,-0.01847734465913267
CNTN4,,-0.03447349564442038,-0.012920163735650194,0.02273947043002967,-0.02500018659614643,-0.028281439184302478,-0.02810851042661722,-0.0176259836816107,0.01925358022075533,0.03982135725830006,0.029867382988451825
NTF4,,,,-0.017753053385069186,,,,,,,
INSL3,,,,0.07534427903747455,,,-0.011700020127453891,,-0.009283371827728454,0.011734895874146651,-0.018477342873923656
BTLA,,,,-0.02047455102217218,,,,,,,
MFNG,0.055890603218926076,0.019299487656185017,-0.02271671903520728,-0.06984926235823848,0.0707501589910658,0.039709286639011084,-0.01705585989580835,0.012271404476246238,0.01121963347929427,0.05014777962618278,-0.01717704185499563
ICAM1,0.007526296791825227,-0.013892491835089005,-0.018928103066756637,0.01926519387194643,0.05998946948306182,0.07784288546892136,0.08311980158580069,0.061288777115221224,-0.03191623559249349,-0.008245269426398444,-0.06351510138746509
PROS1,0.08770011140906006,-0.013765597495269162,0.003948756839089974,-0.005189825442861536,0.06399750763770695,0.11900209316009751,0.005793035187528829,-0.022225871460291233,0.006956574135017311,0.023763677371667992,-0.04885660669911212
CLCF1,-0.015097676686835794,-0.041734395604073195,-0.04051265565361126,0.03187976081165363,-0.017733678313800436,0.005254973467787575,0.004680859176330873,0.0362344260306466,0.02032055458248632,0.05317740723704317,-0.011116750618246808
PSAP,-0.0035975218717645362,-0.0321183118353589,0.05184665023848879,0.0063822207168773865,-0.028830410710676616,-0.058125441989187863,0.000728667035973836,-0.05047043881863912,-0.030299344924489498,0.019832472806671962,-0.034522915379576836
EFEMP1,-0.008003241412423364,-0.012883177588208781,0.026706188964160337,-0.03585342752411271,0.07686583362284052,0.04816288646515994,0.04013746801784995,-0.019928596316530562,-0.006922425911134257,0.11198357011977228,-0.020129877030957366
C1QTNF1,-0.04514748395902686,0.019715206885242927,0.05518307631101065,0.007975967937891746,0.06641466774090514,0.02538812238043084,0.03526683613673426,0.005472797215363013,-0.045884372622203885,-0.016196828613844232,-0.04169869772599379
ALB,-0.026165961772942788,-0.029495110257103017,-0.021772636968216356,0.002723257978672584,-0.018247975831882847,0.06274499522566258,-0.012773353247693884,-0.0325049707762134,-0.015716592213692957,0.010641409598167575,0.01591871422003646
CCL13,,,,,,,,,0.09245055042893459,,-0.020726179552823232
EFNA3,0.011778956016414528,0.008048702188142276,0.05434004665902681,0.08906565098292414,-0.04291446668162533,-0.05673891680275901,-0.04066610143436609,0.034364049928396916,-0.01622805085458646,0.017896576055047485,0.07414016098611466
DRAXIN,0.013708191648907046,0.04163673489979213,0.06371696312726402,-0.014827620168185026,0.10740597048937643,0.0020628442126533544,-0.03321840645707336,0.02641447672675592,-0.0859788109413515,-0.007636919313845805,-0.023254632760353167
RAET1L,,,,,,,,,,0.06600471118139158,-0.022448248763025053
NPTX2,-0.01267265597089686,-0.012499140136810947,-0.040404220178775485,-0.014444880612873506,-0.08116172640196995,-0.0540770212984543,-0.01958330140504926,0.025097490010437325,0.023030719615160088,0.08945354468482164,-0.003127785879917581
FGF11,-0.052540227146964526,0.09285121990221713,-0.02526944267670856,0.043809736701696876,0.00514898709474221,0.09999528057846477,-0.005298262820651894,0.001983270415049281,0.054636503042039576,0.00993114524612757,0.05007455879712705
CD59,0.06852242107659771,-0.059001997682319805,0.0025590360049974037,-0.07222720479686881,-0.05784842466335912,-0.052448604237894034,0.07957432959042442,0.028198069547555785,-0.05670393121554699,0.025684455657127604,-0.022901665628641113
COL9A2,0.017767079161992938,0.035889432521548,-0.0052418370271152944,0.005103164113994367,0.05717506021169645,0.037918956516177924,0.05705584248170351,0.0708568148601243,0.11206636705070283,0.044718275030181054,0.0009648026701437542
DLL3,-0.025233092882151247,0.023251863969995328,-0.03020983227130317,-0.052858571538913365,0.022378691601158417,0.04572548355087278,-0.007955321228041809,0.07987205579651294,0.14470546295467626,0.03271008121921018,-0.015122417598883345
FGF5,,,,,,-0.023668327905971554,,,,,
LIN7C,0.058958834595880076,-0.050313284423592175,0.004466824307150169,0.030786087175688814,0.05311449679524993,0.03398349671789511,0.002463062948567465,-0.02899259740064138,0.053276816358161415,-0.005935943994047432,-0.051088067219520125
GDF7,-0.018002819806811614,0.0067276999767860385,-0.013864255072045218,0.027869805769728535,0.001993651826592306,-0.04233877083116203,-0.03333083355390388,,,-0.02013843110031952,-0.015021001243565153
PSPN,-0.04824128898798457,-0.020957290390389908,0.0007553743103006096,0.033827938360723474,0.044320121884717914,-0.02221649957916066,0.03752221372142097,0.0074744683480107025,0.000808048479109258,0.035877079014305494,-0.004338737756236378
ANGPT1,-0.03645120191749108,-0.07028589212214213,-0.035372426535882996,0.02834479514683104,-0.019784753729947896,0.07039950387211776,-0.03170986996070385,0.03457447848272822,-0.060747748278854666,0.028199238930013994,0.01380684893063504
PNOC,-0.025423724300409758,-0.0396860625900628,-0.029013564970419396,0.04655057203512769,-0.05141196783913093,-0.013268906213537515,-0.0074292410510868375,-0.029727987933379923,,-0.021415296214851606,-0.017808010480167967
L1CAM,-0.027034009040830864,-0.058088281655413715,0.006248039441855572,-0.01726177343249498,-0.04022357115123241,-0.039823424081541166,-0.03973338350693723,-0.025991276398176676,-0.10060886947461406,-0.03613859993948854,0.09212850720674469
APOA1,0.08322383129740757,0.04281067290482656,0.0497496044179594,0.008031207842050223,0.022356484122601144,0.05515061403375248,0.05604117416681284,-0.030649112354163396,0.02118313301873598,0.039132319433573926,-0.04170163109219272
PSEN1,0.006646043051768207,-0.017628945182253983,-0.009377403160210566,0.01751583176196227,-0.010041141621051942,-0.0002022948443802071,0.025024448211422724,0.04651180856970559,0.02215910040589487,0.035386806007706134,-0.042071072627644646
CALM2,0.004980742070501009,-0.021301632136902397,-0.013448186954501883,-0.08223751543502253,-0.034777191721033524,-0.0783924318799384,-0.01458816171355399,0.04700474825539325,0.033755773371203016,0.10250103128042212,0.0961286899181295
CLEC2B,0.05779907302211796,-0.07481752897639485,0.03519644704597776,-0.012386191458320686,-0.03374180365814828,0.06265816473728363,0.047023616901267974,0.021502968613803426,0.04784720898625432,-0.027723672505460085,-0.0122089135271148
NTNG1,-0.04848826691848276,-0.042101079316940605,0.011698493673670218,0.01653829059613316,-0.03639427657558389,0.01563727220622746,0.04976994827231309,0.022270343748673822,-0.02273970396049241,0.0726632597049475,0.0159637107474134
LRIG1,0.07253491819007227,0.05986734143463967,-0.003214896086637083,-0.008809479895129637,-0.01263691311777047,0.02057632252486395,-0.029166937595477557,0.03511906239322273,0.09336780862843026,0.03499931027881285,-0.007650470088649853
CPAMD8,-0.015840936417718804,,,-0.015257154219410535,-0.036304753256211346,0.05314791967767183,0.008179918829322107,-0.015091589138332489,,0.05167159505392165,
GHRL,-0.025273075237800716,,0.0560222371011088,-0.017311536635440355,-0.00025788458665921686,0.0620577828152484,0.04995200618165657,-0.019175029277974733,,,-0.016248129191679832
NPY,0.11702242957855032,0.005840991597612443,-0.0005641901781963467,-0.023970717888229392,0.009222322741613153,-0.09995102378530145,0.0009816413999462759,0.005233500494692621,-0.07169307869418946,0.07961047147905109,0.010556046481235247
MMP2,-0.053859728819194985,0.037717744646717725,-0.024652874361623372,-0.020141025285416198,0.05499051354805706,0.09314408730438122,0.03420815904106104,0.06698510048208321,-0.03356293054957632,-0.007794047540269361,-0.04977541061995009
LHB,,,,-0.01328782910081848,,,,,,,
PPY,,,,0.025705857371894385,,,0.019032404390568747,,0.004794481729078127,-0.005157190962232276,0.017441095788941686
ALKAL2,-0.02372193263672939,-0.02723808812083188,-0.011128336218349813,-0.013094777669439048,-0.027886071964122162,-0.024276725766110285,0.02442351551326251,0.08401625873615186,-0.06680799516115922,0.005099949078212431,0.05257294638572302
CSF1,0.043863744209048004,0.00424925587316038,0.021607217273057963,0.009320450936538072,0.07816731492478202,0.01986307056386648,0.0565168464523456,-0.012635204423786097,-0.0252845747753184,0.00012852450880328027,0.04379196760205578
SEMA4C,0.03262586371606657,-0.019884180688252033,-0.036695133316351554,-0.008369664306697527,-0.004446269782814561,0.035701591160054315,-0.01825358010645817,0.038787604639209515,0.022001288105986182,-0.019852200802700393,0.007543067462381167
ICAM2,0.02027212243008696,-0.01617994250556257,0.01862490689027482,-0.04647559369566785,0.021499273434304245,0.03888957409039112,0.06547598023092195,0.0038952853731903454,0.047001440957502943,0.10344648772337013,0.006985595807665445
SYTL3,0.02316668678787668,0.012621796913475043,0.013293883044499489,0.0013556249635090028,0.07781976825217835,0.04680193195285819,-0.00013154627803953325,-0.023221474226327424,0.058302852108026895,0.08826238259579776,-0.008200436840360167
IL1A,-0.01840691352634899,0.09037882860349339,-0.00779289340317026,0.164414391422328,-0.026066007049377702,-0.024429109323253418,0.07449942099799589,-0.01651613245248676,-0.01821290382450778,0.058044949773196484,0.11901917281541738
HLA-G,,0.07270509866653789,,0.13382278104963943,-0.014078627487580242,,,,0.021907746478313537,0.07869001426782088,0.08203116378077774
PGF,-0.02309405643365713,0.027143962019412375,0.13714999483541784,-0.04321911225694444,0.0391795850458736,0.05727263188335629,-0.001887995190258304,-0.04174775451759923,0.03761928581406585,0.05462080172083785,-0.005363921114410983
LGALS8,0.08086311122198588,-0.06257529535078313,0.028904301211328996,-0.0064499674474714185,0.010686904557239653,0.03212821560054874,-0.016474458575197165,0.016358870783996747,0.013091432160612745,0.041110895108722637,0.004102645935090691
DKK3,-0.043293853958471275,-0.005852615874359778,-0.034112391140466845,-0.06491685197187427,-0.06951881715501948,-0.06166283538203714,-0.01883813925434071,0.02738704398280723,0.02984073055019559,0.04257412002804887,-0.045955755294001165
COL16A1,0.00020386896912031027,0.05912130001315603,0.0012644612199588638,-0.058984177874143756,0.07048586233167718,0.03563545752316226,-0.0439363577989108,0.02516940889709222,-0.0071637118119729426,0.009019190576053373,-0.0018332654002556012
TPH1,-0.02951083583987275,-0.02775352986009078,,-0.025539199980750906,-0.014918269095930617,0.004008801116075717,0.027357070211882176,-0.018081044945947252,-0.02283570077969504,0.06108953495067267,-0.03395231453970073
TNC,-0.03357512866233309,-0.008956395846605474,0.004489504381742195,-0.007169650071087178,0.05601358380615228,0.12088632034274749,-0.012326871622886197,-0.001437071030795953,-0.1501584593309104,-0.02479621620569383,0.010206507206434552
TNFSF9,0.013563700587361354,-0.039112746063821695,-0.018609115138992428,0.054741648172173474,-0.016801811346341743,-0.035945850965090835,-0.029815886441630548,0.003968585725443948,0.06430579301470835,-0.050592026960084885,-0.023214149835860887
C4A,,,-0.010966476532441786,0.02132298544850644,,,-0.011243783034103408,-0.01589392536856847,-0.025438192048140112,,-0.01517942242907885
CNTN2,0.02900503575172704,0.05841476861747452,-0.03541258117655887,0.01570945745520337,0.03954861152607926,-0.04421984251547607,0.038879711450055074,0.06556225707410337,0.09226277147764662,0.08947761634484365,-0.00957348399594411
F7,,,,,-0.012956559280142806,0.09239155726057256,,,0.035478239325219096,,0.08308280048207858
LUM,-0.0030592359895600203,-0.025365374695515426,0.06371717152207886,-0.00334200266021979,-0.010496965804698822,0.06367316149501225,0.028918160952841745,-0.017354923872338217,0.043799303671114655,0.09308993178256689,0.010376666494099027
IZUMO1,0.10572692580932153,,,,,,,,,,
BTC,,,0.01992415231531049,0.03959574345258108,,,,,-0.004310057268006299,-0.02158340069194719,-0.014536114227968617
APOC1,-0.022369387085872744,-0.09416525201371893,0.025411656379635987,0.02127498594604838,0.02737093984602327,0.07901439346321508,0.04015529694761577,0.006872156325858188,0.0005407734752997655,0.020438562163055757,-0.0029561672139094084
PKM,0.01689594661314264,0.052130002465304415,0.02450063906399777,0.017406663093992077,0.0098447982400862,0.06357855012591204,-0.017685255558347754,0.02078091011565931,-0.08898633803725639,-0.024964714213294572,0.004202532503075446
TNF,,0.01962025747210808,-0.024350138442833704,-0.034778272852731544,0.04891896441284077,-0.0314235566043847,-0.025651887218493402,-0.017664661679387045,-0.02250577755554014,-0.023491941774992628,
GNAS,-0.030319733836401488,0.030206140996696048,0.03788792564046073,-0.01251620398629069,-0.08217753106749787,-0.04897213727335208,-0.03246437641977674,-0.021510795262501436,-0.08077270521480402,-0.04260225528607155,0.07956706456262715
BMP8B,-0.010380113565366977,0.07653696938820305,-0.03037883909498478,0.037948081508368134,0.07917131609022814,-0.03126037522335653,0.018262227891461175,0.022439360435006037,0.031241957868939584,0.06826904621803595,0.03616578266069073
LIPH,,0.09530704925518259,,-0.01995760756602546,,,-0.009065562799080747,,-0.022849042875403843,-0.026191494037496463,-0.007373670825582172
CCL28,,-0.020838827975165525,,,-0.014541959977055449,,-0.013959475332400205,0.008712699125012205,,,
PTPN11,0.03302151821788607,0.021601579188337813,0.006908386731105401,-0.04116511612277413,0.020850184376122762,0.007264997545559187,-0.018619212953943764,0.030801024891357647,-0.007359624982837303,-0.013154621648422798,-0.01841513588923449
ADAM12,-0.04003423416455148,-0.006636786198984665,-0.013058954129114474,-0.02453590315073935,0.005230159889819547,0.06105682789964362,-0.028723312399919144,0.041571608632912815,-0.032689336984811065,0.029616972505022668,-0.03847940687292005
EPO,,0.023746975987105796,,-0.006409701073863561,,,0.10544801867280658,-0.01808104760120994,-0.007071186823647629,0.0820740007855761,-0.014371075033189656
EDN3,-0.022246715904907576,-0.02875997557986522,0.005622408081382244,0.020356160871823598,0.0008676171445200289,-0.02712188952040513,0.05937154714820024,-0.01826761710377087,0.020123570035944942,0.03811533468031733,0.014249492734348649
CCL22,,,0.03286325254552628,,,,-0.019097899243024262,,-0.028084832481222545,-0.02487568742053746,0.017007595236828113
CCL2,-0.03525264208418482,-0.03136733805626075,0.035961662181201975,-0.07353810981440263,0.009585308169340055,-0.005715081118135754,0.10192179091043747,0.02546921640406408,-0.07455971970721781,0.006798614415470771,-0.008276434514691886
DSCAM,0.01743066010031326,-0.04575664507282387,0.011807076050369902,0.03597624612367395,0.08950697250284806,0.01752888281508181,0.04129447767741642,0.0103627964093029,0.10900349755859254,0.06831964515000157,0.006133628332696461
ANG,-0.013586365200783075,0.058030763932056,0.030372650844019643,0.04582583882788121,-0.030337215878973527,0.05986254084210247,-0.027461679215970803,-0.004511218677995634,0.01369284722459128,0.050790810596659894,-0.032359717200411205
FBLN2,-0.020859033148149915,0.011780332435255163,0.026678139827114682,-0.011642928667288149,0.06536841748000818,0.008426024514651008,-0.033189217325229094,-0.000857587602609376,0.04581266712055043,0.10666351691482749,-0.014504231413710817
VTN,,-0.02697711520540868,,-0.026162548381500245,-0.014918264217643173,0.08934580968121364,-0.015582501247763775,-0.015024261960423647,0.0032295974096807553,-0.019127801851324643,-0.018608602504199965
VEGFA,-0.025457777216063796,0.04625623874339901,0.030528667545082436,0.09054144149911546,0.06946305617978062,0.056621242612422844,-0.054153214882582755,-0.010054823331640013,-0.08447584936731864,-0.03859233711666183,-0.004577817027114828
F10,,,-0.01582516987930637,,0.003326808604607567,0.00825357725588794,-0.010399904904055344,,,-0.007620828195297961,0.020510891011842152
SERPINA1,-0.005750802211558689,-0.0036194814177141557,0.010981776851253679,-0.01877833834940765,0.010142911651179467,0.08131789761767118,0.008688291845043725,0.008866451598731624,-0.09372929539350415,-0.03917869472628277,-0.0012493760864503798
VWF,-0.019301207484347212,0.012391403164900805,-0.029461337241576284,-0.07512767265970567,0.030439396321353715,0.07655749185274334,0.08706658448758568,0.03021141659694442,0.11846027593766903,0.07418982498812654,-0.004875785096812818
GDNF,,,,-0.01654941234243001,0.10354158315538997,,,0.01882124782213177,0.0009062256052232559,0.014146221774423873,-0.020123866619200563
VASP,0.023546902069279656,0.0069662263167162486,-0.03583516885198814,-0.03206731092108135,0.032990019310078604,0.07819441611120588,-0.0037569640247660063,0.09205712589908596,0.0462736255120798,-0.005148307478998628,-0.01710693159248634
ADAM15,-0.03813596690305065,0.06477246998675157,0.004415484499978185,-0.008736974138102954,-0.003933977455238779,0.03397348781000887,0.03371691468433719,0.015407108600338544,-0.04131551649105011,0.0016362257558675641,0.05431458356553692
WNT2,,-0.02423100928490204,,,0.021035911910952318,-0.004796347466837683,,0.002639236731125551,-0.030780102569866904,0.001903604454972696,0.02591092257242521
CALCB,,-0.0024152268707372344,-0.020057973268650692,,-0.015121256709142144,-0.02366832764876013,,,-0.011037092186268237,-0.007894031906758126,-0.02244824433416246
OLFM2,0.039174833277207596,0.042937850426234575,-0.013910166633310005,-0.051789380882990455,-0.01964226545556302,-0.04838699479308794,-0.02166733863517423,-0.022414932342680945,0.065373017494223,0.023622263273432684,-0.01194499248012434
MFAP2,-0.0057379124657759815,0.03704025458082633,0.05246016411121533,-0.03869564024344916,0.02237185305080421,0.10885507171856514,-0.02490896293804374,0.017641730521346155,0.04314780186830584,0.05308552121180974,0.004246894619050473
HLA-C,-0.01847223216509709,0.10370931632276621,-0.0428947959469092,0.015016413921579755,0.035993008650348095,0.09209268382728751,0.03804323478160233,0.005600778017344448,-0.0012268884888545664,0.05644383402472713,-0.015305347809961659
THBS1,0.021757423148048897,0.018372194317419873,-0.022714895942696257,-0.04255256080224617,0.0183550100295742,0.07420074157125814,0.07591436170962286,0.022682377543503725,0.010717520755914513,-0.025760236411172917,-0.03132899587532692
HSPA4,0.06056719179910765,-0.007985833171792077,-0.013277280931210403,-0.0029121526293241777,-0.019028718926743262,0.02581373361451017,0.02774239754985438,0.021461490477403217,-0.008467480324433101,-0.014373777981368251,0.012677303816685062
LMAN1,-0.030792659774054886,-0.011631272972107372,-0.04034144441705301,0.020745937789143312,0.045841438527822166,0.054257544916182475,-0.04524379656238539,0.02523736901426362,-0.08219491846607001,-0.04865346051256368,-0.05278748645072285
LYPD3,,,-0.012779957582660921,-0.014917574844865202,0.04022743776338206,0.04990627783108099,-0.013279517005762067,,0.04151281728521837,0.05652998769770894,-0.02288856711523835
APOE,-0.0003871888496999223,-0.03959841742307954,0.0226019518100639,-0.047268484394740844,0.004582361534552875,0.04738983887635901,-0.016863258287816554,0.054650150629475196,0.02534669876282727,-0.07742968572119198,-0.06712603032558306
SOSTDC1,-0.015840935102003958,0.0438469110163397,,,-0.027391779165453687,0.0565412819473313,0.029680370908568572,-0.027493819350521323,0.009048063355733693,0.03352958898875984,-0.0011982078783557802
ANXA1,0.06611349926394436,0.05235195370650111,0.005754110682994938,0.04583292153224976,0.051014262367640256,0.06688774053009035,-0.0027210143362937918,0.024648274657033578,-0.02722169324420544,0.03411814207269198,-0.03364085687172017
WNT2B,-0.0353201117696423,-0.019698585504835345,-0.018001046930151848,-0.007753012161671005,0.03749100593067382,0.09105942064099716,0.04856429493141701,0.042734716753844756,0.007341449774506359,0.003981522674364917,0.03568091738749207
AMH,,-0.005686095261042927,-0.017160589829874607,0.006991932515639787,-0.027155975198210835,-0.01591892973576062,0.006207951695300922,0.02111055362788506,0.05725322913424855,-0.02666555692941022,0.019143082713141534
GDF10,,-0.023647535537781733,-0.014377661323422015,,-0.03130373190272039,-0.03813784612210478,-0.012773352891005207,-0.034785552752156966,0.007653563573486641,-0.041893473358861455,-0.017920438655613727
EFNB3,-0.03413038890566064,0.01872728487074991,0.003544925632587058,-0.004834020612912507,-0.0020186939554504373,-0.03115240037103347,-0.00023539319362223793,0.004007927264041099,0.016010771774794128,0.056973495325138276,0.0576081274603754
LTB,0.004104707975571002,-0.02875996927900767,0.009354470386081474,-0.0030003765641481864,-0.01551969438897887,-0.018657848698934755,0.00037991512739264546,0.0827020722305998,0.0581344707517644,0.07682915409938554,-0.006438872921654271
ANGPT2,0.01678867539034126,0.04945859448467533,-0.011736280036026897,-0.054177263961176454,0.04035625391317481,0.12815375279176275,0.00766799777380573,0.02125042002144949,0.05272662177731346,0.043975313510148266,0.031012672281977155
NRTN,,,,,,,,,,,-0.012796411144532505
ADAM17,0.06268972675303847,-0.04208339628989927,0.026210252483790154,-0.040478131065367406,0.0461585253451575,0.08528667138340812,0.014682852766833166,0.03811756059666693,-0.02538278270780933,-0.013230405446358416,-0.05120578616399188
LRPAP1,-0.013761935755385125,0.06779045028400987,0.0026157095734136416,-0.06744749185417388,-0.03875078326997663,0.046557351706387154,0.03010178321482547,-0.030558837452766854,0.05341790347356889,0.08705761935735766,-0.021698284112668182
NID1,-0.04655482149078641,0.032159190820423345,0.04133933746276413,-0.06556181954891889,0.07969691734137618,0.10267741031823051,0.021451723564529082,-0.0033759378931168624,0.030637457687674802,0.005581847781046992,-0.014462390199970948
MST1,-0.014822070425959916,0.05865076802206927,-0.02506865564478662,-0.005070222034288072,0.12250155910101072,0.04181664393712054,-0.024777768127554247,0.02071243963259906,-0.022934203682056856,0.06852033789826441,-0.019564424045200327
IL13,,,,,,-0.0239743525982414,,-0.021205634603518212,,,
DCN,0.03219236791144585,-0.01795950523729693,-0.0119261651611098,-0.049609448341422904,-0.02804421363316163,0.08039521311948583,0.009151617996206713,0.01445704262703209,0.12676146960687937,0.04789639920756632,0.05072652011598866
IGFL2,,,,,,,-0.011243784223832437,,,0.09453005505950789,
COL7A1,-0.025573619712250067,0.055478836974153775,0.09861459768045523,0.030466773674023964,0.04001224161692095,0.07003819739129685,0.0714567499139193,-0.02716418967984749,0.04111177545155695,0.025986042088449575,-0.03671859242351161
CALR,-0.04236170319843872,-0.016615742893266516,-0.06617386667555675,-0.047262140782095,0.024512688279972748,0.08603922962951266,0.04215515493459269,-0.02564382040161606,-0.050940112991081546,-0.033133258507107514,-0.029226467738916705
PIGA,0.030169528983928003,-0.004531107785363201,0.10115135320662966,0.05268648989091094,0.06283781435919204,0.03357230481639036,-0.00010766359454853955,0.017693358099785634,0.015681485388858964,0.08283568552166053,0.011733935131021207
CD200,-0.025463872664528653,-0.06189518214363657,-0.00427213588524979,-0.0268471409113914,-0.007424016325784,0.029700323296595433,0.04209415812771127,-0.02821850614574239,0.0007276226362764392,0.021891648537992754,0.04907472800546271
GRP,,,-0.012203961089834204,,-0.02018441948887877,,-0.017457335551147774,0.01881082574926978,,0.039077577101992125,-0.014035571447480404
CDH1,0.025676876005524707,,-0.017044171123204242,0.028006162964917133,0.03892347334940065,0.054165409756685184,-0.0360012252073382,-0.029727996189050036,0.006832437025519393,0.003010866291072233,-0.0487840927214464
LPL,-0.02149034941513734,0.12527908679558192,-0.00368060366025596,0.03008277372429659,0.08528172369371116,0.10097007238690403,0.025489566113219803,0.014307586661720776,0.13031490623971256,0.09657493572713582,0.009647048805572635
SEMA5A,0.04610005477536399,0.04487222645921063,0.04566918847698849,0.0015548661087518016,0.07636785059821209,0.08476883554519428,-0.0075065190567736835,0.04548209561084425,0.1133468199491645,-0.05102373928793868,0.023594990513409096
SEMA7A,-0.020829873837913376,-0.00968737338183279,-0.019296821061399027,-0.018865706559568072,0.022914891837953047,-0.007066090193734157,0.039530368859831445,-0.02055843689223098,-0.010432489887222916,0.003444203106810558,-0.005062491563791851
SEMA4G,0.0582725767654377,0.041310985012702174,-0.0038352130787873266,0.0635017291996917,0.02539445854662186,0.09028974936314098,-0.03472734956434048,0.050115338782740826,-0.06476782778370845,0.06651884221538676,0.013898449849473546
SEMA3B,0.015779884069129942,0.03827447375625239,-0.021664090608089756,-0.02668514383623644,0.010971660637840448,0.014095826011987826,0.04178464773747096,0.03750064009980964,-0.0002234082966082658,0.04856786803217594,-0.012794162587560063
RPH3A,-0.02185628731394775,0.029587103143110343,-0.036837615567030885,0.04865933904668521,-0.008713935562497081,-0.03264370236266522,0.008709306708830588,0.033165614232666354,0.018562526007316917,0.09073732066274837,0.043227885521435624
JAG2,-0.04338947453837141,0.04846417247806944,0.0009442357071088506,0.03579651545951368,0.010171146109384063,-0.010476202007685675,-0.04043018442407734,-0.048380327207823266,0.023337127323765923,0.038159403996934134,-6.8843414473603765e-06
CGN,-0.01322213877470685,0.09294715186246645,-0.01661599461869207,-0.0033332251793401963,0.06676631680662784,0.0589805282619902,-0.024102786936097447,0.016201931300320976,0.015398708840183763,0.0004898745913212163,0.03265195675894791
GDF15,-0.020987863236635547,0.027872831250218087,0.049332372906927616,0.029207405356642766,0.05476423823011151,0.1342426847955835,0.025531059807444263,0.012110330643752821,0.04940472792352636,-0.04790541899395654,-0.027056755610550026
SEMA4F,-0.03067585559002863,0.02139416477127721,0.002071143744988731,0.011827422031482486,0.04450890697725489,0.041581751395600844,-0.004715710045898027,0.04309006219129388,0.003630808188446757,0.0716701214389885,0.016450598860396043
NXPH1,-0.0745814558651288,0.0925223563247168,0.07116447401879618,0.017967537857963716,-0.004610729797084304,0.10535713381093162,-0.009618401256747762,0.04119545619062722,0.06299626972538798,0.008499696327756462,0.02352389308139995
