,UKF243,UKF251,UKF259,UKF260,UKF269,UKF313,UKF334,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk
CSF3,-0.019547938829150516,,-0.027968827807043427,-0.01172850080000736,-0.020346029714624216,-0.021527720675751132,,,,0.16050689168378549,0.1024947992472299
PI3,-0.01088760714069712,,-0.007233479368673853,-0.043370002519184526,0.028502867079600605,,,-0.020746280727089006,-0.02016014413551695,-0.03560898944756583,-0.02637959297981758
PCSK1N,0.014512755660738435,-0.015772834948579676,-0.04091297572766308,0.08180715420833813,-0.016466045358628095,0.08507876931798489,-0.09851872676107626,-0.027483777841468538,0.01752715969056319,0.0691667427085825,-0.05173321069082257
NTS,,,,-0.04736091863323126,-0.02500771797095571,,,,,0.04221889158495026,
SFRP1,-0.03481754371218405,-0.006814860173686242,-0.020474554191132782,-0.0161291268746851,0.08957889620060919,0.012112907439299934,0.004380813742437733,0.026100918103393017,-0.009532172192222481,-0.023706660849345668,0.025673050617769252
CXCL13,,-0.029152187276229233,,0.03117679847487137,,-0.04052068860294585,,,,,0.12629331858650825
MICA,0.042550154967754855,0.06686302400347449,0.009774255922677144,-0.010547751215804237,0.1379044636246424,-0.02270958475671155,0.09939969348424386,-0.060497059184010576,0.043079332771603494,0.03535308787539671,0.05360084270996258
TG,-0.004421104578178018,-0.01639358748093278,0.004340930776129689,-0.03420925914388939,0.03940251683168683,-0.03058555977686732,0.017643938358693375,-0.035449722723647686,,-0.005497862084381715,-0.03815047091554219
ADA,0.0004669538561708414,-0.012248575249073246,-0.001596771875671128,-0.020030857674906682,0.08022080609515808,-0.009598680665918543,0.049510270270381296,-0.10635107486354671,0.05852996290795141,0.029793608414440485,0.06489165850573787
LAMC3,0.025292935701127894,0.029190087616938705,0.03232860153914529,0.018629374107835155,0.10955085124491341,0.10455852796248567,0.018347733797742547,-0.08869796471989064,0.11136338823750984,0.042740385196395,0.035854321532639746
CCL7,,,-0.01597485780801042,-0.02119205925181621,,,,,,-0.01717463180246099,-0.04107099116756206
NGF,-0.02649016788579423,,0.07751227666004741,-0.02262031755367382,,-0.017546101563451297,,,,0.06539652505534439,0.1358329630676762
TNFSF15,0.0021984529682540967,,-0.017788785489506413,-0.01569052875643214,,-0.013709275667563392,,,,0.011332969615638176,0.17495329409809895
HMGB1,0.06498154182947433,0.0788698160324765,-0.03007808195629164,0.05640995735681021,0.10560795248462038,0.0055983314061101245,-0.0025653260399730897,-0.18135624976503198,-0.012705817818015113,-0.0313453456642625,-0.01807611014696272
ITGB3BP,0.01293428910887854,-0.02030195454197051,0.0679995468859958,-0.012372388248990748,0.14734833602168354,-0.022255246903172845,0.10533072823709855,-0.04494046221745966,0.06204718665200654,0.007202253602688844,0.005612940282472938
AANAT,0.013838257630478124,,0.05795012288524313,-0.014138104793470519,0.02509542423965512,,0.009632675679818807,0.10847064453054787,0.006513120641349091,-0.01817147666655961,-0.026060251495400696
RELN,-0.019947603940368045,-0.020669191145995712,-0.028095231652178344,-0.022442400856245787,-0.053852490369348166,,0.0022604030025179275,,0.004205001548488039,,-0.056780610156341504
IL15,0.03280097853366691,-0.020885179643440485,-0.03739792142009521,0.01281869351526512,-0.004263128944463988,-0.03223578423595652,0.02853778710246803,-0.017799900641329785,-0.007116162760604926,0.09291298114309297,0.009161475706010794
UTS2,,,,,0.1419367149551321,,,-0.05333326764686432,,,
BSG,-0.07838650160798089,-0.06519033791466886,0.10186159497669679,0.056704441469750066,0.03038380265047233,-0.013378364104962596,0.09175845328025851,0.19409048337120602,0.06945252902467913,0.060315062110810266,0.01200203796317056
ADAMTS3,0.023974513282082496,0.10040125936570675,0.03412996256618932,-0.016349685352288222,0.12317387332889553,0.0014572640533359505,0.031907203372535047,-0.14808119264888145,0.09600268326131096,-0.01316623303633276,-0.021285393639323937
CD34,-0.011294316877684459,-0.03170714498286109,0.027445802738516007,-0.036151054834329795,0.06167908932290875,-0.03217489702562986,0.0758558233990699,-0.12096972710409955,0.028978861136744045,0.06248630140181272,0.055289066528698604
CCL23,,,,,0.01572141639039644,,,,,,
PLAT,0.08962034600373944,-0.038723404594903,0.0032545141321630145,-0.006656734498770945,0.14680866010193658,0.010874313997031322,-0.00776249445176092,-0.010437816370755887,0.011275227957223096,0.07762415204824114,0.020828816076543293
NTF3,,,,,,-0.02920157025810143,,,,,
LTA,,-0.01205589576249238,-0.020474553233300958,,,,0.16389012463818098,,,-0.02445606908593118,
CKLF,-0.009568039666600478,-0.0408992949663732,-0.00814737362968678,0.04905704158682688,0.13594282855844456,-0.007297913776076021,0.05264382828706604,-0.035642986306451734,-0.015261112797007557,-0.011254234922132376,0.025939666575095433
APELA,,,,,,-0.025272314954169314,,,,,
CD24,-0.04642297752842937,0.0061797372214531295,0.017940896042376996,0.03303524799126653,0.0995708712242924,0.0425253654651924,0.061788924325056484,0.0157099955790434,-0.003934506074985032,0.02331105587228044,0.010796832504166425
HSP90AA1,-0.007902377175378174,0.005971194619404173,-0.04351506471331421,-0.02513969801552489,-0.11648524016908253,-0.0021550636210211755,-0.09691747323146611,0.05115340228757671,-0.03743272534230447,-0.06020675375102449,0.005223330536580893
BMP4,-0.03334083719108935,-0.012779956224920156,-0.04160445768175891,-0.013063260874388522,-0.006665592067093294,0.08856361521031174,0.01688296888878545,-0.044762416228241335,0.07417216892225423,0.06608405304100963,0.0030684100482009516
SCGB3A1,,,,0.11459226486175739,,0.03900861977636849,0.03169950495607326,-0.04899578399332612,,0.10622997071706619,-0.0026797170289989077
IGFBP4,0.011715157296978355,0.020515620894867814,0.027165461711905918,0.012817093623384629,0.08208209665457486,0.0018848792728970644,0.021653770079379908,-0.15926892103996254,0.016339043415250894,0.04022072326747018,-0.018491441157834763
RSPO4,0.05921244539610494,-0.0023230546936853745,0.006513070882722645,-0.019432331933914904,,,0.1434436627120436,,,0.09972189737643729,-0.032860944865610184
LEFTY2,-0.03228900864660638,-0.012203960505179922,-0.03068679562454057,-0.01677912577344487,0.13334088371324118,-0.01550093899149148,0.028937099708775935,-0.11223972027220273,0.07484718747792304,0.05603865628726918,0.05841785594989431
PF4,,-0.010966475763599806,-0.01393774871402403,,,,,,,-0.024456063426615396,-0.02574183753957622
ANGPTL2,-0.007108179722697534,-0.021388877282336256,0.008840982227416682,0.09014626869436246,0.09336962862593777,0.04851078343850316,0.17125368034775945,-0.024707814667347772,0.021156524548388022,0.07427220320818925,-0.03861186358548524
LRIG2,-0.0007146679759638876,0.0003279425175478466,0.037728375360778624,0.0028194811096145683,-0.013746891485162914,-0.02478192575615849,0.080814397186443,0.1637200828687124,0.01596044927558445,0.02332796398634576,0.008805298744944007
ICOSLG,-0.0017554480859267982,-0.03251730329200058,-0.045509818896983495,0.03675003974325426,0.02011078608489893,-0.055029263174693414,0.061823517377901496,0.004960466770405888,-0.059095139828156,0.018884013917372332,-0.021248865762664073
WIF1,0.015746547179577946,,,0.012832042511638508,-0.0886324313091539,,-0.030114479042991037,,,,0.006365789327093563
NPPC,-0.03639570321276558,,0.06022941700250837,0.04840174351332472,-0.033648471706044736,,0.13215983300856876,0.07352276518379527,0.04360800711831331,,0.07693672401940115
LYZ,-0.03172612386418236,0.009748768766609192,0.003661288714750065,-0.006115330794171821,0.1036159951751661,-0.029811063416988647,0.02596384127243052,0.00482966444066188,-0.010524725348477705,-0.0042912594858136545,-0.024253325121619655
EREG,,,,-0.027345901730575717,,-0.01812592876921953,,,,-0.02535657508115774,0.004325339717286152
SPTAN1,-0.012018321196429241,0.04031948809268227,-0.05005979793234666,0.0018701984643446756,-0.013120007120574447,0.02279393592973179,-0.06411658863499145,0.030022216605894138,-0.01893340601953952,0.006683633358212005,-0.030457541729391198
LIPC,-0.03166303895473541,-0.016505132122836913,-0.025047172485728037,0.11670058491470042,0.07751756663373002,-0.02266414548027711,0.058107436187246696,-0.04412988453147725,-0.03417761035903914,0.10805952180445386,0.04004409157638969
COL8A1,0.043355398983865596,-0.025557882314541265,-0.010372185702246933,-0.036944422073561335,0.09538935629172957,-0.0012563479642502013,0.1141167028745572,-0.05351136147387305,0.019039168748467193,0.06833727778964696,0.08365461872313625
GSTM2,0.04854881920588393,-0.010054416622040917,0.045971892757307224,0.05076537296660296,0.09487467976817161,-0.03322859139030333,0.0757330120620297,-0.059750674081727656,-0.004200739629769902,0.0348745705592729,0.013895267130478913
IL4,,,,,,,,-0.04218395793960338,,,
SPX,0.12195722376152444,0.031494618909838075,-0.025524590223680844,-0.027315728671091773,-0.05838226547622443,,-0.03924250443986064,,0.029750366380657742,-0.02886477695440199,0.035914871545090835
MFGE8,0.042081004033804444,-0.04383042357718424,0.010284499864038583,-0.0211650544343009,0.04013040577835158,0.02350306769981784,-0.02761611510757157,-0.058093311160563786,0.05941826161958206,0.047101613927140226,0.05248206892919745
TGFA,0.013668881201298156,0.010445353813746526,0.04999694703778969,0.05351488094427041,0.08921924056231886,0.022438905208018996,0.06700108273443266,0.07549419885924843,-0.02145192485414195,0.07584142114983435,-0.015003728525502727
SLIT2,0.06139654047364945,0.04211395296255301,0.047827145750649384,-0.03716436883413246,-0.004373291152760776,0.024611680869612816,-0.07674385898195103,0.018478095746022216,-0.029053780106457715,0.08486809524368549,-0.018969977099949915
PLTP,0.015853885766949273,0.042560121748203825,-0.02184859975558745,-0.06486467870674448,0.11513890261962824,0.01814332159462355,0.05258349252185741,-0.10204078701799127,0.06295731177585466,-0.07432778832751777,0.015018164924161618
APOD,0.049506704836040916,0.013969369464057097,0.020200431549667906,0.060536680526778616,0.055620177550021764,0.042842599035124024,-0.07658675180192596,0.11285721238208418,-0.09623470473380683,0.0025056446856247167,-0.05065374268307512
B2M,0.04732843475580504,0.01388462852982429,-0.09630423771155075,-0.07562027379191352,0.15079109243326838,-0.08603165450017256,0.08982450386139272,-0.10535499964203261,0.1093997756470355,0.04102448392809686,-0.03804991318077998
OMG,-0.0057625599040011305,0.0233778710567089,-0.08317221711610025,0.04736111366262225,0.015680245535804608,0.02172404395012847,-0.044983371454495186,-0.059561494371612185,-0.0191351799015865,-0.027364144038183415,-0.037207775940596405
CXCL3,0.04024118333166273,0.08387686464933466,0.04401176197368211,0.040167044967100496,-0.008200544712470984,-0.020713410824063902,0.0038531632832128015,-0.033682062298718785,-0.02066815122750435,-0.00179591592019401,-0.017993299421481156
CXCL10,0.003136694851577509,0.03489344524488458,-0.023349570199860045,-0.02746435420202067,0.105231599608217,0.15813801949249273,0.014612273661351729,-0.07806027373649657,-0.00990202829673371,0.025569863319146204,0.030442387111719888
RSPO3,,,-0.016185976005374043,-0.018813684091324303,-0.03013605630223187,,0.02949772076605213,,,-0.017428892944118,0.04301431071322513
CORT,0.06207581055580592,-0.019585431266178004,-0.010773172601451733,-0.0228332462327249,-0.007199555496446274,,0.002085598965583237,,,,
NCAN,0.005517678406385834,0.0071280591632523005,0.005275840412807167,-0.0176441536624585,0.07495414527304523,,0.01555944492229613,0.044958116375492914,0.11638692851071007,-0.045974731167303225,0.015637513166076016
PRG4,-0.04951610106467514,,0.055193497014812645,-0.013470530264792953,0.04802987164856508,,0.018522047627522825,,,0.024242384065752184,0.09049822570721587
ZG16B,,-0.013196371215215899,-0.01854077909647445,,-0.0008832901401761543,-0.02044855374817767,,,,-0.021731953805927195,-0.02196042749926907
TGM2,0.08078823338750048,-0.014411836027480923,0.01498678082355657,-0.02537550534738552,0.0419571662796427,-0.002829931667742396,-0.06513221973505337,0.14396272403739657,0.03320229346934385,0.011176606218065252,0.03215527561554608
VEGFC,-0.03552879113583397,-0.016944648826320047,-0.028471478474437803,-0.02073560977976439,0.02038058525394681,0.028222398574499413,0.026036297277357814,-0.047818471417006056,0.008683855666778635,0.07814552131439514,-0.03564551451218241
WNT6,-0.04505997233722893,-0.012203960825466802,0.0052439151896371845,-0.01856109383568325,-0.025671844691092432,-0.022865662977740606,-0.02673778756818558,0.040100101305718526,,0.036684419635552204,-0.02269171021041994
NRG4,-0.01569229560985264,,-0.019442135765934676,-0.00034010324100941253,-0.02021782312997761,,-0.03574077987180225,,-0.021890696762880826,0.006109927880692389,-0.03412485172626419
PMCH,,,0.01751098035879445,,,,,,,-0.03758331846463152,-0.008126654501895742
COL9A1,0.053389892823199385,-0.030311637313589598,-0.020305891809114174,0.08774514021648157,0.0781221846338568,,-0.031844767229750014,-0.05511907284026891,0.012430861379756675,0.00625145975141861,0.03286756230906807
GDF11,-0.01251131379065567,-0.043685021008029554,-0.020095732943728968,0.04327992887338591,0.10800116357965134,-0.009385917781384402,-0.01178600422459268,0.0013851382012750103,0.08506625480270891,0.02830267123608687,-0.05406039233138205
RAET1E,,,,,,,,,,0.0022257409777078616,
IL24,,,,,,-0.012894787990879324,,,,,-0.012291189686517672
SORBS1,0.04157902555537431,0.025333086599517572,-0.005849425645304028,0.008873748668194362,-0.009102364527145567,0.0023708806153389427,0.01984617052075989,0.036063964515289114,0.00234604786988825,-0.008765979929899408,0.017075637901210073
DLL1,0.05408523690071818,-0.015785844715455404,0.0035999632219101546,-0.013490753391405022,0.014654749144549806,-0.011071921074158685,0.04611915130733504,0.0003647742116330797,-0.0250565237912689,0.0614420224669892,-0.06604723364181321
TLN1,-0.08301896082434365,-0.02040088234129139,0.026211362649981727,0.01756500175475969,0.10401619222253224,-0.0034290131735471917,0.11104058127107365,0.06924273168916738,-0.00492024422924725,0.0556315828686809,0.05122220821465664
COL2A1,0.034413235265568484,,,0.01789655705649422,-0.024096185824271567,,-0.024944543693380093,,,0.038830862018519506,0.05199499694312535
SHH,,,0.053174328791359145,-0.030499974531146477,-0.01894252989756666,,-0.023806890316923245,0.06047014743386936,0.14951565170680645,-0.0007413422157347074,0.010771653283079219
PON2,0.08580747971380735,0.008125385556435428,-0.0438513275120712,0.056557831373647394,0.08290865805202008,-0.002587563397281662,0.09111917718214928,-0.053506523283966836,0.04425128980932234,0.017634958317194294,0.06434493405817467
ICAM5,-0.030433314309495068,-0.015709238393792825,0.019127915920264547,-0.0319067456764941,0.0025570294793938646,-0.012206501199523566,-0.04649357081279134,,,0.1282364850934382,-0.03081801219191807
HPX,-0.010941913962351208,,0.027643079939971456,0.014052445569160212,0.03399097096702719,-0.024237361710828284,0.09730240573582795,0.0016435468985211057,0.005272097941264488,0.09973528562750282,-0.02710013639567305
SFRP2,-0.044749883781573956,,-0.018906173579457876,,0.03977038374179046,-0.012726016743363128,-0.008000880866010135,-0.04218398276841789,0.048581766346747685,0.04401168467281596,0.03264390331709711
CFC1,,,,,,,,,,,-0.03019512448715258
CD70,,,0.0864880948918347,,,0.015915884682896637,,,,0.13038949218337237,0.10728920855905358
HP,0.011532922860321137,,0.02666639632061335,0.003796458018102717,-6.40032401701957e-05,,0.07362579099044404,-0.0492538312357988,-0.010162894703032947,0.08694321244993754,-0.009309526893263694
CXCL2,-0.0007671654944317461,-0.03097898163794784,-0.00717344216121415,0.025850844862092125,-0.009007658528532957,-0.02222206516995287,-0.04711955779213202,-0.059727040733223734,0.0037343477863615525,-0.029356564333678756,0.012765549654624236
NPPB,,,0.07235800776770022,,,,0.10575464960074693,,,-0.017679672813628283,
CCK,0.036654196972556966,0.014561708355781872,-0.026406531844881957,-0.035677888364947626,-0.09325870106614083,,-0.08047849499173984,,0.06590856799787562,0.01286529408530984,-0.04789457581930427
SEMA6A,0.015582136525516746,0.039883158118312965,0.004382422417827779,-0.0166775557026533,0.055445983882813556,-0.013935180875020074,0.07007126837993023,-0.02424311504149521,0.01941832140434009,-0.03015258306864454,0.007653868947664398
IRAK4,0.013360681909309184,-0.022623868662708786,-0.017232253186962927,-0.013629098036951701,0.03650060802545152,0.007686472602977179,0.14176666972777832,0.08831086991844224,-0.0207155781251343,0.06260794101028265,0.0826771768303116
GSTP1,0.05869264528983724,0.025716678509004557,-0.021621087450454102,-0.023007819036151518,0.12526116857463368,-0.03452477420535186,0.12001760027728088,-0.10331493282071615,0.020899628909698736,-0.028634306860040336,0.0341430684027626
VCAM1,-0.008360136394532284,-0.0034479109898043207,-0.03886411872603557,-0.03922303079871404,0.09862963832549416,0.027886593870691402,0.05882589534446025,0.004741830918032665,0.10991632371993984,0.013713781717970676,0.06803255862023923
NXPH3,0.01030151676569286,0.015111219780044056,0.011482276236358488,-0.0014278074035064018,0.02398201338715916,0.006585019855181283,0.012113838511072695,-0.06672044883849484,0.04328723868229568,-0.012829904834822247,0.003662585069694978
MTMR4,-0.000606929713958208,-0.009670116771252324,0.02988468396268997,-0.036755127339485424,0.022627735547924598,0.021289552507406547,0.07931700353833522,0.03254343206933334,0.0365229173832395,0.040188462126163046,-0.0009316664726185707
LAMC2,-0.030665410799960418,,0.01976291994228068,,,-0.018730266609435664,,,-0.021164919926708218,0.0290372858198661,-0.03286096295547192
IL10,-0.03641354158004465,0.056282876689126154,0.015868127516859346,-0.03729504900841486,-0.01974475240390471,-0.0035726306279316032,-0.01532175956430649,-0.015682957556262683,-0.020415597837317705,0.07077186507378092,-0.04776542924949544
SEMA4D,-0.06975798053476857,0.02277628584389263,-0.0037076159458695078,-0.06900903180915195,-0.024387614592517086,-0.03595273855958612,-0.056706007049312786,-0.08423022894670332,0.004108745504719477,0.0472377572749883,-0.013090762583858283
TRH,-0.008937200977632708,,-0.007226631511832716,-0.011839639562197957,0.08866170037414098,,0.06572799453136799,0.012570718582370216,0.012029958024983274,-0.01980241917618366,-0.023177035437085408
SEMA6D,0.0009760149768582668,-0.039060651655252444,0.016056975608922983,-0.016755169533535237,0.13106154104746914,-0.017376133452302153,0.08202357315927492,-0.0009154022719015499,0.003426842474077571,0.0010452483412749934,0.056177132149914356
CEL,,,,-0.023358375560631302,,,,-0.013661174990712996,0.06076957769788672,0.05483759056598266,-0.03510745571494833
PDCD1LG2,0.018017186887130412,0.03254444417690459,-0.030867712664594725,-0.026324412358523227,0.05173991564011404,-0.027421764463821253,0.02945205306125009,-0.07867037342056281,0.11767112870716229,0.05379286566503557,0.03352214361663772
SPINT1,0.0565888616267469,-0.0029870319304305336,-0.017533650562777073,-0.018551268216320645,0.007626214094826991,0.03706413030035036,-0.032086114059919554,-0.05755301748964826,0.07080295333158484,0.026981508343083865,-0.0139990723039397
CTHRC1,0.04961930583959328,-0.01830731842352828,0.03711082781578422,-0.03903048375957358,0.0995836133645905,0.06899089228493412,0.05272590903702231,-0.15986939838725187,0.05264942610768138,0.014055176681671312,0.0411510814432109
PODXL,0.032499717617334584,-0.02464192967861176,-0.0065269563516315,-0.011142592601377269,0.10263992316827664,0.012612862411765931,-0.012545249683814779,-0.11152919509813886,0.00831086999130407,-0.002689447865828416,-0.016493817578977183
JAM3,-0.04914831182861266,0.021793108160962697,0.0011274799343506262,0.005459387320473245,0.12607352063059132,0.04333019907066099,0.04887992293806415,0.017540796240887085,-0.1130946578288566,-0.0040627715454702755,0.020700405484646592
TGFB2,-0.083263517301765,0.008797866020578011,-0.036091731785041756,0.012617333402423063,0.08809515892049388,0.00739319079619786,0.09520901764580406,-0.038643089685390125,0.016961407102872222,0.020867757354694986,-0.03426358787790333
COL18A1,-0.013672387783071102,0.02049408431281324,-0.0020890949372467348,0.03773900183205822,0.13674635661557236,-0.006022091298330865,0.04071931610980913,-0.11595471748128437,0.06987993278140864,0.018808231923470652,0.022384738786027182
NODAL,,-0.011754460395305217,-0.013993989119297926,-0.028515710656012834,0.027052027253730557,,0.013131271785817784,-0.08590265440746815,-0.031838833580431006,-0.027101411464456715,0.01992126665613657
INHBB,0.03225795215000252,0.018487917008331092,0.09842441428921768,-0.04665400505277131,0.025192408690940162,-0.01256777978528008,0.08373508353075673,0.03335399372758153,-0.0334716661615528,-0.01210594028955154,-0.01448768614848319
LCN1,,,,,-0.02114580076260312,,,,,-0.020025284094242677,-0.001558101852225781
ARF4,0.029907751664881573,-0.001966100637672177,-0.010826883855448756,0.005823055221823171,0.0638763184138396,-0.03415303366791938,0.09073629653796955,-0.18266042924811743,-0.017491616555023223,0.01829407891163525,-0.004232924775210157
CXCL14,0.03881257614071765,-0.04085202794649556,0.051643226611699185,-0.03374041827904082,-0.05892316833393916,0.07440266647075183,-0.03584342428778776,-0.042850123512292226,0.1121086062939233,0.048170525783560916,-0.001723948294394652
LIF,0.0174874687909816,0.07220060374349581,0.0585771466488113,-0.04402837318556659,-0.02495961134020603,0.04583704713420003,-0.017191175321351667,0.03319315133897868,0.13100109896724846,-0.0009674742183961397,0.07277292014171839
IL17B,-0.03665311543502982,,,,0.053029536781429874,0.033230638094200834,,-0.012592833066379134,,0.027367902287173184,-0.006936439244913485
MMP1,,,,-0.011839636979414737,,0.03890934671729244,,-0.06949626567402442,,0.10860266499205971,0.008642304068331235
MATN1,-0.028879238916433642,,,,-0.022169934502738044,-0.012894789849512367,-0.02494454058915099,,0.025342011843660014,-0.006966518445774317,-0.001697921966328584
ADAM28,0.018841930744488478,0.037396170960472146,0.04314754665921006,-0.006528343708948311,0.05497506925626961,-0.03588086615528267,0.08177856302372986,0.039352019930401126,-0.008954471355864071,0.02009671795483913,0.027118324813731942
TCN2,0.05462996351255673,0.02325020791205796,0.02336632786229854,0.0009152651985301735,0.10102972979945969,0.03396054531683442,-0.058673924796806734,-0.15078223552696376,0.014108190175756534,0.04320386407240921,0.031667918001098125
THPO,,,0.01794253269964086,,0.00972722424271656,,0.0682065359661312,0.04054602288688371,,0.055140338885565875,0.019970289644099203
CUBN,0.06557095236519284,-0.028312977480751435,0.01101229881772804,0.021497885254368215,0.10392996454980125,0.006838551737095046,0.14098753906307263,-0.08539076289803424,0.04722437094193168,0.06472157985379565,0.09709147760074614
TIMP3,-0.02530887793751879,-0.005870775172162803,0.05581531620221533,-0.05817972855390305,0.052903458980999164,-0.012139774260632636,-0.03466655891963096,-0.06490505515185534,0.08166390408506291,0.029207396936894035,0.025025474941040796
PIGF,-0.08695181031371166,0.03593309185153238,-0.008124525180913217,0.06901551960741482,0.1209830159738578,-0.0037345587990422627,0.08049158237582972,-0.04275663009612522,0.05744964552989931,0.025612386223272134,0.05552831184657623
CRH,,0.139436259168843,0.0729314308945461,-0.012031229237608018,-0.032516680993464546,,-0.014182054282482806,,-0.036085173016006125,0.02802161849114124,0.00830408573468624
BDNF,0.034223416611253804,-0.013196368699874814,0.05364784057571039,-0.026229981798829655,-0.07143314315275012,-5.748908870417875e-05,-0.028093962611829174,0.0853221784022195,0.05954565591232816,0.05038395622502872,0.03700230703431288
CCL5,-0.005962573410897025,0.046390706082171794,0.02799120464308584,-0.054012426106725804,0.05355294977116147,0.05421757035292282,0.016836950808234337,-0.07369150570312509,0.04919639864627622,0.029692217638038167,0.046676363659275924
GAD1,0.006283579927425093,-0.021481075405620706,0.018196199654995044,0.009147226297953288,-0.06549269878283139,-0.019317854661820275,-0.05040431910899235,0.14276787486839376,-0.0393738884880046,-0.06482782301271377,-0.05494181048693657
