,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
TCN2,-0.014082370524938664,0.0819278346164114,-0.03413423591091542,0.0791726420269541,-0.05770032491828839,-0.021482576430401763,-0.008488853580725982,-0.006809994256268661,0.05031921784541686,-0.06725610459472224,0.05854336362823754,-0.026160623988474935
THPO,,,-0.026705375310990855,0.09104262381951489,-0.0082758561981758,-0.012763012355623158,0.05783536699400231,,0.010220186665389394,-0.0013251234079155094,0.07853789239698603,-0.009356400811859943
CUBN,0.05865589389242736,-0.00867720156315352,0.014422935291593343,0.04452806960012856,-0.02174783562497603,-0.013646543571523746,0.024332673395475752,0.048270186631333103,-0.03373404249581524,-0.011075259600534158,0.12845939499554593,0.046154640720287965
TIMP3,0.052123377857555164,-0.05531612677166584,-0.03993531688878959,0.04593247459987859,0.02077590289669065,-0.021387198431036775,-0.06799395214620796,-0.060535515758206454,-0.06870933162634821,-0.05429153542318843,-0.01938788549032031,0.012213033140122502
PIGF,0.0020402445904816762,0.024515092756821497,0.0167561059908999,0.018377070274769317,0.012894745215499142,-0.05446805621040431,0.06231818732638961,0.013039950854466128,-0.03146354577654601,0.08287479560594978,0.09674347996000739,0.041912523889176705
CRH,,-0.015782807616593782,-0.014847597422178335,-0.029248031625845498,-0.016173620565533422,-0.02309201251740334,-0.02529265577000189,,,,-0.011589842294773726,0.012171061719278458
BDNF,-0.02918863124820538,-0.014118650687563896,-0.005169333079280715,-0.04668767244414026,-0.005510574398396425,0.007230879170073671,-0.020827040066980048,-0.029249927605903284,-0.049812830806210885,,0.015492470435001274,0.1387945208251166
CCL5,-0.025644653964369296,-0.036460122585498675,-0.012499335419863752,0.012111683761414445,-0.005383185348939207,-0.03189284939210906,-0.0250869814862426,0.032235389368963904,-0.0653812240898604,-0.033756557129719506,0.006674574308463794,0.04224252094549118
GAD1,-0.007036147890292538,-0.025337729088439696,0.03695892494785851,-0.0054823275376627055,-0.04716531749493899,-0.03476566622230023,-0.055292879097099464,0.06160473162906473,0.01371730467118318,-0.034185736969281136,0.05108772982601013,-0.021852929395293905
COL14A1,-0.004481851972111937,-0.01969495223816833,0.009723263966243673,-0.03374069553493391,0.05408992016279906,0.018061112853149,0.0683371899947248,0.014656754528822544,-0.06846885025389948,0.014330543651823876,0.06048123524231728,0.09277297681091105
HLA-A,0.013177067313325757,-0.09869120314512418,-0.019378014363451487,0.11522592318657557,0.012621740562318516,-0.007675410115122292,0.03142849182349047,-0.03977775305101472,-0.0011257268627506297,-0.028510291256730404,-0.0067021461129620815,-0.05362090115205227
CD5L,,-0.03326903906520443,,,,,,,,,,
FGF18,,,-0.011796305118172146,,0.03900583784517888,,,,,,0.07256002849377824,-0.02509384776966504
ADM,0.020642679143931815,-0.030817859964494945,-0.04415887460558393,0.09087245359577883,-0.0300568809095677,0.0341575413979202,0.06643884752297397,0.009882245940148818,-0.011188763412683782,-0.06127730986528961,-0.02950203890705004,0.04155603653956667
CCL15,,,,,,0.0050739383250967725,,-0.024091696745887625,,,0.025728891998903734,
GNAI2,0.061649387115397865,-0.06214275139970753,0.0032633410767907165,0.10361612004039136,0.0016323920073334766,-0.00022440918377653637,-0.01289777544237115,-0.0250372376923462,0.03665136220121035,0.008289218968251424,0.0009168130581034491,0.00017805072640796147
HDC,,,,0.09516738546198465,,-0.015537325935582933,,,,-0.037043161135235765,0.11069883500753133,-0.018279050357762956
COL11A1,,0.02895213047543256,-0.06867329163995703,-0.034580284005619855,0.005131621590459195,0.043625767140420116,0.016909454823409862,0.05166504935730698,0.07685537801770848,,-0.020741380319738344,0.04820968992553846
NUCB2,-0.12250823833209275,-0.0047327375795543514,-0.03461009537241038,0.06713302531438398,-0.016880556491342322,0.040962040968448285,0.02587840176129301,0.04686670629639032,-0.0003506820331626984,0.0358867351748005,-0.0308392786848394,-0.055017999888956566
FGF16,,,,,,,,,,,,-0.01801162786588104
CXCL1,0.010380865586578624,0.001888813254096411,0.0355537476257571,0.10679170265395524,0.0014880525004875925,-0.011614417439621015,0.01571980172416137,-0.025801526464867684,-0.02307357557995169,-0.008874770689893473,0.1038256736874041,0.1159933766047174
VCAN,-0.037042480527566056,0.018611796925503087,0.02354298089903883,0.10309292826816521,0.04962508947496184,0.04989456349847064,0.037335146366432294,-0.05321105507803573,-0.023982655123686355,-0.02972226772684438,-0.10199706090870897,-0.053092853713743844
MMP7,0.03611275746415077,,-0.023451856993176513,-0.013883161109732261,-0.01014653335551743,-0.0224365383869961,-0.016715929409461566,0.06380562004463367,-0.09479399157766732,,-0.041166025115675714,-0.02101046744877292
PTPN6,0.017243917507079105,0.05711068062393685,0.03110672410903709,0.06262158326099257,0.011390465878362148,-0.010012747422488215,0.01660233961813104,0.06298750663771258,0.014753368661151303,0.06558611053950625,0.08188966135149586,-0.04424854417605626
PTGS2,0.033465556989094584,-0.015110188345368921,-0.012979751439526878,-0.06637329187564689,-0.021826814713721353,-0.024770011001362384,0.021384592146816695,0.0548817327268912,-0.018840614485110596,-0.07006117808872771,0.022991519482411692,-0.0073607604993935335
XCL1,,,0.07567204392389701,,-0.016665301388947333,,,,,,,-0.03253088223471596
CD58,0.05455553934429359,-0.03969051656680346,-0.0011975097708470748,0.1368293760651544,-0.04494096052546147,0.012772528123974882,0.048763307980186875,0.046394803243842354,-0.13663051403419807,0.07707757757940521,0.05456706973743074,0.025000648261387575
TNFSF14,0.07049220976437318,-0.01765866061615364,0.002661309839520851,-0.0019075319931574073,-0.026873552149433776,-0.011344229649882732,,-0.030705706470525295,0.035366261308326014,,0.00839358802305183,0.034432816512927976
CNTN4,-0.02414028882254595,-0.013823143198837973,-0.02306644855417915,-0.04929623769569748,-0.017455538879167568,-0.016732501375358304,-0.02269157546259541,-0.02864998776339549,,,0.019679185458064692,0.03773871770485455
NTF4,,,0.05668926598920641,,,,,,,,,
INSL3,,,-0.011796302804395746,,0.01168033969416944,,,,,,0.04391601441371365,
BTLA,,,-0.01872431749958838,,,-0.01448696926437312,,,,,0.08751736583665022,
MFNG,-0.017244402192403707,0.008990859121478786,-0.0239467024854739,0.06606512866175862,-0.017920805582192577,0.030771467272586197,-0.018245518077766337,0.09127698146374531,-0.08688484462214464,-0.0890499211735766,0.01574728956523348,0.042445877901072473
ICAM1,-0.07880147305796684,-0.022161964447183595,0.008271608084516801,0.11224955571855542,0.05635598343257034,0.01090676207795933,-0.02975213898255071,0.07347801678505647,0.13285084680551507,-0.007295102635668393,0.01702127395234791,0.012716475402443845
PROS1,0.0739853560427921,-0.012140927089753523,-0.01192414792826726,0.10688557709715094,0.02669194706927827,0.0036963015484548067,-0.024035903144065476,0.11155006706005016,0.04841728967095693,-0.0386079291347591,0.00742973070923289,0.015053636103681364
CLCF1,0.030102302148698787,-0.03406903523650002,-0.009253890134616107,0.06141072705427913,0.012095238570722991,0.06714286765771915,0.12710409635791017,0.09410463743854398,0.015965404033070642,-0.037197219292023576,0.023209122246011113,0.09883395706490088
PSAP,0.025736497341365287,-0.04557997986310869,-0.010588587333822367,-0.07748259603027886,0.06165638919074387,-0.022136039778270108,-0.09911898547764114,0.02032065530948914,-0.062003734644695004,-0.07088629161704577,0.07198440561155003,-0.07428018591794794
EFEMP1,-0.03767652192149867,-0.004059943721228045,0.0562558203140404,0.07668953119393308,0.11260507463255251,0.06213490894054088,0.04231228245456959,0.08139634476435971,-0.005489254043286172,-0.08379969004065811,-0.02694411627832269,0.11071720081178867
C1QTNF1,0.0026249891649547425,-0.03991845871086663,-0.03155647810985854,0.09219514124341704,-0.002315537512973077,-0.01319307934569651,0.12261447217178902,-0.03942149708214234,-0.018823149520682984,0.07108025524632423,0.018142236208275528,0.04317921469716513
ALB,-0.033557221029160124,0.10462080630402652,0.006918075040374344,-0.023287256047331915,0.13657777124055906,-0.012884648897931809,0.06922891329677401,-0.0084361074927798,0.009246838276163617,-0.041558796518377995,0.01913366528033721,-0.025879853756549484
EFNA3,-0.00778762681478942,0.003892199815802521,-0.028260762749540556,-0.0313179881347027,-0.006561740157836244,0.0923017564547564,0.08066520479378862,0.11888830560993667,0.0715374736987414,-0.03778863716950626,0.1096287456952088,0.02832472963493943
DRAXIN,-0.005959737783082336,-0.003082457734038601,0.01044613229014175,0.07476759663565186,0.04063470721747721,-0.010345740791649068,-0.003958634611652586,0.05776069902093632,0.024975753592440857,0.034270466427139164,0.07489238471218705,0.020235758596070196
RAET1L,,,,,,-0.01239135292066877,,,,,,
NPTX2,0.04045656370904299,-0.04313228412478843,-0.018694107756988692,-0.10332657410639129,-0.00015327660128835324,-0.013803532621312141,0.04343115834904782,-0.011918573364548771,-0.11742722417792377,,0.022003845518772196,-0.016776486558032266
FGF11,-0.01748614611269433,-0.017725061352683306,0.011575892560870908,0.054807875216630185,-0.03699479084793191,-0.02344962278408139,0.07686878438421572,0.08916171490250409,-0.037281744982678874,-0.02226458273080336,0.08608306967800343,0.08072643392204938
CD59,0.008244462986026059,-0.0567922108654059,-0.04333147439434252,-0.0731056197343069,0.022265922848182382,-0.019237972704882967,-0.09494300116453658,0.03873140719593517,-0.00704202372153416,-0.028896615877147095,-0.016048546583992372,-0.05656002101185415
COL9A2,-0.010883295433566037,-0.011969537528501573,0.02432221448744401,0.03198989651296201,0.014525645373759707,-0.016031225576065268,0.040302774972954473,0.09165397357944559,0.03159767549529259,0.037976685744741806,0.11849042212244315,0.05283214359155665
DLL3,0.08751466347131942,0.005512144337007124,0.02659260488951741,0.06581021936787344,0.05143479191439575,0.03338154433187113,-0.009113033454436167,-0.0452895484214371,-0.05791572408817051,0.07536141731591538,0.07698368978271375,0.013824538889929001
FGF5,,,,-0.01854351089595549,,,,,,,0.05816729111380366,0.08797148032930169
LIN7C,0.04758889531781131,0.026104289819416596,-0.0027419736794694464,0.015567752116463808,0.0025680882240377476,0.010507776628772003,0.002194529742668092,0.020429855285311268,0.0013942190221765934,0.11984127219777939,0.0004459577360766699,0.03569286340834116
GDF7,0.02634487194598694,-0.014833216291004866,-0.02104804814289282,-0.02104018833670044,-0.015364027955913637,-0.01134422920904595,,,,,0.11608481866416634,-0.02794196521118252
PSPN,0.03374165675875851,-0.026725530560645683,-0.02940590527431279,-0.02678250268815245,-0.03527658128668429,0.08502095500162792,-0.020466565150146256,0.058868824962167866,-0.048167104362800035,-0.03985995621421188,0.08886234948921438,0.028594578284730034
ANGPT1,-0.04994116050461741,0.04270373759092675,0.06972210407268968,0.08996726104496658,-0.01411836951292346,0.007536011286611282,-0.029306871817143924,0.12085535993783517,0.010843923537826072,-0.036009928294454194,0.08915768114310078,-0.03617687465251296
PNOC,0.1049775966525156,0.04789174924077652,0.038307445659617856,-0.08311336444142249,-0.028636504465350626,-0.019252272240348298,-0.03658999912650805,,,,-0.034513622835215974,-0.04216749842578985
L1CAM,0.0025072161264215785,-0.027703855270662617,0.02630529343331122,-0.06727192809963763,0.036005779029797964,0.00438531308861112,-0.07055952785872563,-0.017312595602550336,0.1177839331435076,0.04973193276018282,0.01891643658710838,-0.06828353902953502
APOA1,-0.026119948314015106,0.13649955007951403,-0.018370792602484524,0.10227141145064178,0.0025836974044033526,-0.018359545812535086,-0.0022115080255728278,-0.015064163253053642,0.06847316858942872,-0.04354820894861128,0.0905365167871496,0.033573375811765074
PSEN1,0.011597834222548337,-0.013886211044945244,0.0046289288760102435,0.011477813034621047,0.05942987824094307,-0.004686880531667714,0.07489820631722918,0.09518001732035145,-0.05098173837694076,-0.05709897097076788,-0.01989602326488255,0.0045190417717093975
CALM2,-0.016188102527842616,-0.05143930759160931,0.04690117925782032,-0.11138253963383726,-0.012560742116200072,-0.01390889871202961,-0.05174548550161742,-0.02628638803605131,0.09680181471415451,-0.03136573940192581,0.08202476686669019,-0.011851390252715963
CLEC2B,-0.059053102295602365,-0.018788373488402097,0.005945836324508324,0.05773410854349712,0.024757949830423925,-0.017790391317471618,-0.02516122964671547,0.02195065905997457,0.02517348594197837,-0.07716771075301607,0.05989641970700488,0.02966341285173601
NTNG1,-0.023652912024972373,-0.03884073170833713,-0.020202025560431845,-0.03026732411862148,0.008985291047613789,-0.04578923953835743,-0.024608906107782255,-0.015490005757046543,-0.025422009761836062,-0.028734597165318693,0.08497543760957735,0.01801478288020983
LRIG1,0.043710987629507,-0.0009974881289904177,0.021191139738231616,0.07357338560333634,0.03426858474565244,-0.01790408675809674,0.04887672404346755,-0.04124131550575772,-0.04064196496068008,-0.04214311078357787,0.06012253743642155,0.004812987674715774
CPAMD8,,,-0.013952921333174077,-0.016775101127642206,-0.012978023690282304,0.006358298022775675,-0.02358705547401531,-0.025801523077989028,,-0.03704312514601884,0.0017460414517911182,-0.01981294757490542
GHRL,,-0.018814332925554515,0.012014584003096506,0.14030475954302138,-0.022755079562600884,-0.010345740791649068,-0.023601136615911292,-0.034762901379234254,0.020244424293273097,0.010721925681752498,-0.010845020827336838,-0.017465319441871234
NPY,-0.01391256270684139,0.03444942786596009,0.039458559040276155,-0.047249092762976404,0.008299920145958687,-0.0022671636200942546,-0.04232335203516777,-0.030130591603345365,0.0766630371950484,,0.09584956945924064,-0.006364096408416743
MMP2,0.005472929706353741,0.015240069749255089,-0.04312751254756678,0.12090336236968052,0.03235322624330202,0.028745366305245747,0.005487582897344349,0.05347732623432733,0.04782578298035536,-0.05792706388182761,0.01927900190266303,-0.025992124256569292
LHB,,,-0.01215194075291615,,,,,,,,,
PPY,,,-0.02115298469860013,,-0.009484823939769838,,,,,,0.031629271809662955,-0.03546760458891498
ALKAL2,0.02561759293980345,-0.011906086351414432,-0.01197539200755006,-0.019020174578889857,-0.022878924382929825,-0.0048223019595087435,0.026997926514903917,-0.0018271379075895783,0.060510864745039646,,-0.011852395770163868,0.024595339121315014
CSF1,-0.08996611090715782,-0.06782209005052578,-0.012201718932900172,0.057336701119908594,0.03377100147970148,0.01967354001200885,0.063928826268357,0.003816418314475109,-0.06513213160206438,-0.02984472257168196,0.05653366804022058,0.12491440474758343
SEMA4C,-0.0014653581998034036,0.020053993602234654,0.05644819703500993,0.04542111974110589,0.05602991662409424,-0.03047330216880443,0.015139422194773754,0.10626499180821483,0.04510467369666073,-0.04152573519963944,0.058114144924728044,0.051663301209812953
BMP8A,,,,,,,,,,,0.04124457325247036,
ICAM2,-0.024863582555976142,0.0521524181283277,0.022323223347859144,0.04388986559690941,0.020324895200452376,-0.020404981152174987,-0.0481234257564076,0.06807812027649601,-0.08691497142695309,-0.07338819824170115,0.04934781444891391,-0.060506753036420946
SYTL3,-0.024300938911235102,-0.05327524269674009,-0.026022293315960864,0.018610990499458375,-0.01633747199276978,-0.023307117666354665,0.01668907983528218,0.023425617799967675,-0.03352255218110921,-0.03295553330584045,0.04276322037799737,-0.027997302395968586
IL1A,-0.003573079759855336,-0.01011221402062636,0.02846900884208782,0.006381965858821576,0.0487167704192217,-0.02916321305003799,0.02372160173272499,-0.05633636066698827,0.04438243052692155,-0.04720283092432213,-0.007301010981207051,0.03114722260552491
HLA-G,0.03863596272151164,,-0.012834800979196571,,,,,,-0.022748064572633217,-0.03245777272447862,,
PGF,0.026869585203026985,0.006859412304188609,0.04043837840360729,0.07289409310232321,0.08300831660805161,0.0432880615799385,0.009221190350448223,0.03536538670597723,-0.053885818249968104,-0.10281274783280549,0.05270722989212447,-0.047959712270763434
LGALS8,0.061327945348034804,0.002394296497084764,0.057697466796633914,0.03749835763609132,0.03575631604520047,0.0068465596480507115,0.048057960818136604,0.023953860489403695,-0.013037717429831445,0.022795490097247083,0.025823583020076656,-0.01764676492295521
DKK3,-0.017656385421632854,-0.027743987298887312,-0.03693870698381445,-0.10221581577370575,-0.07377935312887403,-0.009797650764630279,-0.07924492245137152,0.025378476152626575,0.07977096601232823,-0.010111309256818975,0.07748790803186813,-0.0614415222418413
COL16A1,-0.019441867934113035,0.01797670320399419,0.025459404374949157,0.019607899367459374,-0.006081926627869853,-0.029136682145431095,0.04367679158794378,0.024347089285878303,-0.06921457824003117,0.09078573622818115,0.0774899533894907,0.003411649980417235
TPH1,-0.0315757875707611,,0.0020951205617483863,-0.001134981950962323,-0.02193640748658313,,0.037270032105208996,,-0.053125546172754876,0.031546040457010836,0.04645238250030457,-0.04125088075373905
TNC,-0.0281766076623879,-0.0024807909833002182,0.012468113424944796,0.12304299887390856,0.0016953839932336784,0.03143681339551622,0.03193147134679919,0.01060930841145578,-0.03849983245948895,0.01911481557838904,0.006857391878353717,0.03810941025870686
TNFSF9,0.010002905564754269,-0.019909690669025468,0.0061560734759707495,-0.045015727831603077,0.018387352112577842,-0.017280511522987256,0.018376431688131207,,,-0.03156327293443754,0.05337494123777685,0.05896931787862438
C4A,,-0.01173291442711041,-0.014406830911936458,,-0.011243783034103408,,-0.01956266655704957,,0.06700366802107549,,0.045357938781331146,
CNTN2,0.07644725057127867,-0.01824449719917962,-0.040742132088657464,0.01378796157037145,-0.00025644346746835046,-0.0019276797942919595,0.017621427420154857,-0.09686018272347056,-0.07767265201251188,-0.04459706228837314,0.160963401085972,-0.07061332114506759
F7,,,,-0.01677509137739228,,,,,,,,-0.02448992284736209
LUM,0.058990142179976876,-0.017298399327368954,7.376493352530568e-05,0.10404429487491698,-0.02238024120740004,0.048736325614052174,0.0381768877531299,-0.020833366718222075,-0.06471026876366251,0.06013164347883718,-0.02480322217398086,-0.00895449781003964
BTC,,0.01755428647218316,0.02987900320421777,,,-0.0038643216134164504,,,,-0.03280486962893814,-0.002807991478591179,0.11307087975379312
APOC1,0.07028744408364952,-0.04413586959973482,0.07732659636934675,0.12353220866105159,0.08602808047899659,0.043014569647371936,0.03655150520486708,0.054890468027255813,-0.06971678505800681,-0.03396118900405952,0.06119702211082741,-0.015597964931871848
PKM,0.07570781681961535,-0.06699700637584537,-0.0037673919636818584,0.03951238916533471,-0.06295334878349432,0.05230736232719652,0.08721800806194507,-0.025942144838713876,-0.032225619702980574,0.015298287574559456,0.0002833393371135647,0.029900344832982546
TNF,0.06319071868984297,-0.0012791955910046871,0.024828888886078898,-0.024619528113604718,-0.025651887218493402,-0.015125244391004088,0.0007117666459748355,0.019201069407424085,-0.00016704282563383463,0.028476054312007292,0.04426744876976682,-0.019060303881056083
GNAS,0.021728006234016262,-0.02417382241513926,0.04889654719248995,-0.060314964248347876,-0.030045662433067912,-0.0652483662573358,0.0978658852043622,0.16617529541394738,-0.04082159421806504,-0.024490712870796797,0.011848590517388872,-0.05216440891664718
BMP8B,0.040327980975567605,-0.011142395557203212,-0.01860715533957654,0.09631547662379382,0.030523198737102505,-0.010043006807671973,-0.0038549651151573157,0.08178585935619295,0.09818813644840828,-0.05610540167907471,0.02673254488860501,0.010209749136221028
LIPH,0.20694125270059271,,-0.018251564109697492,,-0.009065562799080747,,,,0.13173979737143426,,0.07565411574981157,-0.030393020704046314
CCL28,-0.023708782583135826,,,,-0.013959475332400205,-0.011878756397281478,-0.017648889579582275,,-0.08438646131156101,,0.04588852335214293,0.006291520189412545
PTPN11,-0.019683616642923514,-0.024523061974217553,-0.039906430574252805,0.014835976180115357,0.027588211537751806,-0.05498542759602706,0.0551331090844111,-0.04540493242170424,-0.035928334842478274,-0.055793402006710964,-0.014986246897991409,-0.09791052989729732
ADAM12,-0.06682285548540196,-0.013971633537097856,-0.024612307905343377,0.08117408401958896,0.0062296228152396846,-0.01148007960986354,-0.013586575329437665,0.08973466652677789,-0.01423702206722608,0.036046717100940005,-0.017878418154135624,0.04017034632824713
EPO,0.030075049959066028,,-0.018607155860596487,,-0.009484824353784277,,0.037785745859206264,,,0.14877381690623556,0.009276892616838185,
EDN3,0.0037976271889827175,-0.006895729886487868,0.00323867156003776,-0.00322586330079865,0.02319914707486606,0.040500073334917015,-0.022484269549902385,,,,0.03244043641658215,0.05889647270006481
CCL22,,-0.01483321593181262,,,0.01082092538577151,,,,,,0.041566175880382236,
CCL2,-0.07089121587042525,-0.017951098113647947,-0.038341418338492354,-0.04492120712386353,0.08343959070861198,0.007290832682584046,0.10091235970244637,0.0472112924960151,0.04338171024337536,-0.0069800898364296175,-0.04500160882261439,0.07451171095288969
DSCAM,-0.0006671460980653108,0.028938685572844146,0.09447371877143937,0.0379659078321556,0.02638060210006808,-0.027633253676352006,0.03849858732087059,0.047992586856022965,0.08915034568535248,-0.047857585321842255,0.05864562283433534,-0.024152356369195514
ANG,0.018047701542339603,-0.03270929346716844,-0.042723623412001255,0.03972911513390476,0.03369095660637737,0.04582513189686367,0.06985118770195892,-0.004484613827313357,-0.07515750594646907,-0.03399489769809704,0.07272950660531682,-0.035234012230684515
FBLN2,-0.0067142323001349305,-0.026974641465219412,-0.006986113646105144,-0.0047392298837881635,0.054065908824598684,-0.03655306770846192,-0.010982730523591831,0.026429624783132512,-0.002289829814716272,,0.012425710959848466,-0.00215341835550882
VTN,-0.03069244392666769,,-0.023926085703323073,0.024900886749806433,-0.015582501247763775,0.019237160392379393,-0.018492261677456455,-0.02188236009477566,-0.006103680470525626,-0.047037136442310445,-0.018665157847010692,0.020802633509542937
VEGFA,0.016251358318738068,-0.017989076120245574,-0.02204842865106129,0.06567913660792289,-0.07720447072971676,-0.022105277466760137,0.10393081059308928,0.06360337443442261,-0.0393336129809819,0.02413385925911741,-0.07806992549109115,0.015429068816020863
F10,,-0.016931177798001865,,0.05973541176555582,0.042576203116676335,-0.0017408929918214966,,0.038556527199533355,,-0.02922292485687739,0.033188031871860944,0.05576806079878549
SERPINA1,-0.028204037997914516,0.0016948631540351154,-0.02815148040412377,0.06656030285803993,-0.04496610253348192,0.04185763815104612,0.049522376535497424,0.01361913322500062,5.693040300409284e-05,-0.00014888848484867387,0.018650569660528464,-0.05566222083144057
VWF,-0.0030679918765708024,0.06043601140834762,-0.03426439373519886,0.048096238799986125,0.04902593589936654,0.030857559793756567,-0.08887758576655569,-0.02516907568235055,-0.002357466735728032,-0.07351941804355308,0.041361087401514104,-0.03953424935770178
GDNF,,,-0.015134712883115067,,,,0.05281663907398727,,,-0.04262714719298976,,
VASP,0.016719856497333704,-0.01902425349578061,0.013081049050337626,0.022014332635211988,0.07966174160669481,-0.02422310851585182,-0.009311999427179411,0.02590357139468231,-0.06614916724476252,-0.012179306806524143,0.02027183776758275,0.014396414689238583
ADAM15,0.012649699120162113,0.02297390898706962,0.002818415499209306,-0.0004563638047575445,0.013768169430153654,-0.034037766474507715,0.02057263972416202,-0.03383071686546344,-0.08031013834183517,0.019425272899063276,0.028561127651411458,-0.005570171750552346
WNT2,0.1433672565918695,,,-0.043059096838652756,,-0.013477340017050858,0.04328903860316515,,0.02710447115221119,,-0.045529167429671565,0.015113975248439467
CALCB,0.012936103323374174,-0.021459808284470597,,-0.01854351069443712,,,,,,,,0.04005681222394341
OLFM2,-0.018186960861801906,0.023418996511294702,0.017190253303744903,-0.018860288421570493,-0.0685139724606701,-0.01396789564339603,0.07522102005309386,-0.018928080267794134,0.0583211717768575,-0.12651891074570995,0.06679416202826582,0.002573686861872129
MFAP2,0.030017093559936394,0.022023458893853376,-0.026431469862366563,0.03143716188528851,-0.02490896293804374,0.0009765935823972814,-0.017996414333981463,0.08413502758696458,0.04402876613118346,-0.029759744452081217,0.047758457218392746,-0.0012749648471020824
HLA-C,0.014875459767027638,-0.020938445229582475,0.015144968454274923,0.1249837721541175,0.05238488866439401,0.00045659325516533085,0.10231234347486022,0.1397878814196894,-0.03697900704036448,-0.08736410413699564,0.10438572202622073,-0.05204862561432795
THBS1,-0.017076215008940944,0.0041306473543681905,-0.05848416857172624,-0.024972157974031937,0.016966807548896203,0.046684619946650796,-0.04992083136202245,0.06834402915173647,-0.019555319647349936,-0.017298994803374688,-0.09819318608621752,0.04378566739198756
HSPA4,-0.020574116569230253,0.019918432853995676,0.00044185348328493635,0.0013160344968675172,0.018047321112669774,-0.06165800242103912,0.013033546803647308,0.0627244414033024,0.009632525791425125,-0.014935285662285438,0.0043221417691767855,6.099119478491267e-05
LMAN1,0.04870419345903069,-0.019359437960815528,-0.00456488324268138,0.10093420507500829,0.0324933612306207,-0.007129338136952034,0.08095048501348125,0.06328613664708534,-0.07892972865617098,-0.09515548515548326,-0.07940457158400009,0.0005638977279267783
LYPD3,,-0.013673138154801168,0.1347937882708552,0.013379978224708442,-0.013279517005762067,-0.01573965458812351,,-0.03552845607796977,0.037492527736426265,-0.00446766242227445,-0.03420697237617876,0.1234523106955315
APOE,0.11474592908003574,-0.0500313951172217,0.05241383492994289,0.08201972513957445,0.04461186531733751,0.04281067311658845,-0.09215173241930326,-0.08086890044085475,-0.012738450770865292,-0.10883262311855356,0.025047544164865296,-0.08972707579015218
SOSTDC1,-0.03491256400802587,,,0.025393718983361475,0.0026926421439377075,-0.024290295935084978,-0.033840124944694454,,,,-0.010264453531772497,-0.03808627999632371
ANXA1,0.03559633077491291,0.010735061201611974,0.0004931224801643431,0.11639466019847602,0.023955717037936076,0.020413691935430182,0.12040846207354325,-0.023940261591396724,-0.1325131164757703,0.09752460549972786,-0.0016721177727613806,0.06373914630692619
WNT2B,0.06349868980989476,0.030986280222539637,0.06479227777463097,0.011472387691386907,0.03927102955231409,-0.022362729165304608,-0.017407976247947987,0.11382869449060017,0.06103581304642189,-0.06655387174416014,0.07902238179530763,0.020108143977660708
AMH,0.05326920776954852,-0.00027878386412985155,-0.01895665824097644,-0.03804408148958348,0.006142704703273548,-0.013360777042683951,0.045668313639064886,,,0.05634498634249521,0.024970606380824264,-0.005782912901549885
GDF10,0.08397593746713286,-0.015382504076915642,,-0.003767225183746559,-0.012773352891005207,0.014629417811138344,-0.03467013647289596,-0.0028882541859085553,0.03575604395220565,0.10506042688184179,0.06795095144666642,-0.030729822444203875
EFNB3,0.05592623706594262,-0.01821245573142683,-0.005288832765840548,0.009446494862245745,-0.0005826547684565946,-0.00033715941848162296,-0.004915594026804589,0.008343483831220773,-0.029874672056562933,-0.05938136607004416,0.07939626088830015,0.04067336839841169
LTB,-0.03272083533422624,0.03505990200669605,-0.03232448203126013,0.02060008819235698,-0.016502861539279563,-0.026812014299761204,0.037829874323278584,0.003625738870234822,0.06792415097863436,0.016201583924525805,0.0661127164351757,0.02498072174470274
ANGPT2,-0.023554999410649632,0.060597920748953205,-0.04993070868708906,0.08087694466143967,-0.01547252042236713,-0.022287867461205306,0.008076103087438207,-0.004284253681865601,0.03297832266605747,-0.13182432362527144,0.05289909517386594,-0.033889809507612424
ADAM17,-0.013331570384775171,0.036583082095667595,-0.0035940087799844842,0.04541077124840448,-0.019451011653900712,0.028132579515375487,0.0625165932857495,0.0011161641353719574,0.033354701720271746,-0.07497905329838202,0.008881642880393552,0.06446008584839498
LRPAP1,0.01571294035937226,0.014227325889791108,0.02679408577078843,0.1011820988398655,-0.0018363063595229964,0.022041297673038446,0.06586476825485477,0.0376309382620138,0.005796273585111222,0.015988068193392976,0.08521114023864684,0.007370570642098626
NID1,0.009894231778235434,0.08905298755858793,0.0062214430934623595,0.11323719362716006,0.03945216263900627,-0.00041585035990649534,-0.042947877274788805,0.03383338641722543,-0.01705861588139925,-0.06300635320270337,-0.008528704464897636,0.005625557951557749
MST1,-0.04219424252533592,0.008472078814409227,0.023262985623588337,0.07413444146918709,0.015368946463573403,-0.027003220538047025,0.02884752469850866,-0.0456451556778015,0.0811584764371364,-0.02548856783566706,0.0024483754486958795,0.04637571107633832
IL13,,,,-0.01878327317397031,,,-0.013438704370736744,,-0.06966481567827726,,,
DCN,0.00844471060151789,0.04570068667912521,-0.0055817164003878934,0.051699863860667716,0.04952345691389628,0.007178429897207074,-0.052867264321848566,-0.04715928955416315,0.013651952212253671,-0.01789179308985076,-0.05195126383014613,-0.02831996122809339
IGFL2,,,,,-0.011243784223832437,,,,,,0.019495951513863876,
