,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MIA,-0.032459139176075846,-0.019256989311463604,-0.045934247393184274,0.028332752470556527,-0.04410851585954943,-0.03138859924930143,0.04293519381674901,,-0.01870542067046447,0.1169995084875537,0.07918554191956147,0.0004612044090915387,0.0070726073078734705,0.04206100264594165,0.06407372471406445,-0.05483305764803682
COL4A4,-0.020967896169321203,0.012493768001279501,0.031123260264273468,-0.020765767259874536,0.014400663006019743,-0.023208034157518705,-0.03800871442591022,,0.0003390027111958523,,0.017180457486427915,0.00022440832830924074,-0.02280565060846725,0.14943989679987998,0.056082004434146966,0.013882743169777776
TAC1,0.012430243044705967,-0.01961159569165247,0.10579783978420054,0.06058519307600456,0.1215720231703751,-0.008952301448722413,0.01164126064244278,0.15964937810137808,0.08439236637360133,,,,,-0.02795084993128888,-0.02924174765841399,0.009925990393923985
RARRES2,-0.04357296349958864,0.06710939207456397,-0.0719367120946454,-0.029733857131045708,-0.06591205981774009,0.027285373390105897,-0.003015850123653605,0.009542395006203476,-0.03041720097432447,0.05827169860749411,-0.06647384703361219,0.01858099865686293,-0.02642828212180335,0.06994839390960594,-0.07244215447962891,-0.058320656668496264
FGF7,,0.07309976792353629,0.06866090731545459,0.02235152529144692,-0.04856463798985947,0.003186148215616946,0.04844972808567785,-0.06150129269468296,0.025881331393820296,-0.02766356419703769,-0.048926652216673916,0.004156459552002644,-0.008251378460330597,0.010910013668112981,0.020733113684207032,-0.03276964429170344
EFNA2,,,,,,,,,,,,,-0.013537244228759623,,,
HBEGF,0.03559207893037521,0.07471778856343034,-0.008663533797021424,-0.06526856629824718,-0.03077812185058666,-0.018329012905078598,0.07310967064613179,-0.01011659257816063,-0.06625876811772208,-0.04118326978194602,0.04355142968156535,-0.05115890521798085,-0.01300717860066767,0.044629330320182556,-0.01392696513671612,-0.020705844803869947
CSF3,,0.005286828060560827,-0.010689909295166262,,-0.02298520491733374,,,,,,,0.07160227965302626,-0.010441263316755198,-0.023225938992420717,0.023746696882953274,-0.04095516365704515
PI3,-0.00434526108351277,0.038320746053859,0.03301746805211564,,-0.02588164410878555,,,,,,,-0.00019059279989942126,-0.03627217395852924,0.00976316423952123,-0.06921199944578113,-0.06674879711178172
PCSK1N,-0.03298529283800312,-0.007242643118014084,0.02026274165301213,0.05277982395157668,0.04889739768712259,0.04066418970594792,-0.012482157875060547,0.12489882461065845,0.09617386481041618,-0.03228096775439922,-0.12192278991618587,-0.017564047368980595,0.03759035447853386,0.05247652043732806,0.02946485801859451,0.05142720880805276
NTS,,,-0.03918803345742311,-0.02535028367216793,-0.028251581765072788,0.0244218200548984,-0.017210706046771315,0.10231987915777434,,,,-0.03280976946732463,-0.016492563218929557,-0.04522740766668422,0.037755304339695185,
SFRP1,0.029122379069286226,,-0.022271749662360226,-0.04278954657763854,-0.01885454224257889,0.009861432726703253,0.024599472389546923,0.046758551181223754,-0.0363897109950582,0.02049960449527971,0.08397622776828705,-0.025210797799179275,0.018743271609747834,-0.06398387424405404,0.07782151103752664,-0.05109486419561024
CXCL13,,-0.02680376167951722,-0.022071588338634818,,,,,,,,,0.14073252168033187,-0.03478103948660722,-0.03788633971860516,,-0.018345990204305624
MICA,0.01610794857905818,0.000781178036069663,0.02256913301594664,-0.03229028233809965,-0.027728192479024485,-0.01351406377889135,0.08662402457317435,-0.047546832918449536,-0.026691516950526697,-0.06403153533740445,0.0871465647373422,0.057232472885134576,-0.04235399133239368,0.05920968037239712,0.06126718770478331,-0.0019501003109296316
TG,-0.0006115830574298675,,-0.03885785512551433,-0.029260910028979636,0.08199013739552367,-0.011436489323848782,0.03506826791103756,,-0.01914325824906134,-0.03140786344528274,-0.021021201701332808,0.1870239118733421,0.06141825800591172,-0.01911530469403087,-0.0073252888232673745,-0.03660883344886724
ADA,0.09530381106949805,-0.03967683125408968,-0.02748983230900875,0.07631545631848258,-0.05072123272622089,-0.004650500009325552,-0.043425668192934204,-0.10002346561405148,-0.019559939417363163,-0.009646453181951767,0.09677267541076796,0.0512192863124497,0.03520848940054356,0.01001021780796646,0.13281411267102533,-0.07605846708035598
LAMC3,0.06510439004236034,0.023699384868189496,-0.02598417729372781,0.011589911368270934,-0.09075609024185757,-0.050030786724473704,-0.003982913646129429,-0.024458918148943493,0.04776612214356292,-0.011880466789238325,0.1167557012152034,0.11781346560515114,0.027160880049858165,0.0328091016371889,0.11769307793463801,0.034650662866859076
CCL7,-0.017045675439246784,,-0.01662554258997708,,,,,,,,,-0.021078643791344755,,,-0.033381756270948644,-0.027823029034866185
NGF,-0.02926657825652017,,0.028254744783030507,0.01401812749140553,,,,0.0288087461426705,,,0.0037335679927156915,-0.006703279967750731,-0.013355280891461934,-0.03987386171184593,-0.023247418714116355,0.023151546695531256
TNFSF15,,,0.09698062588394488,-0.011920260649060847,,,,,,-0.028950099424398402,0.050070392990372685,0.022119477406172906,,-0.014422909374119526,0.022918843151951414,0.004426098244961475
HMGB1,0.036270154406785556,-0.05728100614747864,0.0006194060632335112,-0.08053467794369883,-0.027974422125165474,0.027714315042759344,-0.010550200144899395,-0.10332662917297533,-0.031373870863836216,-0.09383680049065067,0.07400240497995571,-0.06906743289912314,0.003652979166357443,-0.005011082003608664,-0.08597926945854463,-0.02573595404463159
ITGB3BP,-0.01766916146031244,0.022439118744401198,0.024180444928723725,-0.016085503531347807,-0.03853722384954543,-0.05846134749119155,0.03493482091172468,-0.010345518370883565,-0.0965390995292285,0.02546728273231236,0.042071227260500596,-0.0028413842991213342,0.030773331282263904,0.006483274382615295,0.03221845899666419,-0.03593475681431467
AANAT,-0.010544720047370941,,-0.0003150624472768178,,-0.020733276859224676,-0.02766367932915199,0.007552515617009429,-0.03200168462988067,-0.01709483204903206,,0.032554353946392625,-0.018491918259000914,0.003771217012292018,,-0.035319290226612184,-0.025007172486619333
RELN,-0.024408332432028095,-0.04157054039197441,0.00791045409542775,0.015813725784422816,0.022186911249283455,0.058582229124627204,-5.9730371209292694e-05,0.006885705754071371,0.01756237196174148,,,,,-0.017421311479671492,,0.025805969616793205
IL15,-0.009613628533579829,,-0.024451614849320555,0.006718383832240128,-0.04717078481334797,0.04025754142372717,-0.013149168706089991,-0.04622281031657187,-0.015854666615192744,-0.04941747507385201,-0.023201972696669966,-0.03387795189552048,-0.033028093203691385,-0.03518191491534706,0.09498224692098428,-0.011039720645837685
UTS2,,,,,-0.027524791314247933,,,,,0.0007470824804495349,,-0.015747221776439706,,,,
BSG,0.060212592887083353,0.0745832156834804,0.01962387114702941,0.018241145962000577,0.059527693550832345,-0.0688294533208144,0.03205980204110632,0.07819797961826383,-0.049610826164507814,0.05715345220385538,0.017374582367059334,-0.04753003589859094,0.0016150649886392415,0.07095585236193838,0.04596409282469167,-0.03704378429020647
ADAMTS3,-0.03301767792465258,,0.033846225664029575,0.056003917329724845,-0.03850722554383331,0.02614805744780983,0.02595069409223268,0.039712883391463644,0.02913487200740484,0.09312796724861813,0.2645585084824748,-0.0009713386498413163,-0.04504680946970912,0.0010515675729290675,0.10145021608470128,-0.09510456793450887
CD34,0.045337113131114055,0.010204538682225808,-0.0466048172576511,0.13016052339869183,-0.005851123924554875,-0.02269591206934678,0.007223031277156484,-0.04248102998866875,0.04371114261215741,-0.007104126281094719,0.1246253156293661,0.007145847711085807,-0.005992258733779663,0.000859713886047659,0.10426407210995078,0.07315772359867838
CCL23,,,,,-0.023591177874719666,,,,,-0.027317589243158004,,,,,,
PLAT,0.02842673289274083,-0.06359441544375692,0.0030458560511900257,-0.027789515482600863,-0.056113263607792424,-0.05701741904145343,0.04452675487620228,0.03918061055765379,-0.008273139222478658,0.021639861006356297,0.06767670161978191,-0.031142957722116945,0.020769368933164032,0.05170610299607674,0.06714111590071863,-0.0367231186267188
NTF3,,,,,,,-0.00403725990384947,,,,,-0.0031706115229667214,0.04747929606449567,0.013383963705219706,,
LTA,,,,,,-0.016126614016263717,,,-0.015854668572300192,,,,,,-0.0006795611656682824,
CKLF,-0.005662873945102259,0.07533021387590084,-0.02109886126994818,-0.0433415236944416,-0.09915737846501953,0.010883731570047806,-0.0007036221787727441,-0.02994125108012771,0.03423533659436529,0.030833477539729936,0.07702565679429169,-0.002453592430436738,0.052196563042315944,-0.015411675634686725,0.00162534696089542,0.027496063822078774
CD24,-0.0803600613849461,-0.03473983282985307,0.013302216621072735,-0.019565586159316882,0.03290509131503643,0.05065219747794432,0.11875280132033474,-0.009175083369272852,0.0014926679240181199,-0.004704492501816939,0.044930570871994494,0.03786530021310109,0.05626221224414049,-0.01380926597522602,0.019286740514607895,0.001520847119095687
HSP90AA1,-0.06932786647156874,0.044005217364018225,0.08359707909980973,0.06655645758015791,0.08846344826305022,-0.012906527339057224,0.009668395664869817,0.12090073683580785,0.12130772977417253,0.007395914223748688,-0.11322353243610082,-0.05901744438979791,-0.04392725240810375,-0.049134190512577544,-0.13120051200856878,-0.006294499249404674
BMP4,0.028336225498231647,0.021548288797049783,-0.03788649885841201,-0.04135558033067689,0.006169961736593713,-0.004795417400510221,0.028638722986261883,0.0033817561166199065,0.01103898745779293,-0.021957373368755428,0.036990376994356707,0.0773223738430297,0.011868985407057305,0.02027075626937552,0.15906968635904917,0.02424279414152422
SCGB3A1,-0.017045673734702012,0.1129356002418464,-0.023248846938730226,-0.00608040852270704,,,0.01792150177383895,-0.037205021075824074,-0.011063178060528136,0.05712585139797514,,0.06358628755940388,0.039426022532170174,0.020886315087614436,0.15110009219183543,0.041713542394250853
IGFBP4,0.04737737518724126,0.04262572924876332,0.01633652243691779,-0.006901073694300272,-0.03782853354387047,-0.11028768495931354,-0.058504071302763916,-0.09872726427197777,-0.01116415323905325,-0.040764166743973256,0.10062011906872194,0.06339044739073493,-0.01973926548029602,0.05189525311036989,0.09189820010432254,0.06764538337237647
RSPO4,,,-0.026832948587397782,,,0.006845422764066919,-0.019054671941430987,,0.010446083233106536,,,,,-0.020171283974878797,-0.005317767791814241,-0.014944557598773877
LEFTY2,0.0013166030417748466,-0.011506594120340134,-0.021945397916470242,0.03926126311844197,-0.05506742104973981,-0.03200000068097723,0.04177303537488897,-0.0010933837005272457,0.1704556588105867,-0.08596945171174902,0.07792180158903138,-0.01789338161094077,-0.015565398664921976,-0.027431613572841195,0.0425286192482416,-0.009295522197421302
PF4,0.021265190680460365,,,,,,,,,,,,-0.012407821562737323,,-0.008698772575063286,-0.0033184142585567507
ANGPTL2,0.021962141188135238,-0.04054461001745012,0.006906084550714938,-0.04413295324704128,0.004388175115171766,0.0019160404573604723,0.047610046820379795,0.005416104211558097,-0.07191972681057951,0.016282686686606453,0.017165013120800415,0.014163752296553988,0.03538012313824605,0.038923337234832135,0.1186679736395385,0.01077718069273377
LRIG2,0.03537089744430599,-0.037506306031873306,-0.047338208451576755,0.0330622514994796,0.026989660708920057,-0.005983659656455045,0.009019587926957975,0.048270279562654055,-0.03164688895463593,-0.049887758810452466,-0.01075748400513577,0.06927625493058123,0.08667614276697228,0.005251978221892343,0.05687661199187344,-0.029050441902145095
ICOSLG,0.008383804781813631,-0.019518725612591353,-0.0024532405491402374,-0.0038456635025100306,-0.10865078733046696,-0.012003540859860521,0.0006970234552506269,-0.0490116428066413,0.002549357835950598,0.066380710027876,-0.02772777848835828,0.02443975327320468,0.007851638891393169,0.013379651387681239,0.045661561549795456,0.046489154693280896
WIF1,-0.02022409982233059,-0.019957118494576383,-0.017037057685704318,-0.005807172812906732,0.03695889233411486,0.024386689597116706,-0.013968996254395556,0.1569421429918641,0.08281807102884538,,,,,-0.018751162283663664,,-0.00831090671029196
NPPC,0.0538781966527939,0.08741403909844678,0.04923828843158381,0.12125768058298658,-0.055823527495545394,0.024810064958414202,-0.008397762150868036,0.02530451529452423,-0.08515072546358539,-0.024136027650268743,0.06607736246549346,-0.031466613991812165,0.08292974012397164,-0.020639533602462085,,0.02147518575776537
LYZ,0.03907092818271673,-0.05045919754384568,-0.027645041585360075,0.03501810122401587,-0.03680062982449908,0.09176873490785245,0.015938210699585197,-0.060473054048177315,0.024349231142017546,0.03672184987997301,0.09995873342934489,0.04252354809063556,0.0437880259875951,-0.02776199355689008,-0.021064954681713877,0.0011883257921152365
EREG,,0.005090370976951779,0.03481887632956866,,,,,0.09733368275674077,,,,0.004369072939080734,-0.03942638537151897,0.052657563073129555,-0.023620746889431755,0.005851964313638942
SPTAN1,0.017069108906203636,-0.028070951127679843,0.07502166365593513,0.015763900736059263,0.011112642140605183,0.07720069316434265,0.02880740017008564,0.13628821654582024,0.05411908289792532,0.02107243604636223,0.031122864324544513,-0.021005916570116086,0.027965329933453503,-0.03280873555695765,0.07755721687241536,0.09288716639590221
PTH2,,,,,,,,,,,,,,0.10045994179210792,,
LIPC,-0.02164759959022037,,-0.011005490569961819,0.03377894388032909,-0.04001929181761912,-0.005377224467628565,,-0.008958735942497261,-0.024906201683641667,0.178485025313214,0.07354926002640987,,,,0.005895171538951543,-0.038520706269692555
COL8A1,0.04338642378995932,-0.03429177704480557,-0.013371399378997081,-0.05489484379784609,-0.0030616188569716016,-0.055777774428742766,-0.05872750280553418,-0.05435010849228372,-0.05165354401782263,0.020601170085846266,0.09413483480579111,0.039196313808183454,-0.009048289121609349,-0.036827703190012905,0.003477971226960521,-0.031453242217942254
GSTM2,-0.04184451093839779,0.04956639235244379,0.008232459459267613,-0.020400901432608667,-0.056708645915065754,0.058801567674720785,-0.00010122893274179732,-0.01251930471193909,-0.0005660879069692551,0.1026009144228539,-0.0018988844858334431,0.02969800067694955,0.0299946630399581,-0.042824436669835195,0.05280109314281076,-0.049252570010007636
SPX,-0.014188403160755408,,0.024325502542781968,0.04045987024954612,0.036370017170082876,0.048960570758749565,0.014608675133032864,-0.030229894097734272,0.13346186263531096,-0.03199693460028913,0.05581172259628658,-0.02125245964560425,-0.015405896420359408,0.008931083441452875,0.13397373862203674,0.05806403058042213
MFGE8,0.02626199865460784,0.006950357848930475,0.04559087050199346,-0.031402715694964604,0.0435418243825106,0.03235312634250188,-0.001550156469356048,0.00381448764983513,0.0126119583716719,-0.0739546614701651,0.07127577464254814,0.0733006094043815,0.003874468299027168,-0.01984630764922133,0.10941533520546903,-0.06310114790062542
TGFA,0.03260912441295861,-0.024861498181889992,-0.030420915969352296,0.013196468856004675,-0.00509478835358378,-0.05473623601033523,-0.02705448761872005,0.05344048046089413,-0.02090644663859366,0.03313432479888177,-0.021982280667036447,0.0478625569133148,0.039094192167614006,-0.05568199379670235,0.0288944054194664,-0.005408585495343036
SLIT2,0.04320218122212973,-0.02932733441894573,0.0415066775749261,0.05151426368746177,0.07708794641641652,0.035379014730124586,0.04423583960423751,-0.006420394555258469,0.09852394358015089,0.017854816374616892,0.05009492641775087,0.02164295050484181,0.0266184595715628,0.003756725580193361,0.0065650299164431184,-0.05724023852093257
PLTP,0.0752106773851518,-0.07758902328291659,-0.028382258445893087,-0.028858066014052757,-0.09081444753250513,0.06330580852306106,0.10077023893771059,-0.04448004885613081,-0.014976303196379935,0.018524709388303355,0.006231910398819949,-0.032741801385120756,0.03718661257540231,-0.002093233090234341,0.037446861444990126,-0.034104762523612844
APOD,-0.0034558960965181706,-0.0059091456016542605,-0.03320413903428148,-0.01576174853486961,-0.07839629931630748,0.026100447405130605,-0.03110942271648681,-0.11080339185591614,0.05381333078134873,-0.060983592781628126,-0.07287233436384985,-0.008893341653981094,0.05084267418847305,-0.006666185970416829,-0.1138316781124162,0.08154091133119692
B2M,0.04407447949661661,-0.03497638314035171,-0.018375103870035332,-0.06246108669704982,-0.11436809155321086,0.049125854635937403,0.020323617052311498,-0.12824115462230273,-0.08147873649321519,0.011670562423850084,0.12151103869345192,0.0807034358742454,0.09957855173767648,-0.030457763976084632,0.03657230401649162,-0.03225268082030521
OMG,0.0017423853053322726,-0.04531047667533806,0.0034484486338887087,0.039925978538867576,-0.004174373836833393,0.06275146612819926,-0.053038341776525694,-0.06390014869493942,0.08839402550652338,0.003363326535839259,-0.08870817729368381,0.016074451287534892,0.0620838495626309,-0.0019585756912393884,0.08915868084584497,0.1034787888546321
CXCL3,0.023203970915794812,0.010021416493772566,-0.02117497973148576,,-0.027221801411984794,0.00651600398359301,-0.03258070163749005,0.0095468353149688,-0.011418232436740639,0.12248897616384859,,0.01565494149295543,-0.022167744115434644,-0.04832909021548891,0.028489625979847683,-0.027511221958752528
CXCL10,-0.03723290561323227,,0.006552017974467461,0.012996106320629357,-0.09346899764286323,0.06369464546344297,-0.029072396086221843,-0.028539060139354654,-0.018144953150906914,-0.02695506825084102,0.12352154406401185,-0.021766403843038656,0.1818247616645262,-0.0010720548296491955,0.14211730614472343,0.04082762542966099
RSPO3,0.037008662913089144,-0.036913766908517415,0.03147404745139758,-0.022422928572973587,0.0815262760030113,0.052869609668914866,-0.007811721506570565,0.07312006620110147,0.12802789609277254,,,0.00903648117104889,0.014198360210995058,-0.0037226368551252042,0.10745759940814902,0.022431397409247426
CORT,0.01267066694702366,0.0059168258030500385,-0.008193926139502993,0.004152231294618254,0.0499684949735214,0.013976940138187439,0.013578366819819465,0.0028740582193143836,0.035158279363465064,,,-0.024035232116572245,-0.012984154624176096,-0.033547550557517146,,
NCAN,-0.01725384815990203,-0.05119093678594948,0.04152864860535336,0.009574138679817882,-0.04728895585877437,-0.04937728957275127,-0.00030156589239844404,0.08782188981545769,-0.10117061244443758,0.01687162318990347,0.011866445641649487,0.010235904630520966,0.09637801540524747,0.015025543622919201,0.07051626731164783,0.11537089375989643
PRG4,-0.025634660172046828,0.036624554634837776,-0.01860065211264407,,-0.02949234083361294,-0.03960071585974763,,,-0.013950284984774816,,,-0.02308694800517188,-0.019158914700923565,-0.038681003343654326,0.06871830697698918,0.02545995638551884
ZG16B,0.048773899196948134,,,,-0.01994197230558323,0.01908178319052548,,,,,0.022108867647152933,,,,0.030445563310347805,-0.021073019899713604
TGM2,0.03880619216031121,0.08865533148955301,0.006458288941754976,0.009169303430829657,-0.06365075894074287,-0.025897071087422084,0.050516580200698366,-0.029330281317720835,0.09706687372386788,-0.04894912931003917,0.09476661777027151,0.06540949485470869,-0.009733443528489562,-0.04216966625261573,-0.008037171201665283,0.08692040508934948
VEGFC,-0.02114136860230486,0.05511676010425996,-0.028632567261661978,-0.0018604728180142839,-0.028432996887547104,0.004841715325390225,0.026059142970963064,0.08045704875662177,-0.014236821883415579,-0.04117086007922017,0.040879087654257615,0.1526472839162892,0.038100599475355705,-0.03442666756366689,0.08328994420353411,-0.07399515719011533
WNT6,0.02382426579773448,0.03540172121453427,-0.025629907841864242,0.036301398491905175,-0.02900185535493426,-0.02798136937760369,,,-0.012425179224098333,,0.030265522360886758,0.08273051488650146,-0.02413163171184735,0.06990378511400466,-0.018374220933083975,0.0006758320110786127
NRG4,0.17946291439657755,-0.027668852613501906,-0.012768066511618058,0.041949308416999696,-0.03673458145109705,-0.006166309317805089,-0.012921405983492036,-0.019628391271205182,0.003372232796826805,,,,,-0.026636703846682496,0.0941456090820559,-6.850166410787275e-05
PMCH,0.0008601228238706912,,,,,-0.03098743670033134,,,,,,0.2017014924447898,0.04861565519557369,0.0327071144916827,0.17978470269903193,-0.029264427028750296
COL9A1,0.08000368426985172,-0.06463768040987349,-0.015703320728358124,-0.014836874291245469,-0.06415274053738033,-0.024954698536626477,0.015903051215646304,-0.003955977510651117,0.016307630513337945,-0.007867440667272527,0.03755424160875715,-0.023890945565125065,0.04952430110124293,0.005335644793506131,0.04853800231819856,-0.040289289781004906
GDF11,0.06300439544644518,-0.045784304809537456,-0.008278047618350956,-0.07008154630003385,-0.03509872095714276,-0.04916559012318676,0.009557927009035308,0.03381707934652849,-0.008365430461113682,0.005814907466815575,0.02588368920964975,-0.006350590578034257,-0.02963377717419625,-0.02443167815617207,0.04749856806269028,-0.006484507093261892
RAET1E,,,,,,,,,,,,,,,-0.001257979273227423,
IL24,,,,,,,,,,,,-0.015973956606690095,-0.012209985156287908,,,-0.03660881242705318
SORBS1,-0.03034389413444163,0.05087500076496394,0.001042695245363997,0.011454879462033017,0.011400630407712649,0.017896623838150792,0.07800594872454747,-0.03135246659101964,-0.03723510973178561,-0.033560175685376156,0.008766309270236498,-0.003246278894146304,0.07136524128702887,0.05465252377366048,0.00186828834304096,0.028901704817053786
DLL1,0.012088922570166655,-0.03867015703710394,0.06075846033419385,-0.01654772230905381,-0.033933195027004266,0.04306109080530413,0.0425730684528327,-0.01009705093593368,-0.053038565861235516,-0.018132073976390557,-0.07258749925739319,0.09558926499310252,0.0389737298583468,0.002589982822916635,0.11891750336738,-0.009611717402875489
TLN1,0.0366482782508394,0.05438992817439913,0.009292776655040611,-0.0072231197599245045,-0.07931169917206377,-0.01368150246304197,-0.006948090618607334,-0.1303473060038027,-0.07622586756023178,-0.029326533478156745,0.07712284493879036,0.015587257564366639,-0.0346317268545281,-0.028707090286882626,0.05419385571129583,-0.04017244799032751
COL2A1,0.005918543354881335,,-0.016613204088891602,0.054870733283422096,-0.02722181067586551,,,,-0.01159185012085246,,,0.05536089750229275,0.01973685809142209,-0.032308416821790496,0.06264792874000587,-0.02950228665618483
SHH,,,0.08751287179641841,0.06221374473109411,-0.02139965081419976,-0.00031026943175770067,-0.004861775614716062,,0.019489756753210005,0.0180817274369577,,-0.040467371750418056,-0.03685484254233044,-0.025972032332643218,-0.009755169970098914,-0.011924669187065398
PON2,0.025492637294257367,-0.07623461437577464,0.03924318261516919,0.005545176585733749,-0.12020531216364587,-0.007927684560976152,0.04123799862744233,-0.022038042701367683,-0.07043959929955919,-0.005287513032740209,-0.011239361675445703,0.03907169833422199,0.031383176577175625,-0.040718300736073916,0.05973341462023132,-0.013902401012797903
ICAM5,-0.014553774874697663,0.0019506266650913897,-0.009438522138471725,0.061911476171459784,0.07491492825004277,0.020751245377724707,-9.929664313931098e-05,0.0060488215371906975,0.0757423781692388,,,-0.044651602632873204,-0.015843197393234656,0.09367891592398553,0.028355767176010876,0.08753994787994275
HPX,0.09538460360843666,0.05997218757473101,-0.04713040740560013,0.03401595143608464,0.05129554690725174,0.004755028495797567,0.0515241644762635,,-0.028120388164717753,0.09230602736033093,0.016021784889357144,-0.028610096688197136,-0.02660560409237536,0.0732834408392571,0.036432028431681765,-0.011748037182577014
SFRP2,-0.022662268655984634,,,-0.05849657461256707,-0.003557868865973855,-0.03462535431602663,-0.01358309104526203,-0.0652264426091811,-0.021703122240941133,0.04847763575918355,-0.00466773041756814,-0.0343523104295636,-0.06154431548026112,-0.010145006995692549,0.08336779023119499,-0.08874134058476917
