,UKF248,UKF255,UKF260,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.10500442623427417,-0.004685399822173106,0.04303836213766781,0.04071899371178818,0.0013693068729919947,0.150179513857621,-0.06770548632096633,0.02043806410123234,0.009805458111216948,0.024763557677074055,0.05664851323297169,0.005894466022348308,0.11010226646742735,-0.08677254710608988
MIA,0.02077454653329839,0.12606226556486835,0.05634950493220588,-0.026772958369644873,0.01774506014190474,0.06886570400213714,-0.07457135054753991,-0.018276560629413664,0.009600491820267265,0.17801693233769514,0.05135804096737271,0.10581847439352765,0.09066079990598427,0.11585668862389119
COL4A4,-0.012996070313922645,-0.0024770750367304477,-0.008000913031047443,-0.021126148576456245,,,,-0.022166231203937226,-0.024111199128874602,0.0625936192085277,0.027810350026370022,-0.005942230516534564,-0.015347530806572142,-0.023074826688733313
TAC1,-0.04719397224074711,0.009398142622371989,0.0616047631372808,-0.11199266335556461,,,,,,,,-0.03577683509279533,0.0807381635715289,0.00021808640802953874
RARRES2,-0.03321476014925078,0.022448160748785237,0.014252707127290147,0.12386350872156636,-0.06282025025737942,-0.04747355310656107,0.0008312180562527672,-0.0346761409428094,0.0009100449042802755,0.0211271654902215,-0.02687758218507398,0.06500482236391093,-0.0884505935750569,0.013096333066869205
FGF7,,-0.030909769136211566,0.021209176319696457,0.025324762776084704,0.04647181615792266,0.03904528162234057,-0.13084044266363845,0.05638312285003281,-0.02074562213810736,0.049019988690312245,0.003584339377315452,-0.038904940014538016,-0.00787099870982685,0.02568381730071116
EFNA2,,,,,,,,,,,-0.03334983259185341,,,
HBEGF,0.11430141348595484,0.022891957902525722,0.0423751721386625,0.11438084987800294,0.11796044795672571,0.1117300698603403,-0.009571796046195874,0.033899537717576846,-0.018632691081029978,-0.023618794141809597,0.0569280561003573,-0.005774526004756125,0.06046554147242104,0.07144156733395268
CSF3,,-0.034405082800977545,0.03616623272688894,-0.02235105856602452,0.021661845690777556,,,,,0.022541289377375907,-0.015999746117794065,0.06230734098404496,0.026644605727941834,-0.012854690873426894
PI3,-0.022754962368787168,-0.04935890729234437,0.08197854949225661,0.007226955544809169,,,-0.013330115155090473,,,-0.0638512784332176,-0.046631334480473775,0.11439192214378037,-0.06490727852623598,-0.027222653323104987
PCSK1N,-0.02142766193078638,0.07203300717418218,-0.06670558994419522,-0.028850251042048566,0.0678641152303014,-0.04643270442372431,-0.0012559143792718077,-0.04330109997566367,0.04214758388362875,-0.05147984833677679,-0.04024705651782498,-0.01873288523775159,-0.07980012881229148,-0.06583167049322819
NTS,,,0.05102567966124808,-0.02747213961698368,,,,,,-0.07110258518252897,-0.04063044243475667,-0.06257785321490292,-0.004530772757785309,
SFRP1,0.017369099552607518,,-0.023120666870009944,-0.050082641764811475,0.10029286285237121,0.00461322526043078,0.052490363049607205,-0.07130999643050684,0.023671806048328504,0.031454520763305516,-0.013456173672463023,-0.043020782074397766,0.021940504494421524,-0.04840158646716986
CXCL13,,0.06059257360220436,-0.02291287613258366,,0.045669645048153386,,,,,-0.0007896931364196271,-0.017498365534730047,0.008773024643178607,,0.03668804638279997
MICA,0.03936872403527702,0.005418818960046088,0.023245375554798595,0.12763550537454071,0.028216184812264188,0.12206955998732576,-0.025617571473828985,0.03220314146763512,0.07268791499795495,0.03890465383152431,0.10190118899247469,0.05810320979091137,0.10005951294055644,0.03733094574364781
TG,0.017654328832709287,,0.04787078000140297,0.02942391865801456,0.01716374765664517,-0.058095424992530745,0.09587819550160954,0.07883166682930873,-0.031051398115150695,-0.02898905441941627,0.0666582721272725,-0.02446741710781828,0.021082507964439334,0.024569832996117674
ADA,0.06730687742977998,0.04383622816723415,-0.02082431621246403,0.12498055849826233,0.06257953330177655,0.0315561891469898,0.07128066688735958,0.04088661190369967,0.06345856860270158,0.03208238977561571,-0.015777403440119915,-0.0020804709873590214,0.14434986498556843,-0.07318492409565751
LAMC3,0.10569769177751741,-0.005252126081585855,0.020006451476503116,0.18578102955730813,0.05034550195059809,0.0935292880226806,0.08288273363341875,0.09252534851792468,0.018495740910427255,0.029797017455358617,0.06782770550340893,0.006924710198250939,0.21337797715829984,0.056287705124663606
CCL7,-0.013758078222628324,,0.1050721601782984,,,,,,,-0.0037774987989365153,,,-0.03130553905859546,-0.018923688522077688
NGF,0.0056735855345427045,,-0.02095814793610258,,-0.01660630557856729,,,0.0672301738050407,-0.028340118043751864,-0.009688864234150309,-0.007434934583524911,-0.002658005850108057,0.03266157966997685,0.07439990737169763
TNFSF15,,,-0.02249194833733749,,0.08383137128512644,0.07578429508112307,,0.23917233183287645,0.04593439027153486,0.03352212908364948,,-0.018461193541688195,0.07519003772774825,-0.0429377148324584
HMGB1,0.03475792866931425,0.009542110911438847,-0.02681911284067978,0.05665838424421908,0.10499264709321038,-0.05238730338514911,-0.023342013188980732,-0.005069652954419586,-0.0621243588867814,-0.047687789746726286,-0.016099531245137598,0.006473177864791455,-0.05910946764927683,0.0016292692371777143
ITGB3BP,-0.03840213401600593,0.030586795822936674,-0.020839177376923822,0.1653372198631996,0.04160378568266903,0.06647330695317698,0.07592448164732701,0.043601272743370084,0.014709956537950965,-0.0016487192265985091,0.0013942222634028439,0.04435778709795465,0.05459469492700445,0.03723481760978544
AANAT,-0.01996087835557099,,-0.020266590599902178,-0.020161259689125577,,,0.06001161842604803,,-0.019862830999070415,0.025747658149058435,0.09455912345071162,,-0.03312256583316235,-0.023689011419557225
RELN,0.01937665574785947,0.0026699787469376584,-0.009763685936654313,-0.05915946172566589,,,,0.03899877897684335,,,,0.12619692285861892,,-0.0020851381749186913
IL15,0.04129242164717915,,0.007481605999223207,0.0816177943404785,0.014317289978766955,0.044036722461316825,0.08204292124518975,0.04441223881514366,0.09138138414517523,0.025235326924815317,0.032427094645554544,-0.019864612674288237,0.12215531918546606,0.03903342671394939
UTS2,,,,0.15258604518018481,,-0.03188665347898704,-0.06662289785849015,,,-0.02133741655195527,,,,
BSG,0.038831929767801136,0.022232074605777325,0.01780969777442434,-0.0011043737362182978,-0.05505198579693523,0.11879590010044118,-0.09052836298689527,0.02346838235902452,0.047555183162137186,0.1153310987807387,0.03897686303651724,0.08141017102747582,0.05135657038700677,0.0671398005850289
ADAMTS3,0.03703347963071841,,0.04218623183012626,0.16939230695419571,0.013222809309964103,0.04689779654298865,0.05644298372878286,,-0.023783718001370465,0.058559108942728345,0.02627962546094782,0.018477978027563926,0.023269946895118482,0.05148619178136393
CD34,0.09603364928632842,0.02112401787735462,-0.01520765680332116,0.12849176824373307,0.10737253845002376,0.038314154311403684,0.0029055673173391215,0.1221569260740827,0.033562923776086044,-0.020089420082039178,0.07405915837069164,0.07967870065212945,0.18492050066982513,-0.013343733962232547
CCL23,,,,0.010367409438757363,,-0.02069757415132136,,,,,,,,
PLAT,0.06518852149243287,0.041834388518736054,0.05582785842136985,0.10301726258789612,-0.012384846012852177,0.07967445997290695,0.011481011400437906,0.07855016086587743,0.02520392563785318,0.07558607314373157,0.023571795530646054,-0.04359401363053073,0.18483947789489563,0.00912996199705615
NTF3,,,,,-0.04656252588341585,,,,,0.030729965199179053,0.009038677545898892,0.06251864342107127,,
LTA,,,,,,,,,,,,,-0.005590778954558445,
CKLF,0.0038005926037991402,0.011734438213300155,-0.00011064999809465085,0.08568546454145383,0.05431420807171219,0.06989065996612362,0.076514147501624,0.08988567023448012,0.08161521675988835,0.05931317721585391,0.08574483860935365,-0.030568662058088978,0.0032094033559781463,0.06313830095816346
APELA,,,,,0.020807800989753402,,,,,,,,,
CD24,-0.002766610631546292,0.08610918773415688,0.024088594789331542,-0.026518446307693774,0.043158466599420055,0.010358807429504504,-0.0074025510910805895,-0.16689634607422205,-0.011601823337488368,0.0237207586365493,-0.03243267183779089,-0.026092479568796824,-0.059571770565715325,-0.019645607841603834
HSP90AA1,-0.048779542997605674,-0.08998248148482685,0.010392313507726807,-0.15429854800178985,-0.055016302483525646,-0.07374460413644558,-0.0236758128660176,0.016333003427270794,-0.0851770466344832,-0.14606825565288303,-0.12647288642206658,-0.03053102062932977,-0.1548369706851264,-0.05868249032786673
BMP4,0.07359001914171182,0.005236270527114614,0.06479257446325253,0.03598613507456866,0.047437189921919365,0.09845509718237169,0.09902607193441577,0.058058383213998664,0.061971229501633814,0.056094645773800446,-0.0422411032366771,0.08736825783515127,0.1483718612301342,0.03163979502097397
SCGB3A1,0.15867715066650212,-0.036775631181916235,-0.024135007501932742,,0.036578052295302074,-0.024742909262192678,0.06788935267791961,0.12143036442809883,,0.11661692734694402,0.005369777883733632,0.027854870445175095,0.12661800434157208,-0.026591949535127665
IGFBP4,0.08261457827887042,0.0687871000002957,0.01689969662162667,0.18578736782937533,0.0546488201522688,0.00872007108081706,-0.035359439842157954,0.07326675550194607,0.028613328802787795,0.03618860530839687,0.014482630380285515,0.09254042499806192,0.19564512202227946,0.046165357112926964
RSPO4,,,0.1164613768827098,,,,,-0.05500197425729672,,,,0.0033023204681564946,0.010274292525975144,-0.029870905056931834
LEFTY2,0.06241203044799922,0.018905799143900944,-0.015452900032592885,0.11109262403234174,-0.02471657745214343,-0.00969383372070648,0.05717153095256764,,-0.02538301464520334,0.05505011513751369,0.10568029081939871,-0.03511221725054606,0.16830565032510503,-0.06334588655599747
PF4,-0.014271796234219423,,,,,,,,,,-0.030567430486905963,,-0.03541349747773733,-0.023399570166965953
ANGPTL2,0.03344232127495023,0.09332176928996214,-0.00042288431091597986,0.15209482665265392,-0.053223677296723955,0.12665715433543592,0.03742965144488083,0.0994000255103749,0.0861656088773859,0.10394564925958112,0.05680717034617494,0.030225573799209267,0.12498751213638822,0.011477082655242447
LRIG2,0.0016778976581820694,0.07696463003355611,0.02107370490263733,0.02354872168679558,0.03422321266195515,-0.03389473883539283,0.013783248470530262,0.04056526467895264,0.05499887970952064,0.057040285074327894,0.03913485577297887,-0.012079937899256616,0.01684700738417278,0.04798125858077197
ICOSLG,0.06774057479410299,-0.05612801368165504,0.05824166398276759,0.08739122260642039,-0.03361563509813172,0.03234079989264992,0.09503458310295598,0.04950083130714539,-0.004808933039630769,0.0020078696295822676,0.03354476904188941,-0.015491868403757398,0.05099015512955779,-0.06248510429239323
WIF1,-0.02567978082097628,0.019747599849857297,-0.061326699002328317,-0.08071042862182108,,,,,,,,0.07073206905655978,,-0.0068512574383607795
NPPC,-0.03427510623924247,0.01181371155509024,0.019155367832637365,-0.054283393900660025,,-0.009751052814223542,-0.06566987123745177,-0.07448898915086952,-0.023783672323315838,0.04562782517970354,0.05458356645423957,-0.033567584895914604,,-0.05623457211188876
LYZ,0.031930826868654616,-0.008360996038048137,0.052021106198198296,0.08403761027870736,0.04829235659928874,0.07483120403040802,-0.02222097306735931,-0.002630995678474703,0.04252692259950069,0.09082469638084607,0.016822711610881565,0.022040133753010997,0.02525342763403714,-0.05143526784095769
EREG,,-0.046375517987689165,0.057762237616418105,,-0.0023522330937456046,,,,,0.010158542940566902,0.06669940092291397,0.01723812850531653,0.06836336238035526,0.04755137592518257
SPTAN1,0.049620806911751816,0.055919929138045124,0.002513441659158145,-0.05007485869424903,0.02251540849331605,-0.016638524989110427,-0.04862736818969544,0.03217064850043702,-0.03565294787871141,-0.0018691535382854899,0.027669170150073905,-0.09417749231615888,0.009885651761220722,-0.023074652474965384
PTH2,,,,,,,,,,,,-0.02191632878158982,,
LIPC,0.021762384737526577,,-0.012946754435065164,0.03331158123246251,0.018727587744389186,0.00151309328467087,-0.029760524648298564,0.028008838734855098,0.061281174788005675,,,,0.028782813278722414,0.03143056027170867
COL8A1,0.05911369705459604,0.042206723514763185,0.0407442333811406,0.06158351209092142,-0.12687839519320385,0.07043335723322852,-0.10615038665602558,-0.003601624506593938,0.024554548523565152,0.11566254517473872,0.035977654906889665,0.05465615206170028,0.030564446800871222,-0.008259657684430084
GSTM2,0.0477721672553472,-0.00862080550261194,0.009389878614249256,0.05289082407528507,0.07218814533351806,0.035481394997821214,0.013294807456834057,-0.1387257877212885,-0.014550237112203447,0.04145976455189847,-0.011061748550788415,0.014429695990624406,0.017459546660526033,-0.019940558590752607
IL4,,,,,,,0.07819848374530944,,,,,,,
SPX,-0.028258894847201024,,-0.0025200160533066776,-0.02045947396912656,,0.1184651292251382,,,0.044307006352961864,0.1340703970385196,0.0495561608720238,-0.06353930321343647,-0.044096732519028466,-0.045285483043888686
MFGE8,0.07378558400901519,-0.05526698784827997,0.06016326148851976,0.04644783269678113,-0.03896628455088895,0.03735124623895946,0.12597379608015782,0.10738936738899399,0.006037211995479995,-0.005688025359104142,0.04124560153697899,0.07492892072030802,0.23734320932388317,0.04257997969233548
TGFA,0.029451733038079752,0.020805150908714053,-0.05467088903106356,0.04938822296071495,0.10283377255765966,0.0023971288141674246,-0.02940086925211258,-0.06892467908326916,0.01831197166756978,0.009766629039734744,0.021885138723638113,-0.00495402128155204,0.06201883616642081,0.04193595509648458
SLIT2,0.005143061428043502,0.06765514553811922,0.060403198396230005,-0.04940399645772464,0.022313114270400655,-0.007836574836663052,-0.061194040595781554,0.05986965597030618,-0.02689723003322983,0.09273704540079462,0.05662015043871297,0.040752734897945786,0.07325878753528824,-0.009886377497713044
PLTP,0.07636741532471882,-0.018792594396490583,0.06415913906703641,0.22382585105634076,0.024667547297148786,0.06128543133454292,0.020652954161814084,-0.07462230769939536,-0.03123913071204515,0.006873686618670138,0.08231443109386838,0.08026201485207114,-0.008616815723642745,0.055207712060913405
APOD,0.008615225782859837,0.05702036146915644,0.00019002919766455194,-0.01966916909948269,0.09584410817910068,-0.15095034299835727,0.03984767084368577,-0.019468133902639198,-0.012527209657920925,0.17500988984737187,0.06169222215030298,-0.018716350420624035,-0.07121690417884353,0.002752458112023311
B2M,-0.006707832231540534,0.031116809777436936,0.10416068332097272,0.20767765814925365,0.11550136214229315,0.08041459829565144,0.06423185840805586,0.18550843864230362,0.059182657303418235,0.11020944252966745,0.11679141328333743,0.05994668839157582,0.15090321935701873,-0.05401864019796623
OMG,0.013216673458267022,0.06382986429024089,-0.06404767472004863,-0.1308071598967887,-0.018303909124844718,-0.03480425934559973,0.0629799759315462,-0.05813506656931801,-0.04857456110638062,0.0901961555912765,0.02850561817053752,-0.08595533194614821,-0.04182321074297453,-0.03705471832324316
CXCL3,-0.035243771123164236,0.011951851577742843,0.05831657073569392,0.030492647546471633,0.09067853878582399,0.05132321235816719,-0.06525584317563654,,,-0.006101901614499799,0.028535348409576028,0.03574018927303173,-0.004610464436216438,0.06284488068988735
CXCL10,-0.06098793978088955,,0.017732036647550593,0.17111629085229277,0.00607120390507702,0.011731265301920212,0.13573585305796515,-0.05078957728307365,0.09912588411011697,0.08439662884450742,0.02047227182008911,-0.03527937096892016,0.09380913278662992,-0.006200794220786507
RSPO3,0.05365137646671765,-0.03440508387411044,0.0011277726060120701,-0.03310585744775796,,,,,,0.0677100745998264,-0.02845666980157586,-0.0055948549442080145,-0.017915127897555245,-0.044393729294660636
CORT,-0.022693238290924653,0.003104291487781178,-0.03273084053522574,-0.05729710348616764,,,,,,0.0451994458507572,-0.00547566974246061,0.02234452449256226,,
NCAN,0.07141149395291262,0.023003179514844013,-0.03857272788086129,0.03420590109625303,,-0.15547570626063642,0.08773450609595732,0.15096189014487307,0.06260356909792301,0.10919956419716716,0.04698041047840267,-0.1105492159749024,0.04009635432969045,-0.02288809764093
PRG4,-0.02069050658124578,0.04697897915520292,-0.01930964057970716,0.027969716460179442,,,,,,-0.050032100614945445,-0.00762761354656029,0.0575842448797063,-0.018126534198449465,0.031278523827273155
ZG16B,-0.01907830013389185,,,-0.030963229641764515,0.030113202197287334,,,,0.03965154349469111,,,,0.056631091063393424,-0.019962233207931855
TGM2,0.0464240819115928,-0.051396487194060626,0.08375182776496497,0.10000071928106259,0.04104339317025255,0.07750047338503427,-0.018513016222485336,0.06796454580176654,0.0004573082763816094,0.0029200509161782058,0.029952621190347684,0.057788377549078875,0.1112446810268119,-0.020477563277340398
VEGFC,0.08109911955564539,-0.051157440189684905,0.054745783858763684,0.03509246357497011,-0.03297788038655051,0.054108772560577424,-0.07505038071562659,0.16681472136996303,-0.02862112566236179,-0.035910216919312586,0.11199710258220415,-0.027292366270060237,0.08940804673245077,0.005038525133844947
WNT6,-0.022198355062422657,-0.06470688980698337,-0.02660682569193356,0.07089032142055564,-0.03645978674544511,,0.03147007623816127,,-0.02099886066936574,0.0032367802490139135,-0.03771349465589414,-0.01045326509939218,0.0601077696485561,-0.020626976005921928
NRG4,-0.012671673055258435,0.057586421321892796,-0.027504057835105632,0.02077972749694357,,,,-0.043898089597662976,,,,0.020900611995593236,-0.03176900420555542,0.03770316482293957
PMCH,-0.01460478513401666,,,,,,,,,-0.046430445370037994,0.05098156893618369,-0.019630343595612405,0.033551445380482,0.06311863912517907
COL9A1,0.02812291280730989,0.1132672379746195,-0.02078951988591154,-0.004068341063270237,,0.00960127320683725,0.058939025594939874,-0.0008586528802317061,0.00694415250690579,0.06232621198662809,0.09330763507517488,0.009232187427290754,0.03130794312824319,0.075424126078466
GDF11,-0.04521310525419336,0.07566971517392651,0.01064076379849926,0.06390287609522093,0.019424875058752705,0.023430429845875893,0.03370554586142131,-0.03232234331405766,0.062372253235545835,0.03904709513472586,-0.007578476943624034,0.04423661886664451,0.12476818190025407,-0.010883201132627451
RAET1E,,,,,,,,,,,,,-0.009244661529334527,
IL24,,,,,-0.020561014160528062,,,,,-0.03461742123669418,-0.030080048348845326,,,0.11125195059101806
SORBS1,-0.007572656649892285,0.03199973725624359,0.03419499845288166,-0.040851463740992515,0.010097870458352523,-0.012542466349195331,0.07321168916852577,0.06818440166514322,0.034415819483041024,0.019697430268675046,0.004230790297612752,0.0412756228514955,-0.06571020407394182,-0.059736999044370416
DLL1,0.0002590666379501283,0.009603956837914773,0.019039120953759953,0.021675209038959645,-0.006086151054358977,-0.024363357867719006,0.020390456993883102,0.07330571399236319,-0.03426828943871348,0.06219297777174423,0.04936438030406386,-0.008215943089478829,0.1557195464164569,0.10209492733904212
TLN1,0.07322584532468043,-0.0003421928293454349,-0.017645836105880757,0.12422780121698596,0.05346319868030086,0.08943020583771046,-0.04780461872193152,-0.041411757117897095,0.04504322478262676,-0.020605494808780565,0.021488659968605314,0.08863285378603082,0.12732276689912017,0.040108003768143184
COL2A1,0.025820827898133985,,-0.017246438344801527,0.034288268988311436,,,,,,0.023241335231212204,0.09085398681507985,-0.04135448129784983,0.021889753702683073,0.10109565551040328
SHH,,,-0.0065047278167927524,0.035137183710156186,,0.1313265753453651,-0.012049424365720396,,,0.00040559802282991267,0.06522139637721382,0.023727441958924397,0.016179676925864764,-0.021318128116236398
PON2,0.01164592632507007,0.02940765599809718,-0.02603539187680709,0.11648858143911382,0.10538433162918151,0.018746077733581407,0.05998799966693428,0.09762059888722885,-0.025982771933802298,0.11492321590712613,0.12076043593244887,0.05238597986528594,-0.09999064269453996,0.06918862742353823
ICAM5,-0.03708088097336376,-0.03677563378452388,0.000780192023161723,-0.05172648939613805,-0.019463526208529154,,,,,0.004762964184926704,-0.05339244215016979,-0.033624617358297734,0.10733872559919347,0.03824055193948228
HPX,-0.034379185712864545,-0.0028412850775082618,-0.024104066737289633,0.01135148537628681,0.0016992501462547817,0.037622353212884645,0.08893670416263605,0.18355813779188904,-0.016241154462017047,0.040454880471662194,0.052914984956946604,-0.039353552016323505,0.09957201831149086,0.1292561006613511
SFRP2,-0.01829139983232205,,,-0.021126142355573065,-0.020291904810880355,0.012112665828732012,0.038252266912289064,,-0.05459914500752536,0.0882344891619184,0.022119283331726285,0.021590280765523565,0.08287227201427962,0.015288730042355762
CFC1,,,,,,,,,,,,,,-0.02744764949476215
CD70,-0.02305893013813079,,,,0.004196700661081483,,,-0.007049274730101719,,0.06626037377308047,0.09659142853932513,0.0645136508391098,-0.022090507681645683,-0.03296333881158464
HP,-0.04376609285883933,0.06639351202281667,0.11546899975760284,0.16459134093105265,,0.05313008505513357,0.021805634899028238,0.10006271398975014,0.0946446773564279,-0.00396762085375363,0.056184596369384075,-0.011481439803930033,-0.04752295557929139,-0.044996098249666126
CXCL2,0.013398945776072766,0.03256927452270248,0.004744812508927092,0.008823110796927104,0.0533584233585366,-0.0246704035446669,0.035470185268998825,-0.04324666877108054,,0.05067647735012164,0.00995155847110069,0.0037546212235756776,0.06373028279288623,0.05990690035108624
NPPB,0.021445681890915065,-0.10166974755747489,,,,,,,,0.07092091964836708,-0.009975418633617648,0.147748470808911,-0.032226116645535326,
CCK,-0.027640949180085344,-0.03752404008641813,-0.011854386895304386,-0.11757885072528151,,0.08915147704232873,,,-0.027482307417386505,0.05217294219684523,-0.01633638835549716,-0.04633539721592605,0.046272935743047854,-0.10673677335883232
SEMA6A,0.006704607656961613,0.05309135276162752,0.012147671910044362,0.07851733441806061,-0.037011008018992424,0.034115731009303964,-0.03179820386918533,0.004400591297593718,0.008647667342755816,0.02036745570990134,-0.05743067582593674,-0.00598370600073402,-0.04162402486155307,0.07469643466776214
IRAK4,0.027784765420009135,0.08744218801329025,-0.00286395920433184,0.10015406637765138,0.052220472703889236,0.00046314254178064573,-0.050533069503013,-0.020794919984898817,0.014122115735587125,0.019451138875634755,0.007875660895772104,0.005057199657845238,0.0994054729345018,0.037091049964766136
GSTP1,0.008119554861545976,0.022031762836032257,0.01256457085631039,0.08127829123008115,0.023006159231373682,0.07966462740902092,0.06184755686497341,0.11171579970819245,0.007517733935816213,0.09147937485355752,0.10224634835382967,0.013606958543431693,-0.05867797008272351,0.05546116608393157
VCAM1,-0.016731271008792133,0.07806671525811222,0.0572046044422501,0.11095441458590688,-0.030633323158532753,0.018766497838433947,-0.08995233416398006,0.06130126354887981,0.017413275212512548,0.11775256899790036,0.013743961305869625,0.032311179572377814,0.1006172357160554,0.0021989843369382314
NXPH3,0.03463589098979763,0.05160675505433532,-0.050212658656478185,0.06794692230469634,-0.0171791181163808,0.05713018107295322,0.0828339441140796,0.03464202652989414,0.0141487337825403,0.08821334447558062,0.04878445071989194,-0.013491427034459033,-0.010739267033121745,0.0010917414379102873
MTMR4,-0.046867187758653214,0.04379572238721568,-0.07287047547171513,-0.01008011027458538,0.04329479208664245,0.029320202225827808,0.03780259804064537,0.0714196245054889,-0.060310648521635105,0.020634081790470844,0.00597508526705843,0.008057372996019144,0.08565798349837454,-0.016850257651194377
LAMC2,-0.013931305883677195,,,,-0.0031711573142530303,,,-0.02156699497133233,,-0.04255896152197998,-0.028896902423173464,-0.0190543103576343,0.022752803552949882,-0.029870921500784693
IL10,-0.02943531804135377,0.02262278339988777,0.07060248057003558,-0.034735572621195095,0.04610502110719141,0.060554055606555565,0.0006127384269559838,-0.005629999369943003,0.05689630615207925,0.0273016687451255,0.04945355868416442,-0.04744913093159821,0.026140274910976313,-0.01254138108920826
SEMA4D,0.03831116759053949,0.1305691889123543,0.01124895369340781,-0.042345469005456826,0.019057796062148767,-0.0058031680133118725,0.05828382594818908,-6.392840568436363e-05,-0.012365715716417052,-0.008371719943160579,0.047632980942338754,-0.06095738481883068,0.046009363706739186,-0.012795200380914029
TRH,0.05476916391457842,-0.02657182624132753,-0.01697180289456393,0.03461066723286416,,-0.00637693548909002,0.10738365816205447,,,0.04338740758455402,0.07384225282457006,0.011716418106456492,0.033753120690040474,0.001936522857204776
SEMA6D,-0.06328989077677401,0.050978342046018935,-0.055059470262528463,0.01602824563361633,0.0018380965210243949,0.12013430495434078,0.03342003638719085,-0.015528798346287547,0.059628862572352795,0.038965402143000996,-0.01293017360219829,-0.06722270070789106,-0.05947724397342242,0.02632092002145464
