,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.024895925119420913,,,,,,,,,,-0.017079228022174684,0.021032758142762842,
BMP1,-0.02678254775710439,0.0536022975304486,0.07020942196999705,-0.009974640044380258,0.06210264102948164,0.034536425973614074,0.10647269666648636,-0.0014584154807255403,0.03414664671485121,0.011816340592524996,0.04572220822698738,0.03256548249875101,0.06159301740597984,0.08131585642321455,0.0012421417807463601,0.002341445494638799,0.03201356086350161,0.037871036311223016,0.05014334109278436
NDP,-0.004466854626265546,0.054582246822566245,0.0257062862862071,-0.0011833413592871865,-0.022650912412627133,-0.020554983163995493,0.03487485741436954,0.02974215016613045,-0.009050021482793389,0.002866782209750359,-0.005587072180753694,0.09116569099277219,-0.03643455061233078,-0.04446931560101793,-0.011210073251786879,0.05989319490336561,0.05550302761964509,0.08574260297767922,-0.001244701661554024
TNFSF18,-0.019279987219288242,-0.023357422856431165,0.00023756640980284062,0.005567061929464839,,,0.056803621914980035,-0.013134251406924858,,,,,0.004534159538981665,,,,-0.017613506393190554,-0.0050985442067040245,-0.027368229701522973
IL36G,,,,,,,,,,,-0.017297023839401036,,,,,,,,
RTN4,0.04518326781132425,-0.05562966482372457,0.001087786764511333,-0.018687493281183666,-0.016985512704450666,-0.017210060329497037,-0.10841490739310376,-0.008513831207326423,0.025211353350841636,-0.017612218805396835,-0.0013538871639373039,-0.06644541994645677,-0.05100081873172679,0.020301728333491382,0.014195975589228017,-0.04712010446260719,-0.02338314356371298,0.02409847558388605,-0.06142148466926373
HEBP1,-0.08840131741164226,-0.017417259909566336,0.04066681516089572,-0.05493995497581523,-0.0710697080523817,0.04516360073503646,0.09341641962137691,0.04448057464189769,0.06411694185947268,0.0073449493769608964,0.033735552034462366,-0.06376069863137135,0.07032881193385936,0.02667255805859196,0.007808823898736406,0.01749116791893654,0.037174003774708066,0.10067539908761064,0.04320572917115766
WNT7B,-0.01698506487420097,-0.041553104780656866,-0.017650759112733023,0.03903448609472389,-0.022423414113495913,0.029946629773230607,-0.037001745301483306,0.0021476543937236172,,0.008546024743020207,-0.01901142253273592,0.022293531348596313,,-0.03274975611178088,-0.0497736427170811,-0.016890170228331846,-0.010253890727155464,-0.005646717649122794,0.01809650234087426
PTMA,0.04767349443354388,-0.12247143738869143,0.013172162211922146,0.00397355276130058,0.044737667068090604,0.03201125857802902,-0.04869236126450227,0.022612662414863566,-0.022088230516379943,0.03205716801184395,0.04107853597335375,-0.06294641795896373,-0.015207419582215293,-0.08269807315439237,-0.052433338694268854,-0.09708744511126005,0.006675713885616342,-0.0609508175881331,-0.02363880106432129
FASLG,0.039567250224122094,,,,,,,,,,,,,,,,,0.028821523753085408,
CEACAM1,-0.02358391789291431,,0.016551729831732073,-0.01624641443182516,-0.02589261460700757,-0.015811716964875766,-0.03228486597638703,-0.020657048437351645,,,,-0.04653577456128656,0.04046439558644925,0.2565012510674892,0.0045347671778354515,-0.006887487804860036,0.09365936291930167,0.06910529896608787,
PDAP1,0.07093870745247376,0.03140067980544764,0.021841323661764805,0.039761436723490785,-0.004383657765676438,-0.002498967682904257,0.08960273612119359,0.035761778405125386,0.034492948717127866,0.04877303582600838,0.03958885886839801,0.0531006618290029,-0.055503651184383336,-0.0061479639390064,-0.0033623953067802676,-0.040163390517852865,-0.02730207000584181,0.009242173952762639,-0.007986063468839094
QDPR,0.05604716085058207,0.07743945649392649,-0.036764148151849,-0.03984464190198604,-0.022842446495383972,-0.011931591678690958,-0.12426939714615855,-0.02587444168664409,0.02495040571328469,0.03479260709022548,0.028211525612952683,-0.0062351376277153285,0.011595603733168397,-0.12458142677443279,-0.022581629380688792,0.07373947119548555,0.005797377755418935,0.06370955071290038,-0.06289373605206057
POMC,0.026387249941277873,0.028291875350831386,0.045104386918424444,0.08420327832126376,0.0002684950871997725,-0.031816913563793923,-0.008133337040268314,0.056018251510017256,0.01506183115187609,-0.024535743349173807,-0.037059058967726,0.01651901742518761,0.007379900839720165,0.035777535126492704,0.18276119132693902,0.019458056124283564,0.02088628873968339,-0.00899828500535696,-0.017719360931273104
CCL18,,-0.031324224596503164,-0.025767200067616357,,,,,,-0.005158135956454628,0.057861967291352775,,-0.056228832568296284,,-0.020824171541751476,-0.0071423550387313805,0.18606494857725,,,
CCL17,,,,,-0.015007679676991131,,,0.06777556020460813,,,-0.015801322339633155,,,,-0.019787049872023947,-0.03456283054088449,-0.022517975565304417,0.0364218942134504,
VEGFD,,-0.03529324552698234,-0.04291636298390035,-0.023269729165760426,-0.016720212454039776,-0.015127755561695223,0.06447523823856624,-0.001402478239110583,0.05991156961048104,0.05397371688158685,-0.016934766571062933,0.13687632369994207,0.05778519941943939,,,0.045105315621066074,0.0393801700424347,,
TNFSF13,,,-0.02103878737136086,,-0.010351961559399252,,,,,,,,,,0.09186925755105078,0.031660654749855195,0.03855349200179858,-0.021089606344905858,0.0028672092489714397
WNT5A,-0.011605975346480673,0.06245145295377301,0.032258356973680076,0.0484738312611112,-0.07564275656436158,-0.004320249843654253,0.12614943264606662,0.052406373266114276,-0.033987743683797284,0.03789354563333225,-0.01711391322196044,0.023301348864070783,-0.03939806914525831,0.04733374669274634,-0.024704048901159313,0.04460980189172702,-0.0007515660742382116,0.0070411700518052955,0.04706923672551316
CXCL8,,-0.07789930128717096,0.04051828615651617,-0.02178839514998391,0.01176118847205699,0.005046695997816003,0.022269819670891384,-0.03967787572324863,-0.056983942887533785,0.053326277902615994,-0.05091636322723655,-0.017270762016272267,-0.00511603937591602,-0.036664232624150216,-0.05446838195964823,-0.039901688796613176,-0.031970616730443144,0.06913931009953117,0.06185528698677954
GRN,0.05388144258153752,0.03047462858378816,0.06891136309751779,-0.018039445436532492,-0.0221385796686255,0.00853536424664759,0.07752790572161987,0.03439970590284007,0.05340868262159166,-0.031860021689987056,-0.014803604801068666,0.025313052700775104,0.09244650724772575,-0.013230824510554249,0.0997102609750701,0.06319996514327558,0.02014936905132343,-0.02876629953494054,-0.01715479467116125
MIA,0.019939716854552536,-0.009224083727058612,0.040041067486340794,-0.020694469802165202,-0.01330258278155667,-0.029404111922257805,0.1314365568467175,0.014150421849171155,,0.010967145376400188,-0.02319293889810607,0.032447844468468524,0.02750239856930729,-0.06605796326235776,0.03728233632430016,0.08625260668077064,0.022491475017810066,0.03854464294439797,0.06762818562228294
COL4A4,-0.019670780304333193,0.16000865122636188,-0.024357840059521556,-0.014082828036474641,0.000491484709377635,0.057205038575588535,-0.007801801452600353,-0.01710223809129081,,,0.008234419176455326,,-0.05704711313327208,-0.026328259409297967,0.019703746418329494,0.06929318701057798,-0.019054869546376557,-0.05613293335485694,0.05552403494303221
TAC1,-0.016985060434957754,0.01095923626604244,0.03127126756856787,0.015227406039238925,-0.015991197838234474,-0.03355379163217792,-0.05788559745828767,-0.0715559423069018,-0.004263233426068654,,0.012447101174746188,,,,,,,-0.00892958598558531,-0.03890453918521356
RARRES2,-0.07480331366406039,-0.08574632732050806,0.0010138779836484158,0.03224283723262733,-0.04397165025638117,0.020523822746045917,0.08718150328019149,0.026623783571403745,-0.08598034507748029,-0.013676495896676567,-0.02787777209735278,0.02806258919203991,-0.041493506473452964,0.023147777596339045,-0.07520832256187075,-0.0011526785738027673,-0.014998091141709346,0.019625102039067206,0.04719473502949426
FGF7,-0.03875272180194994,-0.0020694996455145474,,-0.013804589328255006,-0.026602504682828494,0.022022168655752065,-0.00953359211755592,0.015319332523448461,0.017183515589539268,-0.025210713491279787,0.006016500217568988,-0.019169838668013695,0.1292943389611617,-0.05876153433506619,0.0677226552427319,0.0769978637934616,-0.03933441290387741,0.047264678312600686,0.08957175225442426
EFNA2,,,,,,,,,,,,,,,,-0.022755960354573054,,,
HBEGF,0.022448812104222535,0.09094203852694416,0.002655876913332527,0.06965216350795121,-0.02584744792766993,0.0602745953837669,0.04272694475485663,0.0043745152443426406,-0.017163400565257763,0.04356907909198589,0.07215166459864955,0.07169355851387267,0.09607232514474094,0.03869665707895048,0.08011239806573056,0.010221816995829332,0.015321336165029233,-0.024351206168713793,0.09502709745161672
CSF3,,-0.00026413791901743936,,,0.08041197634328569,0.018371185655622933,-0.010421955315062086,,,-0.024904572898224377,,,,,-0.060706284972047816,-0.053512354992401485,,-0.027377789271558033,0.14251946516885436
PI3,,-0.0420891414390407,0.04177011781152814,,0.08732355072169382,0.008318634939992799,0.03772492001075343,,,,,0.033109793553125294,,,-0.0984058707641664,-0.06505664200349846,-0.01913269284156959,-0.03106395340073298,0.04571948663240361
PCSK1N,0.03450585698710068,0.0436022993932024,-0.03582451874905127,-0.0517531049339438,-0.009668842417844638,-0.032525232120141225,0.009415064726786302,-0.0036961878049771154,-0.006338876608118463,0.08737780847297262,0.007309310805580162,-0.013012415853484241,-0.12904983327765163,0.02826104435425261,-0.01417442574236632,-0.04416568037007448,0.016582275324443636,0.028301936616534504,-0.1082368205875805
NTS,,,,,,0.07466521458054699,-0.03190247241029598,-0.01953731901148082,0.07264137279910336,,,,,,-0.04616112759545079,-0.027723819443097885,,0.14346601842695966,
SFRP1,-0.02471369197187137,0.026394464485344656,0.020875129513392595,0.057359667334418,-0.013094780618879186,0.06649497010073954,0.020281363170136728,-0.02822601979917794,0.04855158541085506,0.017460640567539463,0.09431793376990125,-0.023888174070497627,-0.03162180126817761,0.08618431846229474,0.03211459459088057,-0.07583428299934182,0.03499644711614843,-0.03960066131904665,-0.019992487395684225
CXCL13,,,,-0.00659551931136101,,-0.017103046371934567,,,,0.04110186054293249,,,,,-0.04444577092621538,-0.02303499142106104,,,-0.004884053539769495
MICA,0.01179337048887896,-0.013516281713322892,0.08082363298213406,-0.031555159890071675,-0.015391059570276405,-0.03549000962515286,0.1253344840177159,-0.018876330363535202,0.07114891296684572,0.053081187665399016,-0.00556063218054172,0.020101988224820375,0.07035262566623819,0.035208690147223075,0.06948469033643463,0.16796454767522326,0.08716645942763661,0.0636597184556124,0.026457104971025505
TG,-0.01967077587144711,-0.028322110788320982,-0.025797684966951454,0.03611351691502901,-0.014131342949432503,-0.016620877905634563,0.019570734685668355,-0.016503206016544637,,-0.035383230513297906,-0.023735815767147894,-0.0007468543033010289,0.1485083930203321,0.15799177140064616,-0.026292042233927594,0.11078113393220078,,0.0024760482763091602,0.06926168001701964
ADA,-0.04699264665917917,-0.04188377498303232,0.009357276595144213,0.031756921737290056,-0.044214548393982575,0.025748328155408545,0.08060835211225699,-0.023303854310053725,0.07431000866378505,0.06101078599073879,0.014341705117722349,-0.009229203240672041,0.04342173565871509,-0.07132366598001938,-0.026859737514130035,0.029821933540215825,0.010073874555147414,0.00810206798983869,0.08556808631889692
LAMC3,-0.035656360564273216,-0.06492013087898386,0.04934183817963596,-0.022379976767713295,0.06391619794899846,0.0041912252299081175,0.11340839104272744,-0.007342836422829805,0.018924965956895207,0.03999554421616595,-0.02951854931370607,0.020702267125940633,0.046502179719296474,0.06190486526736956,0.04846005070710224,0.010849077541240976,0.05042293916874624,-0.009586446551037391,0.016406041022464662
CCL7,,,-0.001099330340846415,,0.018053699342127763,0.010412231962473865,,,,,,,,,-0.02965622683086359,,,0.028145658897256533,0.13263370677932032
NGF,,-0.020469141790962028,-0.04687003782261263,,-0.011353707198692834,-0.0242037167307001,,,0.07343315273357186,0.021235844629642703,,,0.03871428423539624,0.12944106788653778,0.05621970990888932,-0.02245008196311026,,-0.012305461563374817,-0.014799215258808339
TNFSF15,,0.08845390285474859,,,-0.011377060583925711,-0.01678884977960482,,,,0.08178388942028064,,,0.09335864149898951,0.03597186471241041,0.09084794943319628,,,0.029141758769345966,0.053721345405007455
HMGB1,-0.03065747738499096,-0.0001799019332696437,-0.020240397212502998,0.008167978242178834,0.020512212001003297,0.006787506628926854,0.0654055485060395,0.01510089714173219,-0.027115366220370033,0.026011615479610464,0.017810009333267547,-0.024686357003728135,-0.052687552957713456,-0.06734097961854695,0.007382017189696837,-0.058085891116851425,-0.012532738213489913,-0.02493375570507506,-0.04184798949369482
ITGB3BP,-0.03485120603431858,0.034642702315612305,0.016587994064456574,-0.016747550979741597,-0.019224134660581677,-0.02340314889112951,0.03577240801806675,0.07394198005099947,-0.07194736373317669,0.041613866686532844,0.029047019747519612,0.08941822110759187,0.04327468616426202,-0.04649442377272156,-0.07651866478336368,0.028654058334201565,-0.024488954327448294,0.07494334306073978,0.043309746641306816
AANAT,,-0.03668770008706748,0.013700863555346873,,-0.010351962664244407,-0.015127757721267582,0.009283576060546707,0.004101315868767261,-0.02116730000831121,,0.04163191998195167,0.061087279539104054,,-0.021689247571279133,-0.02601687887775312,-0.030623359284739856,-0.027854013350832287,0.055730931289509816,-0.031210514373162836
RELN,-0.01630759471203579,-0.03529322720832722,-0.03455376490944903,0.012155407554342124,0.08139046158185136,0.053668720139715416,-0.036677690960061154,-0.007192673721473648,0.026204842417620073,,0.02033845437359925,,0.13813424746147349,,,,0.02342102176825746,,0.07387685591553013
IL15,0.002709016226477,-0.03599604109568167,-0.008249118461600043,-0.016725102757360936,-0.03593135439904421,-4.6015174211341464e-05,0.05363917295221772,-0.04209674202996965,-0.030246680530867993,0.049016146508399784,-0.0196582755626889,-0.005548898752422116,0.01912446436482358,0.04021195920498134,0.016985659062301078,0.036858973586284656,-0.020181042840013808,0.028679413773785866,-0.00048680972196545145
UTS2,,,,,,,-0.03259884837572133,,,,,-0.024904402540643536,,,-0.02215527647702695,,,,
BSG,0.022891406469948593,-0.007354822378214992,0.000697946594834405,0.020380387603099414,-0.014632732493991994,0.07560347805398131,0.055346472930037895,0.009981769493935307,0.019183833119432094,0.03826634470395483,-0.04842223059942476,-0.089531974787889,0.014906293556633858,0.11769003653772221,-0.021528780527020626,0.03431065994259408,0.03379918522761083,0.05234567839679836,0.1284265861263191
ADAMTS3,0.00814734608629551,-0.028852110032750514,-0.04128502364380449,-0.038816982548297754,-0.021220811846473293,-0.0001876215321243287,0.12095362595189339,-0.02328922846534877,0.029295968552775328,0.03695119863047608,-0.03266570942728134,0.05164843952976719,,-0.025970665909675925,0.017599239219454242,0.03050032946341872,-0.01997127991521643,0.04664863507611343,-0.019619467277604306
CD34,0.0031711248635919492,0.08546836569408231,0.05744008009257665,-0.0020474507500844686,-0.005868235963391456,-0.010793522160052754,0.1375478335376093,0.0314564602808036,0.00014702160853286586,0.08797309480002004,-0.022791503418982593,-0.03296990756208207,-0.04163866629936722,0.09785859563212534,0.07315538018889202,0.1732577778721899,0.05884889452606395,0.04263062841504985,0.04576019296026927
CCL23,,,,,,,0.08765096255951171,,,,,,,,,,,,
PLAT,0.02601282224743262,0.05037899142564586,0.06588304978821961,0.08295686854718544,-0.04323963465266962,0.006036283533073996,0.13027355586884232,-0.029001788749694786,0.04491158717152599,0.033801787356153204,0.011582182497123067,-0.04313197145357305,0.027594777625327402,0.04768822532143224,0.03416273237796295,-0.008810209404914048,0.07089052839402923,0.03960579259425482,0.03789825620141364
NTF3,,,,,,,,,,0.053733246825259005,,,,,-0.026858721135899728,0.05437425132282842,,,
LTA,,,,-0.01624641609899828,-0.013094780006284766,,,-0.01429384343879379,,,0.031467089105218504,,,,,,,0.03297384991143843,
CKLF,-0.016252953391068026,0.00938187514935407,0.005085843522297922,0.009655091460243218,-0.003960073034217113,0.0685933514141443,0.0686741681595056,-0.001955208166413383,0.0431455397002519,0.09481212514391593,-0.04475891319092073,0.013199121495646907,0.03194018664743283,0.03331479799693162,0.07612098068085833,0.0835335284013852,-0.022570729966626915,0.08595131812584854,0.059020328213598545
APELA,,,,,,,,,,0.012565893869499285,,,,,,,,,
CD24,-0.024410515948727434,-0.0492469163742107,0.026210432678522664,0.015202570444323934,0.03974251814850126,0.023800282330346423,-0.04952537780892999,0.05058068764156969,0.005089869096650854,0.048318884083676565,-0.010122844476959637,0.07660699497015543,-0.1336044908244588,0.014579414473122509,0.05541201482477521,0.035072606429687965,0.08885095183373745,0.02297142614670116,-0.02577169424480274
HSP90AA1,-0.021037494159268266,-0.05155833611274452,-0.07572952089575279,0.0028653733630958746,-0.04457473230143449,0.040561675139922974,-0.09087663743714514,-0.021367578925115486,0.022324416467495892,-0.02413791293164253,0.01443450820069291,-0.08015362147366112,-0.09355170483833909,-0.016258680559255376,-0.0803170545578711,-0.10886380054743763,-0.034896232227410506,-0.07806298052701814,-0.049275714741250774
