,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HBEGF,0.011793906224122915,-0.0020015041369132185,0.0023699290810097707,0.009352694185283407,-0.052458359746930694,0.012496338530088243,-0.10846727556202289,-0.024602748311977094,-0.0709385115071232,-0.08312776020380096,-0.05534888366290641,-0.15317938612312212,-0.04334226205728596,0.021083824560367788,0.09620460802990796,0.06805650587232566,0.01746278679474394,-0.030444638967593658,-0.021255365423088608,-0.024793908899241383,0.008691039591759911,-0.1027676306895766,0.03732643434647625
CSF3,,-0.04380862023817836,,,-0.02504740402910079,0.0008580918642800047,-0.002842765091917622,,0.007956463585856213,,,,,,,,-0.03178578633601322,-0.05052921442100821,0.017837805398022172,0.02362145659263676,-0.02197753685499959,-0.07998737460815418,
PI3,,-0.051897843456650106,0.019206299296880353,,-0.032092643883499354,0.0011884443484751536,-0.04702338035553457,,-0.05566255253707372,,,,,,,,-0.14549913315869714,-0.1946958280647352,-0.0015751359897543116,,-0.0477498862650729,-0.14229820997974876,
PCSK1N,0.08095987316417226,0.27826707800738737,0.03391409610485175,0.05510571659246136,0.07277058335120971,0.022352774883003232,0.00700890736556137,0.07422997122838344,0.23143490186945362,-0.07214496305156474,-0.04487823753900861,0.4098069400769017,0.1880156427116712,0.03116259609297149,-0.040344111710119625,0.003367516133041474,0.10905372774575985,-0.01656311412018059,0.09484295808679352,0.07488524598875915,-0.012311345723761604,0.22032001947135832,0.2180654186885453
NTS,,,,,,,-0.08566216846517706,0.07296297744433858,-0.060759476779915715,-0.04414121914681049,-0.04402156191739876,-0.061406036494310964,,,,,-0.03939411115839433,0.04050743314841036,0.05786221190963538,,0.06364026502036657,,
SFRP1,-0.005069721854127857,0.08533147804529387,-0.002654957794105738,-0.048145719061977156,,0.013030935236629002,0.17076110128586883,-0.047699400271036085,-0.05613528206511296,0.010075125414049334,0.013330917918063226,-0.13887492201726853,-0.020045917653311936,-0.040294339999867035,0.042897523600486646,0.09564559428052004,0.10690856402525813,0.0405297064989408,-0.05061599857304809,-0.0513543900648498,0.04550168457443145,-0.028198112146650023,-0.0076919748034562285
CXCL13,,,,-0.03158205440641629,-0.018187379003910313,,0.010803096285642768,,,,,,,,,,-0.006364015909313982,-0.07824093885821876,-0.011353666702618484,,,-0.07162271364504283,
MICA,0.003124091305118096,-0.1201065935398681,-0.05840266368270522,-0.03279688412862696,-0.01644800594205698,0.047470270550610816,0.013163812331762654,0.006882996999666883,-0.13034600284377465,-0.023998148415713894,0.0717335767391886,0.003956339630069992,-0.0345756813481499,0.1425280713459762,0.008824044936784155,0.007523363569608614,-0.0007023178268670322,0.06675655161184521,0.037989446639472374,-0.07501393770561095,0.0607834188447591,-0.005929851482970127,0.1714563900838837
TG,0.02875865806605092,-0.002191814899397094,-0.04254545546011124,0.054920307721214354,,0.0040618508751493814,-0.06119424505619487,-0.0005241581679270487,-0.014542560533501525,-0.021378906652475608,-0.007913351743368833,,0.10831105418451924,-0.033764102922331556,0.01991899595476061,-0.035695168122354244,0.12180109319104342,-0.01107530282377239,-0.03280955308876323,,-0.0008815106363878944,0.08028339944094665,
ADA,0.0018795893850112723,-0.029439093218364458,-0.07656763605820834,0.03230591037142192,-0.013544137995764871,0.019322693096123906,0.005434862350637753,-0.0018654687024096638,-0.23203363602742386,-0.057627670769574785,-0.023895529737730865,-0.13937099360232375,-0.048162161787617654,0.03757622520787552,0.058238167152279925,-0.03610969665961227,0.05094249057376438,0.013539938706600094,-0.034244944730051484,-0.034968760941382064,0.08971797502355798,-0.009730023138296583,0.03654867282740468
LAMC3,-0.03737539358307524,0.03235996640062866,-0.052928403817851126,0.0012431350075549107,0.04923694102566005,-0.00019129788244579083,0.0578474205417487,0.010757305145519501,-0.1395335953858714,-0.042397863583449706,-0.027246318637658834,-0.025276274566841662,0.001898290454950706,0.10729923152755473,0.0477455581336751,0.12214526252656917,0.06387393198181006,0.047252151750309515,-0.10669381429249013,-0.014587732207042067,0.12176410600755783,0.1095503130859155,-0.07542876710485064
CCL7,,,-0.032994789855008186,,,-0.025837832973826545,-0.044153951275112076,,,,,,,,,,-0.031766219981606815,,,,0.04991921023990242,-0.11839338741296573,
NGF,,-0.025239391444890784,-0.03180748695428464,,,0.010702471831588425,0.030620567657416897,0.02990869148215689,,,,0.04943372711640432,,,0.08306677480979985,0.01047600412732792,0.0437402324624936,-0.0209397855395949,0.01764353266985586,,-0.031784553674729515,0.0006945870127894731,
TNFSF15,,-0.03122427717935562,,,,-0.02877169072857867,0.05848035030730501,-0.014514666284829282,,,,,,0.063623912106106,-0.018937884291677025,0.05233975599641034,0.010569561455887692,,-0.032273511779788135,,0.062074000094600006,-0.015860561578516303,
HMGB1,0.03474161228768923,0.0370290349533415,-0.014060486281872763,0.025354501893488004,0.08098544539877718,0.05288441127857463,0.014027136422424608,-0.04589557474163923,-0.28469304013270036,0.0666090379516024,-0.07978962454946593,-0.13927858607126292,-0.04229454587467327,0.017406172995040704,-0.0190117044982224,-0.029004008601856892,-0.11697868768861758,-0.049588614949090386,-0.04909943546529009,0.04375426397266399,0.033057307400484334,0.15664595696333122,-0.04407370550150185
ITGB3BP,0.04327505594487897,-0.12404697372492701,0.0317276256755098,-0.01789064889795386,-0.05240754272362108,-0.011855371382757348,-0.039983847982375254,-0.03165899903722153,-0.2189920912680114,-0.061088487059886204,0.02973077894456356,-0.004702868859576706,-0.054830875105530114,0.057545914724505,-0.007868964121526004,0.06519147994619694,0.029168398578246973,0.005136308521826974,-0.006747397957408744,0.03163785005756752,0.020407654041243187,-0.051357633828859085,0.09502623377305801
AANAT,,0.08720328094057883,-0.025654436709208996,,,-0.0033883562213942986,-0.005028840743047082,,-0.016905423178828552,-0.0072483111111782215,0.10912729343908167,-0.021411721543419967,0.040102179884003025,,,-0.022833338752363198,-0.026619544684162576,-0.009595379096806819,,,-0.024367047690985813,0.006175514310037956,
RELN,0.0703197819838698,0.06596493971498892,-0.065255356768202,0.0757060015534732,0.029614195776604763,-0.019304437701057345,0.1470024043801151,0.05986062669426715,0.13504283820979737,0.014183007531656118,0.030302949432621778,0.04948237281435177,0.0997947196335698,,0.09612395826057031,,,,0.06315062159377063,-0.02855191895165541,,0.12180539123343295,0.06484156066179843
IL15,-0.04411533967464687,-0.04438477103526799,0.03410190407084292,-0.022625982521893042,,-0.06992166608051383,-0.015400995269681538,0.07279138943489356,-0.11630935400032598,0.06961950303288887,0.024240193035704568,-0.07171423219217199,0.03231926301640661,-0.03934570605270876,0.05547033344188255,-0.03859834366596901,-0.006355165114680425,0.01065261592457176,0.07178514807265104,0.04047614312666933,0.002526547262426829,-0.04790995183303553,
UTS2,,,,,,,,,-0.1311789529007222,,,,,0.014980507225126468,,,0.06474280148502033,,,,,,
BSG,0.0929182116670856,-0.11279326394188373,0.04475747932662878,0.003095866640825496,0.06934929336764134,0.04290555133323108,-0.06136441432365752,0.0037261600825656428,0.188505557963897,-0.08017035022125425,0.04686962609926312,0.29297471353054577,-0.07697244330690632,0.022654311236443254,-0.006265065254470777,0.07447779949502137,-0.006897264584027259,-0.03966410698778352,0.02974775054848264,-0.05121501386340693,0.03665472289301619,-0.045608892284565196,0.11308864419023529
ADAMTS3,0.0169752382363966,-0.03649490239398471,-0.00017349069786804235,-0.010192951475410312,,0.03167427798493988,-0.023568749800795413,-0.0013195557182981489,-0.29393933526731897,-0.02971154993974448,0.09723821779349814,0.04552814723833401,0.025242003511945325,0.057837807026132976,,-0.027340598625713825,0.07310430519302513,0.07594784113869071,0.0773205830121739,-0.013787784244061135,0.08304324703398441,0.035855129231331724,
CD34,0.0025242747848227827,0.0796677349286845,-0.04306963818480755,-0.020442491734167536,0.06663322482523487,-0.013302077431322267,0.011743762003823672,0.02999596805157996,-0.13126365063683057,0.015562625983747849,0.022303931490137822,0.018261547855720078,0.013137735662020244,0.07854304997251656,0.11889405405614462,0.12052100369396528,0.011525540885928167,0.08234543647475326,-0.007800285933873581,-0.004791037224523916,0.07402127926857724,-0.02730208980252238,0.06632945826091778
CCL23,,,,,,,,,-0.02813150751260016,,,,,-0.029366973541605088,,,,,,,,,
PLAT,0.0077187347099167275,-0.06839012370990463,-0.06035259636820091,-0.029042382689374743,-0.011131367988621835,0.014462288381580557,-0.04706256773558332,-0.10008844584143597,-0.24328837813339071,-0.15022426176703677,0.03472416706140082,-0.030532941571629682,-0.10620189222027225,0.14226999059131573,0.01665374173585212,0.16326545608425944,0.10286581785057997,0.08304437109104357,-0.07652200195741315,-0.005936774240375765,0.07993526830478738,0.07227644672607972,0.010589889099725063
NTF3,,,,,,,,,,,0.030138119992483364,,,,,,0.163999169043326,0.162542221092124,0.02478054789088986,,,,
LTA,,,,0.08452792799248354,,0.0028050281601768195,,,,0.0047444509646704745,,,0.08130276877052711,,,,,,,,-0.020164011244685923,,
CKLF,0.06265343352294554,-0.04982191828155168,0.00029016262318806946,0.01327620165475911,0.09208069772092985,0.0034613799956546678,-0.055740670922785104,-0.06568131483924834,-0.32026873929797856,0.029802443620753405,-0.023787646420478203,-0.18268519673201622,-0.1417425924494901,0.047072399805673314,0.032960893445253256,0.03325307498570464,0.05448649527273717,0.07078572918464683,-0.051239003907200556,0.03128125636970375,0.0327021223250603,0.015922050139228167,0.00457299562340717
CD24,0.01978924546470134,-0.10391320530660486,-0.07150061689488758,-0.011435986467189045,0.06819573437461991,-0.03606981791709109,-0.009579503443069593,-0.028924911784404324,-0.02960094810694613,0.07671504209234009,0.02184439485655681,-0.015264435961993821,0.13362756629492273,-0.01329371731058697,-0.05403072405340327,0.08680966216699154,0.11160750347760706,0.07982570401571086,0.07431055708967842,-0.011399085108240732,-0.034023175941623074,0.019629766062298555,0.1097438981058599
HSP90AA1,0.0405217510033924,0.117807240812903,-0.017723834592219972,0.01147754076787776,-0.06099872685368763,0.09557768423801048,0.16357577032083828,0.10499615258922484,0.39025923609756574,0.02297019805491965,-0.0380447124701288,0.4277693579281486,0.2005878756302443,-0.031146037759232692,-0.045033552976252174,-0.09647703652445672,-0.13175404084052633,-0.1986846390586073,0.03587032548627926,-0.0353951695026019,-0.08975073151985262,0.09271804263288148,0.06894958757002195
BMP4,-0.019648239465235896,0.1214039576867946,-0.06600558970457643,-0.01384517974526589,-0.0518137136821035,-0.0022856152368517977,-0.0272808587832419,-0.07814880911072687,0.10132101502011415,0.013923328906743573,0.01543485705176741,0.05763646617811428,0.007731599198534526,0.040786931507295066,0.0901020010217271,0.06204458528522122,0.05804506770698017,0.13714138872372958,-0.07659188575069392,,0.1380136551528048,0.040617788778218984,
SCGB3A1,,,0.019379578415250013,,-0.02677319795935737,,0.04001090705474686,-0.005163011614284142,,,-0.03307331895828071,-0.013144554986919592,-0.013883975700120661,-0.036241204581770686,-0.040414675482014564,,-0.024674881937610145,0.010484703256448695,-0.03752902651496769,,0.11479973085016085,-0.016374705041040313,
IGFBP4,0.05628237494044028,-0.021416699212871714,-0.06721917955536208,-0.010511869512830924,-0.016584226588522707,-0.06111339015429294,-0.08036241065800218,-0.08353203467354439,-0.12826555177610413,-0.028654801879707693,0.053037873864090604,-0.09715684770070815,-0.1360565035147072,0.0997950356402478,-0.013292243286889046,0.020650209327478904,-0.04972536144692453,-0.04143378570561695,-0.08816645186742712,0.0690373026609914,0.1127023577588248,0.06573390443865783,0.025453040661990948
RSPO4,,-0.011755458542736786,,0.039091161488299504,,0.022981826045003838,-0.040487534843899095,,,0.0549801218220006,-0.027147248537391214,,0.07452423517438309,,-0.05832855807373359,,,,0.021856007716709692,,-0.04325234647789781,-0.07360734670820175,
LEFTY2,-0.018903039452245595,-0.006645323060065443,-0.046226009624326464,-0.013221174143685108,-0.05191788662395454,0.006886675523992995,-0.03998950285176269,-0.060231533527226246,-0.21204597040951592,-0.017786441189208645,-0.00668016470144415,-0.03331451196507796,0.0011171172107935481,0.043254095958739705,,-0.02917907180387572,0.08745019876028395,0.09724931945895213,-0.013863465663545054,-0.018959783104645606,0.054312856333020555,0.044345251446292165,
PF4,,,0.007628108425278458,-0.011880543676908401,,0.004223821071522088,,,,,,,,,,,,-0.01873451195629603,,,0.01666225371982698,0.04494093478976644,
ANGPTL2,0.05519459145175069,0.02099126908266003,-0.07557789815275934,-0.002549623755564192,-0.01787997855988479,0.015504652168287945,-0.08292185327252119,-0.18355605724541788,-0.2559917669187166,-0.013170568135526393,-0.015564310983789811,-0.22303577496897237,-0.0949437834098958,0.05808070674999822,-0.05267440489632488,0.07546761448666227,0.09510939599551584,0.0823205208744265,-0.10459487122275488,-0.11609002267657602,0.10366284123686023,0.06586944968975865,0.004108517908940297
LRIG2,-0.0009866487032991343,-0.03991183301486837,-0.00032527290148147767,0.015810192936483166,0.030998634017744987,-0.03425694273367056,0.0038146696538449757,0.02000914949642507,-0.10805593657655248,0.005846488217341998,-0.043545641087696034,0.06718041277607394,0.0417017125577745,-0.03699106311102353,-0.05269806746530703,0.05994231990372613,0.08057323682059694,0.01788711375708214,-0.012660057369545157,0.0957158856284451,0.07719454585147575,0.05844576399844923,-0.028001816777987496
ICOSLG,-0.04142092343324981,0.058524901000333134,0.007378426693581294,-0.014246340251597385,0.022519684160791354,-0.03291549642827669,0.043382250526849395,-0.018717803450741647,-0.17191583610122668,-0.04785178335907793,-0.025631547733366494,-0.16937518453258785,-0.039136612228944274,0.06273368109063651,0.038576499551005665,0.031953534123379576,0.04253562181487266,0.09804410684759458,-0.0008125401884028137,-0.04536832323003427,0.04619001006825342,0.03251275941213703,0.030607154619786858
WIF1,,0.3742735704226084,0.03695277555817038,,-0.0434157969153136,,0.10483887999681595,0.17627759588128897,0.36752888847888326,0.0921428896043592,0.04505556720517445,0.22507314194253505,0.19120960252026045,,,,,,0.009258743701465807,-0.025925071941552795,,-0.03405523925496787,0.16121495037745914
NPPC,-0.02135316844642901,0.06238874697429544,0.0038370483944985432,,-0.03358919302762775,0.03283649347325755,0.08420825560690112,0.10348460833006129,0.04729361332065299,0.08611872334556862,-0.024153646365969925,0.1006462173824866,-0.014782830305996034,-0.02594672901388685,-0.03001285398563072,-0.027340546116456966,0.07617305341150982,0.004077759430970457,0.004714866017047674,0.017096675163212085,,-0.0018189628218695697,0.19849213927525133
LYZ,-0.062320261438179814,-0.07854406161847947,-0.0011097083166689823,-0.07715902509296312,0.0068535734866970515,-0.027075049153648206,-0.12117320422698175,-0.029565365293980725,-0.197293443174774,0.04777608434776964,-0.03210047845926862,-0.28882105496254423,0.010370582715327602,0.049278523069578015,-0.04377033061567504,-0.00012598418564784157,0.018076710147612363,0.066563188858248,-0.0685688623049572,-0.025963216451231754,-0.0075242599068647675,0.0011150521882572083,-0.03916857392310785
EREG,,,,,-0.03376205611292637,,-0.030760432535397637,,,,,0.008145374764018064,,,,,-0.014655467177215123,0.03398178743490769,0.03536880055909911,,-0.024430945193357343,-0.0007934797969254396,
SPTAN1,-0.015452560906629834,0.20172932750049105,0.0696441932013484,0.027015309807571056,0.012579578773917488,0.0321938221142266,0.10313579336706104,0.11014812832428086,0.17987338944702128,0.05557048309615712,0.012243216899050474,0.4128706582034783,0.16383985401983195,-0.021749515230430564,0.09591421572672404,0.09036640386572888,0.07375095311940291,0.08230229838784377,0.061781103183526184,0.0012419603944423166,0.03718612838942637,0.1687410503391497,0.18491258964225493
PTH2,,,,,,,,,,,,,,,,,,,-0.0025759818855133412,,,,
LIPC,0.07323123825322171,0.0009530778907869752,0.08491207295759108,-0.01788085318433606,,-0.009330177159490393,-0.010043598387527563,0.005471705745237176,-0.1166249854119993,-0.024830625355249873,,0.023296777602089633,-0.02347163170246319,-0.027513850105121782,-0.053327343067405095,-0.04386431896097916,,,,,0.03230239858990526,0.0006027105997824822,
COL8A1,-0.03256823994539974,-0.16679265787967715,-0.03197652083319957,0.017461440116700255,-0.031272141055893335,-0.05842835356535866,-0.05474809157408455,-0.09740003379343687,-0.062010687504459476,-0.057583275351704204,-0.0037327071155894946,-0.16986379480546043,-0.15455435092772354,-0.037605966759159615,0.04529657266218248,-0.024074982556975124,0.09136777327479255,0.0655563906441004,-0.05752833287055443,0.04216231141502577,-0.0511875996523838,-0.08908540224037255,
GSTM2,0.0514799780058478,-0.006524400282952767,-0.025627016707501726,0.1122109960606147,-0.04167846196096287,-0.03623492416443458,0.021814271627982038,0.04077114380217957,-0.03724604806137785,-0.0628328792521429,-0.009805682856662447,-0.0349740916526308,0.03802640786528499,0.13038831321394553,-0.027508503895185162,0.006329496180069643,0.05328049114550694,0.09404081110958977,0.029999449475566074,0.021361866294584368,0.0227137413137066,0.0029076607118303467,
SPX,-0.04894198364477729,0.10355536472176517,0.01802074604185471,0.03959424014839701,,0.044180736275174645,0.25417626384636793,0.06870876081210187,0.19452556498326104,0.05188121576125381,0.03631306153310225,0.027989359331899503,0.1623955739373274,-0.03439736659978172,,-0.014679105742981672,0.09727888415419773,0.12165311599959035,0.03930353704544253,-0.031139568217801936,0.07788412179090404,0.018777254370847537,-0.07769278459599066
MFGE8,0.06817736226118662,-0.1409716882268682,-0.06796617798618054,0.01806420842400852,0.06773081275797217,-0.005774941808710609,0.05271655374789793,-0.025431847586400304,-0.07390363266965594,-0.002088715407716297,0.009642061818039002,0.09287921937855903,-0.0991463719629484,0.039219698990215504,0.04817959032796955,0.04748061361750745,-0.010502827518002878,-0.011300775369126263,-0.09750712801934117,0.03878131994409875,0.1278834712955228,-0.03134786972394204,0.10454843269418194
TGFA,-0.007597424737521038,-0.16756015701053217,0.08373726483658286,0.04685927891917837,-0.017396585157562133,0.00803482752880117,-0.10496407593421296,-0.052878185504307326,-0.15517350891896994,-0.1285036890082434,-0.033561084011375274,-0.1459778694639793,-0.026469742018025155,-0.057799545634680434,0.0304873187518848,0.07526042658089761,0.07408781615342881,0.016429235533216797,0.030286671748091097,-0.06681211736167379,0.07234788727966115,0.026213169019895063,-0.1143202161042679
SLIT2,-0.019648236321222926,0.3738166797871464,-0.038714654333001426,0.09094160473430306,0.031238372068695553,0.05061863113421498,0.0479354727928328,0.10963281264142148,0.18431270093383023,0.03965447242643997,0.03692084041623447,0.23520368378276343,0.15880088786591848,0.17181375535420074,0.12285781299495982,0.014624670298047485,-0.003884902833153647,0.05816921707032328,0.00409461554820425,-0.058616111817484745,-0.012382786924257061,-0.050177809204494016,0.23154071762393327
