,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.011554131030164783,,,,,,,,,,,-0.01754336643914418,,0.06779716220133357,
BMP1,0.08916315808511648,0.08642860370693373,0.08070241313990367,-0.028282526289615643,-0.010338161343798847,0.06768487106582062,0.10347280565062346,0.005664870585021868,0.012280194376986237,0.13444506516416083,0.06551695807257728,0.06059807475497662,0.10449239449480885,-0.007887931847535588,0.04794266321249724,-0.0228751425097942,0.0024665816717972227,0.07794844548350499,0.01570821923357563,0.07712053467933937,0.056990855142161005
NDP,0.038871368773571655,0.04020760782417114,-0.025482991131420937,0.038481022745290486,0.041478923899254574,0.05333111272371791,0.0005992482188864496,0.07250571277919948,-0.0073077349572696895,0.03497656305735294,0.04673136438562332,0.06222246345402262,0.10934516144389103,-0.031764337527856526,0.05901975496175354,0.05626327517819953,0.09406473327488687,0.013545414047933921,-0.020536730718756984,0.06449575139480694,0.03040359943104913
TNFSF18,0.10375318058667111,-0.037184961644641155,-0.04591529606386334,,,,0.0781525825698911,-0.022551242271394253,,,,,,0.016418453942602513,,,,-0.018092164150087027,,0.04266338226729118,0.01123343564529958
IL36G,,,,,,,,,,,,-0.020126433110056324,,,,,,,,,
RTN4,-0.06740516917212507,-0.14149474961911793,-0.005406659635849149,0.004637145162740483,-0.01750509754882007,-0.003912130574209946,-0.12613870806069552,0.012818119873947027,-0.07822765248922693,-0.032390418720556445,-0.026618262808250203,-0.013318723375591531,-0.01516458871207124,-0.14622658778079511,0.001705036108939798,-0.01663694528601235,-0.08084120315476481,-0.015478445774944642,0.12478584208616983,-0.02900576220030648,-0.09277327631693849
HEBP1,0.0026320638615164524,-0.028064135151856757,0.004320144952896751,-0.04981158908480977,0.031511634643549204,-0.028101594385678108,0.06497399000279626,0.01641627369674578,0.009543287120992132,0.026172987818797712,0.01621924698600308,-0.0007377884038386118,-0.04982757410713221,-0.049259717407268144,0.005689640781798149,0.060299724728071206,0.0703027638036789,0.03382608983766873,0.02868971076165558,0.12279802695856197,-0.050210710724929594
WNT7B,0.06622526484113099,-0.03809763825219645,0.02878741062713706,0.07147627530538242,-0.01890998007669987,0.031612349572640475,-0.035745167083975314,-0.041943404921254694,-0.053881088659080874,,0.06669513887065942,-0.02212126938627015,0.0030231327729634523,,-0.04591189121105648,-0.017997808092808935,0.08861064650639056,0.018059013511557344,0.010867359475575348,0.005488355328029236,0.06162342793689523
PTMA,-0.025369257577514955,-0.023359522704459915,0.058423406727946076,-0.02769586255949429,-0.008582953281944524,0.015508328793360966,-0.12445623357704189,0.006929806158137742,-0.0022589132087271796,0.10809364719880485,0.032535076053825024,-0.004282573017849321,-0.07587738614644551,0.029715205129366876,-0.07519485717454549,-0.10932796753643939,-0.1087517890131544,-0.05712008909266154,0.005754436798870527,-0.038027338723359984,-0.064737236933319
FASLG,-0.016485147707189434,,,,,,,,,,,,,,,,,,,0.016789146239450266,
CEACAM1,0.10135394652608254,,0.07096508065641904,,-0.010970179675353903,0.02422850931867079,-0.004137896315668633,-0.019487099347421155,,,,,0.008492337874864043,-0.031890013553369206,0.0032719531018971797,-0.008409083006138993,-0.0028604257094742734,0.11775839188371895,-0.03826002219347675,0.0396064621493845,
PDAP1,0.05484758443477533,-0.017811771508869007,0.0863338993053962,0.0256935563679894,-0.055104692766589074,-0.012320961845824447,0.15099499061331145,0.03232901133501081,0.011201515694153289,0.005448295182366293,0.04243816524510868,-0.006954212335236058,-0.011547607750878291,0.10699365272645987,0.0018524221076834302,-0.029154888676201838,-0.03321016163229267,-0.03961211088173288,0.0007456478698498102,0.03446323067906458,0.00796156047849564
QDPR,-0.11667029778802882,0.04261991786630764,0.014879268490939799,-0.022729987347383313,-0.003658832013146694,-0.0039012372442487476,-0.10194877904816736,0.04221349847310267,-0.07546189685057049,0.07866118661607616,0.006329283888208649,0.02628888700182188,0.06204925792778977,-0.023755955762280196,-0.09415081065400954,0.0018267073126042267,0.09897763914895333,-0.021251537689379464,-0.0028887540807554565,0.06891852195277791,-0.06728695201043758
POMC,-0.011368088747577615,0.12235028868264507,-0.02488896045642694,,-0.029181959924195266,0.020934205901003276,-0.04990888567409437,0.011325028696325968,0.022355448354119803,-0.05218161221431995,0.11314433469089308,-0.04312109865609102,-0.07946590715301138,0.024048911089495594,-0.03593188917211736,0.008130725136006836,0.051943998332489034,0.000358618373357099,-0.01565009032477083,0.10707356962554661,-0.026908751687707223
CCL18,,-0.04986809107017495,-0.014737351249449152,,,,,,,0.08027377273290262,0.0402135151439341,,0.009462515846323804,,-0.03702218731103972,0.05685567098415976,0.07111382972877421,,-0.022772483221315306,,
CCL17,,,,,-0.006282799325134943,,,0.04491928426117731,0.024549028213567296,,,0.01816662543404723,,,,-0.04962514927612146,0.03916109027051349,-0.02312991525711417,,0.01400136093286061,
VEGFD,,-0.05618676295336216,0.008401051247698963,,0.013668932812014338,0.008606968694865073,0.11867687540810805,0.05389285662941293,0.0032750892732506063,-0.021584130011029955,0.006918707846240968,0.0310931273702268,-0.06287886826778702,-0.009253465604710383,,,0.04358567591373112,0.10396652350426765,,,
TNFSF13,,,0.022398766782008462,,-0.02384133602877823,,,,,,,,,,,0.004390916872330904,0.04870256164208768,-0.004003896829424759,-0.029141466601161414,0.09428737195863711,0.05146428134206419
WNT5A,-0.018083295501322056,0.01854884718706415,-0.0012993641403440976,0.02492661437484236,-0.045563849498544244,0.0038999625932701204,0.14014279218704848,-0.029685590593948905,0.030996082081582322,0.002882365303319972,-0.023222754571630512,-0.01313577245388346,-0.03909989357744255,0.06262348935770173,-0.0035028677635089607,0.028232225751802197,0.021810714234559297,-0.030128787967209573,0.0002030529065662922,0.03231196752216169,0.012161418177680518
CXCL8,,0.009451884110707858,-0.020745660756992735,0.005379550313999247,-0.03590171778184788,-0.01907855669504816,0.06432307610505875,-0.014058285666866458,0.014764445833926422,0.06345485724474759,0.010050846570482417,-0.019874121595871503,-0.11604307632665836,-0.0963199615120869,0.006830565954468013,-0.07076031795478824,-0.11257689942392628,0.00044951858619255293,-0.04772273909187035,-0.04225380068088044,-0.03496524066992078
GRN,-0.05954714556068905,0.024468314693728236,0.05158062935212353,-0.017358006471090436,0.017261795579280138,-0.005413470191899748,0.10514575527880958,0.03623289528975873,0.01851028130836662,0.024384621453097905,0.037292357155507834,0.01611058578995225,-0.011925171408655654,-0.04919592258556233,0.030479554199870713,-0.020533109345595095,-0.015322794623438213,0.07495962276762354,-0.048084531187149615,0.005861578161344021,-0.010766433131197146
MIA,0.0628975632329962,0.06564266238902722,0.03337066261940506,-0.039670069915686404,-0.03514408856666705,-0.03575689546574451,0.07341067559569371,-0.034399492280908495,0.005841490602019195,,0.025076057847816666,-0.026986789039109015,0.04198689146682045,-0.014040705916808786,0.04598147055810113,0.2208239415141203,0.246323627819072,0.057653676413381386,-0.02794231237420963,0.08789787007987648,0.087929993455543
COL4A4,0.004734334168702415,0.029284605405108775,0.005248196010043854,-0.03837098611136857,0.046631312776526185,0.05782741468450387,0.032290778567459606,-0.03373309762374909,0.044704862101806894,,,-0.0001045906333711024,,-0.032509713982292396,0.018527745146587078,0.12298471507809262,0.09280555755744742,0.023654172550268044,0.08780820246220737,0.0010801357259696432,-0.0021350457689653804
TAC1,-0.016485138738298866,-0.040421953955592914,0.054895751911070996,-0.03952086642990038,0.025529626574186014,0.018416348308152312,-0.09722020258028316,-0.017113265589455185,-0.026053745807493058,-0.07148696169764546,,-0.04639322520266417,,,,,,,0.005299371523785026,-0.013376911313464475,-0.05452320804529314
RARRES2,0.06396367892529616,-0.056429731101527554,-0.005034541517800877,0.08270104886221573,0.06582190876946659,0.0019365306349664608,0.16065613759439062,0.05999897505840986,0.023884792295401115,0.028433526624202784,0.019554302151535283,0.009451167572348432,0.14721566989629267,-0.007112939260168981,-0.028712273203739425,-0.016601067535828642,0.020989645402290116,-0.03474328821263906,-0.014022531532087473,0.007991765098914196,-0.001219207650481045
FGF7,0.01379438268194013,0.009755776823500203,,-0.03367461276134911,0.0082767742961781,-0.011770382972140421,0.07487101947472406,0.004587792793111683,0.015528863298445756,-0.050109335764442126,0.04307834143765962,0.031004014340205638,0.03570528635728536,0.02812250531390467,-0.018334316560605444,0.05392029566982443,0.05155663055855401,0.020756436702682166,-0.0026764873403032604,0.07197192429710775,0.014979683633333674
EFNA2,,,,,,,,,,,,,,,,,-0.04933747231157478,,,,
HBEGF,0.09823598579933979,0.0704004909192273,0.03356842951726481,0.005098849069614996,-0.0026534588929449632,0.043649057881022746,0.1079129887007459,-0.020035244580850712,0.013998431670827935,0.060270758795334285,0.08262963125297994,0.0003696443114031002,0.030577535763971056,-0.06860121147904466,0.06545481342142184,0.05294446812013791,0.004804213357144561,0.054861243786046725,0.021794953431840954,-0.025590347203874014,0.061845229229631114
CSF3,,0.04428774835791664,,0.06988858510426366,-0.006612338366089068,-0.04191041348967228,-0.014479028120627619,,,,0.039873335647003835,,,,,-0.021321462513798517,-0.034219134502167244,,-0.0025969569352743997,-0.014814776213423805,0.06568284938044791
PI3,,-0.04863929958010639,0.011608470737403958,-0.011456034122455912,-0.03887411100047694,0.012778548236274565,0.0970747563921612,,,,,,-0.07555978056864772,,,-0.06697798887135958,-0.1443783198751956,-0.019652635414870924,-0.0741194025649482,-0.07306552137784124,0.04545820124395547
