,UKF248,UKF251,UKF266,UKF313,ZH1019T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.02155424273530514,
BMP1,0.11368553886091767,0.004957763066146429,-0.0032976656982824848,0.16372491698023228,-0.03737093730836933,0.2897774811434821,0.16049358735102576
NDP,-0.02878563325542819,0.0006199935470694808,0.007345969371020898,0.12245710243623466,0.045471267900950636,-0.048656970154032315,-0.0630466684449305
TNFSF18,-0.008440265162784628,0.0006029356577393663,0.018766280984208995,,0.029574700202374283,0.11193798926056009,0.08902377033975509
RTN4,0.02540703968396374,-0.04665654412283042,-0.07290798117717041,-0.08506733506464992,-0.035973028272641844,-0.044096407249804404,-0.10619161074934312
HEBP1,0.010773138762510426,-0.009728178728875813,0.016794539584552955,0.004495263116621911,0.031195310341664492,0.037136468156336415,-0.008735533661582895
WNT7B,-0.014990655585448435,-0.02928632695887864,-0.015766227899217593,0.05336051548957024,,0.09900967710369447,0.024189529957173345
PTMA,0.055295302966549296,0.07254779018694404,0.08247683465566459,0.1548845620879226,-0.05014177085442321,0.2482478404219755,0.10227977451374787
FASLG,,,,,,0.12355980518664687,
CEACAM1,-0.023289242515028896,-0.006780668678548956,,,-0.05212608358338451,0.02413469611301793,
PDAP1,-0.03989988855008749,0.018055495849080214,0.034552615924145706,0.1281183648135757,-0.04439847025816861,-0.02961585083911962,-0.014840822644718985
QDPR,0.007287910470516682,-0.045294523752729327,0.010018204825242542,0.09735170402205022,-0.037947744562393027,-0.03475523707262686,-0.11523008078074261
POMC,0.00927626341053809,-0.039645521928129084,-0.03172317077581727,0.005428889351545478,0.0026587949767896044,0.11186120256091132,-0.0007259750966151418
CCL18,-0.029062774197333545,,,0.08571144072844339,,,
CCL17,,,,,,0.019940981112828004,
VEGFD,-0.02906278342612557,-0.04226314371000617,,0.02484740588816546,0.06348214583307794,,
TNFSF13,0.040703329148204154,,-0.011661298655676866,,,0.08533787725735734,0.05926704849374965
WNT5A,0.007676929010443422,0.07758946111734243,0.06207200101011109,0.014978075071480669,-0.05816056786759221,0.13724073540885032,0.05138135408935975
CXCL8,-0.01177437925807031,-0.014207688429816095,-0.016587440995716407,-0.05479535504303023,-0.03963476876580666,0.0028304460633597176,0.08998445780673858
GRN,0.1326227521934253,0.0040483170634598616,0.07279294540332348,-0.020406471982444465,-0.0018357430267189933,0.21128926060249661,0.07279924182484111
MIA,0.03913854597211819,-0.028545636783380943,-0.021085876981663167,-0.0023007819294709325,0.05759460340523913,0.012343399584331852,0.01877283022042205
COL4A4,0.02443401226058119,0.007543058786298878,-0.011095210469852507,,0.019094813670201615,0.03696705592923651,0.10869445094111807
TAC1,-0.01744170215017836,0.05677426479418339,-0.008623970094109298,,,-0.03920768767002613,-0.017673526684137845
RARRES2,-0.05247138583450222,0.07138118333036388,0.006053753168185225,-0.1955696024641043,-0.03681917733111064,-0.08850927198198175,0.05065954987887895
FGF7,,-0.006041278317992168,-0.03180073909017519,0.08534257382195096,0.02576610389086658,0.02038265987083629,0.005401379178831203
HBEGF,0.1371457629793917,-0.038827748525040805,0.035886559232259294,0.13285897348422843,0.1633819618122661,0.1219125451685664,0.18867695047195313
CSF3,,,,0.00819850372458004,,-0.03840654649710629,0.04123473382345771
PI3,-0.007404069697745636,,,,,-0.08344466621398797,0.02238808885205799
PCSK1N,-0.028641191348232176,-0.06812416901369565,-0.04691934653734552,0.03111559669748076,-0.04201801869346314,-0.1443200190654148,-0.12169797994505079
NTS,,,-0.013544731061137204,,,-0.049678252276402275,
SFRP1,0.04033094333059098,-0.02535040683044986,0.020767269295647383,0.08988895511049776,0.014970150369742337,0.08821334347481699,-0.04840158842269854
CXCL13,,0.004280366863064479,,0.08868670098014723,,,0.16673038287931297
MICA,0.1571623940660177,0.03962937435789889,0.047500725318548,-0.05710127662362994,0.0431155617761399,0.11185260753510885,0.07496296435410611
TG,-0.014113891255398667,-0.04012384649727871,0.007807134279321544,-0.022551171938286402,0.11815265400739769,0.0348698784279959,0.07233515431085827
ADA,0.16652749352029717,0.008485194686246596,0.018567284586939424,0.1145067949432958,-0.06857718027535441,0.28614472153008025,0.10806940329742926
LAMC3,0.20586891228697488,-0.0238951405184537,-0.002327835701715343,0.12148982671959173,-0.02172003523252642,0.30271220540348853,0.13167988338555667
CCL7,0.00020257888899080477,,,,,-0.01786400601338989,-0.0220236443884042
NGF,0.056361906549914596,,-0.014919210821521648,0.1504367554252808,0.09188151669315858,0.07615086862210171,0.02692152957672932
TNFSF15,,,0.02282097221162721,-0.029751479012895432,0.07915998052036709,0.06610022590547966,0.007715194958519103
HMGB1,0.0150562476258322,0.09744832277670581,0.06418639004170038,0.13334373172530498,-0.10920244669929334,-0.1467005243110824,-0.0351939337865319
ITGB3BP,0.031210144625646148,-0.006829029301590423,0.07989907679146385,0.077360312106685,-0.030220878905294676,0.027361248842305036,0.035856837098875584
