,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.011996850505683583,,,,,,,,,-0.021110098243121343,,0.12598501730948736,
BMP1,-0.017670119753560455,0.033101758121754386,0.04201348161455187,-0.04315967629437583,0.005193420350800337,0.11310215049179394,0.18356260214354572,0.04509283340569926,0.06324079052984069,-0.03076133108798929,0.07247926801925815,-0.04653072069518123,0.10274475626363197,0.028861333187361258,-0.0006318257001956662,0.08209050678334309,0.054165837361998675,0.11813675577783865,0.012364816994371983
NDP,0.016434579382060173,-0.014796063381538473,0.03520494875641852,0.008978219801594646,0.0641367306408527,0.043786684068111745,0.016071262040098545,0.02428891514636785,0.008243520083076107,-0.034363357412210124,0.026513701700129105,0.07071535256349099,0.06569182327180213,0.0477715342516219,0.024282052040988388,0.10528804026920105,-0.056763153321854595,0.06402185699965368,-0.004103105760496326
TNFSF18,0.043240079436831474,-0.029677239382181638,,,,-0.016689361703094773,-0.010115498993475759,-0.016604481117435038,,-0.024124922868578577,,0.11477912699803303,,,,0.09346659631835348,,-0.013057566980224096,0.09877040172104365
RTN4,0.08603211933048505,-0.08655156687443169,0.01546630943863961,0.010504248986693974,0.04664507860810309,-0.10754190576714551,-0.19681664212755498,-0.002416958236140845,-0.00783676188870386,0.05570669497719486,-0.03230943781313957,-0.06846769774877559,-0.05310406437699888,-0.007998706613002574,-0.018346551693351254,-0.07866144309772825,-0.03657643354223323,-0.013731512442580713,-0.0336705979935807
HEBP1,0.05071306865662829,-0.014152448246310203,0.031396282719054563,-0.006183358621358483,0.019593473544669334,0.03370211680194448,0.09107499366896796,0.07093255410933319,0.002884986489948615,0.04945710861796111,0.07200209931324761,-0.06458554222960004,0.025317651802910488,0.036649527197557916,0.043555355508223606,-0.01626315941792818,0.018370397624056067,0.081099863502204,0.07893722757136105
WNT7B,0.03028973593260437,-0.0184345811466942,0.10738948526663142,-0.0024655322269692154,0.029073435052176216,0.021270109822779933,-0.07116570565701252,0.012937070416892498,0.0076449507022710445,-0.026559185355320498,-0.04531853420119631,,0.14021757338485893,0.037117497243446845,-0.0030838896918769726,0.03994157223427102,0.002483276775961534,0.005634864393686488,-0.02488933462447007
PTMA,0.04287197654008685,0.014345330963905483,0.027638310928212624,0.0027954134261882007,-0.016292265023359693,0.15106729707399194,-0.15308203567099943,-0.042407463641639144,0.04824913136979721,0.042556204395347054,-0.05904637533775008,0.07904954172807796,-0.10922754219141145,-0.10050865593897963,-0.008279805666519023,-0.13327614345582642,0.005144764962267487,-0.013435094368181048,0.04003755652953843
FASLG,,,,,,,,,,,,,,,,,,0.041113223387703894,
CEACAM1,0.031284989911093485,-0.014147432264692459,,-0.019681858690423933,-0.01959943421322226,,0.06093325497365474,-0.026114893045149447,,,-0.024798966442112384,-0.034860152858362824,0.03249482691510052,0.05847046836859578,-0.018648623300013878,-0.03128189496922391,-0.017163926969733963,0.027068503271165972,
PDAP1,0.01915329659196138,-0.021579124854131045,0.05447476358928416,-0.04481457058183431,-0.0024675170409385774,-0.005829104175506014,0.17940005142755885,0.0002559738156841684,0.07529172986481508,0.07018442882752304,-0.01576817578059931,0.06367485292651376,0.04542715449793834,0.02216621024055138,-0.05186449504271207,0.01949245435647497,-0.050361703477511795,0.050606086224447254,-0.025609954841627182
QDPR,0.03129588556934482,-0.023053502254524617,0.05473453339858187,0.003774962724639042,0.021198908271333857,-0.05769442447869331,-0.1836035534688926,-0.05938779527334747,0.062389318091846384,0.04271837822369645,0.04789378302376015,0.0064014452899028105,-0.14744384716082592,0.04031691825933935,0.012894316069817429,-0.11064808227016364,-0.037957352207277854,0.009809753332910289,0.004570889312021401
POMC,0.0035929828863831646,-0.025137730016265975,,0.0361723593629916,0.01990820522238179,0.01985101912569697,-0.011292994506923105,0.008936885721915939,0.011601722066074918,-0.01656137285256921,-0.06799729700769913,-0.004638656228759757,-0.06007848978716317,0.03141596594861947,0.01836016683229741,-0.02790296229327898,0.0919970736215812,0.06691942241653023,-0.010937617624331797
CCL18,-0.025260395480117794,,,,,,,,0.04194592050016572,,-0.04142337483664147,,-0.0232304130792101,0.14838449258819786,0.0009999628423750012,,-0.04673294021546671,,
CCL17,,,,0.05013910891696583,,,,-0.020709020746616458,,,,,,-0.015632240686669994,-0.011002757685511741,-0.02783244510832728,,0.09464876307198436,
VEGFD,-0.025260403501476486,0.011565816801876093,,-0.019481265366776333,-0.01875162897133748,,0.018242173898595154,0.028475170494517785,0.03493908813888585,,-0.02273523483851903,-0.04739161389155695,,,-0.018648623300013878,0.005479466876313034,,,
TNFSF13,-0.019062311083807675,,,-0.012061408355884803,,-0.016185199254753726,,,,,,,,0.072710162886987,0.07408129944839913,0.07291056869901723,-0.019273939617110852,0.0007462490957727915,0.011767461669814048
WNT5A,-0.03044230643327448,0.04497856173580115,-0.02804433236669836,-0.02342163451861504,0.01418354505327825,0.10409441926171738,0.16077374389956112,0.011987341169186759,0.020469713315410847,-0.03077444917413745,0.034312343697260224,0.006912324190345502,0.1622911514881905,-0.0037928443506997063,0.02746707489527765,0.09175496425763538,0.01611761847874442,0.044243466607719405,0.007111332523713669
CXCL8,-0.02992439688565729,-0.01897340769154081,-0.033231411814527864,0.04937610212616375,-0.020591088325340616,0.06076875801663944,0.09209783749428244,0.0046794227928063925,0.020375393168887077,,-0.10175470494226622,0.038128699589137297,-0.0409007996972937,-0.045616234307673774,-0.06979580644079188,-0.000530989206414267,-0.04671137063919087,-0.028152270381256693,0.06272062845045459
GRN,-0.00923522267091189,-0.030598217693960407,0.0031606800008500222,-0.02365562612972176,0.05618400481773135,0.024815820969110162,0.1385390510148332,0.042423002540183066,0.01477900662399099,0.044433765857854815,0.027242343996360458,-0.018127984963567954,0.053649955823789786,0.015821459359895724,-0.02361082535413628,0.08808962522634324,0.013162191772646615,0.011067711931370683,0.0026272914216633344
MIA,0.05643734247836912,0.01806148043301764,-0.06719802053333437,-0.021427555797373,0.016724767604877507,-0.02926596174974942,0.09442558147307661,0.02200299511315409,-0.0017599585771754472,0.07203853186891566,0.04088036702535894,0.04251945130371933,0.08120162219332876,0.11613442132490799,0.03506554184919078,0.03640936142255232,0.04502219904025781,0.14474232796105474,-0.03950091593492619
COL4A4,0.1212656168792076,0.05116465574300161,-0.05113398032372898,-0.034278469116749796,0.047524261047434145,-0.015399502022064382,0.048194055350829906,0.004905927077252874,,,,-0.03710856701850065,-0.029370500550686015,0.04947208228920019,0.025951088714152873,-0.031335444656943934,0.07884417969018895,-0.038033853702295076,-0.018907194566826394
TAC1,0.0353299976444632,-0.031244373390374985,0.0652475878594131,0.02963559894164004,-0.007957700144893047,-0.038608405864313,-0.12857452353336335,-0.030431725954629868,,,,,,,,,0.021831242226440013,-0.0003801571935347711,-0.00662365497730214
RARRES2,-0.020835174958002488,0.007828076336919077,-0.03157981386628185,0.02383072543224214,-0.026414088014138606,0.024890522671242192,0.20054967981497035,0.0025163226263759746,-0.0452108821080708,-0.02126584663054174,-0.01174424065635738,-0.05553830002136793,-0.0012667195829022192,-0.02902872567202002,0.04558184594127326,-0.04757584440809207,0.035011451293359586,0.01988074436976885,-0.012022635215797278
FGF7,,-0.022870946729742537,-0.02635166895057049,0.021108839512193035,0.10342684451170335,-0.035550964621764554,0.06004153459404575,0.006621652792673965,0.061226822018529824,0.09792869396588962,0.03397115010809763,0.10711713635358402,0.10108784545812993,0.07082630827261537,-0.020047765178433607,0.04561599718562214,-0.05238673122088128,0.06510283580986587,-0.04422625636313309
EFNA2,,,,,,,,,,,,,,,-0.017724268423406832,,,,
HBEGF,-0.053975935838629266,0.0998357697293208,0.017970582564546794,-0.003893025842185027,0.03769613571230915,0.036223762622463296,0.04506325851656139,0.041714622089526615,0.036468650207796924,-0.03104656735984747,-0.00216971951449126,-0.04162916509127219,0.034820392491381025,-0.049620877534900486,0.007715132109036627,-0.06854894538276558,-0.01231490487619092,-0.012672858381983258,0.03542265369743285
CSF3,,,-0.01976135848658441,0.06339881269465666,0.019397811835719012,,0.0012259468447117102,,-0.022591124747251796,,,,,-0.030206533896677594,0.007816869808544605,,-0.02460683388063908,-0.005272351123543091,0.003070470271753905
