,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
SFRP1,-0.020736498470380556,-0.01626702912876485,0.014953193200847717,0.08455929709470013,0.03636787474898975,-0.027524643026047402,-0.020741786463542883
CXCL13,,,,0.04831306776339815,-0.015218920432776208,-0.039771634269698604,
MICA,0.0031100911805917297,-0.02476896785160351,0.05090936192105941,-0.0017211484946306945,-0.03207699815739152,-0.0210396685987034,0.03518664976946118
TG,-0.01815929467181582,-0.015657276207449937,-0.004930937907269793,0.04800693611033225,-0.00533263437976632,-0.02006651771829802,-0.027965280977029258
ADA,-0.03547596590212817,-0.08047464313987417,-0.03182569337121858,0.08596602168017889,0.007115263698138678,0.03383259288090179,-0.0103008510699413
LAMC3,-0.05989560864443653,-0.024430602354965008,0.019200639257154817,0.009792991499960121,0.07664242930189433,-0.0015537737804011563,-0.01592555379496381
CCL7,,,,-0.0273623548677517,,,-0.015026685862697148
NGF,-0.01732883774888259,,,-0.031601329350121984,-0.015054784606563655,0.025244059605092996,-0.01613416448250931
TNFSF15,0.014178674324070243,,,-0.010238542255300978,,-0.015140620101941272,0.09113390322479185
HMGB1,-0.034031771047422436,-0.0440513483498974,0.03222926643043654,0.003048502378772892,0.03524909054112749,-0.027612220067034923,-0.01900225829099394
ITGB3BP,-0.027139617630092164,-0.040620882406949256,-0.01854013290756767,-0.0047538753299852,-0.003433476432595233,0.03924960219105088,0.023143008375223244
AANAT,,-0.011702016413256897,-0.02258877459639562,-0.024004505915888433,-0.020535696872676295,,-0.015898860288265128
RELN,-0.039670126995558844,0.0028899451924435915,0.05012454958221573,,,-0.01828822825889778,
IL15,-0.014971928123269938,0.021521400264673442,0.008798033549283008,0.008731146123765392,0.023525728618886164,0.002523599542434211,0.021179588086898862
UTS2,,-0.03860078956403792,,0.06584915699887857,,,
BSG,-0.010539208632071423,0.07482470551891728,-0.01358688467504163,0.023209399143523435,-0.052959468234573766,-0.011576510368121505,-0.02726838009283906
ADAMTS3,-0.02411544501630077,-0.04418150884473254,0.0475657481587703,0.11309444228256178,0.0162945025681318,0.03291849595373115,-0.01908802882662872
CD34,-0.045698638892186956,-0.042273324521047484,-0.007565611044243665,0.006943387041477263,0.03204929593981062,-0.07166006139544184,0.013163894258544421
CCL23,,-0.013315037105444603,,,,,
PLAT,-0.09925023834030605,-0.018399999657249488,-0.018047479967978976,-0.0011669652996426766,0.047064355427381986,0.06492404624250969,-0.002189608381501092
NTF3,,,0.006220335348233968,0.10640656919791898,-0.02724872967893957,-0.06372671137294018,
LTA,,,,,,,0.05748156658085164
CKLF,-0.038645638300375325,-0.06152100909588582,-0.04481123783034185,0.0697721377909676,0.03594849441327593,0.031123391889286277,0.002525644133651524
CD24,0.012503724174287986,0.009358607198688081,-0.010921188980885899,0.06746114343455993,0.0245603012403098,0.0027048980265303017,0.03578628367241911
HSP90AA1,0.07258921723697644,0.09358724786155921,0.009491768186624087,-0.029081684423820323,-0.04168078800768376,0.0013329484727629265,-0.06809181933049062
BMP4,-0.059996339757992845,-0.023235003684149495,0.03570594106922326,-0.04212714147003153,0.028031360973489666,0.051022397489322205,0.010867535575692713
SCGB3A1,0.00045580840272575654,,-0.019053852305849453,-0.04164666084911486,0.0865185169107651,0.07981331164724735,-0.031506942756137434
IGFBP4,-0.0861809642945157,-0.04099710649968953,0.022023664564356765,0.04761670123847686,0.05132138682029861,-0.002585118026508119,0.004435486159408701
RSPO4,,,0.010740565326568094,,,-0.021175044487212538,-0.028221023018973404
LEFTY2,-0.042916046074099906,-0.06168237886776112,-0.020892779031055755,-0.023227540740723744,0.02839008404954833,-0.02879666155532501,0.006148804759216448
PF4,,,,,0.04421396306838411,,-0.02139746498072159
ANGPTL2,-0.07094356353649472,-0.07288026108662653,0.01647342865557717,0.018736535852511567,0.06849679461399387,0.022601171768314936,0.022703582692546572
LRIG2,-0.02235407586557801,0.03201530968930253,0.04663460004703306,-0.009475625779447477,-0.021702848544539022,-0.009169643660131895,0.02540676826768577
ICOSLG,-0.04094080708080776,-0.020077995040176794,0.05349500915835976,0.02310398446434237,0.0316424808302468,0.026728016581753066,0.041394414438379365
WIF1,0.11639936847578786,-0.010212546774988491,-0.0036779496514441957,,,-0.019684254906034343,
NPPC,0.07993091642510868,-0.004042815674497244,-0.0044577893632394405,0.07439979437780195,-0.010940310503407786,-0.03076103235534368,
LYZ,-0.02408297442764151,-0.0645579956020575,-0.011984550372628772,0.0615619157353034,0.032736537443211894,-0.05284889300632575,-0.005594060538296399
EREG,,,,-0.012431209067076503,0.07416528430295187,-0.02637387492156569,-0.032315128553372624
SPTAN1,0.05350190001457357,0.054728281634516214,-0.025608226619418972,0.006710713881758601,-0.024830333515956236,-0.02967420286732875,0.01585616236568644
PTH2,,,,,,-0.03367537503010156,
LIPC,-0.02321762151652479,-0.0047040688692534935,,,,,-0.027054494627408027
COL8A1,-0.030624790117477728,-0.021641465531972957,0.014993919998170999,-0.020647260421973034,0.013666927888823822,-0.06874935388440404,0.014376072081435784
GSTM2,-0.012660781237442905,-0.009767551981221277,-0.0061700836033140565,0.022406735954433373,0.09139558093609325,-0.006013728670702774,0.020033088673101704
SPX,-0.000784442554110227,0.018172287068691124,-0.0059288809150439305,-0.011526995137169236,-0.017366347751458823,0.00986035241623069,0.007130598709868131
MFGE8,0.012568962459070323,0.0018299986839343345,-0.03798276768715215,-0.011074647573953425,0.03753470749062422,-0.029315328987520414,0.05172752181565003
TGFA,-0.029312517651977385,-0.08658648352786817,-0.0018924664651104998,0.013471481350907817,0.008361411734355138,-0.0692494790945336,0.06047969776543286
SLIT2,0.016293534472366072,0.029616768012085407,0.035974184727577935,0.025007792714346996,0.015969726362257637,0.011050742023192827,0.06767993175595681
PLTP,-0.03317062307909534,-0.07524183902189874,-0.0009954550923585675,0.10160281764779738,0.07514752537383977,-0.007755397984628606,0.0036798109545997143
APOD,-0.02495177710191504,-0.058851589562818975,-0.018490727660246623,-0.025784815340732774,0.03469924443856073,0.07265755535255568,-0.06962584638366996
B2M,-0.05827890547577597,-0.08891593097029367,-0.005961837087452126,0.06419043259681326,0.10840534240545065,0.07181209457781543,0.018198912812686322
OMG,-0.00999483327739469,0.01279174911871125,-0.0040114466115666585,0.015271056249203788,0.03279659043417565,0.0422893498256896,0.05959906720856682
CXCL3,,-0.015364188164001492,-0.020383591445505382,0.019189752686293308,-0.010487026261020563,0.04659970934111883,-0.03647366496094426
CXCL10,-0.02046492960499168,-0.08398283215884986,0.024190052238532184,0.003118845467657533,0.17603846419050534,0.1032275457942349,0.05922214261841966
RSPO3,0.013085558251067081,0.10467285371957587,0.0605102438827456,-0.04444028443046345,0.050417702039197924,0.027508263986388753,0.09305871823999556
CORT,-0.034445848951710684,0.08528254834109304,0.04101038992974065,0.056650808655579095,-0.014636431292901927,-0.035216938910637985,
NCAN,-0.003603759742972759,0.04245288739946747,-0.03790826706782734,-0.0013220164706789356,0.02673694870391322,0.03946629637799379,-0.028248275486323186
PRG4,,-0.01664569758285719,,-0.00014146651034575397,0.07465967126728504,-0.007450953876031766,0.0016430459446167094
ZG16B,,0.04799316286890078,,,,,0.0031250749869645867
TGM2,-0.008102447292525619,-0.01574465623189068,-0.0071730672506690836,0.010210980881015758,0.01934484898710744,-0.006125265989063858,0.015779539301280367
VEGFC,-0.00551505766414097,-0.021946307149830983,0.01241080031912044,0.07872422899899498,-0.0009126182021794468,0.03151933739798511,0.04905158650142363
WNT6,-0.015356585076078217,-0.016368863912958633,,0.058582702464240584,0.12352016599040946,-0.02810273978089211,0.08922424227640115
NRG4,-0.018799298975439523,0.01697157802340921,0.02931743495451713,,,0.01168576918253323,-0.015249149534657587
PMCH,,,,-0.02781195022170084,-0.020535696144439102,-0.016099477760231757,0.018925486412200897
COL9A1,-0.04906884534802977,-0.023141804545789884,-0.011417451594638047,0.006895015999818224,-0.007768429311377649,-0.03503241741433924,-0.010312932917180861
GDF11,-0.06628861222515706,0.014015251393179216,0.022138835806831673,0.006228872382746291,-0.010256314005530351,-0.06458591801444342,0.03368506213954272
RAET1E,,,,,,,-0.016728208691389287
IL24,,,,0.16710564685544405,0.07596134019723176,,
SORBS1,0.009629948135641667,-0.04431247640408945,0.025785067252905317,-0.014062238627955151,0.002761170948006488,0.043292058068071494,-0.0063687457759223215
DLL1,-0.05597912427428198,0.016423010515745736,-0.0036184582030429624,-0.06471793080650795,0.006040870252632421,0.016941315668903816,0.052825422623841406
TLN1,-0.021471684662657926,-0.032246197215191785,0.0038922484310651723,-0.026938309082278736,-0.015881496728126162,-0.031100091527478946,0.011038537600256035
COL2A1,-0.016636948760771084,-0.015364193392605006,,0.03599390303232937,-0.0358725330219655,-0.03391614358138202,0.051033229871727384
SHH,-0.01815929661311105,0.20644709599532715,-0.021877220557169,-0.008881518852678846,0.019677656549813297,-0.046864538015358774,-0.0007646904520632407
PON2,-0.019047922661659673,-0.06047687668928445,0.0039580561147184,0.09402099666824366,0.02042324540770869,0.0265918952283213,0.025860396685089288
ICAM5,0.015885376527469727,0.038079701665134094,-0.0034179774336279014,0.03431518196212529,-0.023525966329434714,0.05660899509459737,0.016794278514345902
HPX,-0.015356586111988261,-0.022373466534217668,-0.0190538503633551,0.07667234249429926,-0.011793436352903012,-0.011583539627236185,0.027571335563710286
SFRP2,0.0076966927215322625,-0.012262054475051501,-0.02080490427555836,-0.010201418506742065,0.011450912852030919,0.05404213337197433,-0.006506341094808195
CFC1,-0.025948872381424508,,,,,,
CD70,,,,-0.009375732674107838,0.06448687870859135,-0.04072002271307471,-0.02326533292672886
HP,,-0.03381649964737389,0.014216148461284866,0.044382938855506024,-0.01860738769310264,-0.0716359508239995,-0.022811059838972837
CXCL2,0.008262435185895282,0.046961596901394675,-0.004640854517302442,0.046779943869655415,-0.0009258471853534618,-0.054334995775158525,-0.012543329917253649
NPPB,,,,0.08132796253688396,-0.019123045567201017,0.037827687823555105,0.011407807136686467
CCK,0.07687289296885111,0.08724639565390933,0.012160846050547227,0.09553264014842616,0.015253731350351098,0.03638343602615406,0.1049070202454735
SEMA6A,-0.013030054421888761,-0.04165599846438206,0.05428102418181594,0.004324183118586803,0.05893750727217427,-0.04275613889887298,0.009487370356162756
IRAK4,0.016677826715114096,-0.05168352537817695,0.06316076558240065,0.03842129213999021,0.034976142901552904,-0.01316335459196947,0.04832696233007062
GSTP1,-0.09601503941218353,-0.06365829034976142,0.004872747162426013,0.010186515820621658,0.021642328712980486,-0.005934430241895199,-0.015448377876068509
VCAM1,-0.05279457351455705,-0.04605504276460895,-0.0007552326340512856,0.016054225822009317,-0.08915032925958628,-0.07149664182279096,-0.0015438445053229707
NXPH3,-0.033759806992876375,0.007050608976013653,0.027924178483659603,0.0022459752762824733,0.015389082881577157,-0.07831270799607182,-0.0526395471740818
MTMR4,-0.016190378456536803,-0.06809588925868033,-0.016732328869963165,0.07359357658483999,-0.0012498142713306434,0.040661645005307355,0.007061195925458058
LAMC2,0.08609922127923678,,,-0.02549292193738912,-0.018075660789491573,0.10484597638373508,0.01602292662098884
IL10,,-0.020161252183877373,,-0.029957478522374282,-0.023383466631141207,-0.03891456226707776,0.11694268889758573
SEMA4D,-0.01641286194102194,0.03438297461045156,0.05715859267863991,0.012052121091640314,-0.014298310929049764,0.01089526449042991,0.03248904373695381
TRH,-0.0287845009783967,0.04355660785990327,,0.02082287546415958,0.04319125939567448,-0.07497306717326314,-0.017325828914674213
SEMA6D,-0.06497680520405628,0.04258974067525269,-0.02807705950467989,0.011217909778435089,-0.04906172292030197,0.011012578501904964,0.006914280188395148
CEL,,,,0.010895198625446646,-0.022471140783864342,0.0015100440867940057,0.09217483055089298
PDCD1LG2,-0.014776060521172953,-0.014316996962394399,-0.05172898444341852,-0.009361891282913168,-0.0181621427978551,0.0015727641416540064,0.048258778834959846
SPINT1,0.059828027579388605,0.007929322137095702,0.07309036413833135,-0.020472370946981455,0.04232740180292237,-0.026675101685974777,0.08896202140675209
CTHRC1,-0.050102430852072465,-0.06957650639632933,0.08199043929231149,-0.026841762787622698,0.05660235466469929,-0.005117027966460806,0.003913773200510399
PODXL,-0.07090582206856981,-0.04789199391021729,-0.047924730312721105,0.10418144642671238,0.05315566493302042,-0.01628919910380627,0.00030422067822158454
JAM3,-0.008941727794224013,-0.057147101561041296,-0.011504586831602269,0.020370695022021212,0.019264006575678973,-0.07363923038556351,-0.04960097277674703
TGFB2,0.004937325315723955,-0.03326610951366957,0.019479830210562866,0.045376131381310324,0.03668329967523706,-0.016264340177284436,-0.02717673610354677
COL18A1,-0.03763612980879854,-0.031360989300616635,0.00435736109937865,0.019743885511978598,0.02580661045394679,-0.013368743637608175,-0.0009892991133623181
NODAL,-0.022636906793241644,-0.040489920903632085,,-0.030998131528815233,0.007005861713893962,-0.01787070867441673,0.03142560603693892
INHBB,0.030777348556938474,-0.035788865009136916,0.005924145195612439,0.08517105023462346,0.06763103308358438,-0.03466136832793766,-0.015564253614113264
LCN1,,-0.01348297090367206,,0.007806838507548794,0.01004418320265398,,0.029045609044996368
ARF4,-0.05366068340646472,-0.04067429262129329,-0.02394263852653529,-0.034870131260064496,0.06191150089170031,0.030491159967100112,0.023114222430212286
CXCL14,0.025551329499845888,0.0064539225997229995,0.021512129904355765,0.047402415440438765,-0.018158233169287823,-0.03856362459823812,-0.06359748985320846
LIF,-0.018641189399262872,-0.04951675580794541,-0.02258877459639562,0.07576452892035446,-0.01059637920506716,0.0015454945036151005,0.007572999935617809
IL17B,,0.04771906574570223,,-0.028692200810465425,-0.02570774667986665,-0.02223282217339508,0.030151447277266975
MMP1,,,,0.04457367889591443,-0.0264638819811191,0.07710243617554625,0.027514257544582744
MATN1,0.06550487887361454,-0.014135978352986935,,-0.019370363473016895,0.0020469075008239276,0.009939776498741943,0.05978323677400008
ADAM28,-0.03842590507790525,0.01575759627296376,0.009716424847778321,0.07711640087328624,0.01666914576082893,0.04232635613190909,-0.008474822195326092
TCN2,-0.04833649902729688,0.006910240945847439,-0.002356333551585129,0.00832309399245808,0.03390503460186131,0.0053951204608987955,0.0285229805595848
THPO,-0.010378352969185328,-0.02751046529785447,-0.023505765058222845,,,-0.01987623517851145,0.015047297898713848
CUBN,0.018424504258425557,-0.03441373624137166,0.05019737737338839,-0.0242848943415646,-0.010899730223146862,-0.0031568768835333588,0.006175767260826158
TIMP3,0.026460561839025187,0.020284445548521324,-0.015515123206507008,-0.03497906553075827,0.01644972818367075,-0.02243208654582863,-0.017188405792767293
PIGF,0.004020584001630973,-0.015264609848096026,0.00197299964728703,0.020089150843388963,0.03965974814275511,-0.06262848219368256,0.04666684269790757
CRH,-0.015165405602422197,0.07441709914782282,-0.014930433685205505,0.01579816949010079,0.014539246875101025,0.01028365670886267,-0.025981135431824984
BDNF,0.05499971806821333,0.017114384085028602,-0.006752396245460656,-0.0015652944489429014,0.0364255979813193,0.002222466620441452,-0.027087701646602447
CCL5,-0.02215292510683298,-0.03060645832387031,0.0033252224902925592,-0.036718323410114044,-0.007384240538509647,-0.02172718456196237,0.05321017601633107
GAD1,0.08135940426434962,0.07730586009081256,-0.03878174679730736,0.026428347088175368,0.03130646551677896,-0.023860844968400966,0.03249773256103733
COL14A1,-0.007486696165611951,-0.02391801087577117,-0.0214778909064428,0.011680766038434506,0.03209386354267853,-0.07180267035469338,0.09100776824226851
HLA-A,-0.09040440109259039,-0.09028079231957695,0.016987565044927076,-0.005921492269578315,-0.0048489275776401036,0.024863038513464792,0.023544812411705997
FGF18,0.06868116987682522,,,0.018438700649568096,0.007640550482115695,0.0915103371233759,-0.017325830304711874
ADM,0.03981585072706988,-0.04864187269498942,-0.020696937989694086,-0.015122406300582914,-0.06824387777208199,0.011201257790851684,0.049333539162370266
CCL15,,,0.04513870112997729,,,,-0.015026691278216136
GNAI2,-0.07488091933132232,-0.08184911430080465,-0.006266071409342038,-0.003198203830801426,0.007171510894511476,-0.026552975238756306,0.02420402409210811
HDC,,-0.024868853613784374,0.02243562814807065,,,,-0.014440911654847231
COL11A1,-0.06039322045391919,-0.02451317602736821,-0.013942359738669243,-0.0158583561311481,0.0017210228010346262,-0.03264384363973583,-0.04823981216435138
NUCB2,0.013545478138284474,-0.01161643775222316,0.034968326326721595,0.016473611717392696,0.01940169576820409,-0.018387092404179566,-0.03430874907840693
CXCL1,,-0.03448995452700171,-0.02139038653391071,0.01903586066012506,-0.017969046985852388,0.0433972110089941,-0.014715699433054587
VCAN,-0.07931451244171564,-0.04698107960891723,0.021032481370139525,0.0009981640252799849,0.007275368039487377,-0.007969862255784294,-0.039183212911792074
MMP7,-0.0186411841667734,-0.009841456826782335,-0.01983579944819134,0.03133709957211599,-0.014507573742886888,-0.006405772471732176,-0.001062537078776936
PTPN6,-0.026809531693663045,-0.04939900367505087,-0.003352214238767047,-0.03003673673431974,0.08267554274284436,0.031721776119577244,-0.0015907532777399561
PTGS2,0.036899263147997845,0.029973526655666726,0.08271808950241091,-0.010011968643316533,-0.04783350536936146,0.01281854602085512,0.00722828681403843
CD58,-0.027008519187071804,-0.03412208375594816,0.035647472632340096,0.034428337163647176,0.019614461175150526,-0.08587018632140533,0.0064489726745401476
TNFSF14,,-0.020506121612760556,-0.020892779031055755,0.08594072302600574,-0.0273239409052812,-0.02324679912578029,0.05998131986195304
CNTN4,0.06375609744672338,-0.022053786911669704,-0.0019915091613632824,0.01578585434807737,0.00981182003368214,-0.0043684085765509206,-0.025568849686237627
INSL3,,,,-0.03017756996878497,0.08720075353501716,-0.006815326248197723,0.1408264801469619
BTLA,,,-0.004479596270597963,,,,0.1682071050580853
MFNG,-0.05532214303310817,0.02083027159079734,-0.01727808927239663,0.02991429038555056,0.01828197302396353,-0.007278455105164031,0.0026104896577842283
ICAM1,-0.020852423932013784,-0.05293113490063252,0.06072896498811922,0.04075832784100929,0.01250869664429058,-0.05759565587342633,0.0108265185817465
PROS1,0.048430673158486606,-0.0876603914054291,0.004653832624652955,0.00755673982863461,0.06130956644170918,-0.06096237189482173,0.0010420848305148296
CLCF1,-0.017328842199391035,-0.01993832924770358,-0.016734036131867917,0.01213577270059321,0.00823029628106113,-0.03911254268777518,-0.009262648663244217
PSAP,0.09596923710512988,-0.0019267801617971175,0.022669637412050657,0.01629171970574795,-0.02698094280830081,0.037209316349841016,0.046420108746744695
EFEMP1,-0.008934073836807476,-0.07541836934807834,0.007357951210229431,-0.028054814947219273,0.08537407704665205,-0.032730973634651495,-0.014048096317566976
C1QTNF1,-0.006700759641220912,-0.04195133854247362,-0.01492998613071671,-0.007483917859952866,-0.006341666932000361,0.006515699761994974,0.04387521206851381
ALB,-0.0178313989942469,-0.016507805620968024,0.04818297526121545,0.01911302514709127,-0.03636180246911228,0.004697053074469528,0.04796078430506735
CCL13,,,,0.0013014555166148529,,-0.026076113294298056,
EFNA3,0.053811333271531724,0.1484240754417219,0.02608220450631285,-0.005761556981221933,-0.00258374916218192,0.02499943548426144,0.04821020105576486
DRAXIN,-0.050457045409000124,-0.041364959212559595,-0.019053852305849453,0.02281054704685594,-0.004722500610160351,-0.08554354940996226,0.019424262545207002
RAET1L,,,0.05291209036995707,,-0.01605572633240989,-0.028242690675884433,
NPTX2,0.07024345611315812,0.05757053222937871,0.03033655231902809,0.02471920373499051,0.053921860777989696,0.005277757317995837,0.03292495874562477
FGF11,-0.018440063298230093,-0.02195354339276361,-0.02247811794178338,-0.002601285664077482,0.018020770141893683,0.032978185965274756,0.05909636034888897
CD59,0.05980217726739209,0.017784933237471098,0.0553233668383407,0.020080318166545114,0.0516183264941605,0.022101614876809932,0.004941944740136588
COL9A2,-0.0008213587833229339,-0.02092269200180972,-0.00012596934969607773,0.10817180029122048,-0.016347266769924297,-0.06345469679530205,0.03577903216264347
DLL3,-0.02418206711378828,0.024537816931545813,0.0465950941139731,-0.009868065850575786,0.007496206608632626,-0.04644846991735662,0.04483532205055555
FGF5,,0.10094384703148696,,,,,-0.003922019381174728
LIN7C,0.012675607899049675,0.005916591272656477,0.024909332611198903,-0.006491125682082025,0.016337381756396104,-0.0053141797436839265,0.012656794807197948
GDF7,-0.025470958380446957,-0.023514386915057063,-0.00725299402085842,,-0.01376375055744838,-0.01889828895975393,-4.9800528035115745e-05
PSPN,0.03161818037495345,0.02775346535636658,-0.02247555282104819,-0.013087398433298624,-0.0113841908421385,-0.01182328607168116,0.0049302296342655875
ANGPT1,-0.030692636018150237,-0.01828947068035475,-0.06385384927979025,-0.0688119257672657,0.048026876570389315,-0.024100897944569228,0.057182638555552986
PNOC,0.07987145268657705,0.12031689390919474,-0.030142879033658542,,-0.014636432885301049,-0.022404693428589608,-0.021235257214205286
L1CAM,0.004545217436225435,0.0688609673932247,0.011647415951952164,-0.002405383038579511,0.0151646223290983,-0.0211858108133368,-0.025844321938217136
APOA1,0.01051583948881962,-0.028132443710630905,-0.03381295562681118,0.028932341270779875,0.004592813151269053,-0.044327128552166806,0.00428956614231205
PSEN1,-0.02858633968977848,-0.0312414744525851,-0.006794078737063456,-0.051300775830717966,-0.04016335378976223,0.02431678497379745,-0.02763763670822736
CALM2,0.06558286742531917,0.0933446857486615,0.013207924115217278,0.0513225538624197,0.07561236135152913,-0.006193565783602046,-0.03252261445704054
CLEC2B,-0.011787591488817287,-0.0640026185547017,-0.037040234871669166,0.02297860565390619,0.02338283043085254,-0.026919419158535813,0.07361634283185745
NTNG1,0.03298048047292978,0.04857131485222474,0.034214538960763534,0.05892431510116312,0.001467764954489018,-0.027064998576451792,0.021728958475094935
LRIG1,-0.018572364867198064,-0.036009821006194924,-0.014587437637567367,0.06226178324136944,0.06676804098970901,0.022685777886444245,-0.03590178520103673
CPAMD8,-0.03547596438439567,-0.01189148726343508,0.03792430959153832,,-0.015462462183664188,,0.05359142813946082
GHRL,-0.01895619806418748,0.023502673232479274,-0.019053852305849453,,,-0.020442168637148653,-0.029595114884891256
NPY,0.019333991566932815,0.04552522553607551,0.01684430644649322,0.07906980199360744,-0.02723569138231629,-0.036936287761843,-0.025981128168515492
MMP2,-0.032822573258958355,-0.06042428025583003,-0.0035466163318411525,0.06626707610282295,-0.0046298457282484525,0.06470437235471917,0.028121581922299688
PPY,,,,0.02216290303708536,0.14519373261461138,0.018110383834455415,-0.019403547013456247
ALKAL2,-0.0233953702742183,-0.013482968718470583,0.02908225400704724,-0.018931057344505602,0.002427883588205145,0.002835539116398028,-0.020670658778363046
CSF1,-0.019976280708734022,-0.053663346301451184,0.03074019060070305,0.0628718722828987,0.03208956601877084,0.03293318534779778,0.014696040147605963
SEMA4C,-0.03583190379665033,-0.024957494841324212,0.012374469041782432,-0.016319320444767346,0.06567478810602585,-0.050114006236726016,0.07435125813457351
BMP8A,,,,,,,0.06950134076953755
ICAM2,-0.03488640104153887,-0.01926536005188029,-0.029089338724815124,0.011658916437749831,0.045925947663819265,0.006341227491205644,0.005459448563153135
SYTL3,-0.024491491407563286,-0.052851608116508346,0.0546596486049667,-0.03044159752856294,0.012921504619692365,-0.03194861401274897,-0.024712071579784108
IL1A,-0.02547095503448769,-0.00603210212187492,0.004304943160457632,-0.04210492625148264,-0.036264324502612154,0.044120668134101815,0.008096399383207456
HLA-G,-0.013757231286102175,,,-0.004328040082610608,-0.03892892605281298,0.02035743370725537,
PGF,-0.04512680865675986,-0.030294136288420936,-0.034452711589567926,0.023067638393362126,0.022714878827684644,0.05984288746737299,0.04543311178716013
LGALS8,0.07687233402992989,-0.012258562099813405,-0.010224374087884685,0.03543192396300299,-0.016568545385956347,0.02133486450232928,0.005416835252610478
DKK3,0.09560827422067363,0.09494722295098681,0.013486613239918113,0.02452972515745553,0.021543524283348492,0.012049952234278748,0.04580483353496151
COL16A1,0.0023386396055534897,0.05570844609927916,-0.004274759157918864,0.03561496205498848,0.06397469238989616,0.03305168654586086,0.044776503871689924
TPH1,-0.014577705001576288,-0.014135978219549252,,0.00783574020409583,0.001396987642855097,-0.053523304924398336,-0.010845126520211194
