,MGH258,UKF243,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.015367748198921678,,,,,,,0.045903967924750266,,-0.03332791498682031,,
BMP1,0.06799654194730817,0.06527965339599605,-0.02719916446109743,0.02583814751879921,0.023433539635391982,0.033472233451955116,-0.005926698645405336,0.07941957996543157,0.0795396627099583,0.0001959457310135498,0.0016281612092595395,0.015579544249776735,-0.03293349251191541,0.007228439917424324,0.06313363927393383,-0.020318335539841546
NDP,0.056930037737373464,0.08329744327374995,-0.05398316190815357,0.07026289785313199,0.046196345245226825,0.0356239147497517,0.004318822837763303,0.03719696126065982,0.09755771112489514,0.06532609777139493,0.048032961381265615,-0.029682226780913663,0.013520593024676465,0.10544688784111528,-0.03343079626628482,-0.08141472273698235
TNFSF18,0.05666570014332016,-0.032740638398465645,-0.024548852977132222,,0.011590745187422489,-0.010336036015386987,,,,,,-0.028153268318570242,,-0.04027805663966649,0.00757693588471739,
IL36G,,,,,,,,-0.029920724824653633,,,,,,,,
RTN4,-0.019492561111254938,-0.05296257067486233,-0.0349573137550555,-0.03350602189426842,0.005857584155579943,0.06477550770914335,-0.0026035930579053016,-0.057095764502970915,-0.03757011834732421,-0.012930068916105528,-0.06123166373062216,0.0743801608370101,0.040860144441319614,-0.027536137416931995,-0.048236905215593845,0.08487062681122186
HEBP1,0.02142372985328405,-0.005061743756127584,0.009655692619528115,-0.00028309376535269436,-0.011012195553032157,-0.005323863688477619,0.061923840077342744,-0.00980433964790841,-0.03782286282896385,0.03722533631425316,0.020499381961389895,-0.029973109142583363,-0.004858010572419436,0.01940724133151236,-0.07416852146753604,0.062436535803840426
WNT7B,-0.01622975624962869,0.060196962996931475,0.07092212666258804,0.01976380766322873,-0.04870389731064621,0.016203067711603382,,0.010680741437416898,0.024311416519703033,0.021638724773691234,0.11292551134195301,-0.04091528238866786,-0.027464030079571235,-0.07113562519023825,0.045562887413085736,0.11654823357531373
PTMA,0.021665947283582593,-0.13948967794895634,0.002479780624814469,-0.028275738342947065,0.04857167588923162,-0.0010778377809027866,0.04510891564415599,0.018263849344369136,-0.02769955322285125,-0.04569014499819414,-0.009554475353887783,0.1358860670049632,-0.0126888003662625,-0.07806228310088813,0.01596067189443895,-0.006389100694987803
FASLG,-0.016229760837739207,,,,,,,,,,,,,0.0014036043857594779,,
CEACAM1,-0.022535164960991196,,0.04289328925373909,0.09848875464065414,0.06814514663315382,-0.01625612225661287,,,-0.017305352495245997,-0.0011001102486648167,-0.013119735127638293,0.010951043149701094,-0.018228276192437977,0.013532605835402688,,
PDAP1,0.03463285830319997,-0.030761464203152483,0.029184221992878002,-0.005600909272579137,-0.03532803644993826,-0.025422940530087527,-0.02068285080124104,-0.02327949696071946,-0.078626525574411,-0.03827924259421532,-0.0378902113020076,0.045807462891175904,-0.013817259771753779,0.0098585735403716,-0.028215206810742667,-0.03370253866440218
QDPR,0.08114508682603105,0.07793855977521998,0.00026962360868770303,-0.026864661408349325,0.09413822504423558,-0.03743306300212892,0.10241547936414266,0.036561017045076936,0.011614293663832136,-0.00802524943051805,0.09770779714044983,0.026831141488712074,-0.024735829586709158,0.01847710925073538,-0.031657506686350104,0.04188810713195057
POMC,-0.024346362209177304,0.08722335910546906,0.14096724147535256,0.012844735297499266,0.07959073475453231,-0.011993118837780311,0.02049115144799356,-0.036077576481715654,-0.00885242417758674,0.01726365159067447,0.06200238327547563,0.12799902008840633,0.01958830959986683,0.029867934299071117,-0.0683687529656417,0.004902091875458361
CCL18,,0.06248051154836873,,,,,-0.015086923300397546,,-0.03758153870802631,0.006401439883371283,0.07498097346237749,,-0.022700038890878772,,,
CCL17,,,,0.02837074103818497,,-0.012891049275587908,,-0.027333431576410855,,-0.01529663968624103,0.022101930965629867,0.0394525059552095,,-0.026199398117636857,,
VEGFD,,-0.03806367590275567,-0.016761741145486612,0.04422963400057317,-0.025745100535825,0.02700726286131518,-0.02241637951516321,0.028753297378094567,-0.04233980427032694,,-0.027974781483782997,0.040541440567349034,,,,
TNFSF13,,,,-0.015673627825757243,,,,,,0.000778770119129048,0.0025167263610834773,0.038623961484004016,-0.020469132458824167,0.017090232611309347,-0.031067172135871266,
WNT5A,-0.06464348420250812,0.049126842157431065,-0.007965959000403658,-0.0059938529155619345,0.05117144749270254,0.015184576071067586,-0.022153160843044938,0.0164984732057218,0.125214604605902,-0.04252956490449959,-0.04672556232389289,0.0008925771959089734,0.031231724918566014,0.03936839755956752,0.02393364578805852,-0.03829107335595437
CXCL8,,-0.08037216245330432,-0.01569470090855145,-0.012691241271112421,-0.00933987612219383,0.025605144762526937,0.017720362090017185,-0.06287936345303369,-0.059386855845677475,-0.004745795899718309,-0.09874896439725041,-0.051101542817749784,-0.03538527256565908,-0.030985707730362275,-0.019916444551945085,-0.04043035279795523
GRN,0.012216576058276704,0.0030416751534928605,0.001796935569905027,-0.013528527542238997,0.012940240697364365,-0.022981516297418687,0.010490431106375748,0.02603048426964193,-0.00995483686142856,-0.013733907518026535,-0.061655240573694425,-0.08567237445896068,-0.03738336779261719,0.0072798195509315225,-0.06119822728897641,-0.0375264116520123
MIA,0.06482958890480449,0.04235998508029407,0.006279455206321176,-0.03497482293972599,-0.04389939107113883,-0.014078773400852115,,-0.023443563302706055,0.0027023273578983312,0.1050463892295523,0.13930427243851418,-0.011610635958427505,0.012825522799322649,0.10392949764543082,0.0025781089837777866,
COL4A4,0.0065753879017428265,0.0664749302789544,0.07143176734148142,-0.0068248210396185316,-0.015143775176358822,-0.01345865427565257,,0.07639692981193329,,-0.04041804856245415,-0.015920519751882058,3.6227856673331834e-06,0.024260651870086726,0.005647614604808356,-0.01954596106376277,
TAC1,-0.016229752007794127,0.0779944372186684,-0.02988489574555032,0.02143654205821431,-0.0554697629425272,-0.006723055040153576,-0.027960230208454066,-0.05837116705146871,,,,,-0.019771881897234514,-0.009790124722962795,0.04031424385513482,0.004877518779510622
RARRES2,-0.042051906902989655,0.016313329983342527,0.0058733179215442865,0.06158661717971423,-0.0030610552602075188,-0.031452801971168516,-0.022648154428709485,0.09040800406016347,-0.0040044650139334365,-0.0031440727916568693,-0.034037427259619904,0.11625485645088879,-0.0009056524196595019,0.014512284118764247,0.0291353290033147,0.03696711774616567
FGF7,0.03989971609838971,0.0655858504234526,-0.0189187242615758,0.02885083331794128,-0.001585982971036414,-0.011516800305848474,-0.031032401325999704,0.12352260459732717,-0.04694510854295442,0.027364886183046624,-0.014651439034438893,-0.05024965152711085,-0.0012467019140116825,0.06450703080193225,-0.005733459574207435,0.009152849595966524
EFNA2,,,,,,,,,,,-0.026588157641875478,,,,,
HBEGF,-0.004077922183024845,0.06040307766765915,-0.025191311092999043,-0.026558351395006393,-0.0039005632175978804,0.04186434290766489,0.08536423697069564,0.07002142591284,-0.03384829874937047,0.032629856352692,-0.05388217333990778,-0.030954000571075606,0.016133828696313753,-0.05865657682321697,0.07042318112838646,0.04637747167559234
CSF3,,-0.011492365481384364,,-0.027083508094949086,-0.016021822655110842,,,,,-0.03377271931438506,-0.06353970526089983,,-0.026132723880069143,-0.01263402616200465,0.04721136273257871,
PI3,,0.011665503325949629,,-0.020795087582489,-0.01804078377482474,,,,0.11573750953865891,-0.06731819593651596,-0.12863729406816019,-0.030581522111562072,-0.07711259704654662,-0.03702709839129455,0.02617234995350575,
PCSK1N,0.0004876449751154766,0.03222209406267118,0.004004327458195773,0.0019273794039047444,-0.05803856465428295,-0.008403566212235602,-0.0484526622135319,0.006788713892629322,0.11587717670753425,0.010136800211074437,-0.0879506363920158,-0.012927545956088816,-0.00969439556236891,0.11086702648376445,-0.037149684655490685,0.03660452845628237
NTS,,,,,0.05880703101589139,0.05606677895269752,-0.020181942312164903,,,-0.035685468066492684,0.04666778672896078,,-0.023297619677251816,-0.007587391206721377,,
SFRP1,0.12116815379253196,-0.014195897429532037,0.007411402066213512,-0.004589430612236865,0.053814623445134456,-0.028548052956963152,0.0608413623009227,-0.056116695184066825,0.01192572740752383,0.04416968852632469,0.001514931998586742,0.07779821716016636,0.0055630343817457874,0.00386736236192533,-0.034725401595094484,0.010077692908467717
CXCL13,,,0.09837717078331579,,,,,,,0.03159175770149739,-0.030603960512853193,,0.014988125435863274,,0.12617048658065455,
MICA,0.057721025329904904,-0.018451977554992165,0.0129279309496908,0.020456354321511012,-0.0005017594431345897,0.04910283950301884,-0.02528518903334829,0.030830109501320157,0.02006601366719218,0.030083354412392807,0.08625313612279702,0.06676841912477426,-0.010571661969301366,0.12430404160236545,0.05299806820186863,0.044893616545592666
