,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,-0.017553688281719042,,,,,,,,-0.02504957359690483,,,-0.045013717208774784,
BMP1,0.002082924533611078,-0.01235478748885328,0.005845557362828518,-0.037183067568329634,0.04687074735596794,0.026559505089327133,0.027757247430130083,0.008926327543698424,0.009671813976194541,0.09627805931927846,-0.04827512120905662,-0.05194797364802862,0.05152985108856794,-0.051324224939991586,-0.07929570351989466,0.011148866034849887,0.12666020050113963
NDP,0.06418833339115176,0.010129681904145763,0.06177837883063855,0.012046467875289802,-0.02844778008615405,-0.04141022022514592,-0.003752015388387003,0.027069549213955733,0.018909093314313685,0.1372274840575508,0.011406989750495377,-0.03646209030358986,0.018002256129861557,0.07057941134894014,0.018212331083939284,0.09005714154509782,0.028468909123835155
TNFSF18,-0.019581153767771302,0.010185257357511118,,,0.0347474235133315,-0.018525844003819195,,,,-0.042876855408367796,,,-0.025833183099548636,,0.07539556313723794,-0.0012713127066711313,-0.017291238265924783
IL36G,,,,,,,,,-0.015442930238879831,,,,,,,,
RTN4,-0.0019105896312204647,-0.017789499826522743,-0.044312768053730654,0.03589715953743141,-0.02191550613475942,-0.030680612440851948,0.005181623983047598,-0.02722630063834542,0.011548057227835886,-0.00037765956442413473,-0.02168619624191769,-0.07507065298576236,-0.10596054564545024,0.03544331922223223,-0.15573405277659658,-0.014421491476128092,0.001507450239186497
HEBP1,0.005560400093662288,0.028971983284228932,0.01430812830802211,-0.010353776643239975,0.06810054605846781,0.07834239086443091,0.01485059836261204,0.04453944327944768,0.05151679191894943,0.02738589516596742,0.028104335505453923,0.03458545715736063,-0.06821611938000857,0.07071288360398888,0.046028991533880736,0.07922486214076974,-0.003278473009963626
WNT7B,0.055698431030626834,-0.020424808366706224,-0.02697617862123243,-0.009130005970737912,-0.018947590570408377,-0.024233825196483327,0.012045644008754401,-0.02383417031744053,0.0033687928869560817,,-0.03278871858272658,0.02307000009435114,-0.04336219350911256,-0.0029166843044591767,-0.03551427833843689,0.03857586314746536,0.006721682750767382
PTMA,-0.09741480907542248,0.0038689067336777692,-0.041497587687014025,-0.06418151961511813,-0.0882481106603689,0.052262832125933405,-0.007334549394980939,0.03788223578124303,-0.020912138563093697,-0.10037356889070737,-0.011942915995030683,-0.025764474546436458,-0.1259057265098075,0.07210389672130472,-0.06279626116157219,-0.12795728578857887,-0.061339080658757705
FASLG,,,,,,,,,,,,,,,,0.03009886726790398,
CEACAM1,,-0.00527810743600905,0.05583530787024553,-0.014777320781550952,0.023702448803027642,-0.02913673913139396,,,,-0.03014970617067895,-0.024272235523389137,-0.025816656525085614,-0.03711958709323175,-0.019238777950142713,,-0.041362797616364626,
PDAP1,0.04745769889338452,0.011310348682550436,0.07691979084395557,-0.004524744120594926,0.06823814938014348,-0.028072809571359936,0.0669665962353168,0.06627974393985647,0.01605750151217586,0.041802721952220824,-0.04289766196826857,-0.03422189049188685,0.07765947398651474,0.06085477663253395,0.033924137703324746,0.04122335853977559,-0.021253941670278456
QDPR,0.06125746710743305,0.022842338452714724,-0.013953179013976328,0.02067586764251712,-0.07500789829481533,0.018791817091826934,-0.042184196751438946,0.052014852734331866,0.008621310850972291,0.053603265458320185,-0.009158850984131784,-0.014308062197794432,-0.06333564295867529,0.04180783815401246,0.018759901611254393,0.04809749211646493,-0.02631611137987906
POMC,-0.005945176521457816,0.04815497707666641,-0.008648932608319088,0.03199532238251888,-0.01684845871741221,-0.0214959243927968,0.0043027215248311115,-0.022929648879167968,-0.033086643556186734,0.10978588271406488,-0.042320518584087315,-0.0035176193503742995,0.006559953460819368,0.029299470152900974,,0.055326974954332434,0.017840032314342145
CCL18,-0.02625993724780517,0.060982078134331666,,,,,,0.03911433584024647,,,-0.03443540769667063,0.05120709979861227,,-0.024995529760063497,,,
CCL17,,,0.04576060973206041,,,0.024120063315669002,-0.020341876192774406,,-0.014107555197857558,,0.08423314319175793,0.007145601025586699,-0.033026415798421756,,,0.016293557932199533,
VEGFD,0.031126007295067933,-0.00043178515034312165,0.05258710876570048,-0.014138103859097145,0.06342674600367697,-0.024616779467253908,0.01901200056957436,-0.01549219767834971,0.07354472036706028,-0.04098786484356836,,0.07089672702996569,0.03685447716072775,,,,
TNFSF13,,-0.020060544775995344,-0.012453784365441962,,,,,,,,0.04657455370819049,0.08488547075501345,0.07989928343844614,-0.021603858206336906,,0.04610891968006297,-0.00377844865798093
WNT5A,0.002699654473866321,0.005817573639067804,-0.02375154984677799,-0.05782411422047144,0.04897062434891624,0.009855205023304262,0.06045879386400689,-0.009805242921188293,-0.022339523192947783,0.0012999013739403787,0.03089342656672471,-0.018002631057729188,0.08800451051138558,0.03152091472426576,-0.05013252416931811,0.06648769391557617,0.08893881155502781
CXCL8,-0.06937153579048302,0.008977917892273111,-0.01440060201543623,0.007187445310767162,0.07811639007432347,0.06169090237553313,-0.013644768616268958,-0.016458567494710585,0.10496696661215967,0.008456329166583496,-0.007284751348865701,0.023545219334366152,0.006931521642043622,-0.09645210563021199,-0.06538713446029916,-0.059452651793910134,-0.05853651274498444
GRN,0.01830178364762257,-0.0057133147732447735,0.02379567343510643,-0.041870535006580285,-0.011180385598684449,0.001947042253956718,-0.012504652903347747,0.02079869333807346,0.04417865508923524,0.00473560995510257,0.00330692765098787,-0.030769371446607807,0.0673709221067417,-0.04983460240648681,0.02181295086161242,-0.04933924949780945,0.002158958967866502
MIA,-0.011553479496808978,0.02111083020150758,-0.022083007929878044,0.019935634360744334,0.019953116110437992,-0.001711794174528805,0.04546953169685038,-0.02101020327038118,0.02868894893132872,0.007024919136276129,0.04851582921740152,0.09224882997382793,-0.006703001071114534,-0.07568073143188205,,0.1209161787623169,0.025075910159524678
COL4A4,0.04607188096887199,0.026007532180766343,-0.0004845890885361169,0.022387244053545176,-0.017297856876187637,-0.012528396882846253,-0.024973507535184677,,-0.0024501701611433857,-0.032094305397009845,0.00411363994301295,-0.04133650376100521,-0.04100034144919104,-0.03877278710664758,,-0.05561964816311927,0.007012997487213486
TAC1,-0.037303083312318,0.04694818753064379,0.04062519024493209,0.001245236716389458,-0.008773140414241232,0.016260966955589182,-0.002132747107997915,,0.014503966154496476,,,,,-0.033192372755008845,-0.0663222732559363,0.13083006284869553,0.0012064813211873102
RARRES2,-0.010232884888029637,0.009108023304307282,-0.013604152897371685,0.03734028403701328,0.07951226018743884,0.021824759566291478,0.025931553893941178,-0.03542349650570821,0.020344001043973086,-0.09782672337639645,0.011501300352396717,0.045714217854252705,-0.02262708447266387,-0.013543962954581467,-0.07738891105216338,0.08630699940668358,0.0032550604883462334
FGF7,0.03362056531437917,,-0.03200377580612194,0.027804048432901626,0.017614897450781906,-0.028411051957010228,-0.023843336826662516,0.07276357775905197,-0.03796519383217514,-0.0297260183577473,-0.01969550438098591,0.023547031985122764,-0.03750572566089992,0.015521900565903902,-0.040830596921575195,0.08241205589980219,0.06615500271614465
EFNA2,,,,,,,,,,,,-0.024537004296996782,,,,,
HBEGF,-0.09228716557117674,-0.025742594388602574,-0.03573961356441959,0.011049224196656042,0.07987322983816593,-0.006546912424402757,-0.017518479671071306,-0.05456220715377742,-0.0233289872355853,0.01948346599278955,0.013984205734171149,0.005975741624593667,-0.06723885522481736,0.010739239399587415,0.07510497705604635,0.018557324377578233,0.07421144645892545
CSF3,-0.029784731198200867,,-0.021519725581330255,0.0443699383461205,-0.018300799632605506,,,-0.02327433507577657,,,0.03828500012463931,-0.04301779371519528,,-0.02758141618293086,-0.0319192633617763,-0.02922846408732893,0.015036104013975827
PI3,-0.035284455632673156,-0.027966650869156538,0.0034034941833016043,-0.043370005844215784,-0.020606941930724043,,,,,,0.0031800558727719257,-0.006916968866608876,-0.01004473451427008,-0.06555517035800362,,-0.07888559089447858,-0.030166631755675678
PCSK1N,0.07447913303723509,0.022115135513002815,0.02557708079402215,-0.005747339303503298,0.03729087942085864,-0.006609085741400979,0.02293748790778029,0.10021371985698245,-0.012363831858845533,-0.046442632175846106,-0.02403635064418846,-0.06097365243117233,-0.04569685868862132,-0.07802903793101043,-0.07710630286765455,0.13526429537617335,-0.014563879334128916
NTS,,,,0.016111860867512477,-0.022493884176636832,0.023025317885342438,-0.004105123309711184,,,,-0.04017241216188368,0.04232772994075877,,0.03681225712927328,,0.010290004288097883,
SFRP1,0.02083834994294842,-0.001522018186859138,-0.0157534949491982,-0.016129128111250647,-0.041560079036795004,-0.02733027713255387,0.006089915347718885,0.0089650785780976,-0.023933326545162094,0.020841170193161635,-0.03588729277457847,0.07992010161471519,0.025538618647664813,0.07451725292855992,0.0717059801395548,-0.01314065852398968,0.001057575507339577
CXCL13,,,,-0.015984171936624603,,,,0.0660528703027889,,,-0.02631449942864089,-0.02426917917241847,,-0.027737976985831178,,,0.024520099733818627
MICA,-0.0006649098383901574,0.01033848639747772,-0.01624684001139681,0.035904759417760834,0.04091561977926172,-0.022105708405793612,0.035236271113886865,0.07753685474197505,0.025118593698715625,-0.057435483561353355,0.027942097782664283,0.007354493257012935,0.028598446196178726,0.01862603616314708,-0.015503308751372248,0.06734675781643748,0.06984153586036192
TG,-0.023743184758984282,0.08373437906307077,-0.01700051694324047,-0.03420926176659747,-0.022087427821064067,-0.023277749964813466,0.029261839568567965,0.014147550468623598,-0.02119153852467962,0.03358302903028359,-0.02288104325473806,0.05291351989965894,,-0.006636838349266561,,-0.020110717804027282,-0.02047059255312416
ADA,-0.0030227161481247516,-0.02835968305548992,0.004012503417385382,-0.0041080718408785435,0.02287280623759789,-0.04891964139547425,-0.03608171829433902,0.05660530857513429,-0.02723191240486494,-0.0592813454523809,0.014584152120153421,0.004312067505749133,0.07003939470152727,-0.015987037213433725,-0.06289319741970358,0.09539805862448589,0.04065371912333897
