,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
DCN,0.049372429803332285,0.09045283834611224,-0.0254303060401374,-0.013388669212703885,0.04222155045872034,-0.08566404048098418,0.14042539129575568,0.04788671547274561,0.03406149661186728,0.032547274902807205,-0.09235551324457385,0.024949810086213664,-0.005507194477277567,0.013444341716235896,0.04582462480505424,0.02618911586048451,0.030395786602000704,-0.01887973204368426,0.07390728352560523
RARRES2,0.11207563939133472,0.08677918483108643,0.02469938545136815,0.07426750049872495,-0.0799804676455269,0.02899267600178578,0.19881497446388405,0.07945023159286842,0.012561871000566275,0.007903226175684275,-0.0645682154591205,-0.07263910777388417,-0.13859966362641918,0.09666853965548086,-0.05498583198995372,0.0230626087422251,0.02626843114981034,-0.11298153927218253,0.02765316848175817
SEMA4A,-0.0039222830107466635,0.06629114039845586,0.020396583708954998,0.009602854834727432,0.07079962411985742,-0.07513413443687732,-0.0579339022230685,-0.002180000129572297,-0.017920491694718127,0.07611392766162088,0.01266459614212108,0.10165768785742721,-0.059782211995383125,0.013320930268178235,-0.021935210824738705,0.014719598759705816,0.008383281468157141,0.05390365727981354,0.044836179505494456
GDF11,0.030339293645921365,0.11236379423006423,0.038364743472488534,0.01576789780704608,0.01821102871998635,0.19079169950770236,0.13029789614992404,-0.017475637991439297,0.03405998768676472,0.030085044358077913,0.0712191244269008,-0.0766891997839686,-0.039325857006488614,0.06907206356391356,-0.04652507164461242,0.003969164974310128,-0.04433115344716267,0.025146031732288306,0.10317075038989194
GPC3,-0.028319499757409463,0.04120177794898152,-0.03889955363362179,-0.021849067493561317,0.0768743885798153,0.24392494858338512,0.06049943211014204,-0.021981196499256932,-0.0006403608214258685,-0.04534540860857829,-0.02327673559919364,,0.029839264369602835,-0.04768753173095223,0.01040490454533314,-0.014455801883015757,,-0.01965144308389522,
OSTN,,,,-0.027676669727078957,2.4932176427988004e-05,,-0.06242709265579414,0.020704931822320697,0.004621773769786714,,,,,,0.05217049764037581,,,0.0265243031779265,
GRN,-0.07757353972690655,0.06546685197640252,-0.03367951047297033,-0.013564876428115456,-0.015055412773705397,0.06230996227644489,0.11666145023028093,-0.012094877818105176,-0.016231137404895436,-0.07657586655567375,0.011692476730880376,0.009821946685462922,0.0546727910549555,0.010684680729236633,0.0016505372916157221,-0.033978774584965114,0.019583182948290697,-0.021657148443256433,-0.035633900798651516
CALM1,0.16860560288554902,0.07879182594236912,-0.0007904428350866634,-0.01776808154077711,0.1674609275531081,-0.22219683394089754,-0.1915187107593721,0.03824679267496292,-0.003466201962132765,0.15194494707163614,0.03693252876074559,0.14333934667065149,-0.05074586980794208,-0.004626493161897404,-0.030231356886409624,0.01033996070005387,0.032237300948715825,0.16685432397557862,0.14424612537762427
ANGPTL4,-0.13590923777940087,-0.23433294351040318,-0.00027928559483638457,0.017860036179087234,-0.05953377818467134,0.045434961623418105,-0.04936382339770441,-0.020582702741122793,0.05607826487760839,-0.04058820870475169,-0.13609546337178036,-0.09977077375852171,-0.034341357910570816,0.14545307395001375,0.07848820196815612,0.02892955288170887,-0.08036395408208716,-0.1352835787922906,-0.08840293308834432
BMP8B,-0.046487887486574564,0.08911641153369208,0.06566832940527433,-0.010422089953303031,-0.06287266478228892,0.22936373236474253,0.031115565389652797,0.04449526825842552,-0.004055598162434384,0.01011395246034358,-0.02903480164829131,-0.026634549920978523,0.019882565150989528,0.08648214443393004,0.033050023353818014,-0.019019905709365407,-0.07737327681326972,0.09303954898992423,0.017977362029149117
TNFSF4,-0.044666424302456764,0.0502755862723636,-0.027247684974471848,-0.019892192032705026,-0.02898952887961179,0.07184598547402953,0.022894834733461877,0.01645091281055233,-0.005352080604262832,-0.07114670425263189,0.03521780068743955,0.04009010622127131,0.06606834356988073,-0.08253410562050406,-0.034563031332448736,-0.013699590297143089,,-0.02283831473535367,-0.0062566572407897056
RBP4,0.01048991885537096,0.05188830028929596,-0.0109249415609075,0.045455361142728794,0.1068529824428599,-0.04863852881739504,-0.02939600422051238,0.006523235954274093,-0.003906321348741942,0.07116614417981666,0.09636747090006337,0.13303606027264478,,0.02242721161908335,0.053550404522852375,0.0018779312589556577,0.005712095497372224,0.07452363102023345,0.03874280311038181
DKK3,0.09610052037863172,0.09369199575623617,-0.025176257797553635,0.0266733696641568,0.11693105046957834,-0.22245329786794618,-0.09800112354624557,-0.006070363432109454,-0.0008900368048606763,0.129163224651271,0.06148575163014863,0.1410126689389722,-0.03924500001000206,0.045546453481140683,0.09400772371224889,0.028918378874611347,0.13361388630440252,0.17471143012230225,0.017246388571372763
COL11A1,,0.06145229272075363,0.07879421045648667,-0.01980508480913198,0.0012685486583463024,0.25380997813232,-0.03845019821327948,-0.008900081286429794,0.008928721301420217,0.02579101504918116,-0.02793861552722829,-0.016040223169377546,,0.024536208545051463,0.01142246822085438,-0.014946414037645746,,-0.00071891914541129,0.03331086316432755
COL5A1,0.04609402658436101,-0.042732488124730045,-0.002220486698346436,-0.03155496988610558,-0.03716045534039454,0.11108868396989557,0.08012722921055052,-0.015602709878453035,0.06264973490145971,-0.032451811381147354,-0.0220259276761537,-0.06238889321543315,-0.0969072012613043,0.12461689114493305,0.02585197199871443,-0.03363606177348677,-0.03671000258020578,-0.10818411928472531,-0.043562943236294636
KISS1,,,0.00036958400906911764,0.02071603281432366,,,,,,,,-0.02706888038738337,,,,-0.015828243234324618,,,
MEGF10,0.04276519602533838,0.08355178415445101,0.03180965837401544,0.03323887589477288,0.03263189038130168,0.06421825881806222,-0.024708939108856545,0.048777106721762435,0.04854173705552204,-0.02792899559502922,0.014889051157436268,0.0696776127738261,-0.010758630890851308,0.05519476612569912,-0.009348607526000623,0.02104237368029921,0.04367843946020818,0.06722092504026742,-0.012653052234390894
