,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.023790972548860565,,,,,,,,,,,-0.03472691800775319,,,0.00837472269547731,,
BMP1,-0.014069052591766721,-0.009761583992665536,-0.021864291558175254,0.013782530840297725,0.10052639680090429,0.017875350190573465,0.01844065274442235,0.014730676377459482,0.00177783041527323,0.023875159839823374,0.043508704511112425,0.11901676117280857,0.084445033811237,-0.002684592618969148,-0.011328167733200945,0.056194776477452545,-0.050704681743886246,-0.07929579443374417,0.07707050399717963,0.11562881900844889,-0.01273646151929679
NDP,-0.05516950025870285,0.059029155834151886,0.03326957355569211,0.08934091591832027,0.05148732731767049,-0.0628074908318828,0.0088396925546814,-0.010876874586944904,-0.0012736576721303935,0.03326337199069609,0.0952960190469057,-0.012395190395207516,-0.0039468386155585575,-0.00671968176284388,0.05075081019398233,-0.01625723715964396,0.052899526564456435,-0.07869723143910756,0.07870583603671348,-0.04930961636488043,0.013969155345884159
TNFSF18,-0.03506184270905896,,,-0.018168053284367405,-0.0353288800104901,-0.024768641695070263,,,,-0.03394626949170269,,-0.043522674970237984,,,,-0.03581325757529656,,-0.035514355881869845,-0.056583817796276,-0.002889620992957086,
IL36G,,,,,,,,,0.07652188972006696,,,,,,,,,,,,
RTN4,0.022564116250211087,-0.019515283399157105,-0.027085865008943184,-0.029366281485764086,-0.11984945055212845,-0.005288460112268195,-0.06632682293797791,0.024272085509022323,-0.01773928230426868,-0.00689796078121276,0.0022716305708358566,0.0024268723661237963,-0.08568104726932785,-0.036783398929326507,0.027119514414414694,0.009612902432210515,-0.027471096690754437,0.06034771934139184,0.01167890190320505,-0.08585078096221997,0.008731827596859754
HEBP1,0.014617758644367075,0.005578063176732383,-0.007876684069983113,0.0106097939128035,0.10082400461922524,-0.0008576573777256256,0.0011261592927374747,0.02363998394535939,0.009881906995688113,0.036961589101610286,-0.09953630260484742,0.022981711352757856,0.013875603141176206,-0.046606000153365086,0.01520872008159988,0.01356015607218167,0.06328286926637629,-0.03255703250031693,0.043860031598994036,-0.03309412519188653,0.12766233193378243
WNT7B,-0.05188768129467254,-0.021007150676882365,0.006864722469025694,0.0198498734949653,-0.08876981348985025,-0.029153849374292534,-0.016328899269925735,,-0.012226675241205045,0.10597518973902496,-0.08409876734334337,,0.057708349465213804,-0.015405436259960648,-0.03178788401209902,-0.004032014311667526,-0.008524506928619148,0.08358676351680418,-0.003421993064026088,0.03490675557885699,-0.04442606783316221
PTMA,-0.06625087658439201,-0.014708619296362824,-0.020886080035775658,0.04064431464614139,-0.051966412321620255,-0.03324512287949455,0.02943774770466011,-0.01847687168637646,0.08704570205139475,-0.008279174797207536,-0.03350539365849813,-0.0017961914500585633,-0.05571238559865217,0.03257788609974369,0.019325151492345795,-0.06366406148975111,0.047309186519081864,0.005298370775850362,-0.04280595957156026,0.023341947016437284,0.10443435044682191
FASLG,,,,,,,,,,,,,,,,,,,0.0062724431006215935,,
CEACAM1,0.056012687231310414,0.006805784541012034,-0.016207974107219532,,0.013937162307373371,0.07823256624559699,,,,,0.011995152500869835,0.0918114807826055,-0.028158554817743837,-0.025529200586369295,-0.015399749879281405,0.07604667237235394,-0.016034982149125996,,-0.006678515641238622,,
PDAP1,0.053024592451442115,0.048024778471146584,0.048603997211161876,0.045585499301483465,0.08533908402141831,-0.014040820770450008,-0.07465868033337122,0.05789840836963119,0.016829289591680223,0.025129607756712385,0.14643296815694473,-0.0881910533485361,-0.04568816980841922,0.07135283735737649,-0.028441056429182765,-0.012704643766842463,0.073318878704919,0.014753925376771691,-0.0016429142524199366,0.024194846499813738,0.08334503654176069
QDPR,-0.05710642745384169,0.030393642283217788,-0.004252140925811986,-0.003606658531287385,-0.09107402566259064,-0.008950489066642515,0.006137483300539946,-0.03004035478960865,-0.037226523692501276,0.063271688885985,0.033988422887032854,-0.05715447971014025,-0.12178588178276607,0.02361223444311334,0.03114784750318268,-0.0653548428742581,-0.0899397126116731,0.07083782992311628,0.030181481117679872,-0.07617445960837416,0.18950628209293605
POMC,0.019227625167883795,-0.015196989284977102,-0.03261427663796192,0.0010175993677972006,-0.0129849688981321,-0.018596185609688246,0.023681579673083528,0.05458628711223129,-0.021986165237977858,0.005184654760082167,0.004658777526900701,0.03159422076487474,0.07069809885952885,0.006880602607169113,0.05824797549544054,0.0012932185831541908,0.030226959663676282,,0.1086213519527498,0.03662665519710956,-0.048521091768216125
CCL18,-0.01574584509245768,,,,,,,0.03552884779195463,,,0.009260501377443319,,-0.019964878336832626,-0.0467181239167132,-0.004057205480667953,,0.046987061926895904,,,,
CCL17,,0.008022441023305725,,,,0.014894524425448323,-0.020210599849179202,,-0.02135430972930897,,,,,0.10314327996906966,-0.004257769620645435,0.02921443519236779,,,0.013877419328711121,,
VEGFD,0.024058280976930045,0.027392237595544877,-0.015506871960140032,,-0.020521876133576717,-0.02426250686401399,-0.014824719404757401,-0.019515868953382455,-0.02288607515112695,,-0.04972206290500316,-0.04160523206099032,,,-0.015399749879281405,-0.024945515054493876,,,,,
TNFSF13,-0.021015104636314334,-0.014034518822400071,,-0.017619221616123386,,,,,,,,,,-0.03475369360645978,0.060246137377533426,0.0043336453547890355,-0.018006210248312143,,0.008043857802646825,0.06402197779989992,
WNT5A,-0.010881994765077927,-0.009483066828570887,-0.08277052018610599,-0.017478266384500115,0.07591746549486668,-0.02397998672887561,0.0041607735633184375,0.01518558152324399,0.018386463298254947,-0.010506032208914507,-0.018275560542906234,-0.024140937311962627,0.024161237993949706,-0.030217171659289555,0.031030628934182226,0.02307336186583223,-0.0030222309900286015,-0.04999313912833171,0.03429793998107885,0.0348666612634734,0.04512092323820245
CXCL8,0.08595300329392201,0.057748245019256426,0.025760536129483463,-0.009838695145509247,0.007844070737328002,0.0233158840508723,-0.013805423309939722,0.04375139254078357,0.047886408281534024,,-0.13041388400188425,-0.007017621787470663,0.0916693749969361,0.047471024163062356,-0.08965155179537683,0.03570533753050949,0.047294734985380525,-0.044374363052838046,0.013205272382181776,0.036765311906142226,-0.055738904853364704
GRN,-0.0449100284246619,-0.01740738259639256,0.010226256038510953,0.02635520463870934,0.10656824574990625,0.018282122468188458,0.004844395532528288,-0.030023423852564755,-0.021086099615109898,0.05945445384269662,0.036756871454436305,0.06328342912728288,0.05892779041578311,-0.04548728977891539,0.02982712253787001,0.03505919902332108,0.053095166284434,0.021389418749624946,0.012638953464263893,0.012668226653906822,0.045283005664176916
MIA,-0.002854547200026227,-0.028986070420995456,0.029013945878467597,-0.019574387194934446,0.1051966518903391,0.009192911049018496,0.017872404748136936,,0.011164972372771913,0.1636256660469776,0.025527865022113627,0.0728064833442238,-0.005576404612655984,0.017133070518583635,0.022107124619953334,0.06122511827653416,-0.036111622535629335,,0.09960982200885568,0.04855145161063207,
COL4A4,0.008154696936587243,0.027811927507092847,0.008670015642390649,-0.016763910943203345,0.09162174901727986,-0.032251492250531116,-0.01805696791821295,,0.046700920328647214,,,-0.032577716086824096,0.029276479646304133,0.00844820867133163,-0.024657407444876104,-0.022498079079614437,-0.02081132324098933,,-0.004933711183329744,-0.005471019535685172,
TAC1,0.07913447956932175,0.05853121927479052,-0.021129818093495456,-0.022912886807326838,-0.07896738956600949,0.020417904896653422,0.006136308657110636,0.021886085152778675,-0.041277494939159554,,,,,,,,-0.027664912292922162,0.02227275834715706,-0.03896390309870321,-0.054770006009358455,-0.030909021758619086
RARRES2,0.004081017726451362,0.056353332753363225,0.03431302499488583,0.06875361220742734,0.13308868593721862,-0.016595703500083697,-0.025803110731782763,0.07090461781794337,0.05260165223913016,-0.005423384906721154,0.04702583658877643,-0.04228209924101322,0.023845101936270884,0.01881288613399937,-0.008003435105303547,-0.036109445618011174,0.001378120243775987,-0.014187748568823589,-0.00021498781131061058,0.07077811548901097,0.1263871119566635
FGF7,,0.02994947606538556,-0.029691149971526692,0.03097377531699014,0.010191853665152408,0.033831403048078204,0.025856594961018473,-0.0312565096714648,0.022014855233899632,0.04890758182865947,-0.06954579411438264,0.006516221372342525,0.033629374615413134,-0.035381698799776165,0.03621072894927135,-0.035124251548943664,0.0059822431480363565,0.004576924117103871,0.056433142194199065,0.037500887440161904,0.037096600125652114
EFNA2,,,,,,,,,,,,,,,-0.014636431661607292,,,,,,
HBEGF,-0.014321700589839226,0.008856572850531999,-0.007751569272902085,0.024917598007568317,0.0915853824495003,0.026545055992442345,-0.00011458348850220425,0.025411908260315363,0.07259648544143772,0.09811290325520682,-0.10698195425927032,0.12646555688201536,0.12021127057688978,0.0017226117357369971,0.04358484049495983,0.03528436902224995,-0.04302903411891828,-0.024817275167262887,0.023046919644172423,0.08626357942870733,-0.021430667949195063
CSF3,,0.02450860336450319,0.037261928207472594,,0.024005562499123383,,,,,,,,,0.01688783208138596,-0.056245981006268285,,0.09498040790338946,-0.03191929995774528,0.036634576200594585,0.09097972986114776,
PI3,0.04116498635767177,0.06171133943073439,0.035709871788563226,,0.026501367251577816,,,,,,-0.07633159762109817,,,-0.0014355839126838246,-0.0611323537925624,0.026190831780125982,0.023302348939124515,,-0.06779947571898325,0.03837133805412835,
PCSK1N,-0.0006110201878484205,-0.04361884427511488,-0.013304065445801863,-0.0062451200089810805,-0.04527361478671221,0.029284182203034054,-0.06412294394671976,0.036338681204518566,-0.020803625263722418,-0.020469543365157942,0.011248002740773155,-0.06426178112616954,-0.025395855372834744,-0.009062405127980807,-0.009206933742725583,-0.0030983012681143037,-0.017802324537081696,0.02020852115006864,0.04337779186510303,-0.029076046623442868,-0.10112939325971619
NTS,,,-0.018794680297267205,-0.020464926363993764,-0.03048654917274219,-0.02183053949794338,0.024146969779319776,0.10135899946407757,,,,,,-0.042252785786079466,-0.017831714520283756,,0.03872012924733142,,0.041032971684758064,,
SFRP1,-0.023300574155113975,-0.001616075867274649,-0.017690655475622676,-0.030928656451888515,0.00547126694412006,0.012880945015205758,-0.020210600052716545,0.04329515891729907,0.003402003204824567,0.13950926108159456,0.08201353951170225,0.004298336852234574,0.024591137743316886,-0.054487282998073316,0.0011489819573305637,-0.012289316783726814,0.044532930524615724,-0.03953499833588923,-0.008721403720287282,0.022612549142992294,0.05198403502488184
CXCL13,,,0.024642983192813356,,,,,,,,,,,0.01636528616388883,-0.005272933230590255,,0.004267206703489897,,,0.1227209496122068,
MICA,0.015526111687140309,0.019336676519065316,-0.005569873240148237,-0.016450052811644373,0.08160021284975506,0.027376539645560378,-0.0005563484041247285,-0.012600165062546926,-0.005517932367469559,0.03548798871672877,-0.055911300950825187,0.07746556203059213,0.10562879107689262,-0.0038905727015736843,0.043916023463824255,0.008722852223408411,-0.0343303419202291,-0.010704618111663743,0.08912685371217584,-0.0004781494692288301,0.004584053857002068
TG,-0.034992676717507054,0.04261076007415776,-0.03752120138261715,0.008086681830379925,0.008671052598796226,-0.012936947868877067,0.0643053285294876,,0.012071844494717317,-0.04350372944708047,0.00755054451652642,0.0441109496026127,-0.032507489678118805,0.013497133678147472,-0.02196170573103182,,0.061942314244812606,,0.04199723700726397,0.0035680720852130825,
ADA,0.004000765463038428,0.010702028389990414,0.028240406498915578,0.055623595029615246,0.04356696897358029,-0.06081301007938663,-0.02375432536015606,0.04672875028491129,0.08783819635455643,0.09683054613282811,0.055818008937825375,0.05228569364061951,0.13486826434070087,0.022640801665049507,0.09080807167128586,0.07143088447499085,-0.03388084786587331,-0.03392431038551018,0.01614647384441368,0.024501045417862296,0.09161338060952307
LAMC3,-0.02130354113846417,-0.04694511251043171,-0.0121525013425834,-0.04423475214022087,0.06765247146413886,0.05824982272644574,-0.0014307370900800034,0.030095190408415295,-0.03665286811635169,0.0983553702342387,-0.1300366162455254,0.009857263123982768,0.1416589370867705,-0.019539235998532443,0.026863818111021544,0.07091357576672595,0.06715028892330635,-0.028530419003655785,0.011453393509527147,0.005016404538869742,-0.06082968164523414
CCL7,-0.017713767799534447,-0.013851463135730964,-0.023243751627453308,,,,,,,,,,,0.08826989509719686,,,,,0.010022012641089116,0.04836012223918567,
NGF,-0.007995024241830994,0.043352371911504484,-0.024810285621802222,0.028374574552001302,,,,-0.017570562653016604,,,,0.06313450583219453,0.16510220550576224,-0.031350661929683485,0.04188986035181206,,0.0014183666933541158,,-0.02663346362733374,-7.571378575188776e-05,
TNFSF15,,0.05815891570466103,-0.017209594829094597,0.16466091983248568,,,,,,-0.0013825829117443315,,-0.026891542498481056,0.06622877119533989,-0.026463630804813173,,,-0.014275362782336055,,0.014430290658684902,0.0902610931894431,
HMGB1,-0.05862170652842002,-0.019379983693075933,-0.017777201799868508,0.024438374316531716,0.06477462764797455,-0.04901755982699256,0.025463736546931553,0.025727502644244452,0.00019421147039932793,-0.03198459232195159,0.10324955532103916,-0.025853356726372113,-0.03274696173963118,-0.0010007395897094734,0.04305187260372082,-0.06575086075152689,0.05682596387857647,0.02815069831401325,-0.05216499269363316,0.009945858782795091,0.06362456160090105
ITGB3BP,-0.006805971831012757,0.02785798899135612,-0.0007213961709374468,-0.029323245627774844,0.08709261563366973,0.0673396466918405,0.0607950964229719,-0.011616218286118913,0.019320372136653257,0.058172552656514886,-0.006303932433914778,-0.00921414860385081,0.008707161767426076,0.04283094395167962,-0.01549338825985695,0.05874631359632722,-0.06479560986414354,0.011028108626198676,0.05746503141056348,-0.04463822022955906,-0.014595724666459269
AANAT,0.0009149710380547854,0.1088924106581051,0.15101770753358026,,-0.022373475217669903,0.043533499579984924,-0.01685999720387126,-0.01651891292965615,0.01986878345550957,,-0.06879076436748745,,-0.020794257678383003,-0.023814097863424238,0.06317278357600446,0.005393009067408973,,,0.03890806175377226,-0.014919685112146959,
RELN,0.01544994498993021,-0.01263566736208399,-0.020596984629535266,-0.005487395637110524,-0.06565079619126138,0.0045887941338113684,-0.014531688712997634,-0.008908970203459132,-0.020236543890408815,,,0.0009330253825488912,,,,0.06417973128618956,-0.017243091186764693,0.07439567789691325,,-0.03237706495116726,0.09531946763065
IL15,0.01615685076249813,0.045047643683719454,0.01748948205266969,-0.019475739147586938,0.015304325256281613,0.01673688468853805,0.05240971756326646,0.03153236367192571,-0.0014574250973900355,0.05865290479005975,0.15252098377113996,-0.028406150516117872,-0.014232300443415951,-0.043628402989484755,0.023240252216401365,-0.0013599126137194867,-0.0015357877512159866,0.025386321527259552,0.017098976691534234,0.012049298056364672,
UTS2,,,,,0.03244961651488566,,,,,-0.06407825032200107,0.052831572066602,,,-0.02027944722709591,,,,,,,
BSG,-0.004221270302024232,0.005651423221192274,0.06735083173053183,-0.00020969792190730512,-0.04997484079644535,0.025435716481007287,-0.010153773398189292,0.019987380186591824,0.059437620994340204,0.06720037241815213,-0.013227490017883188,0.062617551287442,0.05351203735259229,0.04741856386513027,0.01893458663692674,0.10027748191751862,-0.04044979952760077,-0.05416044896895818,0.0748056805454778,0.07298706309926234,0.12759459375756532
ADAMTS3,-0.007352200124052767,0.03397826725783722,-0.0565605678908551,-0.019157333513097126,0.10166878350338296,0.016908361794179216,0.07018533559770586,-0.02652549264680675,0.026871187389176612,0.060071375288723985,0.10742779390594902,,-0.024899006626680736,0.0370389489050558,0.07473581904692508,-0.0297170679575551,-0.025759317530083797,0.0633624494657884,0.08223862620661984,0.019004571967424652,
CD34,-0.0305259825734573,0.04499747028896595,-0.02256307023958109,0.1033823315966899,0.11087946360395864,0.00023287214901686088,-0.03154459698423948,0.021163240608847375,0.023178124051899614,0.0036264698620451677,-0.031517475783040316,0.07868537139131578,0.04408806149982464,-0.057681542598951065,0.10586310346398316,0.07786516274303859,0.0030213927741687013,-0.03006335034179755,0.0175871188468957,0.020106709803593567,0.07135103841382864
CCL23,,,,,-0.02545746324227789,,,,,-0.017232728046613577,,,,,,,,,,,
PLAT,-0.06093699784168768,-0.028542829299187614,-0.01986151283734932,0.0701499217628487,0.14590465798093405,0.033116139848191506,0.07865432013821977,0.04848611340655756,-0.04160592119966277,0.020348978933675915,0.06131873404971588,0.05379644024703458,0.05185764270939518,-0.05289518316146494,0.0697426665113347,0.0724335925724503,-0.06178549227808217,0.05651749810914194,0.02806386066197204,-0.0382126522182619,-0.07270095380008644
NTF3,,,,,,,0.016954905306327806,,,,,,,0.0052587035188292885,0.06868277881965147,,0.08214091496791158,,,,
LTA,,0.01503743368871811,,,,0.10014025445501029,,,0.011340979567664673,,,,,,,,,,-0.0013192312893359054,,
CKLF,0.00023575336300854635,0.0127515901502415,-0.067442669268162,0.008666152274115851,0.09573474823828992,0.060689007761017516,-0.0015363811076348182,-0.02159007965704237,0.003819303237907784,0.05388215890578389,-0.05720666511337354,0.08500214876739279,0.046833378717005644,0.0031113286814607446,0.09685734505364643,-0.026424433333318297,-0.013090199797540543,-0.036828886892338174,0.03532717634675614,0.006886033836426138,-0.06439965059389394
CD24,-0.012087760831182437,-0.0096573329115174,-0.047023164232105424,0.027246581891636826,0.04097407864979704,0.008814165502874768,0.030310324544579575,0.0031919491139548355,0.00547951323785968,-0.021511857225925628,0.13188159918813983,-0.02897764815158402,0.1096455445524466,0.0076722407935562505,-0.002627817081384233,-0.02963765692567256,0.021768243704694882,0.058438621638192426,0.01742766793347633,-0.025245726881970756,-0.023548404732820015
HSP90AA1,0.011309813493940418,0.01544318188664338,0.013861963461790364,-0.02550826932387606,-0.1080564416635802,0.03514548060306532,0.05388818075704487,0.016894620321111057,-0.0773072992715683,-0.04181709085783997,0.016148543481960594,-0.09483798186013392,-0.06605708327905506,0.005740365968658669,-0.10003930091016049,0.005580185800691406,0.025545723812757905,0.03526856932055215,-0.09663093976821101,-0.040496552819377474,0.022800121542001704
BMP4,0.037496155712236336,0.041401953605451076,-0.01708650562832876,0.026535892294430874,-0.043559252404403524,-0.015934890850436523,0.015511940290171413,-0.02634802456463738,-0.007596093585432549,0.06863190928231967,0.05963955648527804,-0.02880239613551472,0.033375625650450075,-0.03358002025688578,0.0207980178951461,0.02319792326969486,-0.03178885760348833,,0.009570663159577714,-0.011793321291347058,
SCGB3A1,0.0019841662137296584,,-0.018466772823584967,-0.024861125475924922,,,0.06654643931449664,-0.029077909540934255,-0.018537890460810107,-0.030333226888169036,-0.03743486738555997,0.04902065821756277,,0.002637705696972088,-0.028017891447947366,,0.037547545070608805,,0.04142971454288156,0.0023071176582123536,
IGFBP4,0.030859586775396037,-0.03031442765445141,-0.011861889073985955,0.08440224158274624,0.13288867766226908,0.034674836729699454,-0.0029721391032918104,0.06268011664252565,-0.006340407844652266,-0.01891486301457133,-0.055419373340409625,0.08633532576002675,0.11689327767327246,-0.0737001111050667,0.04635633318888324,0.07495991337516617,0.01814319136307108,-0.0391019356443824,0.028623308943432325,0.00042115759077983555,0.15872958437976292
RSPO4,,-0.016478831126961878,-0.021313657707683002,,,0.01612360649555626,-0.014221570463635761,,-0.01758988579227386,,,0.052083611474768476,,,,,0.14504968123017864,,0.04910798685435585,-0.01072392821923321,
LEFTY2,0.047906138101919404,-0.0313703385467879,0.05152649910912602,0.03381455467379349,0.05975937159163969,0.007172581545851431,-0.015594125947004996,-0.017570562653016604,-0.032796291863440664,0.020297276753729183,0.07357448140452934,,0.1537592962258149,0.053822002428932814,0.0799921828180559,0.062490937658933494,-0.027150987730661488,0.010969088360384079,0.09028945828963153,0.05035014183366638,
PF4,-0.018375188778868352,-0.012085128695829676,,,,,,,,,,,,,-0.013415302945233356,,,,0.014014756725078847,0.00026255037083739704,
ANGPTL2,-0.005063676578105345,-0.053705601979774586,-0.04807103887436395,0.036412727012874006,0.0667573810438804,0.005382582202443338,-0.004061151468811918,0.02298059194565668,0.07766753755921248,0.07721685491607103,0.05595175703229751,0.04877909918931979,0.05991936166114686,-0.03826154785437329,0.0217921019349025,0.11702614525792777,-0.04907974712722735,0.04009193194408834,0.05255585800346938,0.08022383532471003,0.14064789949327758
LRIG2,-0.015414272911605582,0.030340013779048314,0.05140285750791257,0.054700602501575164,0.05810355218739756,-0.0007775988570109616,-0.03831767348437649,0.007052961346761021,0.05704046462901256,-0.04013882217155422,-0.11765513870856094,-0.03799162016174476,0.06519467665443457,-0.022981932866508438,-0.0011015828806176862,0.07247153913066837,0.00786956774520523,-0.00981285619995484,0.015862586446779552,0.02516807496587465,-0.10774547370206952
ICOSLG,0.0580998274257748,0.01179185690927846,0.006906259986706559,-0.00010423360017568499,0.122275119828875,-0.030564733805872834,-0.015848757522976344,-0.007225099146378861,-0.053250831576410536,0.0029692918272468216,-0.0881939668262112,0.04806082013477545,-0.012122345498503967,0.016408199564878795,0.04191992829259908,0.050184746284148506,0.06980555933186641,-0.07270952903304365,0.10563615101153968,0.029991064949775142,-0.0061580984340558744
WIF1,0.011280164392336822,,0.008793513338044564,-0.012211051831214329,-0.11778578021932869,-0.024192653463713035,0.0608427821948359,-0.012795176499599428,-0.08105421897658252,,,,,,,,-0.01855933759592778,0.05761085054920221,,-0.007571164975266493,0.10506784545775004
NPPC,0.009571185998289877,-0.0034565428740970755,-0.026045323609472478,-0.04769598133799265,-0.03152947553069784,0.009887679050485494,-0.019764502624116862,0.011620140234951675,0.0556509382953563,0.05929709720899119,-0.041238106077736855,-0.05645259133416786,-0.02489895880664752,-0.029847165871070135,0.1860730417725987,-0.017216792761002686,-0.013445059251316914,0.022337063428011,,-0.0018879063820381905,0.09154643911455256
