,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
TCN2,-0.06163294612136203,0.07069421255927726,0.04698424568838584,0.05361603352528877
THPO,,,-0.016688749021233105,0.011811377325355836
CUBN,-0.006297196287434757,-0.0519262199919014,-0.02046606430645881,-0.0078007116637756274
TIMP3,-0.06487388212042479,0.0268859301397983,-0.021696943264161102,0.05141539126719445
PIGF,-0.06159837009944204,-0.0064730916676829,0.08050302973381196,0.056334663618052463
CRH,0.07022208035143658,-0.022242405465312427,0.01907540340700704,0.05376727281557674
BDNF,0.05697908135959389,0.05957492066550785,0.046222590545864736,0.05010634442081396
CCL5,-0.02051564454022928,-0.032669849212307915,0.03616769308978161,0.04243887006604035
GAD1,0.01560525932397314,0.031079277008950097,0.04467063294001849,0.049028558566549425
COL14A1,-0.025727576499747162,-0.024260725371330644,-0.02659744533102084,0.059129386616058155
HLA-A,-0.022863866015841228,-0.02895034494947175,-0.02287790738297983,-0.00959541911447987
FGF18,0.018090839409773747,0.01282529250612377,0.00910094002080269,0.11999827517412866
ADM,-0.04052530067601732,-0.1122306215771082,-0.03051374172158879,0.06069421874274814
CCL15,,,,-0.015403987521659885
GNAI2,-0.10691450337758722,0.03143072770403217,-0.043207097510582895,0.0280673198154442
HDC,,,,-0.05213795437479859
COL11A1,0.02747407688344419,0.04231643994730967,-0.013269869604847337,0.006315535803212002
NUCB2,-0.01960180900411544,0.01335804258358983,-0.022345673281795972,0.0019623889517642813
CXCL1,-0.012564753588009965,-0.05314891458695863,0.038629605592613685,0.00335529963264827
VCAN,-0.042905184237865504,0.01859777208556886,0.027795665747433737,-0.004937440263896792
MMP7,0.03159043426532268,-0.033139125089315144,-0.02274552378310867,-0.010030957430013528
PTPN6,0.07438832577153169,-0.0041934484797847196,0.0010490993833109732,-0.004413550200191067
PTGS2,0.002534829584917912,-0.059786932829187005,-0.030457912752187417,0.05273294161712742
CD58,0.06833492047274184,0.02012400828760554,0.009853570746679169,0.029551384063277217
TNFSF14,-0.026703028251929325,-0.02582532663368844,0.018422585265684088,0.0943626384905557
CNTN4,0.010875001538644976,-0.03599752304857653,0.008095440453934472,-0.00931516844981449
INSL3,0.029160714731515592,-0.014990411363244187,-0.01951878488001673,0.06112873786110088
BTLA,,,,-0.0005380400948934867
MFNG,0.01165818861641142,0.04352065492982024,0.008099446903268288,0.014543261298770677
ICAM1,0.05968093752962239,-0.04575097163667845,0.01944257994404208,0.03465790015932294
PROS1,0.026364294866974877,0.019566589623488548,-0.052410999505640016,0.01814648808629888
CLCF1,-0.01955178360238686,0.023159201812638135,0.05644754740661046,0.015425096115225703
PSAP,-0.004408851412953954,0.019420728530123495,-0.041676646206550635,0.04543728458155427
EFEMP1,-0.010753596381401963,0.0497504851305511,-0.016744497979801626,0.05068449213818232
C1QTNF1,-0.0027015429656003817,-0.04069847556017565,-0.026964111215460874,0.004715934723474901
ALB,-0.012366087298749879,-0.03436749585316889,0.012833574419256975,-0.02384949576064158
CCL13,-0.019822485488629204,,-0.021894373170239928,
EFNA3,0.12124548761408499,-0.05058010898121011,0.0566597451891133,0.030664403894329516
DRAXIN,-0.025242640242512385,-0.09853042018961417,0.008114220631011321,0.026144018322362784
RAET1L,,-0.01517513078779405,-0.023713503696299817,
NPTX2,-0.058010194859096295,0.030692618756648585,-0.019869637023012154,0.08930986930389623
FGF11,-0.014800298548648063,-0.10406121767679302,0.03853869036615535,0.03565578393525684
CD59,0.031892148842772465,0.06685255569815866,-0.004341077394809531,-0.008010102657980338
COL9A2,0.05823103158626248,0.05784924978252172,0.048775405038247385,0.03739548589877769
DLL3,-0.018166930856122664,0.029017973906481608,-0.020381347409835757,-0.03196881955467522
FGF5,,,,0.0967139548196783
LIN7C,0.013513214402384188,0.0038067193557020135,0.051591153519377375,0.02062982793055641
GDF7,,0.2097555342266983,-0.015867632806088255,0.041026802406266896
PSPN,0.01229327431642723,0.06523354761113946,0.052483106200053344,0.020803684077598257
ANGPT1,0.006298581164166792,0.03268974411280346,0.013102142646932928,-0.01815340002318909
PNOC,,-0.013833680190030716,-0.018811726776690556,-0.021768440642755273
L1CAM,0.05581047342783469,-0.016827042473808916,0.01653816688137351,-0.010646650428104925
APOA1,0.06157274090803516,-0.028099007726647942,0.01912836745432228,0.05468365310235421
PSEN1,0.06631318229671039,-0.005650210488519455,0.01569644894534347,0.057760070329166344
CALM2,0.06725649564332382,0.03887619607145376,0.006417527941994162,-0.017722108141188807
CLEC2B,0.04931366557325429,0.0021483789232959716,0.04629235374087511,0.0032736833223660586
NTNG1,0.06806610601251269,-0.004069470439726909,0.057358203193424426,0.07536019802312839
LRIG1,0.047984110070389475,0.10277165762868613,0.017041444851471035,-0.010692614212697661
CPAMD8,,-0.014614404921985517,,-0.022099895391535188
GHRL,,,-0.01716392560115834,-0.0030727608781065618
NPY,-0.0311493121225245,-0.018208979456833675,0.04502356439391833,-0.011161080635400973
MMP2,-0.03772943758624429,0.01667098923754106,0.10521900662226302,-0.017199641242125755
PPY,0.005983512446112404,0.03519607015833831,0.025097180641051698,0.019618971242837898
ALKAL2,0.00949604899629027,-0.002812052683048073,0.033104369743317,0.034745081160124744
CSF1,-0.023865668284984348,0.04546563339829106,0.025057950700503557,0.04412912684079369
SEMA4C,-0.020159213822592507,0.04969427387611513,0.01631512013006971,0.010405077044910593
BMP8A,,,,-0.018930804102971172
ICAM2,0.023796216728550527,0.023707998202861076,0.04069711995264745,0.02350534584910148
SYTL3,-0.00016571552132018717,-0.0039212138889810864,-0.04054573649144892,0.03167141835721748
IL1A,-0.05007899139309058,-0.022273203910347452,-0.025309687259009263,0.058659010388862336
HLA-G,0.029154755307792716,-0.011569627055954676,0.024490683624515213,
PGF,0.00967586782873357,0.008682922533234518,0.03062207943117184,-0.00962586496353802
LGALS8,0.006301554093998417,0.0037990455801760123,-0.005785367193352596,-0.00927554950344623
DKK3,-0.0064347403750785945,0.0574975765677776,0.045743999978690886,0.023443794180988332
COL16A1,-0.028750299344123525,0.0650273599775999,-0.06514947748017286,0.01567789125034116
TPH1,0.08666027745622738,-0.03962176290993709,-0.03574832447761016,0.01574726141035851
TNC,0.028179069161184407,-0.002632166493092531,-0.016831276830937287,0.0217074467252888
TNFSF9,0.04183520194618787,-0.0068438968914815495,0.03523776179943152,0.028576854191005686
C4A,-0.022068687118804605,,-0.016034983115143946,0.02361342890779438
CNTN2,0.08162581302798146,-0.010812402766218584,0.018721269264287323,0.0040148229522993135
F7,0.04896982815051243,,0.008079823739565133,
LUM,-0.03364211984959813,0.08742970276417636,0.0434649940281555,0.06317214897126315
BTC,-0.02011613647675642,-0.022168401423475155,-0.015355416011004647,0.028518616829333206
APOC1,0.04555692089038525,0.016227678651693285,-0.03857021015631461,-0.026915405348847163
PKM,-0.03005743091879488,-0.041495416621721376,-0.08831812431343032,0.06147330210669548
TNF,0.002053722780774453,-0.015175134926814387,,0.008069202517527675
GNAS,-0.038023790155831745,-0.015960986955228917,-0.034396517697020665,-0.06088421193812958
BMP8B,-0.013997650888391078,0.04584972487322996,0.0033076437028773686,0.002624061735872031
LIPH,-0.019822492778857163,-0.016918969907245486,-0.010660028358146719,0.02476830524712347
CCL28,,,,-0.014699810320399185
PTPN11,-0.08108187306947065,0.03872904802807702,-0.008026192467478346,0.06340119504943846
ADAM12,-0.024921391300740052,0.04560590050053637,-0.011725340690309793,0.024127922976589743
EPO,-0.021527733399103178,0.075970173706108,-0.015181074680563249,-0.01563202660505846
EDN3,0.003460032917852114,0.10451649458759761,0.01626753947481974,-0.028403278528660036
CCL22,-0.024364757512610136,0.0350505741905029,-0.013320732159218342,-0.02415557749061883
CCL2,0.0385076854315356,0.04838943394720497,0.032959663973706255,0.009176239387922527
DSCAM,0.038337785402242856,0.11075835861269688,0.03012281990369465,0.013943583385986969
ANG,-0.039704792164404944,-0.0025783423015974557,-0.014342076772914322,0.07758239290396621
FBLN2,-0.023774074239885926,0.09065330364319706,0.0884890493274994,0.04125118211531246
VTN,0.04397470130351529,-0.012356023045153857,-0.019657442721908572,-0.025493226140041306
VEGFA,-0.03464583077248375,-0.11377547932857693,-0.08862422824348051,-0.012522552655014998
F10,,-0.021102958600828756,0.03348025350414838,-0.02759826064844677
SERPINA1,0.019947211059402104,-0.005872969099547149,-0.04597920879291689,0.018673442599918603
VWF,-0.03681283139730994,0.07717142072002597,0.013897733898503751,-0.027611058721679085
GDNF,0.12972033051886245,0.014686623494556413,-0.021258111957680844,
VASP,0.09912993320510793,-0.006487914953828027,-0.016984400934660433,0.016840773896101467
ADAM15,0.03191388600109672,0.01707769985271572,-0.0007404149652640831,0.03510652065199032
WNT2,0.10038795539277377,-0.01804695450856534,0.0018647188311046077,-0.026970055145787805
CALCB,0.05299888757042419,-0.021373658150538512,-0.0237134990178124,
OLFM2,-0.002984847627482623,-0.02769459580928229,0.04404095259041368,0.021619026794711827
MFAP2,-0.011132623135251313,0.030891912219254934,0.047468299139096656,0.04957501627019294
HLA-C,-0.008706694715501685,-0.010553614172293477,-0.0030298799084217333,-0.004940748289493848
THBS1,-0.0558984118750062,0.12509294370132637,0.0219256026293083,0.021739604275017862
HSPA4,0.009257352662600768,0.030718008891490983,-0.049390765484895835,-0.018832868589736228
LMAN1,-0.04183657512517169,-0.06722404750439878,0.03273093998862504,0.05068491293761452
LYPD3,0.07724695200222932,0.01743484878806239,-0.02417863979591205,-0.019649224727276062
APOE,-0.008623065563090003,0.050589000099720775,-0.04392341019105148,-0.013597230102020236
SOSTDC1,-0.03488924214873303,0.017237914162047466,-0.009300557388163735,-0.009769932005359324
ANXA1,0.03231430143098249,0.005435289429384337,-0.007562727966453351,0.03557528141208979
WNT2B,0.0660719823941679,0.003158346766840352,-0.026874692945564885,0.032630231474914194
AMH,0.005373986244545856,0.038955370310472956,-0.03502871399192549,0.014271914533872328
GDF10,0.11719686754099011,0.004146289648814811,0.0638796808077154,-0.020626014512450636
EFNB3,0.053333918191535684,0.013911421080817315,0.011065739229122962,0.005255061957146756
LTB,0.10738178435626768,0.023317760516280806,-0.020093951038273297,0.024874153304105903
ANGPT2,-0.03487045968550955,0.06970337501551856,0.02276286693001428,-0.0615005786474625
NRTN,,,0.041189370749077824,
ADAM17,-0.01081356926305474,0.026020763511076107,0.029877550545796758,0.0631033674573348
LRPAP1,0.010847079836495044,0.06103186417270923,0.045436477166098374,-0.03423091628840625
NID1,-0.009699929265333623,0.047483378982539536,-0.005675223600388698,-0.009628676501177809
MST1,-0.02138668400155448,0.01508882070912164,-0.004804421396175576,0.0071081419213644415
DCN,-0.035526960765549155,0.10011792416849866,0.0705749177130163,0.034232790426615284
IGFL2,,-0.017410569728949065,,-0.021445685595672625
COL7A1,-0.05385322469545921,0.020967876216324663,0.018224487255254964,0.12133530803766675
CALR,0.05729267668263503,0.006638077236276982,-0.0014888395249600616,0.02149904950799468
PIGA,-0.02430018804327347,0.003140528619688408,-0.02939201744681054,0.06838364077436031
CD200,0.09297045922798494,0.0733019078096686,0.030358341363853198,0.03986846638693944
GRP,,-0.016413870727404474,-0.014826661042162083,0.22448164866343503
CDH1,0.048682433397277104,0.07025900601706894,-0.035925974612231126,0.00986421192342356
LPL,0.02412517629793461,0.05395993568907627,-0.055877776773677196,-0.016944013632057397
SEMA5A,0.005380938678884706,0.012095199585418905,-0.011873142824556706,0.0006947307228465994
SEMA7A,0.0163630421639221,0.031562724236047626,0.006787686921560127,-0.010299110539497782
SEMA4G,0.022300837994964073,-0.027294033911846153,-0.037021769621639375,0.02564503191083621
SEMA3B,-0.0009029104941595407,0.015958373920571277,-0.023544924816782036,0.0648150647086553
RPH3A,0.04549866418569988,0.060733641773830324,0.002603914387754063,-0.026775138084224753
JAG2,0.10216175935917725,0.04211255770325427,0.02683367682153212,-0.01289979450989432
CGN,-0.02483745669254494,-0.004416619320097301,-0.026850997741902007,0.06009075371052216
GDF15,-0.030054847141349414,-0.02904131360529753,0.02253618301675414,0.0025388671322631156
SEMA4F,0.07276995740617752,0.015552866070988748,0.0158379488189331,0.04694653959806549
NXPH1,-0.009908921142923976,0.08118199177270444,-0.005913154399908857,-0.008274570167640988
ARF1,0.009842157120065084,0.046551081088563574,-0.00835925798833426,-0.021901571905773843
DSC3,,,,-0.015632031349996335
EBI3,0.045615046761043325,0.045133862558513656,0.00909693405145839,-0.02660650952827278
TIMP1,-0.016113812173539976,-0.04677720936337547,0.0039362366495866545,0.009221633525423191
SEMA3C,-0.0016999981707785103,-0.004226102437063637,0.03764735192311978,0.02108522726638163
GNRH2,,,,0.03213905000221975
GAS6,0.02012406374728345,0.04784363749986371,0.05919293960948177,0.019461540691477014
MEPE,-0.02596538544154323,-0.008551503932876361,-0.022880131554823456,0.018092200466753094
SERPINE1,0.0011072517579072308,-0.04145954864154747,-0.020574882350121983,0.06493770919789235
RSPO2,-7.90683043116302e-05,0.029541000739815287,0.0664982663982714,0.012181070496686508
SHBG,-0.006064736672129338,0.0713332124965318,-0.021514602441745873,-0.03277344355284548
LGALS3BP,-0.01395328410034991,0.025323524174575132,0.003996805028359179,0.08481345809136867
LAMB1,0.04128655746338088,0.002421246765416655,-0.012950989882502404,0.0017046629044971129
SPTBN2,-0.0010589091366858723,-0.0003471881347565504,-0.04523502950717809,-0.0199433534051763
COL1A2,-0.07278975713576392,0.06367198395663604,0.05815158808061711,0.019096658400216245
DEFB1,,,,0.16757158328023702
WNT11,0.0021399120139760385,0.07747834737467597,-0.03185008051008281,5.32201620119029e-05
LGALS1,-0.015845635315549007,-0.06069328348171458,-0.027046878636895703,-0.008859537982083733
BCAN,0.004731962003883306,0.06981391504130764,0.02218540583574239,-0.035269446294874496
ANOS1,-0.02688058290032672,0.027498422206896557,0.007189634703797117,0.03162212774302123
EDA,-0.04387309773941516,0.034935185012551113,-0.0039072076752323555,0.05327982996542734
FGF22,0.07439405657377676,-0.016583810158284074,-0.02275894787719081,0.0119381794950392
SHANK1,0.030513671293665796,-0.0021991402093724734,0.06340623610737393,-0.02786876007409604
NPVF,0.17861465500802745,-0.01499040612987516,,
RAET1G,,,,0.0222551932022926
TGFB1,-0.034021221203355184,0.07372649385259648,-0.04143457382496087,0.007847459905814726
MSTN,-0.02758798451798445,-0.030828990556893334,-0.00700497781514439,-0.004537597707225208
WNT4,0.1252973891406223,0.04019485755827465,0.05872044461202701,0.0781955231067493
TNFSF4,-0.005000337209171537,-0.036264267001327614,0.032868035211560176,0.04954136886929383
NTN1,-0.0006665400968061681,0.0378993821641897,-0.051340881698397525,0.031006465164516234
CXCL12,0.018786319295385937,-0.0071895716606839005,0.08197654946138112,0.030186699298977014
GNRH1,-0.042589863782373456,-0.020603552909240742,0.049489722216167195,-0.011334910578429327
FGF8,0.032669451285055495,-0.020691089687289114,0.12718442940115535,
RIMS1,0.05522942158806086,-0.03151633556317112,0.08590172887591191,0.004262246157770665
FGF14,0.008947613084704343,0.025412774375492105,0.025493738433860966,-0.014161124647132541
IGF1,0.07480613356053431,0.02001303084713479,0.05008461957064882,0.07956582957277222
TNFSF10,0.013264851752696157,0.13921902770092712,0.03966455362096092,0.017048918456472724
GDF5,0.08659802631304346,-0.03200795432890352,-0.037158558416794364,-0.023328974227172956
CHAD,0.06975851184247878,0.05529548595333086,0.06750447252557089,
RGMA,0.00372309746718078,0.032639695544982465,-0.08238440243306637,-0.008678374577074969
WNT16,,,0.09684187348120157,0.08135167763266901
CX3CL1,0.013744664621593504,-0.006153645721099792,0.023185829235442428,0.0001780364483628347
FGF1,-0.04426759321048831,0.08549889353524907,-0.011135111546589766,0.03291453029131341
ALOX5AP,-0.0019540348931060565,-0.02214913881246062,-0.036960376079031146,-0.005728511310551756
IL1RN,0.08766395141198596,-0.025161671878704103,0.03359583807665533,0.09910476367061107
PCSK9,0.05865621896817921,0.00951210208816248,-0.013120996730968981,
NPW,-0.0266127796414211,-0.009916995639581785,-0.016853665211053474,-0.006376517978732452
CXCL9,,,,0.001825535090746958
ANGPTL4,0.008150503612285618,-0.03572719569923783,-0.04022553848833494,0.04264882547387571
UCN2,-0.03674775086641728,0.00215205308061829,-0.014826661042162083,
OBP2A,,,,-0.017558857294662757
COL4A3,,-0.012577224438306936,0.033342585465478074,0.002432132729414889
NRG3,0.11695186536563706,0.048100154595129715,-0.01159903749426011,0.06503622818269535
IL23A,-0.021252446472804488,-0.020412436410984697,,0.008085181166502383
COLQ,0.01576307000420227,0.07852767764532702,0.02462531304398683,-0.013693287029262206
SCGB1A1,,-0.01998805008308043,-0.015181074589186066,
TNFSF12,0.01350130683991382,-0.006974485936257031,0.020103841082639858,0.024203516237617358
DKK2,-0.025087037543274928,,-0.017474083991725984,0.006573532346546619
