,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
RARRES2,-0.028331115893085672,0.037603067527773856,0.07796381279453264,0.04476409991060971,-0.05284902789516018,0.050878719764809066,0.10782278865544263,0.011617758864735886,-0.004591369749804871,0.010176807049436506,0.02029760386506283,0.104412618367122,-0.05833800729239925,-0.06995835522232878,-0.019649934796885902,-0.04505396037676644,-0.08669690425214457,0.021066344286369002
FGF7,0.023968259337929624,,0.049777801746938535,0.038301973675642406,-0.025685813566647005,0.06379629742087577,0.04330309564371357,-0.026899432220166518,-0.015129104804715809,-0.023828977414125336,0.02111822310374619,0.048583852821309136,-0.01966448088460703,0.04676090388600365,-0.04580502142332205,-0.020990411071786723,-0.0210963800692776,0.06318251713504157
EFNA2,,,,,,,,,,,,,,,0.12989950232984038,,,
HBEGF,0.06709987662598176,0.004538759880010017,-0.000917408553199138,0.0102896086280781,-0.011980963154998855,0.06641339399730402,0.0816820004834034,0.06673148576499269,-0.011283668027378643,-0.05461508793120566,0.028829998890470807,-0.10693281030387286,0.09787286465059568,0.01946748645887272,0.010653283971531204,-0.017733530276125217,-0.02423160679203567,-0.013570743126392365
CSF3,-0.03397803216057278,,,-0.031221624950379872,-0.03629692826696342,0.04266680172227604,-0.022479133849381334,,,,,,,-0.03896990548095779,-0.027453305972613067,,-0.03280180010613843,0.06635631991978995
PI3,-0.04025204593176556,-0.027966655491487247,,-0.07396839610094286,-0.0525149225424295,0.0786914645833065,0.09896349051798782,,,,,0.10188667866494402,,-0.059895693518898264,-0.00975293011349898,0.024864282792643203,-0.058767578862702265,0.007511522253424445
PCSK1N,-0.047957918437474864,0.051229176583057486,0.001235212819369398,0.03789894360971758,-0.046999755618886335,0.0023863969214819292,-0.054321143480634285,0.014852495562516353,0.03291072903981252,-0.012108117519797333,0.06566782042467421,0.03164358260832575,0.0627956474524504,0.023401629168545476,0.022046198547606963,0.08907784564164097,0.05592189392239411,0.10065109084463071
NTS,,,,,,0.011819855198504602,-0.027629559546579835,-0.03212968513168862,0.02973593918570297,-0.018120717357698834,,,,-0.027897779853333145,0.04750399552874674,,0.014863714637484161,0.01604823458761333
SFRP1,0.15367405175692397,-0.03351503931419173,0.12759319793615373,,0.017099371693914223,0.08898724161333667,0.0034585618912777896,-0.0027970371896322375,-0.01934602515355207,-0.029059553314481238,0.10858750448004684,0.04228571252925044,0.16528083063012217,0.02047102187670544,0.05823022289101305,0.004753194524182419,0.02296470400010553,-0.028208237349738433
CXCL13,,,0.02886262948572567,0.09157847822011128,,-0.020294515120521817,,,,,,,,-0.04444577624318624,-0.05032030650242133,,-0.05350656189222236,
MICA,-0.02324105695068755,0.07334977571530661,0.008810484106691868,-0.012302655865802772,0.012437045842160033,0.02005599663327582,0.09282103613246843,0.04463612904320577,0.03744540713320682,-0.0029511148620089207,0.053370043699361935,-0.006697656410066056,-0.021635195851317537,-0.03177766985357711,0.06144395702204718,0.029768259104718503,-0.03707727684765378,-0.0033597821298373535
TG,0.062485809389015566,0.009810176202205244,-0.007188380516000356,,-0.028674461561231084,-0.04343424125671091,0.14480802166885462,-0.02713999872057056,0.06560784374466035,,-0.031059104471830634,0.04976822805255478,0.03289780250051156,0.073193306707781,0.12763987254323214,,0.03038269263722479,-0.005060830434618782
ADA,-0.040055643255506035,0.037561828134361645,-0.013845568822029147,0.025857018868902067,0.04049036893341584,0.024433094042236043,0.12852456796616094,0.00530401998219313,-0.022738155954032137,0.05081745294295603,0.05372276688084485,0.046149429611454636,0.02604492028667817,0.042045876716560494,0.01966043463512187,0.019508217559612264,-0.01860474871473917,0.03414282404585735
LAMC3,0.01683461344164588,0.010238941342940485,0.0018965122254176448,-0.011748095671095554,0.08770500004647121,-0.016882655419971273,0.05642489703409832,0.008266253222172825,-0.019570965498404567,-0.05374014986627068,-0.005971153258371842,0.027056368031150677,0.030518314879277506,0.035151938126666775,0.01730315598893261,0.017106037383684068,-0.03813273320520548,-0.036148031817315435
CCL7,,-0.01690916590593718,,,-0.020731589894742504,-0.026906780132194556,,,,,,,,-0.02965623037858682,,,,0.04152434240651465
NGF,-0.019575710204185255,-0.029032198166766266,,,-0.047501367545526654,-0.028720187297747408,,,,-0.018120729288988925,,,-0.016375034100875,0.0038735925113997788,-0.01932207426241736,,-0.056313522642016466,-0.003628049672093704
TNFSF15,-0.02421759663789174,,,,0.028560235688127024,-0.0010260632937585464,,,,,,,0.03225400641757306,0.0476666818317141,,,0.03352292328605291,-0.04594365022641701
HMGB1,0.09894163195646224,0.04902937324930501,0.0626227771779585,0.04255826420926715,-0.03514657269753202,-0.03388165049424116,0.09662354885129057,-0.011929529330881152,0.012645388711941395,0.050433959712451716,-0.004812091533694211,-0.10985924357556828,0.06104116674778323,0.038357728418054626,0.02163129123369472,0.007066016966740749,0.0545997545296169,-0.010223230842855738
ITGB3BP,0.03001941723760335,-0.014722630266641645,0.006826212336598298,0.040719427351781384,0.024556418541026803,-0.007560099970745086,0.1338337329764075,-0.03905336883979365,-0.020432395496759372,0.027494311786402135,0.024538313137519162,-0.014460841308640258,-0.05132986627976971,-0.001147811201594117,-0.013545707591616447,0.034533076074127624,-0.04638502854868075,0.058089221125403795
AANAT,-0.035086365236846655,0.031618233562415325,,,0.03276238120284574,-0.017950632953767105,-0.02027678706067657,0.01062041389309001,-0.016138755363231748,-0.017036150478384752,0.09548878742984607,0.014517424407360702,,-0.009524557047626841,0.08726530776048731,0.06305154242892555,,-0.021621996031537073
RELN,-0.03375275793466516,-0.004715862245127805,0.02804991193572195,-0.0035302943891322063,-0.028139687353591694,0.002896228640579225,-0.05949845528166993,0.010463777043337603,0.038879052959145614,0.05237920230101071,0.012646291037096484,,0.0740519479516407,,,-0.0393557356661191,-0.024603973037621407,
IL15,-0.03442489559079309,0.02618301647803284,-0.005010944745604779,,-0.013675390335173166,0.004773555845314399,0.023726114522952757,-0.024802620999764373,0.046856632381451734,0.04483855739598475,0.05326036454863384,0.05346720433936504,0.130165916784304,-0.028476555562482127,-0.010892276011333657,-0.000742035572004717,0.027463345094989832,0.029103963987826283
UTS2,,,,,,,0.07753754128730975,,,,,0.022529870349556846,,0.016366856906561648,,,,
BSG,-0.01394437543254712,0.039620333803233765,-0.0057094941486700015,0.008575800376616725,-0.024687298264766566,0.03996743437159755,0.02083826036710477,0.004826070950228744,-0.0019665144925921194,0.002821806276168096,-0.004700100485013722,0.04713461148484177,0.08958038334109884,-0.02644071601811904,-0.0010916171683115292,0.04996762574050284,0.01070359497183264,0.03633444110237576
ADAMTS3,0.028500586896837692,-0.00030895468605527293,0.03742323027972198,,-0.0005530638241515179,0.023955325205591828,0.1215177628904513,-0.013866631248644486,0.02793755210483865,0.04940742845064939,0.06705262037120235,-0.03857168292986653,,0.050153005300161604,0.03475321748601163,-0.006163029157406579,-0.0026504756703893705,-0.0022397836151872258
CD34,0.04569936854015441,-0.009980908553526263,-0.0019901101951336235,0.08789718888346518,0.0016944409489235283,0.0430347678037993,0.06742660928593404,0.015265345809578898,0.008508650632167434,0.0489921681750282,0.06147077119839964,0.08452527398886843,0.013782658136589944,0.04565928069347802,0.06971910799477317,0.004176139125007039,-0.0178306528061426,-0.004032031836667742
CCL23,,,,,,,0.1449365710228233,,,,,,,,,,,
PLAT,0.09803641629509649,0.009563324445326817,-0.018753726003047085,0.09912407148815854,0.049442859928122584,-0.02513520814738886,0.16010002778879256,0.016792608127766943,-0.009128746103619384,-0.010006282912418223,0.008994826192493678,-0.06263777797087063,-0.030084169156276843,0.009216981338723545,0.051608301134234154,0.0242379577320698,0.09114683202191239,-0.008450334075399121
NTF3,,,,,,,,,-0.0260518011293385,,,,,0.008683652934570758,0.05944975042862606,,0.03482063509662825,
LTA,,,-0.016246417841890907,,-0.026571131086877267,,,-0.023506638179999123,,,0.00021214835692219457,,,,,,,0.07839700447582791
CKLF,0.09952067715070999,-0.003607558881348209,-0.04216374821851934,-0.006778421379140204,-0.010100913604242444,0.010159501882634914,0.14383842310263054,0.04543714988869883,0.007936860129197242,0.11472462322041964,-0.026555049845181488,0.07182765060890324,0.04468621607484499,0.012669116814415815,0.006353278567413544,-0.019137308314743362,0.10354896969352735,-0.017584019096342364
CD24,-0.023291994941657755,0.007585780354759006,0.115926667469715,0.03637622562551036,0.008014977305357048,-0.022252266039064453,-0.014171987301726223,0.033390190371320086,-0.0058586591241272055,-0.03132394017695798,0.03677064363652141,0.06895529890291786,-0.08344928329707262,0.018952457592417392,0.01592808634335527,0.07507179505206608,-0.009380796661775529,0.06998643215956121
HSP90AA1,-0.03873642473731642,0.0018521791757490531,0.06326450799653985,0.013335836435684695,0.03904548789123541,0.042699656911505894,-0.13747095833334472,0.07485232410362086,0.013762807013082681,-0.019944191215465014,0.035496359648320756,-0.06022598416173974,0.01907959223291641,-0.028788064746208892,-0.07178915468740718,0.01033152864642632,-0.04436695823814923,-0.04528572967695132
BMP4,0.061853317058148845,-0.013284380228875734,-0.01722215527751075,-0.03165907405613988,0.1018764882953301,-0.012825682121977182,-0.037359022810321205,-0.016367662019021144,0.006188425998875528,0.10851869107238118,0.008378129019052938,0.05636160743225884,-0.016338999411915852,0.04636419917344602,0.030330155568344713,0.029931673258833884,-0.01108810387354239,-0.027176933721673423
SCGB3A1,,-0.01690916421504318,,0.046603662975248275,,-0.021376987849436372,,,-0.013613197997040558,-0.029988392374589938,0.05708853797940845,-0.004153943877963211,-0.02914695072185577,0.013182057511570623,0.051280455135914185,,-0.04230072234286952,0.00810718899247496
IGFBP4,0.041654405702930025,-0.04698489195431409,0.04949983580502073,-0.00709260598064978,0.00903094247603064,0.006930591231326871,0.12072155869325436,0.07465620333145068,-0.027231191531083533,-0.07131573142959344,-0.04506121957007511,0.007174963945993499,0.041238720497664715,0.05926068526812765,0.06696267210880066,0.027129548421624617,-0.036687322137140814,-0.013987594384178566
RSPO4,-0.023913736990120553,,-0.02626418995239175,,-0.017401381414375465,-0.009158611994611003,,-0.007115756674732103,-0.013613196005802398,,0.0225092391988418,,0.029899574840372155,,,,-0.028487736278134737,0.09630343688636166
LEFTY2,-0.011100206241747155,-0.02802085512208957,0.003362339891285376,0.05222991542791894,-0.028829432921518457,0.024442750950212252,0.043326592722621175,-0.013183083905711676,-0.01492703591340761,0.01118924507871897,-0.031755386633621804,0.01675747507406543,,0.04338063095446296,-0.022519615377017525,0.041808098527322764,0.05391693482509307,0.03416776425435879
PF4,,-0.017540543555220712,-0.014778325146333126,,0.04749439232430672,,,,,,,,,,-0.01795131466110185,,,0.0002345725643850922
ANGPTL2,0.0393683323293057,-0.04662718212999789,0.04482810872909969,0.11194641637134764,0.027403119558217805,0.03891056568387679,0.1344669725963158,-0.00025074212653835887,-0.01551227857856226,0.022506961029011757,-0.011144784816117428,0.10194814853260196,0.03275770276131643,-0.0055173882991300825,0.032733623480441676,0.04705354164574362,0.036763811131622436,-0.02822103127541289
LRIG2,0.04578232207098263,-0.0356820019743112,-0.0025553348631401243,0.09744134713425975,-0.015670503586609406,0.04137162567394824,0.044812611846191674,-0.019454715525890013,0.02303383731088729,0.04942129356844303,0.04713509092492401,0.024574307743438856,-0.0017085127726420878,-0.02588687156337899,0.013240059500106677,0.04269566147941783,-0.026585865561509315,0.014311389381030774
ICOSLG,-0.04926146784535807,0.050008840966232614,0.04958871855681093,-0.05979020006555857,-0.02697728652147269,-0.011999869014973666,0.06466328568462229,0.008131608232126188,0.029940483601392967,0.041342691701898464,0.04638182103029905,-0.019163362365756463,0.01915086918351704,0.02025115136583928,0.008472945873078886,0.06533995139172168,0.00873978860479561,0.06699611062947028
WIF1,-0.01295478771952154,-0.010395914283159944,,-0.0541178529574126,,0.010381201918984305,-0.09939625563634191,-0.02109736131213118,-0.025617216335177478,0.054588724181114434,-0.005834110465957596,,,,,,0.03385759984941979,
NPPC,0.04513751775030644,0.0021819172949269524,,0.023355599505108456,-0.006607613071880883,-0.04303930822559883,-0.03229399018202593,0.034722662097054435,-0.018919011009879257,0.007010346804024976,0.05651689234713861,-0.06120952317939199,-0.03613159917613519,0.008116577534502364,0.039377687943837475,0.03594873553793454,-0.01823161163628326,
LYZ,0.038954313348553135,0.02500103140968939,-0.00010672702842584913,-0.06050064990634254,0.022376881185117607,-0.0026325268457571636,0.06330077095264107,-0.0005901958751640835,0.03537726499486481,-0.004792232769486236,-0.05286699610740957,0.036899346382288624,-0.01375671786722358,0.022404916641753377,-0.04385548534165416,-0.009116305723201,-0.018358525748912006,0.016872211817545717
EREG,,,,-0.0038732120257331834,,0.007928422945062873,,,,-0.018640934866112308,,,,-0.03668940372681216,-0.05704107253440064,,-0.024785348779977876,-0.006492364160498258
SPTAN1,0.010821018646447154,0.023750911139699335,0.0505497767686422,0.057816666084817135,0.020996758766900252,0.05966769618091262,-0.038153573875068195,0.10553085271428951,0.022119611421335623,-0.029859602774648462,0.06986220231486891,-0.013171881538489815,-0.0533387227035661,-0.05876768262175964,0.04490617363471089,0.025694018862811627,0.06245620252558537,0.04150770585181482
PTH2,,,,,,,,,,,,,,,,,-0.012751135966065337,
LIPC,0.08489230867190485,-0.02147423575210984,0.03480167955731584,,0.011989433830026663,-0.02388705917691437,0.07330816056606328,-0.016416216693795282,,0.08220968096924469,0.004427166924134828,0.005574266349934103,0.0929314877358055,,,-0.009855017669000347,,0.07755040754316962
COL8A1,0.0727415706441216,0.0025111154262175747,0.0357348058488565,0.06977717137258493,0.005594550364325226,-0.024927193490735737,0.04538803069911656,0.005188163966503651,0.033541050194717585,-0.0180671975541326,-0.0021633403110246923,0.09323222512852657,-0.11080808865982132,0.022640236096293745,0.03733957189714885,0.06878712705888997,0.020314404052136643,0.03876031141952181
GSTM2,0.09521417596322453,0.05847172271683718,0.06032432714720602,0.09052090050668503,-0.015426379379375202,-0.001433711257999545,0.002008251707919864,0.0063190329865264044,0.006371570793402652,0.043452242288202644,-0.02754146701538674,0.10830611512398604,0.04293961399528805,-0.013878560944091138,0.02071081857870029,-0.0017847875499788469,-0.029329000275389365,0.03696939751865027
IL4,,,,,,,,,,,,-0.01648723192328406,,,,,,
SPX,0.0385491055030363,0.050869746968975706,0.032673631527962564,,-0.01323073112298131,-0.016227059462733288,-0.048921851421259,-0.07205278356771941,0.04085985667720245,-0.04722509687495809,0.021763943897250154,,,-0.029900777564278485,-0.022288851663434348,-0.04304509120123791,0.009748958502037667,0.05212835319964157
MFGE8,0.059790031086596675,-0.0037739910006239757,-0.04162402532338646,0.0584629511685083,0.08335189612382857,0.033853635387341846,0.0854654893693328,0.012789940578415773,0.019418486506365077,0.043619160350705344,0.013719191067775374,0.049553796958257366,0.05885745784113183,-0.009063690308824255,-0.007485606323759711,0.02445159426841194,-0.03734477060547767,-0.008933089321309512
TGFA,0.012802633430530452,-0.010089226040526802,0.03849298530853253,0.005531809062837493,-0.012198203351222826,-0.09440501684683522,0.0464964958218824,-0.019399336608876813,-0.012599450592724298,0.011253212063970456,-0.002315151354505815,-0.03532151090237565,-0.07532493158231605,-0.027869891488254465,0.036687914618658446,0.05207216834045769,-0.025114393441569998,0.07158929010562211
SLIT2,0.010769731332385866,-0.0008998297793002514,-0.021300992214011286,0.11933083099519912,0.056839546854915525,0.005917788957761078,-0.04074853567000718,0.009128306290079767,0.019628145775776734,0.06901438869830931,-0.0019383587703506828,0.07223335832582857,0.04616868812263751,0.06641591018010966,0.0402332322469788,0.04350903705879612,0.004600239245666885,0.07627102212765202
PLTP,0.017670576000103258,-0.018220858041862877,0.0018450826813783603,0.01293706052712816,-0.03993578832342609,0.02546594557960322,0.16742154928054634,0.016425975889088028,-0.009782631363978866,0.012518613869626485,0.016785238928372737,0.04042425747923145,0.05782008246726413,0.09210582465973881,0.03011694549673398,0.03276215398785405,-0.11427340032937527,-0.023242323589196864
APOD,0.02022591536693278,0.008950824668460592,0.009212875503589799,0.050892005462954144,-0.040286221802172964,-0.015465578603089409,0.03353971918573396,0.03918365136525098,-0.06464151771377381,-0.008602587472063498,0.022827385788281557,0.0309469003173343,0.11514155204037202,0.07504717244240654,0.025065233057696472,-0.007004766695700927,-0.0028321742739461798,0.004128666889886057
B2M,0.12398059393761517,0.056515567954433715,-0.021803622374777707,0.0293316545200715,0.025809093195236527,0.04392408760261563,0.13351414058983,0.03536407281210409,0.011138088358176552,0.02409484565650582,-0.014241014650128489,0.12778511674132018,0.017551179000900797,0.0899600393261235,0.08518622368115962,0.06448068164783258,-0.06445895870271291,-0.08309629014569053
OMG,0.0720209118005223,0.0034058077130320204,-0.014108436822575513,0.025155573554848272,-0.021409911004242724,-0.025494729510627326,-0.06862120290556639,-0.008557211659571792,0.039539437805068994,-0.005130567243529894,0.03339088509928361,0.07072943009067519,-0.03246114888701502,0.03624138069553886,0.09884630754306284,-0.03561986003422251,0.0025404963203991375,0.09989665598891667
CXCL3,-0.04705241301450985,-0.0024634973992043972,0.03551051622591269,-0.0019215036759748572,-0.0301618343110773,0.03198305006469472,-0.026622452127882373,-0.011331629882483494,-0.014563242213925418,0.0733293024900822,-1.2135988109873157e-05,0.0635285582269205,,-0.04499893796333796,0.051167029265796686,-0.022161504610310138,-0.03843046298523209,-0.00410023867408463
CXCL10,0.08757192033902003,0.07374444651644503,-0.02816546811110333,,0.001440915341546512,-0.04891598674155221,0.14323939131621838,0.03239235505573953,0.02880170554761144,-0.007849038639804263,-0.029439397840131207,0.09105824642477858,0.06908014951618889,-0.030623862392302914,-0.024077916983622383,0.020972650462158987,-0.03892587010916041,-0.04827038607216351
RSPO3,,-0.02296895110681413,,-0.031221625924217164,0.03400895671620074,-0.02388704444937061,-0.03329555951761147,-0.034149420333577596,-0.001625035769187521,0.07767332879855521,-0.019358880167266626,,,-0.007637127845044896,0.002564320458521655,,0.03709781076093419,0.060202252283398
CORT,0.015130875403792939,-0.02004094702809462,-0.0017098445514445266,0.03640786990927173,0.06689583049892289,0.061057222554919764,-0.030155682793571427,0.01567913179144759,-0.04121458378902783,-0.03368551993225907,0.004203730118294974,,,0.016087353970135127,0.0668552534059883,,0.016165051101907017,
NCAN,0.16071771621864217,0.06331719361187903,0.005509872412650517,0.06756445108580808,0.008922278801614166,-0.0046798638236331585,0.11371843576708784,-0.0027881675787724096,-0.06438625314605972,-0.05994519782743817,0.052052538463416925,-0.058383484303670234,0.06941908559626027,0.025186345959695332,0.047031992400321666,0.0011633402028528757,0.10266753245897117,-0.013075619945216924
PRG4,0.025377319197337777,0.028198583642761708,,0.024473809378936517,0.05058194405485066,-0.017103038066854863,0.04067486912083653,-0.010964264365340903,,,0.03798115896178987,,,0.006912646323695521,0.003536925498433996,,-0.01735026173629788,0.08804440841303644
ZG16B,,0.03409466625150758,-0.017783312412679355,,-0.011646346924354206,,-0.031140654097894713,-0.003961364931091688,,,,,,,,,,-0.025858559960293435
TGM2,0.04266294607410941,-0.027233885949238517,-0.02266968334930013,-0.08085942732480642,0.017179215073798635,0.0909883691319941,0.04754573635832708,0.027093682340011617,0.01583033642352087,0.08103800003434139,0.030510133137511723,-0.001238788256121912,0.07342348712037168,0.010840137327145286,0.024872175168873353,0.026771778702679362,-0.016368828814182047,-0.022398706630954696
VEGFC,0.03983327626326477,-0.03228763929037034,-0.02283445796478831,0.00024087344439564025,-0.02028771083413446,-0.026327242983868487,-0.0380276852407417,-0.011870264420313829,-0.003327499933241527,0.004138834517909369,0.03459477414806347,0.06558019122705222,-0.04005614681664549,-0.014876708295345594,0.027175941332061256,0.1108366937489186,0.007185121637431715,-0.017714280614183637
WNT6,-0.015135011699768833,0.02307056281644771,-0.01644594900309689,0.04116150940973516,0.03373737618727056,-0.023566339868880813,0.06652393903558307,-0.03496053049915886,,,-0.020159313246553123,0.027178150352403382,,-0.0024464677323673516,-0.010723276677549767,,-0.01859940785469778,0.024027743138201996
NRG4,-0.024815170104503653,-0.015573935438508168,,-0.02340228696225873,-0.002422995624819814,0.08263661068420042,-0.014207883789723817,-0.004005088166390335,0.0004978083043449035,-0.02346673762701019,-0.02694723994176217,,-0.02442908736815394,,,-0.023472383760570315,0.01251326998264131,-0.02073840795783609
PMCH,,0.05929636349325404,,,-0.01767256106320682,,,0.07620764488952256,,,,,,-0.015412844844396534,-0.026356554165530535,,0.05016266999408489,0.004551548758067824
COL9A1,0.05023016833596995,0.030912315873703917,0.009985263403446623,0.07729516331607603,0.06073574842493099,-0.009651455289484119,-0.014214086784766081,0.004217876005634568,-0.019085525211796666,-0.01838251983223834,-0.030705739285240598,0.031859406772107156,0.024556762920604523,0.06778129896487112,0.08067189039402402,-0.005396514576102307,-0.02163807274357342,0.048313720316902065
GDF11,0.09027434423507325,0.015337216064631532,0.06975139091893968,0.08639660158080864,0.023605860932248056,-0.01652479862773984,0.10857027406073944,0.07792850011690705,0.03346377845895593,-0.032987350530404934,0.044580711213981335,-0.012665636980949255,0.06653082088325354,0.05278863466165506,0.042440305958749175,0.04522259485307719,-0.019561280789224415,0.03967403095928598
