,UKF251,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH8812bulk
ADA,0.023477736906277857,0.06897714824650278,0.030987092046209367,-0.017722994910281595,0.023540642317549626,-0.00530162098398794,0.0598980849537214
LAMC3,-0.046341523931401146,-0.05026548599857718,-0.043195260453252955,-0.011366640114917035,0.011912551211743323,-0.008678877893070787,0.02163585530465008
NGF,,,,,-0.055821620305617214,,
TNFSF15,,,,,0.02338392463530426,0.0412767047873568,
HMGB1,0.0464208939493317,0.06513479619014138,-0.0038487312537367653,0.015598647778047824,0.031002785581979955,-0.052060406325037174,0.020203255429973303
ITGB3BP,-0.010423958875736501,-0.012783529979670877,-0.004104445790300949,0.0655890021041411,0.05849528027690369,0.0028177210546244487,0.013652304553959204
AANAT,,-0.013315039364547051,-0.02650289162866952,-0.012579167797910856,,,0.03319669183617684
RELN,-0.03268667407430086,-0.03907050322294719,0.00929969481796244,0.04026860456196592,,,-0.023255819649801283
IL15,0.05524028954515599,-0.03473104848545425,-0.01956529607414264,0.016717760363516635,0.05571286833221466,-0.015105819631977496,-0.0007003104987960918
UTS2,,-0.0024206047600690227,,,,-0.05994816979005754,
BSG,-0.08007194136002498,-0.08970081571597778,-0.012973630087716006,-0.04965121781325919,0.09990009138319707,0.006491884382445738,-0.0180931963792568
ADAMTS3,0.045309405484895086,-0.04181052982712202,0.031630267206058785,0.013092333218630105,0.006557637401036225,-0.0012887371781024576,0.012578407751007081
CD34,-0.025211717083715623,0.07959307918395754,0.0027775092326569415,0.08397205030039401,0.009905630375402614,-0.029126225670288605,0.016226436945767964
CCL23,,-0.015150401173472309,,,,-0.03588270179025619,
PLAT,0.013684467554684788,-0.009474542868310303,-0.043735410929208185,0.021112371219628293,0.049775879714221094,-0.03721894432099392,-0.0069943844402534485
NTF3,,,,0.09205962248308856,-0.07952977328501483,,
LTA,-0.019164551002527414,,-0.02552504667167649,,,,
CKLF,0.02154693530228547,0.07161591416627269,-0.012592822219632226,0.005278876333944267,0.09355794934142211,-0.02626778429197412,0.02158324653199115
APELA,,,,,0.10689031506589715,,
CD24,0.09309501576925361,-0.04245339618452193,0.06336118662981538,-0.03135595225528458,-0.1291153616074254,0.04087573792575497,0.023482112162683894
HSP90AA1,8.098593656877796e-05,-0.026986963508738714,0.08498960002302577,0.01803156976028055,-0.11972948793113174,0.14382231198837303,0.03467179536166763
BMP4,0.044354223204763725,-0.04078441977715719,0.03240901297815707,0.031995330478185695,0.023759581759818592,0.008667443808923042,-0.0018243822259891482
SCGB3A1,,,,-0.01061065107047178,-0.005452402616045146,0.027073606348241314,
IGFBP4,0.001969905652749921,-0.04779432193472817,-0.003773969037450033,-0.018999516942166384,-0.0026067014202207496,-0.002320739850978435,-0.024248389846170608
RSPO4,-0.020712701831158874,,-0.010279792028876848,0.09547477593928931,,,
LEFTY2,0.015565220389679474,-0.04154045555929531,-0.016827193704384263,-0.01163470696804685,0.03396923542764587,0.08847354477781517,-0.024422748006265434
PF4,-0.017432763871710867,,,,,,
ANGPTL2,0.002313130771035787,0.010288784961761917,-0.0021956685683371833,0.003879103859927255,-0.1119804897870332,0.1024717221150473,-0.016893707097760127
LRIG2,0.033563821005181654,-0.002277235840327009,-0.018938630858014924,-0.009464998507698871,-0.03842649460370789,0.05533791834490019,0.011049764585587023
ICOSLG,0.003501622962218768,0.04771661128169756,0.010762812419470795,0.0355326377815636,-0.0668992298039277,0.06436512829544828,0.03172731782889685
WIF1,,-0.07009739367470436,-0.022908896117674892,-0.005534219536702866,,,
NPPC,,-0.03585021659228724,-0.0179165000375791,-0.014746206179318282,,0.06957704675438604,0.05605084294706992
LYZ,0.07950887898851093,0.008652481489346716,0.029930808285668586,0.0045013245707901765,0.16000612789923996,0.1036040788734667,0.0684078439880047
EREG,,,,,0.05481518770255594,,
SPTAN1,-0.034549887934201266,-0.04397826172759567,0.04830609329861395,0.0026087047287379757,0.07745397456460987,0.05171335089357896,0.001705741846466659
LIPC,0.02650832787853571,0.05539275208181778,-0.0010470125503887642,,0.009059890228255991,0.010682934709985402,-0.03903371053490026
COL8A1,0.0018963015769331171,0.06438889045152021,-0.05243348398207627,0.12760291156517325,0.03125687244239289,0.00428151359413706,-0.046786610115711835
GSTM2,-0.011781602426060252,-0.01489103100776519,-0.0004194520950544637,-0.03136163836470509,0.12573375164036385,0.047427983225188326,-0.02338537334325069
SPX,-0.007593084305369856,-0.01299226037170979,0.005672631103729906,0.04435129705292044,,-0.0243771343686308,-0.009244125103574979
MFGE8,-0.027444090541707895,0.04067144019271967,0.02320651097697157,-0.010714154263406097,0.09259908162237646,0.014163412208528316,0.02749745100881375
TGFA,-0.012464915448980969,0.08616410143507996,-0.06397394158107654,0.06719915828142303,0.04983987108681491,0.02369208968095611,-0.007086505247537543
SLIT2,-0.023251540326190853,-0.044243836130674605,0.01066734737524027,-0.0563575532894115,0.02323835076332218,0.060444658724319006,0.06874269205430113
PLTP,0.07686145973477425,0.08999875724895151,0.008614573718686383,0.02283373617297534,-0.01382485561677665,-0.01693013803428268,-0.06083531144733488
APOD,-0.006130187647763149,0.14575112505060137,0.03147687848592502,0.05539821459460653,0.0721241283445263,0.04963607866770107,0.06444283220362708
B2M,-0.05220845968608772,0.033219713172482096,0.013329128491305749,-0.015542211501643562,0.18402165157465794,0.10830062018488441,0.008564319125874478
OMG,-0.026494152326637835,0.09571081725299153,0.044499612805485575,0.005043308932916542,0.03982246708254888,0.07802904263062774,0.018386881287302738
CXCL3,0.013673817002148474,-0.01748201019238279,-0.012391282960988043,-0.011351152140762268,0.09506917475107994,-0.032673737622143,-0.03557629252242441
CXCL10,0.014071203949346701,0.017713387919186214,0.06212951115674149,-0.017243230911948404,-0.019585543132403165,0.05690596202360417,-0.02658208614454928
RSPO3,,-0.021864000658239565,0.008676611102460865,0.07215383088195869,,,
CORT,0.07557590698439197,-0.03784055163995246,0.0948919000341236,0.039290035922007215,,,
NCAN,0.03661686823509529,0.006105686655813672,-0.06285933555743456,-0.03988702942696577,,0.010223837158409226,0.03185294507661516
PRG4,,-0.018940164732208154,0.020964163917905124,,,,
ZG16B,-0.020977497996383293,-0.020448951498599825,-0.020281966705639972,,0.12679835837596243,,
TGM2,0.021655343188096983,-0.04463294528633689,0.014149257813937732,-0.013693174020168078,-0.037792764411331975,0.05134183359720359,0.02784942403963916
VEGFC,0.02305140305423723,-0.009188759712460054,0.048006941940156256,-0.01921947724597436,0.0036401871454341712,0.034167550705275766,0.10843202664942572
WNT6,0.06631470797059354,-0.018625171906872896,0.03952845213665209,,-0.0121206828370531,,
NRG4,,-0.023591176705089728,0.049145194824802785,-0.029916089866340746,,,-0.024048817534495927
PMCH,,,-0.019882932197304772,,,,
COL9A1,-0.04152348318335265,0.00046832149724164294,0.03787268520366321,0.0579154579500296,,-0.0320652039460804,-0.0436199169050178
GDF11,-0.023987609406696784,-0.04041824411641556,-0.012709580104836141,0.024344651141008342,-0.03893703273697396,-0.011337516436133545,0.07795613712515724
IL24,,,,,-0.020539562098300282,,
SORBS1,-0.052100451573682025,0.09478699659049342,-0.028849075908668448,0.005603385192147742,-0.033216082851770135,0.01928779554825523,-0.026173908124386965
DLL1,-0.04307999725288772,0.07158231369686274,-0.031508706274790924,-0.03334071584593601,0.013793997316287757,0.0009152658976855759,0.011663691608529713
TLN1,0.036341264481965174,0.06859616525947031,-0.03589305160791118,-0.013574173173333409,0.04345374073384648,-0.0012543633622297654,0.03996420561686957
COL2A1,,0.026959806761339553,,,,,
SHH,,-0.013742988863424958,0.0026515162065266482,-0.012182919758048567,,0.10129571165904026,0.03326972850798848
PON2,-0.09712855782345513,0.02563787099954846,-0.03886422267520425,-0.042963127447574245,0.08870206943630381,0.054965589741303035,0.0015589830347513883
ICAM5,-0.024972055692895654,-0.0341615679337185,-0.010310102841712365,-0.03006484563292347,-0.036500781200836205,,
HPX,,-0.025457457681139252,-0.012123265774685293,-0.010610649988741458,0.02853930768771653,0.015990118740002807,0.0561149873855231
SFRP2,,-0.013952273886795033,-0.0331724497715275,-0.02222871811855874,0.13028046515395317,0.060746627762199,-0.047708383980233866
CFC1,,,-0.025525048214286916,,,,
CD70,,,-0.04761315206195535,,0.041404395425132155,,
HP,,-0.044898941759055976,0.039578111667126346,0.0722490950190574,,-0.02404547476750153,-0.006475338857703199
CXCL2,-0.0071796238652241705,0.01295046307296761,-0.008803639274317546,0.1013135059809474,0.12656546487625167,0.10778554370165362,0.02838988207415088
NPPB,,,0.026466356026739992,,,,
CCK,-0.06013743676099465,-0.11584213886902063,0.04843083770730037,0.013030691194665435,,-0.03361844808040131,0.009481318259578706
SEMA6A,0.033444096283638494,0.09012194167662084,-0.01959365268983299,0.03636885164010371,0.09015187732391279,0.018948584943617893,0.04776556476615608
IRAK4,-0.042276072739854495,0.022259577767223097,-0.03995286154634103,0.02980817039380743,-0.026745585560621194,-0.056675513289274684,0.0311337418967311
GSTP1,0.0051383894452780255,0.05846322353716781,0.046524798339417146,0.03636696175251397,0.15565157357606943,-0.12941006386640902,0.010498889633728782
VCAM1,0.0073771221095542535,0.01810011537627108,0.010708936197553481,-0.014968812322087579,-0.06968919215715255,0.07297901641967373,0.0839202043827675
NXPH3,0.030931834246295087,0.006565880351266813,0.003772446201330733,0.007448363339735286,-0.023394632440220327,0.025233754371716367,0.017027748439805073
MTMR4,0.02520074070859911,0.05623504647237407,0.005444636182625772,0.010131486079620843,0.008603452255207011,-0.030825221990726775,0.054329503469188044
LAMC2,,,-0.007597349419979681,,0.006861480247953002,,0.021779745790062265
IL10,0.04548623034542732,-0.02294030848929336,-0.008578192358930831,,0.04859587947458161,0.10104886507557088,0.021470468148931283
SEMA4D,0.0019099734521381008,0.04904248888171993,0.07213950409539935,0.0515837765753834,0.019604182195287395,0.026740359376194248,-0.04334059727781575
TRH,,-0.0362177692591274,-0.006404365620870138,,,0.08366141051469096,0.07206379923092993
SEMA6D,0.040027249474330326,-0.07544306155649627,-0.010614996773362495,0.034685973623919626,0.05305298095701787,0.0014236472524677927,-0.001664993213699916
CEL,,,,,,,0.07881832531699547
PDCD1LG2,-0.028468490348405137,-0.041874011166865135,0.008708930310156819,0.008805994459295882,0.0315505169027626,-0.0070736585283276265,-0.037841002045735865
SPINT1,0.01817679576814664,-0.04359790990520723,-0.00010555574072026249,0.04854443564043539,0.0034932295915893726,0.0258615435500645,0.06882341227535396
CTHRC1,-0.02910207126531128,-0.026940958821313133,-0.018897932300705047,-0.0165820869526487,-0.20982672866290766,0.013597544105016113,0.039470148211021495
PODXL,0.007028895597900004,-0.017020640002464442,-0.011166033581763806,0.005903796764353491,0.0030174525494706867,0.036694338280057685,-0.00024357507927882935
JAM3,-0.01117065876952712,0.07105312979084732,0.004565393787224851,-0.024617946574707453,0.05807423970399804,0.04644589362913289,-0.058941952397830955
TGFB2,-0.0055144178236137395,-0.04042535103167829,0.0021447046605008206,-0.02174500810024762,0.01089191719021092,0.04090045679692485,0.0512059140629946
COL18A1,0.04222447576929744,-0.03512092051272915,-0.02881172450583837,-0.027040041491115444,0.020148539462952014,-0.00018763794925672657,-0.012371537153606171
NODAL,-0.001655103631718484,-0.009226946334276358,,,,-0.0022370234608444775,0.02789814941686443
INHBB,0.0006799361185595666,-0.030106801780480818,0.03958528639286984,0.014398188457656946,-0.007633898526510822,-0.06869285975185382,0.006520108797304185
LCN1,,-0.015341483210539299,,,,-0.025668549574406643,
ARF4,-0.05296284524532861,0.054603666673880835,0.016449314044103255,0.04296053848153626,0.08330893307309008,0.030881412256550278,0.0593041916898919
CXCL14,0.006580023913702023,-0.11155749135123101,-0.007910103832048473,-0.022273901578230823,-0.03297782218439016,0.15240516981899732,-0.01349221252098887
LIF,-0.010007542629580448,0.01326178049686135,-0.0030859082499453674,-0.012579167797910856,-0.004591571067396785,-0.06021502996863533,0.12338126677466361
IL17B,,-0.02533668743627713,,,0.04057491487924254,-0.020964041593980524,
MMP1,,,,,-0.14243539703833327,-0.020688681441596357,
MATN1,,-0.016084502155814397,0.06822918771485552,,0.014525483718396766,,0.04757341701697157
ADAM28,0.03696584984614148,0.03242028327916551,0.05318717799699274,0.06480852962703912,0.14814240620578092,0.13637926684079826,-0.010051933475629838
TCN2,0.032399285008446084,0.023590792443625257,0.03125370027569514,0.07449282520459047,0.1895545529931077,-0.02545502228169014,0.028637289307206926
THPO,,-0.004922509086207128,-0.04646144391173194,-0.013089818645267976,,,
CUBN,0.0013626390134554658,-0.03915737566526551,0.017747969468227136,-0.02081517698523163,-0.008963310285282895,0.003943539893998018,-0.0039917992881740106
TIMP3,-0.025094030113764976,0.058499688160658724,0.012162092397312073,-0.03574534214023756,0.04756135175218492,0.00043574718447735966,0.013646296055422232
PIGF,-0.01942932470296256,0.0488264754215788,-0.019386174432585928,0.06343824967329009,0.041836204221527104,-0.005394075777871443,0.005554148240066983
CRH,-0.023450098693823727,-0.023591166923597178,0.019277155164318837,-0.023683300429768277,,,0.0005408610003050311
BDNF,-0.020977493997892973,-0.058977564267093496,0.014865053750179711,0.006137646567364381,-0.02831960103179569,-0.03966945417512349,0.006031464347117823
CCL5,0.009145974351319678,-0.03482529702573538,-0.03044465130422099,-0.03270948918572675,0.03164101428268627,-0.0021700324586958015,-0.02001995154220071
GAD1,0.003574661702320675,-0.10589094987867309,0.07181896070442288,0.01777021952942127,0.12534250104117223,0.003785132893184417,0.05799408982492223
COL14A1,-0.029262763950161308,-0.027214904259728473,-0.04295229958468596,-0.017145830582993172,0.07394521190765639,0.04053441314155122,0.0021289564271442614
HLA-A,0.012744345023995384,0.042539240340690516,0.020337474426435003,-0.008722144735393072,0.06278955012015854,0.006214438613479475,-0.0023533526325100257
CD5L,-0.037642326448077974,,,,,,
FGF18,,,-0.001215954284944354,,-0.05788032591776699,,
ADM,0.02620006372850715,-0.03095873577339991,-0.030420968691183096,-0.030762760288628465,-0.034186258516068956,-0.013620405041800697,-0.01587056945378438
CCL15,,,,-0.0028525486295524036,,-0.032673737622143,
GNAI2,-0.051720537459751956,0.04834649076530872,0.02807171177855951,-0.00709890878005002,0.05404714047333126,-0.0025095444216535487,-0.001656703486585884
HDC,,-0.0027997194689283805,,-0.015935170558664637,,,
COL11A1,-0.03547779155869482,0.13136621502922605,-0.026771367504096533,-0.03199103219036445,0.017165052558374565,0.07352094469548094,0.10850681892932798
NUCB2,0.01646045967437551,-0.05030137627013505,-0.043551427261420486,0.016772922694853948,-0.026006699333611084,-0.02011440873060622,0.06216556901128426
CXCL1,0.02735899548313823,-0.029160362330852646,-0.03955561050565103,-0.01191181311425235,0.11089818790861232,0.18161950681270625,0.026317391325024343
VCAN,0.014877064882682731,0.0093438018727929,0.02725703032196193,0.012082853598700576,0.043972920286926856,0.04796063709476604,0.016979929309892578
MMP7,,-0.011198017540348527,-0.022350770164533806,0.05386845087816143,0.04648096165759508,-0.07398192868852775,
PTPN6,0.07230516239343024,0.014116462613168484,0.03975621618359868,-0.005328212252937766,0.04156621320925154,0.06866359731452987,-0.041288370302586135
PTGS2,-0.022450720846943856,-0.07778448242714094,0.0029586877222738607,-0.02540426529527522,0.1286073139505166,0.020020318946543807,0.103053130432963
XCL1,,,0.0009654067113434796,,0.02274806963315098,,
CD58,0.030416195716171168,0.052936248540012276,0.007928807787525563,0.017471603445431406,0.021885414178919847,-0.009601741437093534,0.011667121746935889
TNFSF14,-0.00032955900729451335,0.009946454529193694,0.057818824379705744,-0.01163470696804685,,-0.005255008761154875,0.0473586973335039
CNTN4,-0.020538428912407095,-0.039761847465894354,0.01865487216058581,-0.03984212934680254,,-0.03885580135482077,-0.034562767699585134
INSL3,,,0.027453449173764567,,,,
BTLA,,,,-0.014857918734730904,,,
MFNG,-0.006033252764160198,0.036255188498345706,0.030578607029091414,0.03107189579478646,0.09207449665605204,0.0680127462733213,0.0003681027648237835
ICAM1,-0.0279660507122187,-0.04116223013376675,0.021975550100403234,0.005236151216723354,0.03132320459966088,0.016315784229003993,0.03612638352140704
PROS1,0.10073854703193966,-0.014774443229395395,-0.0027633928457635767,0.03130480472319074,0.047726268545877325,0.021421296974156723,0.02904325533468133
CLCF1,-0.05287499480868004,0.020214257873769573,0.025692147979069976,0.007392881246186512,0.09882620956122681,-0.013480016990429378,-0.036754934707944456
PSAP,0.034998518723681975,0.062376002629578445,0.019170584006081993,0.018083085039932043,-0.152826434699253,0.08594587229541989,-0.016999730712681165
EFEMP1,0.08218022022167613,0.06437813047445727,0.04525861264976825,-0.07812752429440815,0.007597737172383524,0.15340757101871957,0.020772527598999967
C1QTNF1,-0.009985315547353235,-0.08807637994323084,-0.0073047664622506135,-0.025819999122560264,0.09428670760731916,-0.08437420304380876,0.04300774299728153
ALB,-0.006248188724467999,-0.018783265541866146,-0.007777873610747649,0.07206734235246004,0.01483311812465162,0.10817404613234428,0.026321377448422577
CCL13,,,,,0.02489723934443569,,
EFNA3,0.028716447308544082,-0.06413665429572878,0.02249254350553724,-0.03438430651019133,-0.05196419926917517,0.035861632101216796,-0.01712876898228162
DRAXIN,-0.013687702579704515,0.09468924441808489,-0.036886817396427296,-0.01061065107047178,0.05953558315317467,-0.052110549785329564,0.042231512553609546
RAET1L,,,,0.009776043077611773,,,
NPTX2,0.016557736710059136,-0.061698343537179526,0.029089620260813995,-0.02479859714927357,-0.00651466376409045,-0.00944280268586844,-0.028612571989530912
FGF11,0.0046012361772185244,0.05018724607002759,0.0287147519306771,-0.02405006756953675,0.05213344846065389,-0.07707641609216453,0.007722467432720902
CD59,-0.001349456824249967,-0.012439518667298954,0.010204123870730173,0.05301352575181316,0.07511139573645222,0.06331162944382318,0.034354034604241745
COL9A2,0.08870972914068248,0.02503032005632634,-0.02288959517525043,-0.0357007628206822,0.04673008867343247,0.0012753506401093411,0.025711737115037676
DLL3,-0.02899860444930188,-0.0029098849774615975,0.046072188909287125,0.009862732668228494,0.07433522965816004,-0.03451573269397671,0.02338058671468206
FGF5,,-0.014957008611460118,,,-0.06522946428075664,,
LIN7C,-0.00538165499906531,0.01059708445920654,-0.021200484072376208,-0.002313870252153905,0.031336846647821714,0.1055984009344198,0.02272689898942578
GDF7,-0.022039195713517055,-0.0267556441856019,0.02815298616597578,-0.011634706515922116,,,-0.052019843054845964
PSPN,0.013232016382117507,0.044556220523380874,-0.019478932369868,-0.02512799831917034,0.015556813686481817,-0.0379170587196031,0.051556783566525884
ANGPT1,0.053785037599601904,-0.006187699764165335,0.03006610790186521,-0.03398445251382326,0.11268972884509686,0.0958473146722119,-0.031134653812110804
PNOC,-0.04612116795364093,-0.0792675673026756,0.02980375326512919,-0.023121681592299475,0.0026295929024602654,,
L1CAM,-0.006270822370081896,-0.07747032349166622,0.02898255879590888,4.971171131212747e-05,0.015281371361910549,0.0430550398868205,0.056767291385207384
APOA1,-0.0305213273591227,-0.03201026064222554,-0.03356065434097087,-0.01882965544491471,0.03891995903533585,-0.046140227965475324,-0.027963458262886893
PSEN1,-0.018329208849407457,0.09097642732756767,0.018288823886534876,-0.018920361888947336,-0.008947703884196585,0.10727114509433214,-0.006455941729913767
CALM2,-0.04949172168091776,-0.018174422439937866,0.025168864699945396,0.047759930994798465,0.09058542412098117,0.09252062248517094,0.018034310755986615
CLEC2B,0.06536479858869344,-0.02736600122503083,0.026156450527623568,-0.028752834585712223,-0.01565062733532387,0.09434483090222397,0.06397964487408875
NTNG1,-0.026199255105098265,0.033048955079610025,0.005535925451802476,0.006700843716073991,0.13355666595250373,-0.056390395423467216,0.06273607583750163
LRIG1,-0.027886564236335135,0.02913510064200161,-0.038623841442387355,-0.01797953309372692,-0.054889266463722816,0.03566433978515274,0.027191422525378435
CPAMD8,,0.10229655845679035,-0.009044631870522417,0.08633377030352098,,-0.03499264515048254,0.050681084705167224
GHRL,0.01905246158655529,-0.02877478692554292,0.01980351599846691,-0.01061065107047178,,-0.013826334822460776,0.15658349903663865
NPY,0.045520653758500486,-0.08683475529901141,0.04480571302266151,-0.0030403765205356537,,0.03687231111840524,-0.009054977806469156
MMP2,-0.018530316247498346,0.09576416973800468,0.011890329911766558,-0.0074690711542314886,-0.19574361467618745,-0.012990176485566515,0.030906286594762914
PPY,,,0.006547866618751272,,-0.04880822067405459,,
ALKAL2,-0.0176900654674591,0.03407188169514307,-0.044637301961917716,0.022967926199255286,-0.04284293481209719,0.016794196083935058,0.005519224061795205
CSF1,-0.038713951923607194,0.038082597712784896,0.0424291015776798,-0.01809593703955199,0.1288024491544286,-0.0021420071628708974,0.031506972128954196
SEMA4C,-0.033009044961958965,-0.05035934731436307,0.025718165487005295,-0.04897299776423316,0.014121881895795916,0.13202223676709254,0.07218089941066462
ICAM2,0.021386983981392098,-0.07364206729681079,0.012976218246246497,-0.008449959797217814,0.03165793127695741,0.052183296817902805,0.02305609383818541
SYTL3,-0.004646908837246567,0.0034351301771541128,-0.008787490022041633,0.13466103323029674,-0.018840318428282633,0.07550841257504055,0.08013661683295804
IL1A,0.020425815150495567,-0.037215310010421464,-0.00038406767474207583,-0.029909958503653817,,-0.02824656188133166,-0.06365598610609934
PGF,0.041281196654123005,-0.07884073830553548,-0.03343951729734949,-0.003908799057194707,0.09186018784511293,0.0631115557032551,0.03438553390795658
LGALS8,-0.015984385405978244,0.043206855768390465,-0.02129225855688637,0.05646673126858943,0.018173724349750852,-0.01750996007804962,0.03908175393847523
DKK3,-0.030232375196277913,-0.08638457699480556,0.039678263748327586,-0.017758015926272894,0.15427207102424476,0.05589198342978103,-0.03437525660009103
COL16A1,-0.006523750980429144,0.03506142818760735,-0.030874428001558152,-0.039727754675662544,0.08476483651260372,-0.0048033421920947615,0.026637845863187376
TPH1,,-0.01608450200398347,0.020279110775309164,,,,-0.02592189454476225
TNC,0.037443733613439674,0.018786243817530846,-0.05697041435333002,0.02396502094240381,-0.19042965172925835,0.1571265064382613,0.018597304190551372
TNFSF9,-0.02958182235341159,-0.03630923143983943,0.004601861323458459,-0.017722991691198002,-0.024579310575088928,,-0.0018099441696213814
C4A,0.057128911000993064,,-0.024767790295438716,,0.017108081649642604,,0.01603571814150312
CNTN2,0.015730556229290857,0.1466863281311843,0.07015889197694823,0.08553426209706497,-0.04873932183634984,0.06484490149478005,-0.03877157850996455
F7,,-0.013530619287656653,,,0.06770664354790307,,
LUM,0.051560263456526076,-0.09221778496614574,0.03326316672398659,0.030401208733198005,-0.05544876192751139,0.0001382955392200458,0.01727297939366288
BTC,-0.0027847851530595777,,,0.0036076027208661187,,,-0.043075585815054766
APOC1,0.11165198236578464,-0.0015044219433443438,0.023535458797643273,0.06260806566101548,0.18294583058532987,0.09966815807064579,0.022451032153857756
PKM,-0.035166608272168866,-0.06104244877154956,-0.020016399699344992,0.012790790204417797,0.1272067820832881,0.016669277345973763,-0.0036861829275011177
TNF,-0.0030301344701480376,-0.01985786273545349,-0.03533256366032118,0.056320819529238376,0.0455790967913487,-0.009646288807755709,
GNAS,-0.016479062914226437,-0.11743065669167431,-0.048734191772272374,-0.03384670285917332,-0.16656338597695639,0.03156108145627234,0.007817211462856336
BMP8B,0.05353302493341075,0.09246460278484436,-0.011346189624248751,-0.010300165360859995,-0.00966124838541972,-0.013478658724938612,0.014397168537364252
LIPH,,,-0.01996960966222228,,,,
CCL28,,,-0.01195977850514162,-0.01218292066474611,,,-0.0037366668668531596
PTPN11,-0.047549667323135605,0.07095923833693428,0.038604621536745584,0.003512256728936997,0.08454278638741754,0.03421742899734777,-0.06496705480404676
ADAM12,-0.020759055886508494,-0.052268572803275376,-0.024085030474506643,-0.011774035465862821,-0.12913707819797188,-0.07858052791015016,0.029080775182359502
EPO,,,0.006765494240933056,,-0.04797887928726733,,
EDN3,0.038141259215127434,-0.023974348075106802,0.07372838548689764,0.025141745498527976,,,0.0009919406367604217
CCL22,0.007225253659657127,,-0.04206882702200426,,,,0.05306959708877785
