,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,-0.037578387478458014,0.0606599193245445,-0.013018858847518255,-0.021990998923656586,-0.015933922356335756,-0.0673316446299724,0.02704529155459835,-0.051316516672566106,0.0016713549297716502,0.0025653152247769534,0.023985813735432758,0.10598943713486544,-0.007994389642078926,-0.0033598032342821234,-0.0820836978430498
POMC,-0.06338938937156537,-0.015415654071656591,0.09010351522775069,-0.025917394897004817,-0.023028861718376235,0.04290230414811453,-0.017167358310674206,0.005533176328392193,-0.06624737690922647,0.040066609004933154,0.027780313323512832,0.009129877296079949,0.051625347699959245,-0.012143061422087206,0.002529954337979587
CCL18,,0.04339327217272977,-0.024754983617489366,,,,,,0.04592682998531178,,0.04137957459672581,-0.07302898189937769,0.07425218692581459,,
CCL17,,,,-0.021485598480168858,,,0.0418142261965265,0.025487955791304563,,,-0.029229056822822393,-0.05174700416804118,,0.019486816876112013,
VEGFD,,0.03056674793169451,0.005154767989176845,-0.023937329355542433,0.10532695726283796,0.04879539446619707,-0.01965977670217377,0.18102218402334186,-0.045467052906516044,-0.05212912173595107,,0.02196553684205903,,,
TNFSF13,,,-0.013016749201621809,-0.014820284969727397,,,,,,,0.0944002757398213,0.04367847987331005,-0.002436931918996692,0.06106139848236206,0.05304138799472412
WNT5A,-0.00813364402038144,0.05351307511691658,0.042049183076133465,0.03817535559721123,0.09864076237604513,0.0017068773073400116,-0.0044604349816991795,-0.013418025679583214,0.029387841162647248,0.05583905164736654,-0.025264581223376728,0.04165370188276642,0.024778303912112713,0.021812065653975553,1.0115918092599826e-05
CXCL8,,0.01827710971143417,-0.038461981910693256,0.023419134915691687,-0.08264736716443519,0.01979994587034689,0.013246286287435191,-0.009779383480527851,-0.04149364179094309,-0.04490597082634433,-0.07996328441295537,-0.12667587880322342,0.06645917624577237,-0.025495414698182194,-0.02128592127051645
GRN,0.03573547326175356,-0.0023689105468456284,0.13112694153924676,-0.007410122204712747,-0.013251706557192102,0.014536281547123612,-0.012667874717825432,0.029739228539416948,-0.003786428080051742,-0.01633006053169981,0.06627547144207814,-0.03144352346552013,-0.031860189680023965,0.06097871938423484,0.08396510764395268
MIA,-0.0009558737719457281,0.023520248574472893,0.01805310602659608,0.0032196198390904915,-0.02465644340305931,0.03763409358953298,-0.019497327596425338,-0.011943159239999949,-0.025757070764050646,0.02127158190469171,0.1438585941823708,0.11757709706312529,-0.07277022127135199,0.039717051354227234,0.03273076605874353
COL4A4,-0.02741512804478287,-0.034761209045766364,0.03807161358337518,-0.02154414892759897,0.03633264545144503,-0.01530690927568286,-0.019265175594005687,-0.020063557715253446,,-0.04081812896223711,0.0998783329387864,0.04971249865076463,-0.022007221221344343,0.04960724488086884,0.042797829524165734
TAC1,-0.023672045514644212,-0.04353570431241523,-0.012520660527019672,0.01870929058451156,-0.0014873744087067935,-0.03247401228710854,-0.06333196630080346,-0.004217623411518506,,,,,-0.015984541465472606,-0.036203313928290515,-0.018703809968712744
RARRES2,-0.010152655005429008,-0.003531214566026655,-0.04907412091663563,0.06186894904104464,0.010637053639946036,0.01329855866074359,0.03262635065589783,-0.029020034723874395,-0.021425180690262953,0.004510497153953141,-0.0079650865476009,-0.0649644386570382,0.004644359301049134,0.08610752852805108,-0.03270504661930176
FGF7,-0.032879932279580686,0.0035321900678949333,,-0.03808521680125959,-0.038523488066933176,-0.007099340782637973,-0.009973127685653935,0.010459282951217962,-0.017563733554945782,-0.08160159395918061,0.004835228399282579,0.07678347201157787,-0.010211790240324346,0.046958043021848764,-0.02450785956994769
EFNA2,,,,,,,,,,,,0.12081043455588142,,,
HBEGF,0.0035521831648974156,0.043662228918646934,0.09008485116365839,-0.02824897522051868,-0.021458553705270316,0.02320315793347546,0.0370333296897809,-0.026968666037582835,-0.03314935252030727,-0.0022215979254828,0.04333279518905089,0.04411820321801756,-0.04173100477064857,0.07020960258277582,0.03605100654494385
CSF3,,0.09150096523548924,,-0.025608959993770435,-0.0605254532893798,0.07644311882907386,,,,,-0.03224118980846168,-0.05375083921771352,-0.03612550326859925,-0.014018057443483806,-0.021585072902891186
PI3,,-0.04117980313818562,-0.03671601064478746,-0.008986515950125921,-0.014137002064775318,-0.018235125474825697,,,-0.0474816099609485,,-0.06554828323048607,-0.14854134684192102,-0.012942743786397119,-0.025275918902520376,0.015662921471052315
PCSK1N,0.023183825412641367,-0.000492136328496076,-0.040180199985868435,-0.06061569152606834,0.0031067855470703946,0.029210152438844887,0.02685551252956896,0.0390856536931594,0.07519533008039063,-0.03598480253749423,0.013555712750654366,-0.025403313693201455,0.01651195667923982,-0.01663202211982565,-0.02674806096292992
NTS,,,,,0.11645316244005684,-0.019904884565409987,0.02942721212681264,-0.018194254298950975,,,-0.004395361917297533,-0.011614180275416061,0.018980603824456873,-0.042937222958725645,
SFRP1,-0.034443424174633586,0.0024288227918492847,0.04570615032380266,-0.00289541280269158,-0.02295316132130041,0.013413622502407869,0.02470377016806113,-0.014316635125906505,-0.04952667443472991,0.03780162586660896,0.013385811920943439,-0.012889821895999767,0.002019666734406709,0.006979228827669651,0.0024229348679479417
CXCL13,,,,,-0.022746875994668937,,,,,,-0.02406659710995638,-0.06995542304459167,-0.0522862014521361,,-0.02898783479071822
MICA,0.07587171290640145,0.02204505015854841,0.06451958890404863,0.012641275999739004,0.009814193495458659,0.016254035167245814,0.05146442344537902,0.01903484655782551,-0.016022796414892154,-0.059316255291610914,0.04766259566425246,-0.0010177341847992143,0.018634798436061,0.10187702759544952,0.021201269688844036
TG,0.04390599459099326,0.05860373446429066,0.004292358877473192,-0.020230999537027984,0.08469083004360939,0.058023882314103235,-0.018590383321507534,-0.010360886564553713,-0.04505427515474994,0.045202614183266515,0.005293354141553585,0.04088199040605427,0.04789737988805318,-0.001432000181087066,0.03383386957746929
ADA,0.0057763288701678395,0.09887183049451448,0.09796694107764306,0.04672542550361434,0.004811705299843574,-0.016843683678391848,-0.028534771520286856,0.05369437654391097,0.0017189123124430141,0.035109168615395106,-0.02033546360966336,0.0195550417502726,-0.04109242779285493,0.08596172529002924,0.014308501423327336
LAMC3,0.07562067487408708,0.010620507597456384,0.09976745091955497,-0.020090720433474686,0.057415084980578776,0.10519183203055195,-0.03137375347808332,0.03697263960523025,0.14289588984831791,-0.006769794368774582,-0.003368128539960089,0.03177214550744353,-0.038339182687654384,0.017539233426955774,0.054262101863835614
CCL7,,,-0.02219919058915868,0.0047881988649518875,-0.030158157879019796,,,,,,-0.04380761886163669,,,-0.016183778437123226,-0.015105033567396292
NGF,,-0.020026904815348884,-0.03811490785006567,-0.024879200100943497,0.014125571750351722,,,,,0.0025397970790082955,0.0050483540190983675,0.06580515489629812,-0.03638482496732308,0.07084490109509209,0.01088418724069848
TNFSF15,,0.022429376325515397,,0.019089207090119572,0.026436297772521298,,,,,0.07018356439110647,0.04350735424919146,,-0.02243331733143251,0.019604818608571953,0.013804632877782105
HMGB1,-0.08135537575138321,-0.04267308455317296,-0.030590581423066233,-0.0031692727314998276,0.05387614435760599,0.0011299842149686031,-0.06105132293975934,0.03501906271958829,-0.06917330899994581,0.05924760124248892,0.01486512944113327,0.0629116829179293,0.01893085519550266,-0.010959076167181038,0.11141494239875926
ITGB3BP,-0.011754645920311795,0.03395174529503021,0.036479536936702944,0.0534640597379917,0.04595243953861545,0.007562399847710397,-0.0009158515615871237,-0.015377648180190055,-0.07410244354112856,0.07804339817888764,0.017954813613240212,-0.02355087087467218,-0.022824264967499494,0.05257894218335491,-0.021508022123005465
AANAT,,0.014176552870949906,-0.03220764817382181,0.06141377484958973,-0.020119762379159484,0.011339859335017341,0.05123364027824741,0.011574770438298418,0.022765276177133188,,0.02945664928853835,0.034898852242424554,,0.022059594634017583,0.0012418301277857874
RELN,0.017295550988558565,-0.034530715021952624,0.0353511597448722,0.0214524358431392,0.06863063688993508,-0.04286387128992253,-0.022020063009940565,-0.04060914166281786,,0.022050311183350074,,,0.00017151108594629487,,0.013781738905917409
IL15,-0.016712738607974478,-0.03521834457519397,0.0984401351467904,-0.03386940652389852,0.048740186888363034,0.005131820054809211,-0.022204778770502268,0.029570437683214545,0.029366205014392632,-0.02842741897380777,0.0212459205188671,-0.03017546444129049,0.02887726308184159,0.010351637064100985,0.04126450008223223
UTS2,,,,,,-0.00695936030591964,,,-0.049986856050062756,,-0.032727356491274805,,,,
BSG,0.04591148229041865,-0.03972188983387998,0.004893202681495649,0.0022002970994588447,-0.06919158401585099,0.007510205072979423,0.008068533299894758,-0.051113763312435286,-0.08876235976107433,-0.013368462639823858,0.1132871723832279,-0.049859363815776554,0.008476709900690013,0.05031050225796576,0.06953394749005187
ADAMTS3,0.019844304755021393,0.06267290956596858,-0.021298715104843647,0.031745940076969126,0.054167404396852664,0.017321505979025365,-0.011452024127671887,0.01653789019222209,0.07406481567443901,,0.03210827547203965,0.03428510316578113,0.017233227881749733,0.05446500324013065,0.10184590023166071
CD34,-0.054858984467906415,0.07463563447687838,0.10096699005970916,0.004871988483417269,0.02082602255245803,0.02827198717664082,0.027074403523913982,-0.022345327899179583,0.12142698009663211,0.034074740442812314,0.019612913404866008,0.01029257725309439,-0.0021589780086530195,0.061810622737969494,0.01583035588637165
CCL23,,,,,,-0.016621358629161316,,,,,,,,,
PLAT,-0.0348292140987006,0.00897376218815878,0.08579428368241925,0.006255235223775977,0.02003569185721505,0.07811169972589511,0.05170976845071732,0.003959618718233786,0.06110099083365179,-0.013158242931518205,0.1220397145164373,0.0993858598245821,0.05140866698386389,0.05010928064178521,0.09569256723415702
NTF3,,,,,,,,-0.019279109180365024,,,-0.03658587975423701,0.08539636877673976,0.008866337496868921,,
LTA,,,,-0.018747014292457547,,,-0.01610160040409099,,,,,,,0.08676322973257986,
CKLF,0.029450435421353904,-0.03669140758751371,0.04127721446997696,-0.01224266621501957,0.0651759180591981,0.028159915021219284,0.03057161056765461,-0.005061285345778959,0.09105486352044762,0.013591461895083675,0.06806856441049731,0.04222030510003432,0.025691462648239124,-0.0199251115162015,0.03987592489490834
CD24,-0.055473469300091026,0.05870403647537598,0.02173261242377092,0.010908538457968688,0.04906491246003618,0.046247717104953685,0.06637479600841252,-0.031440317005989725,0.023336060836227458,0.08870254966095162,-0.009207206318807866,0.09255093686278537,0.01714509352850718,0.04303328727203415,-0.006189822146857925
HSP90AA1,0.02077004115695326,-0.07592068078524464,-0.079382880525919,0.04939122381331099,-0.05491331621376292,-0.0799870093951658,0.09096881836816278,0.03659751783981516,-0.043555465426935835,0.06235111765938724,-0.11625748513851765,-0.16982958878627008,-0.02566411983993223,-0.05555511620430897,0.008809818016646981
BMP4,0.05528058367119112,0.04383076332171237,-0.0311061754737201,0.039262672180069326,0.045548597517075455,-0.01884924351968583,-0.019043230876749986,-0.00841501553308169,0.07037073252752508,0.03173365470598916,-0.006997763455546056,0.03840048575732189,-0.027068056423560288,0.0386214562086364,-0.017548500562214416
SCGB3A1,,,-0.02219918836926928,,-0.02396015321691366,,,-0.010074172191622877,0.0026503718740126633,-0.03933862984864797,-0.011591809311352954,0.07039579311189527,-0.030401431813479953,0.006199781375078989,0.11389777179324136
IGFBP4,-0.04345548330970116,-0.03318221185342542,0.15532452150006784,-0.04738843296918149,0.012849010938207903,0.09274081206878476,0.031004738704834705,0.019273810107689915,0.1140619884824009,-0.0018830389631855173,-0.06421459537763362,-0.07542572622297486,-0.05042276029481373,0.0451064954768756,0.03542958349886652
RSPO4,,-0.024464917465831716,,0.014819308817798752,-0.02765391165892944,,-0.018727141510439884,-0.010074170718047299,,-0.05114289078339036,,,-0.03137430893123944,0.044776479285458574,-0.027515635966836823
LEFTY2,0.006242211350880951,0.0207455573322844,0.0787214524082746,-0.03418908707325491,0.07387073422331775,0.015699176081872462,-0.02086226321843345,-0.01104645140215387,0.14299190212141877,,0.09409858745964382,-0.039174283554557536,0.012475250863130049,0.12835784155644886,0.08723806816558463
PF4,,,-0.02302809444214287,-0.012761752179359485,,,,,,,,-0.031227437899706473,,0.034563454517734724,-0.021554554616525674
ANGPTL2,-0.007280155831258071,0.022577510470369433,0.09625699964518768,0.0352975316207601,0.04161391173513272,0.07783198325124734,0.036102253354829306,-0.01402906062097356,0.04109638297360637,-0.07332476211762479,0.07644956370084939,0.06608047317211754,0.03927467082920245,0.048770621331411634,0.09260818166562551
LRIG2,0.004860110705700421,0.029596478017813094,0.00042587588964018946,0.013493493093474609,0.00275375538486263,0.066814276977446,-0.0009725244741135317,0.030311495873121614,-0.036622871421993185,0.06976890344849454,-0.002203331174616283,0.1066476309962751,0.06743763678777479,0.11648145447945916,0.06372033409730817
ICOSLG,-0.010043093645811412,0.031580452246720674,0.029193636090394038,-0.03757996232857552,-0.028950244577009555,0.020960264707003132,-0.012468300501415262,-0.019118894753052604,0.03808494866030712,-0.03211644950069265,0.027150246129216425,0.07928925691349659,-0.029357149612726372,0.06532117151028363,0.026621765823908346
WIF1,,0.008404273869695666,-0.04143531818237975,,0.048476162841689624,0.0010777426176834246,-0.014451291538477143,-0.01895750348204264,,,,,-0.015268883302293547,,-0.014105503628266434
NPPC,0.03638880562715401,-0.025032659726752737,-0.029531790093664505,0.009559681473474631,-0.04824011814473245,0.05217761474595962,0.022741945239005718,-0.014000631934551066,-0.056801076592555594,0.2032567823151007,0.06709865865046913,0.05755114706140973,-0.03921972400439982,,-0.010012270709204943
LYZ,0.07275239534914214,0.010958825462316893,0.07878392912386224,0.03630272890429805,-0.011142475395653025,0.06259171205884641,-0.04302876653887965,0.03339363032545887,0.0705129216073592,-0.015200447304729013,0.04455806914507219,0.05463987663575257,-0.007492007132709382,0.013612769133691836,0.02439004955793592
EREG,,,,,-0.03891561513372912,,,,,,0.010115907644877443,-0.004491496054728766,-0.039077230746918566,-0.025704252857207916,-0.024815677529472353
SPTAN1,0.03789811745411399,-0.04533822766371412,0.0051363512373569144,-0.00299518213477083,-0.008027949378562715,-0.03098057842138906,0.01816312671066668,-0.02452869567524544,-0.04190118141385716,0.03716849854153613,0.017805077321059213,0.09065327565587204,0.060970989447764204,-0.015026745658648269,-0.008343657606317246
PTH2,,,,,,,,,,,,,0.017771003674963756,,
LIPC,0.020613021396082544,0.011044456765180247,-0.004522822680847728,0.028642968574432853,-0.02677353805931279,0.024460189614143237,-0.035012298182816,,-0.040951561150002404,0.014415476290916477,,,,0.00893934973817267,-0.003726177500628332
COL8A1,-0.04676678010165858,0.09196503317050292,0.101893271592031,-0.011173985255390987,0.010330117381605502,0.0221130166227604,-0.03607760905344062,-0.03403155527886927,0.005625265306556453,0.10272989612728924,0.15193076050111604,0.023053228213013713,-0.047492280315118963,0.003994026799257538,0.07236932890733913
GSTM2,-0.05099343348319075,0.0927056626668642,0.021828788012278305,0.08011057001356707,-0.008593334051612072,0.04225848386660479,-0.024289569375720334,0.022309371087151933,-0.07145038119830964,0.007877051090453061,0.024721776580490636,0.10462568308366417,0.03014885499372271,-0.003794417577432718,0.04754170674184315
IL4,,,,,,,,,0.1118569189488649,,,,,,
SPX,-0.043287723172674784,0.004368068745017529,0.010832455360916801,0.02051853252813678,-0.05369685233559354,-0.007138280906005077,-0.019421688724088403,0.06563877578077873,,,-0.003899059387629521,0.0063933497467091645,0.07285827142840261,0.040936759774275966,0.0138618132096583
MFGE8,0.008655656963347377,0.07844999389698624,0.012786415731485645,0.017393020420012114,-0.04570989200638471,-0.005252802073132546,0.00873472793429786,0.004810044417051622,0.08119425470393385,-0.0697741593600292,-0.007509675827482607,0.03110523413111593,0.01728618703475968,0.07402346449406938,0.004379989739766632
TGFA,0.06013740391814445,0.07536652478066758,-0.04321726572897093,-0.004962848994915564,0.0721826999859126,-0.0076544362245094,-0.023607452125005386,-0.03361769751487865,-0.029488709334712582,0.059004377049228514,0.021603282062874086,0.002352485273697629,0.0028598692674087073,0.03410193426125545,-0.01949044085605507
SLIT2,0.039514410937846745,0.0008746333228389333,0.06466165040353095,0.0001929029262023075,-0.04949231504126187,-0.03073609954111742,-0.023639850520786237,-0.02587290685339186,0.0035278269466724205,-0.042589562145818396,0.06431150972426652,0.041534683171619395,0.01764155544093531,0.09089725669581535,0.02882471244823031
PLTP,0.07003572550455756,-0.003886545128280278,0.030159446334563068,-0.04805987811321744,0.05849123638697247,0.023972392128486928,0.02393512641293926,0.01621102401099711,0.05891890586675045,0.08808115740414846,0.015644862264719745,-0.029807202350730436,-0.07743388265432515,0.06307761911032428,-0.01627394904864212
APOD,-0.04027121564248341,-0.06233538069323545,0.012323129934789335,0.01691112803038445,0.04891019178821598,0.011347668138911098,0.032714899233237976,-0.012811993526549268,0.0221911650035251,-0.028132888257326495,0.12535615814064047,0.1211771789512043,-0.003442225979720197,-0.12839176098502544,-0.08512725345756664
B2M,-0.012719701224369533,0.005290007466450791,0.14100749786344868,-0.03303769746714952,-0.009336250280219153,0.0724069696785849,0.04408263341650771,0.04528292488416547,0.052163502155709605,-0.10882417358700963,0.11878682041917434,0.0786482187963309,-0.06625307934200106,0.005736637359979018,0.04759666694370378
OMG,0.016271720613963366,-0.029177599721303953,-0.004755135823783097,0.006547202776741262,0.08288798438901464,-0.05779335806991508,-0.0008315677560678729,-0.047615956584323944,0.08457544165463073,0.10280896057433549,0.054853751311698604,0.15414368969531236,-0.008716504942142673,0.009896996895367254,-0.016430090114899962
CXCL3,-0.02207748459012777,0.005770727552997952,0.021856723008468405,-0.00729312520596138,-0.04751687786170417,-0.019179344338091292,-0.02498422633325562,-0.010777233223471105,0.0027975953605707,,-0.044057620375438186,-0.0762099572549463,-0.03584555061265691,0.00835943375901899,0.011341234728705386
CXCL10,0.01502079018246416,-0.023650078862763425,0.0450903257595314,0.01156483817187774,-0.004243535319338175,0.11325372009111376,0.08177180749526894,0.0006062850834574532,-0.05463999888009574,-0.005902340959081753,-0.04523698644861767,0.01992296039736068,-0.013979061551362654,-0.020776150911939597,-0.04992583301302961
RSPO3,,,-0.030154776769574412,-0.014820285456416822,-0.026773521552113204,0.04298641717323176,-0.028284516382478746,-0.02617039412563885,,,0.009674130710084529,0.060383535460078866,-0.017676371135948346,0.026529763486771333,-0.01999128478129909
CORT,0.008076728827396693,-0.027429482914851287,-0.026868493508414706,0.03916926180625549,-0.03249371080906335,-0.030578324296072018,0.0328371863242363,-0.016151141103535983,,,-0.04995227863028434,-0.0067337914176555805,0.008952801326131118,,
NCAN,-0.018201545234325836,-0.03947783636681558,0.0371583745940269,-0.042328266695861,0.004756834116156488,0.017923300880802465,-0.02308841963938366,0.005972618680829627,0.04592802004042908,-0.05785193777721422,0.12464024792227678,0.12818660762812611,0.05688830152851831,-0.043977493396901615,0.025521441647750418
PRG4,,0.026655204346722285,0.010459119656660052,-0.014626982621008143,0.01934744364377609,0.01678485385756818,-0.00036988719741186285,,,,0.04256351092347167,-0.038304157295233725,0.015273805520374342,0.044602866820794215,0.05528379400470965
ZG16B,,,0.0504912416853279,-0.016976402207867187,,0.028156904134419677,-0.012794183199894745,,,,,,,0.03856472504032691,-0.018388245718958886
TGM2,0.04654136891523752,0.021058611923015183,0.09432662136841115,-0.021800017855725187,-0.07840559654849732,0.05123010550138483,0.05613684456744209,0.050731733124129354,-0.01352299303132656,-0.0666227171014702,-0.025471987972054105,-0.027201413473359564,-0.027385759904342995,0.037822156179573095,-0.004427574216382101
VEGFC,-0.010711760731795781,0.036082480686598646,0.08932181326961366,0.018630791489342973,-0.02950859027077737,-0.027395901253170978,-0.02593262996736876,0.0009675740909229096,-0.044374488560838594,-0.065909265850085,-0.05637788883480539,0.013573420572052445,0.005857015122892112,0.047910161781818436,0.01097283790873865
WNT6,,0.21032630515428657,0.021261071381722303,0.022172010980722537,0.030108348738946817,0.07211407336745389,-0.028472998373169082,,0.0171523387217457,,0.0755533640965172,0.030693514676521705,-0.041638828208006656,0.053471648186515494,-0.019000574699490624
NRG4,,-0.02538712743884686,-0.020446233891483815,-0.01780170697385785,-0.027304795317060187,0.020145119933563205,-0.02457969748970762,-0.04818251886252113,,-0.040818083936231146,,,0.0345650755833385,-0.030833470437500433,-0.028573950060237663
PMCH,,,0.03786641484449213,-0.02466599931731401,,,-0.0038659125534312696,,,,-0.04452742905352113,0.06041447779379751,0.053391545763648254,0.018870969244164017,-0.036593055339477036
COL9A1,0.0027203514556957686,-0.03954997683856901,0.08063518489079913,-0.018592583663677175,0.08389896543228474,0.02341521941189666,-0.03429008197717389,-0.02134025141060581,0.10783680837968022,-0.004752900918374423,0.07566747447197356,0.10225123916088572,-0.0008020871721667661,0.05657697668293915,0.06991310443367711
GDF11,0.06583692053127811,0.0008921285085133666,0.04660819536857774,0.016585379082128888,0.03816160861015493,0.01853985952905963,-0.06976841746182519,0.0073219873844365645,0.06938417804326663,0.10674820007467921,-0.0028458077682231423,-0.00933974750749701,-0.013078839965186877,-0.00045623900908255377,0.015739917739410355
RAET1E,,,,,,,,,,,,,,0.05279697367746834,
IL24,,,,,,,,,,,-0.03319857812795076,-0.03072953227900884,,,-0.03194472560608546
SORBS1,-0.0791011194773531,0.023349829727278264,0.06866216748128477,0.037049333743724384,0.0014859233862004786,0.01800427622119203,-0.019136107316334066,-0.04308305160655897,0.0836971354861922,0.12554058866347084,0.046735453186756926,0.05538579976436104,0.018310375373212135,0.022068148402721505,0.09145882788686713
DLL1,0.00608656934632113,-0.03214687531465834,0.0532585848942596,-0.022308683051262018,0.051820006103801615,-0.03175311265828753,0.0065546213339795914,0.027384566217618988,0.02633086209552388,-0.06021365226949295,0.04253937259763085,0.15942223047233492,0.024816544535526647,0.03905540369259154,0.013168525406100095
TLN1,0.0118113803737478,0.025813725231938166,0.09168596052008603,0.010114132256962562,0.06516920495173231,0.009655163970409828,-0.006858677451596226,0.0659504286637635,-0.00938205332805921,0.014606901762081048,-0.053314106901081,-0.08756280544601681,0.009859565347165046,0.06516107382122874,0.00802076889869246
COL2A1,0.01016500299625928,0.06533816262841637,0.03899428992932174,,-0.017121490646083617,-0.019179350865034733,,,,,-0.014387533920821356,-0.036009439824580075,0.11203000815324085,0.0023465022417666816,-0.0062729203470666016
SHH,,,,-0.015199836489960638,0.025833639426304,-0.015077300192916497,0.007013975356109783,-0.011566946328190652,-0.10151341498940919,,0.045184787918483835,0.08310846633356915,-0.010363306013327784,0.008523186830681527,0.009342316814884418
PON2,0.05036214521494672,0.04249630146641062,0.07141248051095696,-0.01987393068115561,0.0687628312910839,-0.007853133088487153,-0.018487246363032842,0.024045220618528745,0.06622756289503455,0.08785938283856369,0.14052139618931025,0.063328512458622,-0.07320390809657358,-0.0047805233908816466,0.06682335741608894
ICAM5,,-0.030815157260614227,-0.01710965985017289,-0.011237643427131098,0.015575843105270675,-0.037478325851529666,0.010441544018667743,-0.017418454173701817,,,0.057529342114637325,0.008630372128258132,0.007129218237244219,-0.010204437896494828,-0.030410102960383652
HPX,0.003779911069772646,0.07334256206872193,0.02625595178826014,-0.011834108982414845,-0.03344723390595012,-0.0004658210458183951,-0.025107791573567313,0.1038755163574936,0.03358892266935176,0.054184617109812504,0.046935869789558514,0.03062265004508639,-0.011207047110312732,0.10554779832703702,0.02418222147996545
SFRP2,,-0.03383148294322849,-0.029513880096449282,-0.01731096655790801,,0.009288367814120698,0.059266325233577784,0.017310740339494736,0.04585161584210825,,0.041275012605531756,0.013131073569948052,-0.041359563641418684,0.03748393921825922,0.07067734899840031
CFC1,,,,,,,-0.01610160137719388,,,,,,,,-0.025283449905644798
CD70,,,0.14025240940882017,-0.029423717695166735,,,0.009788070702467493,,,-0.0018541964444843666,0.047249988554470435,-0.03922984391647013,-0.01908796238123476,-7.253093823946382e-05,-0.019250535437599366
HP,0.03480687223964671,0.00729941950436375,-0.03167828982780924,-0.004144793198026504,-0.05452015998649771,0.02322347021237374,-0.010076342449795812,-0.046706585374236526,0.041157719750547994,-0.03582079594267001,0.026187090863342657,0.020827500977764417,-0.03702465955377631,-0.005872562188292798,-0.005992709938679028
CXCL2,0.010559476231785726,-0.02192166131799999,0.04633152457925023,-0.03936100321140276,0.00552439342762665,0.09656382475866218,-0.04280153963119666,0.02632337092036443,-0.05542537867169486,-0.0402123685116887,0.00760772717950714,-0.0783804517918138,-0.0961564100143714,0.040824000148545,0.02425348402776903
NPPB,,,-0.02863910153617738,-0.007268153346423687,,,-0.014099216996872695,,,,0.024784475790163837,-0.04018625178514422,-0.013765878348435668,0.025980614845285264,
CCK,-0.008082418475180224,-0.046049531828779085,-0.08021280291415979,-0.009718310679515845,-0.060026016271235196,-0.024594566705742806,-0.0291005463748153,0.033179939708100174,,,0.03285946718011973,0.09481721526394568,-0.0015239389129362796,-0.008402756528846199,-0.0740697191102517
