,UKF243,UKF248,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.024882349983105966,,,-0.022546125196039383,
BMP1,-0.03477165274504908,0.0035509253393995388,-0.031095300881894276,0.005010984666989626,-0.017381519083501884,0.0008057257302108915,0.013534669261637973,-0.044033048640502705,0.06341251798121089,0.030692520724757512,-0.06598365409731077,-0.033498971388197935,0.05048852854986738
NDP,-0.014072065903191542,0.017993846867912413,0.07010263444550918,0.09250327973128718,-0.04381394736047035,-0.03410679473081474,0.03328650388006399,0.009284466481270362,0.005359943910949859,-0.03916476422134003,-0.0025349882201796134,0.021972893668829936,0.08254042524966367
TNFSF18,-0.019872599663920746,-0.03532089237514149,,0.05426304850328198,,0.05543052800380265,,,0.014017837575756508,,-0.03989974073442589,-0.03803128237228913,0.1054233270773429
RTN4,0.028418834171439016,0.047762336456953616,0.00483798046591451,-0.03987063870715239,-0.017151205945901003,0.06284329571097637,-0.01638737243571651,0.022103000631897414,-0.04065658930421451,-0.01257902949188704,-0.00759450903971556,-0.025867239175408594,-0.06573298368133146
HEBP1,0.024938777185382895,0.010808917948660407,0.004451451468674504,-0.028825489836938594,-0.0184196551661001,0.04264690214963528,0.04467744017299755,0.014642119905912356,0.0012181742101747771,0.0044489027813368505,-0.04632951749605482,0.0012481599224231398,0.05629319645924777
WNT7B,0.010210254824162615,-0.044837972485637825,0.02029294766371727,0.029304549399138593,-0.04627234353678246,,-0.00940431891992005,0.005725973885604548,0.028838383235732977,-0.03796587769235523,0.06574077982028012,-0.029872654163270958,0.07199976062976335
PTMA,0.07489578076195459,-0.043916222298599955,0.006629473462951723,-0.04564775225858853,0.12949772271997545,0.05366969483710834,-0.011292257545845601,-0.019174620370951308,0.0038047964116656586,0.014060154418804432,-0.07209268879189348,-0.12169093346501213,0.012723511903871164
FASLG,,,,,,,,,,,,-0.019554246690803197,
CEACAM1,,0.03801738206743363,,,-0.04769191886388615,-0.013868036750903534,0.06961951809324128,-0.02525285586166166,0.019155269373665552,0.005453763710620862,,0.03707515431132384,
PDAP1,-0.02280963456078895,-0.0012220895905619012,-0.054437981854943605,0.035244672784006115,-0.05405581555122037,0.03603641882213005,0.015482752266771859,0.030539499167256297,0.038106117928206486,-0.05022509926999069,0.014723899181616693,-0.0013889299419190958,-0.01678954823912368
QDPR,0.042970973622608245,-0.01823361058225811,-0.05800151210417517,-0.009124910541025925,-0.07928643672665511,-0.0050853567745944555,0.01892896273575739,0.04896757724048996,-0.037868427331709635,-0.007536707531947113,-0.005880390637565273,-0.004609024290134932,-0.04261713942814434
POMC,0.0454608805797093,-0.012425971048879329,0.015822622348285506,0.09720056529203751,-0.029960692332877667,-0.08302241985579545,0.056992990042989314,-0.05194975563434842,0.029600014563572582,-0.022071820709313003,,-0.05765554512076005,0.011256427852711838
CCL18,-0.004411824096181579,0.03419449226058832,,,-0.011698842053833904,,0.10262647888264036,-0.029656220955952373,,0.05156829127579213,,,
CCL17,,,-0.019782675661511935,,,,-0.023863463465680638,-0.03645408279630377,-0.016890718735069032,,,0.02876582999054673,
VEGFD,-0.030027650888936528,-0.0035265897224530437,0.005341003613999404,,0.05613582603260993,0.019249842983753485,,0.006546457042696331,0.027343481852140073,,,,
TNFSF13,,0.09088567582178736,,,,,0.02495680657133831,0.056121759586353674,0.1607950979372042,0.05216107620045915,,0.029475118490368133,0.04168806750514983
WNT5A,-0.044943422815457115,0.03158255251222408,0.007313395354353621,0.046236255097947175,0.04241919476393954,-0.02401381888007334,0.027227164956685968,-0.021452211360455116,-0.04858529652809098,-0.012544883724166848,-0.06271963378703695,-0.08000574025740878,0.032482147401725114
CXCL8,0.014713007379739006,0.06668850978656729,0.07069946473635655,,0.053121778599668615,-0.05604186222447947,-0.08273320348004679,-0.09710397963171095,-0.04657728520456502,0.05298300413571456,0.010980956904384174,0.03324317987128818,0.08097107980136214
GRN,-0.05312455395478853,0.03457026931051259,-0.024508269795406566,0.008999196726724832,0.0828722278535266,0.04244187841609207,0.024726212850337482,-0.023833462767482848,0.08061850303310618,-0.008211763250922051,0.08954301251182488,-0.10318913832569865,0.04182570383113992
MIA,0.11299375671034005,0.01388502216332351,0.0006884186415479309,0.02149175120461411,0.047593410646013704,0.004148384258996087,0.050118530559447594,0.04722695375862513,0.003038584676439289,0.019083510965402846,,0.05076002567081624,0.025769272465161783
COL4A4,-0.030228071074287145,-0.033692493201173165,-0.006980366129835232,,,0.1453738501336453,0.07451478040608275,0.044781362085408186,0.047913943351730603,0.01763747078424828,,-0.0017099454603029499,0.025170414467995967
TAC1,0.042483469382960805,-0.07057114676921195,0.02428710934737622,,,,,,,0.03463218258074658,0.13194484626852357,-0.005476986212551614,0.008775584829809129
RARRES2,0.05226995119061156,-0.05193334164984617,-0.0245310603326239,0.02709518453863193,-0.04795509374118141,-0.00011550950004550774,-0.021766961988041508,-0.07686974417423466,0.08611130828389817,0.009289277846053785,-0.038460741299008006,0.045046733241437445,0.022880462205944634
FGF7,0.03231056903735312,,-0.027563067736903046,0.018774093816282703,0.009562664274412446,-0.07294242032920017,0.039440207034079196,0.004625150863491199,0.06243114833677021,0.05860729060644309,-0.03145385267934585,0.13663115559595096,0.09051523252922179
EFNA2,,,,,,,,0.09566811868439212,,,,,
HBEGF,-0.0616897030254653,0.04555484158581836,0.06687359522684853,0.06640786895548705,0.050561417297669865,0.0809859456223908,0.020448696910365275,0.009130214058336878,0.03237448100106794,0.0640756343833794,-0.11819901204686303,-0.08562105473625213,0.048519467511244765
CSF3,-0.030228047142632976,,,,,,-0.05424027555197803,-0.045251444012677444,,-0.03612549927029083,0.023869529098873486,0.0035196452908509528,0.07323608919308269
PI3,-0.0019438906887174164,-0.029513874417630752,,,-0.005726232225645826,,-0.057591747958096996,-0.08404062597404494,0.04881045733250302,0.0835784392862699,,0.00019714407233599175,-0.0024845270729752776
PCSK1N,-0.07956206199408053,0.029136957192093072,0.005410144043484389,0.016363627916125056,-0.005243674703624843,-0.08822271201180899,-0.04797058829311423,0.0640057682890864,0.07000480556991176,0.05053898071948204,0.13163288349584543,0.07028399827938504,-0.06831090875895565
NTS,,,0.04108926245151697,,,,0.010814297104972373,0.10083416432427594,,0.04745539831548682,,-0.012436517826706512,
SFRP1,-0.018500770820997086,0.004629800105468081,0.009156693818484062,0.03362526150074533,0.02179831977776609,-0.03003476202232466,0.033685540904125046,0.05892797946695209,-0.06806447284548864,-0.00036478483599462514,-0.10320308409948317,-0.02699130525513723,0.0795645886534104
CXCL13,,,,,,,0.00477493345913241,-0.061665795068508195,,0.060445377110934805,,,0.039950301818826583
MICA,0.035692329791267075,-0.010897315127968028,0.022081390846814587,0.04993487145662431,-0.04123370214447615,0.014849930428669805,0.012975083050867342,-0.017636628983910038,-0.0003570802696793837,0.027061820424719326,0.0491400129858728,0.030111805846977306,0.040021891417617875
TG,0.023506599777766483,-0.0014755913286515663,-0.014316636467570878,0.053355551783743675,-0.04785631370815336,-0.01968465008443584,-0.031708576738088905,0.034383704814169816,,-0.02973184102485351,,-0.03639124511880396,0.040314502785047536
ADA,-0.03563490277876981,-0.03630647611144816,-0.023251368968006145,0.01956158119699668,0.051976139905405935,-0.09955227912961818,-0.008778007408669736,-0.012455174305740783,-0.0128814101970179,0.052291144397086146,-0.0725279910744911,-0.08049281378343881,-0.023905840491186218
LAMC3,-0.06290165282883049,-0.017011886521558557,0.0004268377970051292,0.012515517640490708,0.09334187174910366,-0.08420433916786117,0.02257797010264419,-0.027543934305246254,0.04788262493320885,-0.004613623888114679,0.019695139646282507,-0.07775574326762989,0.02184445817239378
