,MGH258,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.012644890803003291,,,,,,,,,,,0.03042618942397478,,,0.05719609044202521,,
BMP1,-0.009549565841655849,0.016113924267902577,-0.008378103550785807,-0.017152666737283613,0.12145246402590928,0.06374801246678256,-0.05971854425967817,-0.013324598914766252,0.042267188611807935,0.014947551628765526,-0.006691685847978435,0.08819312124963602,0.030978475054454217,0.0728166887699682,-0.0031769672271162504,0.07885640773944855,0.006938374758559895,0.03376650446678391,-0.004462299265487037,0.09738557897750662,0.03870347648524409,-0.04472010879173461
NDP,0.045900617164992115,-0.019297733731368085,-0.02449672792510849,0.03853251670014326,-0.05032592251453808,-0.01724831112153887,-0.045828907109448126,0.017750793511089505,0.058173115988847855,0.045525667981397976,0.04242420302657506,0.0497970752031552,-0.041947290330896635,-0.08787962128559951,0.0368025060298195,0.034344761438282,0.004697949666334216,-0.04110620260220871,-0.01919784907398324,0.015998312987974092,-0.024569055150019267,0.10311155997807306
TNFSF18,-0.018712511946211933,-0.028381947527587444,,,-0.016407532268443187,0.0013622674450843996,-0.012622089051545443,,,,0.03321201578789093,,-0.06488933071649257,,,,0.08510355246308249,,-0.029853355000456237,0.038910606465223485,-0.04736576843094308,
IL36G,,,,,,,,,,-0.014899818597067443,,,,,,,,,,,,
RTN4,0.07958759807946154,-0.052786679778528536,-0.04574909041485922,-0.043875619842207815,-0.08753468819422618,-0.12016992380977312,0.0178269071984615,-0.009028666229885091,-0.02422898822898457,-0.0019314672800678182,0.0031998509989676926,-0.06597601141927188,0.06796176407234751,-0.00964141800951284,0.0024737172452195992,-0.0023114218198036322,-0.003635878230621491,0.019353756970517496,-0.04513232475582978,0.012239050884594734,0.017607987460767194,0.024679547918792906
HEBP1,-0.06984968760337906,0.01099753059697796,0.022052041364764165,0.01691628503087211,0.01068687409370186,0.014718725697611469,0.034853198981568224,0.014541928035729557,0.041808795569607426,-0.007571675014324114,0.0305056821925085,0.07824328446710517,0.03509272589493621,0.04551379187775795,0.0327213270108631,0.012456293099887354,-0.007900504428276677,0.00779208673148461,-0.04789121070676518,-0.037889067928504834,-0.024777963673434874,0.042660992510228916
WNT7B,-0.016485136932440546,-0.030535060134892298,0.09356442179531026,0.07852391508754242,0.025949020922101825,0.06935863058363091,0.026089841877582867,-0.022656099426480402,,0.004250776254202727,0.00440155653935842,0.036356254781600206,,0.0239929841333834,-0.08115947704593088,0.04776912814570794,-0.06621179199962195,-0.05945315976163807,0.07316023783997426,0.017455746019231583,0.12575770109066206,0.08704664740446919
PTMA,0.12151974290679689,-0.0009124762957105939,0.03582560647786222,-0.046548534666781806,0.09582142942598591,-0.06584390639198077,-0.038150432770924995,0.01628234609782512,0.04474352661001947,0.004675780092386869,0.10002645177281168,-0.10071309090983008,0.001040707823389941,0.017661334686666745,0.01529313171030913,-0.06271686040672758,0.05156077014977669,-0.04619086142140494,-0.07736302058549022,0.04092404884863501,0.02405983492416272,-0.005175058792486871
FASLG,0.09460312187207606,,,,,,,,,,,,,,,,,,,0.022278368426591772,,
