,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8812bulk,ZH881inf
WNT5A,-0.07402537169210156,0.004244906543443913,0.007330465671435427,-0.013273809407922813,-0.0033012669839110422,-0.09940483298636524,-0.012678320931263785,-0.0014746504233972906,0.05931686278142787,-0.03654295119727855,0.02107404830163737,-0.036491172863659015,-0.0279865685041885,0.001083943707025037
CXCL8,-0.06646590129591372,0.05689737320056722,0.017118963996148276,-0.016488475733305266,-0.026285664628580868,-0.052288624186926085,0.006465714181631599,0.002303538158805813,0.03529137409312078,-0.010971040403615712,-0.028795975079825554,-0.023954259822045857,0.04386879183346566,0.030651662070960917
GRN,-0.04402880087763161,0.009605715908747403,-0.010076526945970332,-0.05211694134178774,-0.03856849026331699,-0.03894553942797142,-0.024108272384769536,0.027649935659177654,0.05742358891634782,-0.03957638066193688,0.05080343083416044,0.023381707181229252,-0.035844810893721234,-0.07680726162835287
MIA,0.02749092589394923,0.06262965160907126,-0.011424715115544024,-0.03762568200757433,-0.0334142132522216,-0.0448405118236536,0.0475983534276843,0.06962362736254328,,0.05795337756251331,-0.012316853904816957,-0.012840863197252974,0.013972076949518032,
COL4A4,0.047307507932301464,-0.007016006064586889,0.03388885382596345,0.01929326178574953,0.02465329924010404,0.03542789231927928,-0.01591783767534176,0.032755985595814996,,,-0.021306730547294362,-0.030324393412015344,-0.018128498744838847,
TAC1,0.05699468562926303,-0.03276465580601348,0.04922466996688818,0.0569571909018325,0.018042919727193133,0.05835270036163956,-0.029385635705681055,-0.049234169489065414,-0.08699137850351399,,0.004814115226376186,,,-0.02118901945953921
RARRES2,0.07217643695505124,0.03346571100676455,0.01403046042987625,-0.05188785591797259,-0.03085120577442544,-0.10901102420636666,0.08280181815934198,-0.023735308530292012,0.05077145103080306,-0.02225301865224088,-0.005782542143190761,-0.07522648550567958,0.017011675327268654,0.01223497048913806
FGF7,,0.04022806335473143,-0.008527748406694537,-0.0074589321836777325,0.017019870617561866,-0.03382611656483007,0.04924946919503725,-0.03790630812784013,-0.008558285489769413,-0.006064569351467818,0.011915572915895734,0.005656939421458984,-0.06064074587148537,0.028361701391055903
HBEGF,-0.09443064869080665,-0.01090439290537607,0.0078009396954210495,-0.004650403744890136,-0.010472695794043677,-0.06731264392689,0.02961557557710259,0.00024618099192104213,0.09619296358982395,0.004751064963054357,0.11564444592268129,-0.02213806764943148,-0.048183233892889525,-0.03084337036109019
CSF3,,,0.021669779278148865,-0.013834987679710803,,-0.01636530053546234,,,,-0.022591124459276433,,,,-0.03734033973080456
PI3,-0.027966655491487247,,0.004855248564794022,-0.038037998776874964,,-0.018427544401517847,,,,,,,-0.02298906227216647,
PCSK1N,0.07094299461595904,0.026287329013916016,-0.025340190841390657,0.0415543163366967,-0.009747940572267645,0.014589655384977276,-0.02553513132522451,-0.03418036552246873,-0.1542109771789125,-0.03554945445201235,0.061371454771268465,-0.0480883687862709,-0.05772786260510437,-0.027457564633235208
NTS,,,,-0.04153826286373015,-0.02146396531263127,-0.020114922962419922,-0.018184279213987235,-0.036919774192211874,-0.009276755202842131,,,,,
SFRP1,-0.009184715350667103,-0.02581484277284013,-0.021104499978306462,-0.014146176451337424,-0.033703610904543234,0.033300676139159775,0.07389618634695738,0.0017621799027527027,0.08129760566669787,-0.041260729324072105,-0.034377049044684145,0.03357375305983105,-0.02785386126205361,0.01053148679289493
CXCL13,,-0.04033705308593041,,-0.01401904151820111,,,,,,0.01806287030031769,,,,
MICA,-0.06553397294455461,-0.05678156746077001,0.0086409621470879,0.03538477620849768,0.005163745365505382,-0.07076342709666149,0.008938442980539675,0.019964992532419484,0.0018947946165229987,-0.05732720361263118,-0.039443954361111686,0.02023824579498483,-0.03707480126357763,0.03789595305056896
TG,-0.04186210333304934,-0.030499598550770113,0.027856226521196997,-0.03000349739194643,0.06596922544035692,-0.00035326513623174443,-0.015360291038624744,0.017155720380919007,,-0.01949037357482089,-0.0016693962435880433,-0.0027408812055428715,,
ADA,-0.0430961451054468,0.020448924056213787,0.0003522675851250974,-0.024935219492763356,0.01647918484494152,-0.0859048066880023,-0.004987917977003804,-0.02703453013146207,0.04418570119825452,-0.024282081396822686,-0.0061441045848967,-0.0010433291084210607,-0.004211690896771407,0.09067074069896108
LAMC3,-0.029223829529691443,0.033869682963967876,-0.012789738388829942,-0.06037354702707677,0.04923368918683438,-0.08890277784503751,0.07231999188023444,0.00340069808722135,0.041489105819640264,-0.03659432988563634,0.0018084550395270193,-0.06384673663232081,0.015714605271077813,-0.046333942488094
CCL7,-0.01690916590593718,,-0.016466360298512166,-0.018586660758054385,,,,,,,,,,
NGF,0.019759526454151063,,0.007499026238884037,-0.01983932583491458,-0.0236420658423976,,,,-0.03214025986165854,0.0208948715647055,,0.007227989493111585,,
TNFSF15,,,-0.018336097551758974,-0.013761500552868988,-0.002797991417426238,,,,,-0.014386472098800049,,-0.03599647584689265,,
HMGB1,0.05646017976224482,0.028933941357590386,-0.00802933208130585,0.007915705586247561,-0.008759966006097611,-0.07015654701156876,-0.032929676535849675,-0.036435760859405225,0.0023342721218326773,0.007921288093565841,0.02600207762102726,0.02715949294768648,0.004008696853507203,-0.00869603128771104
ITGB3BP,-0.0008906190636572402,0.04584458475121569,-0.004412161343934415,0.014588404916548474,-0.006797195183742209,-0.07946483638974897,0.02031775221383879,0.05044633565722262,0.03879812854196892,0.0032488621639216405,-0.05834496294593048,0.03355486342645142,0.06998120551940193,0.0066721175491817886
AANAT,0.0036909349848924726,,-0.01668397525560646,0.10251149103880815,,-0.014761943959450144,-0.01381359949685547,0.027140335027474254,-0.05524951515228455,,-0.029963104574962856,0.03408649951636214,0.06223536306856344,
RELN,0.042793545901932566,-0.017980342960881354,0.08206978755604798,-0.03732964132312009,-0.07864924445509146,0.060828622975130114,-0.03041308704737097,-0.022757629052905827,-0.07257291874768869,,0.032124247017699524,,0.14123983775230733,0.06843797715950128
IL15,-0.05346630793976883,-0.03885602193702428,0.008712237982500402,-0.009547811414590705,-0.020426488816355667,-0.038505165276517546,0.004118443297585428,-0.026681087715806906,0.004866592091422827,-0.033828133720499684,0.07235442020211497,0.06031858573030813,0.0964394206956444,-0.039493083945528626
UTS2,,,,,,-0.040656015446037724,,,,,,,,
BSG,0.06257485808850102,0.04097464138923451,0.026112034482802266,-0.05772775841981608,0.028760849877793673,0.052792317147160574,-0.038921909622240604,-0.013032122197725001,-0.04338662033576556,-0.06348523963329475,-0.0048699635454150705,0.017975292064143892,0.028425064192211597,0.0038234561908340693
ADAMTS3,-0.06085792520227385,0.01870477709272175,0.017906552851261606,0.05162932895889041,-0.021344888708259676,-0.10371553385599579,-0.014766993937890101,-0.017347123463002073,-0.010339097622962472,0.02786005803230586,-0.038811879697373534,-0.029912523952833073,0.028818904863886,-0.023206777371324594
CD34,-0.03879931614340166,0.043370286457255595,0.03136511423249299,0.0005762450697590314,0.03522916094729048,-0.04804935783398195,0.020883355380886315,-0.03590055051976636,0.001306030814974118,0.005216373439219892,0.00868475116872291,-0.005135182643784333,0.029409182521531185,-0.0421878891283394
CCL23,,,,,,-0.016796748921484993,,,,,,,,
PLAT,-0.007277763680305781,-0.01775010464370401,0.006066104167023049,-0.021500609903129696,0.018363876388534147,-0.10799531448960505,0.016530045212616466,-0.015433413944790001,0.029831235249015493,0.025944076295113003,-0.013050154871792318,-0.02828391718793641,-0.038054676736937035,0.00048631175716162795
NTF3,,,,,,,,-0.030974288505795332,,-0.018182919735818984,,,,
LTA,,0.03552603930315963,-0.02110449899100478,,,,0.21585822516258818,,,,0.05589812663845377,,,
CKLF,0.0009921020985592898,-0.009881920608123622,-0.03400729528492333,-0.0022331376573641367,-0.059614460145135266,-0.07824713874585118,0.0027573492629796555,-0.03427488018366847,0.09510827762804609,0.01610366840079323,-0.03020639069469271,-0.019552410747479525,0.044169990054300515,0.026872718899208312
APELA,,,,,,,,,,0.034066355209804666,,,,
CD24,0.045272707363557235,-0.005414670584935332,0.026900087242693674,0.0422718171041476,-0.00412077983261813,-0.018952280406170214,0.034407723740410845,-0.002986998263954266,0.05210128879446366,0.039629326230504365,0.030390786429401576,-0.06676969067287332,0.020565863863314868,-0.07059455646623779
HSP90AA1,-0.03286209441999274,-0.0234058236612751,0.004104526599906015,0.02001303218877617,0.032651686071384176,0.050721129018049184,0.0965149825412766,-0.03745237661083852,-0.10335314896340968,-0.0030250585087238835,0.06258439446279043,0.09094853796887108,0.007210636020977819,0.007807467910431758
BMP4,-0.021099314471010756,0.004701339513086085,-0.011758969906189706,-0.02406407696294542,-0.03990107134014724,-0.015809537732485703,-0.030554721569123262,-0.046063945838645697,-0.013019120510832555,-0.03612118447825673,0.034812580900330306,0.014409343175595245,0.08573240709085156,
SCGB3A1,-0.01690916421504318,,,-0.014766791835902881,-0.026074774243365004,,,-0.016185411525040147,0.012352371020726264,-0.030119287104712747,0.016791449693381498,,,
IGFBP4,0.009234020575941753,0.005953952964644948,0.014632971455969703,-0.03146708889597177,0.024147505820637225,-0.06423349154905407,0.005499881965229582,-0.024632543000931074,0.030096485959368424,0.02270565482928564,0.04258350601104784,-0.01640457837520774,0.021961481354741227,0.1126108664840571
RSPO4,,-0.03625984947131612,-0.03230413322244481,0.13563396623412846,,,0.05451893002011443,-0.016185409157557572,,,0.005031955254790707,,,
LEFTY2,-0.022348991558275147,0.021846448955291597,0.024741159136550117,0.0287510503286006,0.03735334467840501,-0.07632409049798439,-0.006633717051117446,-0.017747499093165208,0.1376872572741381,-0.01626663812982684,0.04867186695201364,-0.03192394198106482,0.021704388816426473,0.013527763029784623
PF4,-0.017540543555220712,-0.020402679321751056,0.06652584034299101,,,,,,,,,,,
ANGPTL2,-0.010992336916473687,-0.0038546054452474245,-0.006019801442213968,0.012524482239169951,0.01544483365469964,-0.05613809520492819,0.04463476334922534,0.01625494221236912,0.19924226472177822,-0.02275890331643895,-0.04713508037171462,0.062301419619553246,-0.013752918442420537,0.08654892536420428
LRIG2,-0.030806513409656056,-0.028371018427971996,0.06259735046525389,0.02987150013561694,-0.012938521741077362,-0.04451492873038941,0.004897860147757233,0.026142138609464762,-0.005445354254471114,0.028556004603724847,0.013971954484760234,-0.06568064776531536,0.04053393095633811,-0.04414201464937226
ICOSLG,-0.00043205656200497283,0.05632179639903235,0.021783116768703214,-0.020996855737739992,-0.030043128204082722,-0.03974213724956601,0.04442638789721487,-0.0014214320342605551,0.07206084609469457,-0.04251928550068309,-0.013526642134938356,0.029365811867087668,-0.054929521169488155,0.027680716583696512
WIF1,0.03799282994202998,,,0.08516197070456054,-0.04301687651593088,0.09639223087180765,-0.011940369387554054,-0.010697508228056,-0.048282714784481894,,0.0365703803369921,,,-0.015276514823930418
NPPC,0.041382423665362024,,0.02860596021091394,0.02188314793706301,-0.050024362207907666,-0.02043784417987707,0.0009700687496709133,0.029264325083227512,-0.052642478749286604,,-0.05997242297690137,-0.029912466504039607,0.036819299608734944,0.04235930851700889
LYZ,-0.0436559863211679,0.023314365269676035,-0.008046781376828164,-0.026362884165344415,-0.045019422107973245,-0.048728904823315586,0.0034293258488948615,-0.0006208309415034579,0.08882175360849069,0.029769464830448324,-0.05687824538080542,-0.02748620282034658,0.054491710392031996,0.051358615330624705
EREG,,,,-0.023983936273004863,,,,,-0.04035948902688359,-0.019021294401439473,,,,
SPTAN1,0.0969179082879969,-0.028536130881433776,-0.01861583375735424,0.043593636712097754,-0.07146083322262427,0.02778401599413164,0.00986710732054199,0.02623724796521885,-0.10786282580065179,0.018950989672705282,0.0021254339996028583,-0.038493701421009094,-0.0225526758310226,-0.035893077863479
LIPC,-0.02147423575210984,-0.008215581830198496,-0.014709251984055743,0.028658229059327946,-0.019825085100612136,0.003124863103252352,-0.01933901466202991,,0.017951874689783157,0.05871509899568716,0.018666046849542362,0.07053365284007587,-0.03897349183499007,
COL8A1,-0.052381470036820144,0.05690498624417431,-0.015015643758315362,-0.0715099378327211,0.0005530889766024435,-0.0425742191667178,-0.006149155010815208,-0.00808808517923191,0.07581142726984855,-0.07121202784808814,-0.0480314968017389,0.02716069074562778,0.03867665124416693,-0.010989938977898406
GSTM2,0.04146018527642824,-0.012779913202882952,0.007863415414778049,-0.010820115862401858,0.02556693371098922,0.04779750204942641,0.04266126263058276,-0.047838819659694054,-0.005953685054793564,0.04849952557585145,-0.01640470118885079,-0.019392330005603312,0.02295140048185119,-0.07080720236879315
SPX,-0.03473118364044819,-0.01600145678006614,-0.04230537627530314,0.012034916249146712,0.009552950919677906,-0.006677802269651181,-0.03125791010168862,0.01462257362099975,0.05055929579713966,,-0.02760202165356773,0.013491264086364176,0.04085143207515467,0.062779372239805
MFGE8,-0.024845073600036273,0.06282251134633168,0.009219109435327834,0.0465153533800251,0.05652442646702669,-0.004594360374767213,-0.05038449449658829,0.006394399232011325,-0.06429390610197118,-0.03758386357423968,0.015730383960587988,-0.08618099394819859,-0.010052050743783144,0.014799718579144973
TGFA,0.03356291152361733,-0.00748252294341958,-0.016717981799171867,-0.004295182144320044,-0.02460556394245172,-0.007654436552772716,0.010879022924048333,-0.0070144836554642065,0.059561074566527726,-0.025634839668800723,-0.010582182735511567,0.02455921469289763,-0.049495103438701435,0.026530651519605698
SLIT2,0.029551622713000356,0.019792311123285136,0.09717697865004718,-0.02167675878436158,-0.02592644360225014,0.06653666185497922,-0.039818453002040205,0.0024716169798674717,-0.07887864155865337,-0.031504257384048745,0.05382330174296668,-0.03382835423744461,0.031251478819697955,0.018679290105310768
PLTP,0.043712334706545085,0.012625481632544983,0.022427574617589655,-0.020340325193394675,-0.05445680921954413,-0.09501810595762124,0.09128239414387057,0.029829048318030668,0.10005680059699042,0.03798887083573086,-0.04322680177085582,-0.032624866800897254,-0.04190425150108927,-0.025215068572478065
APOD,0.07071854039330536,-0.08373330922835334,-0.026790004015494046,5.482882539171026e-05,0.0631666706897116,-0.05220292829609159,0.04572573771938834,-0.028367590566856043,0.13684861781340593,-0.005950538342810147,0.09068798624842497,0.07670215270882742,0.07570451771016172,0.09834437179190753
B2M,-0.03293756441757252,0.04050613325664553,-0.01760409103196874,-0.05060048769310191,0.047170362001020004,-0.09305296124613903,0.10359821180702873,0.0011628035579794493,0.1600527580299449,0.0693130617481984,-0.06341914294169265,-0.05924178761490051,0.025512583834485465,-0.07862870774220491
OMG,0.05408205783107153,0.04206333804074102,-0.05204574205434755,-0.003873750643207429,0.002275983740511993,-0.01978247963769294,0.041229585682227426,0.01530683808227386,0.09003660553015404,0.17861108435963832,0.04423967670612925,0.030812373964470285,0.0538021709095755,0.018500409313163248
CXCL3,-0.02004750905634698,-0.04194596699898849,-0.00854025294285187,0.042742037961743924,,-0.019381726759714307,0.01601568775583777,-0.01731496658040692,-0.00381391107166578,0.12108621231900148,-0.02001339887879533,,-0.023568354096366574,-0.05507945184411307
CXCL10,-0.014216478472055795,-0.012465592293289595,-0.019266282435760278,0.1050684144217651,-0.027920696136268228,-0.1008983876092196,0.08388316048681019,-0.004948793774671218,0.018177289328380832,0.02985460515637748,-0.03180371279513154,0.030421278954469347,-0.031751600218745284,
RSPO3,-0.02296895110681413,,-0.016683974022849584,0.005241979066311658,0.03531913554259037,0.007720171369556102,-0.023370061607013264,0.031685856583158936,-0.038990909058699424,,-0.020913616107861664,,,0.03209615012971173
CORT,0.007164743106813257,0.017282297478302913,-0.0038743012297951162,0.05405093253364679,0.03983503414431988,0.12954554941612195,0.008144945485251225,0.00015817261322717178,-0.021835508571326975,,0.0586766446563417,,,0.06134338459627808
NCAN,0.023262418363976255,0.012646735714943205,0.0016052416194568295,0.09554670900459707,-5.284869594115997e-05,-0.07132607463211117,-0.05746922805020358,0.015278534773606208,-0.07221790456275871,,-0.06383139196832463,0.009208022784889327,0.007033543327989102,-0.06708975194647714
PRG4,-0.025429366136670604,,-0.016466362864549985,-0.011814433570977941,,-0.02099833449265375,0.03662746054578813,,,,0.16983352369896715,,,
ZG16B,-0.02344790725471047,-0.01096783638355537,-0.019111227936225016,,,-0.005378573253413491,-0.010571184797707014,,,0.016512067868777045,,-0.027770805316734565,,
TGM2,-0.02810679321721653,0.05071496742676164,-0.003988923794701663,-0.017842671718450318,-0.01006941041452724,-0.054359878548734135,0.007853415114635194,0.02349853485517787,-0.012423138014577836,-0.021626138812683424,0.0714313059561741,0.01190581014721939,0.030539811030031092,-0.09587348166335061
VEGFC,-0.03228763929037034,0.10688948779434634,0.019830217051928733,0.0017978863829703204,-0.0031609544081409335,-0.027684985631678653,-0.028465592565254872,0.046285441767079064,-0.06831270187578989,0.0019139004753083685,-0.024953704235547276,-0.03599647905693762,0.000990382319661598,
WNT6,-0.02728256537835687,-0.022704969631508854,-0.02277510009771653,-0.016279152031565436,-0.02095128367777768,-0.02064911236060291,-0.011772078860682598,,,-0.02399515703285127,-0.021778332971419533,0.07859011249028465,,
NRG4,-0.015573935438508168,,-0.020040316874303493,0.13489988048150464,0.05992711984389735,0.00458700536443751,-0.020308957623615398,-0.0012923432128074854,0.004091627905917158,,0.018141315245665406,,-0.02496245005393539,
PMCH,-0.017949798718652345,,0.016048616460039935,,,,-0.015473286648513907,,,,,,,
COL9A1,-0.025070740883287108,-0.008279990130418285,0.034413445706457185,-0.03132444104085138,0.01400851285031093,-0.036345183612067226,0.03843031353576816,-0.034285770042295854,-0.04084392183907801,,-0.0015350365025910754,0.03743062196609788,-0.05863747055699325,
GDF11,0.023857441599276063,0.022498834438156014,-0.026276912034442955,0.049888948246532124,0.02929381711306571,-0.057778807100536254,0.025137725739444665,0.01827794460034052,0.04857978376923435,0.03619258251663975,-0.0118488065226125,-0.00818217805095239,0.027484244769515567,-0.0036995393243182376
IL24,,,,,,,,,,-0.013531751213497843,,,,
SORBS1,-0.004177534173761656,0.026367128943972886,-0.007520072963248348,-0.047816653048970356,-0.03820926693419422,0.02526675122195966,-0.06746970905921239,0.035519415989518396,0.02723277329360553,0.03712375601939174,0.03542000884810613,0.020712982526160075,0.019124872523686973,-0.007834797345281506
DLL1,-0.005123684795297563,0.08576062042651471,-0.0074126688557060475,-0.036236358406276106,-0.008474372385365542,0.031208732534378263,0.005331815068261192,0.03331274818857596,0.029970408478713705,0.09586093300405692,-0.01421454791987536,0.012548034694490479,-0.010305767668020783,-0.06236517243875593
TLN1,-0.018987827315713666,0.0004916826753952559,0.024706794080391753,-0.04380649619091305,0.010838330358151614,-0.05200296086582007,-0.0006284269688275258,-0.014594006947156804,0.10343174311693705,-0.013377817892809118,-0.02384949996819522,-0.047193209668529676,-0.08342623680596407,0.13019021181364937
COL2A1,0.028725876944157524,,,-0.010552081449654537,0.04104106437992284,-0.01938173335553073,,,,,-0.020317708673134607,,,
SHH,,,-0.017111254563606574,-0.026750240408615993,0.020671103830652206,-0.01523639742120492,0.057112886725334835,-0.018583738976140997,,,-0.0014179682263364454,,0.003067597785502655,
PON2,0.009906778603168343,-0.017193127950109126,-0.08366495112518292,0.025570063447316032,0.02336353371483426,-0.03332416397520321,-0.05508024588275181,-0.006987267560432246,0.09441231184483405,0.034539662781288887,-0.014456697580539388,0.0393771512106993,0.04070348647448178,-0.016536985021987877
ICAM5,-0.02897423625538653,-0.029226395083217258,-0.026669104728862213,0.055182586744341275,-0.05377739982538673,0.06984210201631712,-0.000919527656471139,0.0378424121687124,-0.03987585874413039,-0.012809465152590861,0.039599975777513494,,,-0.047410963517702555
HPX,-0.04225323809932493,,0.014793825828678431,-0.01675651203044458,0.048128940026658615,0.027900535210837206,0.007052794946678155,0.10635234747677895,,-0.009678925152207437,-0.049288236868971984,0.03710877271193337,0.13671660693497367,
SFRP2,-0.022480778885808534,,-0.019487864603681095,,-0.010141608524581897,0.08330812151589703,0.014818550789774971,0.004396637525860041,0.025785155433199623,-0.0133546431807798,-0.019195654150454825,-0.000559404992428036,-0.008775845313119769,0.0829294403662511
CFC1,,,,,0.005445844681063722,,0.049108651017730494,,-0.04525540910485755,,,,,
CD70,0.010222683786495637,,0.01946602352743263,,,,-0.024816500123150797,,,-0.016616858621588574,,,,
HP,-0.04892905233491175,,-0.03874774325082047,-0.02186047506692999,,-0.05712417487395869,0.09568337722784918,0.007797025207327219,0.03547642393333723,,-0.010633800395685754,-0.026597149208239045,-0.0008263605043596288,
CXCL2,0.017225285976948265,0.023060945157235484,-0.02991087525928071,0.04047488203503819,-0.021160339721918633,-0.06551335741323194,0.03911182121801377,-0.009102719645538156,0.0645466273467742,-0.022118533195273824,0.03287063678470842,,0.00010032013936329995,0.016730047623331256
NPPB,-0.021814458384293578,,-0.026472994677354363,,,,-0.01164946804717781,,,,-0.024953706050501744,,,
CCK,0.028560915652730563,0.006871719485363183,0.034636839604798415,0.05634553768482652,-0.052373806281663736,0.045505921628512046,-0.03672845881321406,-0.019419883728137643,-0.12553054155510524,,0.06543290054009233,0.04658567685906959,-0.0048291602931350135,-0.004696946353918953
SEMA6A,0.0009748659418567452,-0.025839969531006028,-0.03157609397563014,0.028209079088378226,-0.0008775286440563974,-0.05138370297911751,-0.010600727459724055,-0.0539595205137978,0.10663133166212065,-0.00358700607590187,-0.07159284597612647,0.031356642984295996,-0.10749079452411671,0.05673415582454784
IRAK4,-0.0562874109578354,-0.016160431728213097,0.02223642763005085,-0.022193653503571557,-0.01611021077927268,-0.022599167768445477,0.047243588574069226,-0.00924756825797701,0.014491358062149948,-0.009590448378770221,0.029697064842297068,0.025293330306277128,0.13485499821324015,-0.01918534864897922
GSTP1,0.054522817900812204,-0.015922491234861405,-0.029804940387939943,-0.024063423125590608,-0.003957889022257045,-0.0701445167349799,0.061302397068862244,0.006171083757356577,0.17926295788874633,-0.01289456543466962,-0.01687817909621722,0.014914623828748804,0.003762866777865104,-0.01246885133048889
VCAM1,0.008841873135747568,-0.04646786700527968,-0.04868557217505474,-0.0384302030092981,0.003280984472284518,-0.06788402752632088,0.039940259076955975,-0.007244864303105455,0.07454389440422134,-0.01497013770509801,-0.0008985704601292254,-0.005914603260624713,0.004021801242854139,-0.05365026590286157
NXPH3,-0.024486460665495383,-0.020812979470114908,0.019243128615099844,-0.03833105737712129,-0.020170810692439124,-0.021202959824184627,-0.019003278229359755,0.033201383257214744,-0.02647464185335894,0.12568819909449852,0.04193742559618312,0.019970834868934424,-0.03779496813716247,0.011237605812408413
MTMR4,-0.023511894745457628,0.023047947896111684,-0.03499061957110964,-0.04875176269904143,0.014208634897792482,-0.029082160279037376,0.0023981364235836048,0.008179795926105139,-0.008771412645423212,-0.030883043900916812,0.001930301813376556,0.03773939964803112,0.03931342729803774,-0.02285151921395326
LAMC2,0.0026324138792783477,,0.03776717073768847,,0.023826520927495924,,-0.014665380607985766,,,0.057390085700354254,,,0.03798355196745491,
IL10,0.02459961131668815,0.007950694871538589,-0.03614560289862065,0.014081035975867294,,0.0059286372246059905,0.11543887961847865,,0.04721606886305005,0.03412803575275866,0.0365452130679661,-0.04778642731806416,-0.02328036182929647,
SEMA4D,-0.004803936806927173,0.08191648285725017,-0.037643317120079775,-0.005802938595633459,0.05441555075358454,0.032882491886943845,-0.019544958295178005,-0.029648886683935248,0.11356888051368065,-0.0023150155385179365,0.054310774539076186,0.05974705259331008,0.009170631624704164,0.1428189021451434
TRH,-0.05834968780895573,,0.024556360017272766,-0.010384048167539612,-0.03927124699495181,0.003086539991634569,0.03153335092561949,,-0.02984536862000494,,-0.029873671477558993,,-0.05334512001418447,-0.041545968538465664
SEMA6D,0.021131086400383574,-0.010492985281934401,-0.01351950607412748,0.049847710954718544,-0.0063988940167102526,-0.005367018927212736,-0.04966321578169687,-0.021587932118272087,0.06884612706168629,-0.018234461481290012,-0.002179856854200746,0.11459937263792334,-0.03327569768388535,0.01822821009548048
CEL,,,,0.016727176259061744,,,,,,,,-0.019653783563534727,-0.025794762115180506,
PDCD1LG2,-0.03329576198976678,0.012725681955368938,0.022339147145727083,0.010991014828826326,-0.0016214685694760948,-0.04642433186104821,0.01620748087306587,0.042144794255528965,0.007701789819438779,0.013594031555731089,-0.02057755948969537,0.01816189905317165,0.02767449204708642,
