,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.055792090012730076,,,,,,,,,,-0.006140196855655729,,,0.011307477809692159,,
BMP1,0.019847376021230594,-0.030522177523489572,0.004206147556332776,0.04958408230927394,0.036581066789373756,-0.019810500699845343,-0.028716656456581866,0.003402833705483603,-0.4463575606249992,-0.10976278836138806,-0.06663638677431973,-0.13973437689487866,-0.14655995485918755,-0.04702148722569584,-0.00401822706601042,-0.046926458243546576,-0.015982150684838076,-0.06298467094702256,0.006700747165791486,-0.09567411409523345,-0.069822119550621,0.01258225993721267,-0.08971828244301082,0.08982266141082194
NDP,0.0646621921827761,0.11126127372849204,0.0806691867982583,-0.018069314989268705,0.03281909147316475,0.057360372454265965,0.11891268644922673,0.05885739592944191,-0.045365761287076534,0.05256231882212773,0.026140492647527963,-0.11297567041922288,0.03753375339759014,-0.024508066253419072,0.04215295273818042,0.023220033127427996,0.008515397175498167,0.12037260433395712,-0.09703987312863198,0.013458349504558462,0.027631747050804463,0.11252094151435371,0.13790268074644,-0.01504753148398046
TNFSF18,-0.011467245233563636,-0.002302152620405526,-0.039993302407951306,0.017096850246040386,,,,0.014782343628057863,-0.0676195718063009,-0.05681691577621159,,,,,0.03155751308260749,,,,0.057521079959002554,,0.028964504785408813,-0.0037355015715313483,-0.025797182964595072,
IL36G,,,,,,,,,,,,,-0.007899593160495363,,,,,,,,,,,
RTN4,0.03754930291353846,0.20843911203136228,0.09891453862171055,-0.003042422042775603,-0.02681885281851956,0.04108264839213758,0.1117244493154911,0.24101758660658967,0.5098349224357457,0.16967155515922933,0.14786102996339553,0.45977340573287634,0.3143004219020397,-0.000343038445007234,0.073689042568729,-0.09069651052468458,0.06910389137690062,0.01830803226736839,0.011596967233411816,0.25999891661207514,0.20781839363875762,-0.05832547161898587,0.2880155980542493,0.15256936017576048
HEBP1,0.05467688880301682,-0.09689727036541303,-0.00407999331355974,-0.06406913502787144,0.04282568445441585,-0.0027922024155613437,-0.025927470424137112,-0.0037495779227453433,-0.21849631117283497,-0.03922117386757126,-0.04605480985379188,-0.16734000345116412,0.01019637430270972,0.1197159589684024,-0.04495162543051929,0.042739918068862015,0.08627722745981325,0.0555129978739218,-0.07544015987690644,0.1087008249651811,-0.008034920129343487,0.15896187349094681,-0.0771927203050049,-0.11835364499941822
WNT7B,-0.025263787239757557,0.21757371679008772,0.03858715604319216,0.08999706918927582,-0.027464306562623046,-0.0006548114089717063,0.009500251503747895,0.08239809879512583,0.2754623989062086,-0.007911249167291452,0.04590968469160562,,0.09841936970569948,0.10120902628436253,,0.030358387650173898,-0.04094563685655016,0.06876474860918025,-0.007848320506845467,0.04613815791790318,0.07855997736617935,-0.006360763705243563,0.045828247646366296,0.022122350853454358
PTMA,-0.06020142787058197,-0.10608841610418174,0.042413943825063145,0.035901267373805355,0.14579460441522968,-0.007731184756998047,-0.0846767658661889,-0.16716076823409745,0.06854660109738907,0.17481213012288388,-0.08622004775494523,-0.5186139062285765,-0.26171526085253227,-0.12128969866484596,-0.08969845003807046,-0.011051501717435094,-0.03883716624950909,-0.027689030667840793,0.05153334380366716,0.03355090199452799,-0.07437025660002962,-0.05835955779265651,-0.17799848120177897,-0.17979452864020976
FASLG,-0.02526379438176549,,,,,,,,,,,,,,,,,,,,,0.010916282085615701,,
CEACAM1,-0.03507899959990749,,-0.01565962849768353,0.0036240009996806664,,-0.005889493191927218,0.046513154578552374,,-0.13042349844308176,0.015553703959282177,,,,-0.056373456376580304,0.09447052299362722,0.004233056111846995,0.02177648889668093,0.03347126971210434,0.014668693947769327,0.03268422901145557,,0.05595658869694305,,
PDAP1,0.07265697128254,-0.08882561578294604,0.01471607859635496,0.011663764760916068,0.08236831526584885,-0.012794502752661854,-0.04005864432976026,-0.0740273278888938,-0.3421135615393482,0.012845028586256127,-0.029566226937774855,0.031920664572458096,-0.11074283327435294,0.04946194393106437,-0.06644973701158016,-0.03710264219773284,-0.06056466431756079,-0.018518237566764267,0.01115815523957074,0.03918074224962745,-0.0497621910315725,0.022954497010282637,-0.027222348501981863,0.08993955651596945
QDPR,0.012670922920772721,0.15978070362997404,0.035555196928460334,0.043500477561732524,0.08230382631905939,-0.008024015689093975,0.09269674873776286,0.07999527500202958,0.2676498873763958,0.2057233829498325,0.05918365863242192,-0.41900967733056754,0.058543960129009275,-0.061050163455632536,-0.07302253336181062,0.0020947089916798496,0.10451613088440104,0.08227519009614487,0.046819795852502524,-4.410124557961646e-05,-0.07307211200135201,0.024462949337215597,0.23088643358617658,-0.06805337780982214
POMC,-0.060154020357659765,0.14036817509580599,0.014030451944356157,-0.0010398267010159304,,-1.641859651333626e-05,0.0537229299483933,0.03004131672404915,0.024666054821919598,-0.00492495677385567,0.026057219879317264,-0.018952734326095278,0.070599863634872,0.028507058192617042,0.05130680252892919,-0.012927551952603785,0.0369344251033847,0.0397359278635296,0.09707786286234829,-0.008089630980366523,,0.004511832373124103,-0.004106688221736265,0.06540986165093926
CCL18,,-0.05368290758648219,0.005950493942668597,,,,,,,,,-0.1387538126269605,,-0.048337291645873755,,0.013268963021747527,0.020149593749246044,0.015155162614982086,,-0.06964739821969666,,,,
CCL17,,,,,,-0.01711411025127028,,,,-0.008182074308512503,-0.02510754101195666,,0.013946422882501548,,,,-0.029528901563644884,-0.02089108172677274,-0.023306621153826822,,,-0.02846665673312671,,
VEGFD,,-0.06556079796565317,0.026916821393332485,0.060132713548087934,,-0.02277869163845502,0.07615537043706605,,-0.10011328142716099,0.047612147381049096,0.027076701087202927,0.03134917549551847,-0.03329360702467709,0.010383168436313251,-0.060693340966325164,,,0.055822656582963606,-0.026957850490657735,,,,,
TNFSF13,,,0.020680083358719306,,,-0.028852518267515444,,-0.007291312400671721,,,,,,,,,0.07821790397013247,0.057845554793244956,-0.03892421727184887,0.005566690482599105,,0.011291802046306003,0.00556676421727071,
WNT5A,0.028442834094990436,-0.08553363024430302,-0.02256456002861062,-0.045129444016281384,0.06680347953557499,-0.04296638307196114,-0.0012945189804039695,-0.0914068872503015,-0.3602831404845587,-0.034729006603266714,-0.037577539009100866,0.06353365689317611,-0.03168267139429842,0.08157088851964675,0.0031651447559461533,0.06798806757704424,0.06048134164616916,0.09519055173302127,-0.1119860464694159,0.00856289452143685,0.015736632176176907,-0.004789765765868467,-0.12281937783186508,0.0058944821731924365
CXCL8,,-0.16935206952855597,-0.04678937246835054,0.0005601726584535993,-0.025645566435592463,0.016940321836946624,-0.09067418801954345,-0.02502025466332332,-0.14755314967418473,-0.10547153700817348,0.002695841792542508,-0.1455701494705631,-0.09398634481939246,0.028574953124632374,-0.036244977629494274,0.062457506324116105,-0.17106128558923311,-0.21510875764296136,0.01606464325789588,-0.06636579062485813,-0.03164412471032752,0.07500789292008753,-0.16073994115615017,0.02312280559244803
GRN,-0.001003563017108573,-0.1097794216098027,-0.06892030585667988,0.03604680023455034,0.057447798733352935,0.05938225361425097,-0.09049233134974415,-0.05249813989533539,-0.4535946202106687,-0.018755272896237372,-0.037557143260011285,-0.29213497043837355,0.01361803625244906,0.025797502327983612,-0.00524160287404867,-0.04339249393992077,0.038087451449129346,-0.09326691464020524,-0.06579195843586848,-0.16039682360951427,-0.0030661038111348565,-0.050735798921509756,-0.003881589316723093,-0.059344470397249764
MIA,-0.0034208313508685036,-0.017989609422348722,-0.014639508013104733,-0.009939216421795452,0.009158673183530827,0.02078030170096586,-0.028576152526379277,-0.015088014313992239,-0.18017892747185482,-0.09632632180404598,0.033553893166278485,,-0.05197383848775796,0.08956976296415187,0.0416316472759972,0.00379967419933016,0.16153738333352918,0.16154153305540675,0.019998949841710596,-0.10125352767201896,,0.06953435104943669,-0.06270557402967837,
COL4A4,0.033724537474730205,-0.060236465824765634,-0.0022609018291179714,0.0026836318749370635,-0.041149628323982695,-0.04263321766031353,-0.024935685733321077,-0.02086733201153316,-0.048157862522223385,-0.00405825546902298,0.009842698116436177,,-0.007798318641567518,,-0.047524081285335515,0.09456696693659437,0.07283168865964905,0.08002374043875123,-0.024893312972196456,0.07576762247844161,,0.04720660986806354,-0.08727742596684769,
TAC1,0.10530394675607044,0.2290173404236193,0.06720730355768484,-0.02545939115852425,0.14461033825924663,0.05751986443396504,0.17549371124531407,0.17379843432567463,0.45892425295380174,0.2513346158235187,0.06836600582117396,0.3169767647080807,0.2776598816750585,,,,,,,0.0003216718355297459,0.11615108230199211,-0.014049774988124037,0.29633428936482087,0.18996920943359202
RARRES2,0.04267055260164886,0.025701032082220097,-0.008657392104725853,-0.08092485739252504,-0.026261225801401843,0.012038261802415526,-0.09489822823388996,-0.024128116468180673,-0.48206501520804973,0.24280502276176913,0.0038394557166482974,-0.15126074002926893,-0.06692810993031338,0.07086810578368793,-0.1066122368504878,0.0341582185331177,-0.05576262849449202,-0.06444741046322072,0.05052390542451095,-0.03754812182574227,0.005241035387630528,0.0778373881361627,-0.11498431313006677,-0.032278579465747644
FGF7,-0.007835256666364622,-0.0013710613763423644,,0.05329217894041228,0.023264564572553912,-0.01185782779320125,0.07437297585884997,-0.03233223414171939,-0.11461814353953571,-0.02361830683064333,-0.02819719189844694,0.053669421159573565,0.025700038832383983,0.04552787672899064,-0.000849290121213001,0.07585584779782042,0.04481204441332945,0.0016522268267912957,0.009033434089155419,0.0304243738615359,-0.02512152080550241,0.05146657640844875,0.11393444012723501,0.047050845779858984
EFNA2,,,,,,,,,,,,,,,,,,-0.004566468285893158,,,,,,
HBEGF,-0.05488546824627361,-0.05662426110477735,-0.06127549735078876,-0.032714193478332966,0.03569215614779532,-0.034770354658370445,-0.09056264179883237,-0.1251674889932326,-0.17390184822731516,-0.23728117412516334,0.04371162386197417,-0.18307149144615753,0.0264053729510933,-0.04028631287076291,0.10342181859120295,0.009703650506142802,0.09496358617005744,0.04156398735704649,-0.029692126647730018,-0.030698120584725635,0.054223538390178704,-0.035610227430769255,-0.14779320768829934,0.012996624370048889
CSF3,,0.013908211251553436,,,0.0010778801022128654,0.004497025340335934,-0.04116566439723131,,-0.01567985940563103,,,,,,,,-0.075867445060467,-0.10392462789374445,,-0.059778671430185504,-0.005149788862672441,-0.029970998039857883,-0.03808713644900938,
PI3,,-0.12628495100425907,-0.031618147332911885,,-0.019649305122924933,0.01395316810866533,-0.07327325358241382,,-0.08009749943223103,,,,,-0.045414295441166465,,,-0.1836935993721664,-0.20783477209359458,-0.03890219583113092,-0.11776946542041915,,-0.0651170218526276,-0.09303620147170931,
PCSK1N,0.00677066692674161,0.30649693191390504,0.03851589990252057,0.040073761821204056,0.04960045154603748,0.006396750727992992,0.08581397823373621,0.11393652391165376,0.21004619005978611,-0.10453820555123065,0.09721774141205052,0.518759998048032,0.27792746823225817,-0.03701766977830791,-0.03762668565625409,0.08594505315344167,0.15640314893818852,0.007164243790232472,-0.025833567446017,0.21310641455786813,0.28369009001642576,0.05633273264593325,0.27690505366779433,0.19815390829366478
NTS,,,,,,,-0.07022461700295644,0.06210530871301672,-0.0497619925147402,-0.018914055375829002,0.00595859865280982,-0.07699413641153162,,,,,0.012285924431936329,0.043833477180236315,,0.10226063447837476,,0.14185932010435703,,
SFRP1,0.016245623577105878,0.055093239799457176,-0.03480426535238389,0.011420873156183701,,0.0015472867246765273,0.12257057048167554,-0.0015687529315389296,-0.0334314379851217,0.0604914260271367,0.0523605681627384,-0.1620653956922504,0.04199369027607793,0.035216197808698585,0.05342361517849578,-0.027669254984455053,0.18451167488498557,0.05219305213517182,-0.0034529760874839146,0.10976064003915044,-0.1719931557412533,-0.02180812036690652,-0.05025976458152663,-0.05189510174330131
CXCL13,,,,-0.007809672689491555,-0.03708855693328375,,0.01213738649171725,,,,,,,,,,0.003065775921641093,-0.04487974791485807,,0.02190834544144432,,,-0.07044058066144418,
MICA,0.010307529678192163,-0.0807754576506614,-0.02466655225784325,0.011981131429739977,-0.08013709448440151,0.0020961232804966668,0.030725299494432756,0.04419701598560247,-0.15979719436061413,0.018305707810186846,-0.0057041216635367025,-0.016969971597555235,-0.10708391159497359,-0.0459858211173922,-0.02864124261477137,-0.015149409241985238,0.12883512046337886,0.1025686226488132,-0.06947752341608061,-0.0031249219237026522,0.07440971642808622,0.007467089232636734,-0.0568426583645496,0.009582305902782813
TG,-0.029258545677505098,-0.05442531866953813,-0.009073451725396548,0.013230663287430156,,0.022534704507102994,0.022807638904111492,-0.008338805539206707,-0.05606482039418628,-0.054872548164610596,-0.012277445371922423,,-0.011240927226058151,0.02288871535106061,-0.01692740478217017,0.018126956207593373,0.07185929835170345,0.012069098567524788,,0.018969934311495892,,-0.002086373842914828,0.020561196315176306,
ADA,0.044117209294209994,0.031246576630018234,-0.026590514284054418,0.009840963780010002,-0.008880096622807131,0.026417472131427637,0.057558951793959395,-0.02527823282190652,-0.32164784351071546,-0.08610126238413503,-0.009025854138583842,-0.23095057526738605,-0.02603744970538589,-0.022055239634107493,-0.07994722402566137,-0.023514726839943823,0.04757202091833487,0.04098966614904955,-0.01910552143571526,-0.08655491920304936,0.03631618636449542,-0.016883366736880512,0.050072285222147406,0.1412750381885468
LAMC3,0.05052731353792344,0.06535238974329668,-0.04717981293288075,0.0210757020685067,0.12256136852580159,-0.048019609583863344,0.02699819183553316,-0.018114614009968565,-0.24532149663789232,-0.11180173623614541,-0.00712328567686505,-0.057661563207694895,0.014985993085829846,-0.0552026267199619,0.01554462773652345,-0.04426780454198562,0.06406511548672764,0.05185007118888724,-0.01056851191483522,0.0017041171136250332,-0.05622825318354754,-0.015384516511729033,-0.006055501597046653,0.03939244369776509
CCL7,,,-0.04282362579647955,,,0.0411201512863295,-0.025025462927400512,,,,,,,,,,-0.04324315953028165,,,,,-0.031406700716358975,-0.054905474888570956,
NGF,,-0.04158152472477102,0.025175104661408057,,,0.04005272895073481,0.018859112490457706,-0.029767134171412326,,,,0.09971059500686104,,,0.06314287924079726,-0.004769277752758294,0.0527586771222569,0.04003149317306148,,-0.03830442495071013,,0.02008355412496748,0.020725698799630807,
TNFSF15,,0.055144312983123146,,,,0.022872761043264224,0.04999762499458119,-0.0010931640081614383,,,,,,,0.09138535638491146,-0.06940352848411059,0.01873094794571017,,,-0.04549351938481901,,-0.0017763615259675854,-0.04377748189104654,
HMGB1,0.00015856455226658344,0.1740259568917653,0.010995247692296909,0.008816133740773885,0.11677595866164617,0.04400833823190714,0.050888441439458344,-0.030544719171855417,-0.37974760063010293,0.10071217275592324,-0.056463386482008396,-0.26542211017604594,0.022374417768808646,-0.025144601070197104,-0.06370427215174679,-0.021099527748954697,-0.08989671203582256,-0.07908848401308011,0.0066006039143873116,0.009024438524646286,0.030887461302806986,-0.00045530814309984217,0.02112626891414436,-0.15637814503098038
ITGB3BP,-0.022571364564596443,-0.11350682756119704,0.029415438316496182,-0.0010413088329777956,0.019749126106117985,0.04153089974530818,-0.03219063018750174,-0.02565793879553723,-0.33629083596703735,-0.031866846533362934,-0.014367544102348861,-0.02209908816919071,-0.11398122494723231,0.05443887473845654,-0.027873202423498698,0.09611961083047708,-0.009256027053341321,-0.042672403112288204,-0.017799405741035404,-0.02423063802188499,-0.09893369058494755,0.060586251015144664,-0.014389465994555628,0.06911390658712703
AANAT,,-0.018865459518847227,0.010582029047550874,,,0.018593803351887022,-0.020761764427347874,,-0.028812490292108393,-0.01986557735508398,-0.00032572607208244313,-0.0380700316738373,-0.004176212354236968,-0.012451221770118126,,-0.003590879680399324,0.059263277828149566,0.09157321541935272,0.03641129088333944,,,0.054678745575394656,-0.053857408336666926,
RELN,-0.024256110073671355,0.10520877579441452,0.002091322333580729,-0.005110607826519936,0.002214733706342293,-0.012426287886218546,0.05738876796463544,0.10308572549182668,0.17729077835543414,0.057059704043250864,0.0035322481779259548,0.041182348784113275,0.13796670707255929,,-0.041340880141686985,,,,0.046327387699996524,-0.023693076691384322,0.056835788203048285,,0.06786799696676861,-0.0016124621379341741
IL15,0.08614202732937312,0.008861097781323856,-0.014796047539537777,0.0794604516429032,,0.03550434239169203,0.012831610031764685,0.024958380339316084,-0.15907130361653496,-0.014409193984996944,0.028376444726111352,-0.0742180882578254,0.0650506190004811,0.07490292745162865,0.17803667578385238,0.003490385208797974,0.05661123532343589,0.05397524639713055,-0.07052875508370143,-0.037784880446781154,0.06786239498388924,0.05765433348719756,-0.015152128529862629,
UTS2,,,,,,,,,-0.17772616122423293,,,,,0.045030572993411816,,,0.07094909536501193,,,,,,,
BSG,0.059285034424923305,-0.10424978524230075,0.08334656343724693,0.019449368871739422,0.0070867811946959,0.007449789040803363,-0.046231434404963176,0.07577144148407784,0.15917956906527458,-0.21353122386961038,0.04021146258927751,0.3210920225719934,-0.1674572845178557,0.028346986890696552,0.018893554543608356,0.04994881662302766,0.02706875965241886,-0.056388278735089996,-0.06599714877643237,-0.15633923991142104,-0.010033715738364746,-0.042012444497088686,-0.08801115910411142,0.17409838260893395
ADAMTS3,0.012171268240519627,-0.034368383433100454,0.045013170380079244,-0.005216400630954685,,-0.019025506469799024,0.006694897408963832,0.035338904503626554,-0.4262339151361382,0.0077893889560367215,0.041162729950482556,0.028882579362646422,0.0169717036307056,-0.05990706518660365,,-0.03989928960569709,0.11802392657010696,0.08248368009645818,-0.023881994867774876,0.07630451647440077,-0.014801297303097899,-0.02191648229007659,0.07905280466191102,
CD34,0.018860130858810407,0.1347398004848729,0.0165303585442156,-0.0005436570118015423,0.06253438909030908,-0.02268294143168324,0.007983558975003715,-0.00724453992249152,-0.24031372237418475,0.06197604655360887,-0.0133759100845911,-0.010952399452864966,0.041940475374981565,-0.08408144946895259,0.05784228145440779,-0.03865255236702084,0.17800264162678736,0.08410915798348628,-0.0039968738178928435,-0.09222948337510478,-0.06093980283687716,-0.018447291232543444,-0.03574583986439952,0.0067311158000594
CCL23,,,,,,,,,-0.0730090541575987,,,,,,,,,,,,,,,
PLAT,-0.00875946424707426,-0.017262197825700806,0.017110224138230705,-0.02341623047335985,0.014288876190079377,-0.01339567725934861,-0.013167419468251436,-0.13688635021997622,-0.4058824102429404,-0.28045644539161485,0.04251842046691259,-0.006601192216520715,-0.08958785920591354,0.06900576306149749,-0.006064546777317559,-0.015416238431765776,0.1928604168788843,0.20156768335480976,-0.04177161709022077,0.07941386048645062,-0.03513847167131286,-0.0351827128894738,-0.07027829584312081,-0.03461318003830652
NTF3,,,,,,,,,,,-0.0020987200476040783,,,,,,0.08290321688158221,0.18231326531680495,,0.11900118512466606,,,,
LTA,,,,-0.01627911706403002,,-0.030273454810079026,,,,-0.0441153247518751,,,0.009834431368822241,,,,,,,,,0.03302004107771255,,
CKLF,-0.011043617709622897,-0.07175193393754238,-0.021372837136356546,0.07624009749049705,0.10485624147575184,-0.04072753915927101,0.0011159163243645396,-0.06976686888681456,-0.45772208207074183,-0.024595648270147912,0.019829990438539617,-0.2736654242301833,-0.18548161902818663,-0.08180885608928337,-0.029659507838257982,-0.036180916620953754,0.06219089816124963,0.17261610908272773,0.05366192360274258,0.040779844112539675,-0.07070819014007133,0.06362133937869605,-0.06534460816292494,-0.024631074146050036
CD24,-0.020825805475540894,-0.0032869405337706916,-0.07386629115245656,0.050215925833313954,-0.003680501772979597,-0.076519363376187,0.036851445965884376,0.05779634513447817,-0.027772715855086887,0.2079027964695677,-0.1508260520339236,0.030754281585595473,0.05722398722359892,0.022807957482176212,-0.009977708477764814,0.11521087917026007,0.15918109336549602,0.09027675821795017,0.031082936968147228,0.27337689942505505,0.15452884138637457,0.05701569698738525,0.0841255710735222,0.07161697730984139
HSP90AA1,-0.006545954059640385,0.1104831639888572,0.05368281491687648,-0.022644815614891303,-0.13000015071060558,-0.02514002082998698,0.07681586380552471,0.19316050882250138,0.49361837704097966,0.09064476780247811,-0.003753135296298562,0.5110057385750013,0.2925897576491047,0.016937888687335784,0.05096896945362447,-0.05927403234071877,-0.1886368704211478,-0.2658468983802273,-0.010138896526170763,-0.021278703864266824,0.11055144462385824,-0.06557865051634229,0.11816518226327385,0.005988075827347076
BMP4,0.0012381564281519096,0.06529380823001564,0.0058262756951527345,-0.004870908471977817,-0.024453692266231564,0.024478528403756132,0.000833749837116458,-0.03014377480534064,0.07588175606089323,0.15887322417062333,-0.015730249725865477,0.11844885264282919,0.05294728848784349,-0.027884050777048062,0.06114101277196715,0.0207145855669106,0.056127345963010965,0.027192144059930624,-0.012551835001740789,-0.024956057249318576,,0.043963369900202415,0.03171870400412548,
SCGB3A1,,,0.016879143859503946,,-0.02135308720408769,,0.12252999843712543,-0.02575920700597206,,,-0.016273205410949218,-0.03118044358492372,0.1166131126261423,0.1278284545215376,0.012697030287569236,,0.044816118034666994,0.015669855064088623,,0.037032354064814275,,-0.02755356026537378,0.020128937121508653,
IGFBP4,0.0009250397190639243,0.06442468899871014,-0.03731640112912732,0.0724050470995518,0.04123855863877021,-0.07645594550232178,-0.09510164719449757,-0.09733733380215485,-0.2752231316570944,-0.12310874036024182,0.018380571882339235,-0.10772076849866019,-0.05962017580447419,-0.11125098322462741,0.07804493260281635,0.05722835778155604,-0.013485726116509243,-0.0894080732524916,-0.033469672049701304,-0.16447951577766964,-0.09345090829724509,-0.022139710868071295,-0.01748588890139195,0.19865339111956215
RSPO4,,0.02097988811516193,,0.06416496413334871,,-0.03799108137511624,-0.03415269337216205,,,-0.04005786076942069,-0.01732276654239802,,0.029386961917377132,,0.0293718911874854,,,,,0.020719923290076204,,0.006230950120211205,-0.060933159114755366,
LEFTY2,0.036235751891858174,0.17087629777869565,-0.008752413911154068,-0.014652413447113653,0.008365106677449134,-0.007414541889173204,0.00981219464429513,-0.030634898273473387,-0.3266076598008281,-0.05333343925810405,-0.04424063668626063,-0.04421815565485239,0.0357489377626582,0.12126277241552894,,-0.003771359371257162,0.007066411900586294,0.02600095409980784,-0.1515339062175219,-0.05841202050236867,-0.020051757787288068,0.0031746757168310204,0.02842446075006101,
PF4,,,-0.049185312074679924,-0.01885368297725825,,-0.02666603179800386,,,,,,,,,,,,0.05033214061441628,,,,-0.01643907931275052,0.0705670358805002,
