,UKF243,UKF248,UKF259,UKF260,UKF313,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.022022211476913616,
BMP1,0.020663349598432145,0.0551894701808183,-0.05690935551529758,-0.003739816363152303,0.12719675750750398,0.006675323598452901,0.020019780535755236,0.03903125708071127
NDP,-0.01845137604209897,-0.018131296391429443,-0.05769735974995141,0.013730699690560209,0.08229430039209787,-0.00820527713792607,0.0337487021747147,0.011562913727564067
TNFSF18,-0.018681632048898812,-0.03319701666478362,,,,,0.04231236354435534,-0.04218675607548099
RTN4,0.058734751868169455,0.011754194744127951,-0.036368666383083864,0.05604547745948161,-0.020128301496689923,-0.005981866609638379,0.025362022132113332,-0.09563470150749419
HEBP1,-0.023543700348421164,0.06063081114829466,-0.002911971419274102,-0.047362999248020905,0.04237786116564378,-0.003310379412919177,0.008977484266532084,0.07492364267392658
WNT7B,0.027006280138866724,0.0007097089671307316,0.018116392972099857,-0.048705034552794894,0.0301959873969558,-0.023652672907402056,0.0825171659344715,-0.018923659602134272
PTMA,0.041084620281690694,-0.0028199826022672096,0.05102752368171965,0.0017852594257664355,0.12811340541855198,-0.07780953284856808,-0.03067874757771918,0.10139208923096972
FASLG,,,,,,,0.0691326574997709,
CEACAM1,,0.04290290826747744,-0.020929393669734047,0.1393002863759953,,-0.015698623006032284,-0.02657464506275863,
PDAP1,-0.002670608123270776,0.008884912982365043,0.003922776753728821,-0.045845027882551966,0.11155651970349616,0.008066265681081632,-0.025673959306705338,0.015543983946634145
QDPR,0.016075977514389352,0.00334563712163522,-0.03682083267719486,0.0037900873899232752,0.039937109454414685,0.04112689829728651,0.04447994385609152,-0.10260356422419836
POMC,0.03219977578945139,0.08763977094077591,0.06174040820908706,0.06011272626110021,0.046123355245397804,0.0823905002633058,-0.015082213674503608,-0.054728741956557296
CCL18,-0.025053604660319542,-0.00019437693565078245,,,0.0783617903832326,-0.022299414379691754,,
CCL17,,,-0.017677479153820123,,,,0.03191470447429307,
VEGFD,0.051523552831910444,-0.001143074718375884,-0.005074518718847972,-0.015506871298010755,0.041594686135926665,,,
TNFSF13,,-0.0031812173716235246,0.15062555765131896,,,-0.01762850147426043,0.09449996280869907,-0.0458931731044752
WNT5A,0.007640767594722849,0.008842062487465895,-0.025721383473596454,-0.025764953697289778,0.0018360660843849963,0.011120827463076226,0.024477800579768012,0.04582697506195185
CXCL8,-0.0653476615177569,-0.006272441728799433,0.1250190865311755,-0.057230014945378556,-0.021088948776374416,0.025048882535890743,0.03798123361241478,0.11998722019827462
GRN,0.02040379912177163,0.028360971474304653,-0.012095660261441479,-0.047548101093846794,0.0666435119359667,0.009883382396907212,0.012939788451599427,-0.009112995002192708
MIA,0.07121953520916036,0.03191746341032753,0.07344099180614262,-0.015927170924708956,-0.019825137817308783,0.06340930069311035,0.03414927583295629,0.010591860758131986
COL4A4,-0.028416498641747404,0.05584873757418507,-0.015464691564984425,-0.03201848520865652,,-0.02016407584456465,0.07107765955891564,0.04539858102408579
TAC1,0.0660086307537334,-0.024225925907833668,-0.03616298805365317,0.09322107529134398,,-0.027084596948254488,0.033983233638645,-0.06802909920215908
RARRES2,0.02118575129681106,-0.012936685022716618,-0.037724205675750196,-0.04316205205790888,-0.09171324946669315,0.006445538153242532,0.01617439354299925,0.06880209226159581
FGF7,0.057585752677860064,,-0.03133497196712462,0.12205246222740786,0.004882954842847745,-0.04403634238611058,0.0010029996037164916,-0.005538568497076187
HBEGF,0.030503851535945422,0.025457999159579216,0.06512394756308144,-0.016729141367878002,0.05688048544676136,0.05358508613521002,0.03187642197903875,0.060179566881660776
CSF3,-0.028416476144320545,,0.14765031309161175,-0.015348877992988999,0.009724340391542118,-0.022506120490106165,0.16588891817444668,0.10877696521373462
PI3,-0.03366355348581284,-0.02773917970356756,0.18483150032402915,0.047382559646196025,,0.04374214876285344,-0.039600636250593874,0.1014506888797931
PCSK1N,0.014881815590749579,0.04930108009586147,-0.09968293784415541,-0.05613339582549796,0.0031857367900310573,0.02653509918114528,-0.0023117265629388874,-0.12173608523953146
NTS,,,,-0.05194612611605515,,-0.00765750192306676,-0.026991306616985764,
SFRP1,0.03624197319045482,-0.013034054985670715,-0.015424283859748146,0.08474719574614471,0.01185884141825487,0.08481613350677975,0.03589318929620799,0.004671850488720579
CXCL13,,,,0.1249970773698444,0.009420290615619656,0.04873003657770562,,0.09706736135801436
MICA,-0.0638799677858587,-0.002857148860520398,0.1202277147468884,0.02757354681595734,0.019967364739481748,0.054808610966551916,0.07254785286528795,0.04180721289851503
TG,-0.022652467091414507,0.010947219240532468,-0.016645246019413938,-0.01727533416164533,-0.032827235747787016,-0.018522883005476803,-0.035545606570803745,0.04035281187434008
ADA,0.0007962270624455118,0.037848896108021224,0.06929243457731811,0.04211684065792004,0.033201289757588626,0.04648117585803141,0.06750893217707973,0.015470364461290262
LAMC3,0.05726751343170566,0.09271809152204356,-0.03416593926410041,0.0010046321599019184,0.09324543769216202,0.011840552948440606,-0.0317918132126695,-0.014322255598272361
CCL7,,0.06508425124822721,0.154757697888071,-0.023243750634966334,,,0.0024322884182895934,0.08598108435515771
NGF,-0.016371539687658743,0.0429267454808635,0.03627671541840108,-0.024810284562425674,0.0720399851701282,0.0004561074288805597,0.027859412473617954,0.017863357271212337
