,UKF248,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.0533991310678783,,,,,,,-0.016603064049238135,,-0.014040633802940855,
BMP1,0.01396145347404885,0.044144668402181925,0.02655032542834018,0.133876907502028,0.039444019435462566,0.044486946786871616,0.017287712133250106,-0.09308128569675013,0.03882959257429726,-0.0019886377455017737,-0.008334459357115168,0.021931789236044986,0.10082328774206965,0.09512255744968011
NDP,0.024771181655586654,0.07976397690337213,0.007292194557818435,-0.022037252600308893,0.05453326103926093,0.023951753271098185,-0.09777968737915396,-0.044475560868131404,0.0032793343246573215,0.006472456591106846,0.0056440440236447025,-0.0016185408004345215,-0.020049523271850972,-0.0745696865351765
TNFSF18,0.011986845478949107,,,0.004453981864357055,-0.01729886473636598,,,-0.02826729418686723,,,-0.01712244689268878,,0.11089342760127792,-0.013163518397890754
IL36G,,,,,,0.015574362810393053,,,,,,,,
RTN4,0.05407586609625408,-0.04433066227326609,0.034529027945005106,-0.13263849903997238,-0.0026994707026211395,-0.042248571639199255,0.0146152557672637,0.00366199095136679,0.055226681367639745,0.019789182576870016,-0.001993319191455476,0.0737634206291193,0.00835240797993453,-0.02590447569950994
HEBP1,0.03827439736736912,-0.03514415940331282,-0.021435752815094997,0.049721669020328284,-0.008198590309756925,0.029140452296339103,0.0877871393531016,-0.03266251088349037,-0.03033083391733018,0.043642335119828825,0.061372036039851564,0.06717433316478438,0.03286206332872196,0.04027616086874654
WNT7B,0.029572421600275452,0.01979192151723291,0.11930260594759018,-0.0629950201949018,-0.04303627368332808,-0.02134324047312063,0.09926999207988828,,0.07298027795700333,-0.0004798366685584535,-0.03580442162252327,0.010183537454535235,0.09730396248375899,-0.016077509104691582
PTMA,0.020196582978053858,0.0893834771741868,0.0479073472829411,-0.06804735862680701,-0.009914711412245128,0.09684266835839248,-0.009381406139646555,0.0563187889053034,-0.01930918663303064,0.08393687925559154,0.02894755421389685,-0.04852868006945484,0.0733950306032544,0.08197648708556855
FASLG,,,,,,,,,,,,,-0.02503408401108447,
CEACAM1,-0.020954413288784317,,-0.006608656621040987,0.024786289196229428,-0.02720699305191477,,-0.04643480896593643,-0.033632015981884235,-0.025677758078392832,-0.03085548536314636,-0.024603168577143,0.025598887746497417,-0.02251631409540468,
PDAP1,0.0022488598927575174,0.034797360458918306,-0.022688483708888693,0.09794997454321876,0.042376140107681044,0.017852210512758725,0.006698192431109874,0.10436748152077871,-0.03801805694615349,-0.02444198917546449,-0.07305937801791998,0.04814479906817548,0.0464610096471407,0.03519874515861434
QDPR,0.05242596024269829,0.11245826556698581,0.03814673667299287,-0.10346252303906951,0.004201597195248168,0.007951537643810673,-0.09200064146203185,0.019215076035642594,0.00019076616087651034,0.0352564336373576,0.05445121262425886,0.00020462052013779875,-0.0018978387001604812,-0.1141913598531688
POMC,0.043172501710971416,,0.027301176493060214,-0.016251096061932237,0.09202590972498935,-0.04160448308872061,0.0461117011526694,-0.04671521087551776,-0.08151536825721374,-0.030465304664044745,-0.019867453179249414,-0.03805774923332829,0.07330491773146647,-0.007723458688489267
CCL18,-0.02614912792704836,,,,,,-0.03981542108245412,,0.09380726548336184,-0.0019306543931937336,,0.01440789333702316,,
CCL17,,,-0.019144494233451236,,-0.021575052311761378,0.0013165708308392938,,,-0.00963812170291782,0.0248173471456233,-0.02189018087260856,,0.01362271198752067,
VEGFD,-0.026149136230621227,,-0.02132908069721144,-0.03591540732173415,-0.010640281187892476,0.10553500964671542,-0.02016977225737004,-0.04572198872116435,,0.021241948566591746,-0.02308738443118722,,,
TNFSF13,-0.019732977320486286,,-0.013205443655801776,,,,,,0.04414290324353867,-0.00527196935899139,-0.023474388079596065,0.12719675975857392,0.0532561941412926,-0.032685179038786136
WNT5A,-0.03436152448658079,0.04642731617818455,-0.0413845108936008,0.09429705767270555,0.009721248486248613,0.042198560746794136,0.016241703868229377,-0.035511884732368625,0.07331498605550282,0.03710025469290324,0.05100923996642912,0.04810633103322095,0.06062550271982912,0.08398533367481151
CXCL8,0.025376970182176377,-0.07458713754731752,-0.023996288001447815,0.053496701797784624,-0.02111223966240151,0.07982767409868838,-0.01814588278414601,0.009930059880154694,-0.018292039223866203,-0.055413367982526954,-0.01481926966989625,-0.0413624671321714,-0.08820849657626798,0.06385024410039544
GRN,-0.033905739933650036,0.11252157559912858,0.004163533493282543,0.10506858315608943,-0.011123535945791232,0.014605241331866279,0.07131625024536085,0.02710482823150593,-0.03073541180767377,-0.029657546579147907,-0.0484431552349617,-0.017301874900640262,0.021115933209332634,0.05296300761431948
MIA,0.010793142266337274,-0.018654734981473475,-0.02601552226732846,0.04013136109779317,-0.00957061010709853,0.039339177279945035,0.03311450419360198,0.015741070023347684,0.0046809610418860875,0.03240759152647034,0.10625392956191235,0.0025138302091406617,0.05287325470017779,-0.05987429994905329
COL4A4,0.003980273192210352,-0.0011518468640433466,-0.038604389845618745,-0.021126149928637847,0.027690139360902994,-0.025257471486146963,,-0.03580121762809874,0.06976600692688008,-0.032115764458751236,-0.018768650447489994,-0.025747513271944127,0.039953439155038746,0.07299613052119781
TAC1,0.023170393659516217,0.03557797771718333,-0.001744837861580511,-0.11532258875220514,0.000947768203114775,-0.044761525414028495,,,,,,0.032745692753709685,0.01375647891411857,-0.04608651380471587
RARRES2,0.018875249658384406,-0.021689312926589863,-0.032665307635109386,0.11894455692483244,0.02857607564763125,-0.004041030898560702,0.03165080557250044,-0.14158211778626584,0.002785113256716363,0.017103662274403682,-0.005404757678481831,-0.002132213364527607,-0.011776991459597312,0.09888612286875054
FGF7,,-0.03925719251215062,-0.014809669372835281,-0.027380603613045947,-0.026685995663282273,-0.005620211151714567,-0.07737344788460933,0.1044601361121442,0.0827155051970475,0.01965481607595623,-0.03519166291082408,-0.002384216992068096,0.006514120007636211,-0.03177615198100816
EFNA2,,,,,,,,,,0.042509338802446145,,,,
HBEGF,0.01086705410477696,-0.0474887024012168,0.0020433145916118442,0.03803932280478869,-0.00908448974305579,-0.025757933076338974,-0.10236170008116278,0.10285454669504276,-0.013014770132081927,0.03572315608021526,-0.024717603442048222,-0.013972712272309906,0.059778474191064856,0.11024999153526102
CSF3,,-0.023107221860945326,0.026926864040420485,-0.02235105999660663,,,,,-0.0276937849410106,-0.02985755304824254,,-0.04125753573955195,-0.0238896859242068,0.1312005967041724
PI3,-0.027509985072359133,-0.036430190860025094,0.034723615983721805,0.03534316703293588,,,-0.06373408046901835,,0.005897731326749949,-0.047998841882250294,-0.0185992788591233,-0.05176680740941697,-0.05190435094320805,0.11170453217523629
PCSK1N,-0.008564625526610775,0.06745114838066818,-0.015401080886691128,0.025483008785470457,-0.008962922693019144,-0.017677980425250168,0.007852255104798008,0.05061227656252966,0.05445587161857065,0.04929706894309975,0.009070585033870177,0.07013337029046861,-0.08152741787808453,-0.05720791290878344
NTS,,,,-0.027472141375341177,-0.004634064195982766,,,,-0.015215768924796477,-0.03572825602321367,,0.07036185494028183,0.010999824547568262,
SFRP1,0.054173480448524845,,0.08752937014488424,-0.02797044348375385,0.0014716946414789973,-0.013785658434961903,0.1448241996792655,0.06759930903109773,-0.017683506713918152,0.041513003629518375,0.08532398514863869,0.03469847227642315,0.12667829380134363,0.04412556554964406
CXCL13,,-0.016778577182057854,,,,,,,0.005205020401243857,-0.00449265671233862,,-0.01828458308534251,,-0.015440464788054296
MICA,0.01386271819318962,0.02450066507322185,0.025543573081417553,0.07192019852122071,-0.05289814891947506,0.01608392673867867,0.11349522782050293,0.08344616033172042,-0.018021755320261918,0.007548266154850878,-0.035689241201089496,-0.009026156125390497,0.037746534848863644,0.005835874553625854
TG,-0.04117853270443031,,-0.001998070176986887,-0.012485334005425447,-0.021736048728751137,0.03956878792674094,0.0049034828335973385,-0.010614125480641763,0.011835412679087592,0.05378652887372314,,-0.010631860297722062,-0.0006482787396289027,0.07282593164608152
ADA,0.09172148916732141,-0.0075053559204281564,-0.02858027096808124,0.09404383118576108,0.013181550990315625,0.022464753040037644,0.034625098546439824,0.05066141986637307,-0.02466740833629637,0.016072296493230456,0.0037396985367040424,0.02393899830075606,0.0795792019711579,0.04819101167170559
LAMC3,-0.00604335750068165,-0.00427451026359986,-0.0026232046175692484,0.09282097962035273,-0.0014399147253437653,-0.02195892511620882,8.603595888327434e-05,-0.04383671508207778,0.022585915326464215,0.0029736834333100345,-0.0033491842368852357,0.06395913083762354,0.06764198272559176,0.010401241591534579
CCL7,0.024118515732186513,,-0.013033201800788924,,,,,,-0.004867031004085722,,,,0.0912146971288273,0.036146667773610384
NGF,-0.003863004738985649,,-0.029862394161641024,,,,,0.05065138313690836,0.08368801222284228,0.08666348961016196,,0.0036178637789151253,0.05166111371413872,0.028699092978205862
TNFSF15,,,0.06333644225456983,,,,,0.1557324936173732,-0.03932468427484437,,,0.017614218232112296,0.0665771152296375,0.14731903988401462
HMGB1,-0.013071515222226006,0.08648161803145284,-0.051756756767450667,0.10700176258912357,0.019483157457168943,0.0049324944252448185,0.02703926681457909,0.11389327021837993,0.02566845221018008,0.05816520487851047,-0.06433435728661877,-0.06889079634659453,-0.011137789812715128,0.04375823778075458
ITGB3BP,0.013941159612680486,0.06301043625757867,0.05745961128050858,0.11607997857313011,0.002691631955263685,0.033750699066829745,0.06576665767191239,0.02806938618765317,-0.015486642193556782,0.035957271763201445,-0.053107647461588234,-0.008556408290246433,-0.011318781894163998,0.024139013564322576
AANAT,0.09087455855596085,,-0.013205445065193644,-0.020161260979549355,-0.019547355647630056,0.19451455755420727,0.028190276288162328,,0.014208722264990937,0.042738965025958,0.05163983460311806,,-0.02648709544106145,0.01998069956991047
RELN,0.02096826067585428,-0.026022262427426536,-0.022921695339231152,-0.032616292588607515,-0.029550420989846754,-0.02634391811248457,,0.003973904615539645,,,-0.03386202266123848,0.029206581168763193,,0.04702109712257787
IL15,-0.003683181197754312,,0.00836767288723703,0.0021814353538878394,-0.010293865296818763,0.03839247203819082,0.011776253246936154,0.09530994294248912,-0.05078849181179529,0.016719931736878017,0.012362118845419889,-0.03166796383723706,0.011316991520628941,0.10573173642216326
UTS2,,,,0.0832094092597193,,,-0.0585439541701489,,0.026781936874407282,,,,,
BSG,-0.006320603528634247,0.043344381898730217,-0.013118980345414784,0.00028963753253206714,-0.030621289567975465,0.03158216772406468,0.028278354499765918,-0.06568786805510808,0.05801082415819816,-0.0049854753408319795,-0.025130602985377587,0.03913020812011321,0.0017296865048424014,0.11668102302207783
ADAMTS3,-0.060891131737918616,,0.03861582884602781,0.12408781373869282,0.005026518884079319,-0.017621763599133703,0.0389726026528807,,0.018036520475052338,0.043459871899778485,-0.014734726141078475,0.06322458712228843,0.015546941186960568,0.03033650787917147
CD34,-0.020943378338210413,0.004769964129989877,0.0034722949562009347,0.05819628560038264,0.02089869210517439,0.003778671169993145,-0.04757444592854347,-0.0815929702175261,0.0021432947425891464,0.03421987268766683,-0.005476250046338093,0.046804910669489184,0.09344082752905913,-0.010314424329374348
CCL23,,,,0.011771498593174022,,,,,,,,,,
PLAT,-0.025984709604381557,-0.003312617857186662,-0.01733536398732156,0.08986695586583245,-0.04082564363520712,0.004215623863193593,0.05413308550949023,0.05749867674447388,0.025743433823165327,0.04017460249246901,0.030571414639615706,0.042932463650999016,0.09847809651505507,0.07185897689071821
NTF3,,,,,,,,,0.006151476410656545,0.03741308042042635,,0.06648853351024203,,
LTA,,,0.13798668695738184,,-0.01882614064172076,-0.02206943502996444,,,,,,,-0.03564763876258459,
CKLF,-0.030741905818548146,0.0018292875034836506,0.018298865575844623,0.08977722820102896,0.02929496344745954,0.007180500147830185,-0.07062617321443937,0.1097221201997794,0.032150303962369293,0.029304357294897856,0.10284933839026159,0.011273782796500093,-0.07697537730964249,-0.09756820138578347
CD24,0.01572642192201634,0.03138440713356173,-0.027310089731922296,0.04845360196293354,-0.024978938441682617,0.051255560875969455,-0.07338850931608465,-0.08950712182374063,0.0671512951366934,0.09589855206311582,0.024695298516157472,0.041124735278895694,-0.0820946010194349,0.05445867502211361
HSP90AA1,-0.08608005205833798,-0.04530221943234734,-0.06845795693414153,-0.11376431544180282,0.046303557800296456,0.003294140212573668,-0.040106831693886784,-0.047961018218938424,-0.0692912686839742,-0.033069509350376954,0.06986652782942217,-0.03726213694848278,-0.026682962374779524,0.05014016513102617
