,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,-0.023605608056772014,,-0.00042637382798760406,-0.01456208407713227,,0.08260730703995799,-0.012892359560275127,,,,,-0.06262184077016165,0.001627951884214532,-0.0009757244321329893,-0.03621091148148322,-0.030703094846535862,-0.03975883724136788,,0.004785898287363935,
PDAP1,0.02241748657243238,0.046407309920417215,0.027373900772116596,0.013143924895170293,0.01101403808065482,0.02231645928063952,-0.030250696443685544,0.0005155135302826794,0.0027000092088938807,0.021976553595794014,0.01139452884598427,-0.02105571960621976,0.07412977281317465,0.005426846584257076,-0.05323581638739336,0.053985491647442124,0.06952592439463927,-0.021454656887901477,0.04235726344149227,0.007057890937970026
QDPR,0.05307024237121669,-0.1992579013159521,-0.02403727010017116,-0.01029305172916178,0.08633791195224122,-0.061103582322969495,-0.07819384139167804,0.03559008121617252,-0.03167676442632856,-0.010460734771683631,0.029317854577517507,-0.07301019447088504,0.1228490623677127,0.0022738684563961445,0.02964377396539352,-0.014724030297121785,-0.03129893621476553,-0.10038478482154685,0.031235563247366822,-0.12993702203213994
POMC,0.0071553474620216,,0.03567284121683546,-0.004620208154957573,0.06779675231028959,-0.0028086197944275754,0.024784125483162178,0.012992417890197783,-0.021563510695142597,-0.007257511002662695,0.048731275925794494,-0.062318200160063196,0.1731331142797295,-0.01590263677691647,0.07763303543250934,0.03401944410064176,-0.03295569916049213,,0.07178872774985064,0.006390292786453426
CCL18,0.017259436155522355,,,,,,,-0.04947405730135701,-0.031456451213816905,,,-0.008965530588262468,,0.07923833728879973,0.021417273040278958,,-0.02933229645540282,,,
CCL17,,,-0.028540213502549667,,,,-0.03297293717493787,,,-0.01327090469254387,,,,0.21980536788442548,0.11798364887765607,0.010430324373021186,,,-0.03272515438955148,
VEGFD,0.006107175467747158,,-0.03179694952963962,-0.013932177566615205,,-0.03966717780522381,-0.035129875670499584,-0.02186476804537104,0.011222184950455696,0.009565827445438917,,0.019418776157438436,-0.04036218950523509,,0.0002450813660751662,0.008749229917133125,,,,
TNFSF13,0.08700240646757675,,-0.019686400525219333,,-0.01417097418476214,,,,,,,,,-0.0001654532547646971,-0.02808281012285326,-0.011584178220381007,0.04351011924912948,,-0.00023536618844097274,0.0898582469172176
WNT5A,0.010410929623444204,-0.14836606065073216,0.02441502047529298,-0.1001053512501837,-0.008611164409823156,0.02391784949627708,-0.03945385991506867,-0.00783883104043043,0.034114080988073114,0.001529990256314043,0.1148208768944515,-0.0348605756424434,0.0009522459320964254,0.1349719089099374,0.15569679961706084,0.026163088875707095,0.035118033269331536,0.01205062187505611,0.043134084156839975,0.10173827881758947
CXCL8,0.01568337983275027,0.45694023596264427,0.08429938724639731,0.1190388744894019,-0.020157291660404583,0.020361385282935563,0.07665480376907638,-0.04982249544702257,0.056169731185405525,0.018949781682133984,,0.00235719361325881,0.0031546862993328912,0.17232197894181248,0.01976073453591989,-0.03878485145925042,0.06562283953376832,0.04086438318466797,-0.032424122045036495,0.0890478219208448
GRN,0.00840380648007379,-0.24355096744020896,0.017282134770602687,-0.08239532181292254,-0.02031892014499808,-0.004570652633894043,-0.09813673542825635,0.047672173407023004,0.018449646189723713,-0.014003342739894521,0.17031291732953008,-0.003397525115427354,0.0015825145286840162,0.01574873050483537,-0.014803312325023054,0.05619129021749929,-0.029531231518113706,0.12909727269343865,-0.02382409605816628,0.005719800160784665
MIA,0.04280109237270462,0.11867266790082992,0.01397771552204103,0.05885283182719347,-0.025623854357315155,-0.061563181633745995,0.03576597694688079,,-0.019758424793830696,-0.01947883063462047,0.16250236294906714,-0.055139917144459615,-0.0709499702461851,0.044143118345421464,0.040554613229436244,0.009950538439453501,-0.005410903318848394,,0.09707077566780918,0.12698654191902564
COL4A4,0.014210700514914807,-0.017421229369636363,0.04371072777768925,-0.0591707758003291,-0.013483055857268611,-0.02333301521689747,-0.03442476654950669,,,-0.0011104846527265429,,,0.028088094252309747,-0.0076619539851238,0.052306427039178954,-0.029221305339859116,0.014492145562682428,,0.03233060181571821,-0.030154423346689007
TAC1,0.06456817954295668,-0.1990040681613422,-0.014319745997188703,0.00953868427397634,0.08352927070262622,0.04114621647521899,-0.05760651137945862,-0.01160121434398289,,-0.012513132141695868,,,,,,,-0.01853999319340683,-0.032978471362591584,0.028891601354782064,-0.05369053334384044
RARRES2,-0.02409553633563265,0.030717423614499455,-0.011691365449706738,0.05336163708447976,-0.019090704216167525,-0.0017725151343044663,-0.09862594293191076,-0.044883198521037546,-0.022436571528643125,0.04981859931990089,-0.03149943476115356,-0.004439182657520864,-0.09107273346785513,0.12052327266464376,0.09105806543269958,0.02668363741625829,0.0019137080530869756,-0.07110092576883575,-0.009077452312546927,0.0036088869173735256
FGF7,,0.046016460106356204,-0.005369657591905772,0.11313655863516076,-0.027875367111994186,-0.010754450906589082,0.00023883578273168832,0.12936654871134404,-0.008022086106890963,0.03590402037428671,0.0348817638579795,0.0034821502082035324,-0.0399494195530425,-0.013893383087504953,0.06839822459148673,0.02914585682949308,0.032081570426771476,0.007941878242427584,0.05766713376579953,0.047720136007491566
EFNA2,,,,,,,,,,,,,,,-0.01751226750605189,,,,,
HBEGF,-0.016896825955340377,0.2711696023346752,0.04716805567551149,0.08547632558648159,0.01595570402076928,0.07100572146627125,0.11588633323020127,0.06320555142580205,-0.017729136606545348,-0.026178966449649163,0.151197395513258,0.11991377633365194,0.042321283450111165,0.1611110860045269,0.06729595490159342,0.07604287465588251,0.04018220588733698,0.12658659238576045,-0.011189531336733763,0.14572654754742087
CSF3,,0.247449590949471,0.026141050341687077,0.230553767536161,,0.006112031425118564,,,-0.021887660642933134,,,,,0.1940794636159715,0.09780723529557978,,0.043558185483301495,-0.03233148063262244,0.04434149806638432,0.0799704091693326
PI3,-0.008816081523313377,0.22912861113038235,0.05930433847272087,0.08153869142895494,,-0.013754796642640463,,,,,,-0.023260151134231747,,0.10485220296106836,0.01848616400064022,0.020825096404745554,0.005309610109102542,,0.024755714425952896,0.02510525936011112
PCSK1N,0.024469437472473717,-0.25727377457519524,-0.10919052138197025,-0.05153026619545585,-0.041609549622257276,0.0034038388957649394,0.016505758838038776,0.03689368769915176,0.0572363189245798,-0.01876279361233263,0.02288794549209502,-0.05083699045831335,0.05083422551484026,-0.0019725037368346736,-0.09093380771993616,0.07748522331557829,0.10820613807576879,0.0010557973510486633,0.037080889599861944,-0.10960401189621902
NTS,,,,0.06271099113194196,0.0055101628833159125,-0.030341917240806246,0.006183916898723117,-0.019685314796800808,,,,,,0.014464180104726188,-0.013506492301958195,,-0.013280837342792352,,-0.024176317092576918,
SFRP1,0.056106350725874624,,-0.02490243946269978,-0.015894201873190874,-0.012040824183708509,0.006077428109672124,0.0009764687046929542,0.03720929729812349,-0.012523978204246538,0.04114711885994189,0.05226026634927117,-0.07922411766420033,0.0024755934045135623,0.053951509680050476,0.028424046345312405,-0.010649131055857993,0.020103935159097655,0.08109231229237565,-0.04983684113832874,-0.027921690847857686
CXCL13,,-0.03286036743649795,,-0.015751357034562256,,,,,-0.013644511816666819,,,,,0.04425304751637773,0.021987586763668403,,-0.030732558838982058,,,0.06841357417709133
MICA,0.008040936268846954,0.08622308895653674,0.06243916666210233,0.04269156976900954,0.041092280389510016,0.030987870890132507,-0.006887466021297194,0.03701858657944791,0.09002858412352982,-0.039666949430305354,0.14936127707214236,0.11808215581605057,-0.00041887648056402406,0.035686786813753056,0.08786052717337636,0.03463922209178824,-0.015498318041675301,-0.05378396338300086,0.07939996858495568,0.030399081770937936
TG,0.06338043002332996,,0.03867249118357111,0.012009862383195617,-0.018998887901319345,0.07418632513882009,-0.024560811848634186,,0.02469347097073756,-0.01993477141185342,-0.005171732249170173,-0.033806380524905574,0.22662166947885762,-0.0244022346444851,0.04159040976421459,,0.03191446699344757,,-0.00175769163243238,0.1017188141305792
ADA,-0.011274739639018814,-0.03394310773133373,0.04930221488943628,-0.04025649650385958,0.004736105308332396,-0.034629992720090305,0.05443722481611925,0.028990134466851874,0.006150738986945223,0.0073183501342555584,-0.010346078890931783,0.06258870408383221,-0.019817233822618047,0.0027912532814256003,0.05118935243160289,0.054414947808514955,0.01026885949513277,0.06668399885728069,0.03577806395162038,0.012393208061008215
LAMC3,-0.009125121628154964,-0.11678107399127528,-0.04295228373346588,-0.004909574107575205,-0.009906153348556651,0.009480751879729082,-0.009440665187403491,-0.009127302718263256,-0.06182964340313469,-0.0009025218326638687,0.14364275722700437,0.07194330740934766,0.050631070730160405,0.02589174765677865,0.0565058250713028,0.054658875883060336,-0.013399504460296599,0.09005907635488847,0.010098325617292797,0.11681087815430452
CCL7,0.017775277277613757,,0.0406579079653192,0.13395447975504593,,,,,,,,,,0.07224078559258831,,,,,0.048732417375841205,0.038024439315357914
NGF,0.022304993854620956,,-0.0056421256680386465,0.23150251400145258,-0.018130034883026128,,,0.007494485496543077,-0.03681535742345495,,,,-0.1129005250365033,-0.0027283655228927638,-0.015443975106670537,,-0.002906438181760828,,0.06073146135668568,0.0037285217970213706
TNFSF15,,,0.03282200187546304,-0.015461992052605015,-0.022013837050975316,,,,-0.013938492513517272,,0.009610835321353824,,0.08251136785813624,0.009449704218717369,,,0.023543547874195374,,0.00655807215091661,0.0023410592156235276
HMGB1,0.006076355131964418,-0.2769434505784256,-0.0919561826294521,-0.04578685646952786,0.023979806237253074,-0.056317986388346966,-0.10513328972974441,-0.009374930775470271,-0.03342268581611472,-0.020418275242723112,-0.0815683367274497,0.005990502407302445,-0.03012244546114233,-0.16960613589793214,-0.05709420163570898,-0.0016423285626515308,-0.0260346660997042,0.0355653125731312,-0.016363315883536452,-0.02128749012941675
ITGB3BP,0.009963012991888889,0.0008801956565429286,0.031923751351764444,-0.011287885035450891,-0.05076933381111045,-0.026087188780960086,0.002003304044403403,-0.04926765794397077,0.0034428503261378428,0.04354526962652952,0.1945127135124154,-0.051699462030185175,0.038825277167515715,0.044936564242865816,0.034355262761384814,0.020124438698829263,0.014328856020560466,0.035064535341473815,0.018649554723375823,0.07582212528452725
AANAT,-0.002135578034151344,,-0.019686402626311387,-0.013932179555512065,,-0.022267332704572818,0.052885108884169335,0.010252361547606908,,-0.01780164926930292,,0.06896924962833233,,-0.0227528950341002,0.03001774528839785,-0.0041954845012206875,,,0.02054501546193996,0.0787413049722327
RELN,0.013328612760329612,-0.053740191923876315,0.04720163590203808,0.04036054327528897,0.015370029323085089,-0.026171963135789268,-0.06577296759832005,-0.0038745513828096463,,-0.019707962264484027,,,-0.029529279008016524,,,-0.01688114322204093,0.011936834576103271,-0.058617656536624235,,0.016673048730245197
IL15,-0.008142718465731346,,-0.020491191228129552,0.02921439612396332,-0.015664153769259406,-0.04341027184444005,0.031094740619619754,-0.037925188184535545,-0.03277476127373674,-0.016510206918433468,0.11322728664805036,-0.018092013712709264,0.12557428763385664,-0.09062205013255839,0.035612425955178384,0.04337883414449969,-0.03652256752574065,-0.034195454243658496,0.04528871117374048,0.047295178869710394
UTS2,,,,,,0.03281021110451122,,,,,0.007925769946812163,-0.01050925235517114,,-0.01674894631365194,,,,,,
BSG,0.03184030902231982,-0.11256590218418065,0.0185254668756543,-0.009595479887330964,0.0025683882481877932,0.04679461323861167,0.12155479725599057,-0.07017791684098172,-0.058575006320233214,0.01590675289047997,0.11667309771631017,-0.01932726150058506,-0.04187708747535973,0.14819222749141028,0.040488636987144846,0.02109032066845107,-0.038137080339482266,0.09769101853820934,0.13222330706576962,0.14537708138841438
ADAMTS3,0.014989226273740488,,0.04231848774138676,0.04123756006775984,-0.010886410418121259,-0.011590593385781146,-0.03353094588327079,0.006869322720641855,0.00023458292459536644,0.026021099734838005,0.04135396383364831,0.004018269855151536,,0.008867499270397861,0.09036525711820614,0.031035562142158777,-0.021443039682419732,-0.03931476968185893,0.14288392449147036,0.06529515033635418
CD34,-0.028311003434367658,-0.06100375686167648,0.06849157145130219,-0.022683441682972635,0.008715558122910829,0.044437768317100036,-0.029684946651814658,-0.015027594536804738,0.012805040547603347,-0.03823499396095202,0.07236337514796773,0.0982035093166229,0.019148938855382366,-0.018662761793327473,0.04329036663075267,0.011642419493150381,-0.07332141226833772,0.0313206455541049,0.02135663783995575,0.06532631451849928
CCL23,,,,,,-0.02533668991138837,,,,,0.19873792076178043,,,,,,,,,
PLAT,0.016608705070051317,-0.16443442715732834,-0.030303972883282373,0.015782133844540514,-0.08517372365315645,0.030472606320203734,0.047539640306541044,-0.00387482089546884,0.002982115990208865,-0.010590972566772458,0.08902903694752681,0.13079781394244286,-0.08769030265634208,0.07140423664478576,-0.007077403823486844,-0.003798574352125205,0.19354621895470103,0.09286448572990667,0.09667859960517397,0.09391789927830753
NTF3,,,,,,,,,-0.001184612319837641,,,,,0.07343017397000556,0.06203517647874039,,0.03785383625679511,,,
LTA,,,-0.01335952786690644,,,,-0.0287718028979057,,,-0.016510208956461117,,,,,,,,,-0.03336995283409433,
CKLF,-0.027757542998160384,-0.039650279306221455,-0.02980049700274715,0.0018569802100328965,-0.06650482622886252,0.016501888787286787,-0.058621003096846855,0.009062582046763083,-0.015878800538585754,0.02309966718788686,0.062059826795864234,0.005067784024687663,0.03658854635623874,-0.05365802092823682,0.07906249659353055,-0.08902104404205417,0.05162578794132099,0.06771417902671677,0.059579179087757644,0.04830131754101175
APELA,,,,,,,,,-0.025694863924969703,,,,,,,,,,,
CD24,0.027143238420291114,-0.06220862115039399,0.07642784436765243,-0.06996199506812657,0.01606095817728551,-0.021650325415795372,-0.09560170031245298,-0.034537412641527224,-0.03107495640310325,-0.014535800740117708,-0.02253452444454357,0.08933791511230846,-0.04351044797278267,-0.010641586950844656,-0.038758553903893884,0.07202725302050181,0.051606583524916656,-0.03951634352767503,0.011152744123843874,-0.015481890315429214
HSP90AA1,0.033800765340332814,0.19309275166660078,-0.06911650824397422,0.009525202132236524,0.087965955480611,-0.007007256230477971,-0.03640075237795126,0.009948799729045898,0.015477271208269978,-0.060469394138764315,0.03289768762716789,-0.03433079790205143,0.032633173504035724,0.06308430670411483,-0.039842005148944926,-0.03395412920688396,-0.05027006048801874,-0.07036612683727377,0.003960468720150158,-0.050308762878661074
BMP4,0.00935137965575042,0.07703784931953378,0.03419446095753925,0.0012507515239181116,-0.05140936831758252,-0.022267946047659946,-0.016917242281254793,-0.029519231090127145,-0.043345807290489556,-0.014068403278351333,0.20874743776323554,0.043520390636909025,0.021210675932044818,0.07760313430722256,0.04183805694952665,0.029636476720515,0.035826966328553166,,0.025674193644214357,0.011276616987290959
SCGB3A1,-0.018737500203063705,-0.025529466355104672,,0.06962411029485091,-0.0199955693275955,,,-0.03257768070053659,0.03016290523855938,-0.011520605471436617,0.0035366276115999327,0.18611581602629743,-0.043307718400092225,-0.06323516660301569,0.03081506367044209,,0.040326435600318525,,0.04735275125766763,-0.01635700646964837
IGFBP4,-0.004918526532789113,-0.04439883131615268,-0.011100773202815967,0.03877004232654462,-0.0789869311483817,0.04126987551023011,0.0550239738569532,0.015094217984233682,-0.018027323159451405,0.056329030087181965,0.09221509019538184,0.1673766085989252,0.005134303410889866,0.030550419350885344,0.015574310554210595,0.002997898693400076,-0.022296727790665764,0.06192902748182311,0.04303956710356592,0.07132771175372338
RSPO4,,,0.06240690090066002,-0.019149294876541618,,,0.009042361422273553,,,-0.008541225403250172,,,-0.039598577165767423,,,,0.023879663139708334,,-0.02813840482531365,-0.005881766871577921
LEFTY2,-0.022662724060439787,-0.10722995561478747,-0.01333821474262167,-0.01711368751969974,0.017871429986829685,0.007227203531459975,-0.005669891959570367,0.14481232903455366,-0.015760112155056925,-0.020381668576774797,-0.0130824754977914,0.03881869163214042,,-0.00827337231941805,-0.003944242545200381,0.09439968099570298,-0.0031490714162195543,-0.05294672037714756,0.07486236296956511,0.008960731753072387
PF4,-0.019437148651936284,,0.05192096297852264,,,,,,,,,,,,-0.018374115451310243,,,,0.023332014570560985,0.02321263250682969
ANGPTL2,0.04539354073323277,-0.2010715745356836,0.025008769002715616,-0.059638393028326825,-0.05357913317428683,-0.0028953199663007303,-0.04894922567624058,0.015554270839318714,-0.008042797673873147,0.02963188599065236,0.16468196344589286,-0.0447312383121109,0.02583675327147945,0.015203836221169274,0.052302170789956116,0.02242996633577671,0.034761617412397104,-0.07691044850039941,0.030385849764744236,0.08318125544347628
LRIG2,0.006148740069074692,-0.03277762892414367,-0.05056740131978292,0.019732237946825062,-0.0009996650774231333,0.0469749024844548,-0.012567312706840228,0.0017266895625065184,-0.01617609765584691,-0.008071486623093977,0.027328490506290184,-0.031290857275086785,0.07118884558164272,0.11360569813784471,0.08488455566515918,0.046401293266324146,-0.05110309805431621,0.046944862777694205,0.05164757777904808,0.006474991309345806
ICOSLG,0.019904253437317877,-0.00934765602073266,0.033512878189453685,0.04844766396628304,0.03530987728716744,0.047626684065016335,0.0064636461525865,-0.012948210006317216,-0.013858901721176443,-0.011791798688352628,0.02940507350978078,0.13077706483345172,0.014930226253699556,0.12209800396304947,0.0863724503140153,0.006096038528884868,0.03553809429699339,-0.057799204996363755,-0.0038004949080337417,0.042667426554710376
WIF1,0.015095261986822102,0.03507047783102223,,-0.026769483863084663,0.061338831710514935,0.051922061882048155,-0.025822881038557854,0.0011503402824804756,,0.04754853472313236,,,,,,,-0.028277474126260596,-0.03479683767441247,,0.012507220225128486
NPPC,0.02393518070990148,0.08151420060630167,0.016826396199518694,0.11723724796215394,0.022514383565762,0.004095879207443758,-0.019261253275172793,0.11823013559345798,,-0.008139851182079647,0.07750856303569821,-0.060192298500025374,0.029825598078706144,0.08443229248624656,0.05407208461053553,0.0011428946981088173,0.020109491846066096,-0.05939531687745514,,-0.0156847882149128
LYZ,0.06462743860769318,0.024969306919074223,0.01153090654564931,0.06752320505780601,-0.03590813617270465,0.03040179413092946,-0.04484088210584813,-0.040904606395084,-0.05838890860771961,0.03860157698304937,0.12024375186539318,-0.04378182639599667,-0.0650606520382583,0.035352159201198,0.09599402896595788,-0.03782007977754133,-0.07515726934195556,-0.06964418450952194,-0.012054168568681144,0.04141176214185685
EREG,,0.13664883046765441,,0.10054471285095062,,,,-0.020250449455312316,-0.018428991332349362,,,,,0.15395506312509924,0.1435751503538061,,0.0393249882814718,,-0.027920206590211927,0.09455905997547091
SPTAN1,-0.04115085156498741,-0.17959694342227459,-0.08740432771199712,-0.0042409630356983275,0.04896126213269592,0.023827107539206985,-0.07742011092984132,-0.004164316165513745,-0.005572631723535025,0.0005441104982886244,0.042345100366990164,-0.04757709826432235,-0.0905757764150151,-0.004479124324514399,-0.000175764213327059,-0.0012516376515744343,0.04179550594601865,-0.06299385496086292,0.018754320457862243,-0.0537195557410317
PTH2,,,,,,,,,,,,,,,,,0.03727437026791535,,,
LIPC,-0.023796178903261564,,-0.03046394518361588,-0.0185396692341187,-0.024291085997538153,0.06460512026842477,-0.0474219511492067,0.023419928394012256,0.09115584600520887,-0.02593599432454297,0.03828640180680692,-0.0544855608383871,0.047405132277762455,,,0.05396322707313085,,,-0.011744080374659573,0.14541510366157487
COL8A1,0.062088873712220036,-0.06606508677521865,0.00685369115712333,0.010824746798581274,-0.04937197916226313,0.02375298275407303,0.044447939042422786,0.0009315425121446765,-0.011617907178076859,0.023820996478738393,0.07716201075938474,-0.00839337644941145,0.019211237113798837,0.047212871428558664,0.013703152388333075,0.07577806972820778,-0.04885476072378742,0.03644150479392136,0.016926985284590707,0.024715115833883253
GSTM2,-0.013616672375314562,-0.03711474549943126,0.04724285878973796,0.0038312174095242553,-0.013246151231117852,0.050833258124565316,0.07667919383969285,-0.03220858934598011,0.035076489387407275,-0.037469789429564034,0.08673000283702298,-0.035376510504478084,0.02768033342484123,0.08522335825595681,0.011259039692659217,-0.008580077040809278,-0.002300907302576908,0.03598561624835454,0.0679116703235169,-0.02985147184266148
IL4,,,,,,,,,,,,0.17690153580814932,,,,,,,,
SPX,0.06602332364544464,,0.04860369545866522,-0.007148268603564771,0.03117339843830865,-0.00882764951302871,-0.06542378341820453,0.07210460316025694,,-0.044956599938627564,-2.1356222841523405e-05,,,0.009022456083568447,0.0750624394652749,-0.010035715705861564,-0.07185132377383188,-0.016349150181812228,0.02133776299142426,-0.11508799065321605
MFGE8,0.008765015185905445,-0.07875308139623696,0.04426101582273188,0.07116955832720964,-0.04787831699865141,0.028790552638483357,0.04143227134516518,-0.04297425624138357,-0.009255998920292908,0.06573834209339154,0.11301937627464828,0.11683168433559224,0.010440175200174744,0.09969829372291363,0.03178487570240728,0.052731667977605375,-0.05460097235009081,0.02170345335721263,0.03920745593413758,0.08741837943608272
TGFA,0.023971375999255955,0.08500635490545126,0.020580878341660353,0.05348196701737136,-0.02887676761914619,0.055453872357135905,0.06905116719980313,0.029755138038290555,0.021596782067206707,-0.004045274915189254,-0.03506165381466862,0.07742675090407683,-0.05915338305689642,0.018268098604167737,0.010026671403976868,0.0027190108678577423,-0.02410769515850581,0.012409139321988102,0.136337231545697,0.10913211605097788
SLIT2,-0.018009932911376817,-0.005578160734780486,0.031821061839511944,0.028199781277453973,0.04118778814345996,0.004803773966469605,-0.03942126219018227,0.046496899422873356,-0.030523247998243495,-0.03713780475475065,0.041085017267244936,0.03686112370977183,-0.032975962782986756,-0.002716013149354564,0.08336198861753918,0.017931110286296997,0.06946997653095306,-0.031222474087884002,0.05299123091237665,0.0355613210427367
PLTP,-0.015266609549430474,-0.14996332344486368,-0.008872864516766882,0.03044571230709635,-0.01139247681139834,0.008208337948658006,-0.06480418326568971,-0.05214749044724567,0.019500649180339193,-0.05502455961168723,0.135332964784478,-0.05394226469412036,-0.022215377060722113,-0.028996364996037954,-0.011836627540843195,0.050560144313114376,-0.046087620974323625,0.05192107822959943,-0.03998921453593323,0.0437809059815257
APOD,0.039982234620162295,-0.3527401201571667,-0.05652895076498203,-0.06448633145131577,0.02654598758005739,-0.07691810972906886,-0.12612137026875447,0.010441529475019081,-0.0476792107976156,-0.05297408178497782,-0.17992448071454403,-0.037811703999680306,0.0432656269401856,-0.02896785176706174,0.03159092768205299,-0.06407714051062896,0.02538863422380254,0.015578019159778708,-0.07349287172952884,-0.11336740187915116
B2M,0.045113404721034596,-0.3208602638436858,0.010042002074810276,0.07015670812189848,-0.07868683389273909,0.020024076092836872,-0.11262046136400428,-0.018088036889819265,0.00033029474230462653,-0.0008574382586122976,0.13296848830630942,0.007158657982926972,0.028994713058045584,0.01695622797791563,0.06599884374896839,0.08707200233316091,-0.06458663251701097,0.011008573829059776,-0.03641231063909189,0.004001688897214714
OMG,-0.02242428063546837,-0.2397596338453345,-0.012541026596941687,-0.06941798616846945,0.08697645993734075,-0.06681691906060869,-0.09025262683545027,-0.013407525297081392,-0.01167118146685419,-0.06335947463772691,-0.032405283459879496,0.054361308845954394,0.047656344699275856,-0.07269568562274666,0.09831632936362712,-0.01719938366289357,0.012263325177835706,-0.13105854064997052,0.05806675004526554,-0.08301507062578461
CXCL3,0.04600326225902654,0.0976287586261775,0.1166097853359938,0.12423608742106758,,-0.02923594340509582,0.047856722939036936,-0.028507464865708165,0.04221300355734978,-0.01189034022277768,-0.04460413612814113,-0.03006605720117076,,0.17285954773470172,0.10075618193650801,-0.023795520860682873,-0.0061228420546322725,0.1891932950818334,0.015430797280247495,0.05186230489613194
CXCL10,0.04866739628259636,,0.026900476714622673,0.0009743077780045808,-0.021411123642213013,0.05870680409292137,-0.043706822458012766,-0.05656812284208043,0.008629456632403734,-0.018895189556347072,0.12011378318825011,-0.09104531826748682,-0.0250943342584277,0.08264345160192871,-0.025884459748026424,-0.0005809234416920262,-0.008311057205449416,,0.10390653955646202,0.025141108388799828
RSPO3,0.0280516490855444,-0.046138942227718846,-0.0046016462078262805,0.10048235817994867,-0.0358457303115457,0.03030019350787935,0.006883211814126424,0.00888731423770841,,-0.012425176368943032,,,,0.059485104118603416,0.04947686055079358,,0.043955536171802916,0.09983810328048076,-0.036639532424783565,-0.031039301203750234
CORT,-0.02066480322609387,-0.10767593073402239,-0.044148266250598193,0.04366618797587842,0.10210959733282182,0.10057515846561708,0.002710368479348276,-0.04955239646468829,,-0.011016100630760514,,,,0.018462165693711174,0.04410520573404876,,-0.06767228532710715,0.010944106034731787,,
NCAN,0.0029373089434457486,-0.17356354644810448,-0.09461110065735075,0.008185337643550297,-0.019027096430498307,-0.012096232436545392,0.03997375208733397,-0.013860701229773365,,0.011835309823983032,-0.007157751909983778,-0.011222911327329254,0.03911072324786799,-0.07255092862760498,-0.007662834790197208,0.004785352136470579,0.02473362270115134,0.03724252001588279,0.02950935123038859,-0.0735180489770588
