,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
CXCL13,0.01291027980489654,-0.04820054981872464,,0.04934062466518174,,,
MICA,0.029891851934881402,-0.02029399778909744,-0.07244102888889925,0.038034988520431766,0.10157131286425979,-0.0331304401439242,0.14936903422987333
TG,-0.02205927943438959,-0.02814949173669507,,-0.016848516578876722,,-0.04237472561309984,
ADA,-0.016924216558191103,0.01860543024650002,-0.051278910248905595,-0.02413709655287328,-0.0018119558209148587,0.009039635289488574,0.18386292900362242
LAMC3,0.01608182445121151,-0.06469693912417132,-0.038831349649788384,-0.03397589370859858,-0.06314638374978486,-0.02322111201605119,-0.08603834547664609
CCL7,-0.006527149230216215,,,,,-0.022769365014750513,
NGF,0.031524146113369116,0.0255072024329124,,-0.011669593916668813,,0.05903959051128038,
TNFSF15,0.012014179012883255,,,-0.012712568886300426,,-0.06016060450096101,
HMGB1,0.04534456480090934,0.011392478390549363,0.025090396995784924,0.06506380625936985,-0.012505840508647795,0.040058959575911206,0.047450813772335905
ITGB3BP,0.0005038543929003352,0.009285898799174524,-0.030386135983800966,-0.016579667183935897,-0.05219740374994908,0.07138756949302323,-0.04634184992138657
AANAT,0.01915299967131168,-0.025246278003004594,0.043603943204569,,,-0.006183069774410435,
RELN,,,0.0942799095800319,-0.015355405523966291,0.12562220708388144,,0.041944659752426165
IL15,0.004054709537577779,-0.045771267201344334,-0.031211054645065954,-0.031009868072516624,-0.04175139886192918,-0.03938806535939899,
UTS2,-0.01858849268552571,,,,,,
BSG,-0.0063067491396363706,-0.07792104573199614,0.017050931785435052,-0.026664042324688848,-0.025782577729524025,-0.062431250015044674,0.057414218603265635
ADAMTS3,-0.0656808296985327,0.03895377932905423,-0.03329233559901883,0.05794514632415422,-0.02749868908728358,-0.05844529297001079,
CD34,0.03276137740887155,-0.003852301485134787,0.0020301774785537402,-0.01576525483352298,0.02415977173472204,0.04680259419663919,0.07770322579553532
PLAT,-0.0022201740908541078,0.02497759773593949,-0.054202415881421856,-0.022658095070083466,-0.030420273114913736,-0.000794433283151174,0.11403806406740187
NTF3,-0.04852723723523458,0.0203307327811884,,0.0035443746706575593,,,
LTA,,,,,,-0.03242277157660701,
CKLF,-0.021878081294077485,-0.03726430360251222,-0.023252699837733513,-0.08550482508993978,-0.0677880054951582,-0.013631344599680593,0.08149737840496062
CD24,0.0459142467216533,0.039877908149721336,0.05624112254642301,0.06049820703039677,-0.024167804123135402,-0.04923199994146836,0.0828110463859275
HSP90AA1,-0.013066580472689123,-0.008715041150341727,-0.09732453015257433,-0.007765998839833774,-0.01815797771969612,0.08061686124097482,0.06531009464514309
BMP4,0.046052482900211446,-0.04061121809531932,-0.061446968958108854,-0.024342728537795556,,-0.06539806127088443,
SCGB3A1,0.07167528197384035,-0.03591202857614098,,-0.026399994201678656,,-0.01208299708649354,
IGFBP4,-0.009557801374404918,-0.01219437039867837,-0.04074145081887597,-0.033951623255162156,-0.08311188571868992,0.0033171536384596152,0.031559611592732205
RSPO4,,,,-0.017779272572835448,,-0.032861247450948386,
LEFTY2,-0.021121884095893703,-0.021570970415814544,-0.038612732189955576,-0.024178636096325475,0.024625940922008337,0.00010898912705412157,
PF4,,-0.017195110617865706,,,,-0.032422764073737176,
ANGPTL2,-0.008571310913309874,-0.01775349555357725,-0.07623243986821698,0.028903597336332264,-0.10001795190491677,0.06215401820508816,0.013712692605011472
LRIG2,-0.030131940661210548,0.03953304359786296,-0.02817411055367883,-0.027665747184613235,-0.06601011500345644,-0.03742730377182817,-0.006067796935247697
ICOSLG,-0.0533846654934692,-0.015383909880067992,-0.05111014131180569,0.05219332389414258,-0.01150936332709983,0.0019080135776320677,-0.08206195697126059
WIF1,,,,0.07185501455283681,-0.04248566603403498,,0.13507442948359466
NPPC,0.024055519334201438,0.06243621632736705,-0.032960406446786245,0.10488736520017057,-0.05829160425177625,,0.08315014216243997
LYZ,-0.030001607455657303,-0.04306124020890593,-0.011472952219301426,-0.015707753144091854,-0.024147512836819568,0.01722085422248245,-0.02039708443497619
EREG,-0.050505720444457176,-0.05463820174218467,,0.04457030808612456,,0.02776222856410596,
SPTAN1,-0.010577039908473201,0.01972828999453761,-0.06238568663941813,0.01698496777286889,0.05278380611828402,-0.06150497762649346,-0.029944626139811862
PTH2,,,,0.028672222994738848,,,
LIPC,,,-0.04045723626540993,,,-0.040994645731583255,
COL8A1,0.08150448687565613,-0.014103691900344401,-0.03946471745943675,-0.019009242065751445,-0.07824554832506164,-0.01776661298114068,
GSTM2,0.0221445940426995,0.06619243850528564,-0.040860675152116666,0.005873634567112269,-0.047834722998191775,-0.015215085652615305,
SPX,0.1616310243021932,-0.02134992768682432,0.10455926162095383,0.011273579857029488,-0.0390187096111595,-0.06479316611724258,-0.03151018497993525
MFGE8,0.02671420540989147,-0.04480028606159515,-0.03346066230683021,0.0024856353599825663,0.03211681880265417,-0.008867051838471788,0.00029746849092439695
TGFA,0.013812819068466731,-0.008286788255053345,-0.028882642710999315,-0.017234113838821733,-0.002220318138970524,-0.02463960093486028,0.050556950403121866
SLIT2,-0.03802649244714542,-0.01133874494909037,-0.037266749514365115,-0.007256816039441212,0.035569284254540055,-0.005248957655740037,0.07183568747714683
PLTP,-0.0005926039431389625,-0.07801398728492663,-0.004233423638279779,0.02382618004715058,-0.039577812813047196,-0.007173612439076596,0.038916887597831705
APOD,0.015828609085753335,-0.0032712617311885916,0.025284041480205334,-0.10367303165462029,-0.10011365565160994,0.03876036468503715,0.04254922279990808
B2M,0.05077123646101129,-0.06064172376219394,-0.06612350489208417,-0.023232135092942124,-0.13428371000291633,0.0022801691139604143,-0.0026645573452173444
OMG,0.029125454295545826,-0.005307638627692402,0.09980815019024546,0.03366693897251967,0.03463266936708982,-0.104528921920935,0.08304549740340522
CXCL3,-0.021165756122661854,-0.0364504077000636,-0.0244656156061308,0.038458787599378826,-0.040610704276920075,-0.030298065450233017,
CXCL10,-0.025693715651599846,-0.023063628140745966,-0.03296040286288469,0.0067735443548758685,,-0.03277930878472047,
RSPO3,-0.02040625729795665,-0.016382183296024748,,0.013706684058628163,-0.011880256363864692,-0.02310645315789348,0.030816493446474434
CORT,-0.028371908564993116,0.026211501690134507,,-0.016137071029853754,-0.06764701108387586,,0.07050716640100915
NCAN,-4.382188350010318e-05,0.04617158924169092,-0.059264617451606764,0.019468327032111415,0.029591912947901543,-0.04944109249400743,-0.1679129177928569
PRG4,0.08805448100204377,0.033792428938396665,,0.002204675392484817,,0.044520135064284656,
ZG16B,,,,,,0.027630143061399867,
TGM2,-0.043634097620285944,-0.03789887502233975,-0.06300771784692627,0.009278204738343364,-0.08458666497144648,0.027139110170086647,0.07622718366759168
VEGFC,0.020974545275635467,-0.03605303584615673,-0.016028030150294675,0.035036202126379395,,0.030413961351539256,
WNT6,-0.013457831259521328,-0.0334422988416404,,-0.023595996263888825,,-0.02313307548927175,
NRG4,,,-0.02591278564085112,-0.023477990727901004,,-0.004930490343246895,
PMCH,-0.025290701052720493,-0.025246277107720705,,-0.0135176577103448,,-0.01383811573606691,
COL9A1,-0.05053906353536509,0.04754650132071764,-0.030766787685869164,-0.0184318081622819,,-0.08200945184741995,0.03225663127781196
GDF11,-0.06668484489569197,-0.04160347108872901,-0.049861599421105275,-0.01586072587442109,-0.08703145654781046,-0.012744436708793667,0.12773473749348108
RAET1E,,,,,,-0.025347617779293778,
IL24,-0.01885613727664775,-0.016920943321379518,,,,,
SORBS1,0.020495288898347404,-0.01992806705534837,-0.014535484861705519,-0.0362613106662088,0.026277242817542772,0.012887496012486331,0.038698324022554534
DLL1,0.01539053452877016,-0.06705013593730007,-0.022414304650302835,0.08170763618765803,-0.13587336933220795,-0.01993854631292333,0.048050564616765344
TLN1,0.08680690556239784,-0.0167036957546633,-0.05338946364433667,-0.015364003628796872,-0.06351521709896653,0.013531717227893373,-0.01678333719997862
COL2A1,-0.0002136235237353505,-0.02465597597580515,,0.04020206010632747,,0.01868573716534134,
SHH,0.07788016862307291,0.010078665609821867,-0.013801859089288767,-0.030557134764246395,,-0.006985998941630733,
PON2,0.02462490604776802,0.03380852135475641,0.03240664939183399,-0.018207396203083898,0.045483504734018874,-0.07182708485965826,-0.06607853328107566
ICAM5,-0.033832360340984406,0.015848996369684124,,0.0020951814410455523,0.02054148529055105,-0.04982629441056489,0.10243217599772142
HPX,-0.008945633865836793,-0.06330397441683489,-0.0035485133078503503,-0.017162083266970118,,-0.022035154968443153,
SFRP2,-0.024148265624228612,0.014410993787117276,0.0324813117590772,-0.01624256916433842,-0.012279173315351772,0.009554814902692206,-0.05954862038150893
CD70,-0.01636161783599832,-0.0524845073926758,,-0.03418988722432237,,-0.0103235807977438,
HP,0.0014427976916757943,0.03183794989933068,0.049000664636967194,-0.035961764972409355,,-0.01034938228312694,
CXCL2,-0.013483802279970415,-0.10129457631904136,0.016454354471208143,0.0520076239169967,-0.06476714951373579,0.04185896239974691,-0.01638789261738058
NPPB,0.010334763870397976,-0.029404233846464,,-0.02020353656098208,,-0.005965099848524513,
CCK,0.05877613698787237,-0.00212511944810797,-0.035550754753137244,-0.04965812661670602,-0.014349802272723701,-0.002223317255104537,0.008886094137546345
SEMA6A,0.03642232813374779,0.00446083653997722,-0.0490377276707198,-0.044074167147015994,0.11787303026104719,0.009653695621462665,0.001872816949569493
IRAK4,-0.01232862155743818,-0.002434884188167212,0.04190224172849026,-0.04345933353653031,0.06520168062181572,-0.08488528942761422,-0.04388296530828531
GSTP1,-0.02722974310758599,-0.040360284616929074,-0.103146130113399,-0.01340216884399442,-0.06820476742669672,-0.07291877915642186,0.181060614189182
VCAM1,0.008065512952749385,-0.018203688754875942,-0.017269581615833723,0.00015310324875945965,-0.10613624031215714,-0.09259248587751522,-0.02279906603384373
NXPH3,-0.03760932763378571,-0.012452280072368316,0.07765273715806477,-0.019204359287428585,0.0006840180152393949,-0.015384760588096784,0.028182325596292905
MTMR4,-0.0060625489960046955,0.011868913844050677,0.05210899967180012,-0.06776862527849231,-0.06744074494786623,0.04229187423691054,0.12787737845234765
LAMC2,-0.02318190067720536,0.09123601668136193,0.05709762394293042,-0.013120995262596812,,-0.024919034572466282,
IL10,0.08088210603871476,0.007303633299832257,-0.024166659299090187,0.0291701814662607,,-0.00865971952799553,
SEMA4D,0.051783242831637585,-0.013792338879741123,0.034746781962785335,0.01899169406762815,0.014125311797442447,0.053034148498654614,0.040994757261604294
TRH,-0.02566850292158314,0.049005876849346715,-0.05537600103060047,0.03447997009620165,-0.043921672613542025,-0.026253168951954602,
SEMA6D,-0.04238681943398751,-0.04505760669249489,0.0035674728920011703,0.027001590438134732,-0.006928725727697963,-0.02357136851120923,-0.06375383542870827
CEL,-0.028554737662188093,-0.02762568374433545,-0.04883746434547181,-0.020846423834820094,,-0.06860308642279651,
PDCD1LG2,-0.02925878808267487,-0.015488286450159514,0.03487399275788363,-0.0028823040916066116,,-0.05149291177312399,
SPINT1,-0.005032961683621066,-0.014434311708174765,-0.0037399514343368864,0.07448688503106257,,-0.03586857017962775,
CTHRC1,-0.0052544088635509065,-0.033642480319888576,-0.012283498710975265,-0.05811912376647858,,0.05649357579411007,0.033200125739632935
PODXL,-0.05418503118555534,-0.017700884679238492,-0.031995638817432476,0.012620950762886688,-0.11020259925568797,-0.008942915945426268,-0.0545364498512536
JAM3,-0.01870755092223961,0.021762643411769915,-0.0460207279474129,-0.04061518220814639,-0.0628643990821418,0.04168531254426699,0.11835393608556699
TGFB2,-0.016752807911555333,0.06869259197002502,-0.003855945866282893,-0.035760707064327185,0.017361478767807744,0.011976643708495781,0.14027730945767933
COL18A1,0.02729793968960828,-0.04168669303314749,-0.035960568700711536,-0.04235671952419143,-0.10286192903564424,0.013351536155146226,0.060092948583856845
NODAL,0.03545800696456864,-0.02090135094378378,0.016922021471014043,-0.015004842175612133,,-0.03592984916047726,
INHBB,0.01550559285066898,-0.001851607678934191,-0.04682653586477484,-0.03375362126597961,-0.07674613110984248,-0.05501069098013301,-0.039702603325291935
LCN1,-0.029982541080322025,-0.019738682290122645,,,,0.0802360654049311,
ARF4,0.03217924314471294,-0.010151912405645754,0.009097057161230564,-0.0025164793275685533,-0.010001981880529177,0.019524178663920352,-0.02979600620144375
CXCL14,-0.028132402460012352,0.0026418786602568486,-0.06553221538818757,0.04854055008054055,0.05596327686529498,-0.03716806831467695,0.03988453534093787
LIF,-0.011187314847791795,-0.0014435074381593316,-0.028943970561970143,-0.01729283952690459,-0.012624901153522808,0.04640300776571362,
IL17B,0.07746990059058968,-0.03160471853157756,,-0.018667417946766525,,-0.008451985438279259,
MMP1,0.002091324951302579,-0.032534299940071405,,0.09803745142775812,,-0.050799712961491654,
MATN1,0.021025436704359628,0.04622906237714332,0.015775228018494646,0.05881979456134621,,-0.0045997983076313705,
ADAM28,-0.0060687317826896535,0.0041483064792868195,-0.06394621170486336,0.037064940245346255,-0.048990728334308745,-0.0036563127556907098,-0.04333512091346527
TCN2,0.0007908509413959541,-0.033611034721947874,-0.04363947590786454,0.05053533980522786,-0.01051460427133147,0.017656113418425035,0.09548929786597302
THPO,,,,-0.016688749021233105,,-0.03456474106847804,
CUBN,-0.015668716153550838,0.024609474223841944,-0.03907486511479831,-0.020519965385199884,-0.05480086782414696,-0.02716220988448606,
TIMP3,-0.037426481954579593,-0.04589090333086432,-0.048049654418423106,-0.030074548111728498,-0.06120821043833783,0.030300502128801064,0.0293529159574957
PIGF,-0.02361656597623474,-0.007827577543210583,-0.03840290546265767,0.0027806426251800655,0.020647673421630295,-0.06361976344713008,0.02143026327702378
CRH,-0.016599521394465695,-0.018287667226189668,-0.04271528509601156,0.02169118947167348,-0.051186447518409936,-0.016915235414579594,0.15719618679452999
BDNF,-0.06098506816515563,0.04291894493772178,-0.05429756758521533,-0.009994328573966631,-0.024843685243896383,-0.0050286670137695225,0.047224062999291126
CCL5,-0.038922046124830904,-0.030401482369529165,-0.0014186447960871412,0.002831186816935835,-0.00853332735755336,0.003501615303460605,
GAD1,0.01150673402027164,-0.05931622832224149,-0.044156983152578363,0.01547495701200338,0.06459206319098675,-0.0023396618098211366,0.08273897665249623
COL14A1,-0.001076645117191518,-0.031104330053771233,-0.03912236150733297,0.013204870761469483,,0.01186822477855321,
HLA-A,-0.040647226411033806,-0.03727715005748468,-0.03671725415608175,-0.04576084868104754,-0.07730992403136834,0.0374057560806873,0.05416719685908673
FGF18,-0.030845993575999067,0.024607966942056848,,-0.0066414186691131204,,-0.026253171058225746,
ADM,0.023257571478844965,-0.03307858820522033,-0.007242341455747364,-0.058243584020112156,-0.05643265292960133,0.021136497261952217,0.0030153028620054667
CCL15,,,,,,0.04894254737635969,
GNAI2,-0.013155527672315575,0.03964322604122477,-0.03250290974774192,0.04945420688714022,-0.06216915449521216,-0.04282596077847117,-0.0012537827046201389
HDC,,,,,,-0.027362079913148638,
COL11A1,-0.03145968687516833,-0.05995652283107241,-0.06712157506884174,0.0032117392017066673,,0.03995859542135943,0.0989466632747214
NUCB2,-0.008980538592140666,-0.029190305905765046,0.003608241986652158,0.010878221750160249,-0.10185405719731011,-0.04456898910339469,0.08731810579074983
CXCL1,-0.03979270007911687,-0.08058980446175425,0.004641405459158733,0.013915472992112678,-0.050828222544844134,0.004934041570423541,0.0351138797053024
VCAN,0.01350085780597625,0.035101163637986814,0.0438984828345521,0.019629889156592577,-0.049455748019589046,0.0990939633084592,-0.15524287409070625
MMP7,0.015185340819692814,-0.04344068961201885,,-0.001799073924705842,,0.01400046759878139,
PTPN6,-0.031234296957997947,0.025699183786271396,-0.0641616416453769,0.025249860086833532,-0.06552470500722755,-0.09138095296916236,0.08280145020932257
PTGS2,-0.01690127476195483,-0.05599855468107124,-0.03133038520486653,-0.053196428032051254,0.05672024173947097,0.04659896180969509,0.03156912237751963
CD58,-0.012605132523798667,-0.05086717051306598,-0.01601894216147081,-0.016477919791807467,-0.0055532505119148074,-0.04112025813412898,-0.07217765414806807
TNFSF14,-0.024675172449549684,0.06769595318258294,-0.020420268996329774,-0.019518786765845817,-0.0344573028351555,-0.01376464826142702,-0.0601318686749607
CNTN4,0.04054866237275889,-0.04682287190553693,-0.016165690190200574,0.05772754260619465,-0.04267435104827141,-0.038743504511429015,0.10103939802454151
INSL3,-0.027441869214284185,-0.019498400212851406,,0.018420505673804967,,0.009075940427913574,
BTLA,,,,,,-0.030146055367514284,
MFNG,-0.04456176648724769,-0.028577699351281752,-0.019526314785564693,-0.03823086892969332,-0.06585707799721628,0.012702338920539234,-0.04912204465852815
ICAM1,-0.03226384183016725,-0.011256074262787654,0.05095361054572928,0.046304827369580644,0.031524802841979845,-0.0677151636054584,-0.12733168493625238
PROS1,0.0003019819312459044,0.05151120118266598,-0.036994286944080905,0.0017673314257709277,-0.0451489461771122,0.02520074599912832,0.031377874143560656
CLCF1,0.01028475669660452,0.028600632342431785,-0.08429169886113287,0.018566623357176366,-0.011213541665484038,-0.008967902870375905,
PSAP,-0.004894021492615285,-0.022171978668077717,-0.07564869379328594,0.010239369236065995,-0.10736981992493086,-0.06042517252439842,-0.05481391366655319
EFEMP1,0.06665722026391202,0.038064849861095276,-0.055770869129444775,-0.020685539571533084,-0.1223912336679004,-0.0003885372219217163,-0.0769561014446997
C1QTNF1,-0.03300317642105732,-0.015549099714786737,-0.026063732248249157,0.018061048710719976,-0.021466640959345133,0.04989597765318012,-0.013565018693604363
ALB,0.0015794133692832704,-0.03554240317951505,-0.0365750542213322,0.05196540826300274,-0.05421234470869026,0.08882295383125009,-0.037595970433055445
CCL13,-0.018317145276408188,,,-0.021894373170239928,,,
EFNA3,-0.03450019702995688,0.007662742458053917,-0.048110150245627065,-0.014507346139146626,-0.04051938697382651,-0.007263041665664964,0.014403787182663498
DRAXIN,-0.02191868353838793,0.05384934003106859,-0.0757591852999676,0.05801820177766722,-0.07156579774983898,0.008752900557668145,0.07892030620360456
RAET1L,,-0.019738669354216806,,0.05766632650757827,,,
NPTX2,0.0017853293615481846,-0.018786322845922996,-0.052786940159937026,-0.047559205924478716,-0.06683595384891178,0.01763183991417753,0.028889784805272243
FGF11,-0.01314938214249321,-0.019053950356890784,-0.03201142761392038,0.022891508327856573,0.048905881940315345,0.003910452770461401,0.00270299838762842
CD59,0.03397419797175235,-0.0030942277002594365,-0.003392324885429813,-0.0073502132265781854,-0.012452357530405645,-0.004045581101877288,0.03151211538666786
COL9A2,-0.08510464648322547,-0.03203497799952304,-0.021994908075927053,0.03257786111256672,-0.08730000370449857,-0.059649075109203094,-0.00034788782301142866
DLL3,0.024762773242767114,0.007449326412844087,0.023485782638811733,0.006566504084657608,-0.005058006826635954,-0.012511788299850514,-0.028659328292036542
FGF5,,,,,,0.04739770245915737,
LIN7C,-0.017497260341984434,-0.0218555950317259,-0.043096100404573505,0.004551440943361836,-0.08851110479315047,0.01679275984505256,0.14115884152377708
GDF7,,-0.016920948682276973,-0.01621862417054356,-0.015867632806088255,,0.0011747145128027138,
PSPN,-0.00045399619560044645,0.04700874810914594,-0.033385217608765935,-0.06548498542307182,-0.07251962084073697,-0.05755838438125888,-0.036416840439495925
ANGPT1,-0.01388955444241123,-0.03086223660251014,0.020772072765770797,0.01322552133767127,0.025560626137882677,-0.0017847573645666025,-0.09907860187804053
PNOC,,-0.017993811258788427,,0.04049109695390448,0.0917586857737159,-0.03217697682046095,0.1106668972454528
L1CAM,-0.04402418303687987,0.029838740151141418,0.02568163296808228,-0.015360856768814914,0.05877733845957754,0.0725902423229691,0.004712793304792231
APOA1,-0.027091509485324447,-0.04945296185482943,-0.03495969894125551,-0.005389011704108242,,-0.04299498626364982,-0.05023192287324119
PSEN1,0.0006196939937052817,-0.09961997019780079,-0.0007756552673778706,0.01280695499691248,0.05804098160748398,0.024854671978918504,-0.006943526412885737
CALM2,0.00968075238330663,-0.015693434872126773,0.01628125208729933,-0.025553648359028173,0.020492149577343532,-0.11304179018728208,0.07900787411185414
CLEC2B,0.006614719001364035,-0.036817281040531724,-0.009878454746655574,-0.07197535252797295,-0.02973731612963003,-0.0061268584356236125,-0.07844429286789815
NTNG1,-0.036522728751126686,-0.02226860580131901,0.0483284868651842,-0.003034949646238412,-0.04722765101051058,-0.025822547018654173,0.004275045967425679
LRIG1,-0.0032135541163262338,-0.024233001371274893,-0.001196254432325564,0.04656858401921019,-0.016998326483501795,-0.07791446477490808,0.04974589249006557
CPAMD8,,0.001937476135921488,0.048863791063489224,,0.13142235727058305,-0.032666915991738814,-0.13501520780776657
GHRL,,,-0.05097263583544433,0.1340617698809885,,0.004183279052780296,
NPY,-0.041086255140589674,-0.0316719838139357,0.048554651725235876,-0.030761291972595705,0.040478232037178985,0.047302525113463376,-0.03517351822362034
MMP2,-0.06886271684478004,-0.052713214692607216,-0.08166498254520813,-0.025697716724884363,-0.05419386414332091,-0.00010986873245959249,0.053813321541765005
PPY,-0.03415385568022318,-0.04726236688507623,,0.03482500520728838,,-0.017478306321786527,
ALKAL2,0.017824401753728132,8.397073226644137e-05,0.08023966843406494,0.024241152697868907,,-0.05918813245600016,0.06854674172356907
CSF1,-0.03453270451573503,0.010607026124902243,-0.044184266123307094,-0.02313593150513777,0.028498185468786148,-0.01222335256342977,-0.06542212121667922
SEMA4C,0.029862042947833907,0.047500053899709745,0.021236475131244836,-0.0754194440180931,0.034876476007118275,0.05299264885664723,0.06236585778046223
BMP8A,,,,,,0.07296345676008083,
ICAM2,-0.017052837854896717,-0.06255743444148833,-0.09506386031128092,-0.046244757852244876,-0.04863267043818022,-0.03474608485416695,0.16132767897528646
SYTL3,0.07645336588538737,-0.050850546922246,0.06703283608983764,-0.0027152737829438337,-0.06566821087386328,0.02548496318734396,
IL1A,0.03256603908579207,-0.03557713083686949,-0.02561830151823624,-0.025309687259009263,0.06264718513711376,-0.03315721714127544,0.05404143366312545
HLA-G,-0.018947914552912823,-0.011685997964402176,,-0.028778235028144118,,,
PGF,-0.062183752025896676,0.025272761662297107,-0.015678418003960515,-0.023297397539659443,0.011685382281074052,-0.0021934500297786917,0.0757055939961323
LGALS8,0.06440347893404821,-0.029020910664532815,0.0635494781009563,-0.012943845961435272,-0.05953754122652316,0.0666911522382183,-0.014182271768572539
DKK3,-0.03457922431865516,-0.0552268631175876,0.0001545475253122616,-0.0006209297627358161,-0.06468530553865279,-0.05954714353317975,-0.003393768628730967
COL16A1,0.0226152673956469,-0.033255038415827005,0.09274831907734653,-0.03893242510699919,-0.05187317302057274,-0.03575683607891651,0.06824526629714418
TPH1,-0.009892740066486319,0.0062646326715781525,-0.04917019226897655,-0.018970753024205242,,-0.013285721668541283,-0.04803825097520827
TNC,-0.0037233948799857697,0.052056440739510004,-0.07595574336801839,-0.0019621910093798466,0.01539619193928088,0.009676111262648618,-0.009373047890177545
TNFSF9,0.01527286595988441,-0.023275206796076493,-0.019521482055663997,-0.024522573397612463,-0.048513493831615004,-0.023803887322925602,0.04853765113532162
C4A,0.021423876167693208,,-0.034523932819717586,-0.016034983115143946,0.07532921075872337,-0.03768275319972693,
CNTN2,0.11524397118803256,0.029038066587560564,0.006057964178865377,0.011694583721647481,-0.10406386842557612,0.0016833092768342693,0.0029853953794956142
F7,-0.02569371029445609,,,-0.015867634340449573,,,
LUM,-0.024164499308711132,-0.04141493838579545,0.0217782383753051,-0.04540954232354446,-0.04600124043592855,0.00925891476873172,
BTC,-0.018588496102376638,-0.02883499008532327,0.02396421941592415,-0.015355416011004647,,-0.028889466740429144,
APOC1,-0.040907479989781045,0.010620007934494819,0.034235844630623735,0.043714724744535104,-0.10965435599128735,-0.1199955459659723,0.023210510501307055
PKM,-0.003171816190916945,-0.03515525237611176,-0.05019947951869846,0.01759878986234154,-0.05046338638588763,0.039880998892828624,0.013056408806766923
TNF,0.07874782630000679,0.02191505759545805,,,,-0.09372916013278579,0.05601750510119676
