,UKF243,UKF251,UKF259,UKF304,UKF313,UKF334,ZH1007nec,ZH8812bulk
IGFL3,,,,,,,,0.006632659960797723
BMP1,-0.021911658399571286,-0.03681815434262172,-0.04122134039670295,0.022233200250002152,-0.026078824851085026,0.04980695615902746,-0.11578013866685204,0.05479845376162561
NDP,-0.012053676775034656,-0.0017577130285280724,-0.1046397450212292,0.046335989158866546,-0.04071693773622478,0.01874609083137795,-0.10958036720499195,-0.018574291315602603
TNFSF18,-0.021000988100597553,0.007464238392150737,,,,,,-0.019900351129532652
IL36G,,,,,,-0.018385988373764116,,
RTN4,0.05518260143471484,-0.001797661146649251,-0.06542230925543355,0.020080067930843836,0.046656074730165496,-0.0468580714167844,0.014096266796967774,-0.04715072253673764
HEBP1,-0.0018386312869037617,0.019718535184554808,0.008354304977264906,0.09543590590241298,0.07441457327109688,0.00032047247087004595,0.06539460859404948,-0.005472811820984169
WNT7B,0.01800570991601219,0.002160873610988492,0.07581237765662105,,-0.004456082320938275,-0.020208320049797873,0.10213643722624964,-0.015309833702133062
PTMA,0.06085331758459136,0.0421893574951636,0.09014546175853805,0.08280705357447081,-0.026424469250884368,0.10298751226197936,-0.12305680697619713,0.0028401071711112256
CEACAM1,,-0.013221171382663181,0.060210957867557445,,,,-0.03662931371558544,0.04004100993492288
PDAP1,0.00751870484284525,0.03786397739722203,-0.006794371334157936,0.03440571878346416,0.04719658481962105,0.0305824332480318,-0.11615510581497904,0.0220059582033561
QDPR,-0.07659608171182293,-0.05112652071847133,-0.036693218583813844,0.1392695448536802,0.03166183779524031,0.0441904666994286,-0.07501609863353104,0.02498487468852443
POMC,-0.0396533703192444,-0.009446562784934092,-0.025164198433028345,-0.06511258402212397,-0.019830031266160637,-0.03939217715426607,-0.051556402103730366,0.07748878215204906
CCL18,-0.028164051832905036,,,-0.02583837605096806,-0.03641687015792237,,0.10597820192094268,
CCL17,,,-0.01566241964523414,,,0.042793364624717174,,-0.0254415907016128
VEGFD,-0.012421315144213425,-0.018936675450431192,-0.017449665081414163,-0.03042255964657263,0.001969679628202363,-0.018000924562450865,-0.03538430910754222,0.05107704168239786
TNFSF13,,,-0.010803586535980096,,,,,0.046921991002360566
WNT5A,0.004873002979193704,-0.03586795162239795,-0.021768089616562798,-0.001395189276795395,-0.012417992795746765,0.006748451260231561,0.027201276033516027,0.0597975501103125
CXCL8,0.13516584931597045,0.00031952526060222933,0.18065085528924082,-0.052952453122505856,0.01486562385864889,0.04498112614236114,0.22520089262865917,-0.02256391690715727
GRN,-0.017456555003251044,0.0711418656599258,-0.04985653409370171,0.0457270749219546,0.019325991278040383,0.034738107274696846,0.05385464232529087,-0.03640278824677788
MIA,0.04001477487888649,0.061678432442644114,0.037496325369958464,,0.01721607527436952,0.11451779118031734,0.002339714270223501,0.02730811883891878
COL4A4,-0.03194445476037307,-0.028321470038386504,-0.030064704553866922,,,0.004616535206819589,,0.02699162526355575
TAC1,-0.04000793916684281,-0.023020078583267458,-0.025077379698462972,-0.03970149298202367,,-0.04238134469894734,,
RARRES2,-0.10000034184108195,0.010315708109449593,-0.08665900689940283,-0.02561494757810988,0.0007691422558094194,0.05553876832801177,0.022086555837474618,0.028035944777494912
FGF7,0.03429409991813282,-0.021373539787310613,-0.027763092025182515,-0.053898486679154776,0.03855230700126717,0.04179608476748689,-0.0414240866246557,0.07544560979771374
HBEGF,0.12171921055126005,-0.022770654801464434,0.08620498264769567,0.028257775262787457,0.008461935743711065,0.0033747473269701133,-0.09991404566247526,-0.06904131235208671
CSF3,0.10468603542566993,,0.23010819083992862,,0.0004039358914367717,,,
PI3,0.04439568863854014,,0.17093071730800533,,,,0.05664723619438136,0.023748761908672422
PCSK1N,-0.05634470141286844,0.004871970250725849,-0.10560346902698808,-0.07591487341024344,0.021603575895362135,-0.009459099749165081,-0.06488833862223851,-0.05525342287312607
NTS,,,,-0.02739007623243545,,,,
SFRP1,-0.04932263236684028,-0.004514315580736632,-0.013666066549221818,-0.056348749711441846,0.026694660077140994,0.029250965084201715,-0.09744432427077622,-0.07134766594352249
CXCL13,,-0.020866744341452914,,,0.021468629385075894,,,
MICA,0.10031922693898469,-0.031819907960022556,0.07110993382737879,0.044384695320526114,-0.020272266096046876,0.039147343852942135,-0.06982945612046874,0.019674917914383007
TG,0.021499926763080306,7.40877682219932e-05,0.08269501582598031,,0.09437304101035861,-0.0121309462969261,0.042064753347777345,
ADA,-0.021136965829907883,0.002620289305904264,-0.0337477701107855,0.04378809693553567,-0.01814602276687797,-0.01428291535393798,-0.14972977986591815,0.04443012321149972
LAMC3,0.03933266965346433,0.007829118661637418,-0.039781602653029546,-0.022441731007271114,-0.04675442377628771,0.02651019995117707,-0.12139824387236507,0.005828158437302127
CCL7,,,-0.010662672695123901,,,,,
NGF,-0.018404093885857696,,0.0338339132191708,-0.027390094266983345,0.03086742758103028,,,
TNFSF15,0.028369939030100735,,0.08425906576165378,,0.05522874078156337,,,
HMGB1,-0.014265871510246374,0.007451676851333807,-0.11343962184193929,0.02306765536560105,0.008641967540791839,-0.019501211497344084,-0.07594652414270128,-0.005249889568288157
ITGB3BP,-0.008673246129232096,-0.031677366933751866,0.00027730126309340235,-0.08391866242894049,0.008099721596095526,-0.009248726002869231,0.003886442915607271,0.007430755225645492
AANAT,-0.0329864282417893,,0.015714762478626337,0.016568439365795183,,0.14455490226893106,0.0346173523500364,0.11794737602844059
RELN,-0.03173263802216467,-0.04218877018617214,-0.0187526088182548,-0.016553299488086762,,-0.024943088152579732,,0.041369605837376026
IL15,0.0785484792021481,-0.02290386157934719,-0.007076821789686316,-0.008371156010905349,0.023039094373706964,-0.00456438242465742,0.1917378295009544,-0.039190708937693615
UTS2,,,,,,,-0.03298778904718573,
BSG,-0.07304983941102403,0.03526402495505871,0.011387866628424585,-0.1035516600651694,-0.010739410429053846,0.0767667208666738,0.10931868198373482,0.01275139362664757
ADAMTS3,0.0037855846427391525,-0.03158887648609834,0.014277172036402053,-0.02774771855518284,0.014760141953322717,0.031867177682434696,-0.18233403010450247,0.05732881258920013
