,UKF243,ZH1007nec
BMP1,-0.06551897627563241,-0.15731527829777364
NDP,0.0013719668427520314,-0.09121812480887637
TNFSF18,-0.0223379114509558,
RTN4,-0.012814497825588857,-0.03140837577232688
HEBP1,-0.06687136896077667,-0.03499687232835451
WNT7B,-0.05213693363850408,0.19885533148358686
PTMA,0.05195245189234382,-0.047487041706890123
CEACAM1,,-0.044493219311622464
PDAP1,0.04892383111394547,-0.06474528363122947
QDPR,-0.013152060738058817,-0.006304908365906431
POMC,-0.013201895494261876,-0.0626249872856185
CCL18,-0.011275718424445327,-0.03815060945993713
VEGFD,-0.015644869632622207,-0.042980926083860525
WNT5A,-0.013519674482024046,0.0069662298433674965
CXCL8,0.028406695157897874,0.027092643217421945
GRN,-0.01414767473904993,-0.13107119908875892
MIA,-0.03609820483182131,-0.010939236538243262
COL4A4,0.03837711227205228,
TAC1,-0.042554845427426935,
RARRES2,-0.03808411332193197,-0.04857195451063518
FGF7,0.01840589674450204,0.054410694952227084
HBEGF,-0.017502754546242345,0.07890141983731731
CSF3,0.05494103752615114,
PI3,0.1128826569242176,0.04390216982054119
PCSK1N,-0.1255031621362486,0.050709678366362365
SFRP1,-0.040618868469712084,-0.07618606391630885
MICA,0.026400955758306695,0.01890021038701592
TG,-0.005804756859518244,-0.0215747760062135
ADA,-0.04005562011500466,-0.039859173192060525
LAMC3,-0.008645195864638685,-0.07335556518830244
NGF,-0.019575698895123356,
TNFSF15,-0.024217582647170763,
HMGB1,-0.07392245259020692,-0.13107508123758604
ITGB3BP,0.11712375807064014,-0.10124260018671676
AANAT,0.00044467262950189794,0.10630270002037585
RELN,-0.033752738435396695,
IL15,-0.03442487570322473,-0.059884558997271
UTS2,,0.031426339949943
BSG,0.11401776364651274,0.12144675489268449
ADAMTS3,0.019765262607896596,-0.11825304664460257
CD34,0.04574918891327744,-0.04345323446795246
PLAT,-0.06766538012372328,-0.025944099936390654
CKLF,-0.07559853888535568,0.013235738485786413
CD24,0.09289505206300461,0.024613051970062364
