,MGH258,UKF248,UKF251,UKF259,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,-0.026194745333849377,,0.04589035832288415,
BMP1,-0.06390574031980059,0.08766846122476034,-0.04727537192246757,0.008796528798036815,0.08087849230153607,0.06892204815125318,0.005784129347912032,0.05303656609401619,-0.0970422039118137,0.08069751643089501,-0.006534862154163504,-0.06406139752465566,0.05705948520187726
NDP,-0.015375298270144007,0.008932594156636905,0.014655232101758588,-0.001767852014386468,0.05115091218996466,0.010166217239044486,0.03742942085635366,-0.00853202777923934,0.05286024708484147,0.08986885795710083,-0.012526457500523034,0.042710415790241395,0.014690442416817256
TNFSF18,0.1104191827787704,0.13312368804019614,0.06524162537952623,,,0.00807416561680843,,,,-0.027014178498391352,,-0.029590165048450908,0.007566311997824328
RTN4,-0.012723735690028905,-0.018810887344658394,-0.027459579342052242,-0.00883456707213577,-0.06862448490624397,-0.0030313026466303582,0.0014948037183722938,-0.024696306258042797,-0.04201641832816658,-0.10471273052645165,-0.07058620440523382,0.028261943763468918,-0.031658032778479554
HEBP1,0.023919195553642938,0.046510248601464244,-0.04115744419147858,0.005930509967192267,0.04700044152868333,0.18511878001513357,0.05032329457675889,0.004718633887374524,0.01298370184680856,0.028968555422164147,0.06083185514768958,0.08951409650978309,0.0026566191452026483
WNT7B,-0.018408457561670272,-0.012984001543416989,0.025895771149388867,0.004326550917349403,-0.02699121179226063,,-0.023421307528026507,-0.05337845190732103,0.05322124332499411,-0.05648883263031224,-0.026558530080801425,-0.047068296808847596,0.007963944702361623
PTMA,0.018611100329096065,0.08066719295013275,0.026708663439600204,-0.009192688708479882,-0.13023359302816806,0.04631410398720022,-0.1431956202722538,-0.008740782836619944,0.0459495639388984,-0.08760407769048585,-0.022574468554580295,-0.030799598039339196,-0.03195991507833036
FASLG,0.05640673991953846,,,,,,,,,,,-0.024668861855419166,
CEACAM1,-0.007067985991286733,0.01746616912199322,-0.012055895041945642,0.010761389349934524,0.0027911631961317247,0.045995431628446125,0.11802055181773745,-0.01573112190344214,-0.023793306123558563,0.011725679943196949,0.026015837840016313,0.04096388669401243,
PDAP1,-0.040412120150564376,0.020007009739853213,-0.022993631718390983,0.09017395649987052,-0.08370107925855817,0.02561103032042418,-0.02724417604782837,0.01744505906787466,-0.0608216961188114,0.02667608568586193,0.0029949944426912374,0.032684644604556994,0.010738848480755948
QDPR,0.04844207416850878,-0.03206539042626714,-0.016919808997499883,-0.009271523604334333,0.06514869504282365,0.03302435955501294,-0.05955432821135736,0.019780704293765702,0.08851566756376837,-0.06877525348658564,0.015852359745007875,0.02080019704037142,0.011813663202979196
POMC,-0.043671903613995915,-0.020311369482882636,-0.021421402060726326,-0.0016145468179600611,-0.004099311209917131,0.03132256824109873,-0.01783935392478236,0.017411620999086403,-0.007788462561650598,0.0477525087902533,-0.028835918835434963,-0.026323626625084928,0.025706423542719258
CCL18,,-0.030424332210945402,,,-0.04880085623426969,,-0.02613452969181831,0.022524389997565123,-0.03684957911638694,,-0.007079499250151425,,
CCL17,,,,0.005119919194191774,,,,-0.021220108320887072,-0.03434713111964566,-0.03453625858271588,,-0.022359552474774634,
VEGFD,,0.014212113825569576,0.02043971417949127,0.024097479569391587,-0.05497961957427942,-0.038798043074691826,,,-0.023793306123558563,0.018198861565562777,,,
TNFSF13,,0.03494374585496738,,-0.014820286114122672,,,,-0.018927897392697467,-0.0025316346983477464,0.12222439915905295,0.09273048329092203,-0.0018812561472184694,-0.0038176958886011036
WNT5A,-0.004157287761409044,0.03602969850838002,0.04057084661608064,-0.04371791563754799,0.03463927531110199,-0.004693055050409489,0.0854879266161933,0.007917388991456569,0.02457696018415194,0.0831708100267114,0.08630667059258253,-0.04595243799344059,-0.03175168167433335
CXCL8,,-0.05698017878853626,-0.01616840479866631,0.018435971828581043,-0.1734591369396449,-0.036691034877790345,0.0015846184906776286,-0.02707655913302445,-0.07473170158648267,-0.018843662193799484,0.026654492204143863,0.017750973403115305,0.051031253837169506
GRN,-0.02855371844690923,0.025298392888267802,0.023792814305281983,-0.0072202087137998175,0.040764700483386616,0.06626513407621773,-0.05712598313596948,0.0390291947161783,-0.09566758130608864,0.051717445645480906,0.0812645127444557,-0.05741969026681305,-0.038890306146795846
MIA,0.05156019138001701,0.014456209361542221,0.026870810551383736,0.06324908118912599,0.04763225850798815,0.021319980014956667,0.0529018093605726,0.09638292822806947,0.10920676329489896,0.0848782618111126,0.06267437053821961,0.04646847280584752,0.07850243253017954
COL4A4,-0.021319242941913803,0.0047174678790712805,-0.0004481734370537979,0.011163066999818333,,0.06757168796787642,-0.03304221134975916,0.02156282103395367,0.09325132919098712,0.02600208986198719,-0.03552506714076711,-0.025229208262592954,0.05076327244586807
TAC1,-0.018408452750406912,0.08267335265416374,0.010282454255331403,-0.01051371876935717,,,,,,,-0.017431553636610666,-0.029393905343083535,-0.04590733789265555
RARRES2,-0.04876079972281277,-0.05912082393020066,0.020113095375905637,0.04440299107622201,0.027676735866639133,0.060302661715082743,-0.019118831316482687,-0.04481921251691976,-0.06509220072134267,-0.030442339362297507,0.0222320087815563,0.030071474194208483,-0.022661849448459333
FGF7,0.07103240132390694,,-0.01948973694483349,0.056208946846412776,-0.020364719602220895,0.031125103319047304,0.0924447368715104,-0.02317690148582205,0.04292375220798173,0.13155584969150613,-0.012224550594906345,0.10099784611568867,0.03666327588616719
EFNA2,,,,,,,,,-0.0226139451491804,,,,
HBEGF,0.009819676901580475,0.09777216880823195,-0.0023472042326683506,0.006516458663383446,-0.036589205357407506,-0.00028075381371838967,-0.029981919173836632,0.0016301411317242516,-0.026487201187228977,-0.011989492564750239,0.03640417036761561,-0.0588628945497881,-0.002053864448415652
CSF3,,,,0.03184802685608893,,,,-0.06579672468456157,-0.06947682950729098,,-0.025271117576380453,-0.023541159387843708,-0.02432220490162461
PI3,,-0.03200768022913101,,0.035364131820461706,0.0003424808114998121,,,-0.029240535809885414,-0.14735882970118286,0.03767185720492215,0.026799892585170338,0.04846145240934547,0.05174038897284974
PCSK1N,-0.06981323161927008,-0.0044238941245332486,-0.01258523851430083,-0.025148905836306457,0.03545630286550299,-0.09308836928538342,-0.031286303202903445,0.017829218878453585,-0.06616228091074602,0.028494579706430767,-0.003925545478656526,0.01086510278119003,0.0005287348222701305
NTS,,,,,,,,0.04937947404431623,-0.027550800864618554,,-0.05227589049095784,0.014527843588873714,
SFRP1,-0.026784763745436525,0.012555712293626361,0.014954844537955474,-0.0028865771268325904,-0.018934137497542178,0.0006169301784177827,0.09098762714706182,-0.009143237281763207,0.0018870793470296217,-0.0022366159407329242,0.08709177782687909,-0.009401807036766787,-0.03579638572258699
CXCL13,,,0.016783991999772697,,,,,-0.01799722138220747,-0.058101671646776605,,0.03194818522424672,,0.0180217045056679
MICA,-0.00011126270973878725,0.10145773098530264,0.03963388205244395,0.029797770049269312,0.034078645337245625,-0.061810824270766646,-0.04222790372535606,0.034829296270577764,0.043675855083694835,0.0025062147367763132,0.0207420013685268,-0.09021818869324157,0.021404378161983633
TG,-0.02131923813754032,0.0193174336557666,-0.01639358818341011,-0.020231001099228735,0.09888925603195695,0.06675776773888217,0.09038984490323687,-0.0281962186273205,-0.033931823019864124,,0.015610344557989566,-0.016617484195287423,-0.048475910407184956
ADA,-0.05691323049001694,0.07882051446838534,-0.023857580292880126,0.04125177261437175,0.1103308794232787,-0.00808652876801022,0.09161071602926604,0.040425694075970194,0.009161565660777051,0.094996247884541,0.02030853724645316,-0.015182726593546492,-0.007556785906179441
LAMC3,0.05631532155503417,0.0786846384858352,0.06266470968416286,-0.028168630278231827,0.11979493443909428,-0.010633111707234803,0.0035586409326790512,-0.025005648989108616,-0.006465138425799137,0.0832516854710559,0.012031026933608602,-0.06369858100508731,0.04640840758307188
CCL7,,0.051165719881264976,,-0.014626981471079027,,,,-0.018168941291228678,,,,-0.02466885308346634,-0.027057137475737108
NGF,,0.010672585194997647,,-0.016088980541384384,,-0.007817466989015903,-0.03883756112973052,0.05022153113856217,-0.022309975681002396,,-0.00462196868512199,-0.07385780262446694,-0.009350533481103254
TNFSF15,,,,-0.01628785926454614,,-0.00689201875262397,-0.021391655139860116,0.009982027610914542,,,0.054551000778500766,-0.03124893129777205,-0.021111096423293663
HMGB1,-0.017443055400512567,0.02165966513738544,-0.012016224034659833,0.02819297081125103,-0.06140624284077043,0.04490870493682067,-0.04448026454652644,-0.0005874835873942145,-0.04276449837847195,-0.10473038982351046,0.03745444781310371,0.043401548130132236,0.01428958717772539
ITGB3BP,0.011256422219835511,0.037207446068793074,0.008715774196318072,0.04719911195350698,0.15783635551595898,0.016647454439729602,-0.007549669984902209,0.0532903369418023,-0.03440162329698725,0.0677059507774355,-0.044351449983928364,-0.015574484386118415,0.010778062154497994
AANAT,,-0.0037766619040302376,,-0.014820287695863599,0.018263685804110315,,-0.027220208184911887,-0.027901126824261126,0.06236238635975752,0.19984452298035385,,0.07190955861730962,-0.018021247664168988
RELN,-0.017674213634909747,0.028576800546356935,-0.011219937655947684,-0.02572470051007403,,-0.04037657210957616,,,,-0.03405186348233742,-0.018955358957981974,,0.03969014613806187
IL15,0.0009441060478601226,0.014125647842935938,-0.020885180538385853,-0.015532981236365307,0.025180964315369418,0.014715180516081408,0.04690403415749365,0.07644163485925491,0.01373203106570265,-0.05320030786543311,-0.03827988649578744,-0.07231477382825788,-0.029836800732491463
UTS2,,,,,0.030739686125986904,,,-0.023759851507041484,,,,,
