,UKF248,UKF275,ZH8812bulk,ZH916T1
IGFL3,,,0.008145571904512877,0.0230379399072857
BMP1,0.012097902049251603,0.0780860040220293,0.02879836310125615,0.00200867374935524
NDP,0.015435115806648214,0.028064051949914758,0.006223454889764771,0.005990890089118465
TNFSF18,0.03774593462102854,-0.013506324514173523,0.04111769985174126,-0.043771831584316766
RTN4,0.035774696636647466,-0.05865138371203068,-0.03940855151304928,0.025046665077369076
HEBP1,-0.005574370850321821,0.0330906905030026,0.015234783799339997,0.06088297094793208
WNT7B,0.04101877739736031,0.0007069145360984421,-0.026538217927085078,-0.039516629870105124
PTMA,0.0005912220605120722,-0.08805988951567215,-0.04122259668067603,-0.0051065063098277175
FASLG,,,,0.015474729088256839
CEACAM1,0.051827651818032804,-0.021242230794575243,0.02922865243083023,0.009382916298703671
PDAP1,0.0029195455409414496,-0.017529623007181437,-0.04523569470040363,0.0017415210928363183
QDPR,-0.022219751733223363,0.0036876539496786226,-0.04561356940737884,0.039662861479068424
POMC,0.01063245652761965,-0.015671670911263147,0.07370751023123027,0.04129572669025071
CCL18,-0.02480501286520395,,,
CCL17,,0.016287594531241775,-0.011482428375781615,-0.020398997924532307
VEGFD,-0.024805020741957326,-0.01794694006437882,-0.039655634097510314,
TNFSF13,-0.01871866464032748,,0.08027215466209757,0.09418356458193976
WNT5A,0.03793758642134556,-0.011225350509472785,0.11034511709564546,0.01677588489684568
CXCL8,0.027004929077959112,-0.006820401260427933,0.08391976966106479,0.003233101152811447
GRN,0.0073839204966757695,-0.017714577936382665,0.018284944033253515,-0.004005709540645015
MIA,0.06032461336965993,0.00967504473790314,-0.0015918232149529344,0.021132448921683592
COL4A4,0.052770246493948375,-0.017586718148081725,0.018541048025474394,-0.02816967813160045
TAC1,0.07291570052719291,-0.049190316305722674,,-0.026816557029212353
RARRES2,-0.017023655326458227,-0.03781348786169928,-0.023560637779182752,-0.00932724946799929
FGF7,,0.006299288831477018,-0.0161116836128795,0.03664684781341803
HBEGF,0.06215950915879492,0.013077469072675959,0.007342178309359438,0.031245380935022854
CSF3,,,,-0.0017407104887125664
PI3,0.013669277107837108,,0.02953467211681438,-0.028898575355679065
PCSK1N,0.017131596685091552,0.048935027344510044,0.07893845516558701,0.012800526782023761
NTS,,-0.020090781159165728,,0.03432440665681587
SFRP1,0.007704939868972487,0.0034926999942544606,0.019644170366648676,0.03958570918488912
MICA,0.020625346642563477,0.0579085122078282,-0.021308747338109293,0.006555265243815221
TG,-0.019008806334460115,-0.016970716417548777,,0.06904967294188456
ADA,0.012169673983918362,-0.019184240910289328,0.0244441280456827,0.03699540860046853
LAMC3,0.04048094201154987,0.037319846033663125,0.0038731182007044358,0.05263110389650455
CCL7,-0.015778083654322917,,,-0.022505811930625157
NGF,-0.02709018610925565,,,0.039336984132395204
TNFSF15,,,,0.06499935094388008
HMGB1,0.026417825620528416,-0.028341694223784096,-0.07853960116458919,-0.07117173760285048
ITGB3BP,-0.04102887418260625,0.02633641348170627,-0.013457153949174567,0.01273802776551464
AANAT,-0.02289159891458999,0.05535627280645428,0.11846547233569277,-0.023812087563981003
RELN,0.026556542870426962,-0.025204217581907034,-0.021613607883595603,
IL15,0.01136685795708126,-0.013624472326970293,-0.02178246520148756,-0.021426646049035325
BSG,-0.03604500021596322,0.02399135197455295,0.025957143268793132,0.04081751665638934
ADAMTS3,0.004716306935360868,-0.043019297745239375,0.0014183973725090404,-0.003446886264688289
CD34,0.03603772690573856,-0.0024810680476287776,-0.025243830057644134,0.04323498629459227
PLAT,0.03999918793238565,0.0482935320264504,0.0531716927221791,0.040394757807304164
LTA,,-0.014698766001795283,,-0.032047481293396615
CKLF,0.035879132439587784,0.025033189253559185,-0.018160644911028898,0.050736157138191046
CD24,0.018359428219377322,-0.06054668295873974,0.020843483540578755,0.010666383967542381
HSP90AA1,0.008021808134072772,0.0031165760207966325,0.013652253709125893,-0.0555772663262884
BMP4,0.02105764528243892,-0.027969848859101566,0.010557748691982831,0.0030520352194801036
SCGB3A1,-0.015778082076535634,,,0.006467274637475156
IGFBP4,0.05509143085098675,0.05470474087413844,-0.0064320016496509005,0.06274840130344488
RSPO4,,-0.01709555969818535,,0.045774707830266964
LEFTY2,0.08643277123092868,0.022800636834996665,0.08405120432033557,-0.038092907480578954
PF4,-0.016367227401760366,,,-0.03204747387737173
ANGPTL2,0.055724077374351935,-0.007337992199330658,0.021631846219083567,0.05050668548900381
LRIG2,0.003180392073060171,-0.025829495492466742,0.031229756932328753,0.03706748390706538
ICOSLG,0.051946818908226486,-0.01709888165577048,0.047308704531740915,0.015578475021271021
WIF1,-0.01758708385281342,-0.013192238499089218,,
NPPC,-0.02668401597889676,-0.003367065367104584,0.08181735110976751,
LYZ,-0.03354699176072354,0.004911561838519044,0.01811858643837478,0.0022747361944369473
EREG,,,,0.03085732135039694
SPTAN1,0.030320388125148975,-0.022372072483999493,0.026189421838022732,-0.012167487118572464
LIPC,0.046985447033136465,0.002094681620682574,-0.03481347533969326,0.001623690069631034
COL8A1,0.025747732915526983,0.06193937798634617,0.07133939638657676,0.021444628860587893
GSTM2,-0.045512077112385585,-0.03347367301870034,0.054360975390926325,0.04334215703346665
SPX,-0.032407956959026075,-0.0668772073680291,-0.08823754825095997,0.012369977850603772
MFGE8,0.0431586270584211,0.03970081712339419,0.0994401972513498,0.017357419389168273
TGFA,-0.034451849599230706,-0.003010980988627186,-0.061673217227733924,0.07060012986390551
SLIT2,0.03572457020407063,-0.0038705221458728988,-0.04004971230098226,-0.059862692590763045
PLTP,0.034589199319848336,-0.006899248571396852,0.027802166839888412,0.05572710496016851
APOD,-0.0314218443618477,-0.05263478977021078,-0.07070497134625303,-0.06038733165054843
B2M,0.07580795272572041,-0.023196470586196498,0.08157945490356308,0.021127758832045665
OMG,0.012951645463193112,-0.022659844942572095,-0.06990124213763423,-0.02939917470183314
CXCL3,-0.04041837530480787,0.026175409400346152,0.027677782197913975,-0.02512892378723224
CXCL10,-0.010298550850208412,-0.00763830770297955,0.026851592637839785,0.027218562472895128
RSPO3,-0.021432519737009475,-0.014576433268968427,,-0.022838998312797197
CORT,0.03665460303999382,0.003682413938960009,,
NCAN,0.0022097732441855563,0.07218850078249929,-0.015292239923929415,0.02188500590040217
PRG4,-0.02372835351032399,-0.008658624743225226,,0.023309624107241907
ZG16B,0.02566174697188438,0.036357411062013276,,0.028951923283877766
TGM2,-0.015802198051253585,0.047877067233087364,0.0029954287477965795,-0.009064802766388949
VEGFC,0.014973279322439938,-0.004055772513633467,-0.017813055329762885,0.047581294489871154
WNT6,-0.025457589170208725,-0.02599231939393899,,0.03746250997431724
NRG4,-0.014532168975261281,-0.02243821811056326,0.042177210162725555,-0.022839000872504008
PMCH,-0.016749106806132442,0.09516782219694102,,0.058599935083194186
COL9A1,0.08281936411091236,-0.013117550401089225,-0.0021253011036185166,0.01727199212327823
GDF11,0.052481008214015835,0.006031793555070914,0.02196374587640559,0.04547872775093443
RAET1E,,,,-0.007512552484485308
SORBS1,0.049831539693740226,-0.06712765282632888,0.02250422606054296,0.011634262410447752
DLL1,0.006740370897613825,-0.005916781564240095,0.009518776403882566,0.026827547907156756
TLN1,0.056845203914869503,0.03822319555939864,-0.0066644026022749485,0.006046963520419891
COL2A1,0.004921238513576981,,,-0.007082598178330474
SHH,,0.01417976523267313,0.10899794230864791,0.09408230380451119
PON2,-0.014427762880102332,0.023551163036945853,0.0299725234304115,-0.017605517089969158
ICAM5,-0.010074370885809278,-0.030737928376445862,,-0.04068454275162592
HPX,0.007425820951183711,-0.022920302572404332,-0.046509082513958265,-0.052706476200659616
SFRP2,-0.004540681131622723,0.09644229765642724,-0.029415485167596445,0.021903561876686135
CFC1,,-0.014698766890117641,,
CD70,0.055434941677289955,-0.006345073366548573,,-0.03484502252437176
HP,-0.03934649172138074,-0.02661308260637755,-0.044427722679624464,-0.03416464730580401
CXCL2,-0.05110959550666402,0.08076709185894815,0.02778430593188644,0.07963216619284187
NPPB,-0.02035525295427359,-0.012870838068550753,,-0.023167622800594156
CCK,-0.024431642973715823,-0.07452601903482396,-0.02615604321316496,-0.03005466099741709
SEMA6A,-0.017415352580838882,-0.005380659214430688,0.008265623432340465,0.020295041738070986
IRAK4,0.00993576839954682,-0.047452868689629675,0.002168492536675573,0.022098194923121508
GSTP1,0.012001484766509547,0.02664915284531663,-0.0024851017301310142,0.04620166553604835
VCAM1,-0.0017021807776070523,-0.04312345429223436,0.019227894929156494,0.022110363237994892
NXPH3,-0.02940355309111121,-0.08457328842217388,0.11997836578986368,0.06070008391714615
MTMR4,0.03196168795635633,0.019833596926242127,0.04114014151670587,0.02177111232776256
LAMC2,-0.015976745159443334,-0.016202949203743,-0.018254680252170665,0.02636422548165257
IL10,0.00803330174102816,-0.004913822929067819,-0.0019956441077576747,0.020639486160239903
SEMA4D,0.027877835039838893,0.06701108570696648,-0.02282660953571349,-0.008363018079498971
TRH,0.023466614702121785,0.02131640701946838,0.04232471208035573,-0.025949291191601193
SEMA6D,-0.07647462963183342,0.05488102256775484,0.010102268010876644,0.0716622664027101
CEL,,,-0.009659449056813117,0.06220300281827427
PDCD1LG2,0.0777808430610647,0.001415450802178558,0.03873732219156394,0.08943926745403721
SPINT1,0.02722639371513679,0.06390187530984058,0.007100938619715928,0.026832352889996827
CTHRC1,-0.03461138642678887,0.01706425563952694,0.061598358883535514,0.04015427771709183
PODXL,0.02548601306740578,0.03893172542716366,-0.05259409341615036,0.0235723133779273
JAM3,0.05315125353485773,0.022077395109314817,0.05126321787872302,0.03226461780820027
TGFB2,0.04543871020504872,0.005326129917634699,0.017789388708855373,-0.06709946279995786
COL18A1,0.030134324137132504,0.06882189447350444,0.058260683660932976,0.029509824497862915
NODAL,0.009987149043900466,,0.06791070295871317,-0.03551396481094587
INHBB,-0.05398361146383977,0.004799865331184359,0.030516128989843943,0.02708460492396091
LCN1,0.0053209721727453885,,,-0.0262413356435266
ARF4,0.040644829810273786,0.07554867172335178,0.10009657527144605,-0.05253996003770155
CXCL14,0.021210142130060873,-0.0189936101910931,0.08943540058419319,0.024851924528303863
LIF,0.04529033877958598,0.03645016396675698,0.03079232544657334,-0.008522444105662557
IL17B,,,,-0.0045570918049415345
MMP1,0.14750898909533752,,,-0.0029013791633688583
MATN1,0.01186260369048582,-0.01303248570199908,-0.03392625350445538,-0.03155988312343574
ADAM28,0.042016364203811794,-0.01744312881904703,0.04550302547088506,-0.00045804892605326756
TCN2,-0.009459766771266562,0.04399458223344646,0.023629075660073343,-0.000686535095269521
THPO,-0.027333906109949496,0.03617815078807371,,-0.009076710463365022
CUBN,-0.0011715718308541107,-0.04163956157849535,0.019690226398717495,-0.03096732259005847
TIMP3,-0.037569578716107756,-0.08214308546933341,0.0007985642492985632,0.05363502185346022
PIGF,0.06919975538015431,-0.002177386006362143,-0.006313219478567616,0.039827812764982616
CRH,-0.00012717646942715001,-0.006965479295869732,0.11628845918173308,-0.016105157219281206
BDNF,0.04104895496436888,0.006264126313096393,0.08822956352680938,-0.01612198057029149
