,ZH8812bulk,ZH916T1
IGFL3,-0.019917721974471805,-0.015714761249644642
BMP1,-0.010463529499548133,-0.010633403453855949
NDP,-0.042391858600711325,0.047746922659365205
TNFSF18,0.02770997073737289,-0.026507992717228885
RTN4,-0.019873895116560777,-0.024537375306592873
HEBP1,0.03806600548419324,-0.004495599287819841
WNT7B,0.03143813705436124,0.003242675374411677
PTMA,-0.09385659971028755,-0.08022971992748608
FASLG,,-0.013629407070648528
CEACAM1,-0.029514978076175154,0.07172458042124356
PDAP1,-0.005599706258936081,-0.04881857682501307
QDPR,-0.04166949524693232,0.004468101653533078
POMC,0.05601184987410886,-0.04930822171135951
CCL17,-0.006570089781622689,-0.012353526659734585
VEGFD,-0.02769658075487802,
TNFSF13,0.16696542599018452,-0.020129040585063193
WNT5A,0.03914345702842275,-0.01547295013555938
CXCL8,-0.03728399518775688,-0.005499726497393683
GRN,0.07993278152451203,-0.0751322898130836
MIA,0.03285712545596195,0.05815478355330161
COL4A4,-0.02798792416136276,-0.014108953282095498
TAC1,,-0.01623996695368373
RARRES2,0.008983204859043525,-0.01581165112496973
FGF7,0.008856863236976457,0.08330836970216839
HBEGF,0.016513771884005574,-0.028844890169459778
CSF3,,-0.013006357816279124
PI3,-0.022312463780363972,-0.028258494595989687
PCSK1N,-0.06211816954783386,0.053730906555132706
NTS,,0.02380590274300156
SFRP1,0.03522730010403979,-0.018813073830321488
MICA,0.09917310752384319,0.01022235348708466
TG,,0.04441647477289129
ADA,0.016801230919848056,0.015393702138719023
LAMC3,-0.008224484387687246,-0.06312544700390078
CCL7,,0.01638652947399839
NGF,,-0.030966824058220935
TNFSF15,,-0.036011240377721236
HMGB1,-0.009514253393148302,0.07219870273743759
ITGB3BP,0.07333486791645046,-0.009330439710772229
AANAT,-0.016367734032151512,-0.014420475928957576
RELN,-0.028336891919528498,
IL15,0.10045296668759826,0.02516358893462412
BSG,0.08967562398549643,-0.08540756652731299
ADAMTS3,0.05164880907976197,0.025039957247644032
CD34,0.007855855256410933,-0.0702942673792586
PLAT,0.04538179135734655,0.027198848531470726
LTA,,-0.019407787382496995
CKLF,-0.013209402253098744,0.030020316587947387
CD24,0.009795620485239383,0.009602598249321581
HSP90AA1,0.08992212678908264,0.03810857021602279
BMP4,-0.057451297746469954,-0.015240596186347918
SCGB3A1,,-0.028577212540528713
IGFBP4,0.07332885309587966,-0.05911002486083471
RSPO4,,0.05919214289985256
LEFTY2,0.02247878915516561,0.007337365487217908
PF4,,0.0028941872850292683
ANGPTL2,0.05887144616445358,-0.032779847224077036
LRIG2,0.01681581957451063,0.06726026169045209
ICOSLG,0.007602050655536415,0.05433146069052651
NPPC,0.05038527525189405,
LYZ,-0.0031174269541138656,-0.0023483827772815876
EREG,,-0.029310247715619693
SPTAN1,0.012182417992182145,0.05284144491179884
LIPC,-0.03782645045141187,-0.024538783376353655
COL8A1,0.04723145575812473,-0.07758518402128457
GSTM2,-0.05445084752312221,0.024539387141955662
SPX,-0.0016431245350408373,0.1498752907607952
MFGE8,0.05406659798298031,-0.029526108337248853
TGFA,-0.04303874368701112,0.0220045204297232
SLIT2,0.03841504241617551,-0.040535673410326135
PLTP,0.05682686306524128,-0.0342426530232005
APOD,-0.07737411232980498,-0.04023298354978211
B2M,0.024239398581568723,-0.10801126726162154
OMG,-0.027072808870122214,0.06960471254510445
CXCL3,0.020016146806041767,-0.046501882446814066
CXCL10,0.0361689199394681,-0.02261594161750194
RSPO3,,-0.013831178157994842
NCAN,0.1273998226486774,0.11540744324345516
PRG4,,-0.03133134607945812
ZG16B,,-0.017245990653269462
TGM2,-0.010876143672917163,-0.07713161840485376
VEGFC,-0.030172114516692425,-0.027830834992975128
WNT6,,0.06022279952402082
NRG4,-0.02422777215110346,0.045493060725022794
PMCH,,0.01230269461303321
COL9A1,-0.010155275591888073,-0.009879188887039307
GDF11,0.02933377495861014,0.06617448470387234
RAET1E,,-0.015172705866646801
SORBS1,-0.040610411658021296,0.06401552021172299
DLL1,0.026357345674592168,0.04599268739027101
TLN1,0.08333369766542158,-0.08602645908750589
COL2A1,,-0.02012903902901885
SHH,0.051613580615587636,-0.007781770860710837
PON2,0.04554445605996281,0.08715227613828055
ICAM5,,-0.029825276524960746
HPX,-0.032483216798795386,0.06627641779765273
SFRP2,0.019454843053026232,0.007861135885324961
CD70,,-0.0007178128064959117
HP,0.034466052864608285,-0.02068993206794278
CXCL2,-0.030596670428088377,0.024314253688966756
NPPB,,-0.0140301914323753
CCK,-0.00947176493784034,-0.018200945813831675
SEMA6A,0.011212439516255777,0.079523747517601
IRAK4,-0.023397914802655892,0.04183640924812693
GSTP1,-0.008268684852317819,0.040017558390802885
VCAM1,0.06350687938610318,0.046673794826464075
NXPH3,-0.026883782542205494,0.09629872506985718
MTMR4,0.059452105760228954,-0.030120918270304494
LAMC2,0.12720468499137028,-0.02673181720967742
