,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PCSK1N,-0.29633050503813835,0.23392685888383097,0.004777472137272164,0.008109172506413216,0.03039819783776317,0.04128257667463821,0.061574345763705615,0.07212634849465172,-0.057895078683129424,0.025736219771918603,-0.007929428218608155,-0.33610585475842003,0.0383607614510164,0.07473100694798236,0.015901968736027932,0.06650949956765054,0.2320852529576093,-0.07323342272003898,0.18195539456353513,0.012650626174590741,0.2638572567574428,-0.14599105497905998
NTS,,,,,,,-0.0688506032833151,-0.03208824886038095,-0.03557288328411351,-0.02113716758330532,0.07120318387640581,0.14397170180223529,,,,0.053105445813755696,0.11313634425553377,,0.1302374817395077,,,
SFRP1,0.17194560530099962,0.14300521397593413,0.00391546518949902,0.003959259039448117,,-0.008225616275822778,0.08616880709697469,0.09064507179885224,0.016057066918561597,0.002812902195869829,0.04078831511351991,0.23808573748691853,0.012763044066754686,-0.11733255032442466,0.03264830160676943,0.10491914216346354,0.1376768262954481,0.08542097538192761,0.10031662128068192,0.03264133946418022,0.049690600585416814,0.06356509623836636
CXCL13,,,,-0.03810660910430294,-0.016778591142848045,,0.03840622703641385,,,,,,,,,-0.026308027450266485,-0.09342242492403177,,0.030205672069439034,,-0.07589893063603977,
MICA,-0.044127491486581086,-0.002722598926385954,-0.04901283684531043,0.004380987089411176,-0.05408784512599941,-0.01421614119734711,-0.0287729659553565,0.010008783106449985,-0.009321184865079296,0.017970149948935005,0.04843717563605959,0.027511051235063602,-0.04422935754809846,-0.06122454471131048,-0.11880935867206768,0.08038715887137089,0.05646770784415266,-0.1359668601148959,-0.007615790556506075,-0.030213369319062804,-0.08211333853234348,-0.1580382090188323
TG,0.015237876303635866,0.03178273297881668,-0.02533392106718954,0.03785042580315003,,-0.042647495838040464,0.005687694101682559,-0.058046337973751964,-0.008763730273468547,0.0059624354720036335,-0.03439571300954439,,-0.07394844396726753,-0.010056091620630415,-0.013696302120669898,-0.03218921192488135,0.016458295814982447,,-0.04814439348451871,,-0.05111040922661422,
ADA,-0.09071920693136092,0.05464035823452575,-0.01702573481664896,0.1331551547670136,0.051231774161951155,-0.02113745923014324,0.03891465472175874,0.023254342726539243,0.03944974798353601,-0.010715504679059143,0.0044146629527422755,0.20608777223030192,0.09156979871604486,-0.044300509057009836,-0.1537870195032051,-0.03663238746122965,0.045858911689205785,-0.12810690742046707,-0.03898461344441344,0.08270100153355862,-0.010486946150202289,-0.04288912387184188
LAMC3,-0.16123897646946647,0.03113974909375713,-0.08591374685081127,-0.010584860459519408,-0.043133035435186776,0.023463836283357756,0.028821910815364046,-0.03901850307480431,0.01358099916089563,0.02550492499965677,-0.05077432384414202,0.07714337446263461,0.026798964561557108,-0.03929070657851366,-0.05604639490934748,-0.03348763898694671,0.04623561298144011,-0.17426653578915938,0.022549859200524013,-0.04008172490396796,-0.028794477976316183,0.004236293152970376
CCL7,,,-0.03137223040899755,,,0.006337586376792753,-0.05695696258336193,,,,,,,,,-0.07395337653340671,,,,,-0.0767143185195479,
NGF,,-0.02542122970125815,-0.014630363445028426,,,-0.03569213415843521,0.01997967259632808,0.014234624053111954,,,,-0.06600658420588124,,,-0.0189684180432769,0.009328695218649607,0.02944458252899827,,-0.012341014601386202,,-0.051078608403318175,
TNFSF15,,0.042427822481193075,,,,0.0019077420886335172,-0.022612228917332784,-0.005156736677559196,,,,,,0.04221740644850939,-0.07431019657508407,0.06700820004713329,,,-0.012186165035140075,,-0.07896050970812168,
HMGB1,0.08758637298516715,0.08234088159680918,0.03863818382593736,0.013010098847528021,0.04568586370057646,0.03258616627488755,0.1031944537987949,0.06527392189574993,0.11781806162734873,-0.05502501654028488,0.09619021698815892,0.17346933327806582,0.07323476714826746,0.01476468637769513,0.14935082333170402,0.04862439217184057,0.08229182158215147,0.10580847300619554,-0.06124199004926849,0.052418220612146973,0.03930099134363906,0.16799919489179407
ITGB3BP,0.006473032044195395,-0.12695082349553127,0.016095518156126996,0.015534281949253737,-0.014904165329868187,-0.0004263960612240661,-0.06073240105446884,-0.005678717385630138,0.06876375741250926,0.015914507471732255,0.03179311451823044,0.03739476406651639,-0.021947146019554106,-0.18432903760618266,-0.05469947166359748,0.037978914583559786,-0.009497810957677698,-0.00990910212409426,-0.01918151956420343,0.06477923081389755,-0.053175300908799385,-0.06596444311677706
AANAT,,-0.007528430200760821,0.0034763518899496126,,,-0.031241566086020373,0.059643909129481996,,0.0061458600276732035,0.009919717155002923,-0.010715792669977355,0.0354945470530124,-0.0030107874635006545,,0.0009228772453159988,0.025035231607781053,0.016947232903163977,-0.022404207957584424,,,-0.010636253906922964,
RELN,0.05564471555572914,0.07841594218197617,0.07144679262362592,-0.02208996826465603,-0.026022284079521472,-0.006691596814564864,0.057265220289793466,0.005390087038344392,-0.0016777278483669433,0.008416323131162234,0.08200746271992705,-0.02940870652860637,-0.020643665797193872,,,,,0.07398505223821034,0.009954862170428224,0.04910775020730357,0.09346528932178952,0.03480863452700868
IL15,-0.09652297061547616,-0.04470454298349187,-0.046846313981203314,0.031944955126725315,,0.010132332883228198,-0.05635800657748569,-0.021399075752787947,0.0045862555761283265,0.04846059464707943,-0.021578266565399302,0.11946158903565407,-0.005919323591697473,-0.03789117854042688,-0.055923530540916144,0.05448641734180128,0.08412183336517685,-0.09961906004932101,0.04897242018401136,-0.0403198353667759,-0.06298382186822675,
UTS2,,,,,,,,,0.02733282157510863,,,,,-0.03019076227276671,,0.03492727135360076,,,,,,
BSG,-0.384850880892796,-0.11769885848308417,0.0668886842359937,-0.06847597203103775,0.05623183677485459,-0.024215982452973985,-0.027202858702579925,0.031107630391694147,-0.05205221894424736,-0.1459516230370007,-0.008038096020175451,-0.20924234791353247,-0.11179591584713489,-0.2010850188895521,-0.17777119247539838,-0.015747654541717632,-0.13847576036953013,-0.35360575846379666,-0.14939280176917424,0.0910844984347256,-0.17629656239877933,-0.1724785753423816
ADAMTS3,-0.1658031761582416,-0.0440642938823764,0.017967873952598818,0.03967102134795016,,0.018744846212245102,0.060293327557926296,0.0010225727315771854,-0.0024857439239745357,0.022602192171589684,-0.003796560130112403,-0.07088549819526734,0.021984540627697974,-0.054850029536401015,-0.04811775089052521,0.1410381444796883,0.13647232218016214,-0.1442711311238735,0.08840725551646116,0.050182001657045686,-0.05195381122487175,
CD34,-0.14718800884171582,0.15959699540424782,-0.02829652869090089,-0.042414085309700186,0.017889631880753855,-0.012211690071160321,0.10912059020051411,0.047665760692869395,0.016502079609499315,0.09363812119081513,0.018951992647534315,0.05218535489008919,0.0960235098456374,0.07272823926221281,-0.10573309996618016,0.12335989517942837,0.12387406391221187,-0.09775731985782127,-0.01238928071914534,-0.023089069815521737,-0.02433306794571835,0.023083335558734725
CCL23,,,,,,,,,0.0022647818110606457,,,,,-0.03825850904055026,,,,,,,,
PLAT,-0.22383649279331147,-0.06098498324824442,0.044203425081563816,0.019505758466191157,0.08250991325920065,0.008299125204391699,0.06162359345787224,0.024364665771717735,0.0954114291282305,-0.06671410419097952,-0.012894650737270991,0.07015999234323539,0.09747847760557712,-0.005271514976737809,-0.09807846192218389,0.15742877667700428,0.26699718274300804,-0.18853033105166458,-0.0344492487465528,0.10022947746139162,-0.13972922487589287,-0.00043160446608279734
NTF3,,,,,,,,,,,0.01124931199807839,,,,,0.11334223576924073,0.2404941142919019,,0.06656417729055002,,,
LTA,,,,0.011260851942511212,,-0.009862608576850073,,,,0.020759298643673037,,,-0.06535950637046715,,,,,,,,,
CKLF,0.0625898427941953,0.11383440321803423,0.06723853355872578,0.02867286938292703,-0.01581160145973074,0.048878738217889114,-0.02324273404579207,0.004800052165464102,0.04783714965692799,0.030549144320984867,0.004753369276324417,0.17865238172460982,-0.03170710796019292,-0.12045003755093718,-0.08867273931505117,0.11900354076028026,0.21941413241335106,0.0072202727582911545,-8.501791339226101e-05,0.09730717085442371,0.04106086757102064,-0.053785013000549116
CD24,0.11528229257951607,-0.07774672841481588,-0.009190131610717344,-0.029777528741055187,0.048275854037588745,-0.09832280242544908,0.13595591223729545,-0.02149464453598541,-0.01696835790017497,0.10885777386526763,-0.05386920465412219,0.09753122379546572,-0.031956381037283696,0.02248980954289733,-0.23961204435594788,0.13533873218676645,0.2179795306587083,0.03457099241839107,0.27294656737182016,0.09236838403903737,0.09000394912823872,-0.03080588935579506
HSP90AA1,0.2885448498056212,0.017507632934872435,-0.05550512658323742,0.042773489291061055,-0.01108309284581678,0.010174415985632358,0.17590935925805753,0.0332680835803314,0.009966560247902687,0.0775037902057439,0.06672607780132495,-0.39207476680207526,0.06214869904551619,0.1375216452307429,0.246883343943405,-0.27692266956054634,-0.313672631466109,0.05102173273538772,-0.02975558005293865,-0.04988865423652958,0.18240397828268698,-0.1840118646634395
BMP4,-0.06011367503199923,0.0017837122580797013,0.019108175628208404,0.009546227449390014,-0.043163056770762306,-0.027017006477035987,-0.023741735447466265,-0.017886152629489855,-0.02953300837540977,0.0007282253596561975,0.026777873578491568,0.04096634379648931,0.02591764304171859,-0.09369860805743807,-0.08194903000231392,0.048718371789134095,0.06445923199014966,-0.11113045200468176,-0.06142158080236987,,-0.07830607871320668,
SCGB3A1,,,-0.04739696017311172,,-0.024699355638325274,,-0.06013111236892391,-0.007047273950049868,,,-0.0415995378628176,0.06272407889386235,-0.042791637418343596,-0.010437677490020109,,-0.004481279306586502,0.10315177749294085,,0.05597908050442216,,-0.001117814233768547,
IGFBP4,-0.19433096773555014,0.003194198345645803,-0.07111947849302631,-0.026351445502078977,0.0034732494800801127,-0.09834864945896002,0.018203933172990256,-0.006211314797767177,-0.013022799445822445,0.018107908762083746,-0.017877341129891266,0.18009401950240597,-0.06684056179401135,0.04599251081888116,-0.04655694099701825,-0.026195264166508105,-0.055809096904205775,-0.2490698727706919,-0.13164755062010433,0.008000305828764442,-0.059689176913314566,-0.0033676305463344815
RSPO4,,-0.031054638360520716,,0.02316126012164977,,0.05012466068699248,-0.05112321179735323,,,0.010685360850126046,0.004883067043229972,,-0.006447242298492688,,,,,,0.001720540942858561,,-0.10787353851657236,
LEFTY2,0.067867699008361,0.004951282708160876,-0.033957149151380706,-0.025252337465092676,-0.00873413420827595,-0.017757287586787407,-0.013524585589049313,0.0076812041771403515,0.027786352743416873,-0.010183554843711138,-0.027060249567079454,0.11697125816462832,0.03232095345358812,0.14178023365290007,-0.06907555583433474,0.043696367573013525,0.006645399881519887,-0.25975476580344514,-0.015293661778784587,-0.12751763464904534,0.10710162270102866,
PF4,,,0.02526993051284935,-0.02025171031459249,,0.026206530289384303,,,,,,,,,,,-0.007495595729328576,,,,-0.028924726455925757,
ANGPTL2,0.06045787517610585,-0.0031675716469542923,-0.004003970993560194,0.03538120318509295,0.013180691109078121,-0.01734708150462125,-0.013552836334413853,0.05079352394758082,0.03125436659369167,0.04447469972588857,-0.003651709482625261,0.33344210879839364,-0.03949570099842689,-0.08042707046802176,-0.03197520185791796,0.173154109900267,0.19527818484854115,-0.03409158557297662,-0.01787903825754938,0.033064248316011874,-0.06601371096827714,-0.015597836452089963
LRIG2,-0.17046882393499813,-0.07710280790491067,0.02386353223632881,0.0514227769959873,0.04470528156115727,0.05432539971875693,-0.02899926614146489,-0.002766782192559146,0.007172096827681376,0.05062116854843484,0.02342424019431023,0.03645840458084315,0.07493312198762242,0.038928984786229255,-0.12672358321763716,0.0723378254079489,0.09306535824865711,-0.03182462724512368,0.03203563277269046,0.06041775893092238,-0.025811619454438467,0.033403065973413505
ICOSLG,0.13237096105198698,0.015095220959088362,0.01637540760886289,0.010884724157949586,0.023145823973084487,-0.0366908389432451,-0.030314590914062495,0.03618219164465192,0.09405622077136384,0.013399406775851906,-0.02311974589253967,0.17024081384303294,0.09491948368282464,0.029624957688899358,0.11097087263329596,0.038578926708452414,0.12170504382713787,-0.08431827475732484,0.026080347188187643,-0.03224837644852357,-0.009732835473743226,0.08548098461232863
WIF1,,0.32208021163269196,0.15267286688286447,,0.12688334899506012,,0.0967873592640136,-0.060681870688127436,-0.05507540951638573,0.016782983899599837,0.004685706187615057,-0.11306790148808334,0.0004316865829982383,,,,,,-0.014702111390131351,-0.1088797456327481,0.019967452973213895,-0.20856240064052678
NPPC,-0.18224590776882044,-0.0015117561536409625,0.011913202031174151,,-0.030987386170794474,0.05074932098068308,0.03871187602026905,0.0071811640815457045,-0.003545053975809996,-0.021965153001372556,-0.000597022513743683,-0.09597496956592962,-0.11019580140642009,0.08040236382745654,-0.08731186291149991,0.018437283828366437,0.02217265832984763,-0.10945163782357879,-0.027332533267438362,-0.027272411113204942,0.11034806420484439,-0.11344032475881345
LYZ,0.21937913928508637,0.003593585471239979,-0.013707056410601713,0.05371520139625676,-0.009130688418950803,-0.012645094831881075,-0.10626531689822648,-0.05283832316328504,0.03948748211756075,0.0367982843252159,0.026588227028101406,0.3083430271661675,-0.024021377602774212,-0.007179065542534387,-0.07844055782755895,0.1183794190850485,0.05767959743315454,-0.09608115730294557,0.04992683712673275,0.10454484687607436,-0.00020726177818741314,0.06937057559355683
EREG,,,,,-0.031146859343443106,,-0.016967644694087132,,,,,0.055376560183355246,,,,-0.08695361823145284,-0.16676856804937307,,-0.0761764835772592,,0.006467985084709717,
SPTAN1,-0.2404798997517058,0.20691674977381835,0.0297113952718195,0.00936729179534314,0.03114842554447506,0.041156909331487704,0.10990287242353243,0.0036847770725156885,0.023242227574609857,0.08523761000088435,-0.05529238729973805,-0.30541859345784367,0.056717538344770474,0.003677839319080548,-0.14530516100128416,0.07978263156641623,0.14364282915388904,-0.051718462507931225,0.13212603843099843,0.026433341931743022,0.279912356960155,-0.2902617475735574
PTH2,,,,,,,,,,,,,,,,,,,-0.004051635503005496,,,
LIPC,-0.1041841317122367,-0.025157389634902928,-0.03412534803619684,0.017160335389586015,,0.015273846024652567,0.02065618291481679,-0.010431809723052375,0.01322825138277316,-0.008317610807888702,,0.024359506270969233,0.007680832547165122,-0.05945615627314758,-0.006096389453723887,,,-0.005301205277297276,,,-0.026010704490368464,
COL8A1,0.14709187108309482,-0.0763176690666883,-0.06245222436522397,0.0069678928011270595,-0.02884981221458544,-0.019948366487497746,-0.07139480877383776,0.014446586104055872,0.04998583583330019,-0.03857980465590993,-0.01906916344474605,0.21156419199656173,0.017908923121875316,0.027995891968771787,-0.09173016916556322,0.1510200743787589,0.02026256680965954,-0.21171901712752128,-0.012098207344373285,0.007785232344466901,-0.11980941961236803,
GSTM2,-0.1151138315905893,-0.015451713086411533,0.04124523045525063,-0.016455243983297996,0.07284750538088965,-0.010014763834519788,-0.009912711855388601,-0.0009978215301477023,-0.04914835472851346,-0.005563834704771928,0.04622682384731491,0.032692115579771495,-0.04895520959207183,-0.0014490995917331127,-0.09830979294953625,0.11175278402278738,0.15153817607193956,-0.030348115052014783,0.026397912848612023,0.08102182042386019,-0.006518668445687695,
SPX,0.09433248764488761,0.1228508420500259,-0.03544775823571528,-0.012098613718199121,,0.01408392977495229,0.1515298137148955,-0.01225135530318006,0.038153740666496135,0.08338400111889384,0.009527287087337112,-0.1095081110233491,0.07175279463533009,0.03093668493567611,-0.017389862535825442,0.04542883008738902,-0.025959539869513416,0.1031581826256011,0.03194239300974724,-0.025850182625078755,0.2044585240193931,0.14917478109188564
MFGE8,-0.08283148622079584,-0.10437918154450677,-0.0881274005255559,0.00858094712484008,-0.007183388349348575,-0.05511169794112859,0.09223191729020958,-0.02033861337958042,-0.021185850527400022,-0.0982242702676929,0.024376567107823474,-0.08336568834703888,0.04536237841650779,-0.11521528300633978,-0.10932368371946206,-0.09035807609480814,-0.01587192058669926,-0.2895408630585608,-0.11053673323668778,0.08233777209334389,-0.11633414823002636,-0.06366225661770626
TGFA,0.21113722477926536,-0.20558111720570574,0.039427918768519275,0.04014298297018925,-0.046584808454426245,0.046943003994416144,-0.045311304155881395,-0.02710130003923555,0.07212394307158902,-0.07274465111882332,0.07520425044043866,0.18131931926663708,0.13658881013322788,-0.05125341201330544,-0.027451489099181457,0.06839007270933073,0.14470546779977572,0.07848871701167005,0.05207189662741044,0.10246175228937003,-0.09055954403164208,0.08791496951888732
SLIT2,0.09374481759111895,0.31210256311428297,0.009150863249719135,0.010078896818408224,0.03851697795439091,-0.017449417306619686,0.05874803706491137,0.016594193671036147,-0.053287452023210787,0.041894637551692065,-0.06974221491625554,-0.1478494645763602,0.01972912090785658,-0.027589679795182606,-0.0026219368066128053,0.07823422191498496,0.01818860919073551,0.022264356555974196,0.04187476759531363,0.03538357212874183,-0.07154661651779975,-0.06380254008518911
PLTP,-0.15287114966104948,-0.10929780883478922,0.03948364197396578,0.03816220667174731,0.00016085892185266628,-0.026546787752266914,-0.18123986389341096,0.017332687437885266,0.05210449646420073,0.03836270916656896,0.04381476966526476,0.4274921677747999,-0.06742026125640059,-0.046735120054424734,-0.22669099167015622,0.13372294001858331,0.025306714302761272,-0.3342293349528968,-0.14907380020651767,0.0693295172761311,-0.009818258835568274,0.045953529799843774
APOD,0.4705214955471222,0.06477500681331988,0.05890727937103669,0.016773384013214186,0.02217280131343014,0.03538595114902001,0.09349201555642646,0.03907920234966858,0.11314046331716501,0.1215905598466582,-0.021011790270850053,0.27053913864601403,0.3091524770883426,0.2864894469617946,0.3908763533313926,0.2008569967092158,0.2907411351126009,0.3417702898689849,-0.14025550735633546,0.17407940424161172,0.15972118392493703,0.33138752541081773
B2M,-0.0753985869393088,0.12328705376676541,-0.06911009246690791,0.022106130891407425,0.007304821630111176,0.05106186794508568,-0.09663039640119794,0.06940926913114032,0.04124338370723463,0.13245358506212745,-0.002561846259902579,0.4970947883621394,-0.11687374293338801,0.11781891211866384,0.06806471749741427,0.1167663743140194,0.18351999986753156,-0.32247062774017454,-0.1308143026499939,0.0762078175310078,0.08188167786047756,0.18327016974052074
