,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk,ZH916inf
POMC,-0.013014001260137492,-0.005196923185800334,,0.03521059954341401,-0.05758473107232151,0.005743343350170156,-0.020785458932626705,0.041284467682761505,-0.03357692011627247,-0.00797247536495806,0.07373527741227584,-0.04882388620398712,0.00939641997462069,0.028485940239019725,0.017802513406111685
CCL18,-0.020244484308791125,-0.0008499910263846901,,,,,,,-0.03992292061283716,,,-0.01104345522580214,,,
CCL17,,,,0.025106932040590127,,,-0.0154715212680567,0.00889150878760564,,-0.029611838207309338,,-0.014426154331408923,0.1094632213360439,,
VEGFD,-0.00542469722116756,0.009699605104060944,,0.057077798426106365,-0.013661516130301258,0.10898696334884668,-0.02689595398183372,0.030011727032283574,-0.01888635881584436,-0.010482447129647998,-0.007881026130765089,,,,
TNFSF13,,-0.0250336765663133,,-0.019258203084057828,,,,,,,,-0.027681623320349666,0.07986454786553915,-0.032685164544740825,
WNT5A,0.08255260174667547,0.002752222403581844,0.028929454200494288,-0.03375283762542839,0.028128523126123184,0.061094638170406106,0.029221057491227463,0.024646896506855195,0.06139883636358573,0.011971034814112675,-0.010846717042758537,-0.0294120068852202,0.011201615373387947,0.06333139937636653,-0.06669965100714911
CXCL8,-0.06992339834370635,-0.026149580592848064,-0.020584308224504237,0.054567306800590486,0.023102437988484586,0.04353043852090648,-0.06488168540802927,-0.020280320123614262,0.01166279043480413,0.03809174667013446,-0.081422522551047,0.027362784248954608,-0.002907136718520561,0.044957590171704594,-0.013694753461723025
GRN,0.02875155375430349,0.013767113741620025,0.033531069991974284,-0.039584493150177556,-0.01100678770959252,0.09851807613685813,0.05576139386678165,0.022274033005177826,0.04246425609457258,0.007200911968154349,0.04097920779791514,0.04623887577762537,-0.032809725717696255,-0.04090628386428355,-0.06173429707334667
MIA,-0.04246438927901298,0.02006443494060029,0.036061121745131236,-0.028116867233045545,0.07519157688281382,0.02325517607683916,-0.00820846766680955,0.02170510038268948,,0.004000951713590278,-0.00412782008434238,-0.04316534245923652,0.03047895750596941,-0.049676492639997065,
COL4A4,0.028441799833747995,-0.030938599324718354,-0.0058793547180990445,-0.004733186372502586,-0.002768911824837461,-0.018009746925031572,-0.017021426705715808,0.000561408302437607,,0.03472024251367544,-0.03753579211465735,-0.011964193941023913,0.06309850217486096,0.048559941536671695,
TAC1,-0.007800514205052085,0.06317882584485232,0.021431616424523976,-0.053506039636631204,-0.027323852900468654,-0.06476409615222985,-0.02035794172938677,0.016027977509605842,-0.014813020080770992,-0.053531045037678755,,,-0.03011626578682589,0.015635099543048727,-0.003906301996005837
RARRES2,0.010100970777195406,0.01771202520847251,-0.0075436823019238855,-0.01208300029993871,0.054365451103799554,0.04442946749774097,-0.005861320035234921,0.012369407596344086,0.06448886263312491,0.12972706508257698,-0.028016838844873167,0.03321155331744621,0.10174867150666783,0.08456374628623008,0.11928088664426319
FGF7,0.06881629735595751,,-0.04308009310195014,-0.030392555549724865,-0.05242357220789106,0.013196634072470891,0.0034382119720161894,-0.017638406215789652,-0.01945744920915656,0.005574760829655524,0.009362925982555234,-0.021206988427456455,0.06954902178961624,-0.05285186041290822,-0.04314753225403133
HBEGF,-0.011365888532682385,0.00750701246299982,-0.026318952363804743,0.004934771887087647,0.019170357411159654,-0.01873998070317608,-0.020298176973219506,-0.055927163674279246,0.009823298571190714,0.044301890761992986,-0.013485319094771906,0.06592591237338584,0.00680945815642171,0.0959446845485988,0.02940551711426765
CSF3,0.013105232604770109,,-0.004434170793004432,0.10835692169677466,-0.04368256220075902,-0.01905396560210045,,,,,,0.022048577928440626,0.18970707804883016,0.030362318725130982,
PI3,-0.06326061727569789,0.03486912225879326,-0.060075283502914786,0.09386299709396581,-0.06516399622300054,-0.02145501675309016,,,,,,0.030029122050367254,0.03125641729863091,0.051264234386275705,
PCSK1N,-0.00037558937853317964,0.018747548150783725,-0.01880515191929821,-0.06906651398613094,0.035531094995080566,0.01034478841139138,0.01271872545076126,-0.023388422371908333,-0.022138864631006384,-0.04620476867092022,-0.003742013595437587,0.0064053347708246545,0.07263003905796618,-0.04305308068236399,0.0385399096811728
NTS,,,,,0.0428421613260951,-0.007407491575381363,-0.01691160502067626,-0.022864815837404753,-0.01700378974447617,,,-0.03365471634785531,0.07323557553432386,,
SFRP1,-0.034724956306011835,-0.06981408495877599,,0.0002870994510351524,-0.007870074855806925,0.09824360945415854,0.05736082945007466,0.01041134284245718,-0.05301625710012802,-0.03506154471913121,0.09724282102877613,-0.02456336370125133,-0.0233341093217546,-0.006498033421536067,0.0590387877146027
CXCL13,,,-0.018412490065294034,,0.0317402007097766,,,,,,,-0.0324041004044049,,-0.031168732577598827,
MICA,-0.048275144141012374,-0.014089418837700533,-0.02375743283563921,0.021412171440927087,0.03263403003673827,0.032025473308928916,0.01878010492910156,0.028628710828935967,0.044891981944251,0.008551956830138532,-0.07816298392939765,0.013617570113207501,0.051748643935590116,0.05250232746145278,0.03314711268691209
TG,-0.04256856162330697,0.012540938299243333,,-0.00444554354881992,-0.018301604983906896,-0.02299643176201005,0.01906344983675467,0.04475286134519383,,-0.020890960020492018,0.018015459665962776,-0.01916875236115046,0.025083700229862636,-0.019929948815814304,
ADA,0.007999270251090469,-0.003388144217702429,0.0755916784774687,0.025263470489224626,-0.013515227786021253,0.04704118367824174,-0.02390161414992603,-0.03489536769782374,0.05491314306267665,0.08136745012975777,0.04221264773131564,-0.04217527469871914,-0.05921318648989457,-0.01249079555618925,0.044660697502470835
LAMC3,-0.015546069031639135,-0.0076858347800894625,0.05498397768254046,-0.06969862435685269,-0.03510472184225664,0.07058028448419182,0.06071867046775312,0.010017274950371852,-0.02802772483902839,-0.05715475786506875,-0.035349807888901075,8.30154860303954e-05,-0.0879065855062436,0.04338628275090385,-0.05652386345075622
CCL7,,-0.021101048105087707,,-0.019007013596610733,0.0035410861005834705,,,,,,,-0.021621480105237526,0.07877259497630504,0.07152698641004404,
NGF,-0.030765430239898833,0.015491047264864668,,0.06060656864957676,-0.02562012994300865,,,,-0.01700380094034353,,-0.007600165952532778,-0.0065922134438310305,-0.00030490679485858214,-0.00738988534492804,
TNFSF15,0.011839373258919005,,,-0.02116523926095277,-0.03038576943152328,,,,,,-0.018900241405077116,0.061905793015585,-0.05269761840221851,0.07893788361642755,
HMGB1,-0.0417879802094039,-0.04591686568476218,0.052029599565136295,-0.047806228732502815,-0.007786628019798577,0.11764279061358819,0.03218238840826695,-0.0005260764180493364,-0.00238531130341594,-0.033794015389310594,0.024569494253537365,0.044250538288540066,-0.06060450267265782,0.03997996945730066,-0.020377753198911223
ITGB3BP,0.06024541589541835,0.04975306489113807,0.0028278742252009674,0.07040842083167766,0.025252405909486866,0.05710091725799727,-0.014527340309622251,0.02228384529702825,-0.009124607283946899,0.10812514866146763,-0.0027156662638076197,-0.10495272993359117,-0.0018599186068278622,-0.028002681885632708,-0.06718266602055761
AANAT,0.05204286054334257,-0.030614410500149267,,0.011672282016900053,0.08539839507981722,-0.01718719260999818,-0.0007176329360607957,0.03455388470682589,0.11733235533049086,-0.022624789171087,,-0.01896813887565388,0.004441423484881048,-0.002033863344951578,
RELN,0.030354880756365252,-0.011774727570914165,0.062462651926060805,-0.015039493486813353,0.013833767972562272,0.010295088557039705,0.001381607653285662,-0.007238281764575706,-0.035434623604406454,0.06063361936312902,0.050797152058525516,,,-0.023400972472693713,0.07671665239530502
IL15,-0.0433680595068547,0.00967799280275674,,0.06144151807356125,-0.003987779596062206,-0.0006863842714688753,-0.02146600620806756,0.04333420786378415,0.00044663480747676385,0.039296769056792594,0.08469080433827747,0.1015223123818125,0.035600137504481946,0.03622322388003446,
UTS2,,,,,,0.024187004117382397,,,,,,-0.016152758484958136,,,
BSG,0.07232361558839244,-0.016377887257354094,0.08627789230926532,0.03210087318363862,0.034787683658588774,0.0038846603932225355,-0.008957141764437144,0.0459539754144512,-0.05829795153749315,0.10685129217586425,-0.04797002087347406,-0.0501054147220288,0.06135255460092867,0.05106672137885955,0.06838912496311281
ADAMTS3,-0.002929408897679429,-0.021994267812521708,,0.007601592528378019,0.0005418704908325601,0.02970604628461446,0.03139466481992949,0.018725235045103285,0.07665100172364696,0.06146343847509439,,-0.05707437376233176,0.09648372003640088,0.05973677782557952,
CD34,0.03258312271327414,-0.004436079148584958,0.050613188394038756,-0.04791705251501025,0.014681358375226543,0.00570156492502423,-0.005857658094255263,-0.026985516650166828,0.02018007551786653,-0.008203080469013505,-0.05681106140386673,-0.07330202998230709,-0.03194363738108333,0.05743312496497641,-0.09604401967645551
CCL23,,,,,,-0.019556296902924625,,,,,,,,,
PLAT,0.024895858577394406,-0.025645646550930105,0.029842627797260917,-0.02240734418001873,-0.03994953039324162,0.08302501635089965,-0.05579727544254159,-0.002765877035826561,-0.004526141584805105,0.05193607332583512,0.01621940673187899,0.012973215475023545,0.02275373983792806,0.04035688321359461,0.03046751290001751
NTF3,,,,,,,,0.04108477516664197,,,,-0.04181938054180015,,,
LTA,,,,-0.024360787204925315,,,-0.02862396778053499,,,0.10328306752135052,,,0.05144470522832419,,
CKLF,0.002197087535380209,0.025428939483093153,0.0411030757310523,-0.05890908236011064,-0.02313503795136297,0.06829563296732069,-0.04235521992714128,0.02887731966632705,0.07082935879487595,0.06255251218898691,-0.0679762494880509,-0.07293645282486945,0.0531592881769567,-0.08626538367707433,0.018359048932622732
CD24,0.04840654017496666,-0.010362838930027242,0.005899627120549929,0.04074628735456063,-0.036914656387820606,0.03241040463882558,-0.009302941389103394,0.004242237525304448,-0.04099115818655282,0.08751893582744526,-0.017615702561808853,-0.0524008556630735,0.06562514676292029,0.03994942855824863,0.02723202237018302
HSP90AA1,-0.04591558637117933,0.011035654444861851,-0.08245574674467561,-0.020214912567873954,-0.02502796263006995,-0.05431027674595559,-0.008017042479561018,-0.02168078898875224,-0.05255435438224788,-0.06907430127903813,0.05658292562086795,0.056592977325097035,-0.03297476952631223,-0.0062360814377292306,0.010958429629601946
BMP4,0.057128748041904535,-0.014460283675537861,-0.01602075538894346,-0.029195636689544956,-0.01754951434489259,0.011071584927526416,-0.05249741362026315,-0.05872737922507511,-0.025498134221186016,0.02321761381760844,0.1090064819816633,-0.03318318233302333,-0.010202986279180629,-0.04763956559767654,
SCGB3A1,,-0.004964108589172825,0.07138372478349123,,0.011707461641326338,,,0.07942329024801946,-0.02813996315083712,-0.025706333755986778,0.11081735946712432,-0.032908806765749705,0.019564495156182568,-0.025999019616260673,
IGFBP4,-0.02015140820108535,0.023096142214434043,0.11284625119464466,-0.02854687191693015,0.015931569739873953,0.01817004879890233,-0.0234326996914987,-0.05363178801223478,-0.02923507758517554,0.03355000722886524,-0.037004502148014234,0.06320884320741067,-0.03787744138301976,0.07985340013661474,0.17393788387900383
RSPO4,-0.03758312722608385,,,0.10684861745823435,-0.01691884159782029,,-0.024416427124865768,0.04721000801429355,,0.1096997351173553,-0.004009009708014642,,0.025779048331005347,0.0039003381613212933,
LEFTY2,-0.06295198121664476,0.009212834203845527,0.031089985509005484,-0.05443206036200254,0.008513143649252236,0.09663345332132926,-0.007897102632710222,0.027174007562266945,-0.01700380094034353,-0.045478336727830505,,-0.018354188170077567,0.09492479424516284,0.03053246502029389,
PF4,,-0.021888948006485633,,-0.01658324490254678,,,,,,,,,0.035217078208857944,-0.023176210073021855,
ANGPTL2,-0.022244028066464906,0.01189466767961041,0.056327763618127864,-0.057531453399157044,-0.0014005779248353802,0.08259601136752691,-0.0017694933233894376,0.01616761436264085,0.012067630241726308,0.13072566971166721,0.021003683222622173,-0.01432927142382904,-0.0011219733120274007,0.07807907003605419,0.10489443958583236
LRIG2,-0.030008405420686043,0.016888551766579947,0.05202739914364056,0.0335020730933036,0.01804975420804428,0.014591570963555452,0.044652877891109194,-0.042337083590004466,-0.01766158751548491,0.07527963075408117,-0.03969982356522073,0.010570086280014152,0.02731312826492675,0.08235674214692357,0.008831187898622146
ICOSLG,0.017044092665535533,-0.05010793664280871,-0.004080588320933022,-0.019364439957679322,0.03683455103658544,0.024770869962762197,0.016282439393050126,0.039385556650667806,0.032467450453310814,0.04905042622555124,0.02937593597566539,-0.01626034784766386,0.018402233633884702,0.040505876330482894,-0.0007408790675278858
WIF1,-0.06380128896450789,0.1041176162246921,0.0430408534226365,,-0.03415462148906235,-0.05711120609015737,-0.02569019805505727,0.019967527627446878,-0.038950885004893944,-0.05645090584538429,,,,0.0056356158137071816,-0.00176438136944433
NPPC,-0.02753653994077921,-0.04208454186185203,-0.01887784830815709,-0.003510399184900739,-0.033917931218894054,-0.04627583597855581,-0.026253023365930637,-0.018623966445137568,0.022339853593703485,0.12908675987853432,-0.022015453316161,-0.03227697071680297,,-0.037301094180320384,0.061237337915467316
LYZ,-0.015363314323050537,0.028223568242348927,0.022543192988275236,-0.008852025727752653,0.01897181832890316,0.06133517979875418,-0.035345185412904656,-0.01430904032099858,0.038297885236236354,0.017207334338349593,0.0011561054985890502,0.018642293697752207,-0.05255467916282464,0.008758217653342368,-0.015480333695854491
EREG,,,0.026712925723190027,,-0.030825660044982654,,,,-0.017491942004668,,,0.010647541362917854,-0.0049216596184828995,0.010705824656206234,
SPTAN1,-0.02717004435565468,-0.0026752222991680693,0.019884393597330508,-0.04180697084420993,-0.048063234914540794,-0.000996607667126613,-0.0028678936676070177,0.00219973687446229,-0.0635685207874409,0.008650911008660783,-0.022202271610102138,0.019315500454433362,0.01620492083177703,-0.057792366125568456,-0.07609909000530425
LIPC,0.018246235701704083,-0.000976051158923766,,0.0001324067652931777,-0.026450259187737486,0.05267199718642118,0.021304062782503602,,-0.013890277554180512,0.022063189653164707,0.060721803714508374,,0.0020294752734792334,-0.03614191230491471,
COL8A1,0.000429917528992009,-0.029440906781913696,0.03297865828798771,0.04598652879926942,0.03324593503731421,0.05888498463419581,-0.003416441843929968,0.02917305930072115,-0.040738984763960435,0.11143329120354484,-0.001967448451435025,-0.07282446648946984,0.020948371757737727,0.06951533564998877,
GSTM2,0.012166112716327409,0.007081477022649507,-0.042194329739759145,-0.04238313464344247,0.01788319700509702,0.00972145730769901,-0.006916454126290323,-0.05636304184547965,0.06961770997421493,0.07275077339796421,0.07841263433052022,-0.052020327503500635,0.024010641825180114,0.08752116408830858,
SPX,0.055076949800674846,-0.017684670706073814,,-0.03707849539709452,0.02636535154293946,-0.05355432483528563,-0.055181473917847806,-0.006811996418152884,-0.011719981680115255,-0.08613450622533389,,-0.02179977222270239,0.014162284821417577,-0.05477167958713053,0.002253266571686567
MFGE8,0.003275955917558696,-0.07718829586690568,0.0020519823632548645,0.010932412488206669,-0.014183626249433477,0.08003657942765356,-0.0216813498177235,0.014128567752596561,-0.008521233269959351,0.04634148006729709,-0.038951580226195666,-0.06355593674388144,-0.038881492545614856,0.09399888714214301,0.07524461598520092
TGFA,0.03349688795732491,0.016679127372860515,0.028337657186718344,0.0059723493385812915,0.006849704473483157,-0.010867880449247407,0.02752001378513006,0.0013940396401087702,0.111173561008252,0.023996454391052854,0.017417175111227354,-0.048008289743798276,0.08099023421561329,0.05835775305217995,0.004683652031596331
SLIT2,-0.025417289118690255,0.005817815635735047,0.15653686380621779,-0.0090477385359205,-0.0008995178013920967,0.019750690175878764,0.03962250195037722,-0.0056380410233123615,0.03735183620862515,-0.038923104287518315,0.01008202120742335,-0.01840024322289623,0.022381467887075422,0.10135425898182167,0.03488344269214297
PLTP,-0.018178386285714835,-0.026097293008716622,0.022897300710902475,-0.07605218635015522,0.014833696789130149,-0.015361477026246587,-0.05253259068863505,0.03880641910584894,0.01953631482623039,0.06578133052080842,0.034363158721430906,0.019589054456336946,-0.08038025208075185,0.027085374802234767,0.04858180641251379
APOD,-0.04542191974617351,0.01548377759392184,0.08629262077408373,-0.05048088448287255,-0.03942852947301915,0.04888960327774597,-0.03688481532685366,-0.029420900299437832,0.033316618725832976,-0.08025452700574798,0.1002571137339624,-0.05203545101510263,-0.020408367255225244,0.003938600333701895,0.027897964891002946
B2M,0.02116174991910877,-0.04992387976690728,0.03826064147438025,-0.08708679570065846,-0.024943272432042037,0.061431469192485585,-0.019584589465079835,0.023212843083266033,0.060185574788782364,0.03226371078668247,-0.03416513592959672,-0.031152671058091153,-0.09277093796160384,0.00463448269997653,0.03002518601428085
OMG,0.05057494535348137,0.021536761999115302,-0.003503306795974425,-0.04255583410996867,-0.02624848670143893,-0.04930704869808693,0.01563103359057882,-0.02701688394089225,-0.005765892276620689,-0.05508671387680989,-0.07239061431809506,-0.06247164133482351,0.06975712428680035,-0.07881142058004498,0.11557895280917742
CXCL3,-0.029558811425787822,-0.027058005189777818,0.03559640026079653,0.07200731728167868,0.056322764939078986,-0.02256596230473522,-0.025203751482557955,-0.009838576519454849,0.08232493640012825,-0.026531335961185544,,0.008753707747184298,0.0008119763630220196,0.0937858120351337,
CXCL10,0.09477500394234017,0.0012765265070146228,,-0.040857617909241674,0.046487714337893754,0.04755281984363155,-0.025060784212097537,0.010738167750681647,0.023690936538184756,0.04234357163863456,0.11109297415349977,-0.022326951976297027,0.05527841306142629,0.004756697575494847,
RSPO3,,-0.02866308988417427,-0.025357424625777326,-0.019258203716485865,-0.0364339708260086,-0.028222281605779817,-0.02722022614543733,0.029961154121446502,-0.022959338695442547,-0.002580664971773133,,-0.0491105385845598,0.0429545550367152,0.11737449091981797,0.07833089048072245
CORT,-0.02667829610368386,0.0688881369751236,0.1103097896886315,-0.04318800057805914,-0.011061055548215138,-0.013944280802476002,-0.034899365178334855,0.051648103149325456,-0.029808334393230263,0.021247498712640978,,-0.02465420916912221,,,0.13854587677033545
NCAN,0.02760123935607399,0.012958769054532126,0.07027025437435964,-0.10116746955455583,-0.051973331365552225,0.012187978464172494,0.03643198427263605,0.015453615580474072,-0.04614305582814508,0.039919386819215225,-0.009255486296587942,0.032429147741843405,-0.04803619222867565,-0.0298579549169469,-0.010052015259131549
PRG4,0.003961230914382597,-0.031733456346499475,-0.028352876502162935,-0.019007016558571652,-0.012217849475296754,-0.024448163494305217,0.07513657816895786,,,0.03888855859327407,,-0.023681503986961734,-0.02688806565861769,0.0005656167498513776,
ZG16B,,-0.004870318405315359,,0.05813966449433641,,0.003933943574065563,-0.00973117884095188,,,,,,0.04728897809150528,-0.01977168414002837,
TGM2,-0.05504603711773763,-0.05029676191238385,0.009883720941067832,0.037803167214121754,-0.0056179672885247525,0.0016642966010497078,-0.028641936978823408,-0.025768379018517924,0.028474003500132232,-0.054683564107085574,-0.004243678133289706,-0.05818783730199751,-0.043626467920630296,0.035733042218505685,-0.05024729641644721
VEGFC,-0.026738398906116907,-0.005738123321449297,-0.022803647103651306,0.0006913734627197807,0.03763490881025955,0.08998313407703222,-0.042046123780170114,-0.00256687645647422,-0.01976581830306663,0.009645484453422084,-0.0293150039931424,0.003451182974574462,0.03062261159191974,0.1088709490813526,
WNT6,0.00797798350560594,-0.014261921480472622,0.004872467324245495,0.0422498305773548,0.004988429431466537,-0.024041567448166618,-0.033408515333215864,,,0.03287115500732887,,-0.005502320841163962,0.0367743111429693,-0.020430081649932024,
NRG4,0.026890430770588274,-0.01943480611057835,-0.019006752856391043,-0.010059426622296709,-0.026821985136466817,-0.017567106293820627,-0.01710877935219011,0.032489200621978645,-0.02202029117952874,-0.0011168320016926878,-0.037535750709359196,,-0.009246990762834837,-0.030723709257456596,
PMCH,,-0.022399659944547234,,-0.01308294636005507,,,-0.024173469273012203,,,,,0.07816485261480877,0.02619508242297278,0.012479152808728985,
COL9A1,-0.004743867811680001,-0.014921949001688356,0.005631524616731894,-0.02416011249337111,-0.06703702270010299,-0.003373757784627976,0.07418084526469013,0.004974930984009671,-0.01724945519710584,-0.02790753227732773,-0.017405918375098212,0.0005755583336521703,0.05424029905188097,0.0077196124625354134,-0.05134673330114019
GDF11,0.0626176143675735,0.0053317665596301295,0.05561881169280302,-0.0015837253104172442,-0.024823731450181744,0.03320098266634961,0.038069420183869274,0.008569273991830651,-0.037100404510564934,0.058340901527438455,0.006208214754688989,-0.013851032777025422,0.016748822137455106,-0.014297853653738535,0.05662871005140288
RAET1E,,,,,,,,,,,,,0.03054273653860683,,
IL24,,,,,,,,,,,,-0.016385332395782333,,0.06949988923601001,
SORBS1,0.012013127322660596,0.045640300731689835,0.089531013620033,0.02948865718868738,0.052214214599918686,0.005158122811383744,-0.007892359025303497,-0.03084731836203022,-0.0013831742726322818,0.0009159233264981228,0.007267741986100927,-0.0011215523880490673,0.017034918397390547,-0.011192268483514959,-0.05065687427646677
DLL1,-0.020262701314039937,0.01428799643157063,0.055454695476962745,-0.020620423449501074,-0.008226050094532285,0.012012711272617991,-0.010610657331324491,-0.004449667993190686,0.03376721474735469,0.04364628299389141,0.010624360232183019,-0.08974704110542972,-0.025803516829273346,0.0053901895816969286,0.047282643482116624
TLN1,-0.061036534990559756,-0.023210967035258323,0.10411460881205536,-0.02519978531407144,0.06412110971974593,0.02539490917942457,-0.019570466635955484,0.026060974759680795,0.06140118079445522,0.059739899200068704,-0.028630581300058952,-0.005734362665293575,-0.02944727339320461,0.09341600992404586,-0.03399820966942333
COL2A1,-0.03991889498169321,-0.023057245579821195,,,-0.023299284312786026,-0.004933420989655233,,,,-0.0269347529639041,,0.12265740792660773,-0.037328369642637464,0.06369044296941866,
SHH,,,,0.008934658321059375,-0.04580376968927633,0.13024516614261733,-0.01854109742112904,0.06194331063820465,,-0.025706331509093183,,-0.032032587361368034,0.061434427802883725,0.011296493045950805,
PON2,0.03847916034766525,-0.024321566108621608,0.052447036223619445,-0.08690325085073879,0.012773400454328633,0.06016618287642391,0.015702626458393317,-0.016593596480825683,0.02599507027546573,0.02468653621582909,0.046032675678596056,-0.04022959087565197,0.041264784860602484,-0.04280363671406244,0.02867801044773681
ICAM5,-0.03562565434222884,0.027768828501925732,-0.007724369811184624,-0.011508746982495039,-0.029797743120521247,-0.0033761032710462467,-0.0011504024889855725,-0.00259232156386688,0.059255485551638516,-0.0016068042262305522,,-0.04580151111951816,0.0051688528700217645,-0.06307748463906501,0.11832016601824102
HPX,0.00385808558817963,0.04907510576184961,-0.025357431292159303,0.043836621804015395,0.08942333301600815,0.017490513099699442,-0.018954117866393505,0.05206344885358327,,0.07601074721090219,-0.04883048976715228,-0.006490858975291794,0.0755550624267416,0.05484773649896662,
SFRP2,-0.017310743028935805,-0.028053896883389436,,0.016559208396583716,,0.06648677737239524,-0.02215325384636349,0.017695759651696417,-0.033445810049267055,0.02836228687783184,,0.05119299816628201,0.032354649713409414,0.10986756734940253,0.1709126214802946
CFC1,,,,,,,0.03992004904684295,,-0.017967798050238414,,,,,0.011153757615106397,
CD70,,0.045197062822061485,,0.008094642687306948,,,0.01145967524649095,,,,-0.04073718748795497,0.01760074157866889,0.015115962712438502,-0.003737269025535314,
HP,-0.006985416773728682,-0.003071226545949541,0.0646196562519585,0.020599011344064715,0.013588275862990065,0.02059206653496654,0.0017867155954652417,0.006610830420138935,0.01351265719958076,-0.017110976839084253,0.013634224676859636,-0.02737767265833563,0.09849061076165816,0.04112542079548378,
CXCL2,0.020165259284323417,-0.0030004982060316374,-0.03505765344499831,0.06942613887681368,-0.022065120753630197,0.08488422991251698,-0.03383724134323829,-0.029034271527355736,0.03518715021901033,-0.017970101732050395,-0.03697874310429967,0.009289015946830115,-0.003279179659196271,0.09019063709875454,-0.014359674930431087
NPPB,,-0.027222391590101345,0.07084979701114252,0.08755866911720267,,,-0.001556421528644685,,,-0.02235919574032515,,0.023499913474529625,-0.026018339533727775,,
CCK,0.0400167360197238,-0.010607085949237942,0.03982922884185233,-0.03600436200506236,-0.030237265545135825,-0.04742854722641625,0.01713692087556579,-0.011667063593999803,-0.04972919850060407,-0.11506483319760874,,-0.08576896712968866,0.0036920449173925163,-0.08939232489718046,0.10420411486528183
SEMA6A,0.057389940893421344,0.055897268451030505,0.07295487694195119,0.04883386817539444,0.03095313759551045,0.03824844643761275,-0.009358693847927703,0.05063270871842974,0.11640476202032149,0.10434021720505843,0.07546833393041211,0.006857113556907844,0.07878631145894276,-0.00010743821986590269,0.035290722002165764
IRAK4,-0.023612748566311886,0.07272393090360804,0.07595631594002229,0.02222362210155233,0.014448057542435578,0.0787744240357014,-0.005266295390283194,-0.030249694934263507,0.0669277293725164,0.07681096127852759,-0.11334074502613928,-0.014528889417934995,0.09086488325393277,0.041333053466270364,0.09789964707559386
GSTP1,-0.011839474932570617,0.03756657985258665,0.0326011360528883,-0.020523812382704853,-0.00927830193761797,0.08894919740706768,-0.0737173174082041,0.025049761291507162,0.04610069387098331,0.06506509243659858,0.00027511185486903204,0.010877246240259717,0.040276120195019555,-0.012185820265485932,0.027200877735520646
