,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,0.03434092096609249,0.047999141320530854,-0.029585993387176518,-0.031470441254004604,-0.018590622408166786,,-0.018160244599906374,0.016278635931944327,,,,,0.1913017958110918,0.06271409987777084,0.049476498228122556,0.016375483705780774,-0.024636308742365973,-0.03222354812110266,
PDAP1,0.03286707071226324,0.08490129809770867,-0.033659447681511634,-0.03143460459290917,-0.06322499801823692,0.012366446293812965,0.08592662630023727,0.014243726787249012,-0.11255727554641454,-0.04096141784196927,0.05285041085950903,-0.012259710085833578,-0.06595043423089594,-0.03656919282921898,0.017525118370273457,0.02397526268357195,0.09180705376701503,0.026414803569209905,-0.005868720548727205
QDPR,-0.06995687777116925,-0.03038675976872567,-0.011464443859483257,0.024967213398176487,0.057452929531227374,0.011958247687615824,-0.10846566774960864,-0.028119552578428717,0.028590279291406093,0.07673874278037612,-0.03868726995972228,0.0948569890718971,0.019519399802897436,0.04969508125503845,0.06768413225777072,-0.05860015785970807,0.03722063737471342,0.02535368948185578,0.051903188968558035
POMC,0.0013057114127983083,-0.025901012142568423,0.00668862555631667,-0.019391401374565867,-0.03740872844939776,-0.030183192184628126,0.011601474797443055,-0.01650322168056469,0.027903305946680553,-0.0222565515919724,-0.04474271029792583,-0.06476923766093938,-0.039327055119660746,-0.0008282376614789449,0.14565535806926888,0.03071899550192074,-0.02098972456991856,0.009075197209098206,0.15978254660862679
CCL18,,-0.025033668616951006,,,,,,,0.03931116203063548,0.001160198620941944,,,,-0.009884516214094845,0.004200119946569222,,-0.01589442185336038,,
CCL17,,,,-0.018240656990501276,,,,-0.017738825635574607,,,0.0701675530864627,,,-0.020837755477525855,-0.03962384758246387,-0.0028639942718530213,,-0.02099181471183365,
VEGFD,,-0.010683951442049948,-0.02541209100987807,-0.006304787636553683,-0.01778645495332712,,0.032057718084312715,-0.004150632088580325,-0.02214212194668719,-0.01503742594220383,0.048083526476745055,,0.10236377906884796,,0.002011943612312523,-0.03460011856663158,,,
TNFSF13,,0.05153627325164299,,-0.012581996954089708,,0.1198055953082252,,,,,,,,0.050895088926789234,-0.043069767625889196,0.022577480741405476,-0.02766492352980584,0.014179289579370511,0.02753613270994962
WNT5A,0.05485293789272403,-0.04624472324745723,0.04917731606015213,0.07393093733391222,-0.0571881981507599,0.06690498373448651,0.09066812115355513,0.010452792411144756,-0.07237111307332275,-0.007753857977859487,0.02162747870390724,0.07835845586762057,-0.002171408388155957,0.04560431664323607,0.01971430677974362,-0.0392676707097902,0.01484653346101732,0.040636265134747294,-0.036562148646118675
CXCL8,,-0.010016606073814032,0.029683801439045625,-0.007863365989331562,-0.036942477688865265,0.0071879457649359595,0.08496474233378809,0.010422134805330918,-0.05045449224922344,0.09145636637744348,-0.03228674054134792,,0.07140533438138529,-0.1785707159804879,-0.12354525447117584,-0.013149227823091806,-0.07682761023571537,0.07288761249572082,-0.04343838535772314
GRN,-0.04952903200689247,0.032509902445119934,0.02558634368494748,0.01993229918538791,-0.0070658966949165266,0.02054956716495571,0.04106786501509697,-0.016045913066255912,0.005284805097659955,-0.04548721691254248,0.010948166288044684,0.03374468931407993,0.09775233316167661,-0.017501704588650756,0.08428023639297526,0.04341336891751566,-0.020548868568821724,0.036918112283899435,-0.00664508410907632
MIA,-0.033958230596447876,0.020899409193526106,-0.03768625066701567,-0.03840870414769142,0.013217034268665242,0.07046780516633733,-0.04484054322770496,0.030756962843342322,,-0.020393451095097364,0.009832203779208099,-0.028742969552148175,0.031539798135386723,0.03587017185394366,0.038152261759813025,-0.030782733553078038,-0.003889797621804089,-0.028172889153454006,0.03598893787046794
COL4A4,-0.030046111811221247,0.016918773411501917,-0.0183434089300419,0.07783449843712478,-0.013241086587637004,0.02464116177709016,-0.015468440196032704,-0.003368155965599491,,,0.013039168033561461,,0.049787962809498695,-0.006509589142908805,0.023684692202241713,-0.029076923827268467,0.039768178849555046,-0.005962580023910979,0.016538227711735926
TAC1,0.010710923420355912,0.0053895007070035965,-0.045311639624548594,-0.017019668083982656,0.026359679592823426,0.0009789972155510977,-0.0801222503432508,0.04263598125599493,-0.08201243127266553,,-0.04223896111067487,,,,,,-0.033873659716535234,-0.0275958749762681,-0.07793422800480582
RARRES2,0.060160205882743005,0.05677388250596196,0.011443008291231354,0.03529017950772034,-0.0665143092924902,0.001670014128072142,0.07787227706987132,0.02824172666037792,-0.030843146518238145,-0.08419154141058742,-0.013117860757173295,0.02870315680271127,-0.002884219956114327,-0.07914989361820061,-0.007513223185264136,-0.01202617991196203,0.005506515244145889,0.023211243972072332,-0.03558061887197334
FGF7,-0.010672423380909311,,0.015017117322107183,0.004046329146106577,-0.03405588843697852,0.017952832660322868,0.03393035191229307,-0.018902374783727093,-0.02735949279238739,0.13941329606732228,-0.004577863534342743,-0.028975847738469077,0.04756474375723197,0.008093997121371628,0.002735278578920006,-0.043750514704075795,0.01296693724266776,0.05007131021665345,0.035490088716482696
EFNA2,,,,,,,,,,,,,,,0.057335386604209504,,,,
HBEGF,-0.05300292911136808,-0.025986799492985286,0.05795325448384261,-0.03455402136753263,0.001015542492278187,0.13122775091703856,0.08767493745301985,-0.02187554509438508,0.005910589021387828,0.07030621005445213,-0.020576085430026328,-0.05520251943892571,0.14892152816525953,-0.04781154699870041,0.015915157565128676,-0.021671782692711465,0.0004298020593481555,0.03958703770801381,0.045124057019702964
CSF3,,,,-0.021741272674391195,-0.019144730585880208,,-0.016365311996900167,,,-0.022591119563696985,,,,-0.10370101412491071,-0.05620442583873922,,0.0059606985017781515,-0.022101142521920678,-0.04060248639166391
PI3,,-0.02633647484841547,,-0.014046858381313266,-0.026059805528041467,,-0.018427557307248116,,,,,,,-0.1093179727453642,-0.07304071253767155,0.04261197802933042,-0.024668801471941015,0.06586867835713349,0.03128515171956895
PCSK1N,0.06660417829907116,0.09199055760964245,-0.011596084027297098,0.03099749438980355,-0.03220546372069149,-0.028618949192823876,-0.049911653547436416,-0.01793156267066202,-0.10823182723388325,0.09050170033842339,-0.007751677156879014,-0.019987218277700145,0.03846619903987314,0.033909300439384796,0.01566204177882199,-0.04370082817982694,0.04719506632181656,-0.0056593373643261035,-0.00681868753767727
NTS,,,,,0.024992247004550026,-0.01288721179848309,-0.020114937049905725,0.058292860572654336,-0.019935022401573924,,,,,0.07041731302525579,-0.03178340369772698,,0.009398571148770326,-0.006561411748831034,
SFRP1,-0.037748901709372194,-0.010716844908204699,-0.0036540589134756865,-0.01591567829109792,-0.020291264899897393,0.05496111177096331,0.07367748573144747,-0.01782462642673733,-0.09385076338375786,-0.048884496036872685,-0.045439573260879114,0.013038691956952767,-0.018355966852913505,0.049428767955754974,0.02560979262643575,-0.04175971053449185,0.0036836138992311124,-0.03196824444418531,0.04782033531691893
CXCL13,,,-0.03901897750997033,,-0.02010890264708838,,,,,0.02918698869043053,,,,-0.03729356071571094,-0.04811098302882952,,0.006466362003421796,,-0.0023452037664970543
MICA,0.010995556578108958,0.0108660108722492,0.009710204731312585,0.03383291927721866,0.009405535976061299,0.06604618695626902,0.036802828189464246,-0.034453981521188136,-0.010246442692039268,0.020943315780130266,0.054492443264533744,-0.0462597912490258,-0.02690660151086623,-0.028648268477364167,0.035933758713079224,-0.031003966546749393,0.0681551141557997,-0.004855997095934428,0.03093147005424714
TG,0.0505816927388643,-0.03942195490155098,0.0643720246779195,0.049772681795697375,0.030217372987441312,-0.0148752396555557,-0.019751467408927845,-0.01787119552871163,,0.014401800315681662,0.06140715164244162,-0.021984215836735627,0.09744916685350863,-0.02768816729218293,-0.03914473610185192,,0.009852662464123033,0.19153097563168617,-0.009352355365696985
ADA,0.031662575838493016,0.0707693540774567,-0.009371228039950918,-0.029313347118842332,-0.012445596593304445,0.04761399255277637,0.06777745140462978,-0.021407068680248633,0.0002874440642688129,0.003145579183401521,0.04610916975439014,0.11576534171328477,-0.05131976796779903,-0.05282154638711406,0.01408328607708025,-0.04962771447269628,-0.008578117865918914,0.010505479577809708,0.0497372842553639
LAMC3,0.08177370546776384,0.015396786894696852,0.07211469773440224,0.04162030079560228,-0.009250463496447748,0.12793493225605954,0.046828406783230365,-0.046433428173282325,-0.02987498135717621,-0.0495984031556444,-0.012950571971985061,-0.017411342099697236,0.00046479628051490564,0.023931725858106316,0.07750895217879684,-0.049936968829555714,0.020632997255296225,-0.05827833497702742,-0.04026908689641581
CCL7,,-0.01592352802876096,,-0.012417886868005148,-0.026660692261515836,,,,,,,,,-0.031230992345215494,,,,-0.02315985499556789,0.006576005549563295
NGF,,-0.027339906877531038,,-0.028452550491820723,-0.028457514108949908,-0.014194968423908138,,,-0.019935035527463507,-0.011963726524795004,,,0.020925549013435477,0.014172954817844897,0.03879873028509903,,-0.0017325550932198249,0.005247159887460896,-0.022610199543526843
TNFSF15,,,,-0.01382792437859038,-0.019739486079430955,0.04581361683328489,,,,0.06498755986925307,,0.04852286708547432,-0.04192534678170021,-0.03044671059860827,,,-0.02193281175146684,-0.024264971654704773,-0.03316495900646039
HMGB1,0.00033532359595249525,0.04630718574633816,0.015219837584021125,0.08007950689301865,-0.025439674100271127,0.09376445223249537,0.09023685019918691,0.047844093523051585,0.015960997086908207,-0.05455328308842402,0.005253940195911637,-0.024235517610683075,-0.07065283846389073,-0.016262051645355935,0.018659642515217432,0.04318147182595033,-0.018914821194954985,-0.004647703058667522,-0.06968600052990834
ITGB3BP,0.043739991574900196,0.0005646883639823141,0.06384258614741914,-0.018154365824971395,0.02718678135592486,0.07715521908648969,0.04007688954467897,-0.07163216428109963,-0.04790241410386647,0.04160380765690369,0.03495055439482701,0.04734300589069766,0.016214155358730036,-0.005849565221599647,0.003369143196340001,0.0016475775142613862,0.025148918244869003,-0.02376106768308784,-0.049614019661512784
AANAT,,-0.023102616574082937,,-0.012581998296942296,0.0842154702648878,,-0.014761954297977234,-0.01607167057856212,-0.01874186516566872,,0.12286196821163366,,,-0.027398392577436502,-0.023673889358442078,0.07093846054588876,,-0.024504092401710854,-0.024791828182752027
RELN,-0.006054404157634127,0.024800631369475284,0.0601134286431191,0.03304914067131451,-0.002883100630330616,-0.015727343518509025,0.02798987270513,-0.0021285321168722547,-0.018717327130843713,,-0.032691528291221746,,-0.0247034158383822,,,-0.0074232557196694205,0.0315135467209283,,-0.05980049241448477
IL15,-0.03939706305074484,-0.022300549665128767,-0.03203833933160109,0.00958214814100711,-0.012066025262153095,-0.012264298969995448,0.05685780026852267,0.009818654146417517,0.007684413328746477,-0.03382812638981915,-0.027387098134471877,-0.010611601203725887,0.09393012812013245,0.006129581557604425,0.03658994341559156,0.05140849822344539,0.02823206082904644,0.061783900199179,0.009594105494228315
UTS2,,,,,,,0.045977212752689144,,,,,0.15089288570794518,,-0.023331736501963237,,,,,
BSG,0.0853290173922949,0.052175345578936286,-0.011436973922557516,0.005264347832264768,-0.031199371423238705,0.05788051642117348,-0.051659867803044504,-0.05148502627676593,-0.13348498746778392,-0.029595920404920747,-0.0494092791487717,0.03954873865587989,0.10095038720494458,-0.07728578110567744,0.01389424073225849,0.07164947731069625,-0.013393671599026014,-0.054421315758208265,-0.002388562583634832
ADAMTS3,0.04556481639014286,-0.008507270239357056,0.10824077137502253,-0.024209026224721653,0.06972107751592774,-0.019754237733396508,0.10050702719480704,-0.0003107155364959983,-0.01141401258943321,0.08497297132693483,-0.04550851812328188,0.08714767247084183,,0.06600768730780296,0.006173973494431622,-0.02043984115098992,0.027220801798325433,0.028724491833679842,-0.010644180236437196
CD34,0.10022358674765593,0.05119982424616168,-0.013904480769798633,-0.009408787586294255,0.03652237059134705,0.08150332969796875,0.049013899292119106,-0.014848337086685186,-0.06024054620944951,-0.08256408805465923,-0.02959897128160641,-0.05525513983437017,0.022375521543639032,-0.004468321065930272,0.10541129340415809,0.013042461941504806,-0.023754825932560706,-0.02265304597319232,-0.05279491419670601
CCL23,,,,,,,-0.01679676068508769,,,,,-0.035210612495015406,,,,,,,
PLAT,0.04535750465953319,0.026885615109620065,0.03646944527070834,-0.026751519908236748,0.035342529498659715,0.05533191404530247,0.06641071442163211,-0.023004993840513743,-0.09276987623620571,0.011024227501027209,0.029265996211493495,-0.03622131928116054,-0.07157859346031907,0.10149260186888294,0.0177259564501563,0.014203255119213484,0.02461367899862895,0.0357415438095252,-0.032246281363677805
NTF3,,,,,,,,,,0.09181605608815123,,,,0.06372055481940263,0.04721949557873471,,0.03325705686535183,,
LTA,,,0.029949381352607097,-0.015915677546537475,,,,0.019734250514542282,,,-0.01487970413385368,,,,,,,0.019925010353863397,
CKLF,-0.028558799939919745,0.05801851752120721,0.04270893723992293,-0.0014514389287916644,-0.05542625839977264,0.043727389020707504,0.05379192832579993,-0.000671854616348133,0.026305575271646994,0.010124342976201546,0.02056284385523512,0.10408340848326206,0.03059581671274965,0.025126995533744163,0.03877906912974928,-0.0061018156764108345,0.09918890112071475,0.02992243962872909,-0.005532593947806614
APELA,,,,,,,,,,-0.02652068453415706,,,,,,,,,
CD24,-0.06942738816262854,0.0780285604826936,0.08637465468602251,-0.017688324492340493,0.01852918029837411,0.06739287030231392,-0.0390006724790887,0.02952993499671,-0.019366073398009408,0.11089819626751948,0.015453251139166322,0.042056725454885736,-0.05185803218260359,0.04510766079333725,0.0774759267410173,0.020673593074294266,0.07686549443264855,0.021749793369866512,0.013232892955726326
HSP90AA1,-0.12811118665687085,-0.07329231194761754,0.021208559633887406,0.06244298078701065,0.019298172591543733,-0.06582683260534995,-0.11312021141066526,0.034857190753625596,-0.014628351676378305,-0.0028016318774458653,0.0019994447909409525,0.012715891273020053,-0.09807446204969125,-0.11940236687000814,-0.08624929601306618,-0.02011258133013268,-0.054709530907425155,-0.004191263028740757,-0.0617315262685211
BMP4,-0.030921804041253675,-0.009107607685725176,-0.00039452642415799564,-0.01110952012183602,0.0417151205981122,0.08409086894903381,-0.045216369575516765,0.007336284897726748,0.06368028165212643,-0.044738920758102214,-0.008822287420650258,-0.03531231412452266,-5.974535206177532e-05,-0.054117750640228425,0.03247282570845496,0.016469667910533684,0.03644151192374391,-0.05797317190517107,-0.016738761321804924
SCGB3A1,,-0.01592352643642943,,,0.08427073655990264,0.10031236101181898,,,-0.0329909275650529,-0.016718572660497092,-0.019110357258000085,0.024290609452299067,0.13820193883056908,-0.028834947244597203,-0.023652850424759446,,-0.003791576151904139,0.07728791601719211,0.013880616998855053
IGFBP4,0.06415937998039808,0.006424857510773504,0.08125346821479645,-0.008317391034060227,0.008881085755207756,0.0884039119731043,0.10438227256198887,0.027617311118174233,-0.005935968000328432,-0.0676238344851049,0.036974783364933136,-0.0875790934816652,0.0488236044049279,0.007104520225401624,0.05809233418593408,0.06537461095319971,-0.02062008086681849,-0.017533105659404316,-0.007478817826417368
RSPO4,,,-0.04782914224862993,0.034500569562488995,0.03615225338459426,,,-0.01800266308870191,,,0.007107664022360168,,-0.05114282607796397,,,,0.04167641606864741,0.08663605861811263,0.06398431676045634
LEFTY2,-0.029749030836102343,-0.007099464057531053,-0.018647299423038464,0.013802981095227446,-0.03794531421485864,0.0521105301633865,0.06794124016173568,0.015433742855001438,-0.019935035527463507,-0.01626663460478675,0.017097774029045207,-0.03440344311248696,,-0.026511575870491966,0.16140211782366445,0.03983230770130402,0.006981497709414341,-0.0075589438405037086,0.014472108715334865
PF4,,-0.016518102577915365,0.023730379771064153,-0.010834361645375448,,,,,,,,,,,-0.023911553134761183,,,-0.0329788078858065,0.07986341550876962
ANGPTL2,-0.007111098769839362,0.0136528867379345,0.011440157941923287,0.03605756493241958,0.029862185704233865,0.08077389179536852,0.07202114444594454,0.014831241440609688,0.012675935708891934,0.04659491585781869,0.056115243261951935,0.013599327083753329,0.0690045563118981,0.05248686839208962,0.10003852554555027,-0.04184629944783573,-0.06706929531962119,0.07068829823038295,0.04928696224188656
LRIG2,0.012274092874112949,-0.023564745647910376,0.06613606144843547,0.025002872903601592,0.028078917639453298,0.08831587525487887,0.018675256183828683,-0.0025030891068920716,-0.01694401858685328,-0.00469513044936991,0.019561004062760297,-0.026605123204918188,-0.008375328423479492,0.007664373225306391,0.05636522859246661,-0.04158459730092326,0.02577731584590642,0.07919837823612517,0.033382615493939574
ICOSLG,-0.04724169501286029,0.051834279096770616,0.11416318951702971,-0.03313247022075151,-0.014538408591839686,0.07993583883856129,0.05576314007528786,0.01376319808390446,0.01761751829178744,-0.016850416029208757,-0.035853933903223174,-0.002116716456057236,-0.04120826746020972,0.020632762763629305,0.06278186514976615,-0.0510859166548249,0.03187303472237159,0.011780534864317403,0.035556407282190776
WIF1,,-0.02972164448103682,,,0.09458667705216714,-0.06562078781574598,-0.03833386612515314,-0.013892228700187872,-0.04566551203010136,,-0.03290283612083216,,,,,,-0.028514753980689603,,-0.011069567393152121
NPPC,0.1108333947601159,0.03241832895635802,,0.0169575016918546,0.07611399309709473,-0.03003520279069574,-0.0013034516516972378,-0.005540743151129167,0.03009431954697527,,-0.0448800279562568,-0.006897249235001948,-0.018815234926991182,-0.01828902555363364,-0.045242261561623545,0.025501778547521652,0.019779953962974377,,-0.03151187901726602
LYZ,-0.044456664769941714,-0.06179265656904693,0.029719191408603348,-0.006221637340207699,0.015503446970544161,-0.0032166695715844028,0.063456924805668,0.03381396858650822,0.02572051607550274,-0.0019150604099722037,0.00794804080632764,0.009212333141105894,-0.1101118720470497,0.08627731975190593,0.01784915083311517,0.02724802206725849,-0.018928213881741315,0.035594070183914556,0.040636906493666046
EREG,,,,,0.032040979270581166,,,,-0.02050732577561819,0.02313448091790293,,,,-0.06339331441163411,-0.014038378716346719,,-0.02847348375081865,-0.022831873986316514,-0.009510200912361344
SPTAN1,0.08810660285578749,0.06955874904061278,0.043675592897702925,0.027573218914694705,-0.014909635820705041,-0.026787821669095567,0.0010252705673344578,0.01405099746129845,-0.06804339253239668,-0.04078658861471314,0.01524135415126307,0.02787447194942317,0.024987603282603348,0.0018719195999067993,0.008998431993691429,-0.043019405579995736,0.03384966484563792,-0.02688080666269445,-0.07610528188302522
PTH2,,,,,,,,,,,,,,,,,0.04311918414393884,,
LIPC,-0.012708352253891152,0.013094092928373517,-0.004552256805916132,0.041512980819399144,-0.023668589501213932,0.020486715600981736,0.01445223418683283,-0.001200954786682614,-0.020391898424729202,-0.007818808753324358,-0.02759510288405547,-0.03298874202766868,0.04563834393873374,,,-0.013440787863388075,,0.020120622579402718,-0.038188992851049874
COL8A1,-0.051254909394911036,-0.047632117102282746,-0.015303821138482377,0.010218425176758467,0.04339684162776121,-0.029317605167283,0.05473110983986562,-0.017497947024343978,0.037352289956069595,-0.01924139020517705,0.032125513900064274,0.07299461696821445,0.03189793893609016,0.02694443407548212,0.004921731050602006,0.06770852629280928,0.014094995618325478,0.025679641757169757,-0.034434640058764544
GSTM2,-0.01931906378420799,0.03891258737379772,-0.011581919783811298,-0.028863197079610277,0.00792073833381214,-0.010371116199013371,0.03243159126858392,0.016163587266329094,-0.016023806020609103,-0.00033602002092763075,-0.06528909302734837,-0.05141060912072533,0.006943961775139622,0.07725986719218005,0.014770961460970709,-0.007232916812668691,0.04030900821886523,0.02341735909620445,0.005026411782424091
SPX,0.009727613568997234,-0.022119678466370574,0.005347597546481714,0.006487774723604155,-0.00662116845032609,0.0002574303347339946,0.02458727494451127,0.03649219560349489,-0.009650700858273442,,0.022980529336363624,-0.04124198717576475,,0.011235469605031564,0.10242032742144831,0.0794837928185658,-0.030716565470009928,-0.01938700505745606,-0.03704128748246628
MFGE8,0.03260556531000129,0.032003601661684596,-0.007652783273345184,-0.005898804360755704,0.01531493985234599,0.08204295653334857,0.003061761708237173,-0.07287552440128263,-0.021111632899088247,-0.035338890301613884,0.05816780917333006,-0.09018334543297399,0.06631263903819565,-0.029634869480522262,-0.04662344426426256,0.03450125595913146,-0.008171756391018716,-0.03822597011857277,-0.0491235221076472
TGFA,0.046455497709015664,-0.0637966621715325,0.02538114614620536,0.031115676149165813,-0.004371552616359278,0.052234880487799146,0.05463817315762469,-0.02155602320576604,-0.004579851952313986,-0.01007118783947112,0.015607040195225956,0.05223305381831575,-0.07639848191862185,0.03710190684786547,0.06979199819512275,-0.016338301767493218,0.010928939794749818,-0.017370210793089973,0.029641991686842565
SLIT2,-0.03092179909330131,0.11065645952132915,0.08301143730290393,-0.005503771143859682,-0.001728175946210434,0.0005996068782280902,-0.049051712807341774,-0.005308714837281245,-0.059350743397658764,-0.03150425055696073,-0.008386345857657304,-0.05712991238098112,-0.0425895082619699,0.024086541155991684,-0.02901925021285386,-0.057237757661740704,0.01364489284101876,0.02062544999543277,-0.017520048549909375
PLTP,0.021632100074976412,0.0532798332357242,0.007371566833629652,0.010975671519459737,-0.004030370998935336,0.017717006485255715,0.07459703347737011,-0.002786438395386973,0.042600979184223765,-0.11020433712445132,-0.005605783809500411,0.054020800257505455,0.00843473799637799,0.05339863555684026,0.07573365107363955,0.05430974639388858,-0.029978390160446105,0.025957758741731708,-0.020105458009644493
APOD,-0.10155172456153427,0.047934767623577665,0.012262978505228499,0.020375132453806316,0.04317184963697488,-0.02050476205953123,0.024273326911249518,0.056197577259124824,0.03847669395841482,-0.04921159777664124,-0.01086603697436339,-0.024039789325301313,-0.01738469405869969,0.06606347285364124,0.09203835572809244,-0.04262306467340207,-0.0631924379059991,-0.08427346994244533,-0.03661456440465129
B2M,0.1286747222487102,-0.030555916034488893,-0.04542763580733326,0.04818362525488899,0.006647222897115248,0.0655915003574188,0.09206056126792986,0.06594698814835659,0.06650287847344653,-0.009536392513135776,0.09280933647497361,0.07345036384072279,0.055308413425136704,-0.0024131693688512717,0.11679373965433042,0.07978240643660857,-0.000185690806472919,0.06711335165028558,0.1100391385039115
OMG,-0.1003224550870589,0.030957966764313585,0.013895125866837494,0.01177768856114377,0.04141170648354285,-0.041136222836741634,-0.08306254138578416,0.08126280716226524,-0.046182674391029126,0.2104240185002395,-0.01725581136367724,-0.021183540160453315,0.02945782933502243,0.06124596703894057,0.07935303720687739,-0.017520522965652784,0.011506435575856877,0.0129834549995888,0.025178492847433464
CXCL3,-0.024196223684307322,-0.04079095700996313,-0.0044659432111823424,-0.049682437943505534,-0.05572786072379373,,0.05842886437599853,-0.02039649446602253,-0.028869081169193775,0.05177394649854771,-0.0022094013972635256,0.059746821862724654,,-0.08945495207386796,-0.05360319908264299,0.00580002452349915,-0.03269623513063724,0.053832900571352954,-0.004211148181007522
CXCL10,0.06734357501194245,0.011000607402704147,-0.01904345113112671,0.005581848646549366,-0.008434755788318184,0.026391890104933178,0.07692285609760376,0.003797376476604467,-0.03686508405462165,-0.016414300953658055,0.058198108791883266,0.06869347258001003,0.04982786687061952,-0.032250006145269225,-0.01881291860040171,-0.0384984566390123,0.032039067070129004,-0.029271928342113913,-0.009990783474520926
RSPO3,,-0.005671250762606417,,-0.012581997367275074,0.006853230774739044,0.05433351063776888,-0.024239911700693353,-0.027190301241477286,0.0072804326110288775,,-0.020610857649181497,,,0.0178458118468976,0.006047152986798491,,0.053072030732965854,-0.023502724131833172,-0.0017399377199434306
CORT,0.0005915693870042958,-0.0022869636948356065,-0.013193179172915915,-0.00717426459049306,0.06250260148559283,0.03986827938269064,-0.041952598007826324,0.041401823534294696,0.0441307162046359,,-0.006632971509615093,,,0.02713410351239286,0.09693034380338489,,0.0010144672828679457,,
NCAN,-0.058099276712371285,0.04460169239228029,0.048607205441548645,0.06709642470134848,0.09050736531865992,0.043939089073927164,0.05557437280640139,-0.047977625766153685,-0.04721919725187639,,0.029328894706626987,-0.08997507339841304,0.09496081916551266,0.06735270915212244,0.11508695373030137,0.04455311478113054,0.03193588638698311,-0.03244651970498793,-0.046807811936984835
PRG4,,0.033735922693889094,,-0.01241788880314848,-0.01694661465984254,,0.05290953983670051,0.024734410864048293,,,-0.02409749969234738,,,-0.007410759480995818,-0.0023895561297652586,,0.01626186389366644,0.042185757919663,-0.034085229619337784
ZG16B,,-0.022081125140245385,-0.03238480153317695,-0.014412478660639116,,,-0.022671092379016218,0.009990984096101337,,0.05088366540684426,,,,,,,,0.07128603914127035,-0.02089155377022161
TGM2,-0.008744108829200854,-0.0673938046865714,0.04767750850707283,-0.029974375515008256,-0.005706166848082904,0.005555455709431289,0.03144252467194221,-0.06576861207727021,0.04214338228800325,0.053937696528939975,-0.011741514337205909,-0.05468969234425848,0.002545034368025061,-0.06853545081789321,-0.05375651290712236,0.08562942072640807,0.005150322388458682,0.0009446216471457206,-0.013936648185541342
