,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.05732227984852025,,,,,,,,,-0.02836797177620322,,0.034233441864815396,
BMP1,0.015028457209887732,0.049994527328485514,0.004039957706571872,-0.05744111917959555,-0.029036718688922932,-0.012211829400579067,0.18948153327924902,0.02150839977386141,-0.000844728544772593,-0.037165567311852964,0.05192646508656693,0.009863298183126732,0.06924134994347485,-0.037919452115352185,-0.018765873839373108,0.11119320219475416,0.026014502273151278,0.06407123781786182,0.012414989375551303
NDP,0.054117914131009914,-0.0022020655553392473,0.006096131834519839,-0.023320753398531662,-0.019963434164296516,0.021164797321713908,0.07452624151862047,-0.0172219985125632,0.030753894033624614,0.005148147659371996,0.0027453884676912517,-0.0751328378406684,0.1351076671173648,0.02219451599428806,0.031793251614122005,0.07783970399999106,-0.0008822187856632676,0.019672098809789568,0.08016218507548402
TNFSF18,0.0027773325889609004,-0.011985697840235945,0.025657490058904848,,,-0.01568268008936768,0.11070172463166666,0.02786305053713434,,,,-0.025257716666446405,,,,-0.029255388568691486,,-0.037194229987357684,-0.036428843636555984
IL36G,,,,,,,,,,,0.009425111686244839,,,,,,,,
RTN4,-0.017899820540686912,0.08558337659256467,0.07844029926532115,0.010210429379199805,-0.0011013731598422919,0.04049175866192874,-0.221774427001019,-0.013200130963353532,-0.04095493718565285,0.17814499042207607,-0.03663622396377282,-0.04532320141226588,-0.07601619155911629,0.006206226808380399,-0.051742856719757084,-0.12341975786573679,0.03481440028121522,0.05187360459594384,-0.044994892459623965
HEBP1,-0.00030061208780260255,0.04591053108176003,0.011928283104425222,-0.02411273192375762,-6.908746796919036e-05,-0.02054405307407873,0.0981847551548054,-0.0036143939867668094,0.04427573177176538,-0.08316353523631098,0.010366120616075697,0.08356993212400912,0.06340914798199779,0.033585412804850404,0.0618079766018309,-0.007997325509084552,0.07420284689640988,-0.012528293001331025,0.032673842529356185
WNT7B,0.06491937271060365,-0.016348792024540048,-0.021169625225891536,-0.007110744824374596,-0.03541164888341951,0.10546989221138194,-0.08398771114311668,-0.0011132775769401935,-0.041469992260549655,,0.027512857326469735,0.16290256295930824,0.0013735090807173809,-0.03502869260147267,0.00036234398822187537,0.18283655722806308,0.043149187874168236,0.05987469573795816,0.002584966723454909
PTMA,-0.00709874210337405,0.038737629751749166,-0.05788004175374548,0.006256404052434578,-0.051458569759964184,-0.04482948963958968,-0.12225977854621319,0.015532202955824664,0.0372645262772185,-0.20336543520193137,0.03186620036641374,-0.027354286990280977,-0.055034744446836974,-0.04631919095116375,-0.015687610356541995,-0.055045518791302095,-0.05159252284937481,0.031635523233752065,-0.06619481262731362
FASLG,0.0890516216918709,,,,,,,,,,,,,,,,,-0.00626302735419753,
CEACAM1,-0.008941733380333402,-0.009571381785829117,0.003836824217784646,-0.0014872331078955698,-0.015811710538704997,,0.07655730688591256,0.059236899854206916,,,,,0.020472220008405023,0.03661902616356822,-0.002366705771036189,-0.017429158562209494,-0.031104073160776808,-0.033112084428245946,
PDAP1,0.025992819471244637,0.006060295717420954,0.005104799993781098,-0.013052135764869103,-0.053122727718609236,-0.03860098522615485,0.1297835451689969,0.02416855061555071,0.05490844439693458,0.017682606527829492,0.010726916827857605,-0.012954248989631368,0.006654324084401371,-0.044769564341481424,-0.04804596226263373,0.08290626151554274,-0.0075559768236178266,0.018184766180053758,-0.05679202913495605
QDPR,0.07271730846279884,0.013332297033040631,0.02885180588333424,0.014675608780725267,0.005312344341810183,-0.008498226187833273,-0.20244779875883626,0.015742287445335318,0.029162676525288415,-0.1809305841078169,-0.0367747124087631,0.029652130654861407,0.005751319128838216,0.040859738477770656,0.07028325814130819,-0.04715474670263496,-0.051892726296485885,-0.0019520850314265557,0.003907687161155356
POMC,-0.042724984904577455,0.04222965124580556,0.015075124442755338,0.011689313078029433,-0.03181690063281873,0.003684221067523256,0.026367919772638276,-0.004096190423263831,-0.008545229207647461,-0.037888606813292806,0.018195965971402075,-0.01919399106104082,-0.03167528739865653,0.11649271891440645,0.052270398862078946,-0.03236337507256937,0.06756336237777402,0.009169746963881568,-0.031548706266126186
CCL18,,-0.03968961196407255,,,,,,,,-0.06919545982966989,,,0.041830435451599354,0.050822609397629705,0.021303017328855298,,-0.07709875661557695,,
CCL17,,,,-0.013943550881037743,,,,-0.027335968786871327,0.0447790644907634,,-0.01292189580898337,,,-0.023401567215147096,-0.004034528691379695,-0.03740153211049247,,-0.02157064574106081,
VEGFD,,0.029481697417044546,-0.02326972868139531,0.03548086938224059,0.057078026921194396,,0.02275621937107958,0.008068710529052621,0.05744593034313402,-0.02500759113048549,-0.013848795972717952,,0.05474565181744905,,0.04383784448408984,-0.00045807580828581437,,,
TNFSF13,,0.01775615432137841,,0.08371022665841604,,0.03313003209201887,,,,,,,,-0.004600509208727042,0.017778119308179435,0.037078022587409505,-0.03492778948571247,0.026116803377704608,0.010131081667986251
WNT5A,-0.041844381641293414,-0.002109776749061156,-0.03816347630750632,0.06602509244946436,0.01942397989867631,-0.01508753893146106,0.12825578974497104,-0.014041790881895394,0.054434736171473784,-0.012835076375795845,-0.02290978811920558,0.03169064274491737,-0.012763151333598394,-0.02072765617018079,-0.004684371577740795,-0.010404732920458942,0.04144754578532816,0.030152403831342815,-0.04395414776741022
CXCL8,,-0.06792603068480783,-0.02178839469645313,0.031100879754870657,-0.03220591361281949,0.012348553127504604,0.001109996398956361,-0.01080252512052052,0.018589313155333156,-0.056983938391397294,-0.009435975255304343,,-0.11779410487090669,-0.10951090913751467,-0.1511535208386349,-0.04336367481838756,-0.005289263936468274,-0.05430280071676413,-0.04132113168424946
GRN,-0.06569746340132152,0.007490754657680839,-0.014501222053989734,-0.01763488916350987,0.001194584404119927,-0.018463433611042888,0.14793464915555754,-0.01631377406468936,-0.024213805408741722,-0.12805010259495422,0.025342706587370326,0.02871456359479414,0.06623766126809602,-0.0003105063492997519,0.013026411514340835,0.05941238334423912,0.012361495239577892,0.04492746423241445,0.01311173389969467
MIA,-0.01862641625348381,-0.040671991105740775,-0.020694469371404747,0.05012592882837032,-0.021641445765628313,-0.02750067520820062,0.09363367852696948,-0.015029808851472178,-0.027747605751170763,,-0.018966560741169085,0.010368783584856569,-0.06827558902321434,0.16851376726577383,0.1569445643116171,0.013504065014916307,0.004069864247410352,0.05740467515130104,0.04024559893482556
COL4A4,-0.029457147734164763,-0.009871455936255383,0.0016239049443357166,0.017974063574792747,-0.0072582429293087366,-0.014470623145690652,-0.021974430624168474,-0.02853959715205202,-0.03752820659793157,,0.03593692855433082,,,0.06232862531201762,-0.0005557424886909993,-0.057614036862396655,0.03155177345617013,-0.05650047021946718,-0.021634927426779596
