,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LAMC3,0.020414910903055302,0.13660663871566026,-0.009248952273613147,-0.03686546033462063,0.061361721430549285,-0.005345238181965698,0.10549560576340557,-0.09598779107818768,-0.2233156737507009,-0.052679454152052885,-0.007097494206423267,-0.046358179448388936,0.08434219190634196,0.05227328459608713,0.0036955927935333273,-0.12048286678378711,-0.05328834243544066,0.05079080979946104,-0.005606785270676665,-0.1127608829861883
CCL7,,,-0.04069218712377579,,,-0.021587523856413195,-0.06508191974273884,,,,,,,-0.021888195456453485,,,,0.04523395021111239,-0.10989979778089788,
NGF,,-0.027468938728290954,0.03092407019819255,,,-0.029886327590874784,0.029505588089735878,-0.02334267177245595,,,,0.051560764441375764,,-0.025279113469668452,,-0.062019578415853475,,0.05472965253584036,-0.030685101930448894,
TNFSF15,,0.0004286449843411514,,,,0.04945964195886443,-0.013986345114423773,-0.03900925252630822,,,,,,-0.02133853273767351,,-0.005843218030124435,,0.010410324080433627,-0.10818017358102744,
HMGB1,-0.10211045677601527,0.10339769432991348,-0.0004627222009482822,0.045001527609081764,-0.00021660527409016414,-0.00918427474379262,0.016235297972062433,-0.0890441292134546,-0.35281755425995526,0.06554131583025102,0.0002100016328945517,-0.24829001711705712,0.017582845799848958,0.002697686315778836,-0.0005695606827526421,-0.07527510151451862,0.06641588755397027,0.01001167705529308,-0.02177968817785338,-0.1384868102711457
ITGB3BP,-0.04377454782379129,-0.17792880651469511,-0.04049862161688151,-0.008129145540969348,0.00968534309519368,-0.013488726806697023,-0.009925774079257092,-0.18363310175734607,-0.2653298984853759,-0.01499822613154389,0.013578620421147486,-0.018707692072132086,-0.1910521022515915,0.015577100054153147,-0.05135697671460148,-0.02965501749040759,-0.08320604859342745,0.03324812819718111,-0.036865359715281355,0.028875055729283745
AANAT,,0.0602600270181805,0.01543890123986432,,,-0.02187281872380474,-0.0025659633173651442,,-0.004568221899912173,-0.03567165964000567,0.01496029232411304,-0.023975878310510814,-0.03993636177198321,-0.019202123496387946,-0.01560781812241426,,,-0.014640296022227394,0.01690685311497724,
RELN,-0.0172299022708957,0.15683269545134262,-0.04608424330914642,0.0020244079755952207,0.005842941200848559,-0.005498490789038133,0.0702907266979001,0.06821079978595625,0.22364482769795485,0.03832498187466665,0.00781736163773466,0.02223565211359989,0.0793357141586929,,-0.00958009575914342,0.03150296320810666,0.03948664418536021,,0.07756962607855564,-0.004008216273441966
IL15,0.03367420025832715,-0.052825154764885356,0.01390569846642062,0.010723392566598648,,0.013744015644901943,-0.03233803506991312,0.031112377825193285,-0.10072634520697228,0.014491723415403956,0.009521475017593843,-0.052860075248424905,-0.02706068460252629,-0.009436995777838242,0.0379250581932382,-0.03897516329777861,-0.0060353008408100175,-0.0063114662710102905,-0.12321219076195902,
UTS2,,,,,,,,,-0.17458642916434772,,,,,-0.016352013514283288,,,,,,
BSG,0.03326197984045468,-0.14809964572774545,0.10363042661245098,0.017284119280510345,0.019424898175566797,-0.026090680158277476,-0.046209605263777355,-0.011414553578337096,0.20263464151342533,-0.0950021460896254,0.07019348473530262,0.3027507997742986,-0.24196573308614405,0.009123490324748124,-0.07035901348532077,-0.020522173484640523,-0.008348641989141684,-0.02717966425506484,-0.17604355945351988,0.1246698776825727
ADAMTS3,0.029555366300860027,-0.1306308007096168,0.09179655829145195,-0.00920796758775188,,0.01038113908246755,0.03780006237296869,0.036425670498700095,-0.38963874821004413,0.01782029014763311,-0.012247589749396931,0.09054834435721476,0.057963356262169696,-0.009048434602845865,-0.06371866139390805,-0.034900144542987586,-0.05917691955229842,0.1049141755578303,-0.0065043171698933745,
CD34,-0.06294859288726275,0.21440228232931083,0.03904639734565831,0.01905372708807699,0.04876412444051429,-0.022742783502037647,0.08344505059757851,-0.04133839446048718,-0.22318548314331463,0.011780186023060581,0.017293960172969376,-0.020916333002905265,0.0789908717907475,-0.005741255359381388,-0.04803646573883995,0.02074852794397535,-0.05285007902961239,0.04407794978062283,-0.00617151475369467,0.03373617221698693
CCL23,,,,,,,,,-0.07069492106466795,,,,,,,,,,,
PLAT,-0.003637013365745424,-0.08110459832955494,0.001488594920339565,-0.002084097104268703,-0.052518801991825605,-0.028411191830827055,0.01346711541032708,-0.23122406568835419,-0.3458545217660653,-0.196177459048616,-0.020367403024941996,-0.08429029789375667,-0.12047017719662283,0.012287284817021205,-0.025152971038370362,-0.14849285609694202,-0.007898411970235712,0.07018501016541365,-0.015864069420789228,-0.0737544918897904
NTF3,,,,,,,,,,,-0.024312971591635767,,,-0.044188692582393475,,-0.02890435317783177,,,,
LTA,,,,-0.021114223485117267,,0.015773082712603005,,,,-0.028084563670907885,,,-0.010596309785171721,,,,,-0.01970363210035505,,
CKLF,0.024159844671675142,-0.04001687380992963,0.004286411415171993,-0.03995618297106513,0.13000057589728106,-0.026311094030279057,-0.0694334230435639,-0.1957672225663977,-0.4326030906225874,0.05384579200754292,0.014801640994556544,-0.17753590268861366,-0.19839852896832164,-0.0048528035794437995,-0.028379490510748014,-0.0018752166564010248,-0.041632421918695206,-0.05970818130162488,-0.1044515561267776,0.011292831805256528
CD24,-0.03714630983059645,-0.07718386099095208,-0.028599280341112112,-0.00810189038585212,-0.09883235955387314,-0.05889879418634349,0.06616740944962002,-0.020258891378652742,-0.033795267028263,0.03978733588757248,-0.08652603513455631,-0.06753011892463115,0.013486334726752163,-0.05908188774791945,-0.03168169469707671,-0.0518770940226584,0.10320119795430362,-0.012188350642410814,0.0734010354425971,0.07454124469460995
HSP90AA1,-0.041567462064300294,0.1806573853640862,0.04618868370844304,0.009828041747813088,-0.059050610466914163,0.00500416738595131,0.23952238595732164,0.3405415027045728,0.48796723908672934,-0.02101750428832353,0.05195757608486078,0.5671253374389694,0.3867717117332228,0.03689710318959808,-0.028032568444205996,-0.03453112940759204,0.23415511602403147,-0.02200016790113023,0.30095530107676055,0.1821370794865515
BMP4,-0.021389027412904965,0.16241873236461918,-0.00526773166419548,-0.02238231461012521,0.021387450311544733,0.03355599193325951,-0.0838616987779993,-0.11641711839385403,0.05918127340551109,0.03125716331054229,-0.003769317679815102,0.1095311740653033,0.03326382432440499,-0.0059568410758289005,0.022095396960807964,0.015843302167854404,,-0.02127728586787751,0.06922677869115051,
SCGB3A1,,,0.027541101202239304,,-0.0027453692741584612,,-0.047294653973254865,0.020032696685077945,,,0.024619241199860434,-0.031334948982047486,0.07324747696416965,-0.033314758805661114,,0.04334497942112918,,0.1332092155472492,0.040197507874113685,
IGFBP4,-0.012863736385443107,0.024365839833997732,-0.013600101796096272,0.0073001916629955406,0.07079999127905053,-0.004397206908000081,-0.1171117450165159,-0.2287540592111446,-0.2284478134953344,-0.12547130752417973,0.015212683058373259,-0.17060672112881767,-0.11694456228798326,0.010451002231866074,-0.005167268016595061,-0.16135808414566982,-0.08721071821786984,0.06427344658129017,0.0733960266847648,0.0178993632876599
RSPO4,,-0.05155634644420769,,0.006149914309003129,,-0.007125626635676078,-0.06330494022752307,,,-0.01895585537356817,0.06362825419605538,,-0.029277224519210793,,,-0.019535912663899226,,-0.02598702822445824,-0.10431744044412786,
LEFTY2,-0.020577804426023718,-0.04904733941579652,-0.01773545174400412,0.055641984365326094,-0.06272040537796437,0.05765724822674172,-0.06308788259872612,-0.06863095863160719,-0.2832182147087659,0.001582275669551808,-0.007915455668503919,-0.07956923314538118,0.034303317554840215,-0.018580599300131527,-0.039743865091051,0.1329966490971678,0.0414392736568724,0.0935960752537041,0.0055601456574206,
PF4,,,0.011507995750014344,-0.019206255982832012,,-0.018834689265140894,,,,,,,,,,,,-0.019703627540788433,0.06433999053065258,
ANGPTL2,0.03675816179772979,-0.06000615197966131,-0.031139763140954322,0.053088381716780444,0.010713221777254483,0.023012327947903935,-0.06645329365510343,-0.291359646964985,-0.2632703810530863,0.0030303153470554608,0.04799814914016655,-0.20887224370688354,-0.300720829090469,-0.005852929502320456,0.018436144906780524,0.0015589627594992063,-0.08897307477736273,0.06697684451450373,-0.05804970335282625,-0.12016753704799332
LRIG2,0.07284786567485248,-0.05174201885221091,-0.0014775044583699379,-0.027236094949578717,0.03389478358437066,0.027326245016526696,0.0125257744715646,-0.07241232078296132,-0.11489218260548273,-0.08500049999506698,0.03006128749077538,0.04414615065959815,-0.047541266846313344,0.0039766928645180825,-0.020172146590680787,-0.04929903177445964,-0.005638652772984279,0.11716608341058118,-0.024699194996370563,-0.02264350684101998
ICOSLG,-0.030858750916705587,-0.051112853133252,-0.026826269711751234,-0.02358396242497932,0.005822226115436975,0.022114288716905087,-0.057402565403915536,-0.12049494942952557,-0.2279107118433154,-0.04768391320921076,-0.014347923229771933,-0.09987402056680046,-0.11937485303390521,-0.015118605883828297,0.03539150898235126,-0.02713253024204004,-0.07016592578034012,0.03135875515126485,-0.046408113157132766,0.032615313440169755
WIF1,,0.5039013091415985,0.018559704416090908,,-0.046533193440791945,,0.13813566018097706,0.2383517520152198,0.4663283750872268,0.022921740914235218,0.08940012074763094,0.1935469333086751,0.260954254639048,,,-0.029165451494119532,0.05862111958709249,,0.022084419985398555,0.18606722206143114
NPPC,0.045172731996256495,0.027226592418487957,0.10559693334080504,,0.0041492906273721195,-0.01925406231779688,0.09599096515535646,0.07754055985186602,0.048888101487454066,0.021280790249460765,0.009032510531220764,0.19996731783927038,-0.23160105053916935,-0.0060195804244232275,-0.026091808898086023,-0.010753814917207703,0.11260110113100213,,0.16241685663711464,0.08603720427138455
LYZ,-0.01878784092619024,-0.0019554137496377365,0.0336535829264084,-0.07134448515220991,-0.027857872312472845,-0.06159348721270984,-0.09836132545819114,-0.11127220463685324,-0.2626957312887275,0.019278632442640817,0.003155475209520666,-0.4199596819677401,-0.06581571779288849,0.01088030858512982,0.03941215873032979,0.012024539369689929,-0.038847026753015934,0.029096446287852178,-0.016550538219082804,0.018532518338960212
EREG,,,,,-0.02048852853471677,,-0.03019871819886295,,,,,-0.04698421122765992,,0.0676538127613194,,-0.008194381563367124,,-0.02975704166460933,0.0036985486213159933,
SPTAN1,-0.0003846185935026443,0.1927028726968087,0.024883677607150607,0.06720361149404784,0.043105795729597315,-0.023358650986084913,0.08479405636123581,0.21052245643141487,0.2255591268842436,0.12110571351330886,0.013393963354293012,0.48368822227844593,0.2698625737887081,0.03397394285774054,0.08697809887655496,0.04947065826601326,0.1057303744919843,-0.07204205330447758,0.4267391228561895,0.18991877472625426
PTH2,,,,,,,,,,,,,,,,-0.03525006653607194,,,,
LIPC,-0.026608838605027878,-0.01730196422902072,-0.029844498313604827,-0.028906441724320338,,-0.01650041998731957,-0.008601263271581248,0.03593999475200277,-0.12588806635154753,0.03449597174563038,,-0.04235273491264098,-0.03408642577240978,,0.12304301310597492,,,-0.024912842989718152,0.015277132842060084,
COL8A1,-0.03545370964226786,-0.3283028780110122,-0.011162228476491537,-0.025419352041064113,0.035393598916157606,-0.010436768229102385,-0.13051441446761267,-0.19213289029071776,-0.1453447319801976,-0.03732312840164845,-0.08294989469756386,-0.26127583992166914,-0.20436647595875204,-0.012473703633456455,-0.04207634636390066,-0.11485786214146536,-0.07995275844718555,-0.001800053763032424,-0.09631094817034416,
GSTM2,0.018559838197399224,-0.022280434433189118,0.11236230666934743,0.007621311829400497,-0.001554202320570915,-0.0403546926659269,-0.03237140967593061,-0.008217049287493276,-0.12699099134495315,-0.04187717024048168,0.07254173292322975,0.03965540640657101,-0.11771480365482137,-0.012979511171089093,-0.010315018819826716,0.054401859005134,-0.010454990901015381,-0.0235108356820428,-0.039980813218882645,
SPX,-0.014840945290009438,0.172119104770433,0.005674460013167889,0.0756208995539622,,-0.02651709749437056,0.24540722769006057,0.06433834887614345,0.19788224544350744,0.09568271472533325,0.01438541527998757,0.13065275015550715,0.23448764195200036,-0.0220686869258821,0.012717026613179803,0.20539215085022045,0.015150587436656461,-0.05096295004706414,0.17094559501273285,-0.12663703272564444
MFGE8,0.046677904527282515,-0.22896946830087164,0.024087788325353503,0.026910184344761258,0.012917547387409842,-0.01583804610194945,0.09086225044737718,-0.09144100101055352,-0.12210861464733248,-0.08730220810471061,-0.012042380474045595,0.09564624334293774,-0.1026381190240362,0.04450778173914642,-0.03918250229770442,-0.06565866974319982,-0.04830351241478655,0.07419658878182613,-0.012573381218104161,0.045206645792434344
TGFA,-0.005741483721159358,-0.27083255352499713,0.06906232027959922,-0.03280198859023069,-0.009743787904310394,0.06243035608876779,-0.11979432095093208,-0.11454257202043076,-0.2343382016054769,-0.1147290999968328,0.0787186237758256,-0.1886354719999878,-0.12740680555708336,0.006698307908783945,0.02675763499711826,-0.027317231727598996,-0.06329976714988123,0.015601743433407554,-0.09672184681928493,-0.10661255491745247
SLIT2,-0.021389023990339824,0.4048990291950586,-0.026727884976725305,0.07792744638235044,0.2375286824815309,0.0173193260126507,0.1053306147415559,0.12095672687414871,0.2133150864834383,0.04702470329623541,0.02013243912598895,0.2050352487972545,0.35957053626849467,0.025784865976610144,-0.0215910199342632,0.0034854055668909157,0.08603176927250951,0.025166006759410595,-0.11059048211986022,0.21086685366932678
PLTP,0.00470430122512815,-0.12063645873795066,-0.04731767433551687,-0.021906422176830167,0.042279900596531764,-0.009671045353686031,-0.1876808969827628,-0.15049383201735084,-0.4468926323240226,0.08543180163170697,-0.06855456534972276,-0.4944664740407184,-0.07094392859146013,0.013724494673811139,-0.0736047702549413,-0.09105562885539051,-0.10822738386918558,-0.051217435634517715,-0.03712171170853006,-0.05131330535401531
APOD,-0.009849230191244875,0.21553691428628768,0.06590711946337212,0.01310327273519863,0.045332507338683825,0.023690383305121028,0.016573470453680673,-0.06191596843413568,-0.3760162878980131,0.0965083290345594,-0.03705834474795347,-0.2827065936133374,0.2565839213403838,0.022393938597291396,0.08645735400683122,-0.04815631827218976,-0.1622647232470979,-0.07655922687737893,0.27085768252412906,-0.19673838255468915
B2M,0.051852409700646786,0.1012977585702521,-0.042154805327282434,0.022665915694825504,-0.010599537757505871,-0.0026600540533500924,-0.12061089579343082,-0.3548039315603662,-0.5202176294354591,-0.07036746639275186,-0.09530540919479429,-0.5576847132092306,-0.34681187262121027,0.021300334859979696,0.014023090345710434,-0.06722315080404216,-0.17224267945744548,0.057474201699613654,-0.010524531017412303,-0.28437069920297187
OMG,-0.04008146427466613,0.2891019119429178,0.09951214426177822,0.06453450021258302,0.020370476301146162,0.019319078754648892,0.16506012837111753,0.05545159754920025,0.017684127362437185,0.15757568078812925,0.11293188320192338,-0.02148636403814291,0.2916041225345008,-0.0022393416615778057,0.029437262682934128,0.11434594407792618,0.026315609352289673,-0.03210541497067167,0.40554823243572896,-0.06743829692697656
CXCL3,-0.016736853095051407,-0.11958499059932627,0.01536385701502117,-0.0394862344756421,0.05992115311713094,0.013761595617975025,-0.1185054527482366,,-0.04044783515671282,-0.12394849368317387,-0.022695398214957564,-0.001606476533075478,-0.009347003322734592,0.10723132006569705,-0.028959417806291514,-0.049566812863602636,0.018007210574997646,0.013125253884444328,-0.20607011109566395,
CXCL10,-0.017363256349448915,0.009465190027036436,0.026622258589356282,-0.053927496272661905,,-0.01803714270881182,0.03360013725949997,0.04556144103305495,-0.3459427996567518,-0.06610301066691847,-0.008427608199666047,-0.046440599375597365,-0.05547442066604918,-0.022602369792697925,-0.0390145129775837,0.07401226773412443,,-0.03614797117371084,0.06531683654960191,
RSPO3,,,0.018197914826011637,,0.07899991356111431,0.03364351220179901,0.18468966034415674,0.17085695076079305,0.21034316700804853,0.033020470001267364,-0.016306567342650954,0.1929388846311626,0.14861964829290658,0.04956495824993055,,-0.04983010365437336,0.080148733189569,-0.014042015226597867,0.1876432012002881,0.11986267591688621
CORT,0.06825875750604513,0.05779598107323574,0.04848406065570718,0.05382639960646445,0.1721947661480656,0.033786268105010744,0.21231735573822128,0.0905407961182434,0.27457326308545976,0.024310646641378043,0.005790594018910499,0.037102754711641095,0.07178700704449349,0.029305658014295518,,-0.037740236152621426,-0.07856210299887444,,,0.08306976600842073
NCAN,0.07510511142666973,-0.005735033548734541,0.06228554321972555,0.01606912195556462,0.09194787715407092,-0.043257676069099936,0.3284756993056435,-0.15001434081423606,-0.18383276433061807,-0.10200803030708713,0.025210174766712577,0.26779160335343216,-0.25811710144017996,-0.007885577837044577,0.008030205474978415,0.17234114901345474,-0.07208341715094335,-0.01933228834947549,0.3386785164301237,0.04730863338901337
