,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,ZH8811Abulk,ZH881inf,ZH916T1,ZH916bulk
TNFSF4,-0.027846222473252906,-0.026270712298036732,0.015395787359125201,-0.025661020171384958,0.050488573951010494,0.014181391548703254,0.012946604290389026,-0.03790423389971349,,-0.030148986416763758,-0.013516868455973403
RBP4,0.033647910817203135,-0.04486013393522653,-0.025249502029959067,0.007360714138545808,-0.03851926427295115,0.0037897785450976434,0.027126256200506235,-0.1045720688028454,0.12456593094881965,-0.030722443023365964,-0.04501613851524375
DKK3,-0.13354333394837778,-0.08810049872216266,-0.2080216306536196,0.011756406117569567,-0.10020906608831244,-0.017967650773808894,-0.0749764905797219,-0.06701053040096479,-0.03670247242298928,-0.13393918771271077,-0.13939991165681065
COL11A1,,-0.07642620898815514,-0.11569795031023243,-0.02950048493567896,0.010989593324753818,-0.03278926847632023,-0.002577680003845646,0.027873189797630267,,-0.14114832554561044,-0.00469583671631744
COL5A1,0.05560182450366137,-0.004614305598865351,0.13544546507231167,-0.04929391870787855,0.09144556458977013,0.03539886198346862,0.09817872041059067,0.05272606954729818,-0.057114585559365216,-0.11987106517267969,0.12011355553849687
KISS1,,,,-0.016806492735888405,,,,-0.020833272746664612,,,
MEGF10,-0.05355065665071074,-0.026068166655011646,-0.10921887963939242,0.007418296412313717,-0.047490368686120284,-0.008649356624536841,0.0355436536864236,-0.013450773068461316,-0.013823336152116611,-0.02886868676781906,-0.03273763964957232
CEACAM1,,-0.01733249500442921,,0.011207578414948132,-0.001714838349627636,0.005588982395184524,,-0.017644152366085936,,-0.023182368753400382,
EFEMP2,-0.12365831411143796,-0.06341054582514057,0.019732469704053606,-0.030601359475644522,0.03585982591664821,0.014737512972322472,-0.028278579978655495,0.02288464492183321,-0.06523918928132064,-0.14078932947321787,0.026803251913995817
IGF1,-0.05053043512145153,-0.043093071761988885,-0.06116808231829681,-0.0009798216743232208,-0.02617748959931529,-0.037381245522102854,-0.00849154105678712,-0.03872886546512108,0.008133115544550188,-0.11526490595303428,0.01748459236979804
COL6A3,-0.03531452893430381,-0.036100669618240024,0.09350509588333455,-0.03987725398433676,-0.015348715223773467,0.050286076756379854,0.14006269982954686,0.02006751884825183,0.04588952563053947,-0.15110995718157255,0.010041162473674923
RLN2,,,-0.037488245838004156,-0.013668140346496292,-0.02624754154474584,-0.018762710953583745,,0.14689144378840926,,-0.02088260488926027,-0.03045660016639376
WIF1,-0.060635195311031766,0.0011785633666124152,0.06710106176339185,,-0.0508661147550814,-0.01621834595323645,,,-0.0498746586418788,,0.011007542404121698
PLAU,0.03113206072994159,-0.07080278902739692,-0.048878404481333376,-0.054342800451615485,0.058383019876146296,-0.054354069190037754,-0.035033232473196764,-0.09018425654205255,0.04147437728892605,-0.1171423653811204,-0.02979733404289613
CXCL12,-0.004044807358698859,-0.06089451492767479,-0.09367579244372962,0.004655116553871026,-0.037367428795157795,-0.013432572189350712,-0.04681231943606854,0.017063427211400455,-0.03669150607796469,-0.06612329985106524,-0.05481771717549258
MMP9,0.035278111698285305,-0.07458426415608523,0.15577533548654926,0.044495089257164146,0.06657157834478579,-0.02469930905378616,-0.014233039307818,0.06879556249189539,,-0.12306967423800097,0.11507343961916426
TNFSF14,-0.018159109585928097,-0.018022178205708266,-0.01652216081647058,-0.039758541096792346,-0.008316029407874275,0.012561385228604635,,-0.018605258926291016,0.06072760747712987,-0.01849924185669629,0.05503132558700912
HBEGF,0.02375871160523577,0.07073016903631067,0.1422407330361019,-0.01443968933382219,0.14415540340042407,0.0342057364845441,-0.006114581740962101,0.025072127321858137,-0.00011463146276656318,0.005874824662870183,0.13324669719014468
NUCB2,0.04552599649203329,0.04861207551111604,0.13968546555118877,-0.026032267874198,0.05643248726673309,0.023618497734362098,0.03784293980103751,0.06191433642116816,0.041800492559415856,0.07486030526507832,0.10384155518623185
VCAN,-0.1284699085506142,-0.07015252073559322,-0.3371233018104642,-0.020577172874060103,-0.038579357355217524,-0.006583161037876992,0.0037884903308674656,-0.002879861705861583,-0.10216454861222116,-0.06418768669280196,0.09183879979611642
VEGFC,-0.028606476545188452,-0.012993480815111726,0.046689296097826946,-0.0200159152547636,0.113822479374464,-0.030760383035718483,0.06777086214413726,0.0873084077187855,,-0.010525843094611194,0.08009134763815573
LMAN1,0.1108849169519414,0.08157098151855077,0.29519389252645906,0.0164613368743378,0.12005045625496745,0.02634345560836935,0.04014534996556458,0.06330345679078159,0.014873707558960933,0.09275814654005522,0.09704172737926015
IRAK4,-0.004460617421898737,-0.055900317566889055,-0.08214990281429618,0.000917255221979659,-0.03559286085181421,-0.01156655853998801,0.02849479234038742,-0.015800351959044192,-0.016587881255314983,-0.030890491587785555,0.04810630016263922
MICB,-0.0087425283281458,0.03524392884087735,-0.05636264288905193,0.0486412904950516,-0.02407767534046442,-0.02753169241351844,-0.016328760487129362,-0.03700877189448092,,-0.06936478777676583,0.04095903482916466
COL1A2,-0.10106296922361485,-0.09652716226767254,-0.09799415536597757,-0.04942446503005352,0.03881691434881389,-0.02406038620997544,0.01741636629600416,0.003850532691452319,-0.020097333571216073,-0.1732512832859218,-0.04378164182460178
ICOSLG,0.05642854239539871,-0.04488196358674018,-0.03652664390636411,0.028964224905752203,0.09156677107343979,-0.036362576696046076,0.026033722585622813,-0.005832919192427372,-0.0677439253725851,-0.02429577924576032,0.08458717250297665
GNAS,-0.16440347570030595,0.01493475963001802,0.1910298709067036,0.03853062292068371,-0.08773916696552153,0.023327820276013957,0.11155012635580171,0.1179574354206498,-0.11828756068420924,0.06057882000443145,-0.12137198406119222
C4B,-0.03039294601857858,,,-0.018379065819378468,,-0.01943173512514257,-0.021349153621786337,,0.037293640282116465,-0.0189925665122936,
COL2A1,-0.006728451471540615,-0.0480287810515621,,,0.14346218570159705,,,-0.031081677806451914,,-0.024607444852032468,-0.03356132978444228
GSTM2,0.06527510382610631,0.0057456316933097145,-0.003477842574736718,0.021021440045222575,-0.02032069073678022,0.008196516066298884,0.017288927325192105,-0.0451383915219291,-0.03646476690558512,0.0606990940153024,0.008217011396312807
NLGN1,-0.08512875141711103,-0.06902252147969677,-0.16747988686276397,0.015875468682931666,-0.012448678590001965,-0.06256462920581259,-0.0020332237303110857,-0.07830968156622059,0.11707110725430736,0.012297062405473338,-0.0341861219919358
SCGB3A2,,0.04139035279772315,,,,,,0.11374185789299071,,-0.027731495762403496,-0.028447759747596318
LEFTY2,0.0272547976821516,-0.05986875157728944,-0.06486129225228161,-0.032162020399216854,-0.004618928058904302,-0.05175760852435093,-0.024716575245822117,-0.01592605374567027,-0.0758890687057766,-0.05459300630892741,0.049749494545730334
ACE,0.022800058388902526,-0.09173019953122537,-0.0856448535306239,-0.020892810003641713,-0.07775332547965116,-0.052770419699809,-0.013246372859237927,-0.09392785434580403,,-0.1166252503957583,-0.09084353177457162
RPH3A,-0.07864132252682514,-0.08091348145430628,-0.10222205343856783,0.007856472015999618,-0.05435883588841917,-0.03801918313991192,,-0.041545224100632515,-0.016357721298679205,-0.04065932443786128,-0.03397461139188568
NCAM1,-0.13738148939230296,-0.11197908043521856,-0.3047337487633626,-0.0021758977418117505,-0.05107825602248459,-0.07404485481967168,0.12370094412673291,-0.07524844823209176,0.04298015083394749,0.1431136590930666,-0.1073508155806047
GIP,,,,,,,-0.02688317088474137,,,,
EFNB2,-0.08564651118226704,-0.006566417488693057,0.0015029872115126428,0.005689133590735306,-0.049417150783110736,-0.02926526536634581,-0.04449169021888125,0.051264060306661204,-0.03426968289653373,-0.06767629305317702,-0.05150411740134549
ICAM5,-0.06448767550701541,0.03425337388606344,0.03930199422465151,0.06141081869967243,0.027299102762078673,0.0223969352225457,0.0001347555962957739,-0.016006192026252693,0.025230595094992137,-0.036460948097250714,0.00595060787253989
CCL5,0.19823470089515055,-0.06739106560476628,,-0.0453120748440288,0.10793325895968921,-0.03867895387337927,-0.014355455770167955,-0.02393849576915306,-0.013370428379365794,-0.07017505422771364,0.03369125015693025
PSPN,-0.011371751141538284,-0.041807006152157274,0.025751858280650776,-0.03019557345861961,-0.005289675042430601,-0.04929047159021065,0.027492340172489804,-0.004893285006953946,0.006809213957694921,0.013639873160437637,0.007557042438717765
PENK,-0.04595514804650934,0.03266385061751771,,0.011723143617694907,-0.024113265417353424,-0.01940274626066328,,,-0.026379432234640635,-0.02088260722453234,-0.024426264990891483
EGF,0.08595700804505316,-0.03456587182401873,,-0.002631544228702318,-0.02432739100344071,-0.0047993866778240375,-0.02646277649608932,-0.016632854735504504,,-0.04859480395588512,-0.07000516791917097
SERPINC1,,,,,,-0.017352165056330023,,,,,
UTS2B,-0.022501534828735383,-0.015091285220094418,,-0.013668140267971252,0.05973154338652989,0.017843868050858736,,,,-0.022250374268185515,
F10,,,,,-0.021528094994660487,-0.016218346347275422,-0.057098074649137395,,-0.03188964803706751,-0.029851695109264293,0.05117442629435333
FN1,0.02255276743330013,-0.047060754814902836,0.19455931149342875,-0.003679045489473865,0.06298360510607762,0.020703423426963352,0.050729157161322015,0.12454396467591143,-0.09873929355457425,-0.13703620742280873,0.09902909619898849
FGF2,0.008683810064845367,-0.00622857486781719,-0.06855992391504906,-0.019930912220170183,0.14521176603794306,0.0630502878876907,-0.04482162853455644,-0.00329847471602497,0.05164703873786772,0.010171520180698756,0.026681419125403057
GDF9,0.11525451430208666,0.05595548876082195,-0.050061175825928145,-0.01728875530461339,0.0013764056013094393,-0.03489989825324481,0.025337954473120258,-0.02789628496888353,,0.14060349556551063,0.008417493388694311
CSF1,0.08482025163315951,0.004074398179905193,-0.070363120189685,-0.03560686178320979,0.010993668445176056,0.010348495574195912,-0.041549669478064946,-0.012747245465667884,0.04644288290713764,-0.020179899108833374,0.05846827585067905
GZMB,,0.04351556419927472,-0.009149870932830581,0.07205364229257313,0.03614590644058506,-0.036820762053881885,-0.02750283948084194,0.019623803997707953,,-0.05382463407876675,0.028235040622811798
WNT11,,0.023326820750904764,,-0.018473355266843735,,,0.11726779863264321,-0.039742289684578797,,-0.02243957331328621,0.1037754846923282
GDNF,,0.03913131400476664,-0.015914363213465083,0.07100805766451723,,,0.06297264849618164,-0.03781530746701311,,,
FASLG,,,,,,,,,,-0.016661743383446195,
SHBG,0.022151388950447742,-0.015407606013720508,,0.07180843221873105,-0.00231820824849581,-0.0205060660601959,,-0.002046156760187621,,0.01558126150556932,-0.027754057015480973
EFNA5,0.0065204180757507104,-0.010561162299292645,0.06814832783974248,0.08579788652992044,-0.04938924275498035,-0.007089415988469325,0.04554978702166309,-0.006175594382990734,0.07783616700800378,0.039381537978142575,-0.004087850018817484
THBS1,-0.06912702995443407,0.06866647062878117,0.13214153491241507,-0.03606225587245343,0.13893340224212128,0.017406225965199952,-0.04098198920270148,-0.014930777005287674,0.05389537955034304,-0.06910452022007815,0.04147795353200521
PODXL,-0.052101500216071954,-0.15699730390549504,-0.19970556889181854,-0.02738420050908846,-0.005631860733407777,-0.056428038201472096,-0.015852646460288992,-0.054623938258619296,0.005515447451811071,-0.18325254540192798,-0.07494848413185834
LCN2,0.15038312513737156,,,-0.016181368190843582,,,,0.0636289029907537,,,
C5,-0.04939086170686206,-0.019608621427563897,-0.03661173662483711,0.055758776425938475,-0.03168090670856107,-0.04099365300667511,0.027701035781070152,-0.04154830954602243,0.06176303093326147,-0.028622423478454517,0.01899001397938284
DLK1,,,,0.11198878120509853,-0.015286577884383479,-0.037954412964855,-0.03225206997228455,,,,-0.0060756018780622955
CXCL5,-0.02767476194486662,0.046061125889232835,,-0.010458300779681299,0.0275431925591841,-0.01975827774206884,0.03482235728944472,0.07218063004874727,,-0.01838769712829059,0.07266914474894076
BCAN,-0.1323472897152579,-0.1365915763922318,-0.3666338628738442,0.05813982413598573,-0.1355425603757495,-0.03185458645168103,0.035086534434716425,-0.1222741530126301,-0.018238444363732273,-0.06533210033483595,-0.1105119893559469
RELN,-0.03677565245915123,-0.010429150675813334,-0.015587879599216486,-0.019751407582077028,0.00299799180955751,-0.04130943953495207,,,0.0605184500985158,,-0.021414995807138855
COL4A3,-0.011783758832320614,-0.02308334609634183,0.04284825285798653,-0.008073793893164217,-0.06206476090929337,0.041112640858578645,,,,0.04981540765613741,0.08989137656534935
GNB3,0.03813478733940394,0.02546380389545615,-0.06597588614644498,0.01786076651752881,-0.03763650022793304,0.045630708657807086,-0.013201279265929877,0.015351995497216575,,-0.057052661386921506,-0.03484413459000661
PYY,,,,,,0.0644217687063225,0.0009092724790042505,0.09057884008450244,,0.06201975077518421,-0.02592473013747372
MSTN,-0.03917257935779961,0.02185339488417413,,-0.01660287691980618,-0.03159290625967223,-0.037935213589196784,,0.026427087531294056,,0.016967652154733563,0.07451510495126033
COL18A1,-0.0167018637041138,-0.09311799844166667,-0.3374278192133935,-0.06834281416617936,-0.038345184311819484,0.012893244580069947,-0.03407394117604005,-0.0153124411330362,0.047705813186409304,-0.18262935807978783,-0.07558186268773875
FABP5,-0.09999129403086973,-0.06621449852365048,-0.17246769128707326,0.03506570793539002,0.006226166731156221,-0.04101974841055005,-0.07264294956650469,-0.09680500958337952,0.03473471840577717,-0.11256913130420415,0.054022167079004396
TGFB3,-0.0026286010689499624,-0.02656881047823437,0.012075533426034022,-0.003935137667009862,-0.04168379650193348,0.017885761964133686,-0.01527481748806801,0.041371901910691844,0.025337875862247127,-0.0645455870494916,0.03588320782809582
BSG,-0.08315479731573024,-0.04269322697039191,-0.1457586612785063,0.059704809602358015,-0.022912208491314718,0.02229795898688283,-0.05356930529287213,-0.016350301806900076,0.006247999017546886,0.07215593648712158,-0.08957897827066819
TDGF1,,,,,,-0.01621834567178006,,,,,
BMP8A,,,,,,,,,,-0.020476529280366435,
S100A10,0.10203504830725259,0.13672406473006396,0.28797665226837077,-0.036359205811264554,0.1555275219740071,0.08677247576361445,0.03677632973973134,0.10141975679780003,-0.12799245323585634,0.16688983986972186,0.1413867720047457
PLAT,-0.07039809688447543,-0.13800907674093232,-0.19242749846263532,-0.032687184545754096,0.025505307706910795,-0.023020421372251902,-0.03878671395948406,-0.15437047765002154,-0.03296856791275835,-0.1159665645974628,-0.07584686066665312
SFTPD,0.012652903249716432,0.008281890871642543,,,-0.019217508139015235,-0.010249767861080308,,-0.04473643207990698,0.02255784656880561,-0.010766045941623212,0.0030260101716896755
EPO,-0.043513771046465824,0.0352037965736967,,0.019688575643201034,-0.005974070827027949,-0.014791305096718946,0.0691041534385356,-0.014999386968687307,,-0.0169084022394859,
FGF7,-0.024765237689861674,,0.0299841292039621,0.054083606510659,-0.016611631558822424,0.015034163869994427,0.09062170031221824,-0.0493704822035983,0.08098847891733726,-0.004734767371224677,-0.04028132334739349
CGN,0.014725284508024026,-0.006398283283210276,-0.12924368913943052,-0.03768026968890654,0.05321497095756756,0.01809896211333735,,-0.0036258864573795956,0.17133173530691914,-0.02900238803380471,0.045281233973804534
FGF13,-0.072147646786873,-0.021627739571907997,-0.09044215117626524,0.05177696636131998,0.0055632844286098975,-0.031077756820185366,-0.008113411235865512,-0.043433040326535395,0.037287754432785494,-0.028808134815825146,-0.034740685294220745
CXCL13,,,-0.0499190023418333,,-0.021726818468612175,,0.0380664095942406,-0.02811725802517296,,,0.016971688069793704
ACTR2,0.007539953908987342,-0.08134078026466043,-0.02231818952608903,-0.010285615757752305,0.058779341527819814,-0.02356957041970629,-0.0496482841801116,-0.013381271126238228,-0.04259707390685781,-0.10169743246732336,0.038311127191969774
SLIT2,-0.05280312851404924,0.023434976814195384,-0.05461887376270126,0.0025205407080141997,0.012802552951234251,-0.031224510306348426,0.02480761219377642,-0.07127242632768098,0.07675059669161062,0.09460180062244557,0.04092396718812088
LAMA5,-0.018800883231591202,-0.0031201172317207376,0.12658670712091452,0.04120452700882894,0.031233910001977682,-0.010778493551342697,-0.04794247432940891,0.09770157965559621,0.11338232171463752,0.005487177151637349,-0.018720428035078108
TIMP1,-0.03372818189812519,0.030194289457315227,0.32603983006413434,-0.07293146357723052,0.12194113043406751,0.0652426019916858,-0.08838462040323948,0.1275089861522058,-0.0006473072723207779,-0.13165181156933758,0.12509137707300044
PLTP,-0.0911393848890109,-0.0037913941237302452,-0.1193873721192488,-0.07907123878141448,0.027490302912782944,-0.058000227643781384,-0.04579677538245174,-0.040617998859890155,-0.030501696777280183,-0.10973880505149755,0.007851091212300166
TNFSF15,0.1315764406219371,,,-0.012505807282287947,-0.021327679497895994,,0.03367010323044591,0.10262232899699054,,0.03048804848872149,0.061972140966079385
PRND,,-0.014102519669878364,,,,,-0.05396938151346441,,,-0.02167382135118439,
NPW,-0.03838288937786032,,0.11120775954143851,-0.015311751463346412,-0.029715307540643998,-0.019919670673676473,-0.025820591509695748,0.04774269762835485,,0.009964544287681657,-0.020091864338057396
SHANK1,,-0.017049468768649965,,-0.02227350104488679,,-0.021017029894147762,,-0.026884165745005458,,-0.030144281170558982,-0.03470077901392988
PTHLH,-0.025274508819599778,0.0655665807425886,-0.0038572984443836244,0.013960052947382572,0.027170031592782924,-0.04467011112893375,0.004044034658470089,-0.04776129490724183,0.11063985205253357,-0.0713720882550708,-0.05403874698487481
SYK,0.08067566890167768,0.038975617872780054,-0.05774565805661185,0.009726828760426229,-0.01941728839139756,-0.0024471275617233158,0.04032220527218775,-0.012253852834574036,0.09031300336164878,0.012132660143992044,0.047674775167321826
FARP2,-0.0008749555991828959,-0.038272858331778084,-0.0742850958634311,0.0066135536198397285,-0.009272976620938097,0.015155550543313374,0.0621218132755737,-0.008881350281224686,0.051606209116434786,0.020565363836579285,0.03423932343497519
P4HB,0.08081714885974951,0.09775568332664407,0.28153406144309534,-0.03073422133620433,0.15718603986538604,0.0223343431296227,-0.04520171609285932,0.09536235554032689,-0.035888895430016846,0.03975582484309743,0.16595488218170315
TAC3,-0.047783559684610746,-0.04475969072973401,0.037486776030414795,-0.022273499613016105,0.00397717729397149,-0.05536736067405101,,-0.0037682908829306566,-0.04264501115331918,-0.034152504262005876,-0.02718920591235913
C1QA,0.054261391315155914,-0.07039006031464218,-0.1823129812959049,-0.06795876158411647,-0.07790318823681518,-0.09833506040868714,-0.08104354251864883,-0.08575015997773808,-0.04365887730493939,-0.11769664306322179,-0.08333683348570742
EDN3,0.039960458305050434,-0.024565916142609615,0.1248961831064462,0.008594470090867824,-0.023445407691220114,0.06501639083336862,,-0.03821017483509918,,-0.01668946912445442,-0.04310563604626766
AANAT,0.09751203981452096,-0.019960869689653476,,-0.01137900682847642,-0.01921751474558794,-0.01876271396871312,,-0.016458782943147995,,-0.017628813062079977,0.008376745581653727
GDF15,0.037435814759925724,0.13976593411709903,0.27628045729553696,-0.016388914005289062,0.1609550001151104,0.06375213811241778,0.03927287876635243,0.04078120339062415,0.14102118192782287,-0.018325906371660917,0.03653229916091706
LRPAP1,-0.10215060959394977,-0.025399828534484987,-0.14018609166385268,0.03755326305174517,-0.0020903596508216643,0.010614467901450342,-0.03601448803173331,-0.057432982914449725,0.027175307741444475,0.004954646286006945,-0.028638041256633325
LAMA3,-0.06869237687707684,0.09710415711193543,-0.027938445337805845,-0.020015915115909638,0.0030211938567990715,-0.025662102531839436,0.012732132725044379,,,0.050547721435112054,-0.04114935655614432
VCL,0.019179828889422598,-0.037508258809233815,-0.02246814569779965,-0.025161552866586924,0.0029154991295521258,0.014833211161563166,0.02009524249572751,-0.03496942442441261,0.013466552334839274,-0.12365119457371443,0.02218108897307525
COL5A2,-0.0868293867057411,-0.09741060089271754,-0.15733658796155273,-0.008741444698622628,0.047049370350860466,-0.018464204890590544,0.0718215707621092,-0.0443380774169681,0.17503054010440827,-0.16174073080210416,-0.020633102276311648
DKK1,,0.03638259297163378,,,0.12892720836432348,-0.021942664652601182,,0.027576890848827335,,-0.10648214071343837,0.00021285051243765592
COMP,,,,,,,0.03554480133151903,,,-0.025796837915578585,
POMC,0.03377098614233844,-0.005548535463998556,,0.01743223765349112,-0.020526214894300995,-0.019266524064258366,-0.01165549097901904,-0.042364817694571025,,-0.019247940067878916,-0.0352145571754794
CCL13,,,,,,,0.03563603699227127,-0.013811260340929544,,,
CD34,-0.08413557629590876,-0.08072928178144437,-0.032183938522362676,-0.011206469882293025,-0.03749486201616826,0.006986939916903563,-0.0318127705048114,-0.09666887250067974,-0.005825025029797026,-0.14119375042829244,-0.027223808323355074
SPON2,-0.005402621816834934,-0.08766406940502727,0.0415820918925312,-8.913609158276756e-05,0.03739517758939744,0.008878960434126285,0.016365786217456903,-0.06938324390559257,-0.059357141929608497,-0.18246485021420622,-0.03053103522122787
THPO,,-0.008763343823645804,,-0.011089235809047887,,-0.0328923649125979,,,,-0.025293135783050903,-0.038850555867138176
SFRP1,-0.057161083961139475,-0.01277526547408279,,-0.014393946627559915,-0.021923853166718008,0.041635630221527546,-0.03666181597163242,-0.07159308428615793,-0.03004186916375966,-0.02299869736004066,-0.04951677594320997
ARPC5,-0.07655049415611621,0.03701942641986289,-0.016341953542926693,0.007027124406374457,0.09524123784695869,-0.038872926689512,-0.060492526315527255,0.052451508317133286,-0.0174804218662468,-0.006106499077879627,0.04938151652230756
VEGFB,0.02588228393393026,0.04479045819746012,0.12497079536101699,0.0018055350796588748,0.03890051622516657,0.0632048033295803,0.011137096471219137,0.0815044303330972,0.0791182204407226,0.12572878633770365,0.10623426850425112
GDF6,0.06369232583085209,0.05107859224239572,0.020622788994850514,0.05965967165378462,,,,0.01818278702579241,,,
LAMA4,0.007411804524562852,-0.05004094878056591,-0.07766854096150998,-0.029596477161841064,0.022802082005084788,-0.00010286510079019155,-0.02989864981096981,0.015089461838996425,0.015086040083988974,-0.17804948158677314,-0.025102459842470552
NPPC,-0.005494628982215346,-0.006994093163989068,0.01885321935054087,0.022711464879257976,0.007989342904062486,0.10033633899220129,,0.05624497736491125,-0.027521781284047604,,-0.03753023204452718
HAS2,-0.0336137388378973,-0.07239261673910312,-0.1181477514926539,-0.01256273655714278,0.07034724981492825,0.02492895156459523,0.09428396528071006,-0.09635504786991772,0.007106345159573053,0.08691068015984438,0.07466880934772552
JAM3,-0.016097786806310476,-0.07128240974181929,-0.05610989825623341,0.026320547334792062,0.044820749661975655,-0.020012740683101115,-0.0014337926471430429,0.01391858329833584,-0.002247604806000532,-0.04407023370984075,-0.0015500046791361614
MEPE,-0.027357861122488853,-0.03185318525217945,-0.065771564119826,0.18514730001218047,-0.043369909476174424,0.07782804803317483,,-0.025958138701403007,,-0.023364745114567,-0.050214524987765866
ALB,0.039377714312832206,-0.02477154833446786,,-0.018567220150936533,-0.042139875958149046,0.03748307667091456,-0.019463530869972004,-7.063517811004053e-06,0.036039481372890175,-0.025796838613321535,0.044966001166566495
SAA1,0.09548405418819596,0.06458104428316827,0.032140035712667187,-0.004248715974768694,0.1257457494821632,0.01405780713230828,0.027234208117895335,0.030559608688196266,,0.023149160215641184,0.0185874482610049
SFRP2,-0.03603096136604469,-0.018291391891200458,,-0.013291349393676048,,-0.02348442560250242,-0.020291902999526736,-0.048773779552285366,0.047456706819341575,-0.007605269817137747,-0.025796911115185676
CHAD,,,-0.043220942040570316,,0.02840856301287346,,,-0.03423078606521534,-0.064331660584662,,
CXCL8,0.1949134725488355,0.11007528393387414,0.38600799030382565,0.005364615790750547,0.15722988517618297,0.08445230253625233,0.06237384629281212,0.1499717276653596,-0.0060647918421479164,0.19753958659224263,0.15026314496988427
VASP,-0.035953287199736624,-0.0020007200853959448,0.035698219365471365,0.0028897061661102086,0.06738036305217535,0.017947258052901083,-0.058802024538686104,0.007879643043331103,-0.05202274119515046,-0.05419982465576478,0.00017199188290087348
PDAP1,-0.09765681533975762,-0.05880790980977948,0.046354312908901144,0.05443175166214367,-0.015752157557569584,-0.03119989423012909,-0.0690016381378928,-0.014043748961196978,0.0048699478588571325,0.1283101010548425,0.03776527295162023
VCAM1,0.07650973291752437,-0.06276160559564205,-0.06334636084390655,0.03758297148900544,0.08493366963848036,0.019928816209018915,0.04601309327967863,0.001306704029014208,0.016982398960886234,-0.11669336334991182,0.07480634186088357
CALM3,-0.0842497634727519,-0.055759093144798016,-0.14163994626513382,0.06393266001621757,-0.08210638839532691,-0.035060511994195145,-0.045487764799234096,-0.14232136096660106,-0.01992247850358609,-0.07432736433109031,-0.06461614902777804
JAG1,-0.003670554897112359,-0.08957553829147136,0.0337356631106501,0.015677621996888023,0.03594601210196684,0.026690675800310065,0.035302100646860235,-0.05583231490042521,0.05046448405462276,0.060494225531707926,0.02621675291032177
CFH,-0.04951866459847199,-0.03615173644533267,-0.05411972505817217,-0.04450093177962603,0.00010176115273934491,0.009799918769026908,-0.01832692177938182,-0.09742677799201137,-0.02703168015924186,-0.14907759843112425,-0.020270155866505792
VIP,-0.03501739899991912,-0.03987143208179142,,-0.017997509459219685,-0.04145771961262257,-0.024213177587075207,,,-0.006780180447805511,-0.02408185626631144,-0.05728733782060202
IL7,-0.025720476168883347,-0.0213612052488712,,-0.017311727069288265,0.04585258708862789,0.02951478280705222,0.017541237316297552,-0.02855519347480231,,0.031099734637661164,-0.013150677900828677
FGF8,,,,,,,,-0.02560388650539762,,,
IL27,,-0.019206599512072146,,-0.022591515552540107,0.0988844605509255,0.011610558399681623,,,,-0.029704512471323823,-0.02739283794132883
PROS1,-0.02860911085510709,-0.013094497304239764,-0.1405020619447738,-0.036763573860143145,0.13397521438791493,0.05826628568674223,0.0047017236369359255,0.0526277736010186,-0.026511598566174695,-0.06206547423616473,-0.02358307461655874
