,UKF243,UKF248,UKF255,UKF260,UKF269,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.013231782459339776,,-0.014719729497081186,
BMP1,-0.02034565542116108,0.029121798299966688,0.023668961456527138,0.010847060283570678,0.05616966070945214,-0.025272927626766015,0.06178347074673672,-0.03284076812784492
NDP,-0.055050516853136305,0.013141068220293397,-0.011725779592779298,0.04322497821547582,0.0547826371472619,0.038577136101393676,-0.01648994720440802,-0.05648502757649688
TNFSF18,-0.016748441407960755,-0.001982250134793852,,,0.061881591600239545,,0.07619239628909119,0.012189520280081181
RTN4,0.007033777456094727,-0.031844002560261146,0.027180429691283196,-0.018060568376147494,-0.1041038875136296,-0.03687776298760461,0.02196179066068398,0.05569015652549085
HEBP1,-0.003345952864213302,0.01944458439393077,-0.03069284500749331,-0.016980118351809487,0.04105747286240256,-0.02209000118111897,0.020352665155073234,0.05022700495949882
WNT7B,0.011015944904278145,-0.03981127760966807,0.12137604178449958,0.050166468176074425,0.0033229270568658183,0.01396618172147893,0.08364756231286963,0.058448708085205046
PTMA,0.08775954067612272,0.011488175890632722,0.06810764016269959,-0.05436103429015553,-0.034512349500578736,-0.006646162585515592,0.006675952453478167,0.11642963347312361
FASLG,,,,,,,0.051453825717980156,
CEACAM1,,-0.017122071117259666,,-0.017528510716406858,-0.02585670132367911,-0.019200743542690402,-0.017762593335134632,
PDAP1,-0.01976943326146239,0.05323122548536554,-0.021605263410195013,0.035372270145280243,0.0604152008432423,0.016141347307858843,-0.0119731195371505,0.08357357616153496
QDPR,-0.039040465628214206,-0.05095527399614969,0.006816431734047275,0.028042233574096857,-0.05555972439962981,0.010114145608138145,0.039675160914527316,-0.033337741393778805
POMC,0.007438752080839829,0.06473352202966343,,-0.03527150856575774,0.039332526895311,0.053744850248671344,0.013069167382385893,-0.01807612918046779
CCL18,-0.02246103705571635,-0.02136672699210744,,,,-0.046886944265168526,,
CCL17,,,,,,0.03277846877126199,-0.011571322521389624,
VEGFD,0.0483912609635751,-0.02136673377704402,,0.026519204935146312,0.084449897195031,0.06365201282439772,,
TNFSF13,,-0.016124022962622397,,,,0.01307777516400921,-0.01885450422955672,-0.042981682477357126
WNT5A,-0.009338094605899242,-0.004904648239194481,0.02154228207342831,0.014467793892408709,0.04776449278801218,-0.012397822612633209,-0.011156377481835423,0.0700300619213317
CXCL8,0.04691306385868998,0.006890786976721989,-0.07701682617686535,0.006116914501881293,-0.008833266110233075,-0.03812966313350622,0.010558351271715252,0.10831516753849744
GRN,-0.01794194108829541,-0.049522512036612835,0.006142043627457511,-0.012168709702331405,0.08716966648680753,-0.07240796868847812,-0.0023712389996965694,-0.039754080402078416
MIA,-0.04781600746965116,-0.0020689118655370514,-0.04078772566695523,-0.029635957291835605,0.028163159573127566,0.06339135071764024,0.03407659362175889,-0.026023250922313584
COL4A4,0.04630924878254833,0.0021970234829371206,-0.031037205339540287,0.0035967482696954386,0.0164904807015944,-0.0035567444992331727,-0.033981336646705856,0.03385442190248351
TAC1,0.026658595185051946,-0.009953052641811929,0.0682121910329735,-8.552254485792943e-05,-0.050734164266518264,,0.011647735616245006,0.030637383223541006
RARRES2,-0.06864954698022288,0.017002527426836427,-0.09466984131583034,-0.02806775059036603,0.05940750292618967,-0.03575880537244332,-0.02631895723083698,0.112307038125039
FGF7,-0.009188923932774552,,0.006200119887223729,-0.03211022161162807,0.003940189486030297,-0.011451821514661627,-0.007270541628898406,-0.019770283397668318
EFNA2,,,,,,-0.018249021764485254,,
HBEGF,-0.0062248585282298294,0.02478589668210438,0.02714704878845135,-0.02948092183277737,-0.020214495231353623,-0.014648554683372415,0.0032141340454546613,0.04136421235432313
CSF3,-0.025475915834233604,,-0.021724863933813458,-0.04915868652063286,-0.013794947003974442,-0.03430488735686244,-0.012182817527832663,0.2528492899587744
