,UKF243,UKF260,UKF266,UKF275,ZH881T1,ZH916T1
IGFL3,,,,,,0.06021633470872731
BMP1,0.07117057699286311,0.02668957054283039,0.10554154943023421,0.04410892087007759,0.018960977531266045,0.03665222476249664
NDP,0.05394891490161306,0.01649395722511413,0.012826979913570066,0.012714195120300092,0.009233755914539083,0.07550984166682732
TNFSF18,-0.02044393046361085,,-0.012213190750961923,0.05284312368458366,,0.02770384208400263
RTN4,0.018255085793248818,-0.06499826096130343,-0.03256536415332281,0.029123297405832877,-0.025282600110001326,-0.0048685720893049764
HEBP1,-0.00350588307620733,-0.07690594777516134,0.02255000932591497,-0.02453420283345867,0.024053832129997163,0.08557101162386428
WNT7B,0.06410494767508951,0.008171610136587498,0.07634336329590442,-0.020586712801151916,0.016848584186950927,-0.0052330248558941535
PTMA,-0.0695376894403899,0.04285494911131296,0.07554843783185079,0.03314139231398712,0.019301310948501234,-0.09461372096032634
FASLG,,,,,,-0.0176738311102277
CEACAM1,,0.048893590297797405,,-0.019851539066845565,-0.013517655880337041,0.10913972794596358
PDAP1,-0.08929927034910384,-0.00740882303333989,0.06581814451021692,-0.001998187391085876,0.0401561841516024,0.04599701939408869
QDPR,0.027328412083894603,0.005938929430697414,0.015002375283492781,-0.013249577272118852,0.02131340664538287,-0.00019467793992502584
POMC,0.09829435213116998,-0.042316167673625546,0.015742859692091268,-0.014645674004122807,-0.02211310926482989,0.057886458867936884
CCL18,0.05638215608239176,,,,-0.04655136944444099,
CCL17,,,,0.0015223174147987123,,-0.016019342783446217
VEGFD,-0.012766754837118581,-0.020119759246628312,,-0.016771985261987456,,
TNFSF13,,,0.04986821708400286,,0.08323912232961114,0.005987928940867923
WNT5A,0.02525574792016868,0.0072501931633114644,0.11032538910537946,-0.01786236593904818,0.014250280583362796,0.013070088675072254
CXCL8,-0.03275047627091646,-0.06534956524470162,0.0045995528544562625,-0.01807225674911414,-0.01354342869389173,-0.011622377913273472
