,ZH1007nec,ZH8811Bbulk,ZH8812bulk
DRAXIN,-0.03958473988856891,-0.10655609434677327,-0.01148638483123863
RAET1L,,0.10529840379615682,
NPTX2,-0.01847170691628265,0.009880961382322648,0.06171453671338607
FGF11,0.008171137169876361,-0.019358321157893522,0.06000900888699967
CD59,-0.019032383938329175,-0.03953697460277628,0.020134637383546334
COL9A2,0.029429000555197662,0.10003339022177797,-0.06345752674565966
DLL3,-0.09996406864584803,0.18516863016263438,-0.03523203784387716
LIN7C,-0.019496321191645984,-0.031695331559879,0.008901804554675269
GDF7,,-0.014126928511811845,0.08288576236597792
PSPN,-0.05009563640069427,-0.004677736468632562,0.02354562956168553
ANGPT1,-0.03278154982211141,-0.012028763660372994,0.00037758365771764155
PNOC,,-0.01502263791947941,
L1CAM,0.06832700579413437,-0.10581897718026387,0.02761271358619453
APOA1,0.03517667635273413,0.055670812962480616,0.040832392987190935
PSEN1,-0.0032646995326137645,0.02397783458157055,0.015762094086680976
CALM2,0.025352223602033378,0.033123852594595965,-0.010446531743628256
CLEC2B,0.07406861328112267,-0.054421694876091976,0.03944439899594857
NTNG1,-0.0594862353388912,0.07259960025236961,0.0169770608244404
LRIG1,0.030610159552239686,0.16565216838538252,0.10246903491592871
CPAMD8,,-0.0158704632849517,-0.029969947850574972
GHRL,0.03330542610752445,,0.009661787586369467
NPY,-0.004887496070781098,-0.08579844714613476,0.010686948720643692
MMP2,0.014413228548013718,0.04471835642709964,0.031030013586493786
PPY,,-0.04641637001429154,
ALKAL2,-0.025032541082792195,0.08638966650513291,-0.036816790223562254
CSF1,0.021478870578011573,-0.04118071389970699,0.028622894248187595
SEMA4C,-0.01735973542996696,-0.0014510199804606588,0.09874677773741496
ICAM2,-0.0809599852122154,0.06737278789784527,0.04159573752266731
SYTL3,0.026355878728044117,-0.045061332520791315,0.08497449000303134
IL1A,0.07553746061753952,-0.03722121507791427,0.0267121008191518
HLA-G,-0.014182453829887332,0.011655614054383028,
PGF,0.05346876582239314,0.11865795716065276,0.03245569154520622
LGALS8,0.0035149420874372892,-0.01967191597685354,-0.08005866515505011
DKK3,0.06635674762285447,0.08703561441103495,0.01944786015158156
COL16A1,-0.019588123178164173,0.030477047692068434,0.05726217791493542
TPH1,-0.054549390357528094,0.05800192311460624,0.03374537513189518
TNC,-0.039500864315856636,-0.15042376596048918,0.09336907115819336
TNFSF9,,-0.0354898524404633,0.026182231952280446
C4A,-0.0027332246687205687,,-0.02843105620474578
CNTN2,-0.02327940840929767,0.14159329432393594,-0.06967423099072201
LUM,0.05554968610716507,0.07747559882237653,0.08162703600867667
BTC,,0.09274919577190323,-0.024394919204704477
APOC1,-0.011042623025301432,0.018846580599881025,0.0888273761813136
PKM,-0.030871146100021257,-0.12346756299193216,0.0938673592024892
TNF,0.10001584992546984,-0.016479386125252907,
GNAS,-0.014759033960178284,-0.015643225734326163,0.048452962915039754
BMP8B,0.032830326433831616,-0.002973617319288143,0.024889199105395773
LIPH,0.009623393857618841,0.0681438065009213,
CCL28,-0.008078983513660147,,-0.019652639207389588
PTPN11,-0.036967016024692885,-0.021932769617100743,-0.07480566745411915
ADAM12,-0.12426818812288255,-0.03624966056286411,0.06327412005146826
EPO,,0.023644341623870625,
EDN3,,-0.04885420934011254,0.02625662116194326
CCL22,,-0.017450071265309952,-0.02439492028432912
CCL2,0.032859712348684095,-0.04138317364293175,0.044894941415385414
DSCAM,-0.01135448754459434,0.0951544180178409,-0.02481802150624517
ANG,-0.011488552528371672,0.003078699200906073,0.09502074619462493
FBLN2,0.01715736428107193,0.06181033453089821,0.04685988734989774
VTN,-0.036420914737161705,0.016912804731699888,
VEGFA,-0.0064900574774552095,-0.11672693807393067,0.0498653855598569
F10,,0.12105639699208838,-0.021106200217334278
SERPINA1,-0.0027316758094639575,-0.07827201581614596,0.016616648055758392
VWF,0.05729912638019869,0.03372889522153676,-0.011598024518122836
GDNF,,0.006327457468449296,
VASP,-0.015600060073900588,0.0030727650238167657,0.017463159307715546
ADAM15,0.017853996244998813,-0.029389374185945644,0.018913126417468562
WNT2,-0.04644706371863234,-0.019598028825826976,
CALCB,,-0.02321065132340297,
OLFM2,-0.03348307239040127,0.0570164278735622,0.03661238440362433
MFAP2,-0.0630352721337504,0.03659738504606333,0.028060851255596615
HLA-C,-0.06501225601980158,-0.0842585372920386,0.0426648658878735
THBS1,0.002735724993821418,-0.07022778006311521,0.09146727431000894
HSPA4,0.04074196862448831,0.006842656126484501,-0.007254777796575939
LMAN1,-0.022501013934539023,-0.09186846838889909,0.039754349836011636
LYPD3,-0.022155940011814423,0.01178538690964506,
APOE,-0.030972380596359005,0.04119116479218271,0.08887709455825338
SOSTDC1,,0.019970805684746015,
ANXA1,-0.06736765411288545,-0.0529669085831334,0.1112863198712119
WNT2B,0.1296333128744686,-0.03473680171545922,-0.012015257939467654
AMH,,0.06456471842403094,-0.019652636701260343
GDF10,0.17060050003291743,0.029003316367482497,-0.02480383461002717
EFNB3,0.08333159256797847,0.010273134543681086,0.009351261693636861
LTB,0.09841322755359083,0.1487683866339155,0.019429225995693026
ANGPT2,0.04777816939018038,0.026413882915973873,0.07449019964234817
NRTN,,,-0.02480384350828601
ADAM17,0.020318016941619076,-0.049238693384551196,0.06949455559235769
LRPAP1,-0.02301935142408782,0.028721789672511582,0.07720766486075037
NID1,0.020778546480946732,-0.0030245764700889298,0.05517458989573179
MST1,0.08658748494035122,0.10408808779997968,0.02828575845740079
IL13,-0.03758180877833644,,
DCN,0.07929700690173348,0.032345428185629806,0.0357687572413899
IGFL2,,-0.018906948940336153,
COL7A1,0.06661637375753993,0.016545930555835902,-0.018860351674668117
CALR,-0.03593705169256854,-0.08364538275879882,0.08714526495129336
PIGA,-0.045303460563484596,0.00499906182896768,0.05548167162594566
CD200,0.07350296059555075,0.04278532801865783,0.08480094791677659
GRP,,-0.017824587051870542,0.030641359633011463
CDH1,-0.009692644325609779,-0.007024918167554861,0.05520477370378804
LPL,0.024416028650825355,0.14861719489858505,0.04871505556096534
SEMA5A,-0.023951373706965373,0.10214708824581295,0.03693173700910889
SEMA7A,0.0005430812504559261,-0.009263191906098502,0.008459577381081825
SEMA4G,-0.08001072998122312,0.12172035364821651,0.06796641906824583
SEMA3B,0.09968517059814717,0.013828229018890997,-0.014825839752859494
RPH3A,0.00795541899321777,0.010380982359123984,0.026261526892397382
JAG2,0.12126760860080113,0.064508755249399,0.021101563177513636
CGN,0.004989496001028365,-0.03126910717208573,0.05117046078157821
GDF15,0.038493659049384586,-0.025848823022336646,0.07508570484261144
SEMA4F,-0.06011644392430578,0.03337209141796948,0.1815394926333686
NXPH1,-0.04563782201722397,0.09077626706281285,0.04603367016238438
ARF1,0.1046648227667484,-0.020769357888614327,0.030002615461252945
EBI3,-0.056907346155067144,0.0259676144546906,0.03630449887387535
TIMP1,-0.00280739085566712,-0.1688526872448226,0.0607562454901311
SEMA3C,-0.040510865935379406,-0.038067896175709895,-0.0210311680254528
GAS6,-0.048814499096577174,-0.012920173540684865,0.08590812606549729
MEPE,,0.035458206643673496,
SERPINE1,0.05493270491246407,-0.13884816769107308,0.02170714376112928
RSPO2,,0.022505580664921497,-0.006368538232262714
SHBG,0.08624604916883183,0.09828434672402933,-0.03283944403664967
LGALS3BP,-0.016202596070197948,-0.09669116131975225,0.0928342000690171
LAMB1,-0.10799350068929901,-0.0612800475068466,0.07401282760206378
SPTBN2,0.021191501839025052,0.043712833546788225,0.06133645327251096
COL1A2,0.0635921739042013,-0.033086770401452234,0.03183969739132309
CEACAM16,0.055474524503427165,,
WNT11,,0.1645246766449742,
LGALS1,0.00696815851783178,-0.17644902281373118,0.08896398096122708
BCAN,-0.004162260854218485,0.18363803864627173,-0.03903856192740035
ANOS1,0.0057623498021088715,0.1403214982129851,-0.042449732890376506
EDA,-0.0501717313649791,-0.029387893540138512,0.021112326664852868
FGF22,,0.026550625663058332,-0.026575357289760404
SHANK1,,-0.004713475371102747,
NPVF,,-0.016278780516940598,
TGFB1,-0.009258079649637305,-0.006911316756459777,-0.0011953753168037482
MSTN,-0.04155659702620831,0.02719653303413498,-0.02572932814790254
WNT4,,0.007332764690593982,-0.019145613011105123
TNFSF4,0.012178581233853767,0.003000826592671786,0.004034494241488782
NTN1,-0.01803275640194101,0.09805450760422953,0.08652090576052385
CXCL12,-0.03797049927041604,-0.04893720548688845,0.08368567131424193
GNRH1,0.00027347225606736146,-0.024572379327981467,0.16098599371157413
FGF8,,-0.022469418423856777,
RIMS1,,0.051997219258879214,-0.038929913308777424
FGF14,0.04672070313504005,0.01244314246666053,0.0195304726784269
IGF1,0.07160176605228008,-0.025510849314251363,-0.013180811252040472
TNFSF10,0.03319691787404903,0.04757814992261591,0.01076575384682827
GDF5,,-0.022216285846978254,0.024310313976631834
CHAD,,-0.006800917997829395,-0.021570753416943873
RGMA,-0.009241606942102387,0.0686483788771018,0.04823894395541509
WNT16,,,-0.0178197393814505
CX3CL1,-0.0610608211984324,0.015455943246982257,0.02041579240224342
FGF1,-0.04209503448044201,0.07656976167977257,-0.007127340926846788
ALOX5AP,-0.0001776829674019894,-0.10368816904042838,0.038700583183616015
IL1RN,0.006712120946225393,-0.04062011713816196,
PCSK9,,0.1931863730259879,
NPW,-0.03399637096711264,0.034166994442421064,-0.019901655594709616
CXCL9,,,-0.023344990553562726
ANGPTL4,-0.011356190160570968,-0.1465138905077158,0.023919396030431028
UCN2,-0.041423601941578514,-0.029982162159602057,
OBP2A,-0.07113624872303605,,
COL4A3,,-0.013658194072237933,0.1479950703265082
NRG3,,0.05842715323993573,0.0063189178542169275
IL23A,0.1314203438930449,0.10634398374742143,
COLQ,0.10246527563135358,0.11674861865230086,0.0499512532735034
SCGB1A1,,-0.021705954958459308,
TNFSF12,-0.010247553769958218,0.005612550065964089,0.07874984699348422
FYN,0.053693106040825465,0.16492721233320218,0.07338300001860361
ACE,0.0546574768711363,0.07233091551952746,0.050693449971122705
IL18,-0.025767921005952776,0.06454871336913154,0.0036326400832566216
PPBP,,-0.0204319200844332,-0.001385997619952634
CCL27,-0.0445910076552916,0.04394155605099962,0.03742170995989352
SERPING1,-0.04176829560082756,-0.08258679807091227,0.06912848068851397
AZGP1,0.05030304810312926,-0.04727474036378085,0.010508693721615238
INHA,0.023343056943617477,-0.02094031468993136,0.029853281990251453
SEMA3G,0.016602140089216434,,-0.018360804921030344
COL6A1,-0.031526930844211605,-0.11570499503176067,0.02965324983138697
FGF17,,0.05274701655107511,
TNFSF8,-0.04692534510703042,-0.01890694690615404,0.0931825792517013
FGF20,,0.09372036428236417,0.04927148177256229
ICAM3,0.05335011696912258,0.057134955421672844,0.051141005122257534
LAMA4,0.039309008270962585,-0.00255338389019764,0.049710830142383186
DLL4,-0.047054496481105886,0.09962253663151256,0.08180506641544459
SEMA3A,-0.04334014074951667,0.042179307496097676,0.005904517260593429
RLN2,-0.050171672428552506,,0.07132742976775726
C5,-0.03702995311007095,0.029210200006405347,0.051853774493858425
COMP,,,-0.02133962403375363
C1QA,-0.019024022387009242,-0.06769264650653749,0.04602749965947398
COL9A3,-0.021113215856484183,0.07648705592971904,-0.06722420014616648
DLK1,0.05903142616140847,,
HGF,-0.07375506020755618,-0.041433945268674804,0.005631319164051109
P4HB,-0.04410121067598343,-0.13769746885501297,0.04124973512400396
ADCYAP1,,-0.022728578854022876,0.09711130354347301
GREM1,-0.03988701520180789,-0.06184479167802431,-0.03779018046183427
EGF,0.14883071593159894,-0.0164793898084577,0.019302400615512697
VEGFB,-0.00021620582924208455,-0.04680222695290617,0.02912386256629909
FARP2,-0.030106183106213106,0.08249299968039543,-0.013277421576196248
IHH,,0.00048476096260618854,
LAMA2,-0.025697915426298963,0.057146030203144994,0.04938130126525635
SERPINC1,,0.1327791443321327,
NRG1,-0.06415578935537279,-0.024218236226258735,
SPINK1,,-0.04499955287405005,
EFEMP2,-0.0064097266078367325,-0.07280602404925364,0.08198357029526311
SELPLG,0.027511871942396533,0.02649472271806918,-0.06373422733740214
GDF6,,0.013788636520182123,
HLA-E,-0.01783041099808619,-0.11425402152596918,0.041776322623813145
PTN,0.00011945073314188362,-0.04582093191789505,0.06579628106228476
CD274,-0.015609030482326735,0.011366356990161947,0.04810527926815642
FGF10,0.05267530611387402,,
CD14,0.0395552143994362,-0.10401406275883912,0.010152805981865996
SFTPD,0.04820847901705665,0.07186278301055427,0.05305097687755875
SLIT1,-0.006342997704710386,0.022886125270201677,0.020690646495029993
CNTF,,,-0.018360812166320205
BST1,-0.0798672967762187,0.004022147866477803,0.02342183575179095
AGTRAP,0.06841116420886005,-0.008171852184061286,-0.0031292446626968932
LAMC1,-0.05578827215239268,-0.06930762996421626,0.05444574579045917
COL6A3,0.0005136058155580556,-0.0069084744287935705,0.04310980297731528
FN1,0.00436234077434159,-0.05650673453782981,0.036744058130621905
MIF,-0.024862176969318802,-0.03461504238820251,-0.028098090790799394
JAG1,-0.027444403288439025,-0.012457485074178433,0.03484713000055413
NID2,-0.06631244729178515,0.02305868573096548,0.09162861481294567
EFNB1,0.010097698205845565,-0.026519897056243812,0.030236729161936402
COL4A2,-0.030494876290624324,0.015724823093338412,0.04029141474252507
SPP1,0.03128175799519648,-0.17961294245474918,0.02094397237061425
PODXL2,0.05855655684495398,0.09648673213428637,-0.005592520474229938
FGF9,,0.04319353905810977,
ITIH2,,0.05325398954246515,0.07286790855905269
ADAM10,-0.016070013634961557,0.004586108553202825,-0.010898240554087436
CFH,0.013734878838836418,0.059799662618094315,0.046098332860340166
COL4A5,0.06088131645882603,0.039014886647443514,-0.023591391221941694
LTBP3,0.09712144628955525,-0.04335632867489232,0.06651380511259605
GNB3,0.11972600938092604,0.08545875299634764,-0.03137124214723695
COL6A2,-0.03925210925594094,-0.10299150320558387,0.041500356464854594
GDF9,-0.03700527575213774,0.07065436727259121,-0.026955236463707514
NCAM1,-0.04152182270656185,0.05192834811307226,-0.11053741081196052
APOC2,0.02088589213909885,0.07204866359951717,-0.040689028336078986
BST2,0.09686080774375631,0.021838044724580907,0.04137788922809729
COL5A1,-0.040507595334175306,-0.11067656735320192,0.02680933055536873
CALM3,-0.1315487033944936,0.14276278545334398,0.05533855493174377
THBS2,0.01203165333681444,-0.019900179072892984,-0.011700795516557904
SERPINE2,-0.04723534589295144,-0.06877537057243424,0.035953359302381256
EFNB2,0.024894133675876347,-0.039009200228319704,0.018223620211664796
PROK1,,0.11706280554043753,-0.0183607942437767
MMP9,0.03738492369594764,-0.06109975998979627,-0.0027761315693157255
NPPA,0.05857281503658015,0.08640466745879295,-0.09392099777130582
APOB,,,0.0780239450092574
C4B,0.019586641262267685,,-0.02039129573529717
NTNG2,0.03325035238910495,0.03714933943738769,-0.015517718745784217
LAMA1,,0.02684475154115901,-0.020460722494379163
UCN,-0.01594918756900698,0.11332341508713538,0.026119889808863754
ARTN,,-0.028661723201082828,0.013264222844063152
PDGFD,-0.06963704873508979,0.060466482824563815,0.04557429723327731
EDN1,-0.024634503093452977,-0.030377891861296236,0.04314109857345951
ARPC5,0.0013172429597221218,-0.06216125875474316,-0.005871074972668376
GSTO1,-0.0002615971064903113,-0.0329257785674591,0.04570665795315815
PROK2,,0.0032564932510637658,
SYK,-0.04864382894651913,-0.02018455737246386,0.030900783352193886
ST6GAL1,-0.017069242214676615,0.09848797201316724,-0.05987701788499259
WNT3,-0.04303529965038472,0.13762487763079487,-0.006183727478393941
HSP90B1,0.02826174483453681,-0.1377444141176551,-0.062127792303232815
ZP3,0.05579376492991302,-0.026254868082379184,-0.013648707627136162
ANGPT4,,,0.05240114786512012
NRG2,0.027324179478294165,0.0320965621875882,0.05548457758324233
MELTF,0.06452989068458982,0.012407637676977463,0.05428780428245242
NLGN1,0.06721729893482528,0.037500769919853336,0.02970597358542442
SLIT3,0.0740297551293737,-0.015457193179291277,-0.02580111297609036
CCL8,0.027430600321065427,-0.030913949131975337,
S100A4,0.013836310627156193,-0.055618595634684645,0.03207443193664419
TNFSF13B,0.02726703497811148,0.04066404786035343,-0.009475335141738933
HSPG2,0.010433897390021712,0.008049627010474798,0.07368225127954676
FAM3C,0.005205065805247213,0.02569407881344109,0.036676255221389654
FLT3LG,0.054261825820482674,0.14242763461180982,-0.007351435810382744
A2M,-0.004840143706909125,-0.0770627440213197,0.05419921621240236
VCL,0.07268204287408657,-0.09225876774140901,0.019149463711592787
FGF2,-0.05919841063221493,-0.014327207816039259,0.026532569868340086
AGRP,0.09658209042524264,-0.014126931688114512,
CNTN3,,0.09953701366219923,-0.02878990889559896
RNASE2,0.013388729011557339,-0.010309417834043532,-0.01646953093451558
GAL,-0.004202639306483395,-0.031517912870569514,
CXCL6,,-0.04950637393891706,
PDGFC,0.04056284310535299,0.0411992596577418,0.03832516418002287
COL8A2,0.06144043759428798,0.039970844601113,0.12159411170603993
SPON2,0.08443479935969603,0.04703155202724291,0.03058376037507925
LCN2,,-0.02974558773751168,
SEMA3D,,,-0.02865202922211637
BMP6,,0.05165270564358052,-0.024188174383365495
TIMP2,0.010902567040692573,-0.13376872620151992,0.051000776433070424
EFNA1,0.0278618109937856,0.0532016695723991,-0.026874189954672674
S100A12,,,0.030596604089313542
TFPI,0.04176908621120391,0.007283431936278886,0.00896497844670827
GPC3,,0.12584636230026305,0.11572481948728545
NMU,-0.00955295439501813,0.001742543540778046,
SCGB3A2,,0.03848834925687855,
LAMB3,0.062380887015222174,-0.024045397457118006,0.04029792480271201
LGALS9,-0.007050117978686332,-0.02141158770382119,-0.0025715234555882234
VIM,0.0016639487126664388,-0.17523351799154416,0.08206781334609957
PLAU,-0.013106134622610193,-0.0850539864446275,0.04428322135908037
TGFB3,-0.0072698849003757044,0.03500142555690621,0.013924381641225173
APLN,-0.07959781465956146,-0.04148719719795051,0.055727097936018995
SHANK2,-0.02808228943432806,0.1280113912728212,-0.019145601640991907
