,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.025433370686778846,,,,,,,,,,,,0.12293411996054891,
BMP1,0.08935766432875024,0.026959868372836596,0.026315410164002562,-0.016487288385967216,-0.0004153333938700447,-0.000536119219941806,0.06552810671011562,3.110837581228439e-05,-0.002696921703908666,0.009597595345002487,-0.003762001850437586,0.05941459150882335,0.02372481601302392,-0.05129516721978808,0.0945523690016566,-0.012836214800844308,-0.019457305916122682,-0.007914680457184011,0.033967134631774164,0.005776914848740754
NDP,-0.02314212856583911,-0.01972988435396272,0.02205882362819764,0.03030639330059479,0.006063564696158812,-0.05567915486173038,0.02904138914135011,0.006560849554521051,0.03016849316990609,0.03405510970763235,-0.026978830670298545,0.053861589764450324,-0.0812330028209228,0.03580837453089047,0.007050751462016941,-0.00781574232672671,0.0786722900473571,0.019775641730056647,0.06018084709489434,0.017242372156996547
TNFSF18,0.0466971501958546,-0.03917643451990815,-0.03150733293589334,,,-0.019906589991895412,-0.03776779193915552,-0.01906824828256191,,,,,,-0.05558323291526427,,,,,0.048524455599253606,0.09123827175185044
IL36G,,,,,,,,,,,,0.043839309633527834,,,,,,,,
RTN4,-0.05407231145684558,0.03455805865339399,0.0033259271491532312,-0.027119706306445775,0.021583652884165732,0.02009156503470953,-0.04243971574905748,-0.0051135976346083,-0.04058743061063452,0.032504337218345676,0.046628414618456085,-0.045614977048698845,0.08575483300629788,-0.06836199909959158,0.048851732572490515,0.003086984521252942,-0.039428371798468226,0.035872348636429394,-0.00437962998736119,-0.014665123559603732
HEBP1,0.0483166880566564,-0.011579092811318576,0.004891424878093507,-0.03938969189088652,0.03097047175890252,0.001854770684049341,-0.0266203121440948,3.475247292383699e-05,0.02160533708602473,-0.04560114240358782,-0.03999852971512361,0.022146502116759684,-0.06978799824347148,-0.00715056529931299,0.08875230894575656,0.01862752234258772,0.07963440231464639,0.012465400792947437,0.09532184168127474,0.0480334901573755
WNT7B,-0.02255634880663753,-0.02825276612438884,-0.019571378531635483,0.004191827973263588,0.021853289384191534,0.033840267825371265,-0.04994492861844629,-0.02257504650738271,-0.014776919410417732,,-0.041482314849307964,-0.022875275163741063,0.0333878778043767,,-0.0018850400045257228,-0.020412481190710086,0.011472965871025755,-0.02790670953343544,0.07460364190400115,-0.010418693587745729
PTMA,-0.05265937637246049,-0.020453859652338275,0.039863637863018976,0.02138856451472984,-0.018987972191253255,-0.006997067823992219,-0.08941839330556607,-0.022179150652723672,-0.009520535258681483,-0.023938299328459936,-0.004421054932820763,0.03102637962203367,0.11746247075445763,0.04750829416687524,-0.07973554125934039,-0.08586682430819056,-0.008620640475431115,0.0300731181763896,-0.08183477884802894,-0.07883847474164357
FASLG,-0.022556355183259554,,,,,,,,,,,,,,,,,,-0.03637858410200726,
CEACAM1,-0.031319696578121003,-0.02955260593230414,-0.015019855883876249,0.007216447916897892,-0.019101153192816512,,0.06103659236907021,-0.011066632344394834,,,,,-0.06059347935295748,-0.03908444601290835,0.046511434387250264,0.051993028661029964,-0.023491958068072315,-0.01852208898416502,0.027781741150701002,
PDAP1,0.04513023963735773,0.061095454408139564,0.009498684618538243,0.002045944458796497,0.046935050684894154,0.0017100730878775257,0.04060770166880595,-0.0356804674341536,-0.005559447763069488,-0.09011907364637285,0.022337516818366102,-0.013049011470853822,-0.025842428479475814,-0.027914877077494536,0.022776372281375704,0.03873126706932615,-0.04575365725213625,0.05053420244575024,0.06503177348247678,-0.024539404248585524
QDPR,-0.06272985245878736,0.0009816916491408396,0.02512494899325279,0.010526478519866012,-0.01496073465060279,-0.055401772733987706,-0.06438131455705731,0.05077376925456745,0.05379222501563291,-0.013047919543545406,0.03645021116209835,0.04567317273903773,0.05283952723096775,-0.09751634577510128,-0.015133072201784198,0.0025950338067292464,0.07642878934113685,-0.0021523142289594285,0.04497476752990962,0.007132443449118137
POMC,0.05321802464301671,0.014916281432251282,0.12029685300856,-0.010744595075982646,-0.03843603711441747,0.01078846193341602,-0.018895536257432118,0.04085390656449437,-0.01167953640341964,0.05930094958821133,-0.022929645661566612,0.026094964207730033,0.13243122664899873,-0.01775108405133277,-0.04176037274243993,0.08776398278215422,0.04385170601851255,-0.005101904587611962,0.09461503822600914,-0.029053878095005106
CCL18,,0.021483279002684385,,,,,,,,-0.02358607607076848,-0.03413306412250465,,0.03739439171776186,,-0.024959922493402096,0.11794867057650785,0.07612996141636774,-2.8532340979417465e-05,,
CCL17,,,,-0.02346366397592834,,,,0.023735591069115092,0.044624293983925804,,,0.06992419575889648,,,,-0.016758090848064518,-0.03391211628309093,,-0.019127622655829266,
VEGFD,,-0.007973468353651944,0.007928230111573379,-0.03740088960542914,0.06053446653665351,,-0.014131748015173647,0.07493397509461962,-0.013415704286303209,-0.02012694622658371,-0.015492195504408167,-0.0035258185493883772,0.0242879123955011,0.06048427029228262,,,0.11788477671258461,,,
TNFSF13,,-0.027829979994503515,,-0.02716965835029965,,0.01943201215398107,,,,,,,,,,-0.01837446902030818,-0.002179249170984164,0.01408432225806102,0.029953812273785824,0.04635764941690669
WNT5A,0.03889887990703501,0.01302089800822045,-0.013201440906488034,0.005843780058620307,0.054877964620861704,-0.011331161628348109,0.05408688871897987,-0.0013770485382548644,-0.0021066001631238275,-0.012977778845318982,-0.008294367748018392,-0.006428505623199149,-0.13500383804464858,0.01373946822078608,0.050565254418754216,0.051662457726320644,-0.004872840103883814,-0.015524072220350594,0.025331042634870328,-0.059366939262948996
CXCL8,,0.044427836557707386,0.04361134255493882,0.02934710270947395,-0.025928531954360748,0.00029570241973624783,0.011055215817810974,-0.02563500732790643,0.0766352425360677,0.0453586777564349,-0.047957537446325776,-0.00848147807226247,0.01878429791753075,-0.0251510305499262,-0.04394587332053278,-0.05291101071587155,-0.07192568594903402,-0.029532414348433428,0.004943666721982466,-0.004635918261653618
GRN,-0.06708374413436098,-0.013340676317581488,0.05691682231805369,-0.016665140682213673,0.051842657377442966,0.02468303660259914,-0.04138802259971585,-0.04010252619133808,0.016610877614466904,0.01330877406433522,-0.03496754029302754,0.02371473751128739,-0.032028694983601856,-0.09118522781301254,-0.04949126284079854,0.03875979956990795,-0.038574943603428016,-0.05616708116483358,-0.0685863149181311,-0.003371396835245212
MIA,-0.012733246166978686,-0.008520106279096693,0.014579142612242944,0.008304631329577167,-0.04882599736620221,0.008845442066826243,-0.005229123778961248,0.03468740564809818,0.06001906542657309,,-0.021010200322125895,0.02049602002374075,-0.028679810077171422,-0.056822981790205083,0.018799420466191485,0.10075074067208062,0.06947420441425554,-0.058693775616297066,0.15274013698440495,0.03395027608971761
COL4A4,-0.026123007779453544,-0.010374200289822414,0.021192143854122887,-0.018856958246245996,0.008505770707209164,-0.018368082511852738,-0.025062699015630616,-0.024828953855739654,-0.025631450960049987,,,-0.0023258860729573824,,0.1485580391095702,-0.03155714084109923,0.007072348687909887,-0.037614298044003874,-0.03732841112956893,-0.057236079819814004,-0.009892548678164746
