,MGH258,UKF248,UKF251,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,0.010176084911633266,,,,,,,
BMP1,0.008990353128056065,0.05787125100912737,0.0008808075925604315,0.016295674413125284,0.02651633161950473,0.0380575477141759,0.07932037676589514,-0.06848625995602466,0.02625218434882388,0.026405550237208288,0.10085901007262375
NDP,-0.027290128237133626,0.046958595781927806,-0.0106272280945262,0.04296161428599151,-0.008706616500934869,0.02547701548568117,0.07369843140180424,0.022488060661387668,-0.0015652532600552182,-0.03382269753878557,-0.019433884012498504
TNFSF18,-0.035265839635256056,0.06210816111990692,-0.02528979954525549,0.08104050049994209,-0.014339159142729778,,0.021023408813507692,,,,-0.008156480119976914
IL36G,,,,,,-0.015082911592770538,,,,,
RTN4,-0.041178925768925,-0.003407448314083082,-0.0013859494089515983,-0.054656850869465305,0.04194133313366267,-0.012346744339056649,0.05244047930419097,-0.04821776723628774,-0.032283702733177724,0.017099839533043497,0.020572712202739967
HEBP1,-0.013782013092183692,-0.005564350327544581,0.012265616921048416,-0.0061858683608382046,0.01046119399517036,-0.019695263172309598,-0.025201321809712095,-0.05729076894705026,0.024873381088684386,0.05065150946692687,0.009105980416856571
WNT7B,-0.03106810016184777,0.006274867204641133,0.025399535177629384,0.015350364017036213,-0.02533526514083124,-0.016577858016295084,,-0.030936027544056333,-0.03178788055367448,-0.021233125681772966,0.06874619406067181
PTMA,-0.05114133267655473,0.05520017493003303,0.02928843038552203,-0.10314478527026455,-0.004868076230426367,-0.013034195231951507,-0.008410212707957207,-0.049869202949991046,0.014050100552881934,-0.023437985864740708,0.04859800982204444
FASLG,-0.031068108944720098,,,,,,,,,,
CEACAM1,-0.007963596789578684,0.05290982936305295,-0.012055896488437145,-0.030030681907403538,0.025593172075752412,,-0.06082671529325539,-0.027743925014635757,-0.015399748203835729,0.03960139568384815,
PDAP1,0.08724750471585951,0.04665448974536778,0.024678357542621855,0.061595178482496675,0.046935097840873685,-0.00431392441127319,0.05981809612112811,-0.028886754371478567,-0.022381017884483316,-0.047036891250341016,0.01673108115650122
QDPR,-0.09054210509737237,-0.012205311512603585,-0.014266095515620227,-0.06679688564147912,0.017748591853546308,-0.004510293734713332,0.06197803362173691,-0.05905641696646757,0.037618519748559,0.03307917212182985,-0.08822648047971415
POMC,-0.04910257958437349,0.08158536821443609,-0.006616228983465798,0.034121045067753535,-0.016638026355228753,0.011155430738108667,0.014038533439002656,0.021279287397205797,0.054697630074352264,-0.023053862051830805,0.010602784417748003
CCL18,,-0.023389572646298724,,,,,,-0.019670898989261096,0.030284659721146447,0.009035376589669243,
CCL17,,,,,-0.017883723199517667,-0.01377866794371082,,,-0.0035023863960553453,,
VEGFD,,-0.02338958007358354,0.001489251186003225,0.0036943278298824326,-0.019053594442966653,-0.014767025206597215,0.05986138488637942,,0.08888254987552696,,
TNFSF13,,-0.01765052769074801,,,,,,,-0.02416379707179823,-0.01582519611418432,-0.02901804342073641
WNT5A,0.06149608702553988,-0.00805643942962762,0.011234620505813222,0.06438417349202574,-0.0010184596060195514,0.015714402591407408,0.06560596680321902,-0.0544485980814223,0.05741862032114359,-0.02082871588201615,0.03701477012009409
CXCL8,,0.00995784135622534,-0.016168406738585335,-0.012362906213085403,0.03428413184145895,-0.0443987944002507,0.012829545565772415,-0.03463371472053144,-0.0050052154330867335,0.021010360619275987,0.01607531196006238
GRN,-0.0333642748299252,-0.0017733249643628146,0.0050268893044746275,0.08292069889619003,0.0028467062527190784,-0.0037291545388589823,0.03102907794278406,-0.029326018100612875,-0.019265717873635936,-0.005293260906614814,0.027522871867509305
MIA,-0.006150530397795725,0.014090201883577064,-0.015356642960508524,0.0896859003470554,-0.03515069451291068,-0.02022411775717228,-0.03959695827900457,-0.019968862511318235,0.009077061576912557,-0.00292829381854011,-0.022751763260002385
COL4A4,0.04282405243885321,-0.02809068671340005,-0.025825299536687808,-0.015143781842260536,-0.0037295830755529158,-0.01961814452099199,0.004224837937764851,-0.024870162559168185,-0.024657404762225606,-0.028401730561082656,-0.016515450012736944
TAC1,0.12295674546542414,-0.006778495922364309,0.0001107201903410556,-0.0445045078373927,0.0359513519549666,-0.0027217770273128125,,,,-0.024313981480819393,0.07057372885217572
RARRES2,0.06710880134267866,0.03360351419166101,0.013457367560472633,0.12265990844527008,0.028729935152706984,-6.204107469586618e-05,-0.003504693784789763,0.07002174492580915,0.025655095564650756,-0.014261734152730594,-0.009638781331997292
FGF7,0.001019067887815337,,-0.0032151990999955086,0.09127827606741455,-0.008901574401537054,-0.01057775701013175,0.120284036841531,-0.02444365128727249,0.048402998952273915,-0.02421715667476531,-0.0008629275262689778
EFNA2,,,,,,,,,-0.014636430069208301,,
HBEGF,0.016585373533917307,0.01977395344009627,0.07489657159401511,-0.03967607390195822,0.04597327399186943,0.0030487194527891786,0.051579479184781486,-0.06848663514057003,-0.02584243888870906,0.0003555442459649026,0.07772523722318254
CSF3,,,,0.07999854004426529,,,,,0.001088494196094302,-0.002249171622614992,0.0582822994028006
PI3,,-0.024606816569319068,,0.0031651443067710165,,,,,-0.03961295599644862,0.05068717383400425,0.04920703621529804
PCSK1N,0.06356240523882284,0.048599863885912184,-0.022366398233531037,-0.024075358874202157,0.003240633442540464,0.049333871697291976,0.1373191467948586,-0.08207755917291663,-0.054489256893650424,0.046192612797347835,0.03365418333203598
NTS,,,,-0.019692755998287598,-0.021329630281037477,,,,-0.017831712580247766,-0.046714124846421394,
SFRP1,-0.02272187602557064,-0.008047649265965138,0.051672120388753955,0.04146127752049717,0.0037759432656026093,-0.03087679820275927,-0.11452764385133098,-0.02609225720124343,0.037059855718890894,-0.020368897088123,0.011554395864254847
CXCL13,,,-0.02915219202316253,,,,,,0.03415372493318993,0.05710266757155781,0.06299871871115997
MICA,-0.006033585379122887,0.027619641317406105,0.007307177486178527,0.15314373786665306,0.006558832101803574,0.023491806273008654,-0.01233590845852416,0.08216419173797446,0.09543305650018406,0.007274208292696582,-0.014448686243224245
TG,-0.03598064767851686,0.08459437937066004,-0.016393590150347106,-0.019336915016294757,-0.0022575734780851614,-0.02069750346199313,-0.045605484654250884,-0.03202882256853111,0.014944880735336251,-0.016628086998192224,0.09020968129866694
ADA,0.06070528350161621,-0.02229689770443256,-0.014507800992561498,-0.0199866617082642,0.03936787318433484,0.027293411416461518,-0.039926793188837705,0.020981842479107577,0.0046393670720478765,0.06627827836273842,0.04021921118389765
LAMC3,0.013924074392390474,0.008814359379100668,-0.018240576846734118,0.060521449211848564,-0.02172616105957606,0.02876428374035254,0.015892003536435016,0.03718984062503915,0.007829760371434224,-0.04402453301399548,0.10112982550245105
CCL7,,0.03067922941900148,,,,,,,,,0.043166068539239814
NGF,,-0.025544347807738094,,,,,0.019210766167440264,-0.02923219782337811,-0.014439691824960684,-0.03468561198009587,0.11120784557686267
TNFSF15,,,,,,,0.029125824401140924,0.06614712194552354,,-0.012546250016866945,0.1273961214478328
HMGB1,-0.07533572622564451,-0.012266577019615683,0.026698763817366498,0.03149509167393596,-0.060264585140812704,-0.020066337430491955,0.05086532135012992,-0.05164335529218739,-0.08184625208002869,-0.00592690522226167,0.02557040411456958
ITGB3BP,-0.025819162948210263,-0.042645169764426234,0.02220423260185058,0.010543938637028013,0.010845137965685344,-0.0067574119282767416,-0.02018122279123515,-0.05628836680982064,0.030179026279853107,-0.005487385052733717,-0.06255773952908773
AANAT,,0.04193543158201152,,-0.014452123977653764,-0.01620295017751476,6.036592227450272e-05,,0.014371492362502082,-0.019696670659968954,,-0.020830463174716884
RELN,-0.02982891084990226,0.06572487480470958,0.02003313988597101,-0.03190910517862491,0.0389294989344463,0.012954675760144313,0.0354636131012037,,,-0.015154510354053716,0.015911342878234657
IL15,0.0018670485819597743,0.11140598395800562,0.011089650646273642,-0.027314749975019884,-0.015874009226060564,-0.01714191037321398,0.0657565674571542,0.006257968639335529,0.011727676556044833,0.06046047919828916,0.05635688627492804
UTS2,,,,0.0360641293441657,,,,,,,
BSG,0.12362150493689901,0.026042546408101566,-0.023815507671150045,0.036164224332495436,-0.06089219181373561,-0.006137538862762406,0.07089683979617639,0.03104657123043598,-0.002227838242104253,0.05218466597338512,0.061136048910983634
ADAMTS3,0.0879761997125361,-0.022880678989981054,0.10202853261373153,0.09238845265856181,0.03403520312512596,0.1336540985992513,,-0.024532373101557436,-0.04870448264822062,0.0015312795534915278,0.092786439858763
CD34,0.05303491947960548,0.03717815752637983,0.024544372836202578,0.09093978494193183,0.010718540080183164,0.08444216184864255,0.06479775721355503,-0.01832130175967481,-0.00697226060798305,0.038369469805541054,-0.028096983213760654
CCL23,,,,0.006536245722312398,,,,,,,
PLAT,0.02110977500719081,0.05138657370663541,-0.02807539846873983,0.05863709357536391,-0.0230275850457222,0.07156476657748288,0.027307311205024352,0.07752136822819503,-0.019771026710050793,0.05238006287132259,0.10474522634747645
NTF3,,,,,,,,,0.009502678820672392,0.013416939315999354,
LTA,,,-0.012055897725588065,,-0.015605129632440621,-0.0171419124892194,,,,,
CKLF,-0.05752745216686066,0.01964061607324321,-0.013155101514851207,0.0636158597732195,0.03653559560525284,0.013799567905066883,0.1249748698241326,0.0195420748235513,0.026515665105324934,0.011649566910041752,-0.035126777191105976
CD24,-0.001613487223508166,-0.008319812541228587,0.03684278191753611,0.04178699405707367,0.05207121161635137,-0.036165516794532136,-0.13790726618587104,-0.06106109681581814,0.011986325227461915,-0.052354675510005055,0.06525383943158264
