,MGH258,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
VEGFD,,-0.0387020073098096,-0.020476583773591323,,0.07830920513831564,,0.0067496003969663215,-0.005248452855713617,-0.032522223781260545,0.018373193911417496,,-0.07933720642258442,,-0.01218863553258715,-0.029408965139189412,,,,,
TNFSF13,,0.0243246509222786,,,0.02410738150719916,0.0018961380404900958,,,,,,,-0.010992014034653084,0.06529331596084575,0.006475515985925221,0.011526982930606076,,0.043249758097167745,0.029313118889564196,
WNT5A,0.052824167798098245,0.038899349835458806,-0.006219296146355361,-0.013018230400523108,-0.0004999641876550616,0.20096212021988108,0.02549521534694312,0.06525842779562349,-0.04755698409907553,0.008431092364480109,0.011328032752479785,0.10570555777408532,0.055950887459067,0.12632844085758865,0.06208415584326655,0.01035212304208906,-0.05763745751381733,0.05211786980288576,0.12582250653919144,0.0014539606891531545
CXCL8,,-0.04571361482812667,-0.01917305935976401,-0.004337540357127131,0.12881647115043932,0.056553653476826095,0.024399163293342758,0.013587823125789962,0.25820790304205676,0.06304965123084116,,-0.12861998763606064,-0.03007335082173403,-0.16390389763740837,0.0264817346236995,-0.026493025600191865,-0.045648729369451184,-0.04009741270067402,0.03489184003935348,0.03807692430649636
GRN,-0.011199527411968502,0.19525497918314016,0.03583655993837818,0.00529402501642885,-0.07247421746733745,0.10331229432729098,0.09166968581520868,0.060961761203972106,0.25017827876948395,-0.019901510050452122,-0.020737801749413885,0.030082363329085624,0.18057737539735247,0.14380518574210585,0.016294502791984793,-0.04926472998733727,0.039759259134165385,0.10134557914806235,-0.06273125996636936,0.03998108313295713
MIA,-0.028513876953783848,-0.02747737102788418,0.01662836864723446,-0.023454978992758918,0.01947317473071314,0.07806170062956799,0.13796510033263407,-0.005339608266447355,,0.04999558492970074,0.056008371267741705,0.04405143334459749,-0.03189478372357533,0.0041439762076080884,0.04958877188547415,-0.05533243554804268,,0.06513053045080285,0.18517579728260497,
COL4A4,-0.025228968649927554,-0.024141675933414094,0.0496708803480923,-0.021068111851419134,-0.023444127684543944,0.12580266116744354,-0.014644254521809879,-0.019118281612626145,,0.05069732707397396,,,0.08026881537225936,0.052998648980006696,0.006578854037516195,0.08542246522689731,,0.03320334673300634,0.03654367582294543,
TAC1,0.04401382157913512,-0.01940261761181385,0.02325998429091849,0.02682090815607929,-0.03313079113592019,-0.07011036442684453,-0.04729434064933141,-0.017414363903137896,-0.1725897052743097,-0.058490590009736436,,,,,,-0.01875971450703709,0.005492789553212164,-0.024329503755251405,-0.10383424437694891,0.04487422380358261
RARRES2,0.06697368360608535,-0.04676817661895412,-0.01631718816303374,-0.014145091409320196,0.02093048506914368,0.06514034716355553,0.07988004051472346,0.044959473901292554,0.2263111766561418,0.028791995510756462,-0.03165128074347107,-0.05735125667301147,0.08613252734115341,0.03727781468643574,-0.00398985570627127,-0.003260173147123418,0.12284315811180899,0.029647302272961532,0.018965909499466117,-0.02744955503460822
FGF7,-0.03820704157343529,,0.09235242759995009,-0.03059460846530856,0.02185399094757558,0.0497486936998522,-0.04173389567768933,-0.036253201124383926,-0.06977090288954173,-0.002209260588451744,0.04002835531984529,0.0083801756673321,0.024356141394025217,0.027914503641612392,-0.00965184428841737,-0.019860953157129702,0.06932479147971544,0.10421195402558828,0.0906642790013353,0.027953549042300446
EFNA2,,,,,,,,,,,,,,-0.036637671917523325,,,,,,
HBEGF,0.004727643550487943,0.1820918435625946,0.06429178988596895,0.03142004407267739,0.0200475698444724,0.025479674412703126,0.06101191265142963,0.040496544765839464,0.20345628544519276,0.04426524081126275,0.03914065872433791,0.011623998066191427,0.05065059614299411,0.053145100537949165,-0.06103119974881094,-0.02922801590922479,-0.010249138991118631,0.09063612405515045,0.1818191840123317,0.15795269015525806
CSF3,,,,-0.02535742925205374,0.14978462479544938,,0.00959076351991308,,,,,,-0.006043704216539914,-0.03432630724329972,,-0.009738748013002996,-0.029785443435423862,0.052679958464943936,0.02633595445021027,
PI3,,-0.023859039567179153,,-0.050492557448647044,0.11663202920925325,,-0.017445704673687217,,,,,-0.06748941629925335,0.07561482680940307,-0.047625320449288945,0.1028748048328895,0.02942930608072756,,-0.08515730213664349,0.0489169989698553,
PCSK1N,-0.0029170453157888105,-0.026562168277128394,-0.02995612188194205,-0.009582977389371151,-0.11457314621634124,-0.10649154548186969,0.014944189412218953,-0.0019724733152824375,-0.32514853243039005,-0.06940494341007847,0.08503170569105317,-0.009399716692754755,-0.04389339199806351,-0.027852571165985572,-0.02447978344276079,0.0423398227445571,0.029938726268439207,0.12728741069103944,-0.16668181931864753,0.027904660352140342
NTS,,,,,,-0.004842587304302431,-0.019043177858653965,0.0029236039755781307,0.03536220083290259,,,,-0.06295225934167284,-0.07499284066727308,,-0.012930383543007956,,-0.0322759585535539,,
SFRP1,-0.031696808684552324,0.08186388751312858,0.010228626479304764,,-0.04206422972794138,0.12884109504942806,0.0156916577035666,0.07152023280036635,0.18499389721775458,0.0159974092006252,-0.024570537225084427,0.07112504989755829,0.08852133927664546,0.05111029865130665,-0.005337601787771777,0.0427133599850927,0.08673146107153551,-0.03138958636093175,-0.0038633748088017124,0.008375743941455951
CXCL13,,,0.07928727350200424,-0.018412493998824202,,,,,,,,,0.012465758818024088,0.025032469418982815,,-0.0646842231704015,,,0.08968422696917058,
MICA,-0.04813231078957894,0.12539596234791192,0.04921731861053511,0.00567057867497685,0.046637780810940964,-0.004655898248179066,0.09634891854920402,-0.017675989096387925,0.032208322413950684,0.07482046259952546,0.034570015961903316,-0.037490839591052975,0.07265082965478666,0.15748353893833875,0.017149775704850947,0.04097023183034857,-0.04954858756022713,0.12786629922701126,0.11429551190460256,-0.03114356307028408
TG,-0.02522896296448233,-0.07964866072718975,-0.019440089685655006,,0.009455164346024808,-0.010146805350182026,0.001724047981685668,-0.018448634526738294,,0.03396102238122488,-0.013461831205469708,0.04269066222070118,-0.023813338433766904,0.01755267422039435,,-0.03198348123919481,,0.11119380776554758,-0.056616351765078045,
ADA,-0.014136326314893203,0.12747089068907738,-0.040160636984685215,-0.005007179264147773,0.0518719041365425,0.005422644761871988,0.05552124663500906,0.018598668544105527,0.17898220820788946,0.019267101203068442,-0.010793869522815493,0.16836127970329895,0.06484267128223214,0.091229106749166,0.0030360298709954784,0.0549645515452286,-0.0416531856247426,0.11916926567911244,0.044327460637017105,-0.06563230358191126
LAMC3,-0.05098531850435881,0.1944431845128723,0.006457894003511464,0.07046110399795799,-0.06795525613421237,0.09035217568870312,0.07691041953002196,0.002836564554142335,0.07373480798634657,-0.0613546911808786,0.04430027414812274,0.06967425649249784,0.005445768358650004,0.11539105996085684,0.027860581853487134,-0.028229094660443536,-0.039551420706991545,0.014421242025753112,0.09312542947032855,-0.0437335438396389
CCL7,,-0.04183995197188751,,,0.03877001233056531,,,,,,,,0.04752649586553033,,,,,9.749864614101445e-05,0.0628141475649558,
NGF,,0.07186788645454863,,,0.04963815692609064,-0.023795559225216777,,,-0.05294816420165184,,,,0.005021274257810489,0.0005901712474173993,,0.031466171414981856,,-0.036839213242587106,0.04987075826975796,
TNFSF15,,,,,-0.00499337341034155,0.03396826066697655,,,,,0.12919973331044382,,0.02277177422683975,,,-0.031593996518744935,,-0.019999007991224355,0.032651187757868017,
HMGB1,0.006320639255013231,-0.039874853224875814,0.0007263151500532538,0.02037295322733211,-0.06292633707488557,0.05327628459439834,0.1201020258902462,-0.025487834325074014,0.19669646639255714,-0.03572706760351775,-0.035120268074310984,-0.01219549446330811,0.06902668030301572,0.05202985480438331,-0.024285370091481105,0.029388829964733267,-0.026289873499178246,-0.10730886597055159,0.052414156212899014,0.11341249884988575
ITGB3BP,0.09190993961338043,-0.028561632012142256,-0.03274219043767899,0.02374273868642377,0.07781692224833654,0.13784507432219628,0.07794105069964441,-0.006400712973981874,0.06604990274670773,0.04267535056747941,0.027308352366760345,0.03662135707303905,0.03422306088470523,0.017740508547060822,0.05136731746796514,0.0647050464276252,0.0010887900445311109,0.10809563909478445,0.06977124791976991,0.02158448753776775
AANAT,,-0.010711077756823076,,,-0.01610819692763371,,-0.013975411433814026,0.08146681919875799,0.08344683561471664,0.02294044024321591,,0.10680568533264471,0.04391052665811792,0.03492221736089583,0.0021677384888947127,,,0.017105723560577078,0.01069776620561439,
RELN,0.13401542463054603,0.03826811216249654,0.0034961678886472375,0.04749154031193767,0.11223264767935469,-0.0003474265624335895,-0.04100824207254745,-0.028847113123688806,-0.14255986603042572,-0.02487129035733338,,,,,0.008997115471869606,0.055976065197159745,0.02290654306174388,,-0.019904931464702878,-0.0045217090814088454
IL15,-0.0413018774155834,0.06735198745797176,-0.011038365046456116,,0.010254057646553698,-0.02055910543659695,-0.03645356794095202,-0.011519564675519574,0.07222999955425491,0.00706238055748938,-0.05593151670303644,0.08682325111087816,0.07026062232900297,0.038464541800418195,0.043801145840402116,0.011987255946151621,0.03187507790360947,0.11007137469770932,0.11827412123841413,
UTS2,,,,,,,-0.002877743964601053,,,,0.10217228090974376,0.020729468330006898,-0.02670876604710177,,,,,,,
BSG,0.03789314903622951,-0.02095801853756675,-0.0356267266676946,0.03362813944422428,-0.0025598989724081905,0.09967264049854602,-0.020768170020064574,-0.05878477764218752,-0.1983439710904373,0.08984315394419778,-0.024535118076929385,0.023436703376944305,0.13515655786095224,0.01451505361799715,-0.007328389932437854,0.0024642365887809223,0.05877847378737972,0.19989905532738503,0.18446684746135214,0.011064222194166353
ADAMTS3,-0.017692852436829283,0.06505852761040973,-0.03415764701541068,,0.02284914440621361,-0.01053284609367492,0.04508994536634142,-0.012468188801679582,-0.006202275204316062,0.02500263457065148,-0.009888502934850104,0.036539935412045574,0.050211115193553396,0.01441739609008199,0.040084371669421706,-0.05728545382397892,0.07697644605016066,0.18406318374744557,0.12829496217728895,
CD34,0.02006427892106522,0.190063079521645,0.06282178380019704,0.08703492690106068,-0.02580715400373047,0.11179785188870142,0.09325688291460256,-0.026185904855510065,0.02001101011942808,0.04751825917019521,0.004230193110573405,0.038494228761196396,0.09217892679321843,0.14033204264676255,-0.010551963090608853,-0.033034893659153984,0.02688100556087171,0.12087732314877879,0.05699145400354018,0.020717545264501976
CCL23,,,,,,,-0.015901799761131763,,,,-0.030918499918439524,,,,,,,,,
PLAT,0.0054877371572771205,0.09905071503809289,-0.03202196863833592,-0.016113242318657434,-0.04481977284332283,0.12145744477691332,0.07906243038773447,0.00991363305692007,0.10091238174218149,0.014146028092393003,0.0334107450077686,0.08539733654665511,-0.02972694663451808,0.05172927133183426,0.05169129938897788,0.14083741524497576,0.014895854080514397,0.17519132550977348,0.1674238751284724,0.041849771938389305
NTF3,,,,,,,,,,,,,0.03383194258855933,0.039330334519948926,,-0.05221701246463867,,,,
LTA,,,-0.014296303059739104,,0.024971303138746643,,,-0.01597882819376786,,-0.017327554370976734,,,,,,,,0.11016968938755464,,
CKLF,-0.060989236014884256,0.0034701314000723784,0.014117043000583284,0.04642737344490934,0.025062940454962997,0.14305710216453596,0.07267630783548577,0.027054456208611095,0.22519886460714636,0.09987636203595078,0.061528622589666,0.034363800970468074,0.0809310991644158,0.18220606879825502,0.04951368344780072,0.1112058721276411,0.022464029381726393,0.10318824345143192,0.18416441114619075,0.0026236072045015767
CD24,0.012528019945557566,0.0402173710317836,-0.057724308205865424,0.010412139854226283,0.03501982063064831,0.10756978156368321,0.03136256921153722,0.014239033887739201,0.06110919161941782,-0.022112078708375713,0.0032748353283387653,0.08739315890582582,-0.03677310991891597,0.03530612720553697,0.03108483456831043,-0.04524698107644102,-0.05377954003415209,0.14994116737715701,0.02209866572850843,-0.014705766605377753
HSP90AA1,0.03232025491509849,-0.049070994411872286,0.007518803867736469,-0.05328563749257956,-0.0004587553782810588,-0.1382775994206,-0.09278104470834204,0.07212662213640414,-0.33979890815303865,-0.036130819581681545,-0.013314235501367608,-0.19925257527136295,-0.10921020551820565,-0.19420881812564633,-0.06275367606511685,-0.038183053898966896,-0.034491688772114656,-0.19960503875738161,-0.2270735308552897,0.08329788942881305
BMP4,0.04797798728154275,0.08656774433731619,-0.015154919292690203,0.015935241934958363,-0.00904105899121809,0.0810815587715222,-0.01424627069550537,0.037358661294084945,0.04122466647674614,-0.02457336201552355,0.0002180653111545283,0.09015274190386148,0.030928236683297968,-0.023655346376241514,0.00361313112389215,0.030940985610735414,,0.04662554448071805,0.0631615189884955,
SCGB3A1,,0.03002827026472669,,-0.0077253310779225775,,0.07169667330648646,,,0.05814904300973564,-0.02012310873425642,-0.03815591277453725,0.1923865120925333,0.019579382392468956,0.09952283241957513,,0.07423999216752077,,0.07897469643800942,-0.0016996320818324492,
IGFBP4,0.06041214765328279,0.2356893180685361,-0.003481778228307526,0.06959251457117573,-0.051971692139660686,0.12519382582752578,0.13298183110869874,0.014608270212889518,0.19386929417739854,0.0016965930876126991,0.1312668317930245,0.004998777058060589,0.11093032328430504,0.0910647247006689,0.01669745930796247,-0.010756705273904633,0.03570291197855091,0.08758732431520452,0.04010043727562711,-0.04057976186081891
RSPO4,,,0.07481333776750297,,0.0492388886363621,,,-0.018584349955652158,,-0.02228560364078989,,,,,,-0.010142268341171143,,0.08431478030747552,0.09614481764744433,
LEFTY2,-0.005984260818360101,0.14536462931520366,0.07282246850693765,0.04266156088890937,-0.03685437454820157,0.08554960538769767,0.04169126303324104,0.005100123125967232,0.07291803152098095,-0.03560077931432468,0.057874971179786426,0.028212915818947356,-0.03845982127272073,0.06345794370547873,0.02170359748026004,-0.02343956321470733,-0.04877727570860145,0.12288366116815362,0.1558876271512765,
PF4,,0.05515234589714164,-0.01300443070364559,,-0.007113064238601084,,,,,,,,,0.04003259642114064,,,,-0.008445736463008372,-0.038553923859300045,
ANGPTL2,-0.009438749371445064,0.11089498423196002,-0.013527841707490808,0.035713777362606954,-0.029360534071223233,0.13522024318822815,0.06926775705314588,0.04534740809817408,0.24769811959898694,0.03177700684971139,0.052269851318069147,0.0695111006588844,0.059708316735634454,0.16514938903284793,0.042591190217215816,0.1339459364021929,0.03321705156566856,0.12555415527992686,0.09972673029523603,0.16537532212984443
LRIG2,0.08142681263661165,-0.01587241923897949,-0.005604493247852352,-0.023466074376607516,-0.011461621093772882,0.0894191146549218,0.029857589683230937,0.003337800888684747,-0.05932053965625967,0.0992914292012592,0.09680126868833454,0.0783252108017432,0.05866758126210817,0.11422055855010131,0.045100024053618924,0.009085751879080398,0.04826843541718331,0.15982588024890992,0.11569494413659585,0.170881352214923
ICOSLG,-0.05775001871646899,0.11845935508149323,-0.027247402301900182,0.010083144028099912,0.06525523413715702,0.10206289495535843,0.04370580197651047,0.05631663116893,0.05095374302696328,-0.00553282041208616,0.009532337034178577,-0.008716384213125134,0.05476581022579487,0.09271117968789351,0.04471026504766597,-0.007010311664970285,-0.01287328628412796,0.14678144440535798,0.04450611869728784,0.09162008301555478
WIF1,,-0.043484212672413126,,-0.03171702845967964,,-0.12560034190144767,-0.07357394073129361,-0.014341102677762898,-0.15659626416737427,-0.04639075979708413,,,,,,-0.03138422236917033,-0.03205665871166667,,-0.022965371794722897,0.029909940706575846
NPPC,-0.018214008622740235,-0.006592191506740126,,-0.034004944577972096,-0.009932727418576977,-0.050349139603836135,-0.0064423184833983325,-0.017960884778668196,-0.1024869875711754,0.10582543208327706,-0.027317555817016132,-0.011733704242372172,0.06451158930274048,0.04252762879573264,-0.0031093874908296815,-0.019056155844410026,0.01843613270498439,,-0.1371907705918407,0.20020626849236203
LYZ,-0.011256925687927466,0.11215789402751683,-0.01763934791829989,-0.06733709820830572,0.04009650129748668,-0.02580029471523184,0.09374664367801332,-0.0215472816825459,0.32526165235840765,0.06445001387309972,0.02272293028304972,-0.048485843053589134,0.05354877877195928,0.08781694415844006,0.053125359867250935,0.040798437565096095,0.05536808983700837,0.030243329905256713,-0.07543344729425973,0.025610360687548482
EREG,,,,0.08906771044491586,,,,,0.09211720351136543,,,,0.0088168698486209,0.026868328840636994,,-0.04019100139409316,,0.02887540067058229,0.03110427872722539,
SPTAN1,0.041190025864294204,-0.05989920547793048,-0.005637512537869165,0.05353423967776353,-0.10588487475631993,-0.04126556515456758,-0.032641901556562984,-0.009833669962315106,-0.3049803801532091,-0.07435372094598335,0.08382037428622954,0.09559087892955395,-0.044418261589243675,0.023928823995309486,-0.05389307606651603,0.026826950075846612,-0.021004055741737544,0.017678435108992117,-0.19948862542964688,-0.008991435872037245
PTH2,,,,,,,,,,,,,,,,-0.009395897032574745,,,,
LIPC,0.03919092685837465,0.010844631764586521,-0.01957236322523825,,0.018611428534811843,-0.03188190090248598,0.026236111065381738,0.04167495055874794,0.03654080472081354,0.016093505046526863,-0.028967471606359804,-0.052415500717489204,,,-0.02633113003405335,,,0.08321237821616162,0.008039489608050378,
COL8A1,0.026129378971711244,0.1745346301526662,0.03345091530265139,-0.031659213204839595,0.008954600543204941,0.1172532292302302,0.043590385183644116,-0.023723818751736826,0.19708956873693653,0.04421620345101573,0.0004378703330571453,0.05811413390647168,0.044259619864736,0.020047490531250385,-0.02998046474631176,-0.021414537283424486,0.1177772351859076,0.2025299071645873,0.21240820060706464,
GSTM2,0.024666963324262273,-0.017003883761391343,-0.028496066461421634,-0.016990076569525326,0.02133464316886558,-0.017385491983875997,0.02445087670330365,0.006457021198064758,0.11267318346561704,0.0202084421733253,-0.004124925261911015,-0.04593037952976525,-0.04164690036870385,-0.05396788800867926,0.0047539075272936895,0.003550662301172853,0.03271812829869589,0.07590381091170995,-0.003947900842744683,
IL4,,,,,,,,,,,,0.04987827297712727,,,,,,,,
SPX,-0.02962002732096669,0.014830257159204522,-0.02468371127950722,,-0.004531008439525062,-0.011693649860809065,-0.04901304712833657,-0.016464834681257798,-0.18074934474424084,-0.04420302243808434,0.20408272935314126,,0.012752363465777565,-0.003057980761461503,-0.14286876475504787,-0.054419266553175624,0.1018043792604338,-0.04054957015146055,-0.14009372056608618,0.1276266152310358
MFGE8,-0.054026431114465784,0.1713248220859465,-0.036497077393343694,0.005758827178658806,-0.02818306779806194,0.07290797023308937,0.08429939712785404,-0.026852772417567616,-0.028384226131116068,0.0681049618748546,0.03785274210905882,0.020977805005192234,-0.03423541160557847,0.008060086035603996,0.05822872762143031,0.026450562782351854,0.05595919607552354,0.08078797620749913,-0.006919843850399036,0.02064263910124063
TGFA,-0.046914746462371044,-0.0713864999251305,0.05718172109862371,0.07926244181524487,0.053040082743470766,0.08728071970118736,0.06187305249257143,-0.010723853091219945,0.1269894864620091,0.08707774332520343,-0.01999443603947405,-0.11362234189325578,0.0177449588013003,0.03661855078329297,-0.03125979899624119,-0.029237887751497858,0.02419723871252067,0.14966268523586987,0.09951297467113243,0.06490489463364436
SLIT2,0.0638046837430146,0.11825249325697197,-0.023587560858035532,0.005573648788164174,0.0007098137734439653,-0.002484552495672188,-0.013282829044585139,-0.03473122579098669,-0.1728002777921453,-0.06486882005327803,0.04163931430268395,-0.02164510452339901,0.09227946600549886,0.024325484582988333,0.10179080452614425,0.08753000585927406,-0.03062961132912048,0.12876767508760273,0.13476226245848294,0.0031046699587915214
PLTP,-0.03070051291599031,-0.024992539324326764,0.0010816232232250492,0.013857860572397018,-0.08417744988921283,0.046284664932211166,0.1238912757839236,-0.037288169275167475,0.4143157749949999,0.05295253411372329,-0.030800539125851272,-0.05885610279325743,0.15062211966138692,0.14756826859650937,-0.011186523597123426,-0.07497526120623141,0.03828325712993897,-0.03980512474651748,0.032112802464093704,-0.01476729774694129
APOD,-0.024121234322015284,-0.056948949728447225,-0.0657841933109642,0.03552427694857393,-0.06480080441823864,-0.01456662653491103,0.07107059964538048,0.01916610081992335,0.12685747963782232,-0.10744677906997827,-0.0004342710862155385,0.04501826072994864,0.014026430189592322,0.06830215021795889,-0.0010833048597308416,0.05489148390172091,0.12221923961576643,-0.18334689353747297,-0.22031131119839914,0.05153098261678643
B2M,-0.03370346350432532,0.18159348919579546,0.03402307801619696,0.024623123418530905,-0.006086518887392776,0.11979534369814919,0.09162382723181531,0.09724734257930215,0.4859230701983953,0.08652325468221661,0.026156835601177025,0.05318663963790153,0.24723935179291254,0.30928173583204,0.009857882136695615,-0.050422377943259496,0.09060626599519427,-0.007881038269821039,0.09737001122264759,0.08513821545877678
OMG,-0.04043268880350163,-0.10929938799425461,0.020055850482640986,-0.017577702515992128,-0.05397101165917349,-0.018840445960043875,0.006771242572655621,-0.034600471028307815,0.016789541315837375,-0.07936977435795148,0.07588252163757413,0.08784590909678458,0.007202568992483917,0.1256306629254849,0.03775700158281206,0.007318827811634909,-0.003442404133238283,0.08380957485215602,-0.19055429966088197,0.08580112199660622
CXCL3,-0.020316963892480836,-0.020574170200623396,0.061192997699870535,0.011134104278268251,0.12168058565026456,,0.02452069697173137,-0.021416066643447664,0.08199006927628409,0.04528947612826253,-0.02815348074708424,-0.02752933745176179,0.03802548897744586,0.05401752218853336,-0.019870679602985414,0.005598011354635195,0.027060222955321133,-0.03789026209450768,0.02216479592285778,
CXCL10,0.08952564756770115,0.06678306770467762,0.05068872936819502,,0.0669691375335038,0.011590350010453096,0.07915498639240999,0.057656172441938706,0.09748641229638105,-0.033004337744181406,0.014978928029842502,0.07575772124664024,0.09741965610500708,0.04366951231572101,0.001791885681581362,0.06475891835347392,,0.029256128589624793,-0.030717576838970653,
RSPO3,,-0.00022574455349673144,,-0.025357430042980234,-0.005717729743211577,-0.005704826470430421,-0.022948366611792816,-0.018055120322193727,-0.11257971472491826,-0.02170312799396427,,,-0.032102294009515864,0.05484411994831478,,-0.0161614981354005,-0.03472297361201715,-0.005850220683968751,-0.0011746130116337956,-0.0357883805670816
CORT,0.03222227581805827,0.027438685497649926,-0.023225089736433224,0.08118663177351552,-0.04991333891724654,-0.031905897896411684,-0.0008732233538680143,-6.527346813972106e-05,-0.06515916592556263,0.0067173996939495694,,,-0.051712051331242403,-0.023573930072749327,,-0.026682337370819983,-0.06089898781279171,,,-0.03821619384010885
NCAN,0.031842775879581744,0.002703099754212658,0.022772587452215023,0.038083830967625604,-0.061436792661479375,0.08336983584683863,-0.009617351983290244,0.03585681206592795,-0.18911934150321857,0.03324354673420688,0.008007279400410627,0.0960182598352406,-0.06102360157181636,0.06425163097880263,-0.06822499062820016,0.0369672143123513,0.016978732006746308,0.022156839879411284,-0.12940284423025944,-0.07609007115215598
PRG4,,0.08006022069681297,,-0.028352882559295602,0.02112917468474102,,-0.019879520255990425,-0.023750061472697315,,0.0417167300802501,,,0.008884495808631107,-0.006846691526427714,,0.024917807293454868,,0.07246025502562399,0.0494991902490093,
ZG16B,,0.05415139171698606,-0.015648718759537578,,-0.005872810823503346,,0.013747652969419343,0.07473742205889537,,,,,,,,,,0.00900015846027067,0.003981407502345693,
