,UKF251,UKF296,ZH916bulk
BMP1,-0.012870630477758119,-0.014178647527229717,0.005170977925167493
NDP,-0.016860037583381882,0.003192460821877264,-0.06002635063416347
TNFSF18,-0.011668043957544883,,-0.02430873417830757
RTN4,-0.05824647351356286,-0.0038513316699608476,0.06554700905315579
HEBP1,0.029171212493953998,-0.021594290165431712,-0.02033139060035214
WNT7B,0.009028682150527401,-0.011246855396774986,0.03920783629211381
PTMA,0.003241864794094961,-0.03213909777594561,-0.07265098653695276
CEACAM1,-0.02451687899226362,,
PDAP1,0.04100938212096391,-0.015829869622533948,-0.055166831732694856
QDPR,-0.005748727419929671,0.005857686932564793,0.04053717275141304
POMC,0.042913915848402394,0.013302284956457279,0.022250531213463473
CCL17,,-0.013920454173200043,
VEGFD,0.0026123820127233544,-0.010210821482018302,
TNFSF13,,,-0.026444435395783682
WNT5A,0.052696000448733585,0.026088302798258273,-0.042486745544080065
CXCL8,-0.012886010647834751,-0.00950876094533376,-0.03276444027463702
GRN,0.04874611204810349,-0.01002554490065504,0.026817171096065226
MIA,-0.020986106005141298,-0.011612659056814467,-0.048442202350846175
COL4A4,-0.04632158688403161,0.05268791694376208,-0.029555660714268704
TAC1,-0.007420728579161362,-0.02399744045755784,0.0216329571016223
RARRES2,0.013565276480539384,0.041123399689783124,-0.0020121534030355264
FGF7,-0.0396343465669736,0.04758019315955252,0.01644702304029882
HBEGF,0.051912456408009316,-0.026222368606009013,-0.04918794956410439
CSF3,,,-0.03108917343431642
PI3,,,-0.031122599764371924
PCSK1N,0.02054626219153803,0.04258237924266518,0.01520833804053977
NTS,,-0.03859313030501552,
SFRP1,0.020412285046843094,-0.013920454313390451,0.01596558296598885
CXCL13,0.019912845037148904,,0.03520156399701967
MICA,-0.03749194431604873,-0.0017641318936959336,-0.049162750806954425
TG,0.007009150553955121,-0.010074172233886458,0.007400441156874199
ADA,0.055648138958462684,0.0009592766003096645,-0.027894460389861434
LAMC3,-0.028379917987584494,0.028590689229864318,-0.023189199842411523
CCL7,,,-0.03402062404183775
NGF,,,0.023913484890216146
TNFSF15,,,-0.03440781461451594
HMGB1,0.05575207141187969,-0.026065666275979317,0.028592744447138222
ITGB3BP,0.005329732970585653,-0.03276625208735726,-0.038683412500733996
AANAT,,0.08534694194626599,-0.018983011008054804
RELN,-0.03892288298321677,0.009170414845632805,0.10402451355611834
IL15,0.013522617519582272,-0.024959411397317596,0.042507646933032966
BSG,-0.05580823214461796,-0.00894857555058638,-0.04527792860812781
ADAMTS3,0.011729693678290133,-0.025446671672029582,0.06467148764276871
CD34,0.0062955860401396,0.031630893038068424,-0.010825861219110573
PLAT,-0.008942808951574416,0.05902925818272481,0.015593242003079953
NTF3,,-0.018745603012715235,
LTA,-0.01158242265508555,,
CKLF,0.0729736800880114,0.01234912224493281,0.009690579854835065
CD24,0.06026647585781082,0.0038877927282022808,-0.0090397607062035
HSP90AA1,0.04109408121125615,0.01834485893654319,-0.01332890853657551
BMP4,0.025309709390047078,-0.04270351584472931,-0.010375843063715605
SCGB3A1,,-0.0097953920390798,0.05810223702974056
IGFBP4,0.01173555129727716,-0.008629290497898096,0.021607107351805648
RSPO4,-0.014157705381812194,-0.009795390606282128,0.079063000784454
LEFTY2,0.06421547061286853,-0.010740765600047678,0.030760285527169917
PF4,-0.02230143592436155,,0.008797966757683148
ANGPTL2,-0.01363734052540286,-0.03183069886852735,0.0033565590509635162
LRIG2,0.0620547311628594,0.028240981845313082,0.02443558199365335
ICOSLG,0.007937343747888327,-0.01858982216085062,0.09525018641048232
WIF1,,-0.0029466520166540697,0.009576471102724316
NPPC,,-0.013613195802611689,0.0010546278437386632
LYZ,0.02713521777127967,-0.020883167527321105,0.032039327392545405
EREG,,,-0.021588035605607195
SPTAN1,0.010837999545889423,0.04279864031214849,0.040868412619912406
LIPC,0.008398018427054043,,0.09532018629922102
