,UKF243,UKF248,UKF259,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881inf
ITGB3BP,-0.014506493057878055,-0.044609331491384324,-0.008259402402641294,-0.0011806196186978737,0.017251830198464595,0.032982456185876634,0.023641246004197047,-0.023790954516401064,0.04676367603497207,0.07889550129500637,0.08221974440630495
AANAT,-0.031214047213664383,-0.007979080913100263,0.02373220973390115,-0.011376553298885806,-0.019396651900758226,,-0.020713194376731945,,0.07183074357548426,-0.009643056517486646,
RELN,0.12768765274768026,0.03860366331160645,-0.025914111591125073,0.024250328080674326,-0.04170459075238948,,,0.01099665519670066,,0.023399157487303562,0.010713740506397248
IL15,-0.011930555002093543,0.025314183898109837,0.006300562053704976,0.027411516885958307,-0.013132356415496071,0.023744956995051962,0.08845733916743252,-0.05157742634014468,-0.034316771869930165,-0.006021235291596644,-0.02959036418319893
UTS2,,,,,,-0.05751747909480686,0.03222603440558033,,0.01127930505334755,,
BSG,-0.02895479055257342,0.026786769241143493,0.06339697675459004,-0.00031489469887837593,0.033865225262282916,0.07416701196609354,0.11143058733574711,-0.030692576112937887,0.07074201563038927,0.052848350810201755,-0.03958398569179508
ADAMTS3,0.005611221802116269,0.07129463086897787,-0.00263289375384572,-0.020198993139113944,0.013837521222917067,0.11918150328533815,-0.03629566765012625,,-0.024862796544274673,-0.009296305544203578,-0.005466538567448456
CD34,0.14562870336028605,0.025502611420346915,-0.00019112960181419598,-0.018221205751986377,0.028373368177762554,0.0855714690392567,-0.04644048992415228,-0.024909865532590145,0.0509303336927106,0.05602139657029553,-0.029890544960201257
CCL23,,,,,,-0.029366972731216398,,,,,
PLAT,0.10449577527633974,0.07248163071106345,0.06243050758240639,0.004577658389457631,0.05842022907416975,0.023755690098989642,0.010659135629005693,0.018433175817951654,0.031157654379018428,-0.025128945315990452,-0.08160362449783704
NTF3,,,,,-0.013262630098042887,,,,-0.021396412631513023,,
LTA,,,-0.018885050097996025,-0.010730620585540994,,,,,,,
CKLF,0.016599075888909274,0.045732785950465184,0.009964284655545184,-0.038581666532690656,-0.0349426712034134,0.0679777023627671,0.07293546790410887,-0.010823364060214448,0.0018621319249254504,-0.022544992864232914,-0.0585581309767569
CD24,-0.03801569113689262,0.03012971333073373,0.04653462938954255,-0.002301965714368559,0.06201739745859475,0.10503713580076439,-0.04003555890635972,0.16359920804556657,0.014453346379920287,0.006498844983352089,0.005084781059857517
HSP90AA1,0.009317480094239522,-0.0005590638692103806,-0.0035266790193749778,-0.029833815235466684,0.021534780828079525,0.0116983493869044,-0.02281433294312247,0.13345543756086323,-0.032660203732523777,0.023702137779786987,-0.027961912700271065
BMP4,0.041775819916911434,-0.04055254581927051,-0.03690504511851055,0.030258231530814573,0.011585147146677913,0.1151056574659776,0.042345143977920045,-0.039560109151180474,-0.027650785768985057,-0.04021939869282903,
SCGB3A1,,-0.01592352643642943,,,-0.016361265590918488,0.07029203968374191,-0.02894208556407472,-0.006343750994869801,-0.032498151620130956,,
IGFBP4,-0.07262981803422214,0.01953617796091466,-0.02814663037970482,0.026836888561838256,0.06267705610079378,0.06761607319847865,-0.06292554051766569,-0.05558798481431427,0.01242180558957948,0.006616021117026328,-0.01088108815666276
RSPO4,-0.021274489689256312,,-0.01814359342426461,0.026501366462915198,-0.016361263197713277,,,-0.023430082704083463,,,
LEFTY2,-0.0032139696201511233,0.03702517081182792,-0.027508917075269507,-0.002859620831481072,-0.017940325198938106,0.04102329530889146,0.12701592236294404,,0.07529684370070265,0.013828056239731934,0.04731958362341762
PF4,,-0.016518102577915365,-0.012855718008513891,,,,,,,,
ANGPTL2,-0.028445913463540008,0.007127211646449173,0.029261813051863917,-0.025380154952501743,-0.0076530174989613686,0.0667252375966524,0.10940698148567952,0.006828452122859511,0.029034696567563585,0.025783443741105742,0.024267370136075394
LRIG2,-0.0004297930262206312,0.002133811937936252,0.017800869137342874,0.04790056496191021,0.015252745231816578,-0.06070334910323918,0.06159747312644922,3.0712689291858305e-05,-0.0036303490678228087,0.022388914720452686,0.07625515648291344
ICOSLG,0.0030770271989537536,0.0035378910114474576,-0.09008382811093185,-0.026022288260191925,-0.01210152948549847,0.020361071813194367,0.02704975728090325,-0.05427372209384246,0.015157248884534688,0.01736385280426487,-0.014229699299754314
WIF1,0.017589314625538383,0.04025826373912795,,0.032841013877249095,0.008603013763356194,,,,,,-0.03011075951419681
NPPC,0.13589781533177284,-0.021017702068075968,-0.019942388933870226,-0.010109440709545149,-0.022738151896228773,0.03437116808515081,-0.021833051283196153,-0.0019463197700382074,0.013555296551578708,0.04638393991574844,0.15191305655055437
LYZ,-0.04457166984985791,0.019743113310072412,0.05010104749861877,-0.024904668760485547,0.01297108528679258,0.10665009295111567,0.05448553703969315,-0.09491311375387686,0.02697728882812895,-0.09955064104442334,-0.043274136071841225
EREG,,,,,,,,,0.0980147399683445,,
SPTAN1,0.025192959665559664,-0.008896748166952517,-0.04442253346651011,-0.003691672953831072,0.01846903361915236,-0.026236878907160685,0.1606687054702554,-0.039888914484329394,0.026150782884179387,0.009029672825937748,-0.040606826495412064
LIPC,-0.016561310216488184,0.029807819436965602,-0.02310268272114383,0.04294420359914537,,-9.885081415057712e-05,0.059805374087559,-0.05426735123416384,,-0.033317227024648594,
COL8A1,0.007982197812614979,-0.02357548712409647,-0.06122338921126305,-0.006431230976490875,-0.029585435998708855,0.0832427656764635,-0.015751765200592308,0.022811496690114435,0.028723437556535447,0.0010265950773325333,0.17412366211902747
GSTM2,-0.03024768581079534,-0.03166224979341394,-0.013913177059597853,0.058798874958551975,-0.01631746956769353,0.05797435724256987,0.04644132736158744,-0.018551945043808124,-0.025156395949246922,-0.03723707477116361,-0.00896116554601215
IL4,,,,,,,0.0012222221146953064,,,,
SPX,0.08268992990276515,0.009641378973018177,0.03546209254092699,-0.008439927057973303,0.03333732020894728,-0.034397365650578125,,,-0.021527742042444183,0.017061659901283097,-0.10404285655447205
MFGE8,0.003500899980287312,0.02016047628128282,-0.01793130195595502,0.06910612418752501,0.014916535853722534,0.07315839631333454,0.05032746479938456,-0.034729029033564104,0.06067750763989363,0.043199290669872055,-0.03365522019911891
TGFA,-0.03341375164254674,-0.017445442836909596,0.00048540855152207324,-0.010275473001914616,-0.016606867292986216,0.033690793426678904,-0.04013327232453135,0.04744409451006494,-0.01636559369818355,0.07273093524849772,0.030061256735713998
SLIT2,0.04354159389206982,0.055054931432754584,0.13829962578840002,0.08125467437601447,0.01805378093210675,0.07960470621988981,0.021021914230012123,0.014063420165331743,0.02308677156506096,-0.01594193235986018,0.10260657837206986
PLTP,-0.029169018169668985,-0.022773560053530855,0.024892709558648494,-0.03952256434634714,0.0025185789673294163,0.0817215907847383,0.023170881011081244,0.015797496877019777,0.04778222837691526,0.07102942963450723,-0.06350806809218046
APOD,0.01378469710706512,-0.03612758164600688,-0.01058052153641411,-0.027686164279521377,0.026255585635611076,0.04405082876745238,-0.007139347052997497,-0.0753666825322579,0.0581789159213236,0.016094756300241667,-0.018574195849396777
B2M,0.0948559490610312,0.06409451936187162,0.026182184014951454,-0.060217653291041125,0.0261999973678119,0.0981751545890903,0.037469092616239624,-0.13416081618900377,0.006343889180385345,0.040805965898859146,-0.05588262517575233
OMG,0.08818541588019292,0.023412816061668566,-0.013400736457920693,0.04543661030678832,-0.02326331996535665,-0.01918064333839195,0.09265113151539878,-0.07267334859203532,0.014844286794966476,-0.03385847555146274,-0.019794839451656117
CXCL3,0.013461469623781084,0.02664086676544469,-0.03334006884492381,0.0018463645356728688,-0.017503093231928963,-0.02674070551836064,0.011575919144404367,,0.029572071375483455,-0.020147853503877655,-0.04126851783279895
CXCL10,0.019175073278646856,0.005294285466791164,-0.01909559119834014,-0.015307614781618361,-0.015483091016373065,-0.01947321722980611,-0.07742548739359487,0.02246261546534011,-0.022048343341826836,-0.027143456310323912,
RSPO3,,-0.006035251598709559,-0.014929408435114807,-0.004437434147611578,0.010472179363203373,,,,0.025727126795318776,,-0.051730795954022614
CORT,0.07645194811843799,0.1023500420301886,-0.024464222755317788,-0.03605119963355655,0.0006220136606089317,,,,-0.024346559671875836,,-0.057202305242798526
NCAN,0.07178301115101286,0.08314644554200476,-0.03335661350855525,0.023092957594369797,0.014341348063243305,-0.06748907902304202,-0.030412545485778788,-0.15683379673646453,0.03663645440019621,0.07555249721974412,0.039371502971678185
PRG4,0.0018971615390575142,-0.02394708447970938,0.064990715281188,-0.03388919809845736,,,,,-0.023385992468192292,,
ZG16B,,-0.022081125140245385,-0.0002534334608935413,-0.0022716876316324483,,,,,,,
TGM2,0.022667320539411662,-0.04739559863666972,-0.03766529167044046,0.016057324181702068,0.023655275580691987,0.04220911044132485,0.025461137699700105,0.06546926103648767,0.03113512340041269,0.03343086177348144,-0.030769441066637766
VEGFC,-0.02335742432019985,0.025478302828381663,-0.026261149204430595,-0.020407675103778316,0.02907400297722281,0.15339537158584474,-0.035632958351692605,0.05465993796529948,-0.027478378811308265,0.14827926400874536,
WNT6,-0.029623436657702614,0.029580361349190162,0.023097044383188586,-0.004053328804457732,,,-0.08967352573926511,,-0.004029647979943515,,
NRG4,-0.022076435847040866,0.03198205509410237,-0.017932782403991012,0.006833277605025876,0.0051386594234824,,,-0.03535625297924802,,0.02639218945050572,
PMCH,,-0.01690350219502661,0.024127288457406543,-0.015868136531013165,,,,,-0.02170250763754997,,
COL9A1,-0.0005187186651742681,-0.011402860614619549,0.05800931769403947,-0.010870743232483188,-0.010011952932941083,0.04802582215743395,0.08243608821385918,-0.019781436979286773,0.01692113594572154,0.046863698596278626,
GDF11,0.07305933897071756,0.05187135283999357,0.024501146468779662,-0.03951475230687531,0.012285872807464512,0.08499265466795475,0.014522098326245514,-0.022692214480511442,0.030786744145941743,0.011912265728801604,0.15142382881000724
IL24,,,,,,,,,-0.016180866730743253,,
SORBS1,0.03083368213550517,0.052288490290695086,0.04622626250806339,0.057221454904012446,-0.03150934668645977,-0.06978848950896045,0.08684962668445802,-0.030780448912725557,0.05046917585627026,0.032161144758189916,-0.05137396107739252
DLL1,0.058478616296793226,0.02029721540682703,0.031963523336126606,0.023968168119581947,-0.045087596019225205,0.005464082399068732,0.0038517937257094986,-0.013260741840862008,0.018934240826724444,-0.042327193921834615,-0.03646447793308673
TLN1,0.0409712489701834,0.03247182975520175,-0.025013603369190174,0.041623775097751954,0.06910356748599887,0.08048514591275165,0.005668431681370088,-0.059864452119507965,0.022259471797566727,0.04291568173836861,-0.07018712661733476
COL2A1,0.07997012421106153,0.046220858300409756,,,,,,,-0.03537349586273118,,
SHH,,,-0.015311754134083254,0.0059071529347330355,0.012337602956708115,0.02063868439784493,0.01863201219607875,,0.01743623043638534,0.005679715433866016,
PON2,0.06562447094237493,0.05131591300652901,-0.03850641026998736,0.0019655035545223885,0.0023836783541006136,0.1282313277031356,0.028012753728627514,-0.032150459987601424,0.031115139168321516,0.07608574976179536,-0.030509422607760604
ICAM5,-0.002358816636697908,0.05001025706775002,0.07408992355629927,0.012772937924360872,-0.01394115605595247,,,,0.005084516634698928,,0.09752327552566477
HPX,0.02972654319893723,-0.0036452352855048335,0.04318304759665794,0.005798175390532981,-0.016361263922926864,0.029956927483688573,0.11006273373979594,-0.04599516771826651,-0.030272644123368574,-0.02861095068823593,
SFRP2,0.04975854294142438,-0.005236746520228116,0.015472001236937469,-0.0003544474309420195,-0.016777750499672898,0.060439378595138,0.01949946407043739,,0.009346760429799561,0.07144777542147657,0.016054724942017394
CFC1,,,,-0.022800349691244053,,,,,,,
CD70,,-0.004239137815315442,-0.029640366944515367,-0.03568861156802725,,,,-0.038371799664794336,0.043907044201231614,,
HP,0.08863408741762469,-0.04584103066522207,0.0462733459562874,-0.019533195865373238,-0.01863828650794493,-0.0055908077029396585,0.06697444325044626,-0.0348137752326122,-0.02600564544184873,0.030575460198460365,
CXCL2,0.07867180972327523,0.020343694189705996,0.05067211599957001,-0.0427601852561074,-0.0227381501166708,0.034660877041129336,0.08116218435200225,-0.03483158778876498,0.05372909441245583,0.012790246525395415,-0.08366189725289278
NPPB,,-0.020542890255312446,-0.006767212506006043,0.05173962338774945,,,,,-0.032401546713630464,,
CCK,0.10221460788037405,0.10221159498757676,0.03461736555251532,-0.02574288160289418,0.018889639558702903,-0.027513871553313463,,,-0.044940978504651015,0.044031218027909276,0.004150015998265999
SEMA6A,0.07327010626036458,0.030290690678745933,0.005735037461111634,0.03257577707764093,-0.006059879927574964,0.005555635092882309,0.04437918760759662,0.01029595538629195,-0.04088822690900771,0.021881934581477507,0.010153543908691201
IRAK4,0.026715973874194,0.07578612133616297,-0.012992960548489571,0.011049337253216393,-0.00712392107866681,0.05665918748696409,0.06863979767592258,0.017303061661934658,-0.0070104679125983956,0.007346622395059304,-0.05704321852924538
GSTP1,0.0007377372843334679,-0.004133566736994929,0.001455063372310925,-0.05904656340201563,-0.03403041535006947,-0.08005797532873406,-0.054258482647794794,-0.05071922233904612,0.061809716077079774,0.0052390463110285656,0.09646995457764784
VCAM1,0.014901732232833762,0.0009504770795932689,-0.027939213222105568,-0.034408969730925304,0.0098903988971912,0.05009109254958905,0.06427539351182414,0.06111503002016733,0.07531683670872698,0.01855060828167012,0.002208697107555097
NXPH3,-0.07560813269113015,0.012077728703096832,-0.018133548601065395,0.008262481036514916,0.047679823627933486,-0.011184164330950357,0.15484744188966099,0.034318125439049205,0.020848330330313435,0.06664275572831616,-0.03162454232021536
MTMR4,-0.00508758099467278,0.04398092337904847,-0.05789973374568521,0.04523442867164166,-0.025940872156367124,-0.02454667413271097,0.07547730052903102,-0.05884772075053382,-0.06535771815683523,0.01466211644154941,0.03546044313499108
LAMC2,-0.020160128985798706,-0.01612402082080888,-0.025793689907223895,0.05191822285750416,,,,0.07305320761695552,-0.019892899585947046,-0.02063211660349887,
IL10,-0.03198474765833134,0.09031469774131246,0.008510369358615216,-0.030751732480419663,,-0.05037092520192031,0.05045560014991028,-0.030160003195137768,0.059799467212124556,-0.01990165786444297,
SEMA4D,0.030156071476276667,0.028854829259877802,-0.021237560399286495,-0.054816731056224956,-0.005673597266966399,-0.026117492928399568,-0.056733915979293656,-0.03306746120934467,0.03991691770598313,-0.05016783813872747,0.07277718526053954
TRH,0.09677830993059879,-0.008759901517150202,-0.011117747285262188,0.038590859066229284,,0.057298929120994185,-0.015082776930750719,,0.08503205594533367,-0.04560308534053534,-0.03112849685510851
SEMA6D,0.02538852591380406,5.392157061849318e-05,-0.0012079155855605319,0.012246017265831077,0.04061521956988097,0.017100017974625573,0.06374530997990864,0.0610662757904214,0.0126977419869739,0.051515184893911235,-0.10489360388172916
CEL,,,,,,,0.0014733794838347233,-0.03068349186220926,0.06593943685268834,0.06275629648538307,
PDCD1LG2,0.04477012234672237,-0.012381927363973469,-0.000717188937281628,0.019603784702289725,0.023124049641364657,-0.0051431635896648144,-0.037647962083476774,0.05065922987159976,0.07377915832866036,0.041443545950911466,
SPINT1,0.005255565040565764,0.01296244384639652,0.08793139802882383,0.017844726472136654,-0.02673790481388483,0.0973307110162085,-0.12382884112342897,-0.07349172780234554,0.032334040713504195,0.007813398130483326,
CTHRC1,-0.03815112829812055,0.040197190740044415,0.009662658503441484,0.010556080822566531,0.05386519277255272,0.007753059614690191,0.0029235732386324177,-0.025559482228599613,-0.0535257815978393,0.05472279245461585,
PODXL,0.03953463109662364,0.050109395160371314,-0.010751171437231082,0.06808236069252716,0.011269137673828195,0.12917240378679617,0.08838751637359651,-0.0471613700866198,-0.021914200479212356,0.060784803016121956,0.05066845931915209
JAM3,0.04217049480191949,-0.00040084363705570865,0.011515944151423811,0.004209583724218339,0.004497094306882736,-0.008622449117998756,0.07735040540133353,0.049089129401403954,-0.0070272184179747225,-0.025602597103943667,0.01202523389178394
TGFB2,-0.03530930467336605,0.08792845313174154,0.053256500631266794,-0.02629626682737338,0.025339577534028428,0.06642969786139112,0.021739804861169734,-0.06621683944793642,-0.07625935935279318,0.1564824847683097,-0.03379262504740292
COL18A1,-0.06508633766403797,0.01427056005345371,-0.009050988499129673,0.06517650613463466,0.017765998737936495,0.07465169024767589,-0.03868081553076517,-0.04746532826981704,0.02318083626200988,0.06374120120096105,0.028545718340329006
NODAL,,0.04212067062809084,-0.03015509440037316,,,0.0452569856427125,-0.041833035218582657,-0.16190982981283555,-0.024188781473115623,0.03625058151103812,
INHBB,-0.0022179056148568374,-0.005182025661093944,0.07802433162646484,-0.023283247275467815,0.01325969811903269,-0.011396116767972387,0.005426162921938809,0.060999368533485684,-0.0008048031574920099,0.005050547388744123,-0.0015209747659752006
LCN1,,-0.016124024448779216,,,,0.0060624785600983605,,,-0.025728678909786473,,
ARF4,0.01672333004439639,0.02329178488495934,0.005446807501077986,-0.03902380536289357,-0.0049747671246148685,0.043246800622442176,-0.072611782757076,-0.015150750269945546,-0.010303963271410806,-0.001423674562642339,-0.058545436675499385
CXCL14,0.04072771954731934,-0.019263226850903706,-0.019363714525479237,0.023428451093001883,-0.07293546385615973,0.12438994338173216,-0.030884746097098917,-0.07423252893407373,-0.05928142718199794,0.060213973466676056,-0.03436648242675945
LIF,-0.0266473498130033,-0.04001296370938126,0.05030434776910304,0.03016836089768112,0.041222685299975165,0.10051283865216976,0.009997052018257927,-0.04597368688950929,0.0037078445411344962,0.010202773772095443,0.028741793383082113
IL17B,0.02392065108242502,,,,,-0.04216826979039744,-0.010847649110097614,-0.033760856659138236,0.01580373569939585,,
MMP1,,-0.02222963029084354,,,,0.033862644152078916,-0.03466596187456911,,0.019220140973749352,,
MATN1,-0.018985859519865016,0.011331021213500273,,-0.02021565710736562,,,,-0.03689076400513634,0.02175171134720789,-0.020870383021665714,
ADAM28,0.026376218825939532,0.039021205993027705,-0.029485890165938586,-0.05546348981253308,0.09269973522426021,0.06702640241934545,-0.04531740656018153,-0.03944818390132213,-0.01295000329086028,0.021238581862675417,0.02335205455668448
TCN2,-0.046577606620671994,0.028381628496256684,-0.01632106981050527,0.016225407976131277,0.05647352633354167,0.07029064187251559,-0.025560912809403008,0.013287534334095817,-0.021239298770446564,-0.047158448942126466,-0.053474537376510325
THPO,,-0.015126332609583267,0.047737542152028,0.02323584098981245,0.008879193715207286,,-0.03412797003779229,-0.008938188095550473,,,
CUBN,-0.018735137639161823,0.03556219059484209,0.03572334625847536,0.0005245646842972522,-0.015981865808291383,0.1338060437301612,-0.02247405817458524,-0.04909782683957696,-0.0042624682991500825,-0.004414723858315459,-0.011323509723602057
TIMP3,0.03974342582997226,-0.02051299935335031,0.03209948602695477,-0.006109231318866171,-0.03128013568641552,-0.011961324711882238,-0.05891527447762921,-0.03747121586487508,0.01212285736456282,0.09269822778567727,-0.03479198669610161
PIGF,-0.020402333041859656,0.04501432584383087,-0.03257608820556711,-0.043902244873564415,0.022609119004541794,-0.02388538617610799,0.0674262699360669,-0.02956297982597848,0.05298292415084042,0.03438813571018841,-0.07618003598689088
CRH,,0.01766173513335915,-0.00032272336267984695,0.04113532949970872,0.0021594026837476006,,,,-0.022990346477378694,-0.03517676891298609,-0.0362772425499509
BDNF,-0.016988387032038206,-0.04438111126064861,-0.03950740070487182,0.02402408889507825,-0.032834525468078246,-0.03246611099221726,0.08426635845049159,,-0.06864559433536217,0.038151029552254384,0.1554098330354983
CCL5,-0.016143703244011612,0.00011204143778889266,0.003681328028271986,-0.005058698133905772,0.014512066784543531,0.05950915464069457,0.044901912228337885,-0.003602832769943369,0.006836418764346703,-0.00937182256658048,-0.04471330225637671
GAD1,0.01191077889381983,0.04074213191683938,-0.005936023499485666,-0.001529181044793674,0.017930745902870394,0.06305403326275555,0.008166218890716318,0.06756231947270783,0.03662518266072786,-0.032887645284835176,0.0004156528804022644
COL14A1,-0.04512592437050117,-0.029377557744931632,0.037710407429469885,-0.03712112736896725,0.017866791855491913,0.07125257726798992,0.031181045214341924,-0.05656789946359238,0.08278407235767117,0.04523226432246469,
HLA-A,0.026680857337566713,-0.019194020912668044,0.023161976639193217,0.011500468811733227,-0.01142920865213071,-0.03814677978351349,0.10597781627755974,-0.0462083625480005,0.03373556133940057,0.06880466999285861,-0.07598168806865165
CD5L,,-0.018891212158460683,,,,,,,,,
FGF18,,-0.0170931325297111,0.07136427130441941,-0.021661873025194525,,,,,0.06030505803300015,,
ADM,-0.10061524644756621,-0.05770926823194048,0.012290187093251444,0.06190474558643375,-0.03461675604215802,0.11439506881096426,0.031186645580219902,-0.04670775361760086,0.019101789170038515,-0.027324844384568146,-0.028341306568489422
CCL15,,0.08289039952876362,,,0.0574372748006728,-0.02674070551836064,,,,,
GNAI2,0.0030497271924034047,0.015597363836361268,-0.012782475495540607,0.022734601909670783,0.06356951490145116,0.1297422899747827,0.09091035587393423,-0.04557388916036725,0.03320562696055217,0.0010064197243036847,0.016352229011601334
HDC,,,,,0.022757678988732485,,,0.20341256800038168,,,
