,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.029348599946275415,,,,,,,,,-0.014977583503374423,,,0.016675057715078715,,
BMP1,-0.021208530241792038,-0.050526141901350255,-0.03396154495382164,0.03168224621117357,-0.028147274101261395,-0.054669818653336685,-0.09786406055962674,-0.20733991116693365,-0.1019980134156195,-0.05132896244448095,-0.047561729091744165,-0.139816245210208,0.06399803637457785,0.014587481427852792,-0.02037277068349408,-0.016402414882244424,0.042086613071353356,-0.011473372721445411,-0.03279867788686481,-0.016829956983326035,0.05083119137092768,0.1152831293209684
NDP,-0.0232407021998044,0.004868958517272521,-0.008652314380071116,0.036749776891307755,-0.09087394679899123,0.155807216257192,0.0172075472018667,-0.07907708209437965,-0.010000312647475829,0.03166916448274981,-0.015635425878005087,-0.00469178636956983,-0.05799730313608139,0.006519773290810356,0.044964345221112395,0.010207211154472044,0.00823629639386798,-0.01928182552910607,-0.046505300629921247,0.18887509154660628,0.0032165910295627416,0.012497082324226059
TNFSF18,-0.020895692950133347,0.10710558974039154,-0.028591308132599882,-0.04090634942892807,,,-0.0344580324721489,-0.043581789851104634,-0.019334380860448253,,,,-0.03365913706179447,,,,-0.0017729289383196655,,0.048966310615392895,-0.006439295114592111,-0.08892755528339744,
IL36G,,,,,,,,,,,,-0.03520767167725177,,,,,,,,,,
RTN4,0.014242545227125569,0.16082604162378855,-0.03431726111195893,0.050261788875353076,-0.04263363677653815,0.1949953445667731,0.19028010317502386,0.2512787446329268,0.10756511087790929,0.04611525567313067,0.10901988157522798,0.17112826796188788,0.019576937806081954,0.0373784851521,0.03734861295421385,0.023536177605509467,0.055381421167972365,-0.006676342211268399,-0.09923475030275117,-0.0709809125177909,0.23246585409228185,-0.13917574772379013
HEBP1,-0.051224430789770826,-0.12566646915004448,-0.010973198682474134,0.013446759820833359,0.05465860382903711,-0.01630248014071069,-0.1068169385195065,-0.14049877856598725,-0.04572337801743342,-0.07113087558169866,-0.0397060641930704,0.023236847935385517,-0.049225144587559166,-0.007644174586916338,0.010978614441726486,0.04323858833110552,-0.002449124067489758,-0.012430212704810137,0.05256154950635385,0.14455540186127788,0.03213941924063874,-0.016063799563313705
WNT7B,-0.018408451017764785,0.20652967171687261,-0.007644833417709985,0.014885760067071947,-0.0013019879069066523,0.04797412115889288,0.06126308523342524,0.2097739035358832,0.0036958514966963746,0.030242473296229797,,-0.029929622869202928,-0.037055424591167146,-0.00483690446085852,0.029226324044194965,0.014623057971144696,0.03519774001654814,0.02512930925666628,0.02223291980493915,-0.03368071483354354,0.019778899405920734,0.010598704078316258
PTMA,0.018222918472178766,-0.054249817296215655,-0.0009982404862219712,-0.025517272646323946,-0.011396071391961016,-0.19471572716110833,-0.22949539007036043,0.0068875281210710355,0.06121511381847505,-0.02653336003169412,-0.1304082247941321,-0.1984209308326035,0.006615105155103543,0.0058117632096347325,-0.05914686315232023,0.035161322796071016,0.046427516826680455,-0.03463047712337456,-0.041077832318754545,-0.1053514653708469,-0.06220492301834283,-0.12897163486990404
FASLG,0.08567560878925458,,,,,,,,,,,,,,,,,,,-0.02223138452259853,,
CEACAM1,-0.025560302569001707,,0.0030809390466167244,0.013092750324658347,-0.017459258925975586,0.005768514215938236,,-0.05735115321090706,-0.030408374985871702,,,,,-0.03686023501228331,-0.027795556220093776,0.007769912010393085,-0.03634668185108375,0.04374226983411289,,-0.02848834175565966,,
PDAP1,-0.09261507412076865,-0.045630860864865855,-0.01002750901408944,-0.026462910148939364,0.004402427643526548,-0.04568221929017616,-0.09479039023466845,-0.15212371734956767,-0.007581878712044739,0.06681631813553136,0.07862779973165249,-0.12032567052222631,-0.11139942226943095,-0.030551312042618593,-0.030168262927622563,-0.02099284300992637,0.008896356457173368,0.04539766648998687,0.012777863937639022,0.04569751571391754,0.017023037714204506,0.04497350335644655
QDPR,0.00585239984244966,0.15024144314910368,0.03727686271462846,0.022805908285586728,-0.01200950010631725,0.16499695288260918,0.07231841561242924,-0.0018836689220432439,0.027453844394364758,0.005841261716523556,-0.002603048846720931,0.05132145343563511,0.1330300515808002,0.06315813926831959,0.03470960846470658,0.08139442605596195,0.01467531157385,0.02733647688624104,0.11446567242692428,0.08759888126540707,0.08520125836794343,-0.03004649941301758
POMC,-0.010671567998505042,0.10759679318985922,-0.07174959855947372,-0.04563485209709487,-0.03328265980658132,0.10682150549905962,0.07574750426398454,0.009374912763841664,-0.022434086623640628,-0.0314096909474884,-0.054646391840211035,0.036203391318083596,0.10103856521422165,0.08301453923794837,0.024584785584536088,0.016524341776830154,0.08826320322159087,-0.024932584398027778,,-0.023899847502294937,0.04039367009451968,0.022429643605876716
