,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk
TAC1,0.03057131158736039,0.06789253253552209,0.010070616157931575,-0.02082587089256528,-0.10573838205910578,0.06037201143508872,-0.03137954596443418,-0.03391840415054616,,,
RARRES2,0.038043925481780115,-0.026174308288466213,0.042417060790181406,-0.04725551301666982,0.14320914476944047,0.01828271196277509,0.0529866218161993,-0.0013860147629873748,-0.033407539500779515,-0.013821748497815301,-0.020076291127514356
FGF7,,0.05659315131185589,-0.01588284798985761,-0.0026278041841762256,0.006452595120831471,0.018672589410744404,0.018367479684329367,-0.01639625566929151,0.14674789811204655,-0.054656356373862076,0.0072633239252870565
EFNA2,,,,,,,,,,,-0.021448206292973986
HBEGF,0.016976682529586506,-0.044522453183482524,0.056186243029525434,-0.011555217668369847,0.06976909173419443,0.022901707028999005,-0.03801622650786854,0.014562818877250005,0.1332836360680555,-0.033868816716848354,0.019798506038758573
CSF3,,-0.025047410916629202,-0.019809838625375168,-0.051664805908901656,-0.02360460694782153,,,,,,-0.02874636908336943
PI3,-0.029079489497267588,-0.021509546790612732,-0.011419707785835446,-0.030488595685416373,0.0029017375921121416,,,,,,-0.0647467101358105
PCSK1N,0.019616586851956996,0.03369983478605726,-0.007320684196343609,0.0272325163474266,-0.010389508994308459,0.04050022800840127,-0.011746073674849778,-0.04534333880670998,-0.008738065339999244,-0.0010295341628327214,-0.0654589006147445
NTS,,,,-0.03730598994655068,0.026071054706026844,-0.01877547223921413,0.03248309075580208,,,,-0.026130569282927677
SFRP1,0.004933471007843914,,0.031384723744700666,0.0033999154111266985,-0.019462613145015448,0.058905509774910915,0.017202544616219312,-0.00983109516649291,0.0002305097993569725,-0.06811873799496156,0.05222759215813148
CXCL13,,0.011049391602777361,,0.06473778826692902,,,,,,,0.0534687943383876
MICA,0.022814791028404894,0.01691964265989238,0.04816737093065725,0.011531560095725405,0.1369714656963728,-0.02528383525900043,-0.03139274435528077,0.005071638345515975,-0.05591264939598566,0.00997951085155115,0.053335112098607064
TG,-0.010873626093489156,,0.0629862008148919,0.037972932451005255,0.027139021222619148,0.0016504645205040434,,0.013777477466705398,0.007412146533148476,-0.03154354840012673,0.06830297193732329
ADA,0.041669154797362114,0.07569992452399821,0.004366892544655256,-0.00803635214237192,0.07613111968264745,0.03449779072526766,0.03705995161666613,0.0391493008256433,-0.06262027794108806,0.07386069595758564,0.05647312567372677
LAMC3,0.0396432975675934,0.050435175426555484,-0.026547556431949264,0.030235945042415217,0.1596453852552689,0.003435960294988766,0.010149708749791701,0.042669557116027525,0.03602408438567793,0.005201436120512174,0.02444343924920026
CCL7,-0.017582006275971278,,-0.0002165606963522083,-0.007664494136020831,,,,,,,
NGF,0.014931801149622463,,0.02972466041873256,-0.024810283124700586,,,-0.02066761644960819,,-0.0232334587956844,-0.028789295794774985,0.018077811156919404
TNFSF15,,,0.042423752893464124,-0.017209593096986064,,,,,-0.0488480216496767,0.02001865096749563,
HMGB1,-0.01882125630473977,0.04056852514047714,-0.03433922699890074,0.04675393176195678,0.08238356884481216,-0.011055513737933323,0.036011397423122725,0.03656584913988039,-0.07974287012699337,0.0125140637908384,-0.03005342763088873
ITGB3BP,-0.022740066528168183,0.10447385139158195,-0.02453999664747268,-0.027570253427950647,0.12235623306087565,0.03545934033500825,-0.021550214452193208,0.07539616495646466,0.06558799418738721,-0.04263236264432172,0.052034567966916995
AANAT,0.08372764481579048,,-0.01726438122558212,0.03234133183357378,-0.021291994252933214,-0.014262696410718135,0.007708401794729053,0.020426016823868555,,0.18541764585467319,-0.0005920090150911007
RELN,0.020258442489575576,-0.028207211750614504,-0.020460417230041328,-0.030742252495459702,-0.049394526575173715,0.0067434063564925295,-0.040586146416595935,-0.01996231480458223,-0.016744175558739683,,
IL15,-0.004223518691908509,,-0.036132252411299054,-0.04607373584662275,0.037965581643451256,0.0026081208430628754,0.028824685518347576,-0.016723288971813396,-0.04958661117532428,0.05511389312097108,-0.0030078612454622474
UTS2,,,,,0.03332700941341642,,,,,,
BSG,0.09013242295349827,0.04343658459802824,0.027692644509524366,0.0028387814095455406,-0.009259589627178542,0.01698291202461676,0.01745095524506166,0.026486377276191513,-0.03255418264609097,0.04631294638938048,0.018171859539342167
ADAMTS3,0.03501811207559626,,0.07369171001329734,0.024596791326175343,0.11599461006971466,-0.010283696174532033,0.0024504660157390165,-0.027788708957694253,,0.08993055865432661,-0.007750718543624776
CD34,0.06822758451014393,0.036998417910039834,0.03194372371347359,-0.008904463376574362,0.1548651893171402,-0.04344270699623317,0.01760330523850517,-0.0207356610099032,-0.008011160320975697,0.07909883375451608,0.007514459215676828
CCL23,,,,,-0.024226909578211265,,,,,,
PLAT,0.08068930487979593,0.062072251119957345,-0.04630035859964985,0.012914690964064463,0.12763487536649695,0.019677298584133567,-0.01272277735925803,0.05344983217980889,0.09614951456518385,0.05915404852536607,0.04879684750833737
NTF3,,,,,,,,,,,0.023236282125815244
LTA,,,-0.008547865414714974,,,0.066827541770438,,-0.016723291036143995,,,
CKLF,-0.01126009142162075,0.07020537313873151,0.01866923920248318,0.03059957307664498,0.16432354796080648,-0.01511998339158569,0.04306941992275867,-0.02138396652005386,0.14353121441502179,0.033702470705552705,0.009649626487051047
CD24,-0.016949316470552537,0.012800658230062595,-0.01720196484408134,-0.0027518899367183648,-0.011676495010115806,0.00946347802658701,-0.0058572964044652474,-0.05233594293253293,-0.0667038662762706,-0.04604349464364351,-0.009884184025515668
HSP90AA1,-0.042477003153255706,-0.0665178574154765,-0.021117187159471588,-0.02325591732554532,-0.14257448373576043,0.028520822094333556,-0.008739677260431743,-0.026598645422515138,0.012778009861026172,0.015288540892481531,-0.0756102665164373
BMP4,0.016278155709964468,0.02278610947089215,-0.020719054779507477,-0.0033034166893486194,0.015411423845547747,-0.02440707242275899,-0.030992226979896342,-0.014249971218301325,0.07539145202371127,0.04558564542218293,0.1299076289751712
SCGB3A1,-0.017582004517794143,-0.026773205321444133,,-0.018466770964944184,,,-0.003604642244085339,-0.011669291328746677,-0.04657891574086599,,-0.020121500111721723
IGFBP4,0.023860725205132216,0.04044122391462202,0.0165272293109959,0.005489566630920713,0.12713617790537896,-0.004264280321087937,-0.02515143091404679,0.000829818019216588,0.0875337609152844,0.017024890434275557,-0.03527188132233786
RSPO4,,,-0.015632655083056113,-0.0034830731485201087,,-0.015976342780513148,,0.006975084338540787,0.055161739672924745,,
LEFTY2,0.0016310254846760956,0.006556689453044297,0.010623779243649309,-0.03308208810235771,0.17319856515370124,-0.039344151307671694,-0.02066761644960819,-0.02064471602452056,,-0.025785323676341378,-0.024661583698724336
PF4,0.019270267461992365,,0.09966737231834477,,,,,,,,-0.019658765996008427
ANGPTL2,0.021721530539722807,0.03547477724908936,0.032031627495533226,0.05711683669364233,0.09275056262644055,-0.03634213536765523,-0.004590330756719248,0.04703553976989138,0.09430001852456173,0.03697771604971624,0.05229861573143966
LRIG2,0.04912250690162617,0.055114917928057595,0.07449515507620878,0.021743306597662142,0.024726670805476893,-0.0017467759161268108,-0.016672559005973836,-0.0037119502804949973,0.019195894332714358,0.012813425553881298,0.05368520886153598
ICOSLG,0.10367969377256436,0.0035397434142565745,-0.013148518336589891,-0.0011296445387846909,0.04894598013573129,0.03912913540657619,-0.031492430217379457,-0.01882009560335464,-0.019115453614003335,-0.027656952392507768,0.09138252557716066
WIF1,0.04187433842199492,-0.017074465634916304,,-0.019634575261818662,-0.10159877139083706,-0.012328565313138223,0.029032484328703548,-0.03153854963037922,,,
NPPC,0.008671764921536698,-0.033589202263975,0.0638907819907526,-0.014403715115845319,0.01525690530545907,-0.012588671562383259,-0.004295095721326545,0.044819006353566816,0.031229195190528906,-0.024160632519062558,0.03012710175658945
LYZ,0.06030338650095485,0.06193280608506822,-0.0521956327098715,0.001474193359578555,0.11733445502591373,-0.055431347058029545,0.020452483681930086,0.00653935949974506,-0.05625037870188221,0.007218776194742221,0.05900988044627527
EREG,,0.030573403545800962,,-0.029993370456712846,,,-0.021260937456255884,,,,0.06516088319699362
SPTAN1,0.04208415382771204,0.02900592948088123,-0.01171590828317537,0.0485309198161809,-0.02719276359588632,-0.005286035512744268,-0.03505998670064254,-0.08651830381280975,-0.01141687906539194,0.12514059790264737,0.004328771398979907
LIPC,-0.022328726908564564,,-0.026715960923315005,0.01413571600383252,0.05848485074033645,-0.020545479123980383,-0.038077951478818074,-0.026270726345433246,-0.033951205094067814,0.0866646456070931,
COL8A1,0.009238551372455937,-0.03127214965509826,-0.024532549045542234,-0.036379608742943464,0.02247735186555198,0.013529212893112126,-0.006797742469203402,0.02901321990010437,0.11809560699810713,0.01731487193618284,0.05948554924356071
GSTM2,-0.012831179915015381,-0.002504028860240566,0.04229483747456666,0.050648469327106,-0.0172301058338864,-0.023628915328689222,0.11402870384765114,-0.030447682027649615,0.08125815165822384,0.14281445724664973,-0.015677766279795315
SPX,0.07572574712825833,,-0.030308231231988423,0.021003475423146054,-0.07467297279350883,-0.026450829707205994,-0.055787421331639164,-0.014580909257380049,,-0.057037200894506604,0.008359069385682875
MFGE8,0.004023454277200302,-0.055019230628193125,0.020722650464431728,0.029550867395153103,-9.547765809224347e-05,0.020428558956009882,0.10703965193756428,-0.0004681630170816282,-0.014078162814217674,0.026047286937616508,0.0007968521902135487
TGFA,0.015351021372944326,0.004368985438569477,-0.020633303492637735,-0.0004586971612677032,0.04961984565947231,0.038360888088507045,-0.0022942370169059343,0.02994941657886763,-0.06362146395568329,-0.03282545897129401,0.02494805325356465
SLIT2,0.03612126067623264,-0.01989972524379294,-0.026452816362510057,-0.03138911800778774,0.001940341830866713,0.016030415107221557,-0.043481045274439044,-0.03761710823860523,-0.0354667631703129,-0.027323538677266734,0.02632477042457206
PLTP,-0.016804307561031764,-0.02105042005285316,-0.012073501009042344,-0.03011830516431718,0.13323216448653347,-0.02495741068790615,0.060571348250711414,-0.000236223758224333,0.06207349278577151,-0.04401434492361129,-0.00017506375686014537
APOD,-0.0022122715781841998,0.02365086434307856,0.0026367040939035686,0.028999817929478502,0.08550012401489016,0.028359461331661215,-0.006092377973004936,0.028538674818210638,0.059898297340195965,0.0016146036061187117,0.0662874277903793
B2M,0.05173145823628986,0.09507061331787345,0.012430002151474029,-0.027133743900787183,0.18286758850217982,-0.023825693665994453,0.04168160756933369,0.05681952320197377,0.06947843422330045,-0.1261145344100396,0.05003816340620346
OMG,0.032025776792856356,0.0654080070706858,-0.02892783580298389,0.04394011495549933,-0.04074471814096502,-0.0047943895311203365,-0.0384055276767965,-0.046803704240029956,0.02938584375950064,0.009456047589601916,0.07604618566720736
CXCL3,-0.045039444830107286,0.009092576365505799,-0.01744330843232495,0.01855696917248879,0.04173918692370281,-0.004274264969780881,-0.029929974091870638,-0.012043797906413778,,,0.003224636962885124
CXCL10,0.056976062862323144,,0.0022814385381516263,-0.04225667011848482,0.17418206875245393,-0.025093528729208187,0.03327784077421744,-0.019139052386750136,-0.051401006555300895,-0.03258978903645134,-0.02636810420787843
RSPO3,0.03456248692554094,0.01592160309151305,0.051468924066828646,-0.020635113888956943,-0.03496258355802473,0.02167172858658743,-0.04566214443879791,-0.012585536690735616,,,0.03691144414727346
CORT,0.044047898961330226,0.0781550589531894,-0.022580439855295547,0.004888533045951193,-0.0221969612039741,0.007231442781450133,-0.00892828675446733,-0.0333890380088548,,,0.05675118550701353
NCAN,0.1000038628444114,0.06486709279721727,-0.04349096764426191,-0.017442550814176526,0.017841503259694427,0.020222374423109743,-0.048265511728307016,0.030310414833489285,-0.01013509162629989,0.10996428905250419,0.0558805096936413
PRG4,-0.0002914736087803225,0.009424354211132961,0.08411388608636172,0.034521960884155475,-0.017411298094533442,-0.02041713183681576,,-0.014714572857431388,,,-0.0032459036308093007
ZG16B,-0.010740283862685664,,-0.019776073730935914,,0.03741840276365389,-0.010914866867655755,,,,-0.02243078891289158,
TGM2,0.018736503937766786,0.03698484886710518,0.012613123151175978,-0.036233478649008916,0.09751494475452085,0.0397771630604415,-0.047776970084741556,-0.007199072275803476,0.03366309553615178,0.051806781443745585,-0.019820910486880144
VEGFC,0.028300687636277227,-0.037243375732771436,0.05043113450308545,-0.02274310907344936,0.05853488775837525,-0.01987654900243262,-0.02402476675266072,-0.015016808121871757,-0.018651614597357896,-0.02907475725404826,0.033385674258118815
WNT6,-0.02836817844092713,0.022350553214081494,-0.02356740552019466,0.12220943569901803,-0.029783393225027925,-0.013111542695010343,,-0.013105911826115214,,0.11373630023449471,0.016629919849133357
NRG4,0.026501313495009785,0.08870682321167221,-0.00646231014495901,-0.02104458167691891,0.014004042557762712,0.03382569755299399,-0.02676501176436353,-0.017518858222726925,-0.033991551992849096,,
PMCH,0.018113747606683377,,-0.02873380444063481,,,-0.01597634200948205,,,,,-0.028863475493748746
COL9A1,0.050286117299118735,0.11440334268661968,-0.008382622721134757,0.06672509883587863,-0.004196274061876922,0.010600164052679606,-0.020966201923279016,-0.0034051740042934796,0.03856725325293699,-0.007708753499765953,0.03852504315584733
GDF11,-0.04790426137366807,0.06685995331366199,0.014747344725613051,0.032052784466552214,0.12438456026420822,0.014100361163196837,-0.034299858650409916,-0.03434506148014467,0.017904291010034084,0.06962811450757962,-0.02193998049292328
IL24,,,,,,,,,,,0.0021883284988414636
SORBS1,0.02413711037167122,0.03639086423552836,-0.005533123257750974,0.03531320928819083,-0.020490908479861753,-0.017169794916221434,0.06088612622222652,0.021537691721207963,0.04771884455410967,0.03854304343765367,0.0023130448056230997
DLL1,0.06970540397866233,-0.01659524292828466,-0.006252117725396423,0.045023875267984785,0.07447750032834263,0.06434746752047804,0.026350769515048608,0.018054160775675652,0.08050192124303185,0.13059734952651386,0.04473725598964669
TLN1,0.03682954445105997,-0.025748550918367124,0.00016081442347806577,0.016597340038471575,0.12706146234789265,-0.000978506963428344,0.06910603617529298,0.015277406727202977,0.09272767088300618,0.024690235952155266,-0.02293327225604173
COL2A1,0.028575935390864293,,,0.04165008267898677,-0.014003460828694825,,,-0.012226927503048548,,,-0.006986868286210301
SHH,,,-0.017706524824460817,-0.02221345438657414,-0.02197632555839789,0.009630425613986918,,-0.01166929030877797,,,0.04109416867613572
PON2,0.06180024466818342,0.07900860231843287,-0.08336735650718223,0.06555410465605892,0.09801547247821646,-0.0351246841610111,-0.0064316092056715705,-0.011159767497420077,-0.058479683862463244,0.004632351783481079,0.07520412491338506
ICAM5,-0.0004938085642270315,0.09050571928089302,-0.027596875680412646,0.013281224979493597,-0.05462754470351995,0.03013476676737956,-0.007760580755307636,-0.022789493633299775,,,0.07390903305760807
HPX,0.08800270527320533,-0.025047418282766496,0.004945510881579653,-0.037436112050521435,0.05537565290304305,-0.02141974974757207,,0.1261585758381113,-0.04421981978217316,-0.03676066326711657,0.03627204638636
SFRP2,-0.023375321861394998,,-0.02016581292143906,,0.07981575426620226,0.028511014653532785,0.03626753750162863,0.09673364091497423,,0.050493322622561516,0.07097793781231522
CFC1,,,,,,-0.013736463879114971,-0.021839326386447505,,,,
CD70,-0.03398770066449082,,0.025388346180304597,,,0.05111418696671824,,,0.016625542869492176,,-0.0023229994313239168
HP,0.003420589848662545,0.006958157355891795,0.01137436223763088,-0.042020236612345684,-0.0006330101251735398,0.001821592644175625,0.08698857574122466,-0.04076022955788061,-0.006927776070227979,-0.0731741442120633,-0.04436408517855848
CXCL2,0.04486391628981703,0.04395988633355835,-0.013411486476990165,0.053766242615664005,0.062257207028805335,-0.04871686478672252,0.0992782301558856,0.052065852447944184,-0.03348713813113106,,-0.018772872089788735
NPPB,-0.022682487495429563,0.00630253717409807,0.049299600327593764,,,0.010911301534982333,,-0.015016809214087275,,,-0.007680130169288618
CCK,0.061145545846969185,0.02611818574462006,0.01769374428102102,-0.015643854420803644,-0.12243937560961692,-0.010983243493205485,-0.02011082441967799,-0.01916689757883738,,-0.02791788926710252,-0.01330732594883823
SEMA6A,0.045897113912902375,0.05984554325983838,-0.01786067135426931,0.006183294193081544,0.06827520751275291,-0.024061265036408146,0.04706031656643281,0.03274331085581259,0.05987393903637343,0.01876160034704132,0.06590950593031267
IRAK4,-0.04310612955704076,0.05888396730477436,0.00992055148066212,-0.055065567244056264,0.07475675146715655,0.008280182814091125,0.047294469247584625,-0.02711612817645434,-0.05885208271891768,0.07546623013077777,-0.0029148207670454318
GSTP1,0.03491319584407716,0.05701856863187187,0.013242323672805308,-0.016808765105806228,0.14764099987198365,-0.02697964847076037,0.04996089571763905,0.020698758759190833,0.014051868817811626,-0.0008766925113604553,0.05669900721380747
VCAM1,0.024795427151813258,0.05477607134526947,0.03404769014719489,-0.01862536495991443,0.13791169963461533,-0.0618474560510988,-0.02726606387153153,-0.03169742746507144,-0.014456083487500195,-0.0018826111892583162,0.007031568306344223
NXPH3,0.049464053243934665,0.09210331555805551,-0.0007466920324144837,-0.04793531765690751,0.0805021584219144,-0.02229197612270242,-0.022161343205141158,-0.025092853722781396,0.006731727745239952,0.01847006690757188,0.07117456104199753
MTMR4,0.05273665765989749,0.1083586762266266,0.0883087160123348,-0.02321589183319124,0.027684207302871033,-0.04231846406370997,0.017626282231722672,-0.027502091890251244,0.0860604957656547,0.01763911489109027,0.0302424769885035
LAMC2,-0.017803380931242806,,-0.009667921767224742,,,0.0034052001693023544,,,0.022408506852852984,,0.04116401892922028
IL10,-0.03761658700901207,-0.02613778928296535,0.029780096867705212,-0.04090573542359825,-0.0034892145851286344,-0.03554985564617231,0.08092109839793162,0.08866273381495073,-0.024991490023235002,-0.03859762984355439,0.11664341039160593
SEMA4D,0.021686618480608724,0.06376735396009582,-0.07209843458337258,0.01776516833258336,-0.024254113672679333,-0.015735110223321074,-0.0889947577325463,0.07205299257153122,0.018747788703873974,0.006480146510835582,0.02481070251238879
TRH,-0.011887907787288538,-0.019344683880629727,0.07395706555199381,-0.012985883550729802,0.018150306895210952,-0.005381673251421983,0.03132153095037797,0.03889268215041439,,,-0.000841645007626908
SEMA6D,0.06430881839220785,0.10875658181374528,-0.013004195206243224,0.017984475903519356,0.09390437643790724,-0.031650401847136696,-0.05342779348821227,0.05295158070786458,-0.047569011557653584,-0.004822349264967224,0.017377452518852025
CEL,,-0.02122846561681238,,0.03562581598676276,,,,,0.09870712076062704,0.06083040365103926,0.05989059306245027
PDCD1LG2,-0.01915129748419002,-0.02613777573859522,0.0048626785826501855,-0.028872986515622732,0.07372589074049897,-0.0016757020726054063,-0.026787703111088763,-0.022994444172597682,0.055379890820056066,0.023352350457704563,0.03580155789024998
SPINT1,0.027143814588722188,0.056248920895347596,0.02945382290131506,-0.011038843992785177,0.05738262389646964,-0.0048254774582412365,-0.033029589906731875,-0.019730225207375544,0.011508043267332325,0.09639851303884582,-0.01115698024881778
CTHRC1,0.03416566069915727,0.09153025202803486,-0.056563538724102226,-0.0030891275642974917,0.1323216647275568,0.05174510577753692,-0.016006581310721663,-0.00492834678670325,0.007949273694922317,0.01172881049022677,-0.030302130915499027
PODXL,0.034052354181534156,0.10900054318579279,0.010484601086584043,-0.050870585299904916,0.14720613304227287,0.011199977091462142,-0.016560148200591023,0.01379132407552889,0.055771362313974816,0.027897253998114848,0.008826218938407945
JAM3,0.029892779739236403,0.027173772624681215,-0.002789640630173535,0.013373932697030135,0.06635822446537437,0.059129740847781095,-0.027865686152833122,0.026780381846667194,0.030475664417023172,0.057750996252141674,-0.02318800831138908
TGFB2,-0.024209857504758382,0.0068770564715450525,0.03277574585700852,-0.06362808873887721,0.12953702365734465,-0.007528180910687413,-0.032852233360036565,0.0704576435311791,0.042329915741039524,0.013497270063796715,0.008119276830585715
COL18A1,0.03349672099365215,0.12019216247710944,-0.04683264573547609,0.042442049031849644,0.17966534019574562,0.012294241384979494,0.00465845838413166,0.07058700369413244,0.0450903521523025,0.026353864883167603,-0.03814621123190547
NODAL,0.018995175543976225,,-0.03487137547458633,0.01632361220804836,0.148549936399015,,,-0.003424060673704479,0.07106069678672325,-0.06636388003730281,-0.023896023488059207
INHBB,0.06003328655462527,0.02774134197164461,-0.03209317976694047,-0.03484178682340561,0.06545865626702645,-0.04050227371672764,0.01295164225540758,0.040792320119013945,-0.004015695850191366,0.13251711587717047,0.019131800016154082
LCN1,0.020080731139965308,,,,-0.024532467641066272,,,,,,-0.022566771731488917
ARF4,0.0007757123625960179,-0.0852327641933746,0.0016027749806732145,-0.008181117007230732,0.08205441455391228,0.033911919269887354,-0.04848520068323863,-0.03259853442218023,-0.009439792229923888,-0.007848787452860759,0.01743450672790455
CXCL14,0.020491341043695703,-0.002976689560579575,0.07293294548881343,0.014351469948514231,-0.04761947006407032,0.009131975392662146,0.06642185854341921,-0.0018208972905437177,0.1005737547692366,0.019096766311161927,-0.003495587955491759
LIF,0.024654303199451506,-0.005718285776241849,0.0832358194596174,-0.01779056564659459,0.07348565526159592,0.00454889444939074,-0.029713630823672794,0.0036329335419837175,-0.056610843296695725,-0.05686365431213954,-0.012782565375889347
IL17B,,-0.019344683880629727,,,0.059331731862662176,,,,-0.03245773569743901,,0.08739901309382658
MMP1,-0.010995452684047573,-0.06090018289323282,,-0.012985880717896761,,,,,,,0.07497328476465162
MATN1,0.0050804257194546855,-0.030903079113131126,,,-0.025720624482325153,-0.012179271257165973,,-0.012226925981465925,0.07457249170585638,,-0.006968617196179335
ADAM28,0.04502899389470121,-0.024610874758313403,0.02146622573019052,-0.019821309787965986,0.08018244494116022,0.02142080133828834,-0.009465187805578425,0.030257374038319348,0.07342295793699082,-0.08652334690875844,0.003554347931276217
TCN2,0.10347701417957579,-0.03538259195408865,0.051774901780474177,-0.03374449049001907,0.15992995565527385,0.044710932752023355,-0.015326120214605768,0.004461471336917447,0.06992446149918309,0.0453137385749018,0.0030887207402648933
THPO,0.038869805760480616,,0.051307484540430943,,0.014480174168821802,-0.025003515789945065,0.04147615980327095,0.015364263521538014,-0.03399158948857832,0.03634378959429659,
CUBN,-0.013757397734640702,-0.03034244539244002,-0.04848803551924376,-0.03261427639869883,0.10532977293771914,0.05360760670915321,-0.02268142180287641,-0.007245015519790587,0.00011852300289589657,0.11743015213292084,0.01992793463999424
TIMP3,0.03924666335860727,-0.00960047997047739,0.04908789399654955,0.019684528148525896,0.07651640923846136,0.029165000353903993,0.019896723600190302,0.015321942603768724,0.06037556225602442,-0.0027754075999182003,0.022057189074174477
PIGF,0.07458400996483863,0.0734893322361193,-0.011311793101184398,0.025182952117716432,0.10108111463595003,0.011678921647787218,0.014338198296713043,-0.02293129003905767,0.03635577926927157,0.03793968643524416,0.06730108853913874
CRH,-0.020858785098223233,,0.1418221907838805,-0.013196021807162945,-0.03772448408186185,-0.00467333767783362,-0.025303283112094024,-0.01672328743083472,,,0.004776225389182831
BDNF,-0.019049810807159662,0.017950442946284863,-0.018878285397109756,-0.028769413746758538,-0.08090869843863001,0.008802946600981288,0.06198979998006832,0.060159468651972706,,,0.006405187554707443
CCL5,-0.007271666572836904,,-0.04454114896151664,-0.05924159025531423,0.09020390532581198,-0.00962561352758187,0.018307351023070895,-0.016587297355466,0.009088205321851882,0.021211944383699593,0.02713271630311721
GAD1,0.061064230731260744,0.03288167448360196,0.0445327352560479,-0.050430903755944015,-0.09261333852701979,0.0406797841896495,-0.037783093397269006,-0.022705180848877297,0.01457717306156201,-0.054804797892898625,0.07345797529610999
COL14A1,-0.033578926275350994,0.026128762785813654,0.01843620054316226,9.505512588988916e-05,-0.0075648648849379815,-0.026456012820114422,0.11646067945667438,-0.00882191268831896,-0.10124398044577325,0.058763989493770215,0.06071383079065888
HLA-A,0.05420477689443137,0.012902133390245978,0.06170590523708075,-0.04651304109853449,0.18381256073371124,-0.024918081851212425,0.05238980770527545,0.01983838615811754,-0.04655313279130571,-0.0169055135937259,-0.06229312520356326
CD5L,-0.020858782685020682,,,,,,-0.030782280053093105,,,-0.02641010531098979,
