,UKF243,UKF251,UKF259,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1
ALB,-0.018773079899922756,-0.008599816199115118,0.061067646489827335,-0.012587858516579285,0.025245247444859016,-0.0019313747365417011,-0.0003116735366393362,0.035023892076754486,-0.025255811783957388
CCL13,,,,,,,,-0.035363971912892714,
EFNA3,0.05089171015390556,0.018600375762919265,0.04907042765330269,-0.058900981457442554,-0.0050323915163769115,0.06725670722897706,0.04729457711085334,0.06810557189597188,-0.025274118027523464
DRAXIN,-0.0664313216272245,0.012963104398492681,0.030266264099787415,0.027144862638038243,-0.011491951344854324,0.029113516932434184,-0.07098452686290237,-0.041941602840485294,-0.030703065601084923
RAET1L,,,,,-0.013764198014335321,,-0.01583990577131879,0.04643480572026867,
NPTX2,0.03195489470898116,0.032406590043155256,0.015570013547332414,0.0008952130590558809,0.0034769056976907222,0.03174464067762104,0.008795915004087565,0.09517357304835586,-0.040613289627832935
FGF11,-0.031383541139855906,0.08246688653569786,0.05404178787601192,0.002306748548088494,-0.02604761993528512,0.0808156927951929,0.025164104511882036,-0.0014602182664124593,0.06037468080956567
CD59,0.03261569577298483,-0.06430191707185615,-0.06863012736779904,0.06411381552613608,0.026617275839931034,-0.09995350337580976,-0.002254698841920314,0.14453922386183773,-0.058061200644650035
COL9A2,-0.037226657887181464,-0.028373904549659153,-0.05360281244979805,0.020406915013472745,-0.005327441923774537,-0.0182014876372498,0.05135839447152439,-0.09219823221344228,-0.04827714470010852
DLL3,0.04245289555552645,-0.005131402615554086,-0.17335170133799838,0.019234317052797784,-0.03673014207100239,-0.0379861337394909,0.05584352960064249,-0.12190457113092877,-0.030969574767779718
FGF5,,,,,,,,,0.019775453228886013
LIN7C,0.018188306567357697,-0.0016451921622492724,0.010950297744604206,-0.016591767743219504,0.017235192892989363,-0.0071489862677236535,0.05426476024093889,-0.0013124717430678947,0.053944976155118896
GDF7,-0.03680393706133841,-0.029332516229489618,-0.00864010355901543,0.001194464804465278,-0.012601062866417639,,-0.013578738661597225,-0.013876051726325951,0.010829787385264765
PSPN,0.003028365426807457,0.03802989510147906,0.08810435020024573,0.03165742997456917,-0.02510798074113889,-0.005924202238566711,0.03162020846552107,-0.04644322077836347,0.03307609971240761
ANGPT1,-0.0166603933964709,-0.002122239634074263,0.012220417890778887,0.007549622239268148,0.02210018003262387,-0.0029881560088448667,0.056328032280282415,0.12754710813228237,0.041993778911897615
PNOC,0.004291616366328367,0.0013235157999778853,-0.0012145957426589896,-0.013526701658578002,0.0067418345298836295,-0.024798602327965696,-0.014439690421442436,-0.039474753012512,-0.03345243214473831
L1CAM,0.08372052095074492,-0.017810103203390264,0.079592671789723,-0.021639262673531445,0.010640729398047596,-0.022980369877392742,-0.018412307956941036,-0.01657393517085336,0.06692459630071396
APOA1,-0.0025105864332243297,-0.04062159716463463,-0.008751240269755689,-0.015014212030646991,-0.02039361041807492,-0.0032662965786292974,-0.03897435201486319,-0.03422407577064495,-0.07028802478012075
PSEN1,-0.06357486376636728,0.004362938445823515,0.013115270705878304,0.03973676995064326,0.014447972504965566,0.056834083572969624,-0.010618499490353915,-0.005412386800982951,0.015794486047245856
CALM2,-0.0327421035748356,0.025546885666312462,-0.13900496964735723,-0.0074380974615829605,0.020810458545658283,-0.04591685515235203,0.026647244517200408,-0.030320619412056143,0.01879512429898789
CLEC2B,0.05769428868982296,0.0064438093491614844,0.009009909772951812,0.02552378980215344,0.04827531329740935,0.024657596217290988,-0.02687103623189478,0.07193407561661029,0.015427156890097552
NTNG1,0.10948735415480776,-0.03317746393676235,0.04275289488638287,0.017690155825782972,-0.030888875697975327,-0.003117521831432942,0.08941078965760414,0.02614146658324843,0.024045155652048192
LRIG1,-0.10427040614625897,-0.06912466388345273,-0.06385149457582703,0.01385660183372489,0.008604036345003984,-0.014297304213272407,0.02526198312899919,-0.039981588074172056,-0.002504821919064591
CPAMD8,,,0.06287872016929055,-0.012789556733474204,0.013315131909076485,-0.023148275882013583,0.06549817124470218,,-0.03396179189514843
GHRL,,0.0649730171470981,-0.011264334171538798,-0.009238028919606544,0.08791342778813557,-0.015995496457991566,,0.013364077054189035,-0.037110170195844686
NPY,-0.001591467821300705,0.019424413909989325,-0.015755615192542573,-0.05297896375775591,0.024618754949153027,-0.052605470128895555,-0.0194934197971415,-0.022701439610545264,0.001246119294339213
MMP2,-0.0865787994192885,0.042311731488250945,-0.08676570921923599,0.012209546777186876,0.052282534107185474,-0.02939694483395113,-0.007502510438154326,-0.10762019416906149,-0.0814044945830288
LHB,,,-0.02541454330430064,,,,,,
PPY,,,-0.01744107984643174,-0.009347085255787656,,,0.011857945164778378,0.033306877645361437,0.06874440766924658
ALKAL2,0.04604850159153831,0.03032708664216726,0.047948185766567446,-0.022546676472431547,-0.012020831860150575,0.057112372958106256,-0.009627118375469488,-0.03463340487430301,0.06339913259766289
CSF1,0.01970914091561745,0.005967407796074781,-0.01445877017166625,0.06138008217821383,-0.017913686833807636,-0.029848048161479953,-0.017321255412832172,0.006637674318521425,0.03919125576850287
SEMA4C,-0.009076311991045794,-0.015569305484029993,-0.03833377018624711,-0.034324169355140856,-0.026036445654023865,0.03823981026332269,0.009428487807544324,0.015134454491752148,-0.025712491362449352
BMP8A,,,,,,,,,-0.014372381318155525
ICAM2,0.01427790389607977,0.024362554475020594,-0.013553294121599295,0.022076939104149863,-0.03510426850569279,-0.031227173854930724,0.020808550630546496,-0.043574743229347214,-0.08583010956597141
SYTL3,-0.017764498533967003,-0.07683573739069992,0.037380814429046276,-0.015455912226157645,-0.0029431176459911133,0.04364145005114345,0.1246118923087897,0.04703267257813659,0.016082145907071462
IL1A,-0.05808834840733049,-0.00143951923011886,-0.000657676880872051,0.030135159289746798,0.0021849608507129416,0.07868772895257273,0.010882712260506975,-0.008707571408736682,-0.04268787071962225
HLA-G,0.007459179495198643,,-0.02684267574375676,,,,0.029596733232461755,0.0053774619339888915,
PGF,0.03905514815546475,-0.04106028406929255,-0.04234424542016573,-0.017284936995589747,-0.02077946647902087,0.009062637353443561,0.0859339039346373,-0.015994150431925987,-0.0615126247519787
LGALS8,0.033536793964343066,-0.007969961766225924,-0.006755486135184206,-0.005683899799883543,-0.06459172951185009,0.014869420551694644,0.02140732753807871,-0.03941941777423136,0.0337127596602014
DKK3,-0.03521171542660939,0.03174307542046223,-0.05414183090785793,-0.01833839895444945,-0.02219910585369018,-0.14365675446812728,0.067589447161697,0.04019877149511766,0.011711614497776085
COL16A1,-0.09852087274923826,0.05151549316941589,-0.001694301859223382,0.0026247277862069744,0.015014460085028488,0.005155229472767263,0.01006106406846952,-0.025883456903317545,-0.0602190473489113
TPH1,-0.049016109294189654,,-0.0488467377886436,-0.021617846813481993,,0.07217463877718766,0.01953404726227244,-0.010749091156817122,0.0323364949057031
TNC,0.018293310369393447,-0.0010908261004252688,0.19550056883023906,0.04174332474684318,0.010864882108195858,0.02572083407897056,-0.055503437450903526,0.08973913897661495,0.09885906296646796
TNFSF9,0.0870668132765219,0.02175037680871597,0.052823667986050184,0.011615856099653574,0.01011691313057578,-0.025589981215956178,-0.02227742228471462,0.06756539105098382,0.029862526366941058
C4A,,-0.009348393488961512,0.06360219772574066,-0.011080500733036661,,-0.013258453129380109,,0.037377716392090386,0.13802923895904504
CNTN2,-0.03885384047710228,0.008798821038611179,0.024862679718390738,0.0033995492342055985,-0.0032541388245107186,-0.01699688547213382,0.06036740351881449,0.026766633118384432,0.03618714938899102
F7,,,,,,,,-0.02929848312755306,
LUM,0.0662365299386127,-0.024073465344641443,-0.04146634926424327,0.016651720951288605,-0.016180386450613003,-0.04259611764538012,0.0188193620266449,0.10518246403254368,-0.05796689569193984
BTC,,0.08813236949197242,-0.04686635980523714,,0.02495620836231824,,0.011878907832524583,0.011517657858192018,0.023834205651519128
APOC1,0.04769639994348415,-0.019027141146619905,-0.0028156652035624817,-0.00852567826222345,0.00869881747834461,0.004254184280070388,-0.004906245542806038,0.10016985817637189,-0.10494655619841572
PKM,-0.041768292051910474,0.0019552030443770645,0.11910591571900454,-0.017912141464333037,-0.001587664934114938,0.08791227290992941,-0.005112135038116181,0.0611436555332128,0.11355890844161491
TNF,0.009648528601323049,0.025310342964950543,-0.011576894767782885,0.03161744003222688,-0.016800978887925897,-0.031494816510379005,-0.015839910091656653,,-0.003843720614545589
GNAS,-0.06517416032239423,0.02967895962001499,-0.15178762941399498,-0.0157240995726204,-0.001670873881008796,0.07952366997070566,-0.0023555698954494295,-0.025619855994649065,0.05862474938439228
BMP8B,-0.003830735359811694,-0.007956105684339942,0.013731325001894201,-0.028779011475058958,-0.011155677289244222,0.023776626233638173,0.0068899270200400075,0.0793758481510971,-0.00539039924879802
LIPH,-0.05035437421847203,,-0.014286210310045478,0.05160145754928486,,,-0.017660137024591935,0.056472938478475634,-0.012329542440599311
CCL28,-0.03680390475527748,,,0.08482901548628982,-0.013194810628265956,-0.011961404882821245,,,-0.022589785614585786
PTPN11,-0.011939196415143235,-0.036549166423785875,-0.015943979338345297,-0.018769553985548932,0.004530637490996298,0.01282618472644025,-0.01597047734598511,0.0005848223305444437,0.07444900923842948
ADAM12,0.022605910588540612,-0.027628746149136147,0.08763649219792079,-0.021930281677816542,-0.012751964211020712,0.05620028565231228,-0.00610688383510121,-0.09241769754314996,-0.011391314345529787
EPO,-0.014166363117252742,,0.017082460022996737,-0.009347085663789773,,-0.015082914798682253,-0.01834139859573419,-0.02726032856795712,0.0805858884643077
EDN3,-0.050793614845657274,0.0043175784246665,0.05945398115827848,0.023497208620344986,0.017166098982535325,-0.015238548032620017,0.0792115745785205,0.09480333583877752,-0.002487502493104348
CCL22,,-0.005794543206962856,,-0.018820559407802997,,,-0.01677292818037352,0.0568039095677777,0.05628417683133772
CCL2,0.014929752798877148,0.015988818351640847,0.05256033243489938,0.013186045890035933,-0.006430163246675539,0.036031064743649414,-0.03848566819888498,-0.03868313633354526,0.0790060127329269
DSCAM,0.056976017083349,0.026883742014417726,0.016454156506242688,-0.016673974715505493,-0.02064561036164538,0.028012874347079254,0.030375955033941276,-0.025738776705566527,0.02607247519779037
ANG,0.11281969033282,-0.026645047258152914,0.07692681285440542,-0.025055867241703222,0.0432435506147688,0.0923300501012374,0.035790769256591706,-0.0036387819671672905,0.030431886880921393
FBLN2,0.00400946016057993,0.03801824735356598,0.015984205541266058,0.001559892029256223,-0.0012127592271942657,0.0005319268882252952,0.041925732185828936,0.0703737058395222,0.01841283417594304
VTN,0.05695832981508946,,-0.007545203035661094,-0.015356212048444196,-0.0015692561201062268,-0.012532994108537632,0.05073060090470707,0.0336964108357744,-0.03917645878250004
VEGFA,0.040314111641992806,-0.016786704167218912,0.14144075645848958,0.02017849878579943,-0.02886255861159254,0.1467449263076007,-0.04508058787716207,0.05664111527445375,0.06544599562750533
F10,,-0.014024575995588163,,-0.010248877407486002,0.026150155991570233,,-0.022027413167472296,-0.02545728800115271,-0.023414957811421083
SERPINA1,0.01672257289785783,0.036115471860972526,0.008147639486212837,0.04952286415143496,0.01687492318998283,0.05371331320479384,-0.06424955331142225,0.13550239491918908,-0.010633665403465631
VWF,-0.06165704907505246,-0.029880505244848272,-0.10716285421555252,0.0037731378123352453,0.025798505105894924,-0.049498252661810585,0.013802324718355694,0.03189522723570345,-0.09935252461122865
GDNF,,,-0.03165270665706469,,,-0.015082913624073224,0.010507058866436644,-0.019461343558200467,
VASP,0.06302992194298603,0.010259489585715835,-0.005301207680455483,0.010612632233912227,0.006742881685852394,-0.028088739898210074,0.004708279281320377,0.0018230079662856216,0.017895776029574244
ADAM15,-0.019288793939718628,-0.05711084800732432,0.025946723072684485,-0.026537337119555617,0.036646618063538916,0.01739275500006863,0.02127334774480629,0.04044798344204065,0.026681660912192803
WNT2,0.050169740082807245,,,,-0.014970502243688942,-0.014115370924358392,0.08853743627755134,-0.03548363320600555,0.023835143847583642
CALCB,-0.004378530780297275,0.01707726718479879,,,,,-0.022309971217198618,0.004891338707759661,
OLFM2,-0.057959207631792464,-0.05593585884852779,-0.0022250994413011015,0.013320130259569381,-0.03757332374945814,0.03347509976694956,-0.009899857935380393,-0.0794428344048023,0.061306117239235944
MFAP2,0.10053980024608754,0.014347780794448367,0.021296025766743432,-0.012330895702165728,0.01487086400559571,-0.02573349910503515,0.06617947795084399,-0.02205932238791479,-0.0530290424526124
HLA-C,-0.06692823284182667,0.07365732169116875,0.01624617838553424,0.03920194088997629,0.020901365844755205,0.008941947079061686,0.0064940842278816795,0.05373822315177326,-0.04820707891718915
THBS1,0.007944008397294769,-0.005725483102668798,0.029006717088064033,0.0861451808185861,-0.02405298142396118,0.04978480199643112,-0.054797687520505074,0.12384379594609034,-0.010753561101870902
HSPA4,-0.008402617783028435,-0.00821846398627111,0.029824180203185037,0.007987031239299305,0.041467600176879574,0.048160257040792874,-0.019425257865910314,-0.08977805953539085,-0.039510866875047214
LMAN1,0.0691621673530891,0.022312475874539155,0.06803802770811306,-0.019079634328378985,0.018568094053286417,0.06550031877990692,-0.036092064540442316,-0.029481464173702062,0.04749028727142232
LYPD3,,0.01986964861028717,0.06768428470984961,-0.013086671760778316,-0.0008742247356089809,,0.027930132785641975,-0.014049480691431825,-0.015351718733502849
APOE,-0.0742662606818307,-0.023313075907990595,-0.15112263885489838,0.011256407656924957,-0.016123084033317556,-0.0609768745788085,-0.03313688547661798,0.09548917641971488,-0.07208107328269231
SOSTDC1,0.003914295465460648,,,0.05303536343915928,-0.026981431746620738,0.006696217414466924,0.06527920272352711,0.029826039420131185,0.004440243510350537
ANXA1,0.0487996483635114,0.05081986309857131,0.08222349568980991,0.02344277696278616,0.011880796873092753,0.04528381567698026,0.024091645473376944,0.06043356065949632,0.05080832633971726
WNT2B,0.06213517495878522,-0.028629889480794982,0.025269828020676812,0.06371713314521382,-0.024840308749401012,0.056050657199870915,0.0066939241279322225,-0.00016053605093976206,-0.032082005088288734
AMH,0.037412670851041496,0.04678511109833865,0.010811348963061036,0.06750157616937699,-0.014841025190569916,-0.020736330978344444,0.08946427290143759,-0.013190076259571875,-0.026730462363234918
GDF10,-0.0010080542132055747,-0.019735615763427316,,-0.012587858165070446,-0.03062531730185193,-0.01757969982871804,0.002556582148582716,-0.004759748484688387,-0.042968775494154544
EFNB3,0.05701559639767165,-0.044475234554539674,-0.011356012511711313,0.006228659713174318,-0.007461727848401572,-0.006574427351305872,0.01764760616073822,-0.029955885991947918,0.04088376215842155
LTB,-0.012110756265983603,0.017696956183292915,0.04984163183634469,-0.016263206860943416,-0.02978253273454386,-0.02803387305111074,0.020085143164484388,-0.010909974255302367,0.008571252409020404
ANGPT2,0.048476063994670866,-0.030612022329150747,-0.060522553315956976,0.03776219958591125,0.0388429362961979,-0.06664840103452187,-0.014937164581725016,-0.007496722187565217,-0.015177087996564597
NRTN,,,,,,,,0.004582306303886366,
ADAM17,-0.007291304185439762,-0.022583605571685417,0.01898079594898533,-0.03194532544791699,0.06692262807749103,0.004794994611389808,0.01216112872445886,0.00935815264932383,-0.021026231978901223
LRPAP1,-0.06928539145094172,0.046636411939576225,-0.046507786919759694,-0.014610102411884585,-0.012506184236595783,0.03811021455237611,0.0506893055269641,-0.030791347100954134,0.02893598434239137
NID1,-0.03539150443829634,0.05643083219537875,-0.0533476120514301,-0.014459142667539882,0.007683458232073172,-0.054632652919010975,-0.009666343261067512,0.13109613486325986,-0.06397572268537245
MST1,0.005838152151402926,0.0035684615022093967,0.05525197644124123,0.03146968233650348,-0.00968718016248354,0.0406552835414876,0.07635397148740893,0.06086147180283766,0.05858319366560583
IL13,,,,,,-0.017689394277986978,,,
DCN,-0.1065482912196504,-0.019348166234114554,-0.07719161998389959,0.00030318443441781906,-0.0374267347546722,-0.05765838170055339,-0.020582056877448296,0.046946073780771994,-0.07353953613864114
IGFL2,,,,-0.011080501905488436,,,-0.018173272295837508,,-0.03591182493331464
COL7A1,0.0013556466795881798,-0.014134859488393565,-0.023186799002973796,-0.0040057162951437865,-0.016271702544784824,0.014187496914183386,0.009692418355037,0.01613465880829835,0.0028738335501640186
CALR,-0.024494509728106476,-0.05212290130270176,-0.02798587800306601,-0.010374391454004579,-0.053327737702516705,0.05237911121718567,-0.029685135505270847,0.013258480863970069,-0.05270241493887975
PIGA,-0.05375029405541671,-0.0230351693909824,0.05201702978535684,-0.02216054461849857,0.03641818006537582,0.08678484684037248,0.08290528134745166,0.05121620466625615,0.012872580963088623
CD200,-0.08553358606215376,-0.03825710104915654,-0.012178432462123733,0.009321967296703263,0.003696350664639871,-0.06760970663434086,0.010646119595813356,0.03255818871410889,0.004535473277573419
GRP,,0.024807377680878602,,-0.017203819994093712,-0.01835730660288704,-0.015238550326135164,0.17648346070768592,0.021205879606651677,-0.028504079419924732
CDH1,,-0.028448882524381353,0.03387214808084826,0.01615928217362182,,-0.024798609214710964,0.005551836727564261,-0.040915137748086625,-0.02133756636539114
LPL,-0.08653755142781956,-0.002166199857293801,-0.006546491546982489,0.04846235919486787,-0.014185714271901675,0.07250339738076492,0.0975393132886957,0.20870538769554156,0.03757750871602953
SEMA5A,0.044875060617487444,-0.026373888727683432,0.06248681326205481,0.02815977730455599,0.031242352878111283,-0.06810551538337184,0.036004382628249024,-0.007035476695949617,-0.05770396641308004
SEMA7A,0.10240354449700088,-0.013859552164571208,-0.000343575536360275,0.0029489704273141237,-0.035986287279506875,-0.013163053386445777,0.03618790762085786,0.07340480655545353,0.027301162338089106
SEMA4G,-0.010824499230202771,-0.018523415298152778,-0.0022637288501096233,0.05155403997674229,-0.03239422300395953,0.08898190200514129,-0.0022645837822101098,-0.03299979251635771,-0.032231935467808066
SEMA3B,-0.04172792701915403,0.015856134256424983,-0.009501025660429221,-0.01068462789735042,0.050641865199263454,0.03152039735779694,0.011082846857582913,0.23913228538764492,0.0340399576381607
RPH3A,-0.07638294929709685,0.005354203601107461,-0.058346656902080594,-0.021553903752793264,0.11954231070535973,-0.05119722787232305,0.01730135623146813,-0.0671894549179521,-0.020784816276399647
JAG2,0.0034591442916972986,-0.010680127492273709,-0.0242610805680823,-0.0333355640255382,-0.00706920328280126,0.029359626453749874,0.04221426360324598,-0.036456892294615496,-0.00033478869858266034
CGN,-0.06777851186173482,-0.02609621391144507,-0.02238901966340826,0.005147997289835478,-0.013903096666261694,0.08184172276266845,0.029702537816387632,0.13100778810931274,0.024426999493654844
GDF15,0.03235118174998736,0.04342361073102918,0.08526330842744254,0.026320749962667186,,0.0744129789096974,-0.010213146808287502,0.1284873059902947,-0.010537138885854256
SEMA4F,0.08280282976409953,-0.0034645008189538836,-0.014171412007301045,-0.005809856683950872,0.006298175383734241,-0.04646044989861532,0.015787783095123995,-0.01587137653074927,-0.00623461656549862
NXPH1,-0.006706556120946548,-0.0373177404684267,-0.01797948108720657,0.001292604875739261,-0.0021367349465483037,-0.006009300960591772,0.058609886585623265,-0.11317703003368965,-0.010249960482608308
ARF1,0.05477963588000056,0.0363331228675423,0.02029945773278516,-0.09750420027887996,0.03539615895653853,0.050953784566729936,0.08268402439289721,-0.0007647077592653621,-0.05421323385509854
DSC3,,,,,,,,,0.046023356508601815
EBI3,-0.013566536330131418,0.039813916090142426,0.003973445126977493,0.04659760972367987,0.00424265305870415,0.04317719580906327,-0.02951483478135923,0.04137739288993901,-0.02299223748682011
TIMP1,0.03282090466897848,0.026312046424027596,-0.011260183396901083,0.033673744483216285,-0.025932990824760624,-0.0012447597849405262,-0.044291945930998444,0.17322644826406694,-0.02050706041956035
SEMA3C,-0.009630969020523848,-0.00625348665340381,-0.05951883611239486,-0.032286305214262956,0.005038243767194419,-0.03621478640136998,0.005020560415135268,-0.006075387270942003,0.010158498330522694
GNRH2,,,,,,,,,0.04030407104729539
GAS6,-0.03956245709827374,-0.05379768878562509,-0.009439552349157183,0.036311476896202,0.016162256861430597,0.10739652828985262,-0.059213429763830545,-0.03170944370926036,-0.11087112734236557
MEPE,0.09264379332139629,,-0.03686259388725175,-0.0329859990691511,-0.008673965902534268,-0.027943077726084772,0.03500905517820234,0.014687246950985814,0.016720381522840572
SERPINE1,0.10420535125735854,-0.05181453232668674,0.13845707213100916,0.031606996613443156,0.02050287147559116,0.031494274389457504,-0.0442215094587015,0.052808554371774986,0.09975972574612754
RSPO2,0.05087632035992342,0.05639885190746409,0.016843435412878045,-0.022117146824511224,-0.005807914953467918,-0.03304076583802358,-0.0245972932785305,-0.029035068891476678,-0.0221297814688738
SHBG,-0.05974966019910564,-0.03894654675928979,0.02024035277697975,-0.018820559479217763,-0.02253291516490123,-0.012154794596065553,0.02371959721754866,0.03120264051885928,0.05013106426429745
LGALS3BP,-0.03720573529917361,0.04467345792117134,-0.02801452665622744,0.024572334829954978,0.010608077403841577,-0.015708484101945308,0.003654037818066184,0.12352756102425051,0.06317096728505828
LAMB1,-0.018525594635580598,-0.009962048656608213,0.04016094407195937,-0.024547436356685087,0.03188453704472116,-0.03432117989776342,-0.0024820905285520838,0.18286791735782254,-0.04821414961992282
SPTBN2,-0.016908519788320205,-0.019062715769401606,0.04959669514036048,-0.025336553620136468,-0.0023509273737790113,-0.04029640197207332,-0.022547266825797184,-0.08700032868998815,-0.008970966723092583
COL1A2,-0.036244818826417856,0.06078285113609327,-0.10803595724663508,-0.001569424214298629,0.020691438718619892,-0.005736051945755961,-0.03274551740390151,0.07304429881514768,-0.06552160462852546
DEFB1,,-0.02285434460145922,,0.04644512961482472,,,,,0.01609332545894184
CEACAM16,,,,,,-0.006863119635371013,,,
SCT,,,,-0.00907365313398797,,,,,
WNT11,,,0.07111192963465819,,0.017679750857064715,,-0.016845502404149094,0.021353316873922768,0.0223577213177681
LGALS1,0.038051240142736205,0.0028438034308767746,0.10543536500584537,-0.0015144549259035413,-0.003501990606064329,0.011660648435518126,-0.04345841650475082,-0.018830465253810543,-0.0010350526630532215
BCAN,-0.1168555207279822,-0.006586659148568691,-0.14297262795837296,0.01927101388123086,-0.004818227367569355,-0.02938258657279792,0.055777282549859766,-0.21786923644813452,-0.04710429396628314
ANOS1,-0.08157179443018299,-0.056703379888445,-0.03601104333957814,0.043362196469652545,-0.02815347810690088,0.0048690225866932675,0.04907059121674235,-0.031284072747277354,-0.01308280876027153
EDA,-0.0356513455276798,-0.01130051305707081,0.04608170723855147,-0.014217521168930087,0.03763158168407563,-0.026551600968635125,0.02902455101337523,-0.059466651410874274,-0.025599283304223747
FGF22,-0.012906883680739672,0.05343081091546652,,,0.0882067747799666,-0.02757756783038046,0.029280403926134273,0.002447797226691643,0.05412275824044571
SHANK1,,-0.02550658138029003,-0.02987575115551965,-0.013281314767998828,0.020942899759813685,-0.0170025141993271,0.054628336874413035,-0.015859701267827774,-0.032576371686573465
NPVF,,,,,,,-0.015647088904301876,,
RAET1G,,,,,,,,,-0.029953297678876573
TGFB1,0.09749984108261917,-0.039704307217993645,-0.013738610624979575,0.0036207942665934653,-0.03145092703755069,-0.0050850424822221196,0.0002242678834288992,0.054782062116567116,-0.03361966081155864
MSTN,0.004218673042006054,0.04706950365618261,0.03602344016281108,-0.02397244115876151,-0.00615378100504517,-0.002619837876310389,0.18449366780153656,-0.06643669638954393,0.03681023324120781
WNT4,-0.02283770709132516,0.003564018885313724,,-0.013942741584521873,0.051973296708341214,-0.01686206367044573,0.04145301807636261,0.0025591181959550868,-0.000788978287811069
TNFSF4,-0.035867841587888645,-0.03742674790150172,0.12879566260044875,-0.012230630225879542,0.061173424351866526,0.03202992865189761,0.0335227736455421,-0.003408719014755455,-0.012923602727329004
NTN1,-0.012029754580827598,-0.017403054772261273,0.022542730098817864,0.023032804012354833,0.013635345987720503,-0.05051585464294555,0.014255151512602053,-0.11537591816218164,0.01810746967619968
CXCL12,-0.033305533675304005,0.03230514131303495,-0.01812823827400425,0.048555623302024245,0.028976834929174522,-0.035759765557979946,0.021721237932929127,-0.03149688765414906,-0.07651305487568041
GNRH1,-0.00887883218789509,-0.0018737678349867988,0.0039158530293754105,0.006643945635823592,-0.022443600544979625,0.015664629238469643,-0.010670314962879268,-0.03308991201719725,-0.04374249099144551
FGF8,,,,,,,-0.021597501565929402,-0.0637166124807241,
RIMS1,0.007887999050237404,0.004779617213763005,-0.03537386286824243,0.035002871406642135,0.028749741612341107,-0.0443987961381444,0.007725898292578669,0.02613651313775604,0.016970840665254214
FGF14,-0.019909413121741607,0.014866701891805278,0.04545322460410896,-0.007391791497319386,0.008965764711776809,-0.051438409628397276,-0.003151564772491335,-0.04240701958890898,-0.012413948530970496
IGF1,0.04408228636297828,0.0006783908437148265,0.016588074477682117,-0.02362237151012182,-0.032990137385230114,0.06484257996615612,-0.005919136922715817,0.15303414799593648,0.030553526983781013
TNFSF10,0.0807768913390243,0.015374188805989779,-0.04076826806019118,-0.03657149740008567,-0.0352226332271144,-0.033280021980939295,0.026522484064963065,0.04141689184485909,0.02271949322301378
GDF5,-0.040132772043746115,,,,-0.01621214065137555,-0.012345281036674888,0.0520760964287871,0.044487552490883125,-0.0022461745887322544
CHAD,,,,,-0.0136239680955278,,0.11231017371245018,-0.03557040632211954,
RGMA,-0.13943095531444463,-0.013904469742915378,-0.09562439953471692,0.04965111162195431,0.06319646099549658,-0.053424009673052726,-0.001294361413240695,-0.13134475983173866,0.06854052507566409
CLEC3A,,,,,-0.0051805055851174096,,,,
WNT16,0.003065559208611146,0.006414264758642033,0.05571701124804976,-0.015608264076111208,0.08259592283681663,,,-0.009787761869702167,0.06174024653707303
CX3CL1,0.02054119408780701,0.00805032944826158,0.0729683202973195,0.013956395670420872,-0.01377848218949123,-0.025434610181787852,0.016879176790358146,-0.01613634021047256,-0.010894274895971032
FGF1,-0.0227960747800757,-0.03957844520495923,-0.03203273548797624,-0.008945040532318935,-0.0202466372891184,-0.04544240762395452,0.006408732365026718,0.048104616135798944,-0.061513176928135065
ALOX5AP,0.05017860489770806,-0.009274150039492876,-0.02375236971924937,-0.01789644258305942,-0.02709985167769095,0.02602405206024838,-0.07169885456584155,0.06015845066875551,0.0551677704786175
IL1RN,0.06811717545587906,-0.036807036384350976,0.054829951784881516,0.02077303609490211,,-0.013258450210853688,-0.039043869625402836,-0.005170220114194661,0.029309421896961906
PCSK9,,,,,,,-0.016590237301222877,0.0013812642163792848,
NPW,0.061003945709413275,,0.05768218669146449,-0.012587859351412904,,-0.014767026853027502,0.06704491641672009,0.05046624844578976,0.021998547323075532
CXCL9,-0.053594109963389355,-0.027215873899029092,0.00927151811648073,0.07730072834140968,-0.016212138001942017,,,,0.01869497246426143
ANGPTL4,0.07719933823089949,-0.03002130991476632,0.06766036373381744,-0.007948380694714574,-0.02123473620205831,0.10549008745091992,-0.019745339597921283,0.06525770522317909,0.04660456716689795
UCN2,,,-0.00252822147947405,0.06439659626309245,,,0.0006739360858218388,-0.04282614131454359,
OBP2A,,,,,,,,,-0.0120478126738524
COL4A3,0.027635124217216697,-0.015858934395520528,-0.013499185897105831,-0.018391872789315297,-0.023323524668282178,0.003298342919976722,-0.013128193275787237,-0.059897216309148,-0.04364845520696707
NRG3,0.004655533146538467,-0.003473984049265829,0.004694696650595181,0.015135798498795339,-0.0301708282494775,-0.036950763258447226,0.04838055365777,0.011260040490894737,0.03126810560157167
IL23A,0.0529517011776791,0.012707203180059792,-0.010202944456037068,,,0.028925426893773417,-0.002051490124454091,,-0.03895268726394811
COLQ,-0.02660739377676691,0.02379452401896346,-0.01818662015392754,-0.016510004717722775,0.0021635127808487305,0.03897333381847452,0.07425283082492241,0.019805087235045003,-0.0024468686264042267
SCGB1A1,,-0.023544149179367063,,,,,0.03891061538330527,0.010556412861306326,
TNFSF12,0.06547568629977438,-0.055429116867437615,-0.04298390081808575,0.013693171695394767,-0.013547266972421283,-0.024174549759256352,0.0023283896903395886,0.027357008494169683,-0.048731409569017003
