,ZH916bulk
BMP1,0.03460977861360669
NDP,0.019843104185543633
TNFSF18,0.012524361729875406
RTN4,-0.17786145675691742
HEBP1,-0.002625966274380255
WNT7B,0.007797857614355363
PTMA,-0.03112797559767473
PDAP1,0.01414531927377497
QDPR,-0.03800060886671731
POMC,-0.005131727792567885
TNFSF13,0.09489872878290581
WNT5A,0.010966564575460832
CXCL8,-0.013332972002487111
GRN,-0.06771749454377547
MIA,0.10725630906088379
COL4A4,-0.01499893649591957
TAC1,-0.12379513532191143
RARRES2,-0.00335166814792518
FGF7,-0.026332827230157733
HBEGF,0.08262177107315828
CSF3,0.027493024919884278
PI3,-0.08046862415767544
PCSK1N,-0.13116894614861513
SFRP1,-0.04151493511994427
CXCL13,-0.026991646072309715
MICA,0.021855400987108115
TG,-0.012730357435515078
ADA,-0.042349241323915675
LAMC3,0.022059672753412272
CCL7,-0.005037587002909655
NGF,-0.03771232624511291
TNFSF15,-0.03682847145263023
HMGB1,-0.022697385859278205
ITGB3BP,0.06462521436456466
AANAT,-0.02031850284092643
RELN,-0.017882453622693445
IL15,0.07946345667095511
BSG,0.09333135679922415
ADAMTS3,0.036819596469722084
CD34,0.0012102827725120997
PLAT,0.040470282091433836
CKLF,0.1200080500331335
CD24,-0.07763203100645406
HSP90AA1,-0.18323201907231715
BMP4,-0.017948390120364706
SCGB3A1,-0.04083014925516783
IGFBP4,-0.045610088945106333
RSPO4,-0.02562082724816625
LEFTY2,-0.05571509161348753
PF4,0.07790093677317424
ANGPTL2,-0.03921044625145448
LRIG2,-0.04288808746456858
ICOSLG,-0.016871894998907094
WIF1,-0.03682846843030102
NPPC,-0.04823343165221248
LYZ,-0.08628726543702904
EREG,-0.00171800812213256
SPTAN1,-0.06620956273921695
LIPC,0.03276835899479025
COL8A1,0.06553465847136784
GSTM2,0.0919773003839271
SPX,0.03744521922248286
MFGE8,-0.03546716327001313
TGFA,0.03760532527659301
SLIT2,0.0033247877254117815
PLTP,-0.04119838012588416
APOD,0.031489115061516276
B2M,-0.010255050125450808
OMG,-0.12003833638810094
CXCL3,-0.06322252104005094
CXCL10,0.01949177583840643
RSPO3,-0.06121004418722442
NCAN,-0.05745430631591535
PRG4,0.007217223273379841
ZG16B,-0.017121976302132264
TGM2,-0.04187016582103101
VEGFC,0.0021694770651450503
WNT6,-0.017692138483669982
NRG4,-0.007746193835844741
PMCH,-0.03407314846239799
COL9A1,0.11584068710893437
GDF11,-0.02385042131858612
IL24,0.003918005522006442
SORBS1,-0.02702506792802887
DLL1,-0.011655815708392882
TLN1,-0.013819217497125547
COL2A1,-0.003606973604301212
SHH,0.054641403469926846
PON2,0.13643656154735895
ICAM5,-0.07513779145267364
HPX,0.043992493183989755
SFRP2,0.007546690926181829
CFC1,-0.023542356173447344
CD70,0.02097363337629171
HP,-0.0524716875968311
CXCL2,-0.04879398755017907
CCK,-0.1536622079806908
SEMA6A,0.09490557675563373
IRAK4,0.06368681574888331
GSTP1,0.15787869365039006
VCAM1,-0.018584706815623922
NXPH3,0.08947174124430783
MTMR4,-0.03455464222628605
LAMC2,-0.02562084135236271
IL10,0.04574578695812152
SEMA4D,-0.05775039144244244
TRH,-0.084946269890758
SEMA6D,0.09749760848890278
CEL,-0.02737237354780596
PDCD1LG2,0.03112749446034154
SPINT1,-0.04094543273327838
CTHRC1,-0.005883468367877669
PODXL,0.03165818629843124
JAM3,0.019253099468967087
TGFB2,0.01025182641190504
COL18A1,-0.06524208946056756
NODAL,-0.04405030717229837
INHBB,0.036768795232636604
LCN1,-0.01797083429075359
ARF4,-0.0017705394684552653
CXCL14,0.03169230081149548
LIF,0.10772445003393956
IL17B,-0.020318498760415055
MMP1,-0.04547124245660989
MATN1,-0.018516451949555358
ADAM28,0.028069458831263133
TCN2,-0.007820540339253492
THPO,0.008920291781843375
CUBN,0.0013408128798369813
TIMP3,0.02055791191999831
PIGF,0.015732049587528833
CRH,-0.027415944848924574
BDNF,0.10414637713889034
CCL5,-0.00968963798972369
GAD1,-0.10858930088316088
COL14A1,0.03462957492300935
HLA-A,-0.09943747340628353
FGF18,0.013291560821714817
ADM,0.11131074397976455
GNAI2,-0.09604430338811025
HDC,0.16868557206181456
COL11A1,0.09371253280072735
NUCB2,-0.04060730966741947
FGF16,-0.018245548009338655
CXCL1,-0.03970157747774186
VCAN,-0.08773332020360104
MMP7,-0.07971255599033344
PTPN6,0.0423745807517096
PTGS2,0.04507382576248861
XCL1,-0.0023650130356289907
CD58,0.06893397552325521
TNFSF14,-0.056291146456826056
CNTN4,-0.06153484572332373
MFNG,-0.014983862495442523
ICAM1,0.045528955940950244
PROS1,0.010110141666160605
