,MGH258,UKF248,UKF259,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,-0.01817843502304447,-0.00696518835219653,0.047423256982852977,,0.013137780790257137,,,0.03304411730787575,-0.026017157226452335,-0.013713233276764257
RARRES2,0.018051835212541764,-0.056293294978186935,0.04572156357440969,0.0014368352949598498,-0.007782169287233564,0.007736087555185652,-0.02441797879283624,-0.015618793639920737,-0.02298613002096603,-0.05367413153076456
FGF7,-0.0022908386245820574,,-0.03424735125954553,0.03275700850420237,-0.0037386029235656187,-0.006271569513919354,0.023698458884016588,-0.03465635386830836,0.01281569043663072,-0.010140764699120024
EFNA2,,,,,,,-0.017366345507879265,,,
HBEGF,0.02717804648911324,0.17263997648190732,0.05280380115067125,0.12074499323638092,-0.0043864230877000265,0.030299260190243888,0.020555445749106734,0.06777778678726658,0.01348857253129799,0.1159462466132168
CSF3,,,-0.023028332827274303,-0.0035676808104017424,,-0.03336399684425651,-0.04377875635966025,-0.02125604149008761,0.019996009550813737,0.04076222283996879
PI3,,-0.010880985722818395,-0.03973994998984088,,,0.0121443187175298,-0.04032832877010604,0.023005712529561375,-0.04527137887555552,0.016351194302646668
PCSK1N,-0.006543821534293101,-0.07147234889982432,0.015908154362228595,0.01496755984177558,-0.01269823912304989,0.0009104324559837174,-0.05268821971708171,-0.023890632663200913,-0.03078348167035794,-0.044538900831379055
NTS,,,,,,-0.018255764732968048,-0.02115759650416793,0.07003926787382538,-0.0169017148653061,
SFRP1,-0.009079759963729058,0.031149091566015,-0.016857869470122466,0.11537337363368183,-0.016784319127301765,0.019606670431327692,-0.037880177467369686,-0.006548086974117466,0.02421437084894959,0.022701829677216075
CXCL13,,,,0.11156260523637712,,-0.0390198705052519,0.029929210332041028,-0.034673026964766505,,0.15370679638167414
MICA,0.06257031451855061,0.10442717582197567,0.01985289327261878,0.099799862837459,-0.005038229943217581,-0.0019210426095113045,0.02562104946743705,0.06347052842389136,0.0616241498663029,-0.0354369052721772
TG,-0.02105284949684441,-0.005047349806916091,-0.018192312022059582,-0.03237563980948851,-0.018872412685289667,-0.023082332962332676,-0.02605789296771725,-0.017494048779021547,0.023240241943446042,-0.0416456164110031
ADA,0.06116511736488422,0.12440572240930113,0.03005882513987566,0.14931104575143728,-0.0037013044117518556,0.04816453908128117,0.09027760451047671,-0.004257327183823154,0.013770509006802207,0.06748978391255009
LAMC3,0.09929038598797599,0.24388002447312576,0.03449573372286237,0.1274539615634423,0.0033312164434816972,0.07787365112648632,0.12101471296197766,-0.008005997499847924,0.06653605520219377,0.09619845284583999
CCL7,,-0.029405109388070085,-0.013153012525559015,,,0.03986452317004436,,,-0.003314867558580755,-0.03960527111487846
NGF,,0.07023666211536429,-0.030136911133185174,0.13864941660116237,,-0.01536391602670511,-0.017132912607365804,-0.03649197817980991,0.03158540526432827,0.06661127052164253
TNFSF15,,,-0.014646522752811952,-0.018676362521572742,,0.043016477439370135,,0.014993288938548486,0.02827142160567215,-0.041580217094286255
HMGB1,0.032457799842171606,-0.01290077654858072,-0.004748547840696804,0.2153710475640186,0.035582748951434234,0.023122799886908116,0.0019117646134259368,-0.018517854747099067,-0.026461775439110553,-0.0899718997808533
ITGB3BP,0.06368408106591572,-0.03949900326171791,0.04555385318293403,0.0994688661063771,0.04161609218791656,0.0020764136734758454,-0.022790531857587764,-0.027389155653400925,0.0497694534233556,-0.03939697390400915
AANAT,,-0.009565424094955918,0.03010738072336064,,-0.01685296834100163,-0.022840761305412995,-0.0233703974547416,,0.05205880017688687,-0.01087733258941822
RELN,0.03655527903007013,-0.05482826999885808,-0.023132408330062477,,-0.018657690592845277,,,-0.01594373083234563,,0.025277006301519037
IL15,0.06354575944418005,0.009219680088279966,0.061526214194301466,0.07690433511607647,-0.015630349204753258,0.10426597796062712,0.11159350191056921,-0.032197976727028635,0.008267021014296336,-0.008010363593280358
UTS2,,,,,,0.0025640055675202516,,,,
BSG,0.01797311323772928,0.07112756661079345,-0.0374132910464902,-0.017755796127247068,-0.07826925704519364,0.07261513997665647,0.03839427861955749,0.01630742322622176,0.007266916539729716,0.09305224466821879
ADAMTS3,-0.006888743384632506,0.017112437828932302,-0.022418503251418143,0.029217342449300642,-0.025972595802781096,0.02424596423853928,0.03028135633324459,0.017902063317615232,0.07996381450066306,0.053473293713452746
CD34,0.04235818411165621,0.2101263298337949,-0.02026064929386304,0.15783397783769867,-0.026724435864029658,0.07823848714595766,0.08961660066113988,0.02127212334614321,0.0994927499907136,0.030296005953286784
PLAT,0.049407737970257264,0.15580326503544847,-0.004103133708304381,0.026282509081257174,0.018402861502131315,0.05467077053285763,-0.003954449471952295,-0.05392901001735537,0.03323089327195013,0.05137721695839658
NTF3,,,,-0.00767744085231225,,0.03479414823041805,0.03823549776765951,0.05813237441477645,,
LTA,,,-0.016857868681484832,,0.02705898598642034,,,,0.06625192320895107,
CKLF,0.024868438013336255,0.03230937818006818,0.028015379345201635,0.15450226829852784,0.03986165567040127,0.10233654637434365,0.07730559901510542,-0.02792976125304615,0.03484089108117294,0.0014096014241381095
APELA,,,,0.047331302607118146,,,,,,
CD24,-0.010295731201601457,-0.0055290447776596245,0.0021450648152970746,0.05644960779632519,-0.005568753460963294,-0.0410954679483655,-0.008316548061494868,-0.008760782209279599,0.01660817398236997,-0.04516344356663206
HSP90AA1,-0.08359053581273387,-0.08444945641923611,0.0063481936925477425,-0.010633849793462588,-0.029598565868370362,-0.057308618016762417,-0.11520974086879998,-0.03685904765380768,-0.12471772209616687,-0.11150159042244169
BMP4,0.06332044252017714,0.1822631926868351,-0.039331431337424755,-0.03629974800826142,0.011598986488100312,0.03537810292323229,0.004042895415607388,-0.02629820367203851,0.06847210937147628,0.03647187530658195
SCGB3A1,,-0.01754222424203496,,0.14982287871501873,0.049710042655268495,0.05063419245945729,0.04049954577169609,0.06847040056573214,0.01097734517014747,-0.003589288935225488
IGFBP4,0.04944798046795579,0.2021205825546464,0.06327050949965221,0.13313018434309482,0.04705240386315715,0.1409921337121474,0.08241739939350347,0.0407566984077171,0.07002415977663361,0.11702386972489241
RSPO4,,,0.020375291613194343,,-0.021681757737862125,,,0.0011916499802139754,0.02515044147136263,0.021021973459631808
LEFTY2,-0.020844694113636094,0.19610986665933441,0.04791919384917989,-0.04478480344529814,0.05125363214603419,-0.02210146360144281,-0.019968177172178102,-0.025105013684684218,-0.0270545361853003,0.08709985084422385
PF4,,-0.0305030777293616,-0.011475744298752167,,,,-0.015917457986081886,,-0.03109214078712379,-0.028100169307498982
ANGPTL2,-0.04701387676608732,0.10867992306996015,0.022380761481669075,-0.14161448371640287,0.032341374526577066,0.01632159377981154,0.07063043686321058,-0.03026495977308611,0.07650422020704643,0.05054420662480794
LRIG2,0.03156655503984917,0.020002493495959974,-0.04001730501727056,0.07104983589451558,0.0034232463143140917,-0.018413621935498795,0.029742211237081564,0.04194727519103392,0.016394034856911936,-0.01256594292105241
ICOSLG,0.0025280611139689947,0.08639329337117366,-0.009509286949947023,0.037694580792311784,-0.02474140021491391,0.032823584071554654,0.02775868070805022,-0.011979498263692812,-5.9576197743391e-05,-0.005784358365312988
WIF1,,-0.05488533731844238,,,-0.022280869686884457,,,0.025770829347602688,,-0.03126387992748146
NPPC,-0.02236557645092649,-0.050577679704623166,0.04719545434439647,,-0.011545745210179727,-0.03886678543621151,-0.030116897616139,0.04463612231372237,,-0.01001976229178699
LYZ,-0.037876023855706695,0.1456796602012447,-0.005050138969415873,0.12713974493689076,-0.02600957172385558,-0.0019426218201667978,0.006884424402366361,-0.01903165208183218,0.03524552236655157,0.0840162604674995
EREG,,,,0.009962871524042204,,0.02179854426648041,-0.010337232551272328,-0.022992821218250543,0.043500702908386174,0.10719245502170309
SPTAN1,0.07994913031948521,0.0016822695878120882,0.02745209771195577,0.08044895711531641,0.018898573271840326,-0.014912868053350082,0.025615880278336993,-0.01748852502551612,-0.0005778780452046399,0.005688263497607288
PTH2,,,,,,,,-0.02935829034707115,,
LIPC,-0.009655745993977782,0.01197798782272211,0.03481841780936395,-0.019821667377072832,0.004674628848501089,,,,0.11753022562075602,0.06614910166954198
COL8A1,-0.035913536613854685,0.205127253584887,-0.0360200474356825,-0.12040121096791341,-0.029108215540345105,0.06058750988828205,-0.005173758609068662,0.01165557709246121,0.037084203399109436,-0.12557710437773298
GSTM2,-0.05186437680991846,0.0012607098153055714,-0.04466064947746827,0.04721080104079846,-0.028208827466385544,-0.019695573517289584,-0.04920524020971183,0.004524090608428575,0.06907143841979814,-0.02951855271582887
SPX,-0.03710180963233187,-0.025725737094090737,-0.025186908799206147,,0.020099868254062143,-0.008866578990088114,0.02070959499625487,0.04899221279049123,0.008218091055038342,0.011308558751197661
MFGE8,0.07034810564822586,0.19549041571832054,0.009463546600240498,0.04582431279572034,-0.016792520739399994,0.03180051223487895,0.07309309488254298,-0.014984187522377736,0.0864786671125475,0.02463116869376774
TGFA,-0.04091062404517174,-0.016086817680941754,-0.05348421197433289,0.049553758404126236,-0.03418069612453778,-0.002205927515830192,0.0040183290154931425,-0.01199787938538248,0.047797063247266985,0.060672171490048894
SLIT2,0.12569867048198397,0.06727522094015385,0.0011355368114355025,0.09225035842509112,0.034608840164860495,0.10509609223207132,0.09414390472397771,-0.06748980266536234,0.034511585535157215,-0.013472890134754048
PLTP,0.04652639870879138,0.017497354433914487,0.04627412167658602,0.11134690923888378,0.010728776871969012,0.08792161933873072,0.003604939557406537,-0.0009683877685518915,0.025291301360974194,0.0958874406230288
APOD,-0.0514912564608495,-0.04820044080537707,0.005922538977492825,0.049580499691466676,-0.025492704967986658,0.10392757666032018,0.06557319474179579,-0.06404613586726837,-0.0787982965832116,0.0577270310346451
B2M,0.12582406268597987,0.23285640908174735,0.008985912859046114,0.23290642905177308,0.07746397603592543,0.12761428155329163,0.08602660773847948,0.014371539961643505,0.05334179403106828,0.13330900424583744
OMG,0.0013743800844176503,-0.0797406483255909,0.03278401343415773,-0.03316547260736061,0.001126675339231389,0.02784159607420045,0.07550475180574576,-0.01251713556818852,0.0019665311175065077,-0.0793767745114593
CXCL3,-0.01695392647186431,-0.05227061809013302,-0.05262358527801704,0.15087617966036965,-0.011256683260452602,0.02719595366008804,0.03700985997502578,0.033020936728812206,0.02671823915322439,0.041735060154272585
CXCL10,-0.023932595115285466,0.007530320616849721,-0.029443301416863018,0.026947423613165655,-0.01788823195946559,0.0230814322810053,-0.021349925574512343,-0.025224527538146777,0.03291668665779665,0.09581291826563072
RSPO3,,-0.0399431008946428,0.007868211601033426,,-0.011763017055854972,-0.010774188941506262,0.01415068290753588,0.08460260539601433,-0.002943652276340607,-0.010199990977025963
CORT,-0.021052853902304512,0.030169734223214843,-0.010677295810906907,,0.0792328881828529,-0.029687725848972227,-0.01665681076006051,-0.006748523194318368,,
NCAN,0.009869859385449918,0.06787981076097863,-0.03401881380767384,,0.003548976291241061,0.009816675143238538,0.05739328218475926,-0.043512154095503776,-0.019788492038815848,-0.005867732938341535
PRG4,,-0.04422177279930359,-0.013153014575260769,,-0.013752911436744552,0.0025967541036698,-0.024578143574108514,-0.044021193320387404,0.05582295147415354,0.0266366912292154
ZG16B,,0.07368089136773419,0.022183960503416866,0.0788113341325272,,,,,0.10666729313599553,0.08315852460852728
TGM2,0.015146955300717864,0.09779352631819849,-0.031048994558607275,0.07043056126140206,-0.008560020151820195,0.06116202482202476,0.0158498207063555,5.656125832626379e-05,0.007696146571858182,0.12158214775623948
VEGFC,0.1305894706845892,0.05497602660646663,0.0014903193107918772,-0.055262240142902465,0.20269701819257105,-0.01963093984065137,0.01674871743348059,-0.03150678533761565,0.1081237771939072,0.007452285941520956
WNT6,,0.07518545046379432,-0.018192312777414024,-0.06606272192069394,-0.01224938340981578,-0.016268233344333898,-0.004980162402667551,0.020795052192870585,-0.03336751767560207,0.09746157212970501
NRG4,,0.02638697792843137,0.019664215499994833,,0.003907447753610776,,,-0.024377523867130775,-0.022158171757385804,-0.03725119116407527
PMCH,,0.09614950961794598,0.05755624695536353,,,-0.026463619733636402,0.11734452821337239,-0.014035571752314738,0.05193047361090061,-0.015922646251522888
COL9A1,0.13739823623638805,0.1546870056776546,-0.01671900010114636,,0.09063370733343896,0.009940546301744714,0.07560966226246486,-0.05403238944534327,0.01270830694650601,0.02787611329120058
GDF11,-0.01184297805444414,0.04025713976352949,-0.0017862995730361703,0.017820457140719302,0.010209244848206773,-0.00449365165676738,-0.015360520262028577,-0.05921083828903149,0.08161597134100135,0.052096612404020394
RAET1E,,,,,,,,,-0.024307356979795067,
IL24,,,,0.008371247494464207,,-0.01973063718139894,-0.015663662211227003,,,0.007473589208421495
SORBS1,-0.03249248037263552,0.11661785455321357,-0.01201019386889818,0.009941599932974273,0.07161187560292039,0.03813234144650561,0.00020156250129776585,0.024524008125261586,-0.012393368955762202,-0.1164699990444523
DLL1,-0.018499847772615912,0.053499050002100264,-0.052279519602380274,0.04644597840802387,-0.013631683716058034,0.012306825024107916,0.08788895610478464,0.02785790628234772,-0.007936745216939987,0.11403957797786281
TLN1,-0.021181391026479465,0.10518637784795079,0.003076191254634395,0.12446760813737211,0.01168505125970631,-0.04422832174777761,0.03385777289729225,0.02405675638828474,0.03226205644455812,0.08413880671681397
COL2A1,-0.01977401389084365,0.08263120709449387,,,0.10688395776008944,0.09424768491791792,0.040895187689132695,0.0355966680352696,-0.03224762554806722,-0.03356132380036125
SHH,,,-0.01366814168541436,,-0.010906651365366232,-0.027363459703839386,0.004380508403450164,0.018509299331798124,0.004065301697662237,0.06679144703287533
PON2,0.038215051806755836,0.06572338771154741,0.046188269378127665,0.17315271211160624,0.06899053666822215,0.06804925921984044,0.07482220281912688,0.05097059206729528,-0.010564237513935024,-0.01921717629459564
ICAM5,,-0.009072374236658843,0.03527001196063231,0.013146047954718104,-0.021300100972264126,-0.007206575834081295,-0.017971494699348608,-0.02237813919346635,-0.00235116953325147,-0.00427604470006678
HPX,-0.0012849714773892672,0.025928126005345047,-0.023845623939891532,0.043645041321238434,-0.027722531003368286,0.1025914638987108,0.03441325644689463,0.04296855696205363,0.0471625219332846,-0.005746682662033436
SFRP2,,0.09397736730007576,-0.015566532165081802,-0.026419391980556692,-0.021396058819318983,0.06212787057204769,0.010642681950544478,0.002797863416037555,0.03537698245833904,0.012202831716262127
CFC1,,,,,,,,,,0.03053342104848799
CD70,,0.0871082104934922,-0.026458675567648426,0.08349034454395181,,0.0012035249842364344,0.02623578284802341,0.030935519452527246,0.027908375493617403,0.04365087823404183
HP,0.02155404244376628,-0.017983657965822384,-0.03275832979823284,,-0.038096371038578984,0.11154821562030366,0.0407753094638067,0.006172285040483683,0.005150921683219023,0.011435021269131575
CXCL2,0.0446830073633745,0.04983932554595503,0.012806986487004932,0.1913127166680928,-0.02158688440563317,0.055794343181246854,0.02146514135324052,0.07647563621190512,-0.0027036556288866998,0.10403188367531813
NPPB,,-0.037935433279203075,-0.035989114756573,,-0.014035395331202521,0.0003089958353490474,0.04037376153405951,-0.02097761262553415,-0.02247699748739535,
CCK,-0.04523952130937853,-0.015966134840932258,0.0316614794515008,,-0.010501131734019368,0.007448269313849276,0.013964393557403424,0.03567268622789205,0.05817699945201052,-0.05044231508002968
SEMA6A,0.032943026229565325,-0.012109311164507867,0.07410124194962542,0.13403191144729687,0.03731755334399566,0.03269646848804333,-0.04068491861470361,0.03279184640144229,-0.003462325944959125,-0.011996931770957654
IRAK4,0.0164760420270475,-0.0038411536941354235,-0.0010063751509632923,0.027536363388896222,-0.04369298418691738,0.030224847391738356,0.027280163512834632,-0.03398726495771761,0.030115392339967316,-0.05675218437776649
GSTP1,0.0550035295177527,-0.03641205055999049,-0.024728982780408068,0.04459307756539815,0.03880976111609739,0.05323340433263578,0.07567808142612571,-0.03469553681625459,0.01852735647583206,-0.013436853460557292
VCAM1,0.04807734423067978,0.03252288583413726,0.0018022662955594908,-0.05825776551928654,-0.018131830988710504,0.0394849717171144,-0.001940719441730056,0.03739591699705432,0.04216552028882522,0.04283896352172525
NXPH3,0.030901142405412686,0.03244102980878124,0.00532415650884608,0.012288519300696356,0.03560175873515363,0.09321937231115736,0.06364710038520058,0.036886616743161,0.026766382490377254,0.013574418063561933
MTMR4,0.13146977230941634,-0.02959407482237635,0.02493559383919617,0.012485979265911069,-0.014729946640519865,0.04628256714387985,0.06906199815158595,-0.02411433398099309,0.04247533066225209,-0.015865112297667062
LAMC2,,0.017357488109841456,-0.03055069632988451,-0.02278661223851428,,0.012287692559481618,-0.020570783622618445,-0.013623711623429017,-0.042825573061600584,-0.03587151155144049
IL10,0.06316849805954,0.08176374170031395,0.02104977021980982,0.0658912911219048,-0.01256367424277226,0.07935059029963283,0.006323614597036478,-0.010276874744712053,0.11140971672881513,0.12461471459750553
SEMA4D,-0.0012668941648494535,0.06079778580528876,-0.00527708048723148,0.0832454536884526,-0.025536714971650065,-0.012690180217386497,0.03974011767326208,0.02600137497772234,0.004033694792886753,0.041099602683778214
TRH,-0.019330561054833315,0.015494822451613467,-0.013732572343056531,,0.07041069857119651,-0.03838112055145673,0.10091780266868605,-0.014508588615831285,0.12435541161151743,0.05928601852228971
SEMA6D,0.02403491145062848,0.040035919031264466,0.018419248303516152,0.09847506764756617,-0.019063501506686863,-0.02088522273607149,-0.04479183526671003,0.008021820083955798,0.016587797807078065,-0.05243873675754689
CEL,,,,,,0.012509535422825038,0.10288445913835574,-0.03448734651668083,-0.014542160734094912,-0.03832381616226344
PDCD1LG2,0.02860726333625688,0.07123324356059015,-0.013232892940292411,0.0026923293648051573,-0.004908624354883607,0.057358934393582715,0.04937981691158156,0.015748489193529478,0.03517799685230949,0.028779800892536817
SPINT1,-0.007358586002339292,0.065380220710405,-0.03808812839129216,0.07986202144964483,0.017406454561495796,0.02938284431482205,0.021314087800045185,0.050582858818186596,0.12976024715918116,0.05749676350210726
CTHRC1,0.019343764318399542,0.15993800674954078,-0.017186700736727647,-0.1571306213128614,0.041361569194292444,0.06047584424579703,0.09808000390325015,-0.0076365768390950755,0.04031245423490596,0.1031270935324711
PODXL,0.04017498131815299,0.19183317600948643,-0.008046604281243297,0.08202865517088365,0.003221561520061288,0.06028190036386651,0.08982304877239657,-0.04471708382510458,0.08835964499503911,0.10208192998754623
JAM3,0.009881596224715131,0.07814818463256674,0.05683603460347348,0.08251753634938004,0.01802531504569331,0.09284489797262693,0.014910450981479943,-0.033538671842293526,-0.02221887914485664,0.08844739025523804
TGFB2,-0.10854546543421036,0.10446237423308162,-0.023561470705669697,0.09645399717264078,-0.055167109847455084,0.05215294995086967,0.02701369843182463,-0.03980670390876336,-0.005542294202189898,-0.03922430444706283
COL18A1,0.07528661202227611,0.21709088501519452,0.019780023387956387,0.2027870017792514,0.04858398960623466,0.09077892128866016,0.028960081349787004,0.044383303756078955,0.06534069382425427,0.14516556147827508
NODAL,0.07416821577474646,0.11929883037010318,0.005942507218682384,,-0.019295491762675074,0.06412350077927055,0.0016386091761722355,-0.015579736038647674,0.03989004510418543,0.0035785964603001954
INHBB,0.023149127832295033,-0.02482832570116622,0.018085202829236816,0.14416917544278474,0.00265872121530281,0.059144268426701355,0.028497663620019403,0.042139545214110216,0.0307043631161651,0.06345314489785998
LCN1,,0.11939177530700758,,,,0.14738327869330897,-0.018272034012226886,,0.007555834646021539,-0.025160804869132157
ARF4,-0.018932511653128734,0.0529111165985844,0.0476304783048769,0.18000021571728544,-0.02797555532475839,0.1002241169680361,0.05452123823369651,-0.024605764715955887,0.009473068170351115,0.021223904192758745
CXCL14,0.015293323976381498,-0.009871562778052373,-0.0004412096589877623,-0.010049226862704359,-0.04632112529577807,9.563715256388395e-05,-0.0484007701412549,0.05725246337928507,-0.030217111077169994,-0.1188053774596228
LIF,0.010591874962970375,0.06760388950988386,-0.028086760028963004,0.12644673185359856,-0.023244297960063595,0.020833615613812122,-0.039569530513804484,0.0050214473810377335,-0.050906995484660475,0.0412157222173209
IL17B,,,,0.007833791573409911,,0.0037110377631805087,-0.01542961567585701,-0.019382639332684085,0.1056202149654696,-0.02844774896219184
MMP1,,0.007656744534230176,,-0.1571804699449219,,-0.013768271581435508,-0.03011689566362041,-0.014035570640783337,0.10463750441939307,-0.0074873744853240195
MATN1,,0.10198503410106098,,0.027445473287132732,-0.01142784311824635,0.0839990324215185,0.07196556983998605,0.05304126587158821,-0.017299003620159004,0.1734433464574436
ADAM28,0.008078690834954145,0.08897630114549664,0.019030203255712235,0.0580176095247413,-0.03410075929246265,0.038500964197924405,0.024692268212783516,0.029397570477644547,0.01771126541942855,0.08149296335314048
TCN2,0.026431545803782153,0.13283125667066276,0.01072713964698145,0.0939990287553817,0.06910960768501924,0.03712085174058429,0.04817472240780342,0.008823794960899344,0.06378178533197677,0.11760116453554746
THPO,,0.005883073244657321,-0.02772915948937077,,-0.011427844430991475,,,-0.01732815990485047,-0.03314621150520944,-0.012909625442031088
CUBN,-0.025090993377421923,0.11273003458191365,0.06654473389899157,0.19288709552464658,0.0105045261146973,0.006272572267016858,0.0742752174401038,-0.03963407223518652,0.04147044222910988,0.037721106080473576
TIMP3,0.02754960398037501,-0.014488195630792195,-0.03379097159894892,-0.004143054815549895,0.034591660950486325,0.06160832839924636,-0.014027727735804265,0.04651873532767327,0.027933584716365846,0.12063786605933394
PIGF,-0.026446058168236475,0.055609426388575856,0.009445165723511612,0.14354270064543193,0.008880027201650839,0.002377150893442444,0.031257064362748783,-0.021196950430401224,0.002460632520445033,-0.08223920544219526
CRH,,0.07594224591711668,-0.015416798759016487,,-0.015630347764484246,-0.053338411090000815,-0.008266731065618513,0.06616149274387241,-0.03775256187513063,-0.047859957464276376
BDNF,,-0.04090941538440024,-0.011297501090921522,-0.006704819566112278,-0.01287068792269105,-0.0063079903842419485,-0.009720657259982566,-0.011907687509646311,0.031125158369398748,0.06261860401223356
CCL5,-0.03687134476841571,0.0663924007740927,0.0025992647481249674,0.16562895461087332,0.027336979652774863,0.051080843505040455,0.024070102483607546,0.01874898752916306,0.05914385608063463,0.152667744242587
GAD1,-0.06180754089883895,0.03543743369655284,0.0020437440084850435,0.07995012668290796,0.0033735206390176245,0.07392057485186967,0.015085099443807579,-0.034316335351093255,-0.020831037382811356,-0.028392776528617245
COL14A1,0.12864127150147173,0.013946390470215779,0.03596323065148904,-0.0032476133539418276,-0.01695085334561297,0.06520974853570195,-0.044273006423809456,0.06917614243449736,0.03078734907618212,0.007003566441382147
HLA-A,-0.009301614310514237,0.08931390540460903,-0.05868652755203782,-0.04760374713913741,0.044841906027525906,0.05621677340810309,-0.051442803079929746,-0.01638781644910169,0.04839424130464887,0.1309171271565169
CD5L,0.038670330676343866,0.048333717760584864,,,,,,,,
FGF18,,0.015299928236772448,-0.012248531323671543,-0.038683235759341426,,0.009279929132860524,0.029790170581862077,-0.02425446480759873,-0.025175746546297225,0.037008024125868164
ADM,0.09968973276709234,-0.06709802204489482,0.013168664280328868,-0.11418133407662977,-0.004693755817796121,0.02154928849327985,-0.08329014327540275,-0.02454161865305211,0.047401977378336464,-0.032118583418955966
CCL15,,0.08783580743701497,,,,,,,0.05430393136847862,
GNAI2,-0.04991484587111757,0.1486924408391248,0.024748309778687645,-0.028851873509092928,0.04190292981284706,-0.02689054852952241,0.04954422304396728,-0.004403147102053974,0.05534629394363438,0.04527574931810829
HDC,,,,,,,,,0.006307907531233776,-0.025924707547634047
COL11A1,-0.02434544255629711,0.029420548666466536,-0.04505399553011659,-0.0896264873589124,-0.022976877364992068,-0.014436153014836433,-0.01814650685960353,0.034015272604541874,-0.0235124637077242,0.10597449476170544
NUCB2,0.06732822234877588,-0.07852158169971192,-0.05517246828175645,-0.02586077786634806,0.06440527325811496,0.011288424089177206,-0.014018712028836922,-0.003328591152030561,0.0008568967790045341,-0.05777499390430369
FGF16,,,,,,,,,,-0.02554542909727659
CXCL1,,-0.029558575671482065,0.03952929706862976,0.2660841280303125,0.0061155013751985725,-0.012477042027678586,0.014639208229937344,0.013189103534139362,0.044020859318251275,0.09565576414578125
