,MGH258,UKF259,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH916T1
TNFSF13,,0.1241578341483183,,,0.000679620109894521,-0.022315669761218557,-0.019180695203670065
WNT5A,-0.005454998488713926,-0.045408253571348096,0.00860729568804004,-0.032324300442967045,0.05435960584886045,-0.05838956783546327,-0.022296997855015446
CXCL8,,0.08298486714535498,0.0857505470275645,0.07890156894393158,-0.07702903985337951,-0.056500235569524236,0.07757261540614159
GRN,-0.08962216772275895,-0.09993140337927346,0.08972723122327635,-0.05300426984988741,0.05674479217254071,0.006073748280736204,-0.055200275336091655
MIA,0.08398082113490025,0.13750027089596875,0.06404685330613803,0.04792565433482664,0.015140142517991026,0.13218260522946831,0.03629324958255553
COL4A4,-0.01246816411281171,-0.0058858247341239955,-0.014474172125517151,-0.01386422210247525,0.019989717926813717,-0.03511474306488081,-0.02154203471955581
TAC1,0.14579498335502686,-0.07784716848091833,-0.05935855795951386,-0.03319067163069928,,,-0.015474848636721751
RARRES2,0.07296484096084499,-0.030928365875747467,0.08807700549829318,-0.05196712171136646,-0.05596208591579689,-0.0020206841972147693,0.09004411892370599
FGF7,-0.009153781331058422,0.02630182679475884,-0.04124918674471355,-0.005925703414581371,-0.04731248108766587,-0.00704304363231842,0.08626598462823458
EFNA2,,,,,,0.018769151513586567,
HBEGF,0.004974434650961294,0.06955570746175051,0.0480189378370435,0.014340846186251149,-0.0016860827653431948,0.0364808315064486,-0.059006185193367006
CSF3,,0.02181433756779916,0.035992326297801136,,-0.07190823869115025,-0.042398535702801735,-0.012393585473171648
PI3,,0.060540116425488656,0.07424525615016651,,-0.09519992460716101,-0.07479360070191458,0.004125436516804954
PCSK1N,0.021123741995873756,-0.08868636275660342,0.003559236329823416,0.0013599707975938524,0.050725435678081326,0.029607613103570993,0.08204470615287882
NTS,,,-0.0188220051578924,-0.015838262139504462,0.04999363685698744,-0.025394238027087717,0.14070270584874142
SFRP1,0.002691597051570292,-0.01818520935483802,-0.010412360915935726,-0.029408330036724373,0.08464315040760648,0.011851447332241069,-0.017926727975863206
CXCL13,,,,,-0.04291334322687875,0.035559504811859634,
MICA,-0.016358218120611126,0.05287696750773506,0.04323711652227464,0.004399607700478782,0.021840733751695575,0.07275147435036212,-0.009014960587452409
TG,0.05173234345238944,0.009208112824717422,0.002227788697613094,-0.013378606495532153,-0.008619391170204759,0.08974613834852298,-0.024169855654668358
ADA,0.04377368259028306,0.08205357151059098,0.07206432084713364,0.01110591346028685,0.001410096064729909,-0.029292191523791766,0.024264259460984764
LAMC3,0.06407257426773595,0.026073838743433688,0.08957644617628237,-0.021883655329088755,-0.011888261669502954,0.04227605115167082,-0.029801022149201568
CCL7,,0.06610009808303527,,,-0.028633721820682294,,-0.012987276207514708
NGF,,0.04975132064812247,,,-0.03306965640013667,-0.020563642981046144,0.0067399236339517055
TNFSF15,,-0.0157997475927988,,,-0.02791466348551446,,-0.03431463226835156
HMGB1,-0.03579244169219812,-0.059933473404835874,0.09831989015059003,-0.004673978511074775,-0.02225179208067512,-0.013599670308442238,-0.013373672689010149
ITGB3BP,0.01763435034001232,0.07753403316827215,0.07517864321416695,0.010605159911975467,-0.02576098134129144,-0.02041001219014443,0.04346240540433956
AANAT,,-0.014376155948068438,-0.013813097164944972,-0.012031459006251787,-0.025119853468772328,0.0007391701739924353,-0.013741079825257248
RELN,0.03420438354842246,-0.02495378725700438,-0.04053196107995315,-0.01609094177863898,,,
IL15,0.04161225657953162,0.021643223231774554,-0.03603018618535749,0.004460134884204561,-0.024983490013207026,0.010072347471651345,0.018795912643245784
UTS2,,,0.010194581071724246,,-0.02139139369015348,,
BSG,0.10023307990141235,-0.016376116809559804,-0.010401100866989425,0.07910764956809443,0.002679118261865946,0.024923858878566522,0.01296277478067302
ADAMTS3,0.047247238203547655,0.04929319050708841,0.12112929191022523,-0.021449176602892247,0.12492804448544147,0.02806965775259599,-0.04967327812862843
CD34,-0.011879782263486556,-0.02229757674302054,0.08162226521544073,-0.023673014261146107,-0.0031742358534044006,0.06135041889704032,0.003883053334006664
CCL23,,,0.08212641035417868,,,,
PLAT,0.02437842739757205,-0.06836701869137933,0.12313422580085003,0.01632709844899364,0.12145927819192831,-0.005232874070989657,-0.03220527402644686
NTF3,,,,,0.05996895841267947,0.025641617811974483,
LTA,,0.09072132621108397,,-0.011587548897144861,,,0.02562203939249363
CKLF,0.003382879351414471,0.011300949514497229,0.05770577735712331,-0.014950217780474034,0.07111016860604126,0.08696858252461714,0.014367396366286983
CD24,0.035139357026903024,0.058289400255497954,-8.140778161016942e-05,-0.05260265146105362,0.06248080347494977,0.05619466895402139,0.001278814744021877
HSP90AA1,-0.09077052313901485,-0.04263118143491537,-0.11119405963565206,-0.04351526246913186,-0.08164451538717316,-0.0836273398863732,-0.0745789268133294
BMP4,0.10233612245394934,0.014397136828685028,0.002400264458245651,-0.015547858349645872,0.009932339265733935,0.008817912823411498,-0.01621032573061497
SCGB3A1,,,,,-0.0032752902573286685,0.17732388333098933,-0.027230845960791648
IGFBP4,-0.017908984630454424,-0.015291152066473853,0.08573246483239957,-0.016295959106440237,0.05997423548588,-0.016962265705842194,-0.04234614038144311
RSPO4,,-0.027835647671377712,,-0.013477024799400628,,,-0.024390888593464773
LEFTY2,-0.028170828930925925,0.004450781077059514,0.15562409117883705,-0.024199190180802636,-0.024306787312823767,0.010695536016379275,-0.020417053147754265
PF4,,-0.012379311213985864,,,,-0.019104803175781532,-0.01849341833485133
ANGPTL2,0.03635626261536081,0.01684802723158716,0.06408858711133379,0.008213200751794521,0.10408918993370206,0.05279510643709206,-0.04127772731005551
LRIG2,0.0029077106228515863,-0.009325495366236206,-0.014772241519945972,-0.04770440979929075,-0.02782991338240893,0.0376561764495295,0.006865912286985248
ICOSLG,-0.04832142586169424,0.07740743300123547,0.037227736616646516,-0.04440403963526371,0.022881616440258153,0.027963901234994638,0.005572686121003272
WIF1,,,-0.061234099891407164,-0.010399900825166036,,,
NPPC,0.03708259142264252,-0.004234886849921508,-0.03719121751093912,-0.02028690207916623,-0.00022719157112353802,0.03364534906398497,
LYZ,-0.06457414889426774,0.001050710041618798,0.09070057801407798,-0.013617510759208345,-0.020145970420170887,0.02727660562149296,-0.034410536681773546
EREG,,,,,-0.05812132096506574,-0.00023142513613025385,-0.027929345435099544
SPTAN1,0.057620330714488806,-0.09342828608898211,-0.02971855693310481,-0.08724589349858033,0.017335962270129818,0.011155711555296162,0.02940980936082303
LIPC,-0.0364272604051424,0.02941978744090414,0.051669683148598974,-0.0010591525502013713,,,0.012050903960175111
COL8A1,-0.02923659719827137,0.018502036534793972,0.04464536422843056,-0.010730157208912908,0.04487367473084833,0.06299116220835003,-0.08898742225166738
GSTM2,-0.006737667165559832,0.016569421744244882,0.00047714055222241865,0.053307230683220054,0.03586434319180543,0.07536259804270065,-0.029621003456940773
SPX,0.026928079004721606,0.02022723108613178,-0.040205157936466375,-0.04214504410235629,0.190106034353142,0.11229188736320443,0.11934987385379628
MFGE8,0.06969578770398246,0.003801768233686156,0.037152606177265284,-3.529816611385727e-05,-0.04485625903652496,0.012072670624793693,-0.02121970165115547
TGFA,0.025668605999681578,0.03621364931133306,0.027388595230981708,0.06624272105137273,0.05866872178549458,0.02410470010534061,0.09880121128520386
SLIT2,0.06692104916617253,0.020124892273983522,0.038436285161840104,-0.0033186635091590057,0.08721659792773194,0.02716386609847322,-0.004619194819872832
PLTP,0.060728976764674106,-0.08687188703962706,0.11080794175548475,-0.010109519131269212,0.025339021152104915,-0.003562700315346814,0.03553571931828952
APOD,-0.07352089919689563,-0.06584112148917008,0.011567732244274704,-0.04524925775899173,0.0035214578416976282,0.0501457549627714,0.04486014302625533
B2M,0.09623856150224784,0.01728251774673473,0.11913372998036642,0.018013119052449462,0.031774058200460004,0.028090682918703192,-0.10665480319323409
OMG,-0.01806612858290302,-0.025525919570801116,-0.06865051911232271,-0.04060740968714512,0.04813188063630176,0.06305271614571764,0.12389104794892336
CXCL3,-0.02291260115128998,0.06301343641058466,0.04704301620271622,0.01565083399472165,-0.08252474272570637,-0.003980825480297216,0.013016984907212804
CXCL10,0.056344921326414166,-0.0011651768682306386,0.08862188571978943,-0.033392241613315686,0.04738490445378387,-0.009804223816744978,-0.06038281040459971
RSPO3,,-0.014376154885833279,-0.022681837975697013,-0.020355008718934246,0.16641252347768956,0.005278449292072564,-0.013179545812681118
CORT,0.04179731185050364,0.031652280365952565,-0.039256002349457725,-0.03899512746795897,0.052581033991390504,0.10539559494814812,
NCAN,-0.007911681309332954,-0.07346689513387418,0.07533126299638115,-0.009615599552252082,0.005056916803875718,0.05206339378744269,0.07696247388106578
PRG4,,0.005957734795381405,-0.019648634044797286,-0.017223102676103202,0.1398229161115227,0.138338304643769,-0.029855223200092856
ZG16B,,-0.016467657675165136,-0.0033337180181261454,-0.009207359498882016,,,-0.016433475247258827
TGM2,-0.008167475081606033,0.03231296470687754,0.05261794112725679,0.009725758254458292,-0.025884681197600356,-0.04000889058437702,0.021501385312270884
VEGFC,-0.012417081772685712,-0.002340932564699859,0.06506669993547629,-0.013530910965976443,-0.036849955046218096,0.01258202133233235,0.051177853736150865
WNT6,,-0.01962472286858711,-0.019321858705762113,-0.007199970369944837,-0.04274498882191906,0.00857494321492809,0.023388949206462836
NRG4,,-0.017268229916421192,-0.02447362017798106,-0.01768882840159485,,,-0.013179547289793762
PMCH,,0.0005679377668934029,,-0.013477024148988617,-0.029104207214175358,-0.013620679347937124,0.0026050228558273493
COL9A1,0.1241204296169522,-0.018035405813395224,0.045045803872794284,-0.02467692599653977,0.0448975828975734,0.04236242284025547,0.011981677083549556
GDF11,-0.0014247903280188402,-0.032821502715274314,0.0778718862131041,-0.05697584296251014,0.02810192355175639,0.00025836852244920134,0.009187590159725464
RAET1E,,,,,,,-0.01445786973369428
IL24,,,,,-0.0216993955768363,-0.018800186802382768,
SORBS1,-0.06480879999758861,-0.03419350393838284,-0.01739334894899258,-0.04515327491657626,0.041590572020066045,0.034803787492982255,0.045235310428670225
DLL1,0.017110587647873668,-0.010932895627659988,0.052220259815228084,-0.023043975804393498,0.041976863044722784,0.049526687171973685,0.10793829176682171
TLN1,0.052407378773710794,0.007555933807311227,0.08673850033474649,-0.002723530819179212,0.0007425721002199041,0.00763279092201542,-0.06231574438245386
COL2A1,0.11380931975354605,,-0.018135942447716286,,0.06114927636829736,-0.01344348724769593,-0.019180693720936098
SHH,,-0.01474433162988793,-0.014257054396151485,-0.005592898986964024,-0.0005532915377261133,-0.0055267893206365805,0.019376889221954376
PON2,0.033286714722941736,-0.08498836064722441,0.04329081809325523,-0.005589085485122506,0.0005871888693402073,0.06922326845334781,0.0993354097528826
ICAM5,,-0.02298008734151387,-0.035439403839222096,-0.011924684564720463,-0.021044720263206182,-0.039034168710499334,0.030753448097252695
HPX,0.03355663855655105,0.044490496263680096,0.07898072257926582,-0.01806887236402373,-0.021238847245594702,0.043464518890710215,-0.03041496865133328
SFRP2,,-0.01679219588528325,-0.014474167863399348,-0.015059223542661997,0.02225188648574388,-0.012864234649643142,0.06588054001569983
CFC1,,,,-0.011587549597440301,,,
CD70,,0.05415838165549218,,-0.021614837173924126,-0.022804866466266525,0.0371459260153572,-0.020107780753525418
HP,-0.04447315771663717,0.05141731550542279,0.03965737868560569,0.0027407595461326427,0.041610165830893525,-0.00046199332963526993,-0.019715161241928795
CXCL2,-0.0061975770849777454,0.011815592111473417,0.051413088977293915,-0.02668888095439945,-0.027327116920099818,-0.04518428224978008,-0.07019186006386889
NPPB,,0.14176873172191087,,-0.010146529677957287,-0.057169807374045666,-0.046560855879461516,0.04848377210040463
CCK,0.06088984617354843,-0.065957703343542,-0.06205907060128861,-0.04552717020905444,0.05950016213928712,0.09808889100119672,-0.017343439325800535
SEMA6A,-0.0319684021738988,-0.019860379700575425,0.08238920046757639,-0.03549425698647597,0.04838598261267401,-0.002388755192144726,0.001377303555070739
IRAK4,0.004442545953993363,-0.022274400687244154,0.08536066499263764,-0.05965109369424666,0.025731078738557303,0.00565658339436685,0.010282985626491502
GSTP1,0.07394915388174135,-0.008495697464068754,0.07234276322373405,-0.009364047885027885,0.011542790590451374,0.10161949729339496,0.08422415813508098
VCAM1,0.05639072284312045,-0.0593136239366509,0.06938126395226268,-0.019552479048485668,-0.040540429857656435,-0.040120003857281504,0.037196121031447774
NXPH3,-0.0449791803281117,0.07852497963538474,0.05230796245501858,-0.01038967727088568,0.014087504120420164,0.06871626965822766,0.07567626438186024
MTMR4,0.046736489815756586,0.006138926190347928,0.0463500401452803,-0.013658007296029392,0.04071212023917061,0.02116519376331147,0.0522914938353081
LAMC2,,0.06679015158837966,,-0.012773348875231749,-0.02667742738808899,0.0912375444268885,-0.008239049039469336
IL10,0.03482165039802979,0.08467382305245036,-0.02379840580870867,-0.01622866970915218,0.0014012349934934638,0.02885922670509846,0.08735888748392573
SEMA4D,-0.08739546554673702,-0.016069088340506722,-0.03763946983914157,-0.02739303129846804,0.12292433433457062,0.017072853654147895,0.008476673988510675
TRH,-0.026124534408892657,0.04069496878870883,0.026732268678230194,0.06552240843698898,0.007890361807350647,0.025878987671245118,-0.014974381423491785
SEMA6D,0.021043723320482453,-0.06175663052512917,0.05003573582281183,0.000442362647798144,-0.0275034504009059,0.08176800687883339,0.04872154386996418
CEL,,,,,0.020745647767571283,-0.01717157879602704,0.07392182027282287
PDCD1LG2,0.044355277106401386,-0.027290735354555475,-0.00743297609398368,-0.039639147336892964,0.014581448808818863,0.06461262062252268,0.009114347469391397
SPINT1,-0.0472813185855347,-0.04108707746000633,0.03527617108754363,-0.022190902399637138,0.043629269169061326,0.00520644298658229,-0.011727662006629733
CTHRC1,0.04686624143316852,-0.02520710442135169,0.053159377561250505,-0.05112104173919819,0.06656069847139999,0.035236683222847356,0.015029121111788946
PODXL,0.045173829597435974,-0.018550230017553404,0.11357231687931725,-0.04281675453826665,0.003911477200738362,-0.0307768974526575,-0.04045527038042051
JAM3,0.018984176938511437,-0.021780906355350852,0.05820593112165798,0.001235050232332857,0.007243958095363768,-0.0027567357578198674,-0.09380043511492463
TGFB2,-0.00398708247883311,-0.01567696800932613,0.0920698254830391,-0.007990269242627572,0.08398991458529843,0.02547470271900746,-0.010163690777500069
COL18A1,-0.029132738601493877,-0.01244496346571531,0.11725421053449707,0.007015912557472392,0.028048852369270422,0.017673436196457195,-0.06684458231244196
NODAL,0.004640418737304575,-0.029037607858395674,0.0910868918298992,,0.025321402266272833,0.047830044313096676,0.20361587664061417
INHBB,0.06126381210748054,-0.03638941709005997,0.07148011000302532,0.017751540737971614,0.016904149930324984,0.03062691741527254,0.05953043291244536
LCN1,,,-0.015915341475129022,,0.055750774382645814,0.01495313090841834,-0.01514290953408469
ARF4,0.04431932330546178,0.09515858117723844,0.030752837393680794,0.07868637870541398,0.01763497561175279,0.09644072253076809,-0.01219699000052863
CXCL14,-0.08119691497496247,0.03635855356049895,0.030034867258905036,0.03621243984503851,0.019955946276761005,-0.018470452218472867,-0.04018653454978622
LIF,-0.035286092652852145,0.09108914499397552,0.047541514214914586,-0.021119196836571968,0.01802297377700928,-0.06712766223628368,-0.006605134148147723
IL17B,,,-0.026284422885522723,,0.0410955944949082,0.015682911763258603,0.04080278354194504
MMP1,,,,,0.029762858461421213,-0.024273865282411378,-0.06905712203659135
MATN1,,,-0.01668615353249383,-0.010273962134291473,-0.012177360431199684,-0.018299705965601737,0.028416293191194535
ADAM28,-0.01419236362636931,-0.021884987071884514,0.020505849470906588,-0.03560374876972177,0.006940166266017302,-0.0044506837695438214,0.023202066141698105
TCN2,0.04747234691307929,-0.04170110376879066,0.09162498684871793,-0.009612457033494615,-0.006189846637224741,0.02621119850326311,-0.0436954972243104
THPO,,0.1392214780228001,0.004397944785903066,-0.021091998776109847,,,-0.01971516724365139
CUBN,0.0011112237372513027,0.01401519579292126,0.059049413873212574,-0.037821759049395,0.04868530785963358,0.054744488106707005,0.040751568547660516
TIMP3,0.011840510434592905,0.02570458050443546,0.021143196413729144,0.035195623050926744,-0.02066014175286164,0.05270561218448605,0.0156736624878925
PIGF,0.052082036344258044,-0.06617518336755812,0.0864771428075196,-0.0037367852544225298,0.06788721187384933,0.11953340263948391,0.056174912828129836
CRH,,0.000556992669651316,-0.024473610030605344,-0.016173614615119132,0.07075854277245253,-0.010672948763847341,-0.02245499673854189
BDNF,,-0.04460249467826777,-0.07766084461043224,0.047983119824210115,0.03284029559784756,0.04438249381923061,-0.048513750618329
CCL5,0.01089479951841755,0.030366609975363477,0.12380592165163315,-0.052981994140604595,0.027285290312533305,0.017399088170284967,-0.0347036028570394
GAD1,0.0946624394836456,-0.025365798292514192,-0.0640745121596456,-0.02275646479894283,0.009683747102360907,0.07720056645985245,0.05211108310741065
COL14A1,-0.050644605880001775,-0.02540090051686611,0.00028997663146916044,0.0037726623365801327,-0.04627092494708809,-0.01425288291567503,0.03178149248471784
HLA-A,0.09506840403103403,0.058713150950660806,0.1173862425739492,-0.0201816030107665,-0.06952958646486193,-0.047085932734699985,-0.06370352530811794
CD5L,-0.04994900929343392,,,,,,
FGF18,,-0.013212945254145458,,-0.011008955189371047,-0.02292426356485169,0.012213136846527625,-0.014974382624874655
ADM,0.047726485439449524,0.07762901432823499,0.04421839003623198,0.04865549173177931,-0.11861515820067767,-0.014153674291460597,-0.003273638686607519
CCL15,,,,,,,-0.012987280888043838
GNAI2,-0.07502562453050005,-0.14817414740090773,0.05569586935521598,-0.09169811948640662,-0.0783499204601093,-0.04865553501957252,-0.10673299548024745
HDC,,,0.01023071507234913,,,,0.11519803918021525
COL11A1,-0.0329019602668324,0.019255677442140996,-0.02893543047024296,-0.021025888907951446,0.04904743574028178,0.03860843480795039,-0.025811184048952603
NUCB2,-0.0009249480462670206,0.03291179528746226,0.036207303646363105,0.015553125151424435,0.007210418864247649,-0.05422193356551536,0.007811086069372218
CXCL1,,0.016127134886799736,0.009282250042449152,-0.023247277152531012,-0.071488441462117,0.01486954228760706,0.018355661526987192
VCAN,0.030086622119390907,-0.0713960442544877,0.05056763822683674,-0.055963947473941386,-0.021443663775453557,0.06308074725551097,-0.08408859648840462
MMP7,,-0.026268233947385727,0.12252649293141961,-0.01014652962252043,-0.018479079696956776,-0.04842754314751969,-0.10797938085473976
PTPN6,0.04165666532737284,-0.061851393720396476,0.04813182177031069,-0.046740970336964296,-0.02946189404987521,-0.003604291461337426,0.042517245632496085
PTGS2,0.038523113075017615,0.09855440539223272,-0.035955570842446896,0.014236425596968161,-0.04795776036678317,-0.02568062745089762,0.00926544435321642
XCL1,0.010739105078142214,-0.014376157305369258,,0.049075607180027986,,,
CD58,0.05155354127056141,-0.006607252235331963,0.07076491401350125,-0.049833000034548054,0.08087280692808789,-0.00601699100151214,0.010455478642652807
TNFSF14,-0.00911266611652493,-0.0201924128984774,0.03925400408473137,-0.02687354226242251,-0.028395864967133998,0.006558569923316308,-0.031149711671615593
CNTN4,,0.08555546750694416,-0.04124916550877981,-0.028108500085254173,-0.0006777077639017754,0.03229507379659755,-0.003290921051100703
NTF4,,0.013555010122845093,,,,,
INSL3,,-0.013212942662503366,,-0.011700015822915728,0.025588982422548333,0.01642516642642474,-0.01778253338490594
BTLA,,0.07600909330031111,,,,,-0.017194820644814066
MFNG,-0.00421047538331284,0.025797909606352268,0.1251074206328973,-0.02251616810293667,0.06499362194842478,0.011960799484322585,0.005021789443946184
ICAM1,0.003847883131545752,0.04020943612493626,0.09658726809775292,0.017447020057632212,-0.015252446603944201,-0.0014528133608519775,-0.028607103707127417
PROS1,0.023667204207884016,-0.02470610032847335,0.07902026645989768,0.07723260537143319,-0.03963500720781046,0.02786514972633676,-0.019460816923312443
CLCF1,0.01844999230923945,0.05262500491802333,0.029866038707717344,-0.019470218636729784,-0.0295254013527264,0.022136504061985536,-0.0330186506824629
PSAP,-0.08272623832176229,0.0013270045935962504,-0.011645715696070666,-0.045380068642812244,-0.024239459323702278,0.005459691436060663,-0.019400985288953152
EFEMP1,-0.08130412628519781,-0.013398208024397557,0.04917230212822931,-0.06929928814721154,0.04069140302506568,0.031454482975238784,-0.09359081213872411
C1QTNF1,0.0021543279690606747,0.01550348669359841,0.032716622020743706,0.009360951913278877,0.011563385616469104,-0.04405293017347349,-0.03579324862702845
ALB,0.011605720833921118,0.06506747249391415,-0.01948586593709901,0.1587005518401489,0.042760148936949446,-0.04141976938834139,-0.020107787028919005
CCL13,,,,,-0.021079130649064852,,
EFNA3,-0.020291628226793066,0.080673000256325,-0.027677028170514692,-0.053529475596239814,0.03364220408731677,0.04451254114340072,0.032771167921609924
DRAXIN,0.0755583918737986,-0.00986327514019144,0.08787918527879664,-0.002871378864138,-0.033826703649774435,-0.02564254436009413,-0.08410619748219461
RAET1L,,,,,,-0.021930850073876972,
NPTX2,0.05304131568369377,-0.04647957760400307,-0.09614836499599289,-0.04981515682200387,0.017852044108360155,0.027709373949979278,0.009280700411089114
FGF11,0.054692445710439484,0.07048964195341595,0.1084057452922677,-0.03784225159937838,-0.09527045482125453,0.012319856999147966,0.07989353271133696
CD59,-0.04824830593729002,-0.038092930855722636,-0.03642380132501148,-0.07127365188853585,0.01576632963739925,0.009613790113208285,-0.06210324166442327
COL9A2,0.05731637482301641,-0.02382186513791162,0.024975313797293456,-0.07005417781403067,0.06408706297735392,0.030482216984949087,0.09903922101086339
DLL3,-0.022196842183521543,-0.0783230139550452,0.05542375693392205,-0.012688418470395719,0.06683788281794759,0.03726279127070029,0.09547321985956961
FGF5,,,-0.015516485350927497,,,,0.004105905643623605
LIN7C,-0.010747610054391548,-0.016992835717235068,-0.008728815258181886,-0.010166802092800777,0.009597479046810945,-0.0006103744857280279,0.05576819650416261
GDF7,-0.026425754074298924,-0.023575747238873884,-0.027756456644841943,-0.033330821291203176,,-0.018800192758662612,0.04280470455882737
PSPN,-0.030824651836557533,0.037565078009741765,-0.020350900147871893,-0.026411769360606324,0.05312042422716359,-0.027700700778410452,0.04900712890341781
ANGPT1,0.01957129954893994,-0.04558626748311534,0.030328204006890465,-0.07424007252051565,-0.008287133663300812,0.009170086025011213,0.027274675286957047
PNOC,-0.011701995003393676,-0.05089732618715419,-0.06701169368456923,-0.030210567808505808,,-0.019992207675834296,-0.01835322527525055
L1CAM,-0.016835567715989288,-0.019270194632538425,-0.02853097447794041,0.0012670815004770975,-0.00426802667523749,-0.05227000224171638,0.052033808917738796
APOA1,0.08353347826373414,0.006920863906540374,-0.03320762548427634,-0.015235455911142313,0.032755817028289724,0.0930210795912223,0.03121755744864049
PSEN1,-0.03820453783953016,-0.033292987157970126,-0.0349231600188622,0.048814816140288854,0.0251704243578737,0.019620831492280014,-0.027150553830321198
CALM2,-0.015563978177016831,-0.06890522730357256,-0.12880759361863145,-0.041311470726993454,0.07205956121223761,0.06841848958297606,0.07334395056735034
CLEC2B,-0.06941884607477719,0.023267525401755373,0.135168194899521,9.122071204907985e-05,0.013518080192848829,0.04717192773890818,0.04201772912360792
NTNG1,0.06450812637942216,-0.02021828213771375,-0.004165959924609006,0.0010685076349482361,0.04975791473690723,0.024659288653066862,0.08716010618618562
LRIG1,0.05245462678332391,-0.05547405788997194,0.08331267871461039,-0.014349773550206366,0.018445987551570606,0.05631846221593551,0.06507831522138881
CPAMD8,-0.023252395712079314,0.09373919461453319,0.0934907299754628,-0.012978018915555624,,-0.0020632318699965527,-0.018632678625756564
GHRL,0.013055957614531516,0.047950695816220364,-0.0046439989275307795,-0.02275507119081115,,,0.006409543921841399
NPY,-0.005532050898002377,-0.04640458871505297,-0.044628667667587975,-0.017628995275454213,-0.016338555204070584,0.014675408627115477,-0.02245499046100289
MMP2,0.00493603751929236,-0.034690192026074484,0.14391784349508888,-0.07644701043108804,0.028152167747777995,0.0004138950455571934,-0.05890908218209727
LHB,,-0.013611289831131435,,,,,
PPY,,0.09723045196156357,,-0.00948482045022143,-0.061676412462495424,0.025705047393723295,-0.022782398849687118
ALKAL2,-0.034820653917121996,0.00789712430911528,-0.015915338895710292,-0.022878915965576518,-0.029385735306190097,0.04739781929489826,-0.03500563646336027
CSF1,-0.022835235107922996,-0.007634205372858549,0.03434516329422259,-0.027968942895445676,-0.0176568329316139,0.0018168545901441875,0.043419569284315125
SEMA4C,0.0682910526767924,-0.021880496297423065,-0.0021391771372711653,-0.014453390836405313,-0.012677653234549394,-0.05644656380972971,-0.008950144482297653
BMP8A,,,,,,,-0.015960780932606614
ICAM2,0.04653124956095058,0.02901603268556461,0.05707334227043831,-0.003294445402326132,0.08422070946888616,0.10255267102905477,0.016541679366407085
SYTL3,0.0004178217668343952,0.03210986505614914,0.061907706082888175,0.024159795336019925,-0.04464882363446037,0.03720809790538106,-0.010786639545577868
IL1A,-0.008854161087655316,0.011635021635843765,0.03581481037900454,-0.024006601429825872,-0.0450982889268762,-0.02386253747822162,-0.020805568006599943
HLA-G,,0.005858097795162347,,,-0.046496574799903864,0.009930296320696938,
PGF,0.09542863186500376,-0.00574055591282149,0.09032657757938026,0.026112689268436174,0.03343569671512136,0.08982845117769828,0.011529238473426663
LGALS8,-0.036301446962590106,-0.05936089513032161,-0.005391772536826626,-0.013558279035566861,-0.01584452396639669,0.01358590468457483,-0.0032124994027656188
DKK3,0.00164242576729714,-0.06338604942364397,-0.06836480161601002,-0.053728588790815504,0.03150739071054108,0.028016875402796074,0.008599337474351307
COL16A1,0.042223969750930415,-0.04903123222028804,0.026877577349619583,-0.027909914362135108,-0.018208933711098333,-0.0015857842704358595,0.05700559345833532
TPH1,-0.011893402471704237,-0.026160891320600656,0.0071281453049407695,-0.021936399415989905,0.01109940521375846,0.0494738178057492,0.0025565319667776028
TNC,0.051597152676967156,0.06540127371810016,0.13051551258108512,0.05081641689362104,-0.008945786301612888,-0.07648611349374185,-0.08983377805060831
