,UKF251,UKF259,ZH8811Bbulk,ZH8812bulk
IGFL3,,,,0.01856654710651722
BMP1,-0.03802110239751679,0.01479535598617051,0.01910535208269462,-0.03139753020272005
NDP,-0.020442180558037513,-0.03878461845769664,0.06191059846161191,-0.06006879603412951
TNFSF18,-0.03324317696981455,,,-0.02548724904654465
RTN4,-0.062198720176617366,0.013480117692732902,-0.03359848782511891,0.03514428007710008
HEBP1,-0.0038358001990355757,-0.003129670924537901,-0.0015238421039060206,0.033200755781522276
WNT7B,-0.02064963103650081,0.003449889995351131,-0.03178787680704918,0.022640988281883375
PTMA,-0.02308529918350661,0.08554033459178584,-0.04722397771625106,0.06340173957418861
CEACAM1,-0.01584734982883918,0.018314553093698702,-0.015399746388770199,0.017474185522007687
PDAP1,0.015311594282898364,0.08249500152331427,-0.01649413762426736,-0.11378153234055963
QDPR,-0.03967629586778939,-0.004835168491962242,0.02642222718605587,0.04867121158848022
POMC,-0.028158212318490854,-0.024112254353713277,0.0344734296373813,-0.002699163518071165
CCL18,,,0.16044372808814306,
CCL17,,-0.01500768034736216,-0.022230500699550158,-0.0013367013382044645
VEGFD,0.03544203252834778,-0.016720213200907132,-0.015399746388770199,-0.03436622817514741
TNFSF13,,-0.010351962021806186,-0.024163794223772756,-0.03494229410957465
WNT5A,0.006604030105850591,-0.03923263225106212,-0.022330827551912413,-0.038098464016764935
CXCL8,-0.021253201535619545,0.05880253156416393,-0.054962161365777515,-0.012342267343113333
GRN,0.02405974520414191,-0.028779096209417755,0.03686180294059836,-0.1216924908033513
MIA,-0.004002838736656556,0.0313667725929557,0.04455679826277073,-0.011849870318573203
COL4A4,0.04395309747758161,0.047129504698952905,-0.007724701343447705,0.0024603088302535517
TAC1,-0.00987317316698012,-0.03638370652551464,,
RARRES2,0.08120766154884192,-0.021745758720086644,-0.00013793504843286744,0.015623798707555077
FGF7,-0.025619058424299464,0.04761388228338519,0.0302511355895672,-0.005167988793814167
EFNA2,,,-0.014636428344109985,
HBEGF,-0.019900657018105915,0.03738742376757538,0.055896692493192644,-0.05513652959477414
CSF3,,-0.0018778954450300632,-0.00423301741461978,
PI3,,0.027041118705143516,-0.03358232027573926,0.009441861737625913
PCSK1N,-0.022069225239659127,-0.06206291331917165,-0.02204514805342413,-0.03865094860802962
NTS,,,-0.017831710478542828,
SFRP1,-0.039279024639353406,-0.01309478120380382,-0.008429709505826666,-0.014827664658410625
CXCL13,-0.038320251481226905,,0.026581651335048355,
MICA,0.006779606421535114,-0.0011280135074551395,0.1224359591120435,0.037639057292365205
TG,-0.02154920277495193,-0.014131343580658857,0.0504626950560081,
ADA,0.03846959866352509,0.03694994605047023,0.008086292780512455,0.0630914631025231
