,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk
IGFL3,,,,-0.01971270139822877
BMP1,0.03706947221621722,0.022488878342830122,0.013553741666756715,0.029632779638751817
NDP,0.0030822039484499383,0.04684188580621069,0.04780711794326337,0.05425434419137198
TNFSF18,,-0.04757949093530984,,-0.020329361002380295
IL36G,-0.021478703647176797,,,
RTN4,-0.07562232671018063,-0.030971970089967202,-0.01752620504101187,-0.022293322600913504
HEBP1,0.00484102924705403,0.052526257376052175,-0.011492101198991946,0.0042358068375726865
WNT7B,0.032392731469421225,,-0.03613094240483306,-0.04251033845848917
PTMA,0.09795599666609338,0.047914511704868316,-0.06181098406818809,-0.020583211014233504
CEACAM1,,-0.021323080876664777,-0.03240280787054068,0.038016556643491184
PDAP1,0.015091694047084717,0.08371411819113313,0.04182506892076411,-0.0032805824886973922
QDPR,-0.00989276909637793,-0.011782548758772932,-0.06454058900832488,0.018945856126290427
POMC,-0.029907837175877097,0.023559659651515425,0.043909787188308,0.09904387307359079
CCL18,,,0.008300295504654982,
CCL17,-0.0017638777219138306,,,0.011813352132673054
VEGFD,-0.021028868081075184,0.0028397809911444114,,0.048631765152080654
TNFSF13,,,,-0.00899583946599231
WNT5A,-0.012774064939079085,-0.09619009481116964,-0.05801962093491049,0.05577893133338664
CXCL8,-0.0299886359525848,-0.024125990800366853,-0.04044956160098065,0.0031787631826549457
GRN,0.030147700831139938,-0.08032293548997772,-0.006178817460225904,-0.027002832934684418
MIA,-0.00534030007159744,-0.05852697701566461,0.0679262972305014,0.08807451604950418
COL4A4,-0.003897929700874573,-0.025221791238474886,-0.02904647048637581,-0.026330754706542055
TAC1,-0.022199780785622167,,,
RARRES2,0.10187822408182148,0.05793563946931558,-0.03133977176271238,0.06685131385046206
FGF7,0.02796589818962691,0.03992922821856048,0.0515403436178892,0.05050807072133653
HBEGF,0.017959139708244812,-0.05477191044147353,0.07077181387936819,0.0003797810218919574
PI3,,,,0.06690980114587006
PCSK1N,-0.0182626185271316,-0.032627661523579814,0.03511272385140128,0.05888208432487469
SFRP1,0.03769947538353234,0.005889280027700124,0.11236212415700836,-0.023993534672779634
MICA,0.045298311087874424,0.053572792375465104,0.05440924699073421,-0.011641379859320287
TG,0.015794477272677996,-0.018073335546376728,0.15557387683774812,
ADA,0.127190668541292,0.054318031177420845,0.04904678326102187,-0.02989619234542319
LAMC3,-0.00718642828350296,-0.017947085105550747,0.032926927279089115,0.07233815034363361
NGF,,0.019840322042619207,-0.034140998045693934,
TNFSF15,,-0.03458992933451596,-0.03447952145634754,
HMGB1,0.04240600568796327,0.05761044446527849,0.0009933575477326588,-0.043130254977394096
ITGB3BP,0.04714475266023012,0.06357482717272094,0.010487645488888288,-0.011178306038836627
AANAT,-0.013237400034484724,,-0.023928512692653395,0.07478666854695921
RELN,-0.02913877609316604,0.0384689976506995,,0.038829581728634516
IL15,-0.024410804942276917,-0.008402418663267845,-0.04044966731949993,0.0012732556857957633
BSG,0.02635363798370269,0.011864193887016301,-0.0024095357781556484,0.012283730180131715
ADAMTS3,-0.03162292764418861,,-0.028651957925882605,0.10313677462022437
CD34,-0.017894582065531347,-0.10130048510524312,-0.026346961628706225,0.030108717591225114
PLAT,0.023666148482038667,-0.043167392473091044,0.08687133497537192,0.031915390434271856
LTA,0.030499671617942176,,,
CKLF,0.04494894954744875,-0.016939849001006164,0.05819642864298588,-0.014876645884006662
CD24,0.0419898576622688,0.014209667597182217,0.024006082042139686,0.09368556768827738
HSP90AA1,-0.08686632443769403,-0.0999432843176905,-0.06440384719894279,-0.09566291307937938
BMP4,-0.004388200971225901,0.06340539569789971,0.009585548257144798,0.054196315645785836
SCGB3A1,-0.01703353897195439,-0.06415271731378527,,
IGFBP4,0.030754504380523694,-0.06873119167329696,0.018120482696754137,0.09423540257627346
RSPO4,-0.003932694685827157,0.006393666182325376,,
LEFTY2,0.027319368285795727,,-0.030578611283758123,0.07292054158635118
ANGPTL2,0.07057794573117829,0.006545850295716227,-0.019984521140040557,-0.022690614939606366
LRIG2,0.06033108686617628,0.04390035791658059,0.035106115824009,0.008053551179148412
ICOSLG,-0.011374331917897808,0.08733173633639418,-0.021453130284569022,-0.006794896920695037
WIF1,-0.0434661276377411,,,
NPPC,0.04120393925007964,-0.00746122970477817,-0.028651902898081682,0.050304101826846734
LYZ,-0.024349455615426657,-0.10750497050136283,0.07894341745257957,0.008532024558832693
SPTAN1,0.020742098635697613,-0.09254148046549948,-0.006674079461324517,-0.040638615077070374
LIPC,0.12625713431477784,0.045934002176673525,0.06951402546712805,0.020380281462929112
COL8A1,0.03834148563464275,-0.04159281739054577,0.06726156745292088,0.030060127672592172
GSTM2,0.015932996872601975,0.09955564936779585,-0.049837596835089336,0.013695469715731547
SPX,-0.06646959649818505,,0.029370161583534636,-0.062009174512191095
MFGE8,0.09648646018982199,-0.13044122278741546,0.0017404359272561883,0.041750917222976074
TGFA,0.017067298827724276,0.03602681550190684,0.016163727597795847,-0.059348853625072875
SLIT2,-0.04256115897742595,-0.048848050572028026,-0.03240276827998382,-0.009563814989847975
PLTP,-0.023419776992317745,-0.10147020809181756,-0.03313034248336905,-0.0002580347757618602
APOD,-0.01830386863192299,-0.017692113627818057,-0.041775641161654206,-0.0014342291531632312
B2M,0.025505006929331074,-0.11235179786182548,0.0748448253459641,0.07999912044016995
OMG,-0.01779913220904233,-0.0075506310988778065,-0.029855638979777253,0.01215368195450704
CXCL3,-0.01758020219307314,,,0.020762928202890843
CXCL10,-0.027937068801503585,-0.08859437323697134,-0.0019170144635959805,-0.013162368635280246
RSPO3,-0.01837097246655438,,,
CORT,-0.01996390306385331,,,
NCAN,0.03646148568663299,-0.0029215669997276887,-0.020400922918996253,-0.04073201308844185
PRG4,0.009972304833045682,,,
ZG16B,,,-0.026600495055436282,
TGM2,-0.0244354293334504,-0.04776390697170502,0.033651565540483507,0.056170314531010936
VEGFC,0.040232918444148134,-0.06113810844600778,0.13049936405432927,-0.029861541635285017
WNT6,-0.01913055845158235,,-0.02529707392071624,
NRG4,-0.025572088816212007,0.0351530367284893,,-0.023978386613245736
COL9A1,0.07560741939054072,-0.11678287781931797,0.08561212925733823,0.020254577131773907
GDF11,0.027090329046304887,-0.008216302372933288,0.027573976853735173,0.028817100464632914
SORBS1,0.009337272037052298,0.04854443255440177,-0.008431808904626036,0.010487375480606876
DLL1,0.06217809153820573,0.015218393501807396,0.028475702470674692,0.005577737234533816
TLN1,0.06729730036690568,-0.07195096340221749,-0.0031858767662432115,0.048760741001948604
COL2A1,0.020334524843328153,,,
SHH,-0.017033537483117044,,,0.040243482136003934
PON2,0.032507112812405065,0.03377459951061947,0.037477475450620384,0.04390119282873099
ICAM5,-0.033265578604387336,,,
HPX,0.09474370739740177,-0.04447693405327662,0.0066470265232083155,0.061584122970888514
SFRP2,0.008049380778500707,,0.06999043206077718,0.028346134361945916
CD70,,-0.02976130404753406,,
HP,0.016283258605082777,0.006784197149143795,0.032726446851247835,-0.0307101394324254
CXCL2,0.006819248739600061,-0.04612153099753947,,0.07775324294761142
NPPB,-0.02191987480443099,,,
CCK,-0.0504295772414112,,-0.01232740717021153,0.161523557989397
SEMA6A,0.05621603268076333,0.08974052048497214,0.049581967199508366,0.014973994638864549
IRAK4,0.02344282345769312,0.06965894900584263,0.05712158147754896,0.0359541691040984
GSTP1,0.01785369394834975,-0.09873654243720799,0.018580760094711588,-0.022691557662665344
VCAM1,0.006758695510423171,-0.050150272095407,0.05918628205758824,0.03232768710544978
NXPH3,0.022575086496177618,-0.12370527576933853,0.07966081130183433,-0.0387524622795359
MTMR4,0.015317558917684144,0.07220026184327287,0.09271569728677785,0.010179391359310707
LAMC2,,-0.0468162836914486,,-0.023183393298907996
IL10,-0.019621404312921985,0.08304926352436857,0.1106714501092483,0.0436995713659908
SEMA4D,0.04016209364594038,-0.007747706398560501,-0.01959514499482592,-0.016911718854810485
TRH,0.0570152773588699,,,0.10024322642936534
SEMA6D,0.014798294376621486,-0.08387364479371273,-0.05535268701167842,-0.030228285482183846
CEL,,0.0014574131580896437,0.001729994251978928,0.18233419525298897
PDCD1LG2,0.008904968172788432,0.015374159420997326,0.027011270054251333,-0.007509163129245814
SPINT1,0.019809138220075816,-0.042946414142546074,-0.0010177422262550794,0.03437798304139968
CTHRC1,0.0018736264205617785,-0.016262433427007783,-0.01100421126342977,0.03770059026729893
PODXL,0.02584455071909651,-0.09561406309452103,0.004472529638725142,0.06197935432004829
JAM3,0.027011252954552197,-0.0598981800274826,-0.04465643159787921,-0.04913725287981296
TGFB2,-0.015682118465929196,-0.01782136382902228,0.08905608527078125,0.059557194048931374
COL18A1,0.026554506953013982,-0.04498464543290913,0.04141974168776537,0.07048847505631943
NODAL,0.0268393089334989,-0.044526432303392996,-0.036704337776021584,-0.020625104206494965
INHBB,0.02442242419215266,-0.039968989248049466,-0.019430303675441726,0.05526967805946771
ARF4,0.030316142757051776,0.06926700898796194,-0.03110795901012296,-0.008772796053442883
CXCL14,0.012472134118755323,-0.0423530913039738,0.024171653508226525,0.04971532854446616
LIF,-0.01643914356193185,0.01619982970963499,0.057229715220189686,0.009170291028482666
IL17B,,-0.04470374438141974,,
MATN1,0.02121435381842914,0.1724737630048685,,0.0201741645858898
ADAM28,0.003987066318043531,-0.02878648562632869,0.13865306756588178,-0.03526852390628904
TCN2,0.028905979355178996,-0.07477369106555684,2.3031220408856517e-05,0.04034529895909711
THPO,0.001846803058839764,0.014501278161558852,-0.02743783519966122,
CUBN,-0.01735038035722394,0.09942232647586763,-0.03776416305361185,0.07887028316120784
TIMP3,-0.012007651052713623,0.020325186212837677,0.013559017754851391,0.020352715730345798
PIGF,0.03617734348069133,0.051770235703749036,0.057423545675732886,-0.05546376726604532
CRH,0.0338180342850904,,,-0.027109328510612925
BDNF,-0.0031609109971536477,,,0.10844587892875941
CCL5,0.0030882299717269967,-0.010019555088763473,-0.044295409966886135,-0.03915208055378059
GAD1,-0.04149526331584251,-0.05144864823802254,0.08426342489765191,0.03672936429578083
COL14A1,0.03955220404913342,0.018230118247919272,0.06020279982468614,0.05406200775024097
HLA-A,0.09607210538380732,-0.08281181616919348,0.004225717997561629,0.040917629290866765
CD5L,,,-0.03131953487979093,
ADM,0.09593137641542175,-0.11732193587708405,-0.08083542101949572,0.03526806000178028
GNAI2,-0.011927007538642224,-0.057584874235408534,-0.07990465966768157,0.03036887001252215
HDC,,-0.01810623419280309,,
