,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
BMP1,-0.036808646844222685,-0.019949461672304644,-0.07352532510247436,0.017804018039931226
NDP,0.02582457236821558,0.03153832251193815,0.02372185514520644,-0.008053258230314466
TNFSF18,,,,0.21381020374825235
RTN4,-0.01740888614181895,-0.04642795303624506,-0.13189950276809537,-0.0014629673272916427
HEBP1,0.04136830811391586,-0.007023703550216016,-0.027308904080169397,0.003933529394108371
WNT7B,0.07645906821850997,0.08833971208818968,-0.03487036875224484,-0.04075699102240636
PTMA,-0.04491326336667315,-0.003445120235833691,0.00276169377985654,0.04318337729992174
CEACAM1,-0.024875252917768882,-0.020585072254079056,-0.016893070226961036,
PDAP1,-0.004895165470867387,-0.011193060207995691,-0.04781413180168611,0.07320461127740575
QDPR,-0.003952836250561403,0.033631900742680534,0.04017497524549758,-0.07672885646248749
POMC,0.024385775615797665,0.007245789490449374,0.0023703843322906595,0.058688364653702176
CCL18,,0.06865666026295904,0.0788691246876447,
CCL17,,-0.014604112418765428,-0.024386207410003812,
VEGFD,0.08642850900020109,,0.41567519867368763,
TNFSF13,,-0.028023098160271986,-0.026506973716768262,-0.02526718762583235
WNT5A,0.007995509012193239,0.0063364235704693565,-0.01423788010292265,-0.00196000017661098
CXCL8,-0.01969021482587012,0.004882539208197406,-0.01994775483289032,0.0240400073226301
GRN,-0.055316044458651785,-0.015174637855612166,-0.04703753331895479,-0.024321701883036163
MIA,0.00532344437617529,0.1470432507804357,0.14260568697934525,0.02098171023070382
COL4A4,-0.03318348022012215,0.05497139018451644,-0.027048446815457032,-0.028239908075025043
TAC1,0.0011074740072800396,,,0.013995371928973706
RARRES2,0.025516224217890626,0.0009179247979850313,0.03540371402229812,0.07273770800229097
FGF7,0.0033456816418140976,0.018802973246949142,0.09986051890868279,-0.012735550296083843
EFNA2,,,-0.016055732714483902,
HBEGF,-0.09188873196608521,0.030267276158801704,0.0007679671012721401,0.09741378524191671
CSF3,-0.04556565824533025,0.025939943956599185,-0.05329191517601154,-0.011258694576097352
PI3,-0.04808650949817384,-0.022059683319487357,-0.06170978642358245,0.1138599047776513
PCSK1N,-0.0358696148730493,-0.0523048577924676,-0.03864682017850716,-0.05217685281185804
NTS,-0.016778388775881333,-0.03406987404090385,-0.019560863521786667,
SFRP1,-0.02715080406262563,0.023464583636049585,0.03794234442409733,-0.00982440915228218
CXCL13,-0.026906793557668812,-0.03280383075512774,-0.011826476162874551,-0.024094913550750417
MICA,0.030913636731659973,0.09225835641963637,0.01984500280754841,-0.0013908208174028228
TG,0.005424336322797849,-0.019405214167175493,0.02694662791126485,0.01082104798238781
ADA,0.011943466678608303,0.011161702129576487,0.0664244454865019,-0.07034746306165775
LAMC3,0.014127673739002602,0.036057497322013764,0.012110956090489552,-0.042009213105766954
CCL7,0.05251759684413021,-0.02188819825873512,,0.06343288992749135
NGF,-0.03807768483104325,0.04281432831973079,0.010275701760344645,0.0918504592756531
TNFSF15,-0.02641249431632358,-0.021338535469583437,,-0.03287605481637345
HMGB1,-0.010621334061968277,-0.10348885666804394,-0.03984892022122989,0.029145169474837744
ITGB3BP,0.012031602525533877,0.04584619967314695,0.017491451657603227,0.026614559293458052
AANAT,0.0369291740065443,-0.019202125954779645,0.0531433607545087,0.009018425466469937
RELN,-0.00739654905285959,,,-0.018153418116211333
IL15,0.04941516233154305,-0.03517908149259238,-0.03917268740863369,0.072642749911967
UTS2,,0.1947389729189302,,
BSG,0.046784386075658164,0.12385716960844947,-0.013496831431571906,0.045197328974939194
ADAMTS3,-0.050506576518710836,0.07763224725316958,0.06555079043388379,0.07973222153499276
CD34,-0.011124703931025397,0.04226059861517047,-0.017363999844932674,-0.05654676044749279
PLAT,-0.011360345389628197,-0.002334006162562844,-0.008803859536108261,-0.007477723828812015
NTF3,,-0.018556212269082602,0.003683832150829628,
CKLF,-0.01088578349888781,-0.016384313896503817,0.005615303915902691,-0.02324642210843305
CD24,-0.022654094016021274,0.008332491203707267,0.02310215770755604,0.06094833975285033
HSP90AA1,-0.0035490974146834674,-0.08460643510129695,-0.054606309684755217,0.0708991585935059
BMP4,-0.0021268880292147417,0.08088709140082198,0.017760498702037286,-0.02998707975766274
SCGB3A1,0.10794094508817996,-0.03331476307085223,-0.03073479839294843,-0.03644827417831209
IGFBP4,0.038347166450451255,-0.07643461600297252,-0.06684462784828948,-0.0048116484589555445
RSPO4,-0.03271122119113019,,,0.089189925635866
LEFTY2,-0.010540677756892942,0.027257093767108023,0.003306530729249696,0.03254497668038645
PF4,,,-0.014716190622984278,-0.01791631330382805
ANGPTL2,-0.0363617943696155,0.01987959425014216,-0.0376228830768985,0.052109340745376834
LRIG2,0.05791776463837022,0.0383481755650482,-0.016653148201773032,0.04667911342593549
ICOSLG,0.029275852069750263,-0.027832249652541604,-0.006065926078726145,0.05494656737845172
WIF1,0.037042454178109405,,,-0.001784819934103361
NPPC,0.05494916980250792,-0.003349295620145204,-0.027844019232187617,-0.019207087008743247
LYZ,-0.03458752169955154,0.012096551030073368,0.049219213681298814,0.005365951094251255
EREG,-0.04603244959080726,0.08339700700457077,0.06659882293052966,-0.02062698401218263
SPTAN1,0.036950637692595954,0.02900197948207363,-0.003647415857138787,-0.08860139155888706
LIPC,0.05158062069064273,,,-0.02793941814533705
COL8A1,-0.08490832694753941,0.03752594161007516,0.07478301719945944,0.047656886744234
GSTM2,-0.033729032418812,-0.01708700559909819,0.03686272120787689,-0.019168666038423515
SPX,0.007605318388043092,-0.02206868975127153,-0.01827203166112777,-0.07635394662798164
MFGE8,0.03708298839904486,0.0314866989626371,-0.004374118129155814,0.0631577802055414
TGFA,0.01170043652779058,0.04221474773668822,-0.01838116217280174,0.005578580044643303
SLIT2,0.04229139201651642,0.025298433989843026,0.09207680196735618,0.035815481652965955
PLTP,-0.0477169455090198,0.013245890599846046,-0.034925431068492406,0.04900406384804303
APOD,0.014907600747706116,0.08107598395216213,0.015721715397523654,-0.12039528058058217
B2M,-0.03671533764310024,-0.007867060430356591,0.020732090115684575,-0.02284410483996686
OMG,-0.04790055517278734,0.027885658993371972,0.058868021291524325,-0.03524940357773058
CXCL3,-0.070285811965246,0.0440789439996328,0.00836538888718786,0.07678490078352267
CXCL10,0.016766880109116693,-0.022602372686413214,0.021111467530567387,-0.04149874038827253
RSPO3,0.037851947089874806,0.0111728787300212,0.04136373937206653,-0.045414295348241394
CORT,0.05711753943161286,-0.024958338447669558,-0.015399745520318728,
NCAN,0.002015197601847064,0.05006119147992423,0.030501636406235624,-0.042018694823584966
PRG4,0.1199767144982657,-0.023973634173457076,-0.022723266887961766,0.07548455239185542
ZG16B,,,,-0.015284452741883907
TGM2,0.02618859225917186,0.019425937363763347,-0.00563112022982298,0.004211559671747193
VEGFC,-0.012642542701854203,0.03783655750271987,0.05930240498694478,0.024802657540889166
WNT6,-0.006469356781651264,-0.03267513723017955,0.06970984413711653,-0.01579342534908448
NRG4,-0.03229825893026913,,,-0.023750889346359074
PMCH,,-0.022247846844940796,-0.02160666684236877,0.053734037831602
COL9A1,-0.0016638742213846112,0.046604356670404815,0.022327507188235885,0.01420109812750375
GDF11,0.009093963497835108,0.04262977970311892,-0.08150819416519804,-0.014732535954221943
IL24,,-0.016587458502772982,-0.014481548445487206,-0.026552704175322843
SORBS1,0.028193725955870302,-0.008875685699095597,0.04998985822768521,-0.006952378030933515
DLL1,0.02174683985865077,0.0781904851657873,-0.01087167605560794,0.024987932980001237
TLN1,0.013324604195361345,-0.05227595002748942,-0.02111222853931625,0.03300296566919772
COL2A1,-0.020252645432352896,-0.03626235877749628,-0.03774334526309046,0.001528162610186446
SHH,0.05404935532881772,0.06374475629349573,-0.0176697642564524,-0.002677662203246136
PON2,-0.062172590643617576,0.07219666390761399,0.0744297996947049,-0.013561784333517018
ICAM5,0.06550425978111349,-0.009760449917384128,-0.010822275226415917,-0.02785525916278255
HPX,0.030060184558587697,0.02490505056467491,0.04376796341034075,-0.009542473617545493
SFRP2,,0.015635618947998184,-0.023896960166846472,0.025505359787466646
CFC1,,,,-0.021015800046449287
CD70,,0.008501661199076622,-0.023091953985396707,0.01333047978677431
HP,-0.04151700566247963,-0.009489850042314493,-0.04599624865699145,0.06145027706845953
CXCL2,-0.05178552340893953,0.05431884959827152,-0.025336342165876106,0.061926012296589804
NPPB,,0.058242941934671506,-0.02312598210727984,
CCK,0.04960757153619833,-0.00837248614040437,-0.014296338338055825,-0.07401874281527984
SEMA6A,0.004355200497346985,0.02376776086543132,-0.025836958251960005,0.07630235846144945
IRAK4,-0.00585384329722432,0.05962258690038055,0.052836259805649335,0.09032855610444186
GSTP1,-0.028528901621850157,0.09842248653225792,0.07741427742418146,-0.03626886141880181
VCAM1,-0.0898494789303872,0.05265950752144369,0.04382273361264143,0.06528935559645567
NXPH3,0.030300169048889627,0.04979322252959598,0.03904887935843685,-0.02775637307147013
MTMR4,-0.02916194392645053,-0.01534533315008664,0.03183331420906246,0.03076196779820863
LAMC2,,-0.020392767079329962,0.0032776887028751773,-0.0228712230380044
IL10,0.09262732433735472,-0.038815188900216964,-0.0067181846103119315,-0.0397862638132947
SEMA4D,0.015828123938815792,0.024906852815937627,-0.009703177636703756,-0.004170177202729082
TRH,-0.0019332319546062743,-0.021317269752136218,-0.03987424849987837,0.021180119372038328
SEMA6D,-0.03756007617279282,0.01274214979926937,-0.029232518533820483,0.06287382585532139
CEL,-0.0302478949144456,0.042937799985255085,0.09948512669232294,0.01660251189266197
PDCD1LG2,0.08201121458381955,0.052984744205014395,-0.04553416988977929,0.0016105009590244841
SPINT1,0.045019160238601454,0.009201236277399804,0.04840181426604185,-0.05278785397914806
CTHRC1,-0.02426259020944098,0.00793563041374357,0.043952406918351616,-0.012421978333792612
PODXL,0.03434078466641337,-0.05422333382383161,-0.004698343648877621,0.06328900118388237
JAM3,0.04038481330220292,0.007833468656136272,-0.019916673954679037,0.11968479960098881
TGFB2,0.04864375680280374,-0.08837102585106654,-0.04863204269441873,0.026034192191850596
COL18A1,-0.014797656196098132,-0.020505540157422595,0.0001946185599529093,-0.047245521595613696
NODAL,-0.017491698000078867,-0.02479659560854186,0.1377483078862042,-0.04764445314748779
INHBB,-0.030971681686473695,0.04866326962536701,0.03607820601952476,0.029618282858092374
LCN1,,-0.02637518748834353,-0.016893070226961036,-0.016042211635057795
ARF4,-0.026510951950758317,0.05786432158140538,0.03839363713059942,0.0826441722353115
CXCL14,0.04593177606144476,-0.08318009902685025,-0.08233709080159864,-0.011895290908098013
LIF,-0.07018243473735171,-0.052098509247715294,-0.03400775023012622,0.10414622276805885
IL17B,,-0.02295199308883573,-0.027048448412609772,-0.018137925704926703
MMP1,-0.019930134240882916,-0.03626236222004105,0.07788730010233123,-0.012345776867192872
MATN1,,0.01828125377928295,-0.029879155417675978,0.10360674130026314
ADAM28,-0.023618126624770235,0.03589219579522071,-0.013513602371950002,0.0022266793356237515
TCN2,0.07286161468484462,0.05448481508573328,0.04132587405116865,-0.059689056827177886
THPO,,,,-0.004333580568361386
CUBN,0.08462391388217057,0.07898573195968572,0.024815061851727434,-0.03430164387229059
TIMP3,0.034520472411021186,0.10282825510096442,0.0263677161430705,-0.008435856297073573
PIGF,0.03878809180449773,0.016003894518347096,0.04531944109017295,0.041263968561431816
CRH,0.08653915380679068,0.06701093609690531,-0.04738851954200003,0.022969970094854485
BDNF,-0.011679241992421707,-0.010726444591707053,-0.010569250940558862,0.08115434116142499
CCL5,-0.08669861957011997,0.019275620598162735,0.049407441161960046,0.03872331595158942
GAD1,0.027685457997339236,0.018292753118314443,0.11078480412603693,0.02426061875392214
COL14A1,-0.041049017435112765,0.011999836348376326,0.038284529274846296,0.04432347204320921
HLA-A,-0.037288482723531725,-0.011783160424060427,-0.05462000074586304,0.09979474504544558
FGF18,0.12414708690845792,0.005649435249276849,0.056286296966778636,0.04413121396620155
ADM,0.03054935494239849,0.026256491201101524,0.04033662333029253,0.06960682619939575
GNAI2,-0.024484442510454715,0.0031903803141861468,0.0009472048276742671,0.037716008805843415
HDC,,,,-0.016529266341807226
COL11A1,0.0248988489055634,0.04398255443823181,0.02411426794690283,0.11673383291932175
NUCB2,0.055472157897686405,-0.02319681109642946,-0.014626955544764092,0.002571271290708918
FGF16,,,,-0.016287443188657
CXCL1,-0.025646304734501524,0.06566329247390146,0.008575163355663957,-0.021550352754490743
VCAN,-0.06517811306849655,0.01806636806055907,0.03507812809461706,0.09611210410113313
MMP7,,-0.013361683468371601,-0.054833693950689294,0.09352279322813957
PTPN6,0.08151219672344637,0.03758535544961483,0.02496033819858504,0.06092652820613489
PTGS2,-0.04427540510567749,0.00878999506972958,-0.044897292991095246,0.060751487433772414
XCL1,-0.02119206604278407,,,-0.012714414680154508
CD58,-0.026799188199638523,0.08095717337560603,0.007945867669490294,-0.013571669124108733
TNFSF14,-0.02402767049743599,-0.021706375651102477,0.015908370007263316,0.024594620405236065
CNTN4,0.11231424409482778,-0.04432568561791853,-0.0189024874154327,-0.05493095100944225
INSL3,,-0.02414019691054065,-0.01668742823191994,
BTLA,-0.022093434331367946,,,
MFNG,-0.039003820724792596,-0.037269706321531385,-0.012476751557164963,-0.03494825070817496
ICAM1,-0.014740822548868002,0.06964864273315004,0.0007534189151509512,0.08856678643043883
PROS1,0.010955186107471192,0.06597233246336102,0.06437941434344333,0.07493842445617928
CLCF1,-0.011207599914000575,-0.00950469715810604,0.061410926861732267,0.14312407440220346
PSAP,0.016107323212853717,0.05148496410773934,-0.0029502289344729266,0.06111197669291492
EFEMP1,-0.02428721031714853,-0.01322828898298443,0.07437482550601804,0.10760763502168509
C1QTNF1,-0.019075379276306866,-0.015433713258828937,-0.05945732237276621,0.12824572540676804
ALB,0.02048348464951242,0.026905390387479862,-0.02774424230206538,-0.0015801803400541687
CCL13,,0.09053790676807363,,
EFNA3,0.1113940594120251,0.04440844298728044,0.04077336827797401,-0.01772633087412632
DRAXIN,-0.03994305726893846,-0.07683478010655465,0.00091566230741374,-0.0071260253718149836
RAET1L,,,0.07973431398664367,
NPTX2,0.02937749932990267,0.022400738487169856,0.031221538255682964,0.0701783697027501
FGF11,0.006086642056123422,0.04750848917706691,0.03184379756416068,0.0581950724410606
CD59,-0.023315174377351706,-0.053798576924919364,0.01514292621555566,0.003910794911939287
COL9A2,0.02577551545979676,-0.03425183149467265,0.019703875569638696,-0.029223388383682995
DLL3,0.0350589314166917,0.07307394223754805,0.022273991166679833,-0.022163998491906946
FGF5,,,,0.06479864564646644
LIN7C,0.03976658497133956,-0.044009910395498016,9.316675179417034e-05,-0.0267686929487259
GDF7,,,-0.014481553033534976,-0.025267187082998514
PSPN,0.09575696511951999,0.03202430050596534,0.05244404974885506,0.0024809848247485267
ANGPT1,-0.03389832690031071,0.008799646706040267,0.002357730272313334,-0.015455529726016133
PNOC,0.02455565479675653,,-0.015399747195764113,0.05165749631164434
L1CAM,0.0005110749825483472,0.027063608736362026,-0.06188981413387897,0.023827356442526426
APOA1,0.019921762550438798,0.028418159278161506,0.04258601127192341,-0.000534938039484813
PSEN1,-0.031050732527756565,-0.006429112543672989,-0.01007390272136904,0.02910205677608036
CALM2,-0.019767713246410305,-0.008912729771773414,-0.012239824085903142,-0.07622822107261101
CLEC2B,0.02817543775907123,0.0018807474903524274,0.03172531303858694,-0.016920513398644733
NTNG1,-0.03236803217469151,-0.06014311436999877,0.02165383090196264,0.030112229178560823
LRIG1,-0.02166414266069797,0.04524473344611105,0.023047262585365443,-0.006395699648766811
CPAMD8,-0.026906782980190627,,0.03321573671574884,-0.017916329408370582
GHRL,-0.037717405999448554,,,-0.01579343079367522
NPY,-0.0033465217267391574,0.03357067189018467,-0.03333686756728772,-0.045530399571438514
MMP2,0.05503567784604837,-0.031403075408768404,-0.04909650777673757,0.036933079441213594
PPY,,0.009407731715784915,0.051212119996599186,0.016814162350569335
ALKAL2,,-0.006617641392369819,-0.01421288336269814,0.0028330698528408024
CSF1,-0.06217502537031237,-0.0011907304071065426,-0.05750685137408647,0.09340934544383243
SEMA4C,-0.021600192249609393,0.0458417427661233,0.035956021390929176,0.04489354485331372
ICAM2,0.021906253570826855,0.04332015859362582,0.03366072193749127,-0.06093810081380705
SYTL3,0.033692004284715756,0.08186154518944457,0.036265492491069015,-0.03864056279164619
IL1A,-0.03902305253588713,-0.018686248490838168,0.0041762028620634705,-0.028389188150754394
HLA-G,,0.0754077923806118,0.04482974596607599,
PGF,0.07277350935090882,0.006905284373101011,0.04405151796917452,-0.028496885126447203
LGALS8,-0.04113179174393117,0.03313403719874654,0.01485152496422759,0.018794883862912164
DKK3,0.016352113739812574,-0.007218728642805564,0.04672505871424031,-0.09250057920743018
COL16A1,-0.0470228874351722,0.016675897408630597,0.022449560030503725,0.016525063017644843
TPH1,-0.026412495511882152,0.007923730483942189,0.010835473405359472,0.0759002906116113
TNC,-0.04788974923268622,-0.04840808241532484,-0.06629283740969674,0.11155832568623972
TNFSF9,0.018276196475262026,0.05250102643039554,0.0549230961444138,-0.04479624226307736
C4A,,-0.01793920929896064,,
CNTN2,-0.008765519105373366,0.022177178573798265,0.03123441043023441,-0.06779950341090955
F7,,-0.022602367973814944,,-0.022145595614185866
LUM,-0.03644025625658679,-0.003931238603940697,-0.0063835061155055614,0.03737420849353837
BTC,-0.03995717224783276,-0.016352018613535774,0.04088876324676565,-0.021011589075085563
APOC1,0.04680995386950132,-0.04938654443513587,0.0048835362021085425,-0.03506611176694111
PKM,0.025982355399740413,0.019975317833390627,-0.049737992681269425,0.11701052027228173
TNF,-0.042942811957140115,-0.015871247973937838,-0.016893063763535873,-0.01723573343469442
GNAS,-0.0067726893783679135,0.0011667218325859794,-0.04351537145300818,-0.04370997756803257
BMP8B,0.04384513229957472,0.02357728533410106,0.04957575546107883,0.009734886558894849
LIPH,,0.08916944674356773,0.06822639358552976,0.009518277830842985
CCL28,,,,-0.026076904185354004
PTPN11,0.02182997232969015,-0.038467803333579166,-0.08308810774310336,0.0019947076912370837
ADAM12,-0.027982806520136436,-0.06166776220613231,0.01987932119337306,0.005607244163519229
EPO,-0.028341948245450475,0.007257721875713303,-0.019560869613355198,
EDN3,0.03457793225782784,0.05887081334411018,0.07390532625714546,-0.027483604615057385
CCL22,,-0.019805640552341675,-0.017888115753984257,
CCL2,-0.07251260232971292,-0.05451776260220514,-0.07244134604966836,0.0778118814723587
DSCAM,0.016117613996665968,0.06523756996614016,0.03613666406203428,0.03805860896621055
ANG,-0.005725240264150806,0.06349084224742642,0.032883998425902145,0.05538703563997724
FBLN2,0.014933902782952648,0.053601509674642604,0.022289449058622908,-0.0069754596100469095
VTN,-0.02857471393122705,-0.020003101443247396,-0.013754809177787012,0.044543119148843534
VEGFA,0.02012712772074931,-0.011374634011798935,-0.005242693440157499,0.09873772327879593
F10,0.02799286301826821,,-0.02349195753199765,-0.02269171726723263
SERPINA1,-0.04291618146350143,-0.05587724344776815,-0.0903722423380179,0.034208883403851906
VWF,-0.037619848892585475,0.004109664593493742,0.007306835591334513,-0.07799357176609387
GDNF,,-0.005030681849806844,0.021584414336986258,
VASP,-0.03941104393159402,-0.005390728295918416,0.02695744694492918,0.005446793777668846
ADAM15,-0.02451421923426561,0.019826585720645103,-0.0013421104023925955,0.015105314722159277
WNT2,0.05529628208636795,0.01973053681605067,-0.02008999292073012,-0.019969845537939613
CALCB,0.06519625648527086,-0.018997040289362277,0.0438064170832325,-0.007429662064059743
OLFM2,0.002501465588501152,0.006476520320047346,0.0007270729572965662,0.05520734941303358
MFAP2,-0.04618625371898991,-0.0325692998818034,-0.005980185629008633,-0.03638311582986632
HLA-C,0.008382619395111219,0.049607458049173735,-0.03958718291939791,-0.023334620151361795
THBS1,-0.020156357964639347,-0.01630312002956748,-0.011673083530561047,0.07698852612670344
HSPA4,-0.0074354295890512526,-0.010636413858078144,-0.0056094637877678495,-0.02606214437897376
LMAN1,0.032540326186184895,-0.02870708387452159,0.0026359135275042037,0.07634206510397869
LYPD3,0.02163266988790599,-0.023721695175103395,0.04236283840237346,-0.025102596342163084
APOE,-0.07846597748902107,0.010604066246767132,0.03284130199515353,-0.030000520992777193
SOSTDC1,0.00634006155870154,0.025545445832592176,0.029567220382686967,-0.03444042517014675
ANXA1,-0.03591497128014703,-0.047772386459889606,0.08506760757724875,0.020824269848882252
WNT2B,0.022289040013699475,0.009925740698259487,0.02454729063863174,0.0852699461853547
AMH,-0.014867764544732827,0.10757576916723284,0.025256505342909654,-0.032207424846257174
GDF10,0.008851825417357968,0.004967553043181159,-0.003509668923165056,0.04602214023219238
EFNB3,0.056760434750312984,0.08359443696108598,0.026013770911798236,-0.009618771125691686
LTB,0.062204710382296684,0.05797832744817716,0.028695941273849973,-0.040134755241285174
ANGPT2,0.016636880800195823,-0.03138855239385987,-0.011273199511102,-0.0727093292595342
ADAM17,-0.04115364338615279,-0.04900706973873526,0.001002550016301907,0.01933734157663141
LRPAP1,0.04598418756776856,0.06477752783842246,0.05402100805371998,0.02619611261908024
NID1,-0.06651254855420201,-0.0011718157011162,-0.006147668686848263,-0.014980405800954886
MST1,0.04903252631702286,0.05101377414574692,0.07756756138532232,0.01509059679347887
DCN,0.003160450042128038,-0.0224889153693592,-0.028133556987980486,-0.0398414353872541
IGFL2,,,-0.01938156504104087,
COL7A1,-0.026844527333887976,-0.018029251207168976,-0.022741854979785665,0.06400492357273302
CALR,0.009939419255719601,-0.0005467895504729143,-0.07185215338128113,0.0707442390755033
PIGA,0.01979794476974755,-0.018264835519692896,0.026243185683808772,0.06144235984028334
CD200,0.011843442265228975,-0.011801312193081427,0.01936273331523724,-0.011546729474074886
GRP,,,-0.018272032910529534,-0.02575559883251457
CDH1,,-0.015500810634544665,0.00961674462976702,0.08775096527208343
LPL,-0.0008127793909484377,0.11614932268653322,0.10772744092308134,0.08794621775865144
SEMA5A,-0.03247954468194292,0.03562974130528156,0.028294752577476302,0.10455955669063774
SEMA7A,0.0042597778690022315,0.0042589192113853805,0.014188612601184286,-0.022297264587509986
SEMA4G,0.05016457398396524,-0.016453601034587477,0.006516748898803663,-0.008873950884666346
SEMA3B,-0.01942262082801041,0.0773328907399195,0.01220984143511402,0.008406040114101518
RPH3A,-0.01790658679350276,0.10845840276535483,0.05619899077099331,-0.08205243511488372
JAG2,-0.011928086598762837,0.021212825216016803,0.011449877682943463,0.04497055826080546
CGN,-0.006723129570880664,0.047637224332581746,0.08704274384110004,0.04312997173996383
GDF15,-0.005862378481988909,0.09125606134004127,0.004362929283564656,0.03692308752070866
SEMA4F,0.008071605393382787,0.0009546998273650112,0.05109650366830667,-0.0001511186057502734
NXPH1,0.06760123903519273,0.06787458283591723,0.06550095787167759,0.08209356289968929
ARF1,0.0720981037948325,0.006194945223701149,-0.05900123136034131,0.030468803474460005
EBI3,-0.06604018319788403,-0.03243289245295661,-0.07486488591438084,0.004511671676526828
TIMP1,-0.05142961629365844,-0.03671317433411472,-0.025356419826554472,0.07417023920185356
SEMA3C,0.024103068901072798,-0.04126744222293695,-0.0144534388399434,-0.031128610250757693
GAS6,0.06846739131500439,-0.0342734222113043,-0.06491711681610586,-0.012532414622292872
MEPE,-0.012324627165058857,-0.030284830331485258,-0.013498670642459425,-0.020427423639053525
SERPINE1,-0.007287124395310543,-0.07808825668207264,-0.0037982460548103224,0.07882335806901566
RSPO2,0.04888361174845724,0.010599618594090181,0.06862196077915958,-0.028389732495745255
SHBG,-0.017017004917485846,0.055913055807514926,0.04608471220355387,-0.03111478823257812
LGALS3BP,-0.038274867497551976,0.020776642733638738,-0.08274424928484174,0.10426993899963047
LAMB1,-0.045133363143258366,-0.0155582552697,0.0006569823665771584,0.011535484710432819
SPTBN2,0.053054673032917526,-0.010817520216534073,-0.0055209810502509695,-0.0596178720400949
COL1A2,-0.060174353906663564,-0.07190650880336245,-0.035966600951045764,-0.0049060042298766544
DEFB1,-0.023243757293863153,,,-0.02139825856227253
WNT11,,0.010803344849906823,-0.0010618969084803594,0.0066023748919426415
