,UKF243,UKF248,UKF255,UKF266,UKF269,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,-0.021561440696950245,,,,,,
BMP1,-0.0470574260279994,-0.004904931004449673,0.03435239799119977,-0.01622500512587344,0.003137922724834052,-0.009914615087483154,0.019162392558441616,0.04586641883556444,-0.06645563556412463,-0.00877799788451744,0.016305714733568687
NDP,-0.00939900149726632,0.014664443909236656,0.05987340290811336,0.015247944166799445,0.024028602860595782,0.006854364811598246,-0.051153795753329324,-0.007432484126040354,0.005435249917379964,0.085589458367049,-0.03137805549478075
TNFSF18,0.02093875017696628,-0.007862162197458384,,-0.01163850489346552,0.051920698166856696,0.00028336017241563816,,,,,
IL36G,,,,,,,,-0.03070512474109217,,,
RTN4,-0.04821845650494218,0.04102066806243749,-0.017235594929248338,-0.05893594752530986,0.028771501832103998,-0.007253740352649981,0.013800465586600981,-0.01958409430437679,0.03797827557807334,-0.044079654298226495,0.12447636037493554
HEBP1,-0.014376620249900105,0.03573317471228569,0.025639378446082873,-0.058287664374593456,1.9809121940813146e-05,0.011751498615328645,0.02736539476047443,0.060547652014908686,0.016736982881207424,0.015007089751938395,0.01738872938930662
WNT7B,-0.057921041712859,0.026118184695344274,0.011349334370455119,0.0072200889507974386,0.07147482996473511,-0.015459887033707525,0.005720516822545512,0.008877720273917715,0.017701644807480776,0.09448147644560571,0.021091084670096513
PTMA,-0.013152184708392002,0.017456211225132634,-0.01053662870282187,0.023867239226631264,-0.03629114082743824,-0.060484932600320125,0.034951483749508704,0.09996385056108519,-0.06124924960000633,-0.03887603278914408,-0.0006944136597220741
CEACAM1,,-0.002527059607904093,,,0.07021284706831109,-0.02611489224300007,,,0.0787013282899441,-0.0302482411437295,-0.03082079751081463
PDAP1,0.08032390140340731,0.04824562983548221,-0.02816997150011502,0.03493412735482285,0.0475491823959522,-0.014011181117233804,0.03268969979165402,0.017345705322532535,-0.01677253074839267,-0.00015052493218284946,-0.011148155647347297
QDPR,0.021744202778929522,0.03649459492204462,0.04895013188779189,0.02549883112914212,-0.07437896993019959,-0.018739035719704613,0.024485071564299674,0.06703524511497103,0.08644313195428337,0.09619504509085615,-0.007193968559556147
POMC,0.004450705380471029,-0.027660787483196208,,-0.01714712739728944,-0.01638161983637878,0.12652772402341878,-0.011571361318805845,0.019339751444014223,0.014679502437239731,-0.03229414183326655,0.05030667947197412
CCL18,0.019245020191245524,0.04907383796960041,,,,,0.012784918069112522,,0.017161625531968268,-0.004874111477213968,0.08081023161245748
CCL17,,,,,,-0.020709020110514748,,0.02105289983441676,-0.02057945125118966,-0.03452851037184636,
VEGFD,-0.03749731043099238,-0.013062042457352338,,,0.05151542311376327,0.0025444022024108926,0.0698777166172349,-0.03006205719860829,,0.06424221483890066,
TNFSF13,,-0.02556172463640763,,0.053518257655962936,,,,,-0.0288311070305549,0.09694226898469048,-0.03460968991665719
WNT5A,0.029035470350711596,-0.02371395129248529,-0.04096937542499758,-0.011193274460885359,-0.026162452191798656,0.0057056588638423255,0.0371232483362164,0.004154595730797182,0.01610657126585153,0.02063395485735219,0.013192224714036315
CXCL8,0.03500152372567258,-0.009063314483796693,0.06309185215644324,0.05364522864286841,-0.02034668755473049,0.008677981462993931,-0.019290625742314743,-0.022414576166911174,-0.09618444242680069,-0.14955686659724518,0.02850638541586971
GRN,0.041856326508431844,-0.08747099420004667,-0.11996864303013094,0.059007163990092926,-0.052362158568694715,-0.03323070517691911,0.04811147099531033,-0.020040370976396618,-0.0908436563501007,-0.005520330551334629,-0.01653432418505599
MIA,0.0015914731700598032,-0.02598627249147278,-0.03397324488666755,-0.020408931455615363,-0.0010200244225204863,-0.004790101224204814,-0.0238679183099744,0.100940377069776,0.1201744694883492,0.11691991866778749,-0.047122251787577715
COL4A4,-0.03774758701554859,-0.014619013045029931,-0.04120203903155104,-0.010739007448528943,-0.021247199405305145,0.06916980249996713,,-0.004708885867222856,-0.022198651983974887,0.02894786008828935,-0.030735244808241063
TAC1,0.014728309419987184,0.015081927104489846,0.023724417795570014,-0.06577654726815774,0.06216320422294989,-0.06603797338645725,,-0.05466992313689288,,,0.005062392719013595
RARRES2,-0.1059103534040696,0.00544328562629059,0.04656070371677593,0.03718716388665883,-0.0009152884321035275,-0.03476695031497905,0.03020766308049909,-0.010581127025616836,-0.06400407663484005,-0.05998739840904581,-0.010940622817700805
FGF7,0.04978352046158231,,0.05613777139172791,-0.018153008218819343,0.057820722366451235,-0.00649669713094895,-0.016765041814181373,-0.009457147665254535,0.015516827897286332,-0.0030081199138633774,0.036455326243912026
EFNA2,,,,,,,,,,-0.028748928901738347,
HBEGF,0.03342961137764703,-0.032868317988704446,0.003554029917837103,0.0033310499084409227,0.052089517254565544,0.07651788908832247,0.04712346287194783,0.03902430288504487,-0.009619478020719949,0.00946269004171293,-0.02264284914712779
CSF3,-0.03774755713067119,,0.04680265175096025,,-0.02247912801300753,,-0.012265099267007326,,-0.05327591931935829,-0.07941958800611613,0.010096057589217259
PI3,-0.044717610374117304,-0.01574133845842088,-0.03251136419985363,,0.036473308555859,,,,-0.16481521319733136,-0.14418601573178136,0.002707076069494754
PCSK1N,-0.06968493733864875,-0.021581715448329694,0.00558605097406144,0.012745158331098499,0.04218597550886776,0.029984268071812117,0.010711180120758784,-0.059274658014516896,0.08954238270716618,-0.03179935112403035,0.06390772545616977
NTS,,,,-0.013109888104340522,-0.02762955237297436,-0.01379278043902079,,,-0.0002320197922381743,0.014532979591590897,-0.004101347547130666
SFRP1,0.07184874470107529,-0.005496343879593839,,0.014529372702958829,0.010117928726891962,-0.012818263993273632,0.027901102752664796,-0.019034894371564325,0.03754156875307915,0.011292618700412062,0.02374996028710501
CXCL13,,,-0.020941151590948524,,,,-0.0331436013738781,,-0.007044733730454109,-0.040466463344673,-0.07207627270849436
MICA,0.04971204740198875,-0.01671467636374068,0.06358931442408604,-0.027826167513362553,0.0317619348695415,-0.014043028807367216,-0.019978383133988527,0.017455069728280464,-0.039928406086865195,0.02821180321429316,-0.019726492704731664
TG,0.16731108093136826,-0.001193107234222845,,0.010190696898146152,-0.013044807318737172,-0.020863554059678997,0.006064746263025753,-0.01729898149719866,0.00475608549400489,0.045977907595696685,0.05448777835107714
ADA,0.06500801146895734,-0.05310306603241755,-0.02106268278355812,-0.029562369639342202,0.04182848047493349,0.014281010207841534,-0.003235976897789589,0.09326163753398047,-0.03694655476731064,0.018826259845650166,0.072515158191069
LAMC3,0.030789017754137244,-0.026774568064757268,-0.05383380678007746,-0.03723344965157111,-0.013011222166335015,0.09412713257365472,-0.05318143533220447,0.005788840430859361,0.0010747300939890384,0.04778997527146649,0.02611585936533884
CCL7,,0.04317511714527432,,,,,,,-0.03084385384922235,,
NGF,0.03271332261511576,-0.036993657986797136,,-0.01444024127111709,,,-0.004534574081821672,,0.0018461771420299035,0.06142147612487091,-0.048758853892798326
TNFSF15,-0.02690429829297561,,,-0.01753361868138233,,,-0.016837516358120596,,-0.03006929403691872,,-0.027438637699498808
HMGB1,-0.04405676932786749,-0.003880271002828899,-0.041746058016115195,0.011398404556208877,-0.03407701037253379,-0.05319528653239837,0.09041123576403205,0.006734367228488964,-0.021195211461201124,-0.06738816770261792,-0.04170521763698167
ITGB3BP,0.036337964140979735,-0.0015721848319372868,0.08576651066021126,-0.025911077240267262,0.03692684470704716,-0.03179934493445919,0.06288386951023218,0.0555090261817027,-0.04216993573115449,-0.00915608363928331,-0.04032036210975228
AANAT,-0.023819302314447878,-0.008287820182195869,,,-0.0007395065382601791,0.04022240451088361,,0.0004213871519487304,-0.02705876287954496,0.019603303365794314,
RELN,-0.006779945608267875,-0.005969208581328046,-0.0324780901455047,0.03352982587975647,0.07597141319160987,-0.04130944421163509,,-0.025187367678369467,,,-0.033142900751950886
IL15,0.022855250939213475,0.030615224461556446,,0.017136084476961237,0.032383793359864035,0.0072479359614340206,-0.01929505019207123,-0.034896743448555506,-0.04957276223840754,0.10123785526672976,-0.042203120541753195
UTS2,,,,,0.009855929808388921,,,,-0.023042516957530082,,
BSG,0.026789816217426644,-0.0016720847597172866,0.046493325272529765,-0.06885709320781344,0.05555586265707165,0.05837590144070035,-0.008997834192598368,0.059749452819004775,-0.04540150857309873,-0.014096060965454259,0.005517629163434506
ADAMTS3,0.03490231684637831,-0.03306141680044171,,-0.020095568406957715,0.00013883096745398156,-0.03014071348632659,-0.03303444298552669,0.027764375781947556,0.0074224532646539184,0.08752739436506739,0.11230728190539599
CD34,0.008666352079935385,0.004689596398509328,-0.0056087864815774525,0.026327766382441685,0.05550722553601872,0.0386471615949902,0.004764317913212431,-0.023853970703720025,0.022019903354961165,0.038122163662757495,-0.014471262408947274
CCL23,,,,,-0.0230717589567163,,,,,,
PLAT,0.06747535911478192,-0.059098870752837804,-0.008350789692111957,0.057903608214092496,-0.005788712470696626,0.0663936436512711,0.02644663923499661,0.026340863645755247,0.10130884662433169,0.0792079490674032,0.100781164937625
NTF3,,,,,,,-0.013014075660506852,,0.07095100092780933,0.06676321216945445,0.035472627918176444
LTA,,,,,,-0.018070450978245875,,-0.03489674775622581,,,
CKLF,0.06469564472725711,0.020019507932318662,-0.019695652122131174,0.014833096004805651,0.012824877660859409,-0.004865972466940976,0.08756547264582108,-0.01425181924474373,0.05910056760120756,0.05708403007091341,0.04676600985890413
APELA,,,,,,,-0.031039059011352694,,,,
CD24,0.052427011504944776,0.006808850768885716,0.0529024293743681,-0.021981032649234133,-0.052849335780431175,-0.012518368393557635,0.06124301368043806,0.05659517580711763,0.07219572874358471,0.06832561586824211,0.06290876890682098
HSP90AA1,-0.011265432955271333,0.004393819456262962,-0.02586631431213978,-0.07156636817600483,0.018200784171175054,-0.0010560329246668296,0.04008229497483446,-0.03708948424997728,-0.10404321083798485,-0.17615554500894648,-0.006907824869875269
BMP4,0.028665519185955977,-0.012589734828540174,0.012805038698172936,-0.017406014305281926,-0.0256909761556906,-0.009994967133535012,-0.02711748778266256,-0.029735633378847166,0.04921086985183494,0.026101641845929665,0.0030914591900479058
SCGB3A1,,-0.02154614108861916,-0.030826959559199445,0.031008223998182705,,,0.035428579810497574,-0.024350489094106052,0.010812197950674155,0.10201211108030454,0.007458722332236493
IGFBP4,-0.0031722566811745335,-0.002372939376270181,-0.043883117813218714,0.02234436928867325,0.024697384789148527,0.022090966369275714,0.010132550365507406,0.03176872585945343,-0.0047585684202803786,-0.054146621040036924,0.004367049221662181
RSPO4,-0.026566728437259893,,,,,-0.007263171653669207,,0.03964699985575096,,,-0.019315061080453704
LEFTY2,0.00998129617019412,0.001603637351164163,0.020542413809476842,-0.0357622403009885,0.00870277245029316,-0.03510906285618801,-0.019038009021366143,0.007040352445222037,-0.009957703512598358,-0.019588398470285432,-0.01578270670402004
PF4,,-0.007085440200598011,,,,,,,,-0.02635038371951392,
ANGPTL2,0.07605855904215497,0.023414881847347278,0.01611542929698537,0.010775237781305628,-0.02687995601751718,-0.01343781796939086,0.03387765587301941,-0.0014066531952171147,0.09458328877572426,0.09475469543111471,0.05052146587309595
LRIG2,0.045926027282129696,-0.017831049572216474,0.036956905116708606,-0.011384357701807943,-0.03349233224390032,0.0641571325265791,0.05493648549928937,0.013461628450427646,0.012662219127696663,0.07292637993723579,-0.05289365259219399
ICOSLG,0.007506037404895684,0.0009575804401673862,0.023881590691700084,-0.022822362693698618,0.022053001867999692,-0.0007362088553342263,0.07546876019447257,0.08992351847922574,-0.00785119015486686,0.08854105720092911,0.02525420212156043
WIF1,-0.041382020272,-0.023017256286754655,0.09784116329747491,-0.02709093384784477,0.06810266656040415,-0.01621834778933164,,-0.01826279294145262,,,-0.03567285455382423
NPPC,-0.00803521455639702,0.02733315863695087,-0.023862833546653833,-0.030554176802118298,-0.0022436624551574157,-0.03163684337180016,,0.01533239605076175,-0.00932567562800461,0.05397649990059231,-0.03201492159367501
LYZ,0.005981937589162875,-0.02656629017167996,0.012534525578806806,-0.03569430020187792,-0.005903462561600701,0.04353193633621369,0.06336152144997897,0.01613502556138015,0.03547712202433869,0.0017987526446161081,0.0003249652684750564
EREG,,,-0.01213770176784623,,,,0.1353088428967859,,-0.03478208277800238,-0.03532862617527729,0.004494866558060153
SPTAN1,0.010684714013252834,0.012352201575170587,-0.02032669939511233,-0.03835227453344134,0.02368961508733735,-0.007287743959871592,-0.030941609408607167,-0.02890561220606608,0.046349433367960206,0.1198380064994706,-0.033664466223943784
PTH2,,,,,,,,,,,-0.005829607167538882
LIPC,-0.03325377078158496,-0.014324174480245633,,-0.019347405827128617,0.021564922146170357,0.017109705038362347,0.08516703172856963,0.019054225725703627,,,
COL8A1,0.04355193984120841,-0.05497547032149255,-0.008002612196007886,0.020673759271720153,0.02661524691733045,-0.02403074979244027,-0.037963427197723686,0.043013212615368335,0.05958791829774271,0.0446528255745995,-0.04057506916188834
GSTM2,-0.03708980031642657,-0.022583623714501098,-0.0004240718106924148,-0.010550317245673152,0.050235760990182274,-0.04355137727975001,-0.04081083236332482,0.02080994120983413,0.109392502101471,0.04570582058798613,-0.00814682625669129
SPX,-0.03305227891070757,0.013794089252790057,,0.015743360780744255,-0.023165003350637856,0.009931045956449102,,-0.019584141727784877,0.05568188794936977,-0.006741947650054366,-0.04577496194762606
MFGE8,0.015455357828221442,-0.03504856026355005,0.009625852344652675,-0.05053579604651868,-0.007401061801456595,-0.05626747354375854,-0.0354032960263629,-0.04305330698251774,-0.022469339059078854,0.05456813001173727,0.013420336285032287
TGFA,0.0943829411613707,0.03474113476152785,-0.008965611440808883,0.05617962118099202,-0.041143664456393,0.021582627431351416,-0.030002284736452674,0.06857857982683661,0.015183689943579232,0.07441628333752377,-0.006854182512995297
SLIT2,-0.031102249896991622,0.007057474411947065,-0.022912759901715655,-0.01448165840908623,0.0062596636830611245,-0.0006769124117233044,0.05137840889793692,-0.037518586746947295,0.0031540975875127236,0.14824186010455814,-0.03262223236771295
PLTP,-0.02601328716502657,-0.0393349329062455,-0.05443119719957943,0.021236837771988506,0.0020829844597212406,-0.06605756871774005,0.03136580812877244,-0.043891805883979,-0.06462779566973723,-0.040654493358131275,-0.051452637539099975
APOD,-0.054610559625842,-0.007942593998372697,-0.031399472905113184,0.005140334562904967,-0.06928066827512987,-0.010430690127191587,-0.04190265267355937,0.037822200519128595,0.10860783037026867,0.15398684692961995,0.04197377417442277
B2M,-0.06171719985870045,-0.04913250357141947,-0.05937587443125109,0.029130963755597393,0.0026899934611836346,-0.013505334565335432,0.002390879077980598,-0.03914961003373003,-0.051708390255944224,0.05631553230256393,-0.026749417474330402
OMG,-0.02703607117808988,0.015150241614151351,-0.009740874808396416,-0.03981333075769332,-0.04098569932037531,-0.022949655091918965,-0.014098634316169867,-0.006609639472628864,0.12791128023000015,0.12406247260462566,0.055632612748812225
CXCL3,-0.003319364171984211,-0.015243012255658753,-0.03282530149962409,,-0.02662244521575741,0.04533708585326057,0.048016865875978414,-0.025131977710530294,-0.09055443849182375,-0.04698017288187425,-0.002444987659097763
CXCL10,-0.08201410268047837,0.03849282315431162,,-0.01705356847210152,-0.000886915685644162,0.015389646219369502,-0.019210833539176166,-0.005742604774649458,-0.0318502359830905,-0.012183324769913795,0.005317136141367048
RSPO3,,-0.029267695015034106,-0.028839862026340986,-0.012004776883473863,0.014403022607310759,-0.031743053727945815,,-0.02626243233608125,-0.0017793124747835082,0.16778630535687322,0.0007638048849815976
CORT,-0.029785983328619436,0.00814742618691312,-0.011185795485943655,-0.014043943328926625,0.051597085434486,-0.055496627048237504,,0.05612440941325103,0.17266252868783455,0.06468022234056879,-0.010864348630685352
NCAN,-0.03581509290063,0.010158592345025926,0.04629799005385287,-0.01157588669850031,-0.012592733372973442,0.05244746614130411,,0.09967532784033656,0.14034346614856624,0.15284288774702748,0.06053989424543556
PRG4,-0.040650873785983706,0.010549725748304897,-0.01574193839054246,,0.050736150383121875,0.005341578778833065,,-0.019999039429310018,-0.021267679911627785,-0.020913893332124314,0.04193496180664642
ZG16B,,0.07680044545291663,,,0.007504080327710872,0.00493116320028622,0.03536235151508764,,,,
TGM2,-0.005194247401881384,-0.002306217045743982,0.016140982366864436,0.027220693545533144,-0.005536671721156578,0.011732235404249575,0.021595957327407194,0.004939312074438513,-0.05654360863331937,-0.05469638814686973,-0.006415263928224789
VEGFC,0.06894035269664608,-0.022878376432640606,-0.01803147257639722,0.005650608558870923,0.013122411189474742,-0.02335882467580952,0.04859731680017292,0.014565323854324094,-0.03969426800029174,-0.022915242139242203,0.06455617975662162
WNT6,0.06104011191765224,-0.014590868284381067,0.0031019637162937974,0.10085220915297005,-0.028363306809009694,-0.023324890777701616,-0.0280832469754697,0.05136630728566934,0.12306524097943232,0.08695474733606957,-0.003275871632160927
NRG4,-0.02756816659659329,-0.0198447543589774,0.02707368414790026,-0.01566558685972554,0.006714758340952904,-0.027585221804102382,,0.010620770009558826,,,0.0358779840969337
PMCH,,-0.022872147362572124,,,,0.018449781285472755,,,0.026070701995471617,-0.038688270407893,0.06581659777255851
COL9A1,-0.042947763704399684,-0.05993680483793514,-0.012084515472200583,-0.05209810242575095,-0.027209454103589756,0.04068485498725619,,-0.04165568428237465,0.10833707439164034,0.08450757353717774,0.04152490576916823
GDF11,-0.04824464181165193,-0.01264986762125822,0.07806489396911788,0.03353754402417239,-0.006556635599531339,0.005075841229407092,0.05810787883868994,0.01633824004476453,0.015505086895070408,-0.029616918938275553,0.02859551326802906
IL24,,,,,,,-0.01583717542748316,,-0.023374292380844694,-0.025930240248133934,
SORBS1,0.012525925504134018,0.03199372950752699,0.01028991759683583,0.04000855751908517,-0.03874130892605174,0.014649702914698243,0.09124902952908205,0.0689872695961568,0.044457335622588835,0.026428180261224506,0.057852628358861236
DLL1,-0.03673674299545004,-0.01627781309246706,0.023304515462802704,0.028266420332836995,-0.04056418262574591,0.012610200236152934,0.02711315320153317,0.10381859431101303,0.10977951132975794,0.15493586019066138,0.03671350850310124
TLN1,0.07001857242667836,-0.039961397555743475,0.011481360235008673,0.04016689625211419,-0.05220776117418063,0.031848759858097986,-0.008631063410387597,0.06688899701840778,-0.10362228100342434,-0.08937608255210534,-0.00983252957559531
COL2A1,0.11562041305154293,0.020368749852614915,,-0.013863685355138046,-0.02662245427567057,,,-0.025514117047019207,-0.051099267337584645,-0.06758213834137246,0.024760280313061878
SHH,,,,-0.015132268430640245,-0.02092848385803549,0.011449232709223277,,-0.024350486965721715,0.033712886353610944,0.014426508871648518,0.03858970282450286
PON2,-0.0326717574902273,0.042010184945455574,-0.035084390889214,-0.006916379813232634,-0.05009656575208079,-0.02454688263345178,-0.000305779869871591,0.04069391486679173,0.00322060639679614,0.09891320207275285,-0.06680161844778493
ICAM5,-0.06575309941935491,0.034498692047996396,-0.030826961740820204,-0.025363311251810117,0.05887647641960087,-0.008691826360118617,-0.014991832435661129,-0.02457843601093854,-0.044060048417995844,0.012530442509746286,-0.0046685236478122985
HPX,-0.01943234002833319,-0.005868654397054502,-0.028839869608244088,-0.012796750236298771,0.011802697961264956,0.11091726441825846,-0.002358625968989089,-0.027572963299818707,0.04174799075078207,0.025039647367221644,-0.003634810201100575
SFRP2,0.05784224784028799,0.01944375315509389,,-0.03025147795485705,-0.021247193148776895,-2.3292652092304453e-05,-0.015629893240608914,-0.047769423807941386,0.03359026495693273,0.023495973937338616,0.019512349360755982
CFC1,,,,-0.021623376208560714,,-0.002587317172047298,,,,,
CD70,,-0.04583868184896884,,,,0.00022199356936737397,-0.002328714846635256,,-0.01754473500042656,0.00457175500896184,-0.01663240863641995
HP,-0.020054352962216776,0.024074575969154355,-0.007121976815981302,,0.0072321810516137765,0.06132863514608267,,0.022768636579768315,-0.017156739779486573,-0.03543400231993545,-0.03262278466173197
CXCL2,-0.041523985521829475,-0.0005459890392943574,0.07125243927590164,0.018485729146807486,0.03306652431405313,0.05582647011596752,0.06184376347344225,0.0032209651754311827,-0.02599157996663109,-0.03442507391375462,-0.02091146071270337
NPPB,,-0.0031335340468361334,0.016693153005640813,,,0.019212284979703186,,-0.03133580597950307,-0.06158253524554359,-0.02979407417190724,0.08177418206981016
CCK,-0.026162344403292053,0.06481062335174012,-0.05879800134530777,-0.05959099991106748,0.05419499488510558,-0.0492639220264716,,0.004911289052741859,0.1235640185542708,0.029577211053743228,0.026926584669317095
SEMA6A,0.010890926334896365,0.0058972379025511,0.012059124956632231,0.017255407145192313,-0.04928941632856967,0.05603439742957028,0.045126823193952184,0.09312246922490884,0.09990866670240389,0.09352326796068204,-0.03456361214406494
IRAK4,0.08064685068116575,-0.006960369624860929,-0.021448259791550767,0.07851437646733218,-0.002355631829808246,0.007194060554694932,-0.0122440568303851,0.0700332292339543,-0.010698951597068034,0.08257755162476306,-0.04948895826495177
GSTP1,0.1087645755539436,0.022183924214445216,-0.05256713458999552,0.04172032341645388,-0.014515961732830476,-0.031630050780549944,-0.04997072637484434,0.05569298426736243,0.034633049874840185,0.1331590038529263,0.009661000006615236
VCAM1,-0.04977605138182381,0.04179836642325716,0.05917970565319927,-0.001916016074326438,0.0043387020197458576,-0.02204968926890737,0.012211571021518645,0.008612428161354413,-0.06556685626001861,-0.029701006423306645,-0.0033907973242069574
NXPH3,0.011081546175455882,0.006260740481070364,0.008652631796981848,0.029447095941186604,0.03178692401319526,-0.03048342760835896,0.021202257680943328,0.029637449265659914,0.1199227243580791,0.0635377619727665,-0.008254038368913776
MTMR4,0.005291528041423703,-0.015727930954563648,0.005512262653544329,-0.05194100960725181,0.022501672585959462,-0.03696307189612569,0.03836382526189864,-0.011695517553846409,0.038838994689892554,0.05217136171253546,0.017578811981932604
LAMC2,-0.0027144553866966722,0.039315826421116265,,-0.01753361695811803,,0.0073378345783106855,0.010797652586839034,,-0.028736560220303603,-0.021624742211234997,-0.014122885198217432
IL10,0.03344554371838212,-0.046097832027526854,0.0061756848198100955,,-0.01287518391970675,0.02424773124793382,0.00837174947300807,-0.02805000138371314,-0.03651241853416647,0.013717650184759402,0.08826702073327235
SEMA4D,-0.022514605496364904,0.048889345243807454,0.06666051937832604,-0.042486545581753236,-0.06510730824624336,-0.021869872265843818,0.0039356546555652724,0.06165690361177612,0.10467332908511043,0.14620867698414566,0.057527851730389476
TRH,0.02420556197324241,-0.019794997392927276,-0.022273679244376104,-0.02398632528159927,0.028730733026757802,0.0020854655578413698,,0.021666114471721138,0.0774921367898334,0.1297585921925092,0.04223507604302375
