,UKF269,UKF296,UKF334,ZH1019T1,ZH916T1
IGFL3,-0.014158628992938627,,,,-0.015714769882136836
BMP1,0.061043514721898916,0.03416903471448571,-0.008100539233181108,-0.049238299021510654,0.0006526919696833966
NDP,0.09266815728171286,-0.032614354686130026,-0.0077098323340127365,0.04980779163498388,0.047311249612690974
TNFSF18,0.052231769692174496,,,0.10250290089912015,0.040643573877980184
IL36G,,,0.039966932216688074,,
RTN4,-0.014334844666422692,-0.08438137641750522,-0.012856019169448615,-0.019323577462166036,0.0386261548178911
HEBP1,-0.029781529924466685,0.006749206094761496,-0.012034685460471125,-0.04750576874446714,0.0409190657835204
WNT7B,-0.05860212811590251,-0.0156303760688275,-0.013983228366494741,,-0.03354185164984374
PTMA,-0.00819592196439454,0.0525737074531468,-0.03477180923834155,-0.09269184182353428,-0.020196512551982758
FASLG,,,,,-0.013629414557606065
CEACAM1,0.07309178357017765,,,0.076937830941143,-0.018963328560281538
PDAP1,-0.028512938490616927,-0.007045914483001888,0.03277135420053945,-0.03805371521338807,-0.042591936606210946
QDPR,0.01572506046753175,-0.009365205617037606,-0.1076512670371503,0.02906012225693344,0.04387458177767732
POMC,0.008969487581175493,0.02948430441029461,-0.027257575476048977,-0.06535712991982,0.03590769006476852
CCL17,,-0.019346023941802175,-0.011622144444332018,,-0.01235353344582066
VEGFD,-0.023719501527115647,0.005679950496608193,0.09404892389448291,-0.004374945866695835,
TNFSF13,,,,,-0.02012905164242404
WNT5A,0.03354483290380799,0.004413759818119981,0.04000741433218299,-0.024610842853589308,-0.011240806566311485
CXCL8,-0.014450025062444402,0.09363834841097776,-0.03744986117540063,0.11080852594569943,0.042342944101891794
GRN,0.03536633931307943,0.0018350674180581932,0.04461656972225552,-0.04423679162574238,-0.04291445632370192
MIA,-0.04044543046558963,0.02034376115485499,-0.01705880559668485,0.04062221890617218,0.018687901010504413
COL4A4,-0.013952277945937668,0.00505623849086651,-0.016547674295091852,-0.035801192427549935,-0.03627844423338731
TAC1,-0.011234093895028711,-0.011382948320358653,-0.01786423896133058,,0.18488415940874936
RARRES2,-0.0060807351054124725,0.019676005865660866,-0.01785401585256558,0.008683989116510644,0.03032737772627462
FGF7,0.08227942748135708,0.05426437385929953,-0.03446779861741214,0.07030070688873584,0.015068991968395243
HBEGF,-0.001965520544508739,0.03536992347886381,0.049890226038457434,0.04658990951696126,-0.036955648791661966
CSF3,-0.014761241518799128,,,,-0.013006364960980883
PI3,-0.016621352777467648,,,,-0.013175621624879801
