,UKF248,UKF266,UKF269,UKF296,UKF304,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,-0.015367754036767736,,,,,,,-0.019712708366953387,,-0.025018560147361386,
BMP1,-0.0036837492025062228,0.0541552355507361,0.08794138462667947,0.012746879278610176,-0.023377335417746472,-0.03856052386738665,0.013740283370677538,0.05935237641300125,-0.02864846318377805,0.03237243518102087,-0.006669770332552488,-0.06718918333560077,0.06839364076046346
NDP,-0.07179467136670296,0.04147396740564239,0.022053470028100507,-0.03067803066866612,-0.02449724671698826,-0.046128713677115143,0.008558274207857949,-0.0013098643320559782,0.06477121592996969,0.033255439101118105,-0.020934499591896617,0.027250139529045883,-0.0030175289063802194
TNFSF18,-0.024469139276943337,-0.013800789316012075,0.11150500564100034,,,,,,,-0.020329368189102987,,-0.02229815320347633,0.10798009849624421
RTN4,-0.05761219874184407,-0.0005700553186730511,-0.11936812258134086,-0.01904558088635629,0.022171996629919394,0.0008123660581468587,-0.025488616947469993,0.011387248053854413,-0.09615197057365334,-0.0052159380911614315,0.045154626274711764,0.04652765985764241,-0.048302253457774946
HEBP1,0.019728359660899086,0.03512905913012692,0.02744163854195628,0.022351752945889553,0.05857542197328753,-0.0007918203037581776,0.0597582797625875,-0.0379409869199148,0.027903280986397633,0.022609918264350087,-0.03352991657734017,-0.014411772303198624,0.04423849100199555
WNT7B,0.012094005042656687,-0.000331368349006339,-0.02092036103875189,-0.015511129482719627,,0.040132428423250356,0.25703063059768555,-0.008059757104611688,0.017358431766605578,0.04119266396736169,0.01623786046616389,-0.02818162758163518,0.019844766198808393
PTMA,-0.031100764554444483,0.010663910442360093,-0.08455904580838017,0.03275214414991376,-0.009387643135223774,-0.046818121786879885,-0.0417644033091433,0.015120895659582368,-0.04928961156228375,-0.005932038276258462,0.046773203147588205,-0.024766770796136477,0.07306682128018586
FASLG,,,,,,,,,,,,0.017823022558552514,
CEACAM1,-0.01557393655595631,,0.09855402963239072,,,,-0.04892182683077737,-0.01876377932372706,-0.004077040933466892,0.0240067704680026,-0.024522569212961847,0.05247991807513105,
PDAP1,-0.03667821140053276,0.034707476599984875,0.1135971835466552,-0.03952586019268792,0.012962309260257094,0.01270704809967828,-0.027456804488230496,0.003634387299558636,-0.04304801204452353,0.0005385485703777692,-0.0021952174724830737,0.001853998754303565,-0.05240244801997997
QDPR,-0.03404176867592027,-0.020434332862076448,-0.13577076630414572,-0.05264875288782801,-0.04463576567366901,-0.013645302593076331,-0.05221265296323614,0.08526615375385733,0.009338325596400575,-0.05239287060945675,-0.06346975398294667,-0.028526029852452027,-0.0975708284188377
POMC,0.0612788272313666,-0.03640926570252453,-0.028877498083370635,-0.01964902612741741,0.01942569356849828,-0.029347677103716212,-0.019550278411640875,-0.021339312993924987,0.05271803492770613,-0.06317781639732897,-0.010920872711917233,-0.012075543378076507,0.03210498484974732
CCL18,-0.019434801333588804,,,,0.013092303002809282,-0.05577428295853106,-0.04194790888058134,-0.0343374859947548,0.033403885409824516,,-0.05083288831134456,,
CCL17,,,,0.14349098876035554,,,,0.14808618021337638,-0.03280247824637184,-0.025990067276852716,,-0.01966733346175342,
VEGFD,0.0865856386927768,,-0.02574511031578311,0.006367491723778537,0.08488048764013206,-0.031003614703927044,0.09926050241118557,,0.013416356102071118,0.00905746239704357,,,
TNFSF13,-0.014666129402624156,-0.013383886629475572,,,,,,-0.00860884925032104,-0.035655172372755,0.1337040087806273,-0.027537201661396615,0.008548626578010095,0.03050966001917257
WNT5A,-0.05728965302387435,0.12271722177420946,0.10448660514287786,0.0089755265024885,-0.007242131676012216,0.044248680491254556,0.02689589811858142,0.03510151668700363,0.011957185848902771,-0.06426228171246584,0.03911102943774449,0.015600715371763252,0.06174312981000057
